LBTYK,Date
10.354999542236328,2006-01-11
10.375,2006-01-12
10.404999732971191,2006-01-13
10.204999923706055,2006-01-17
10.220000267028809,2006-01-18
10.34000015258789,2006-01-19
10.21500015258789,2006-01-20
10.204999923706055,2006-01-23
10.149999618530273,2006-01-24
10.09000015258789,2006-01-25
10.125,2006-01-26
10.024999618530273,2006-01-27
10.104999542236328,2006-01-30
10.109999656677246,2006-01-31
10.125,2006-02-01
9.960000038146973,2006-02-02
9.675000190734863,2006-02-03
9.5600004196167,2006-02-06
9.494999885559082,2006-02-07
9.454999923706055,2006-02-08
9.579999923706055,2006-02-09
9.545000076293945,2006-02-10
9.625,2006-02-13
9.729999542236328,2006-02-14
9.694999694824219,2006-02-15
9.800000190734863,2006-02-16
9.800000190734863,2006-02-17
9.729999542236328,2006-02-21
9.699999809265137,2006-02-22
9.699999809265137,2006-02-23
9.744999885559082,2006-02-24
9.960000038146973,2006-02-27
9.699999809265137,2006-02-28
9.614999771118164,2006-03-01
9.729999542236328,2006-03-02
9.765000343322754,2006-03-03
9.675000190734863,2006-03-06
9.595000267028809,2006-03-07
9.555000305175781,2006-03-08
9.489999771118164,2006-03-09
9.375,2006-03-10
9.34000015258789,2006-03-13
9.270000457763672,2006-03-14
9.175000190734863,2006-03-15
8.949999809265137,2006-03-16
8.774999618530273,2006-03-17
8.800000190734863,2006-03-20
8.800000190734863,2006-03-21
8.925000190734863,2006-03-22
9.484999656677246,2006-03-23
9.494999885559082,2006-03-24
9.425000190734863,2006-03-27
9.244999885559082,2006-03-28
9.470000267028809,2006-03-29
9.664999961853027,2006-03-30
9.875,2006-03-31
10.069999694824219,2006-04-03
10.130000114440918,2006-04-04
10.114999771118164,2006-04-05
10.164999961853027,2006-04-06
10.119999885559082,2006-04-07
9.989999771118164,2006-04-10
10.074999809265137,2006-04-11
10.125,2006-04-12
10.140000343322754,2006-04-13
9.949999809265137,2006-04-17
10.020000457763672,2006-04-18
10.055000305175781,2006-04-19
10.03499984741211,2006-04-20
10.005000114440918,2006-04-21
9.925000190734863,2006-04-24
9.899999618530273,2006-04-25
9.9350004196167,2006-04-26
9.9399995803833,2006-04-27
9.984999656677246,2006-04-28
9.979999542236328,2006-05-01
9.960000038146973,2006-05-02
9.885000228881836,2006-05-03
9.975000381469727,2006-05-04
10.295000076293945,2006-05-05
10.244999885559082,2006-05-08
10.28499984741211,2006-05-09
10.399999618530273,2006-05-10
10.595000267028809,2006-05-11
10.734999656677246,2006-05-12
10.96500015258789,2006-05-15
11.385000228881836,2006-05-16
11.354999542236328,2006-05-17
11.4350004196167,2006-05-18
11.420000076293945,2006-05-19
11.319999694824219,2006-05-22
11.180000305175781,2006-05-23
11.039999961853027,2006-05-24
11.104999542236328,2006-05-25
11.260000228881836,2006-05-26
11.100000381469727,2006-05-30
11.079999923706055,2006-05-31
11.345000267028809,2006-06-01
11.260000228881836,2006-06-02
11.180000305175781,2006-06-05
11.154999732971191,2006-06-06
11.40999984741211,2006-06-07
11.470000267028809,2006-06-08
11.529999732971191,2006-06-09
11.255000114440918,2006-06-12
11.21500015258789,2006-06-13
10.994999885559082,2006-06-14
11.319999694824219,2006-06-15
11.074999809265137,2006-06-16
11.210000038146973,2006-06-19
11.085000038146973,2006-06-20
11.180000305175781,2006-06-21
10.789999961853027,2006-06-22
10.84000015258789,2006-06-23
10.744999885559082,2006-06-26
10.414999961853027,2006-06-27
10.350000381469727,2006-06-28
10.34000015258789,2006-06-29
10.28499984741211,2006-06-30
10.375,2006-07-03
10.324999809265137,2006-07-05
10.369999885559082,2006-07-06
10.40999984741211,2006-07-07
10.414999961853027,2006-07-10
10.385000228881836,2006-07-11
10.289999961853027,2006-07-12
10.265000343322754,2006-07-13
10.239999771118164,2006-07-14
10.28499984741211,2006-07-17
10.274999618530273,2006-07-18
10.244999885559082,2006-07-19
10.34000015258789,2006-07-20
10.194999694824219,2006-07-21
10.329999923706055,2006-07-24
10.100000381469727,2006-07-25
10.079999923706055,2006-07-26
10.369999885559082,2006-07-27
10.524999618530273,2006-07-28
10.59000015258789,2006-07-31
10.520000457763672,2006-08-01
10.720000267028809,2006-08-02
10.760000228881836,2006-08-03
10.8149995803833,2006-08-04
10.84000015258789,2006-08-07
10.880000114440918,2006-08-08
10.920000076293945,2006-08-09
11.364999771118164,2006-08-10
11.34000015258789,2006-08-11
11.4350004196167,2006-08-14
11.585000038146973,2006-08-15
11.65999984741211,2006-08-16
11.510000228881836,2006-08-17
11.390000343322754,2006-08-18
11.460000038146973,2006-08-21
11.529999732971191,2006-08-22
11.53499984741211,2006-08-23
11.579999923706055,2006-08-24
11.604999542236328,2006-08-25
11.619999885559082,2006-08-28
11.5600004196167,2006-08-29
11.569999694824219,2006-08-30
11.539999961853027,2006-08-31
11.635000228881836,2006-09-01
11.824999809265137,2006-09-05
11.829999923706055,2006-09-06
11.930000305175781,2006-09-07
11.899999618530273,2006-09-08
12.244999885559082,2006-09-11
12.255000114440918,2006-09-12
12.125,2006-09-13
12.260000228881836,2006-09-14
12.484999656677246,2006-09-15
12.479999542236328,2006-09-18
12.4399995803833,2006-09-19
12.550000190734863,2006-09-20
12.479999542236328,2006-09-21
12.53499984741211,2006-09-22
12.555000305175781,2006-09-25
12.555000305175781,2006-09-26
12.539999961853027,2006-09-27
12.489999771118164,2006-09-28
12.529999732971191,2006-09-29
12.494999885559082,2006-10-02
12.53499984741211,2006-10-03
12.600000381469727,2006-10-04
12.71500015258789,2006-10-05
12.78499984741211,2006-10-06
12.850000381469727,2006-10-09
12.84000015258789,2006-10-10
12.6850004196167,2006-10-11
12.805000305175781,2006-10-12
12.78499984741211,2006-10-13
12.734999656677246,2006-10-16
12.614999771118164,2006-10-17
12.755000114440918,2006-10-18
12.739999771118164,2006-10-19
12.645000457763672,2006-10-20
12.53499984741211,2006-10-23
12.425000190734863,2006-10-24
12.25,2006-10-25
12.744999885559082,2006-10-26
12.760000228881836,2006-10-27
12.529999732971191,2006-10-30
12.71500015258789,2006-10-31
12.520000457763672,2006-11-01
12.65999984741211,2006-11-02
12.529999732971191,2006-11-03
12.739999771118164,2006-11-06
12.835000038146973,2006-11-07
12.904999732971191,2006-11-08
13.125,2006-11-09
13.260000228881836,2006-11-10
13.225000381469727,2006-11-13
13.175000190734863,2006-11-14
13.295000076293945,2006-11-15
13.279999732971191,2006-11-16
13.125,2006-11-17
13.0600004196167,2006-11-20
12.880000114440918,2006-11-21
13.029999732971191,2006-11-22
12.904999732971191,2006-11-24
12.885000228881836,2006-11-27
12.895000457763672,2006-11-28
13.25,2006-11-29
13.079999923706055,2006-11-30
13.289999961853027,2006-12-01
13.414999961853027,2006-12-04
13.489999771118164,2006-12-05
13.574999809265137,2006-12-06
13.479999542236328,2006-12-07
13.720000267028809,2006-12-08
13.739999771118164,2006-12-11
13.850000381469727,2006-12-12
13.890000343322754,2006-12-13
13.90999984741211,2006-12-14
13.755000114440918,2006-12-15
13.829999923706055,2006-12-18
13.654999732971191,2006-12-19
13.625,2006-12-20
13.734999656677246,2006-12-21
13.84000015258789,2006-12-22
13.895000457763672,2006-12-26
13.979999542236328,2006-12-27
13.925000190734863,2006-12-28
14.0,2006-12-29
14.154999732971191,2007-01-03
14.039999961853027,2007-01-04
14.020000457763672,2007-01-05
14.154999732971191,2007-01-08
14.260000228881836,2007-01-09
14.510000228881836,2007-01-10
14.46500015258789,2007-01-11
14.40999984741211,2007-01-12
14.5,2007-01-16
14.520000457763672,2007-01-17
14.600000381469727,2007-01-18
14.5649995803833,2007-01-19
14.585000038146973,2007-01-22
14.71500015258789,2007-01-23
14.680000305175781,2007-01-24
14.425000190734863,2007-01-25
14.15999984741211,2007-01-26
14.050000190734863,2007-01-29
14.149999618530273,2007-01-30
14.114999771118164,2007-01-31
14.095000267028809,2007-02-01
14.164999961853027,2007-02-02
14.3149995803833,2007-02-05
14.329999923706055,2007-02-06
14.260000228881836,2007-02-07
14.244999885559082,2007-02-08
14.074999809265137,2007-02-09
13.920000076293945,2007-02-12
14.0600004196167,2007-02-13
14.239999771118164,2007-02-14
14.180000305175781,2007-02-15
14.170000076293945,2007-02-16
14.350000381469727,2007-02-20
14.335000038146973,2007-02-21
14.265000343322754,2007-02-22
14.149999618530273,2007-02-23
14.15999984741211,2007-02-26
13.744999885559082,2007-02-27
13.630000114440918,2007-02-28
14.204999923706055,2007-03-01
14.390000343322754,2007-03-02
14.0600004196167,2007-03-05
14.295000076293945,2007-03-06
14.34000015258789,2007-03-07
14.484999656677246,2007-03-08
14.345000267028809,2007-03-09
14.53499984741211,2007-03-12
14.414999961853027,2007-03-13
14.25,2007-03-14
14.585000038146973,2007-03-15
14.475000381469727,2007-03-16
14.649999618530273,2007-03-19
14.96500015258789,2007-03-20
15.104999542236328,2007-03-21
15.1850004196167,2007-03-22
15.074999809265137,2007-03-23
15.140000343322754,2007-03-26
15.210000038146973,2007-03-27
15.1850004196167,2007-03-28
15.149999618530273,2007-03-29
15.319999694824219,2007-03-30
15.569999694824219,2007-04-02
15.914999961853027,2007-04-03
16.125,2007-04-04
16.385000228881836,2007-04-05
16.475000381469727,2007-04-09
16.4950008392334,2007-04-10
16.375,2007-04-11
16.5,2007-04-12
16.450000762939453,2007-04-13
16.540000915527344,2007-04-16
16.434999465942383,2007-04-17
16.454999923706055,2007-04-18
16.350000381469727,2007-04-19
16.46500015258789,2007-04-20
16.485000610351562,2007-04-23
16.524999618530273,2007-04-24
17.200000762939453,2007-04-25
17.100000381469727,2007-04-26
16.80500030517578,2007-04-27
16.704999923706055,2007-04-30
16.989999771118164,2007-05-01
17.184999465942383,2007-05-02
17.204999923706055,2007-05-03
17.2450008392334,2007-05-04
17.55500030517578,2007-05-07
17.610000610351562,2007-05-08
17.334999084472656,2007-05-09
17.364999771118164,2007-05-10
17.665000915527344,2007-05-11
17.655000686645508,2007-05-14
17.584999084472656,2007-05-15
17.700000762939453,2007-05-16
17.68000030517578,2007-05-17
17.780000686645508,2007-05-18
17.924999237060547,2007-05-21
17.875,2007-05-22
17.860000610351562,2007-05-23
17.799999237060547,2007-05-24
17.774999618530273,2007-05-25
17.639999389648438,2007-05-29
17.899999618530273,2007-05-30
17.875,2007-05-31
18.2549991607666,2007-06-01
18.34000015258789,2007-06-04
18.06999969482422,2007-06-05
17.735000610351562,2007-06-06
17.5049991607666,2007-06-07
17.510000228881836,2007-06-08
17.795000076293945,2007-06-11
18.049999237060547,2007-06-12
18.735000610351562,2007-06-13
18.934999465942383,2007-06-14
18.6200008392334,2007-06-15
18.704999923706055,2007-06-18
18.7549991607666,2007-06-19
18.7549991607666,2007-06-20
19.434999465942383,2007-06-21
19.190000534057617,2007-06-22
19.2450008392334,2007-06-25
19.5,2007-06-26
19.690000534057617,2007-06-27
19.55500030517578,2007-06-28
19.649999618530273,2007-06-29
19.989999771118164,2007-07-02
19.975000381469727,2007-07-03
20.204999923706055,2007-07-05
20.31999969482422,2007-07-06
20.71500015258789,2007-07-09
20.575000762939453,2007-07-10
20.75,2007-07-11
20.895000457763672,2007-07-12
21.155000686645508,2007-07-13
21.184999465942383,2007-07-16
21.2450008392334,2007-07-17
21.2450008392334,2007-07-18
21.239999771118164,2007-07-19
20.78499984741211,2007-07-20
20.81999969482422,2007-07-23
20.43000030517578,2007-07-24
20.190000534057617,2007-07-25
19.385000228881836,2007-07-26
19.350000381469727,2007-07-27
19.540000915527344,2007-07-30
19.920000076293945,2007-07-31
19.905000686645508,2007-08-01
19.94499969482422,2007-08-02
20.655000686645508,2007-08-03
20.434999465942383,2007-08-06
20.540000915527344,2007-08-07
20.469999313354492,2007-08-08
19.375,2007-08-09
19.235000610351562,2007-08-10
19.864999771118164,2007-08-13
19.924999237060547,2007-08-14
19.709999084472656,2007-08-15
18.5049991607666,2007-08-16
18.875,2007-08-17
18.899999618530273,2007-08-20
19.079999923706055,2007-08-21
19.5,2007-08-22
19.375,2007-08-23
19.540000915527344,2007-08-24
19.350000381469727,2007-08-27
18.90999984741211,2007-08-28
19.15999984741211,2007-08-29
19.3799991607666,2007-08-30
19.725000381469727,2007-08-31
19.9950008392334,2007-09-04
20.020000457763672,2007-09-05
19.93000030517578,2007-09-06
19.860000610351562,2007-09-07
20.2549991607666,2007-09-10
19.579999923706055,2007-09-11
19.485000610351562,2007-09-12
19.579999923706055,2007-09-13
19.9950008392334,2007-09-14
19.989999771118164,2007-09-17
20.4950008392334,2007-09-18
20.065000534057617,2007-09-19
20.020000457763672,2007-09-20
20.079999923706055,2007-09-21
20.020000457763672,2007-09-24
19.8700008392334,2007-09-25
19.950000762939453,2007-09-26
19.774999618530273,2007-09-27
19.329999923706055,2007-09-28
19.65999984741211,2007-10-01
19.59000015258789,2007-10-02
19.545000076293945,2007-10-03
19.719999313354492,2007-10-04
19.854999542236328,2007-10-05
19.719999313354492,2007-10-08
19.700000762939453,2007-10-09
19.75,2007-10-10
19.524999618530273,2007-10-11
19.7450008392334,2007-10-12
19.584999084472656,2007-10-15
19.459999084472656,2007-10-16
19.5,2007-10-17
19.485000610351562,2007-10-18
18.809999465942383,2007-10-19
18.735000610351562,2007-10-22
18.584999084472656,2007-10-23
18.395000457763672,2007-10-24
18.075000762939453,2007-10-25
18.100000381469727,2007-10-26
18.135000228881836,2007-10-29
18.09000015258789,2007-10-30
18.34000015258789,2007-10-31
18.6200008392334,2007-11-01
19.020000457763672,2007-11-02
19.100000381469727,2007-11-05
19.165000915527344,2007-11-06
18.81999969482422,2007-11-07
18.475000381469727,2007-11-08
17.360000610351562,2007-11-09
16.71500015258789,2007-11-12
17.114999771118164,2007-11-13
16.920000076293945,2007-11-14
17.059999465942383,2007-11-15
16.9950008392334,2007-11-16
17.135000228881836,2007-11-19
17.0,2007-11-20
17.045000076293945,2007-11-21
17.34000015258789,2007-11-23
17.709999084472656,2007-11-26
18.139999389648438,2007-11-27
18.53499984741211,2007-11-28
18.875,2007-11-29
19.125,2007-11-30
19.30500030517578,2007-12-03
19.260000228881836,2007-12-04
19.125,2007-12-05
19.0049991607666,2007-12-06
19.06999969482422,2007-12-07
19.235000610351562,2007-12-10
18.8799991607666,2007-12-11
18.959999084472656,2007-12-12
18.954999923706055,2007-12-13
18.655000686645508,2007-12-14
18.799999237060547,2007-12-17
18.684999465942383,2007-12-18
18.670000076293945,2007-12-19
18.545000076293945,2007-12-20
18.440000534057617,2007-12-21
18.405000686645508,2007-12-24
18.520000457763672,2007-12-26
18.350000381469727,2007-12-27
18.309999465942383,2007-12-28
18.295000076293945,2007-12-31
18.174999237060547,2008-01-02
18.065000534057617,2008-01-03
17.4950008392334,2008-01-04
17.4950008392334,2008-01-07
16.9950008392334,2008-01-08
17.21500015258789,2008-01-09
17.65999984741211,2008-01-10
17.790000915527344,2008-01-11
18.079999923706055,2008-01-14
18.25,2008-01-15
18.96500015258789,2008-01-16
18.424999237060547,2008-01-17
17.96500015258789,2008-01-18
17.3799991607666,2008-01-22
17.014999389648438,2008-01-23
17.479999542236328,2008-01-24
17.075000762939453,2008-01-25
17.915000915527344,2008-01-28
18.280000686645508,2008-01-29
17.934999465942383,2008-01-30
18.600000381469727,2008-01-31
18.924999237060547,2008-02-01
18.579999923706055,2008-02-04
18.235000610351562,2008-02-05
17.600000381469727,2008-02-06
17.31999969482422,2008-02-07
17.2450008392334,2008-02-08
17.524999618530273,2008-02-11
17.315000534057617,2008-02-12
17.5,2008-02-13
17.614999771118164,2008-02-14
18.03499984741211,2008-02-15
17.600000381469727,2008-02-19
18.024999618530273,2008-02-20
17.399999618530273,2008-02-21
17.649999618530273,2008-02-22
17.4950008392334,2008-02-25
17.764999389648438,2008-02-26
18.18000030517578,2008-02-27
18.399999618530273,2008-02-28
17.53499984741211,2008-02-29
17.405000686645508,2008-03-03
17.010000228881836,2008-03-04
17.290000915527344,2008-03-05
17.09000015258789,2008-03-06
17.2450008392334,2008-03-07
16.739999771118164,2008-03-10
17.139999389648438,2008-03-11
17.219999313354492,2008-03-12
17.170000076293945,2008-03-13
16.8700008392334,2008-03-14
16.5,2008-03-17
16.834999084472656,2008-03-18
16.6200008392334,2008-03-19
16.479999542236328,2008-03-20
16.670000076293945,2008-03-24
16.954999923706055,2008-03-25
16.825000762939453,2008-03-26
16.864999771118164,2008-03-27
15.994999885559082,2008-03-28
16.239999771118164,2008-03-31
16.604999542236328,2008-04-01
16.6299991607666,2008-04-02
16.735000610351562,2008-04-03
16.71500015258789,2008-04-04
16.864999771118164,2008-04-07
16.8799991607666,2008-04-08
16.610000610351562,2008-04-09
16.520000457763672,2008-04-10
16.415000915527344,2008-04-11
15.975000381469727,2008-04-14
15.859999656677246,2008-04-15
16.395000457763672,2008-04-16
16.43000030517578,2008-04-17
16.450000762939453,2008-04-18
16.5,2008-04-21
16.545000076293945,2008-04-22
16.514999389648438,2008-04-23
16.454999923706055,2008-04-24
15.904999732971191,2008-04-25
15.954999923706055,2008-04-28
16.309999465942383,2008-04-29
16.600000381469727,2008-04-30
17.149999618530273,2008-05-01
17.25,2008-05-02
16.649999618530273,2008-05-05
16.799999237060547,2008-05-06
17.114999771118164,2008-05-07
16.665000915527344,2008-05-08
16.53499984741211,2008-05-09
16.575000762939453,2008-05-12
16.610000610351562,2008-05-13
16.530000686645508,2008-05-14
16.75,2008-05-15
16.665000915527344,2008-05-16
16.614999771118164,2008-05-19
16.53499984741211,2008-05-20
16.440000534057617,2008-05-21
16.674999237060547,2008-05-22
16.7549991607666,2008-05-23
16.905000686645508,2008-05-27
16.709999084472656,2008-05-28
16.81999969482422,2008-05-29
16.889999389648438,2008-05-30
16.899999618530273,2008-06-02
16.71500015258789,2008-06-03
17.075000762939453,2008-06-04
17.15999984741211,2008-06-05
16.81999969482422,2008-06-06
16.6200008392334,2008-06-09
16.190000534057617,2008-06-10
15.890000343322754,2008-06-11
15.699999809265137,2008-06-12
16.21500015258789,2008-06-13
16.104999542236328,2008-06-16
15.904999732971191,2008-06-17
15.729999542236328,2008-06-18
15.515000343322754,2008-06-19
15.399999618530273,2008-06-20
15.1899995803833,2008-06-23
15.119999885559082,2008-06-24
15.475000381469727,2008-06-25
15.28499984741211,2008-06-26
15.225000381469727,2008-06-27
15.180000305175781,2008-06-30
14.899999618530273,2008-07-01
14.59000015258789,2008-07-02
14.710000038146973,2008-07-03
14.555000305175781,2008-07-07
14.515000343322754,2008-07-08
14.505000114440918,2008-07-09
14.479999542236328,2008-07-10
14.020000457763672,2008-07-11
14.015000343322754,2008-07-14
13.895000457763672,2008-07-15
14.255000114440918,2008-07-16
14.289999961853027,2008-07-17
14.229999542236328,2008-07-18
14.135000228881836,2008-07-21
13.979999542236328,2008-07-22
14.135000228881836,2008-07-23
13.770000457763672,2008-07-24
13.694999694824219,2008-07-25
13.295000076293945,2008-07-28
13.555000305175781,2008-07-29
13.470000267028809,2008-07-30
13.699999809265137,2008-07-31
13.604999542236328,2008-08-01
13.6850004196167,2008-08-04
14.175000190734863,2008-08-05
14.460000038146973,2008-08-06
14.460000038146973,2008-08-07
14.930000305175781,2008-08-08
15.395000457763672,2008-08-11
15.600000381469727,2008-08-12
15.5600004196167,2008-08-13
15.989999771118164,2008-08-14
16.170000076293945,2008-08-15
15.59000015258789,2008-08-18
15.385000228881836,2008-08-19
15.75,2008-08-20
15.75,2008-08-21
15.824999809265137,2008-08-22
15.640000343322754,2008-08-25
16.084999084472656,2008-08-26
16.405000686645508,2008-08-27
16.690000534057617,2008-08-28
16.610000610351562,2008-08-29
16.665000915527344,2008-09-02
16.475000381469727,2008-09-03
16.075000762939453,2008-09-04
15.90999984741211,2008-09-05
15.904999732971191,2008-09-08
15.354999542236328,2008-09-09
15.175000190734863,2008-09-10
15.244999885559082,2008-09-11
15.145000457763672,2008-09-12
14.555000305175781,2008-09-15
14.545000076293945,2008-09-16
13.75,2008-09-17
13.989999771118164,2008-09-18
14.244999885559082,2008-09-19
13.96500015258789,2008-09-22
14.029999732971191,2008-09-23
14.399999618530273,2008-09-24
14.524999618530273,2008-09-25
14.505000114440918,2008-09-26
13.220000267028809,2008-09-29
14.045000076293945,2008-09-30
14.0600004196167,2008-10-01
13.510000228881836,2008-10-02
13.305000305175781,2008-10-03
12.725000381469727,2008-10-06
11.444999694824219,2008-10-07
11.045000076293945,2008-10-08
10.595000267028809,2008-10-09
9.125,2008-10-10
10.069999694824219,2008-10-13
9.8149995803833,2008-10-14
8.635000228881836,2008-10-15
8.694999694824219,2008-10-16
8.854999542236328,2008-10-17
9.220000267028809,2008-10-20
8.824999809265137,2008-10-21
8.430000305175781,2008-10-22
7.730000019073486,2008-10-23
6.800000190734863,2008-10-24
5.980000019073486,2008-10-27
6.699999809265137,2008-10-28
7.025000095367432,2008-10-29
7.755000114440918,2008-10-30
8.079999923706055,2008-10-31
8.300000190734863,2008-11-03
8.579999923706055,2008-11-04
7.885000228881836,2008-11-05
7.434999942779541,2008-11-06
7.775000095367432,2008-11-07
7.510000228881836,2008-11-10
7.085000038146973,2008-11-11
6.820000171661377,2008-11-12
7.385000228881836,2008-11-13
6.934999942779541,2008-11-14
6.519999980926514,2008-11-17
6.494999885559082,2008-11-18
6.03000020980835,2008-11-19
5.284999847412109,2008-11-20
5.465000152587891,2008-11-21
6.255000114440918,2008-11-24
6.440000057220459,2008-11-25
6.579999923706055,2008-11-26
7.070000171661377,2008-11-28
5.599999904632568,2008-12-01
5.980000019073486,2008-12-02
6.105000019073486,2008-12-03
5.920000076293945,2008-12-04
5.994999885559082,2008-12-05
6.355000019073486,2008-12-08
6.355000019073486,2008-12-09
6.320000171661377,2008-12-10
6.170000076293945,2008-12-11
6.175000190734863,2008-12-12
5.875,2008-12-15
6.045000076293945,2008-12-16
6.03000020980835,2008-12-17
6.289999961853027,2008-12-18
6.545000076293945,2008-12-19
6.34499979019165,2008-12-22
6.695000171661377,2008-12-23
6.820000171661377,2008-12-24
7.175000190734863,2008-12-26
6.934999942779541,2008-12-29
7.230000019073486,2008-12-30
7.590000152587891,2008-12-31
8.15999984741211,2009-01-02
7.730000019073486,2009-01-05
8.449999809265137,2009-01-06
8.180000305175781,2009-01-07
9.0600004196167,2009-01-08
8.829999923706055,2009-01-09
8.239999771118164,2009-01-12
8.279999732971191,2009-01-13
8.079999923706055,2009-01-14
8.354999542236328,2009-01-15
8.555000305175781,2009-01-16
7.59499979019165,2009-01-20
8.020000457763672,2009-01-21
7.775000095367432,2009-01-22
7.425000190734863,2009-01-23
7.625,2009-01-26
7.429999828338623,2009-01-27
7.835000038146973,2009-01-28
7.505000114440918,2009-01-29
7.159999847412109,2009-01-30
7.15500020980835,2009-02-02
7.244999885559082,2009-02-03
7.09499979019165,2009-02-04
6.974999904632568,2009-02-05
7.315000057220459,2009-02-06
7.349999904632568,2009-02-09
6.860000133514404,2009-02-10
6.800000190734863,2009-02-11
6.849999904632568,2009-02-12
6.960000038146973,2009-02-13
6.244999885559082,2009-02-17
5.869999885559082,2009-02-18
5.699999809265137,2009-02-19
5.550000190734863,2009-02-20
5.380000114440918,2009-02-23
6.199999809265137,2009-02-24
6.045000076293945,2009-02-25
5.965000152587891,2009-02-26
5.945000171661377,2009-02-27
5.815000057220459,2009-03-02
5.675000190734863,2009-03-03
5.869999885559082,2009-03-04
5.449999809265137,2009-03-05
5.164999961853027,2009-03-06
4.559999942779541,2009-03-09
4.945000171661377,2009-03-10
5.065000057220459,2009-03-11
5.375,2009-03-12
5.425000190734863,2009-03-13
5.295000076293945,2009-03-16
5.914999961853027,2009-03-17
6.150000095367432,2009-03-18
6.260000228881836,2009-03-19
6.260000228881836,2009-03-20
6.764999866485596,2009-03-23
6.949999809265137,2009-03-24
7.090000152587891,2009-03-25
7.460000038146973,2009-03-26
7.40500020980835,2009-03-27
7.03000020980835,2009-03-30
7.065000057220459,2009-03-31
7.340000152587891,2009-04-01
7.724999904632568,2009-04-02
8.25,2009-04-03
8.345000267028809,2009-04-06
7.835000038146973,2009-04-07
8.03499984741211,2009-04-08
8.4399995803833,2009-04-09
8.430000305175781,2009-04-13
8.255000114440918,2009-04-14
8.300000190734863,2009-04-15
9.024999618530273,2009-04-16
8.880000114440918,2009-04-17
8.289999961853027,2009-04-20
8.53499984741211,2009-04-21
8.300000190734863,2009-04-22
8.09000015258789,2009-04-23
7.920000076293945,2009-04-24
7.875,2009-04-27
7.71999979019165,2009-04-28
8.0,2009-04-29
8.180000305175781,2009-04-30
8.274999618530273,2009-05-01
8.875,2009-05-04
9.005000114440918,2009-05-05
8.425000190734863,2009-05-06
8.145000457763672,2009-05-07
8.625,2009-05-08
8.380000114440918,2009-05-11
7.889999866485596,2009-05-12
7.380000114440918,2009-05-13
7.289999961853027,2009-05-14
7.170000076293945,2009-05-15
7.829999923706055,2009-05-18
7.78000020980835,2009-05-19
7.675000190734863,2009-05-20
7.295000076293945,2009-05-21
7.224999904632568,2009-05-22
7.295000076293945,2009-05-26
7.070000171661377,2009-05-27
6.945000171661377,2009-05-28
6.840000152587891,2009-05-29
7.110000133514404,2009-06-01
7.099999904632568,2009-06-02
6.800000190734863,2009-06-03
6.835000038146973,2009-06-04
6.699999809265137,2009-06-05
6.675000190734863,2009-06-08
6.934999942779541,2009-06-09
7.054999828338623,2009-06-10
7.295000076293945,2009-06-11
7.454999923706055,2009-06-12
7.349999904632568,2009-06-15
