RSP,Date
26.480886459350586,2004-04-05
26.427291870117188,2004-04-06
26.29052734375,2004-04-07
26.262805938720703,2004-04-08
26.347824096679688,2004-04-12
25.94491958618164,2004-04-13
25.782272338867188,2004-04-14
25.83588218688965,2004-04-15
26.004060745239258,2004-04-16
26.004060745239258,2004-04-19
25.62334442138672,2004-04-20
25.782272338867188,2004-04-21
26.270204544067383,2004-04-22
26.20366859436035,2004-04-23
26.02992820739746,2004-04-26
26.070585250854492,2004-04-27
25.680631637573242,2004-04-28
25.384918212890625,2004-04-29
25.264781951904297,2004-04-30
25.431119918823242,2004-05-03
25.505048751831055,2004-05-04
25.58081817626953,2004-05-05
25.329465866088867,2004-05-06
24.878509521484375,2004-05-07
24.507022857666016,2004-05-10
24.784257888793945,2004-05-11
24.79533576965332,2004-05-12
24.88774871826172,2004-05-13
24.826763153076172,2004-05-14
24.514413833618164,2004-05-17
24.75282859802246,2004-05-18
24.70293617248535,2004-05-19
24.738048553466797,2004-05-20
24.79533576965332,2004-05-21
24.996801376342773,2004-05-24
25.445913314819336,2004-05-25
25.495813369750977,2004-05-26
25.61964225769043,2004-05-27
25.70649528503418,2004-05-28
25.676937103271484,2004-06-01
25.7637939453125,2004-06-02
25.505048751831055,2004-06-03
25.66399383544922,2004-06-04
26.15191078186035,2004-06-07
26.14082145690918,2004-06-08
25.86359405517578,2004-06-09
25.974485397338867,2004-06-10
25.671384811401367,2004-06-14
25.887622833251953,2004-06-15
25.943063735961914,2004-06-16
25.920886993408203,2004-06-17
25.988895416259766,2004-06-18
25.91292381286621,2004-06-21
26.061153411865234,2004-06-22
26.37984848022461,2004-06-23
26.31685447692871,2004-06-24
26.339092254638672,2004-06-25
26.240894317626953,2004-06-28
26.307592391967773,2004-06-29
26.487342834472656,2004-06-30
26.126007080078125,2004-07-01
26.037071228027344,2004-07-02
25.74060821533203,2004-07-06
25.781368255615234,2004-07-07
25.5015811920166,2004-07-08
25.581247329711914,2004-07-09
25.551603317260742,2004-07-12
25.592365264892578,2004-07-13
25.492321014404297,2004-07-14
25.55716323852539,2004-07-15
25.360754013061523,2004-07-16
25.347789764404297,2004-07-19
25.57013702392578,2004-07-20
25.173620223999023,2004-07-21
25.143964767456055,2004-07-22
24.925323486328125,2004-07-23
24.804885864257812,2004-07-26
25.02909278869629,2004-07-27
24.999441146850586,2004-07-28
25.236608505249023,2004-07-29
25.275522232055664,2004-07-30
25.37372398376465,2004-08-02
25.13470458984375,2004-08-03
25.084680557250977,2004-08-04
24.63071060180664,2004-08-05
24.1878662109375,2004-08-06
24.321273803710938,2004-08-09
24.599210739135742,2004-08-10
24.510276794433594,2004-08-11
24.236053466796875,2004-08-12
24.19898223876953,2004-08-13
24.652952194213867,2004-08-16
24.717803955078125,2004-08-17
25.027233123779297,2004-08-18
24.934587478637695,2004-08-19
25.18287467956543,2004-08-20
25.060590744018555,2004-08-23
25.060590744018555,2004-08-24
25.31998634338379,2004-08-25
25.292203903198242,2004-08-26
25.338518142700195,2004-08-27
25.149518966674805,2004-08-30
25.249582290649414,2004-08-31
25.334810256958008,2004-09-01
25.664630889892578,2004-09-02
25.51825523376465,2004-09-03
25.73134422302246,2004-09-07
25.581247329711914,2004-09-08
25.653514862060547,2004-09-09
25.838808059692383,2004-09-10
25.879573822021484,2004-09-13
25.937015533447266,2004-09-14
25.751708984375,2004-09-15
25.899953842163086,2004-09-16
25.992650985717773,2004-09-17
25.9090518951416,2004-09-20
26.07994270324707,2004-09-21
25.7548770904541,2004-09-22
25.68058967590332,2004-09-23
25.67500114440918,2004-09-24
25.50411033630371,2004-09-27
25.647138595581055,2004-09-28
25.7548770904541,2004-09-29
25.89790916442871,2004-09-30
26.32327651977539,2004-10-01
26.45146369934082,2004-10-04
26.406869888305664,2004-10-05
26.577775955200195,2004-10-06
26.328859329223633,2004-10-07
26.09294891357422,2004-10-08
26.074382781982422,2004-10-11
26.011215209960938,2004-10-12
25.799455642700195,2004-10-13
25.609994888305664,2004-10-14
25.70658302307129,2004-10-15
25.795747756958008,2004-10-18
25.5747013092041,2004-10-19
25.60256004333496,2004-10-20
25.806884765625,2004-10-21
25.604413986206055,2004-10-22
25.637849807739258,2004-10-25
26.00751304626465,2004-10-26
26.390159606933594,2004-10-27
26.37343978881836,2004-10-28
26.512760162353516,2004-10-29
26.54804801940918,2004-11-01
26.516483306884766,2004-11-02
26.824825286865234,2004-11-03
27.298513412475586,2004-11-04
27.487977981567383,2004-11-05
27.435958862304688,2004-11-08
27.45452308654785,2004-11-09
27.473112106323242,2004-11-10
27.74431610107422,2004-11-11
27.978361129760742,2004-11-12
28.00621795654297,2004-11-15
27.8446102142334,2004-11-16
28.013652801513672,2004-11-17
28.100976943969727,2004-11-18
27.768455505371094,2004-11-19
27.965356826782227,2004-11-22
27.995094299316406,2004-11-23
28.204980850219727,2004-11-24
28.26814079284668,2004-11-26
28.121387481689453,2004-11-29
28.048954010009766,2004-11-30
28.435314178466797,2004-12-01
28.381452560424805,2004-12-02
28.420455932617188,2004-12-03
28.405582427978516,2004-12-06
28.048954010009766,2004-12-07
28.115821838378906,2004-12-08
28.26443099975586,2004-12-09
28.292295455932617,2004-12-10
28.524473190307617,2004-12-13
28.708375930786133,2004-12-14
28.816118240356445,2004-12-15
28.671234130859375,2004-12-16
28.61217498779297,2004-12-17
28.53765869140625,2004-12-20
28.80962562561035,2004-12-21
28.910228729248047,2004-12-22
28.92510986328125,2004-12-23
28.761207580566406,2004-12-27
28.9996280670166,2004-12-28
29.044342041015625,2004-12-29
29.100223541259766,2004-12-30
29.089061737060547,2004-12-31
28.686691284179688,2005-01-03
28.286182403564453,2005-01-04
28.068241119384766,2005-01-05
28.152074813842773,2005-01-06
28.077564239501953,2005-01-07
28.133447647094727,2005-01-10
27.98814582824707,2005-01-11
28.12786293029785,2005-01-12
27.935983657836914,2005-01-13
28.17815589904785,2005-01-14
28.45199203491211,2005-01-18
28.20236587524414,2005-01-19
27.98442840576172,2005-01-20
27.82236671447754,2005-01-21
27.662168502807617,2005-01-24
27.699413299560547,2005-01-25
27.90245246887207,2005-01-26
27.991872787475586,2005-01-27
27.880117416381836,2005-01-28
28.193044662475586,2005-01-31
28.401687622070312,2005-02-01
28.515310287475586,2005-02-02
28.453845977783203,2005-02-03
28.791006088256836,2005-02-04
28.738828659057617,2005-02-07
28.705312728881836,2005-02-08
28.446395874023438,2005-02-09
28.558168411254883,2005-02-10
28.861791610717773,2005-02-11
28.833843231201172,2005-02-14
28.941879272460938,2005-02-15
28.930700302124023,2005-02-16
28.727664947509766,2005-02-17
28.72581672668457,2005-02-18
28.254518508911133,2005-02-22
28.409114837646484,2005-02-23
28.649438858032227,2005-02-24
28.949338912963867,2005-02-25
28.792865753173828,2005-02-28
28.9921875,2005-03-01
28.95119857788086,2005-03-02
29.00708770751953,2005-03-03
29.303272247314453,2005-03-04
29.3945369720459,2005-03-07
29.2362117767334,2005-03-08
28.92698097229004,2005-03-09
28.910228729248047,2005-03-10
28.820804595947266,2005-03-11
28.98473358154297,2005-03-14
28.791006088256836,2005-03-15
28.500410079956055,2005-03-16
28.58609962463379,2005-03-17
28.517778396606445,2005-03-18
28.474817276000977,2005-03-21
28.2040958404541,2005-03-22
28.20223045349121,2005-03-23
28.22089958190918,2005-03-24
28.245187759399414,2005-03-28
27.937103271484375,2005-03-29
28.355316162109375,2005-03-30
28.400131225585938,2005-03-31
28.30492401123047,2005-04-01
28.30492401123047,2005-04-04
28.416929244995117,2005-04-05
28.458011627197266,2005-04-06
28.65219497680664,2005-04-07
28.431873321533203,2005-04-08
28.416929244995117,2005-04-11
28.56256866455078,2005-04-12
28.159292221069336,2005-04-13
27.744794845581055,2005-04-14
27.184667587280273,2005-04-15
27.315372467041016,2005-04-18
27.586084365844727,2005-04-19
27.212682723999023,2005-04-20
27.731727600097656,2005-04-21
27.464731216430664,2005-04-22
27.75972557067871,2005-04-25
27.49275016784668,2005-04-26
27.550609588623047,2005-04-27
27.207080841064453,2005-04-28
27.49275016784668,2005-04-29
27.645832061767578,2005-05-02
27.65330696105957,2005-05-03
28.030458450317383,2005-05-04
27.97443199157715,2005-05-05
28.024858474731445,2005-05-06
28.20223045349121,2005-05-09
27.894153594970703,2005-05-10
28.00617218017578,2005-05-11
27.72612953186035,2005-05-12
27.576753616333008,2005-05-13
27.881093978881836,2005-05-16
28.09393882751465,2005-05-17
28.476686477661133,2005-05-18
28.592445373535156,2005-05-19
28.633529663085938,2005-05-20
28.74555206298828,2005-05-23
28.69327735900879,2005-05-24
28.596174240112305,2005-05-25
28.801549911499023,2005-05-26
28.863174438476562,2005-05-27
28.728742599487305,2005-05-31
29.019989013671875,2005-06-01
29.102155685424805,2005-06-02
28.958398818969727,2005-06-03
28.967735290527344,2005-06-06
28.999473571777344,2005-06-07
28.92478370666504,2005-06-08
29.09842872619629,2005-06-09
29.06294822692871,2005-06-10
29.169368743896484,2005-06-13
29.285131454467773,2005-06-14
29.361665725708008,2005-06-15
29.511035919189453,2005-06-16
29.630647659301758,2005-06-17
29.570758819580078,2005-06-20
29.559511184692383,2005-06-21
29.585723876953125,2005-06-22
29.263811111450195,2005-06-23
29.016773223876953,2005-06-24
29.020509719848633,2005-06-27
29.342422485351562,2005-06-28
29.308731079101562,2005-06-29
29.170230865478516,2005-06-30
29.26193618774414,2005-07-01
29.565141677856445,2005-07-05
29.359249114990234,2005-07-06
29.44161033630371,2005-07-07
29.81031036376953,2005-07-08
30.01993179321289,2005-07-11
30.076072692871094,2005-07-12
30.09479331970215,2005-07-13
30.16965103149414,2005-07-14
30.19772720336914,2005-07-15
30.171525955200195,2005-07-18
30.364301681518555,2005-07-19
30.54583740234375,2005-07-20
30.281938552856445,2005-07-21
30.542098999023438,2005-07-22
30.375537872314453,2005-07-25
30.48969078063965,2005-07-26
30.62819480895996,2005-07-27
30.826580047607422,2005-07-28
30.660001754760742,2005-07-29
30.66187286376953,2005-08-01
30.81533432006836,2005-08-02
30.84903335571289,2005-08-03
30.600109100341797,2005-08-04
30.31938362121582,2005-08-05
30.199600219726562,2005-08-08
30.379262924194336,2005-08-09
30.366168975830078,2005-08-10
30.502779006958008,2005-08-11
30.405475616455078,2005-08-12
30.60947036743164,2005-08-15
30.128477096557617,2005-08-16
30.179014205932617,2005-08-17
30.064844131469727,2005-08-18
30.16965103149414,2005-08-19
30.190235137939453,2005-08-22
30.128477096557617,2005-08-23
29.963773727416992,2005-08-24
30.077943801879883,2005-08-25
29.916996002197266,2005-08-26
30.132219314575195,2005-08-29
29.890796661376953,2005-08-30
30.39238166809082,2005-08-31
30.31938362121582,2005-09-01
30.242643356323242,2005-09-02
30.598247528076172,2005-09-06
30.68433952331543,2005-09-07
30.52338218688965,2005-09-08
30.852764129638672,2005-09-09
30.871492385864258,2005-09-12
30.663742065429688,2005-09-13
30.58513069152832,2005-09-14
30.500917434692383,2005-09-15
30.72403335571289,2005-09-16
30.481964111328125,2005-09-19
30.20612335205078,2005-09-20
29.81956672668457,2005-09-21
29.939666748046875,2005-09-22
30.04474449157715,2005-09-23
30.08601951599121,2005-09-26
30.106674194335938,2005-09-27
30.162965774536133,2005-09-28
30.399415969848633,2005-09-29
30.543895721435547,2005-09-30
30.568269729614258,2005-10-03
30.21550750732422,2005-10-04
29.686336517333984,2005-10-05
29.5286922454834,2005-10-06
29.639406204223633,2005-10-07
29.288497924804688,2005-10-10
29.14025115966797,2005-10-11
28.841903686523438,2005-10-12
28.858795166015625,2005-10-13
29.185302734375,2005-10-14
29.284751892089844,2005-10-17
28.971384048461914,2005-10-18
29.384220123291016,2005-10-19
28.971384048461914,2005-10-20
29.106491088867188,2005-10-21
29.592512130737305,2005-10-24
29.481792449951172,2005-10-25
29.367324829101562,2005-10-26
28.977006912231445,2005-10-27
29.432998657226562,2005-10-28
29.72574806213379,2005-10-31
29.693832397460938,2005-11-01
30.08601951599121,2005-11-02
30.162965774536133,2005-11-03
30.181724548339844,2005-11-04
30.256793975830078,2005-11-07
30.149810791015625,2005-11-08
30.19110870361328,2005-11-09
30.45570945739746,2005-11-10
30.530750274658203,2005-11-11
30.513866424560547,2005-11-14
30.371253967285156,2005-11-15
30.44819450378418,2005-11-16
30.82912254333496,2005-11-17
30.90607261657715,2005-11-18
31.091840744018555,2005-11-21
31.2363224029541,2005-11-22
31.358301162719727,2005-11-23
31.384559631347656,2005-11-25
31.12372589111328,2005-11-28
31.217557907104492,2005-11-29
31.078699111938477,2005-11-30
31.54595184326172,2005-12-01
31.58159637451172,2005-12-02
31.459630966186523,2005-12-05
31.500911712646484,2005-12-06
31.337650299072266,2005-12-07
31.36391258239746,2005-12-08
31.49903106689453,2005-12-09
31.55344581604004,2005-12-12
31.711091995239258,2005-12-13
31.84242820739746,2005-12-14
31.746721267700195,2005-12-15
31.713029861450195,2005-12-16
31.413644790649414,2005-12-19
31.434343338012695,2005-12-20
31.56804084777832,2005-12-21
31.728076934814453,2005-12-22
31.76386070251465,2005-12-23
31.460708618164062,2005-12-27
31.573678970336914,2005-12-28
31.44564437866211,2005-12-29
31.244173049926758,2005-12-30
31.780813217163086,2006-01-03
31.963464736938477,2006-01-04
31.963464736938477,2006-01-05
32.27791213989258,2006-01-06
32.49822235107422,2006-01-09
32.505775451660156,2006-01-10
32.57542037963867,2006-01-11
32.37959671020508,2006-01-12
32.40971755981445,2006-01-13
32.25155258178711,2006-01-17
32.221439361572266,2006-01-18
32.477516174316406,2006-01-19
31.963464736938477,2006-01-20
32.0482063293457,2006-01-23
32.24590301513672,2006-01-24
32.25532150268555,2006-01-25
32.48692321777344,2006-01-26
32.680877685546875,2006-01-27
32.69969940185547,2006-01-30
32.50199508666992,2006-01-31
32.64699172973633,2006-02-01
32.362648010253906,2006-02-02
32.11975860595703,2006-02-03
32.2967643737793,2006-02-06
32.02371597290039,2006-02-07
32.21955871582031,2006-02-08
32.17436218261719,2006-02-09
32.18754577636719,2006-02-10
32.08584213256836,2006-02-13
32.37959671020508,2006-02-14
32.56035614013672,2006-02-15
32.79197311401367,2006-02-16
32.76373291015625,2006-02-17
32.67146301269531,2006-02-21
32.882347106933594,2006-02-22
32.8503532409668,2006-02-23
32.88423538208008,2006-02-24
33.010406494140625,2006-02-27
32.6112060546875,2006-02-28
32.92566680908203,2006-03-01
32.914363861083984,2006-03-02
32.831512451171875,2006-03-03
32.517059326171875,2006-03-06
32.3946647644043,2006-03-07
32.404090881347656,2006-03-08
32.33064651489258,2006-03-09
32.594261169433594,2006-03-10
32.669586181640625,2006-03-13
33.027347564697266,2006-03-14
33.24766159057617,2006-03-15
33.364402770996094,2006-03-16
33.42724609375,2006-03-17
33.315895080566406,2006-03-20
33.051639556884766,2006-03-21
33.27059555053711,2006-03-22
33.28379440307617,2006-03-23
33.32154846191406,2006-03-24
33.30266571044922,2006-03-27
33.142234802246094,2006-03-28
33.43667984008789,2006-03-29
33.30833435058594,2006-03-30
33.29513168334961,2006-03-31
33.26493453979492,2006-04-03
33.44612503051758,2006-04-04
33.58391571044922,2006-04-05
33.5952262878418,2006-04-06
33.289451599121094,2006-04-07
33.27059555053711,2006-04-10
32.8798828125,2006-04-11
32.96483612060547,2006-04-12
33.03276062011719,2006-04-13
32.934627532958984,2006-04-17
33.55370330810547,2006-04-18
33.70849609375,2006-04-19
33.699039459228516,2006-04-20
33.61600875854492,2006-04-21
33.591461181640625,2006-04-24
33.45744705200195,2006-04-25
33.544281005859375,2006-04-26
33.551822662353516,2006-04-27
33.582008361816406,2006-04-28
33.40838623046875,2006-05-01
33.604671478271484,2006-05-02
33.529178619384766,2006-05-03
33.68770980834961,2006-05-04
34.03501892089844,2006-05-05
34.080318450927734,2006-05-08
34.06521224975586,2006-05-09
34.04256820678711,2006-05-10
33.5367317199707,2006-05-11
33.144142150878906,2006-05-12
33.151676177978516,2006-05-15
32.993125915527344,2006-05-16
32.4721794128418,2006-05-17
32.26833724975586,2006-05-18
32.479732513427734,2006-05-19
32.275875091552734,2006-05-22
32.08713912963867,2006-05-23
32.177738189697266,2006-05-24
32.52504348754883,2006-05-25
32.743988037109375,2006-05-26
32.177738189697266,2006-05-30
32.585445404052734,2006-05-31
32.96292495727539,2006-06-01
33.00067901611328,2006-06-02
32.45708465576172,2006-06-05
32.26077651977539,2006-06-06
32.07202911376953,2006-06-07
32.03428268432617,2006-06-08
32.0267333984375,2006-06-09
31.513347625732422,2006-06-12
31.150949478149414,2006-06-13
31.30195426940918,2006-06-14
32.10225296020508,2006-06-15
31.804641723632812,2006-06-16
31.577465057373047,2006-06-19
31.56989860534668,2006-06-20
31.956098556518555,2006-06-21
31.759214401245117,2006-06-22
31.84249496459961,2006-06-23
31.956098556518555,2006-06-26
31.64560890197754,2006-06-27
31.72890281677246,2006-06-28
32.524024963378906,2006-06-29
32.49372482299805,2006-06-30
32.713340759277344,2006-07-03
32.387718200683594,2006-07-05
32.39530944824219,2006-07-06
32.205989837646484,2006-07-07
32.13785171508789,2006-07-10
32.30442810058594,2006-07-11
32.016666412353516,2006-07-12
31.486587524414062,2006-07-13
31.21396827697754,2006-07-14
31.191259384155273,2006-07-17
31.183696746826172,2006-07-18
31.72890281677246,2006-07-19
31.403301239013672,2006-07-20
31.062536239624023,2006-07-21
31.62289047241211,2006-07-24
31.78192901611328,2006-07-25
31.88035774230957,2006-07-26
31.69104766845703,2006-07-27
32.016666412353516,2006-07-28
32.06209945678711,2006-07-31
31.85763168334961,2006-08-01
32.03940200805664,2006-08-02
32.19842529296875,2006-08-03
32.130252838134766,2006-08-04
32.03181076049805,2006-08-07
31.887941360473633,2006-08-08
31.66075897216797,2006-08-09
31.8727970123291,2006-08-10
31.706222534179688,2006-08-11
31.78192901611328,2006-08-14
32.281707763671875,2006-08-15
32.65275955200195,2006-08-16
32.78150177001953,2006-08-17
32.811798095703125,2006-08-18
32.66032028198242,2006-08-21
32.69062042236328,2006-08-22
32.486167907714844,2006-08-23
32.42559051513672,2006-08-24
32.46344757080078,2006-08-25
32.68306350708008,2006-08-28
32.834495544433594,2006-08-29
32.88751220703125,2006-08-30
32.940528869628906,2006-08-31
33.076812744140625,2006-09-01
33.12982940673828,2006-09-05
32.74363708496094,2006-09-06
32.59218978881836,2006-09-07
32.80421829223633,2006-09-08
32.84965896606445,2006-09-11
33.29642868041992,2006-09-12
33.455448150634766,2006-09-13
33.37972640991211,2006-09-14
33.50959014892578,2006-09-15
33.4943733215332,2006-09-18
33.43363952636719,2006-09-19
33.6007080078125,2006-09-20
33.35770034790039,2006-09-21
33.28176498413086,2006-09-22
33.6007080078125,2006-09-25
33.82090759277344,2006-09-26
33.8284912109375,2006-09-27
33.8588752746582,2006-09-28
33.72978973388672,2006-09-29
33.68422317504883,2006-10-02
33.6007080078125,2006-10-03
34.05628967285156,2006-10-04
34.23854064941406,2006-10-05
34.13222885131836,2006-10-06
34.19297790527344,2006-10-09
34.276512145996094,2006-10-10
34.23854064941406,2006-10-11
34.58023452758789,2006-10-12
34.65618133544922,2006-10-13
34.7852668762207,2006-10-16
34.671356201171875,2006-10-17
34.65618133544922,2006-10-18
34.70172882080078,2006-10-19
34.557464599609375,2006-10-20
34.808048248291016,2006-10-23
34.899173736572266,2006-10-24
34.975101470947266,2006-10-25
35.126953125,2006-10-26
34.906761169433594,2006-10-27
35.00547790527344,2006-10-30
34.99787902832031,2006-10-31
34.70172882080078,2006-11-01
34.70172882080078,2006-11-02
34.6106071472168,2006-11-03
34.959903717041016,2006-11-06
35.066219329833984,2006-11-07
35.18772506713867,2006-11-08
35.035850524902344,2006-11-09
35.15734100341797,2006-11-10
35.278839111328125,2006-11-13
35.506629943847656,2006-11-14
35.71165466308594,2006-11-15
35.77239227294922,2006-11-16
35.757205963134766,2006-11-17
35.7192497253418,2006-11-20
35.91667175292969,2006-11-21
35.992618560791016,2006-11-22
35.92427062988281,2006-11-24
35.33958053588867,2006-11-27
35.407928466796875,2006-11-28
35.764801025390625,2006-11-29
35.871124267578125,2006-11-30
35.72683334350586,2006-12-01
36.12928771972656,2006-12-04
36.24317932128906,2006-12-05
36.29634475708008,2006-12-06
36.114105224609375,2006-12-07
36.16725540161133,2006-12-08
36.18244171142578,2006-12-11
36.12928771972656,2006-12-12
36.190032958984375,2006-12-13
36.4557991027832,2006-12-14
36.4245719909668,2006-12-15
36.21879959106445,2006-12-18
36.26451873779297,2006-12-19
36.28738784790039,2006-12-20
36.09689712524414,2006-12-21
35.921634674072266,2006-12-22
36.08927536010742,2006-12-26
36.31787109375,2006-12-27
36.21120071411133,2006-12-28
36.07403564453125,2006-12-29
36.05879211425781,2007-01-03
36.11212158203125,2007-01-04
35.86829376220703,2007-01-05
35.9444694519043,2007-01-08
35.990211486816406,2007-01-09
36.09689712524414,2007-01-10
36.340736389160156,2007-01-11
36.508384704589844,2007-01-12
