CMG,Date
62.7400016784668,2007-04-02
63.95000076293945,2007-04-03
64.75,2007-04-04
64.91000366210938,2007-04-05
65.0,2007-04-09
64.66999816894531,2007-04-10
63.779998779296875,2007-04-11
64.16000366210938,2007-04-12
64.06999969482422,2007-04-13
65.19999694824219,2007-04-16
66.54000091552734,2007-04-17
66.25,2007-04-18
65.37000274658203,2007-04-19
65.58999633789062,2007-04-20
65.51000213623047,2007-04-23
65.0,2007-04-24
65.68000030517578,2007-04-25
66.94000244140625,2007-04-26
66.0199966430664,2007-04-27
65.2300033569336,2007-04-30
66.26000213623047,2007-05-01
78.08999633789062,2007-05-02
79.01000213623047,2007-05-03
78.37000274658203,2007-05-04
76.4000015258789,2007-05-07
77.62000274658203,2007-05-08
77.69000244140625,2007-05-09
80.55000305175781,2007-05-10
81.73999786376953,2007-05-11
82.69999694824219,2007-05-14
81.0999984741211,2007-05-15
82.44000244140625,2007-05-16
81.26000213623047,2007-05-17
82.0,2007-05-18
81.80000305175781,2007-05-21
82.04000091552734,2007-05-22
80.69999694824219,2007-05-23
82.44000244140625,2007-05-24
86.55000305175781,2007-05-25
85.6500015258789,2007-05-29
86.05999755859375,2007-05-30
86.62000274658203,2007-05-31
87.80999755859375,2007-06-01
87.5199966430664,2007-06-04
86.26000213623047,2007-06-05
84.56999969482422,2007-06-06
82.8499984741211,2007-06-07
84.76000213623047,2007-06-08
84.48999786376953,2007-06-11
82.62000274658203,2007-06-12
83.3499984741211,2007-06-13
83.91000366210938,2007-06-14
85.05000305175781,2007-06-15
85.66999816894531,2007-06-18
85.93000030517578,2007-06-19
84.44999694824219,2007-06-20
83.44999694824219,2007-06-21
79.58000183105469,2007-06-22
80.72000122070312,2007-06-25
80.87999725341797,2007-06-26
82.30000305175781,2007-06-27
82.5199966430664,2007-06-28
85.27999877929688,2007-06-29
86.0,2007-07-02
84.19999694824219,2007-07-03
82.58000183105469,2007-07-05
85.44999694824219,2007-07-06
85.76000213623047,2007-07-09
85.2699966430664,2007-07-10
85.20999908447266,2007-07-11
89.81999969482422,2007-07-12
90.5199966430664,2007-07-13
88.80000305175781,2007-07-16
86.04000091552734,2007-07-17
86.77999877929688,2007-07-18
87.44000244140625,2007-07-19
85.7300033569336,2007-07-20
86.80999755859375,2007-07-23
82.20999908447266,2007-07-24
79.58999633789062,2007-07-25
78.54000091552734,2007-07-26
81.5,2007-07-27
87.56999969482422,2007-07-30
88.33999633789062,2007-07-31
99.19000244140625,2007-08-01
99.91000366210938,2007-08-02
97.9000015258789,2007-08-03
99.4000015258789,2007-08-06
108.5,2007-08-07
107.55999755859375,2007-08-08
104.05000305175781,2007-08-09
101.69999694824219,2007-08-10
102.01000213623047,2007-08-13
96.08000183105469,2007-08-14
95.36000061035156,2007-08-15
96.0,2007-08-16
99.94999694824219,2007-08-17
101.16000366210938,2007-08-20
99.6500015258789,2007-08-21
102.0,2007-08-22
101.37000274658203,2007-08-23
102.91000366210938,2007-08-24
99.55000305175781,2007-08-27
97.12999725341797,2007-08-28
100.66999816894531,2007-08-29
100.05000305175781,2007-08-30
103.98999786376953,2007-08-31
107.75,2007-09-04
105.75,2007-09-05
105.26000213623047,2007-09-06
101.69000244140625,2007-09-07
100.54000091552734,2007-09-10
103.62999725341797,2007-09-11
103.51000213623047,2007-09-12
105.58000183105469,2007-09-13
105.73999786376953,2007-09-14
108.62999725341797,2007-09-17
111.80000305175781,2007-09-18
112.87999725341797,2007-09-19
110.83999633789062,2007-09-20
113.9000015258789,2007-09-21
114.48999786376953,2007-09-24
114.6500015258789,2007-09-25
117.08999633789062,2007-09-26
119.26000213623047,2007-09-27
118.12999725341797,2007-09-28
122.51000213623047,2007-10-01
124.2699966430664,2007-10-02
125.81999969482422,2007-10-03
123.76000213623047,2007-10-04
127.54000091552734,2007-10-05
129.8000030517578,2007-10-08
129.52000427246094,2007-10-09
131.8000030517578,2007-10-10
129.0,2007-10-11
122.68000030517578,2007-10-12
121.86000061035156,2007-10-15
122.98999786376953,2007-10-16
123.12000274658203,2007-10-17
126.0999984741211,2007-10-18
123.4000015258789,2007-10-19
124.94000244140625,2007-10-22
127.12999725341797,2007-10-23
123.55000305175781,2007-10-24
128.57000732421875,2007-10-25
133.9499969482422,2007-10-26
134.41000366210938,2007-10-29
133.5,2007-10-30
139.0,2007-10-31
135.69000244140625,2007-11-01
131.67999267578125,2007-11-02
130.9199981689453,2007-11-05
131.8800048828125,2007-11-06
131.1999969482422,2007-11-07
127.43000030517578,2007-11-08
121.5999984741211,2007-11-09
117.12000274658203,2007-11-12
126.44999694824219,2007-11-13
130.0,2007-11-14
129.25,2007-11-15
124.87000274658203,2007-11-16
121.23999786376953,2007-11-19
124.77999877929688,2007-11-20
123.33999633789062,2007-11-21
125.16999816894531,2007-11-23
125.98999786376953,2007-11-26
127.19000244140625,2007-11-27
134.61000061035156,2007-11-28
134.33999633789062,2007-11-29
133.14999389648438,2007-11-30
132.92999267578125,2007-12-03
137.50999450683594,2007-12-04
138.7899932861328,2007-12-05
149.14999389648438,2007-12-06
146.0399932861328,2007-12-07
150.0500030517578,2007-12-10
144.85000610351562,2007-12-11
145.1699981689453,2007-12-12
144.39999389648438,2007-12-13
141.38999938964844,2007-12-14
135.42999267578125,2007-12-17
145.4600067138672,2007-12-18
140.4499969482422,2007-12-19
143.58999633789062,2007-12-20
146.60000610351562,2007-12-21
148.4499969482422,2007-12-24
152.36000061035156,2007-12-26
150.6300048828125,2007-12-27
151.8800048828125,2007-12-28
147.07000732421875,2007-12-31
146.6699981689453,2008-01-02
141.6999969482422,2008-01-03
127.01000213623047,2008-01-04
123.9800033569336,2008-01-07
117.87000274658203,2008-01-08
118.58000183105469,2008-01-09
123.0999984741211,2008-01-10
116.69999694824219,2008-01-11
116.7699966430664,2008-01-14
115.93000030517578,2008-01-15
118.80000305175781,2008-01-16
120.33000183105469,2008-01-17
121.95999908447266,2008-01-18
123.55999755859375,2008-01-22
127.0,2008-01-23
132.91000366210938,2008-01-24
128.7899932861328,2008-01-25
125.37000274658203,2008-01-28
119.27999877929688,2008-01-29
115.06999969482422,2008-01-30
120.37999725341797,2008-01-31
123.05000305175781,2008-02-01
116.94000244140625,2008-02-04
114.87999725341797,2008-02-05
108.5999984741211,2008-02-06
107.7300033569336,2008-02-07
108.30000305175781,2008-02-08
110.05000305175781,2008-02-11
106.05000305175781,2008-02-12
109.69999694824219,2008-02-13
108.6500015258789,2008-02-14
105.25,2008-02-15
102.75,2008-02-19
102.6500015258789,2008-02-20
101.08000183105469,2008-02-21
99.72000122070312,2008-02-22
102.97000122070312,2008-02-25
104.27999877929688,2008-02-26
103.23999786376953,2008-02-27
102.04000091552734,2008-02-28
99.30000305175781,2008-02-29
97.62999725341797,2008-03-03
96.5199966430664,2008-03-04
101.81999969482422,2008-03-05
95.5999984741211,2008-03-06
96.43000030517578,2008-03-07
90.56999969482422,2008-03-10
96.37999725341797,2008-03-11
99.08000183105469,2008-03-12
101.01000213623047,2008-03-13
99.61000061035156,2008-03-14
98.23999786376953,2008-03-17
101.54000091552734,2008-03-18
100.1500015258789,2008-03-19
109.70999908447266,2008-03-20
114.80000305175781,2008-03-24
113.56999969482422,2008-03-25
115.0,2008-03-26
112.72000122070312,2008-03-27
109.5999984741211,2008-03-28
113.43000030517578,2008-03-31
119.7300033569336,2008-04-01
118.81999969482422,2008-04-02
119.05000305175781,2008-04-03
116.66000366210938,2008-04-04
114.80000305175781,2008-04-07
114.5199966430664,2008-04-08
111.33000183105469,2008-04-09
113.58999633789062,2008-04-10
110.54000091552734,2008-04-11
107.7300033569336,2008-04-14
108.58999633789062,2008-04-15
112.87000274658203,2008-04-16
111.4800033569336,2008-04-17
114.94999694824219,2008-04-18
118.27999877929688,2008-04-21
113.1500015258789,2008-04-22
109.9000015258789,2008-04-23
100.0,2008-04-24
102.8499984741211,2008-04-25
100.8499984741211,2008-04-28
98.9800033569336,2008-04-29
98.12999725341797,2008-04-30
100.5,2008-05-01
97.8499984741211,2008-05-02
99.08999633789062,2008-05-05
98.37999725341797,2008-05-06
95.55999755859375,2008-05-07
93.88999938964844,2008-05-08
94.93000030517578,2008-05-09
97.55000305175781,2008-05-12
100.69999694824219,2008-05-13
100.66999816894531,2008-05-14
98.69000244140625,2008-05-15
95.41999816894531,2008-05-16
90.56999969482422,2008-05-19
89.4000015258789,2008-05-20
87.36000061035156,2008-05-21
86.0999984741211,2008-05-22
85.06999969482422,2008-05-23
86.7300033569336,2008-05-27
90.48999786376953,2008-05-28
90.47000122070312,2008-05-29
92.30000305175781,2008-05-30
90.61000061035156,2008-06-02
90.5999984741211,2008-06-03
92.38999938964844,2008-06-04
94.94999694824219,2008-06-05
92.26000213623047,2008-06-06
90.95999908447266,2008-06-09
92.16999816894531,2008-06-10
87.43000030517578,2008-06-11
86.77999877929688,2008-06-12
87.37999725341797,2008-06-13
87.22000122070312,2008-06-16
90.1500015258789,2008-06-17
90.5999984741211,2008-06-18
93.20999908447266,2008-06-19
89.80999755859375,2008-06-20
88.62999725341797,2008-06-23
88.97000122070312,2008-06-24
92.9000015258789,2008-06-25
90.87000274658203,2008-06-26
89.5199966430664,2008-06-27
82.62000274658203,2008-06-30
81.6500015258789,2008-07-01
80.05000305175781,2008-07-02
80.7699966430664,2008-07-03
78.51000213623047,2008-07-07
83.83999633789062,2008-07-08
79.13999938964844,2008-07-09
71.5199966430664,2008-07-10
72.61000061035156,2008-07-11
70.0,2008-07-14
72.33999633789062,2008-07-15
77.06999969482422,2008-07-16
80.83000183105469,2008-07-17
79.91000366210938,2008-07-18
76.38999938964844,2008-07-21
81.66000366210938,2008-07-22
83.80000305175781,2008-07-23
67.30000305175781,2008-07-24
66.30999755859375,2008-07-25
65.48999786376953,2008-07-28
69.69000244140625,2008-07-29
68.94999694824219,2008-07-30
68.5,2008-07-31
67.16999816894531,2008-08-01
67.5999984741211,2008-08-04
72.61000061035156,2008-08-05
74.37000274658203,2008-08-06
71.13999938964844,2008-08-07
73.58000183105469,2008-08-08
76.69999694824219,2008-08-11
75.76000213623047,2008-08-12
72.19000244140625,2008-08-13
75.83999633789062,2008-08-14
76.12000274658203,2008-08-15
73.95999908447266,2008-08-18
72.0199966430664,2008-08-19
70.05999755859375,2008-08-20
70.52999877929688,2008-08-21
72.0,2008-08-22
70.12999725341797,2008-08-25
70.37000274658203,2008-08-26
69.23999786376953,2008-08-27
70.23999786376953,2008-08-28
69.31999969482422,2008-08-29
73.5999984741211,2008-09-02
71.66000366210938,2008-09-03
68.69999694824219,2008-09-04
69.97000122070312,2008-09-05
70.0999984741211,2008-09-08
67.27999877929688,2008-09-09
67.87999725341797,2008-09-10
71.1500015258789,2008-09-11
56.70000076293945,2008-09-12
56.11000061035156,2008-09-15
57.189998626708984,2008-09-16
58.0,2008-09-17
60.20000076293945,2008-09-18
60.310001373291016,2008-09-19
57.900001525878906,2008-09-22
56.95000076293945,2008-09-23
56.83000183105469,2008-09-24
57.40999984741211,2008-09-25
58.81999969482422,2008-09-26
56.5,2008-09-29
55.4900016784668,2008-09-30
57.5099983215332,2008-10-01
54.54999923706055,2008-10-02
50.54999923706055,2008-10-03
48.95000076293945,2008-10-06
48.0,2008-10-07
51.279998779296875,2008-10-08
49.400001525878906,2008-10-09
48.349998474121094,2008-10-10
51.0,2008-10-13
45.5,2008-10-14
40.77000045776367,2008-10-15
44.689998626708984,2008-10-16
44.25,2008-10-17
45.849998474121094,2008-10-20
43.34000015258789,2008-10-21
41.08000183105469,2008-10-22
44.290000915527344,2008-10-23
44.77000045776367,2008-10-24
47.459999084472656,2008-10-27
51.5,2008-10-28
54.68000030517578,2008-10-29
50.84000015258789,2008-10-30
50.75,2008-10-31
49.02000045776367,2008-11-03
50.61000061035156,2008-11-04
48.59000015258789,2008-11-05
48.650001525878906,2008-11-06
48.56999969482422,2008-11-07
45.43000030517578,2008-11-10
44.68000030517578,2008-11-11
42.20000076293945,2008-11-12
44.84000015258789,2008-11-13
44.31999969482422,2008-11-14
44.13999938964844,2008-11-17
43.88999938964844,2008-11-18
40.70000076293945,2008-11-19
38.689998626708984,2008-11-20
39.29999923706055,2008-11-21
42.61000061035156,2008-11-24
44.79999923706055,2008-11-25
48.08000183105469,2008-11-26
49.58000183105469,2008-11-28
45.630001068115234,2008-12-01
45.91999816894531,2008-12-02
49.119998931884766,2008-12-03
50.7599983215332,2008-12-04
53.099998474121094,2008-12-05
56.88999938964844,2008-12-08
53.400001525878906,2008-12-09
58.90999984741211,2008-12-10
55.04999923706055,2008-12-11
57.470001220703125,2008-12-12
56.59000015258789,2008-12-15
60.93000030517578,2008-12-16
64.62999725341797,2008-12-17
64.08000183105469,2008-12-18
63.7599983215332,2008-12-19
63.310001373291016,2008-12-22
59.189998626708984,2008-12-23
58.7400016784668,2008-12-24
58.279998779296875,2008-12-26
57.34000015258789,2008-12-29
60.59000015258789,2008-12-30
61.97999954223633,2008-12-31
64.13999938964844,2009-01-02
62.54999923706055,2009-01-05
60.380001068115234,2009-01-06
58.5099983215332,2009-01-07
57.2599983215332,2009-01-08
53.40999984741211,2009-01-09
54.279998779296875,2009-01-12
52.2599983215332,2009-01-13
49.970001220703125,2009-01-14
51.47999954223633,2009-01-15
53.04999923706055,2009-01-16
49.599998474121094,2009-01-20
50.29999923706055,2009-01-21
49.119998931884766,2009-01-22
48.95000076293945,2009-01-23
48.59000015258789,2009-01-26
48.09000015258789,2009-01-27
50.380001068115234,2009-01-28
48.959999084472656,2009-01-29
47.7599983215332,2009-01-30
48.099998474121094,2009-02-02
49.11000061035156,2009-02-03
49.16999816894531,2009-02-04
51.529998779296875,2009-02-05
51.310001373291016,2009-02-06
50.380001068115234,2009-02-09
48.11000061035156,2009-02-10
47.41999816894531,2009-02-11
53.25,2009-02-12
55.04999923706055,2009-02-13
53.36000061035156,2009-02-17
54.45000076293945,2009-02-18
53.7400016784668,2009-02-19
55.5,2009-02-20
54.66999816894531,2009-02-23
56.22999954223633,2009-02-24
55.459999084472656,2009-02-25
54.130001068115234,2009-02-26
54.630001068115234,2009-02-27
52.599998474121094,2009-03-02
50.70000076293945,2009-03-03
50.75,2009-03-04
49.9900016784668,2009-03-05
49.189998626708984,2009-03-06
49.06999969482422,2009-03-09
52.25,2009-03-10
52.849998474121094,2009-03-11
55.150001525878906,2009-03-12
56.5,2009-03-13
56.130001068115234,2009-03-16
59.20000076293945,2009-03-17
63.720001220703125,2009-03-18
62.34000015258789,2009-03-19
61.11000061035156,2009-03-20
63.83000183105469,2009-03-23
64.5,2009-03-24
65.45999908447266,2009-03-25
70.75,2009-03-26
68.5,2009-03-27
64.7300033569336,2009-03-30
66.37999725341797,2009-03-31
67.5,2009-04-01
69.80999755859375,2009-04-02
71.08000183105469,2009-04-03
69.3499984741211,2009-04-06
67.16999816894531,2009-04-07
69.72000122070312,2009-04-08
71.5,2009-04-09
73.5999984741211,2009-04-13
73.05000305175781,2009-04-14
74.54000091552734,2009-04-15
79.01000213623047,2009-04-16
79.25,2009-04-17
77.7699966430664,2009-04-20
80.98999786376953,2009-04-21
85.5,2009-04-22
85.30999755859375,2009-04-23
81.97000122070312,2009-04-24
83.47000122070312,2009-04-27
84.16999816894531,2009-04-28
81.44000244140625,2009-04-29
81.08999633789062,2009-04-30
80.16000366210938,2009-05-01
82.81999969482422,2009-05-04
84.2699966430664,2009-05-05
80.66000366210938,2009-05-06
76.87999725341797,2009-05-07
77.3499984741211,2009-05-08
76.55000305175781,2009-05-11
74.88999938964844,2009-05-12
72.5199966430664,2009-05-13
75.37000274658203,2009-05-14
74.86000061035156,2009-05-15
77.31999969482422,2009-05-18
78.0999984741211,2009-05-19
75.16999816894531,2009-05-20
75.3499984741211,2009-05-21
74.54000091552734,2009-05-22
79.16000366210938,2009-05-26
80.79000091552734,2009-05-27
80.06999969482422,2009-05-28
79.19000244140625,2009-05-29
84.55999755859375,2009-06-01
86.61000061035156,2009-06-02
87.0199966430664,2009-06-03
88.9000015258789,2009-06-04
85.43000030517578,2009-06-05
83.05999755859375,2009-06-08
84.62000274658203,2009-06-09
82.98999786376953,2009-06-10
80.88999938964844,2009-06-11
81.83999633789062,2009-06-12
80.95999908447266,2009-06-15
78.5999984741211,2009-06-16
79.16000366210938,2009-06-17
81.7699966430664,2009-06-18
83.93000030517578,2009-06-19
81.0199966430664,2009-06-22
78.70999908447266,2009-06-23
79.04000091552734,2009-06-24
80.66000366210938,2009-06-25
80.5,2009-06-26
79.33999633789062,2009-06-29
80.0,2009-06-30
82.70999908447266,2009-07-01
79.41999816894531,2009-07-02
79.27999877929688,2009-07-06
76.8499984741211,2009-07-07
78.37000274658203,2009-07-08
79.62999725341797,2009-07-09
79.58999633789062,2009-07-10
80.69999694824219,2009-07-13
82.19999694824219,2009-07-14
81.9000015258789,2009-07-15
85.22000122070312,2009-07-16
85.05000305175781,2009-07-17
88.30000305175781,2009-07-20
88.69999694824219,2009-07-21
88.77999877929688,2009-07-22
91.70999908447266,2009-07-23
91.08999633789062,2009-07-24
92.0,2009-07-27
95.62000274658203,2009-07-28
94.29000091552734,2009-07-29
94.0199966430664,2009-07-30
93.83000183105469,2009-07-31
95.0,2009-08-03
96.87999725341797,2009-08-04
96.5999984741211,2009-08-05
93.26000213623047,2009-08-06
93.69999694824219,2009-08-07
93.62999725341797,2009-08-10
92.37000274658203,2009-08-11
91.11000061035156,2009-08-12
90.73999786376953,2009-08-13
87.94999694824219,2009-08-14
86.55999755859375,2009-08-17
86.26000213623047,2009-08-18
86.26000213623047,2009-08-19
88.44999694824219,2009-08-20
88.66999816894531,2009-08-21
87.05000305175781,2009-08-24
86.05000305175781,2009-08-25
85.0999984741211,2009-08-26
85.05999755859375,2009-08-27
85.05999755859375,2009-08-28
83.87999725341797,2009-08-31
81.22000122070312,2009-09-01
81.5999984741211,2009-09-02
84.5,2009-09-03
85.81999969482422,2009-09-04
87.41999816894531,2009-09-08
88.18000030517578,2009-09-09
88.8499984741211,2009-09-10
87.58999633789062,2009-09-11
87.9800033569336,2009-09-14
89.43000030517578,2009-09-15
89.7699966430664,2009-09-16
91.01000213623047,2009-09-17
93.66999816894531,2009-09-18
92.77999877929688,2009-09-21
92.91999816894531,2009-09-22
92.13999938964844,2009-09-23
92.80000305175781,2009-09-24
91.69000244140625,2009-09-25
92.6500015258789,2009-09-28
96.37000274658203,2009-09-29
97.05000305175781,2009-09-30
93.25,2009-10-01
91.97000122070312,2009-10-02
92.45999908447266,2009-10-05
91.73999786376953,2009-10-06
91.4000015258789,2009-10-07
91.70999908447266,2009-10-08
91.77999877929688,2009-10-09
90.73999786376953,2009-10-12
91.72000122070312,2009-10-13
92.25,2009-10-14
91.02999877929688,2009-10-15
90.52999877929688,2009-10-16
91.44999694824219,2009-10-19
89.13999938964844,2009-10-20
85.4800033569336,2009-10-21
89.5199966430664,2009-10-22
82.3499984741211,2009-10-23
81.56999969482422,2009-10-26
79.73999786376953,2009-10-27
80.23999786376953,2009-10-28
81.79000091552734,2009-10-29
81.48999786376953,2009-10-30
82.68000030517578,2009-11-02
82.72000122070312,2009-11-03
82.41000366210938,2009-11-04
85.86000061035156,2009-11-05
86.44999694824219,2009-11-06
88.26000213623047,2009-11-09
89.87999725341797,2009-11-10
