Date,RFMD
2009-12-18,4.79
2009-12-17,4.74
2009-12-16,4.84
2009-12-15,4.68
2009-12-14,4.86
2009-12-11,4.83
2009-12-10,4.92
2009-12-09,5.05
2009-12-08,5.04
2009-12-07,5.04
2009-12-04,5.19
2009-12-03,5.02
2009-12-02,4.97
2009-12-01,4.67
2009-11-30,4.33
2009-11-27,4.31
2009-11-25,4.45
2009-11-24,4.41
2009-11-23,4.51
2009-11-20,4.39
2009-11-19,4.41
2009-11-18,4.68
2009-11-17,4.64
2009-11-16,4.58
2009-11-13,4.34
2009-11-12,4.3
2009-11-11,4.39
2009-11-10,4.17
2009-11-09,4.24
2009-11-06,4.01
2009-11-05,4.04
2009-11-04,3.93
2009-11-03,3.97
2009-11-02,3.91
2009-10-30,3.99
2009-10-29,4.16
2009-10-28,4.05
2009-10-27,4.03
2009-10-26,4.0
2009-10-23,4.06
2009-10-22,4.06
2009-10-21,4.29
2009-10-20,4.37
2009-10-19,4.41
2009-10-16,4.54
2009-10-15,4.43
2009-10-14,4.83
2009-10-13,4.72
2009-10-12,4.76
2009-10-09,4.8
2009-10-08,4.68
2009-10-07,4.8
2009-10-06,4.95
2009-10-05,4.83
2009-10-02,4.66
2009-10-01,4.69
2009-09-30,5.43
2009-09-29,5.46
2009-09-28,5.54
2009-09-25,5.29
2009-09-24,5.33
2009-09-23,5.48
2009-09-22,5.63
2009-09-21,5.64
2009-09-18,5.52
2009-09-17,5.65
2009-09-16,5.64
2009-09-15,5.69
2009-09-14,5.62
2009-09-11,5.57
2009-09-10,5.49
2009-09-09,5.01
2009-09-08,4.88
2009-09-04,4.76
2009-09-03,4.69
2009-09-02,4.57
2009-09-01,4.55
2009-08-31,4.71
2009-08-28,5.0
2009-08-27,4.91
2009-08-26,5.0
2009-08-25,5.08
2009-08-24,5.09
2009-08-21,4.99
2009-08-20,4.95
2009-08-19,4.94
2009-08-18,4.96
2009-08-17,4.92
2009-08-14,5.08
2009-08-13,5.36
2009-08-12,5.11
2009-08-11,4.83
2009-08-10,4.98
2009-08-07,4.97
2009-08-06,4.86
2009-08-05,5.21
2009-08-04,5.27
2009-08-03,5.37
2009-07-31,5.22
2009-07-30,5.17
2009-07-29,5.05
2009-07-28,4.91
2009-07-27,4.98
2009-07-24,4.98
2009-07-23,4.29
2009-07-22,4.08
