APD,Date
2.4522061347961426,1980-10-15
2.3712379932403564,1980-10-16
2.3596696853637695,1980-10-17
2.3134021759033203,1980-10-20
2.353886365890503,1980-10-21
2.3654539585113525,1980-10-22
2.388587713241577,1980-10-23
2.353886365890503,1980-10-24
2.3596696853637695,1980-10-27
2.388587713241577,1980-10-28
2.4348549842834473,1980-10-29
2.3712379932403564,1980-10-30
2.290268659591675,1980-10-31
2.261349678039551,1980-11-03
2.32496976852417,1980-11-05
2.278700351715088,1980-11-06
2.215083122253418,1980-11-07
2.2266483306884766,1980-11-10
2.267134666442871,1980-11-11
2.296051263809204,1980-11-12
2.382802724838257,1980-11-13
2.4117214679718018,1980-11-14
2.4290709495544434,1980-11-17
2.41750431060791,1980-11-18
2.3654539585113525,1980-11-19
2.296051263809204,1980-11-20
2.290268659591675,1980-11-21
2.255566358566284,1980-11-24
2.2266483306884766,1980-11-25
2.232433319091797,1980-11-26
2.2382164001464844,1980-11-28
2.2035157680511475,1980-12-01
2.1745972633361816,1980-12-02
2.163031816482544,1980-12-03
2.134112596511841,1980-12-04
2.1051948070526123,1980-12-05
2.0242254734039307,1980-12-08
2.093629837036133,1980-12-09
1.9953080415725708,1980-12-10
1.9721759557724,1980-12-11
2.047360420227051,1980-12-12
2.006876230239868,1980-12-15
1.9779584407806396,1980-12-16
1.9432581663131714,1980-12-17
1.9085571765899658,1980-12-18
1.9201233386993408,1980-12-19
1.8969900608062744,1980-12-22
1.925907015800476,1980-12-23
1.9201233386993408,1980-12-24
1.9548248052597046,1980-12-26
1.9432581663131714,1980-12-29
1.9201233386993408,1980-12-30
1.9143404960632324,1980-12-31
1.931689739227295,1981-01-02
1.931689739227295,1981-01-05
1.931689739227295,1981-01-06
1.873855471611023,1981-01-07
1.850721001625061,1981-01-08
1.8275864124298096,1981-01-09
1.833370566368103,1981-01-12
1.833370566368103,1981-01-13
1.8969900608062744,1981-01-14
1.9606088399887085,1981-01-15
1.9779584407806396,1981-01-16
2.006876230239868,1981-01-19
1.9779584407806396,1981-01-20
1.9895254373550415,1981-01-21
2.006876230239868,1981-01-22
1.9953080415725708,1981-01-23
2.0820624828338623,1981-01-26
2.070495128631592,1981-01-27
2.0357940196990967,1981-01-28
2.0242254734039307,1981-01-29
2.0357940196990967,1981-01-30
1.9837414026260376,1981-02-02
2.001093626022339,1981-02-03
2.030010223388672,1981-02-04
2.030010223388672,1981-02-05
2.0242254734039307,1981-02-06
2.030010223388672,1981-02-09
2.030010223388672,1981-02-10
2.0126585960388184,1981-02-11
1.9721759557724,1981-02-12
1.9663915634155273,1981-02-13
1.9663915634155273,1981-02-17
1.9837414026260376,1981-02-18
1.9663915634155273,1981-02-19
1.9432581663131714,1981-02-20
1.9201233386993408,1981-02-23
1.9432581663131714,1981-02-24
1.925907015800476,1981-02-25
1.9721759557724,1981-02-26
1.9779584407806396,1981-02-27
2.047360420227051,1981-03-02
2.0242254734039307,1981-03-03
2.001093626022339,1981-03-04
1.9663915634155273,1981-03-05
1.9374746084213257,1981-03-06
1.9374746084213257,1981-03-09
1.902773141860962,1981-03-10
1.8912055492401123,1981-03-11
1.902773141860962,1981-03-12
1.9779584407806396,1981-03-13
2.093629837036133,1981-03-16
2.0820624828338623,1981-03-17
2.110978841781616,1981-03-18
2.1572463512420654,1981-03-19
2.2092978954315186,1981-03-20
2.2266483306884766,1981-03-23
2.2035157680511475,1981-03-24
2.1803815364837646,1981-03-25
2.168813467025757,1981-03-26
2.0994136333465576,1981-03-27
2.070495128631592,1981-03-30
2.070495128631592,1981-03-31
2.1051948070526123,1981-04-01
2.1398961544036865,1981-04-02
2.1283302307128906,1981-04-03
2.110978841781616,1981-04-06
2.0415775775909424,1981-04-07
2.070495128631592,1981-04-08
2.122546672821045,1981-04-09
2.110978841781616,1981-04-10
2.0357940196990967,1981-04-13
2.0242254734039307,1981-04-14
2.0415775775909424,1981-04-15
2.070495128631592,1981-04-16
2.0762791633605957,1981-04-20
2.0762791633605957,1981-04-21
2.0994136333465576,1981-04-22
2.1283302307128906,1981-04-23
2.1283302307128906,1981-04-24
2.1167619228363037,1981-04-27
2.0762791633605957,1981-04-28
2.070495128631592,1981-04-29
2.122546672821045,1981-04-30
2.1572463512420654,1981-05-01
2.110978841781616,1981-05-04
2.0762791633605957,1981-05-05
2.110978841781616,1981-05-06
2.1572463512420654,1981-05-07
2.0994136333465576,1981-05-08
2.070495128631592,1981-05-11
2.093629837036133,1981-05-12
2.163031816482544,1981-05-13
2.1572463512420654,1981-05-14
2.134112596511841,1981-05-15
2.0647120475769043,1981-05-18
2.070495128631592,1981-05-19
2.030010223388672,1981-05-20
1.9895254373550415,1981-05-21
1.9721759557724,1981-05-22
1.9953080415725708,1981-05-26
2.006876230239868,1981-05-27
2.001093626022339,1981-05-28
2.0357940196990967,1981-05-29
2.0184431076049805,1981-06-01
1.9837414026260376,1981-06-02
1.9895254373550415,1981-06-03
1.9548248052597046,1981-06-04
1.9953080415725708,1981-06-05
2.030010223388672,1981-06-08
2.058927536010742,1981-06-09
2.0415775775909424,1981-06-10
1.9953080415725708,1981-06-11
2.001093626022339,1981-06-12
1.9432581663131714,1981-06-15
1.8854223489761353,1981-06-16
1.8854223489761353,1981-06-17
1.8969900608062744,1981-06-18
1.8969900608062744,1981-06-19
1.8622878789901733,1981-06-22
1.8969900608062744,1981-06-23
1.8854223489761353,1981-06-24
1.873855471611023,1981-06-25
1.850721001625061,1981-06-26
1.8044531345367432,1981-06-29
1.8218040466308594,1981-06-30
1.8102375268936157,1981-07-01
1.850721001625061,1981-07-02
1.7813189029693604,1981-07-06
1.7813189029693604,1981-07-07
1.7928862571716309,1981-07-08
1.8160209655761719,1981-07-09
1.7986690998077393,1981-07-10
1.7697522640228271,1981-07-13
1.787102460861206,1981-07-14
1.8160209655761719,1981-07-15
1.833370566368103,1981-07-16
1.873855471611023,1981-07-17
1.8391532897949219,1981-07-20
1.7697522640228271,1981-07-21
1.7639691829681396,1981-07-22
1.7639691829681396,1981-07-23
1.7466187477111816,1981-07-24
1.7408361434936523,1981-07-27
1.7177016735076904,1981-07-28
1.711917757987976,1981-07-29
1.711917757987976,1981-07-30
1.723484992980957,1981-07-31
1.7466187477111816,1981-08-03
1.7928862571716309,1981-08-04
1.7986690998077393,1981-08-05
1.850721001625061,1981-08-06
1.850721001625061,1981-08-07
1.8449370861053467,1981-08-10
1.833370566368103,1981-08-11
1.7697522640228271,1981-08-12
1.787102460861206,1981-08-13
1.8160209655761719,1981-08-14
1.7986690998077393,1981-08-17
1.7581855058670044,1981-08-18
1.787102460861206,1981-08-19
1.7639691829681396,1981-08-20
1.7524019479751587,1981-08-21
1.7061327695846558,1981-08-24
1.7524019479751587,1981-08-25
1.7350521087646484,1981-08-26
1.7003506422042847,1981-08-27
1.7003506422042847,1981-08-28
1.6714335680007935,1981-08-31
1.6714335680007935,1981-09-01
1.648299217224121,1981-09-02
1.6135972738265991,1981-09-03
1.6656486988067627,1981-09-04
1.648299217224121,1981-09-08
1.659865379333496,1981-09-09
1.6772167682647705,1981-09-10
1.7524019479751587,1981-09-11
1.7350521087646484,1981-09-14
1.7350521087646484,1981-09-15
1.7061327695846558,1981-09-16
1.6829994916915894,1981-09-17
1.6656486988067627,1981-09-18
1.7003506422042847,1981-09-21
1.6656486988067627,1981-09-22
1.648299217224121,1981-09-23
1.6367307901382446,1981-09-24
1.6078146696090698,1981-09-25
1.6193821430206299,1981-09-28
1.6425153017044067,1981-09-29
1.625165581703186,1981-09-30
1.6193821430206299,1981-10-01
1.6078146696090698,1981-10-02
1.6367307901382446,1981-10-05
1.6425153017044067,1981-10-06
1.711917757987976,1981-10-07
1.7697522640228271,1981-10-08
1.7813189029693604,1981-10-09
1.7813189029693604,1981-10-12
1.7986690998077393,1981-10-13
1.7813189029693604,1981-10-14
1.723484992980957,1981-10-15
1.711917757987976,1981-10-16
1.6887831687927246,1981-10-19
1.7350521087646484,1981-10-20
1.7697522640228271,1981-10-21
1.7697522640228271,1981-10-22
1.7466187477111816,1981-10-23
1.7581855058670044,1981-10-26
1.787102460861206,1981-10-27
1.8102375268936157,1981-10-28
1.7928862571716309,1981-10-29
1.8160209655761719,1981-10-30
1.8622878789901733,1981-11-02
1.8391532897949219,1981-11-03
1.8218040466308594,1981-11-04
1.8391532897949219,1981-11-05
1.8218040466308594,1981-11-06
1.8044531345367432,1981-11-09
1.723484992980957,1981-11-10
1.7408361434936523,1981-11-11
1.7524019479751587,1981-11-12
1.7581855058670044,1981-11-13
1.7581855058670044,1981-11-16
1.7697522640228271,1981-11-17
1.7581855058670044,1981-11-18
1.7581855058670044,1981-11-19
1.7350521087646484,1981-11-20
1.723484992980957,1981-11-23
1.7466187477111816,1981-11-24
1.7350521087646484,1981-11-25
1.7408361434936523,1981-11-27
1.6887831687927246,1981-11-30
1.711917757987976,1981-12-01
1.7350521087646484,1981-12-02
1.7350521087646484,1981-12-03
1.7350521087646484,1981-12-04
1.7408361434936523,1981-12-07
1.729267954826355,1981-12-08
1.7697522640228271,1981-12-09
1.7928862571716309,1981-12-10
1.787102460861206,1981-12-11
1.7697522640228271,1981-12-14
1.7639691829681396,1981-12-15
1.7524019479751587,1981-12-16
1.7408361434936523,1981-12-17
1.7813189029693604,1981-12-18
1.7697522640228271,1981-12-21
1.7408361434936523,1981-12-22
1.7581855058670044,1981-12-23
1.7524019479751587,1981-12-24
1.7466187477111816,1981-12-28
1.7350521087646484,1981-12-29
1.7350521087646484,1981-12-30
1.7408361434936523,1981-12-31
1.7177016735076904,1982-01-04
1.723484992980957,1982-01-05
1.6945663690567017,1982-01-06
1.6945663690567017,1982-01-07
1.7003506422042847,1982-01-08
1.6772167682647705,1982-01-11
1.65408194065094,1982-01-12
1.6367307901382446,1982-01-13
1.65408194065094,1982-01-14
1.659865379333496,1982-01-15
1.6193821430206299,1982-01-18
1.5731134414672852,1982-01-19
1.5152781009674072,1982-01-20
1.5673303604125977,1982-01-21
1.561545729637146,1982-01-22
1.5557631254196167,1982-01-25
1.5846797227859497,1982-01-26
1.6135972738265991,1982-01-27
1.6714335680007935,1982-01-28
1.625165581703186,1982-01-29
1.5962475538253784,1982-02-01
1.578896403312683,1982-02-02
1.5557631254196167,1982-02-03
1.5441957712173462,1982-02-04
1.5846797227859497,1982-02-05
1.5904635190963745,1982-02-08
1.5846797227859497,1982-02-09
1.6193821430206299,1982-02-10
1.6193821430206299,1982-02-11
1.6193821430206299,1982-02-12
1.6135972738265991,1982-02-16
1.6135972738265991,1982-02-17
1.5962475538253784,1982-02-18
1.5499794483184814,1982-02-19
1.5037108659744263,1982-02-22
1.4690099954605103,1982-02-23
1.4863600730895996,1982-02-24
1.4747947454452515,1982-02-25
1.4574426412582397,1982-02-26
1.4690099954605103,1982-03-01
1.4747947454452515,1982-03-02
1.4690099954605103,1982-03-03
1.4805774688720703,1982-03-04
1.4805774688720703,1982-03-05
1.4921444654464722,1982-03-08
1.5384122133255005,1982-03-09
1.561545729637146,1982-03-10
1.5384122133255005,1982-03-11
1.4747947454452515,1982-03-12
1.4863600730895996,1982-03-15
1.521061658859253,1982-03-16
1.5499794483184814,1982-03-17
1.6020313501358032,1982-03-18
1.5846797227859497,1982-03-19
1.6020313501358032,1982-03-22
1.65408194065094,1982-03-23
1.659865379333496,1982-03-24
1.659865379333496,1982-03-25
1.648299217224121,1982-03-26
1.6367307901382446,1982-03-29
1.625165581703186,1982-03-30
1.6193821430206299,1982-03-31
1.5962475538253784,1982-04-01
1.5904635190963745,1982-04-02
1.6135972738265991,1982-04-05
1.625165581703186,1982-04-06
1.625165581703186,1982-04-07
1.6367307901382446,1982-04-08
1.6078146696090698,1982-04-12
1.6020313501358032,1982-04-13
1.6020313501358032,1982-04-14
1.5962475538253784,1982-04-15
1.6193821430206299,1982-04-16
1.6367307901382446,1982-04-19
1.648299217224121,1982-04-20
1.659865379333496,1982-04-21
1.6945663690567017,1982-04-22
1.7061327695846558,1982-04-23
1.723484992980957,1982-04-26
1.7061327695846558,1982-04-27
1.6772167682647705,1982-04-28
1.5904635190963745,1982-04-29
1.6309490203857422,1982-04-30
1.6425153017044067,1982-05-03
1.65408194065094,1982-05-04
1.648299217224121,1982-05-05
1.6309490203857422,1982-05-06
1.6309490203857422,1982-05-07
1.625165581703186,1982-05-10
1.648299217224121,1982-05-11
1.6367307901382446,1982-05-12
1.6367307901382446,1982-05-13
1.648299217224121,1982-05-14
1.6193821430206299,1982-05-17
1.6020313501358032,1982-05-18
1.6020313501358032,1982-05-19
1.5904635190963745,1982-05-20
1.5962475538253784,1982-05-21
1.5441957712173462,1982-05-24
1.4979277849197388,1982-05-25
1.4747947454452515,1982-05-26
1.4574426412582397,1982-05-27
1.4574426412582397,1982-05-28
1.3764748573303223,1982-06-01
1.353339433670044,1982-06-02
1.353339433670044,1982-06-03
1.3359891176223755,1982-06-04
1.3417738676071167,1982-06-07
1.330206274986267,1982-06-08
1.330206274986267,1982-06-09
1.3012886047363281,1982-06-10
1.3070725202560425,1982-06-11
1.278154730796814,1982-06-14
1.2608038187026978,1982-06-15
1.2608038187026978,1982-06-16
1.2261030673980713,1982-06-17
1.2318872213363647,1982-06-18
1.2376697063446045,1982-06-21
1.2839375734329224,1982-06-22
1.3186386823654175,1982-06-23
1.353339433670044,1982-06-24
1.3417738676071167,1982-06-25
1.3475571870803833,1982-06-28
1.3764748573303223,1982-06-29
1.4053921699523926,1982-06-30
1.3706902265548706,1982-07-01
1.353339433670044,1982-07-02
1.3591229915618896,1982-07-06
1.3475571870803833,1982-07-07
1.3649075031280518,1982-07-08
1.434309720993042,1982-07-09
1.4169588088989258,1982-07-12
1.4285258054733276,1982-07-13
1.4690099954605103,1982-07-14
1.4574426412582397,1982-07-15
1.434309720993042,1982-07-16
1.4285258054733276,1982-07-19
1.422742247581482,1982-07-20
1.3938254117965698,1982-07-21
1.3417738676071167,1982-07-22
1.3244233131408691,1982-07-23
1.2839375734329224,1982-07-26
1.266587495803833,1982-07-27
1.2434536218643188,1982-07-28
1.2492367029190063,1982-07-29
1.2492367029190063,1982-07-30
1.2723711729049683,1982-08-02
1.2492367029190063,1982-08-03
1.1740509271621704,1982-08-04
1.1567010879516602,1982-08-05
1.1567010879516602,1982-08-06
1.139350175857544,1982-08-09
1.1219998598098755,1982-08-10
1.1219998598098755,1982-08-11
1.1104326248168945,1982-08-12
1.127783179283142,1982-08-13
1.1104326248168945,1982-08-16
1.1509175300598145,1982-08-17
1.1682676076889038,1982-08-18
1.1798348426818848,1982-08-19
1.2376697063446045,1982-08-20
1.278154730796814,1982-08-23
1.278154730796814,1982-08-24
1.3417738676071167,1982-08-25
1.3706902265548706,1982-08-26
1.3417738676071167,1982-08-27
1.2839375734329224,1982-08-30
1.2897224426269531,1982-08-31
1.2839375734329224,1982-09-01
1.330206274986267,1982-09-02
1.3764748573303223,1982-09-03
1.3475571870803833,1982-09-07
1.3591229915618896,1982-09-08
1.3764748573303223,1982-09-09
1.3591229915618896,1982-09-10
1.3475571870803833,1982-09-13
1.330206274986267,1982-09-14
1.3244233131408691,1982-09-15
1.3359891176223755,1982-09-16
1.330206274986267,1982-09-17
1.3186386823654175,1982-09-20
1.330206274986267,1982-09-21
1.3359891176223755,1982-09-22
1.3244233131408691,1982-09-23
1.3186386823654175,1982-09-24
1.2955056428909302,1982-09-27
1.2839375734329224,1982-09-28
1.2550208568572998,1982-09-29
1.2434536218643188,1982-09-30
1.2550208568572998,1982-10-01
1.2376697063446045,1982-10-04
1.2608038187026978,1982-10-05
1.266587495803833,1982-10-06
1.3128553628921509,1982-10-07
1.3591229915618896,1982-10-08
1.4458764791488647,1982-10-11
1.4169588088989258,1982-10-12
1.4979277849197388,1982-10-13
1.4400923252105713,1982-10-14
1.4690099954605103,1982-10-15
1.4516594409942627,1982-10-18
1.463227391242981,1982-10-19
1.5268453359603882,1982-10-20
1.5731134414672852,1982-10-21
1.5846797227859497,1982-10-22
1.4979277849197388,1982-10-25
1.4979277849197388,1982-10-26
1.5037108659744263,1982-10-27
1.5094952583312988,1982-10-28
1.4979277849197388,1982-10-29
1.5152781009674072,1982-11-01
1.521061658859253,1982-11-02
1.659865379333496,1982-11-03
1.6425153017044067,1982-11-04
1.7061327695846558,1982-11-05
1.6945663690567017,1982-11-08
1.7813189029693604,1982-11-09
1.8391532897949219,1982-11-10
1.8680731058120728,1982-11-11
1.833370566368103,1982-11-12
1.8102375268936157,1982-11-15
1.7350521087646484,1982-11-16
1.6945663690567017,1982-11-17
1.723484992980957,1982-11-18
1.7177016735076904,1982-11-19
1.65408194065094,1982-11-22
1.625165581703186,1982-11-23
1.659865379333496,1982-11-24
1.7177016735076904,1982-11-26
1.7003506422042847,1982-11-29
1.6887831687927246,1982-11-30
1.7003506422042847,1982-12-01
1.6367307901382446,1982-12-02
1.6193821430206299,1982-12-03
1.6193821430206299,1982-12-06
1.6193821430206299,1982-12-07
1.6135972738265991,1982-12-08
1.5846797227859497,1982-12-09
1.6078146696090698,1982-12-10
1.6020313501358032,1982-12-13
1.5094952583312988,1982-12-14
1.4805774688720703,1982-12-15
1.4805774688720703,1982-12-16
1.521061658859253,1982-12-17
1.5268453359603882,1982-12-20
1.5499794483184814,1982-12-21
1.5499794483184814,1982-12-22
1.5557631254196167,1982-12-23
1.6193821430206299,1982-12-27
1.6425153017044067,1982-12-28
1.659865379333496,1982-12-29
1.6887831687927246,1982-12-30
1.6829994916915894,1982-12-31
1.6425153017044067,1983-01-03
1.6309490203857422,1983-01-04
1.6656486988067627,1983-01-05
1.8044531345367432,1983-01-06
1.8912055492401123,1983-01-07
1.9721759557724,1983-01-10
2.0415775775909424,1983-01-11
2.0762791633605957,1983-01-12
2.0126585960388184,1983-01-13
1.9721759557724,1983-01-14
1.931689739227295,1983-01-17
1.8969900608062744,1983-01-18
1.8622878789901733,1983-01-19
1.8622878789901733,1983-01-20
1.8391532897949219,1983-01-21
1.7755368947982788,1983-01-24
1.7986690998077393,1983-01-25
1.8275864124298096,1983-01-26
1.879638910293579,1983-01-27
1.931689739227295,1983-01-28
1.9374746084213257,1983-01-31
1.9721759557724,1983-02-01
2.001093626022339,1983-02-02
2.0415775775909424,1983-02-03
2.0357940196990967,1983-02-04
2.047360420227051,1983-02-07
2.006876230239868,1983-02-08
1.9721759557724,1983-02-09
2.001093626022339,1983-02-10
2.0184431076049805,1983-02-11
2.0647120475769043,1983-02-14
2.0762791633605957,1983-02-15
2.0357940196990967,1983-02-16
2.006876230239868,1983-02-17
2.0357940196990967,1983-02-18
2.0531435012817383,1983-02-22
2.0126585960388184,1983-02-23
2.0126585960388184,1983-02-24
2.0647120475769043,1983-02-25
2.0531435012817383,1983-02-28
2.093629837036133,1983-03-01
2.1283302307128906,1983-03-02
2.1745972633361816,1983-03-03
2.2092978954315186,1983-03-04
2.1861650943756104,1983-03-07
2.110978841781616,1983-03-08
2.1283302307128906,1983-03-09
2.0531435012817383,1983-03-10
2.030010223388672,1983-03-11
2.047360420227051,1983-03-14
2.047360420227051,1983-03-15
2.0415775775909424,1983-03-16
2.0184431076049805,1983-03-17
2.006876230239868,1983-03-18
1.9779584407806396,1983-03-21
1.9085571765899658,1983-03-22
2.0126585960388184,1983-03-23
2.006876230239868,1983-03-24
1.9490405321121216,1983-03-25
1.9490405321121216,1983-03-28
1.8912055492401123,1983-03-29
1.9663915634155273,1983-03-30
1.8912055492401123,1983-03-31
1.8622878789901733,1983-04-04
1.8449370861053467,1983-04-05
1.7928862571716309,1983-04-06
1.7755368947982788,1983-04-07
1.8044531345367432,1983-04-08
1.8969900608062744,1983-04-11
1.8912055492401123,1983-04-12
1.8854223489761353,1983-04-13
1.8622878789901733,1983-04-14
1.8854223489761353,1983-04-15
1.9953080415725708,1983-04-18
1.9895254373550415,1983-04-19
2.006876230239868,1983-04-20
2.001093626022339,1983-04-21
1.9779584407806396,1983-04-22
1.9143404960632324,1983-04-25
1.9374746084213257,1983-04-26
1.925907015800476,1983-04-27
1.9779584407806396,1983-04-28
1.9837414026260376,1983-04-29
1.9201233386993408,1983-05-02
1.9085571765899658,1983-05-03
1.902773141860962,1983-05-04
1.8912055492401123,1983-05-05
1.902773141860962,1983-05-06
1.902773141860962,1983-05-09
1.9721759557724,1983-05-10
1.931689739227295,1983-05-11
1.9143404960632324,1983-05-12
1.925907015800476,1983-05-13
1.9201233386993408,1983-05-16
1.925907015800476,1983-05-17
2.001093626022339,1983-05-18
1.9953080415725708,1983-05-19
1.9779584407806396,1983-05-20
1.9663915634155273,1983-05-23
2.0242254734039307,1983-05-24
2.1051948070526123,1983-05-25
2.1283302307128906,1983-05-26
2.1283302307128906,1983-05-27
2.1051948070526123,1983-05-31
2.058927536010742,1983-06-01
2.0647120475769043,1983-06-02
2.0531435012817383,1983-06-03
2.0357940196990967,1983-06-06
2.0184431076049805,1983-06-07
2.006876230239868,1983-06-08
2.0415775775909424,1983-06-09
2.070495128631592,1983-06-10
2.1167619228363037,1983-06-13
2.134112596511841,1983-06-14
2.255566358566284,1983-06-15
2.267134666442871,1983-06-16
2.3018345832824707,1983-06-17
2.32496976852417,1983-06-20
2.3307509422302246,1983-06-21
2.3307509422302246,1983-06-22
2.296051263809204,1983-06-23
2.296051263809204,1983-06-24
2.2382164001464844,1983-06-27
2.1514651775360107,1983-06-28
2.1863515377044678,1983-06-29
2.2212400436401367,1983-06-30
2.232870578765869,1983-07-01
2.1863515377044678,1983-07-05
2.232870578765869,1983-07-06
2.232870578765869,1983-07-07
2.232870578765869,1983-07-08
2.1979808807373047,1983-07-11
2.139833927154541,1983-07-12
2.163093328475952,1983-07-13
2.1863515377044678,1983-07-14
2.157278060913086,1983-07-15
2.2037951946258545,1983-07-18
2.261945962905884,1983-07-19
2.320091485977173,1983-07-20
2.2561280727386475,1983-07-21
2.2270548343658447,1983-07-22
2.2037951946258545,1983-07-25
2.163093328475952,1983-07-26
2.192166566848755,1983-07-27
2.1747231483459473,1983-07-28
2.163093328475952,1983-07-29
2.1107590198516846,1983-08-01
2.0700571537017822,1983-08-02
2.0351686477661133,1983-08-03
2.064242124557495,1983-08-04
2.029353141784668,1983-08-05
1.9421322345733643,1983-08-08
1.977020502090454,1983-08-09
2.006094217300415,1983-08-10
2.0235390663146973,1983-08-11
2.04679799079895,1983-08-12
2.0351686477661133,1983-08-15
2.0235390663146973,1983-08-16
2.0816855430603027,1983-08-17
2.1165759563446045,1983-08-18
2.163093328475952,1983-08-19
2.180537700653076,1983-08-22
2.1689064502716064,1983-08-23
2.1165759563446045,1983-08-24
2.1514647006988525,1983-08-25
2.1979808807373047,1983-08-26
2.2096121311187744,1983-08-29
2.2212400436401367,1983-08-30
2.261945962905884,1983-08-31
2.2212400436401367,1983-09-01
2.232870578765869,1983-09-02
2.2677605152130127,1983-09-06
2.285202741622925,1983-09-07
2.285202741622925,1983-09-08
2.314277172088623,1983-09-09
2.3026483058929443,1983-09-12
2.291018009185791,1983-09-13
2.2735743522644043,1983-09-14
2.261945962905884,1983-09-15
2.2503135204315186,1983-09-16
2.2793877124786377,1983-09-19
2.2503135204315186,1983-09-20
2.2386841773986816,1983-09-21
