PTON,Date
8.229999542236328,2023-07-05
7.679999828338623,2023-07-06
8.069999694824219,2023-07-07
8.390000343322754,2023-07-10
9.109999656677246,2023-07-11
9.470000267028809,2023-07-12
9.600000381469727,2023-07-13
8.6899995803833,2023-07-14
8.829999923706055,2023-07-17
8.920000076293945,2023-07-18
9.779999732971191,2023-07-19
9.270000457763672,2023-07-20
9.119999885559082,2023-07-21
8.699999809265137,2023-07-24
8.5,2023-07-25
8.760000228881836,2023-07-26
8.3100004196167,2023-07-27
8.710000038146973,2023-07-28
9.710000038146973,2023-07-31
9.609999656677246,2023-08-01
9.050000190734863,2023-08-02
9.050000190734863,2023-08-03
8.670000076293945,2023-08-04
8.470000267028809,2023-08-07
8.520000457763672,2023-08-08
8.1899995803833,2023-08-09
8.069999694824219,2023-08-10
7.559999942779541,2023-08-11
7.75,2023-08-14
7.429999828338623,2023-08-15
7.210000038146973,2023-08-16
6.900000095367432,2023-08-17
7.010000228881836,2023-08-18
7.019999980926514,2023-08-21
6.989999771118164,2023-08-22
5.409999847412109,2023-08-23
5.514999866485596,2023-08-24
5.829999923706055,2023-08-25
5.860000133514404,2023-08-28
6.079999923706055,2023-08-29
6.239999771118164,2023-08-30
6.380000114440918,2023-08-31
6.550000190734863,2023-09-01
6.590000152587891,2023-09-05
6.099999904632568,2023-09-06
5.820000171661377,2023-09-07
5.449999809265137,2023-09-08
5.329999923706055,2023-09-11
5.400000095367432,2023-09-12
5.170000076293945,2023-09-13
5.150000095367432,2023-09-14
5.039999961853027,2023-09-15
4.630000114440918,2023-09-18
4.800000190734863,2023-09-19
4.670000076293945,2023-09-20
4.46999979019165,2023-09-21
4.460000038146973,2023-09-22
4.409999847412109,2023-09-25
4.619999885559082,2023-09-26
4.650000095367432,2023-09-27
4.900000095367432,2023-09-28
5.050000190734863,2023-09-29
5.389999866485596,2023-10-02
5.070000171661377,2023-10-03
5.244999885559082,2023-10-04
5.119999885559082,2023-10-05
5.110000133514404,2023-10-06
5.139999866485596,2023-10-09
5.230000019073486,2023-10-10
5.480000019073486,2023-10-11
5.039999961853027,2023-10-12
4.849999904632568,2023-10-13
5.159999847412109,2023-10-16
5.210000038146973,2023-10-17
4.800000190734863,2023-10-18
4.789999961853027,2023-10-19
4.840000152587891,2023-10-20
4.699999809265137,2023-10-23
4.829999923706055,2023-10-24
4.639999866485596,2023-10-25
4.449999809265137,2023-10-26
4.300000190734863,2023-10-27
4.630000114440918,2023-10-30
4.760000228881836,2023-10-31
4.809999942779541,2023-11-01
5.429999828338623,2023-11-02
5.210000038146973,2023-11-03
5.019999980926514,2023-11-06
4.869999885559082,2023-11-07
4.730000019073486,2023-11-08
4.460000038146973,2023-11-09
4.53000020980835,2023-11-10
4.440000057220459,2023-11-13
5.139999866485596,2023-11-14
5.570000171661377,2023-11-15
5.360000133514404,2023-11-16
5.519999980926514,2023-11-17
5.539999961853027,2023-11-20
5.309999942779541,2023-11-21
5.309999942779541,2023-11-22
5.269999980926514,2023-11-24
5.400000095367432,2023-11-27
5.590000152587891,2023-11-28
5.829999923706055,2023-11-29
5.659999847412109,2023-11-30
6.21999979019165,2023-12-01
6.340000152587891,2023-12-04
5.900000095367432,2023-12-05
6.079999923706055,2023-12-06
5.940000057220459,2023-12-07
5.960000038146973,2023-12-08
5.679999828338623,2023-12-11
5.460000038146973,2023-12-12
5.940000057220459,2023-12-13
6.460000038146973,2023-12-14
6.150000095367432,2023-12-15
6.010000228881836,2023-12-18
6.400000095367432,2023-12-19
5.929999828338623,2023-12-20
6.170000076293945,2023-12-21
5.980000019073486,2023-12-22
6.190000057220459,2023-12-26
6.389999866485596,2023-12-27
6.28000020980835,2023-12-28
6.090000152587891,2023-12-29
5.820000171661377,2024-01-02
5.380000114440918,2024-01-03
6.130000114440918,2024-01-04
6.71999979019165,2024-01-05
6.590000152587891,2024-01-08
6.119999885559082,2024-01-09
6.110000133514404,2024-01-10
5.980000019073486,2024-01-11
5.829999923706055,2024-01-12
5.809999942779541,2024-01-16
5.800000190734863,2024-01-17
5.789999961853027,2024-01-18
5.570000171661377,2024-01-19
5.860000133514404,2024-01-22
5.820000171661377,2024-01-23
5.690000057220459,2024-01-24
5.800000190734863,2024-01-25
5.800000190734863,2024-01-26
6.110000133514404,2024-01-29
5.809999942779541,2024-01-30
5.559999942779541,2024-01-31
4.210000038146973,2024-02-01
4.239999771118164,2024-02-02
4.019999980926514,2024-02-05
4.380000114440918,2024-02-06
4.389999866485596,2024-02-07
4.53000020980835,2024-02-08
4.550000190734863,2024-02-09
4.809999942779541,2024-02-12
4.449999809265137,2024-02-13
4.710000038146973,2024-02-14
4.659999847412109,2024-02-15
4.539999961853027,2024-02-16
4.349999904632568,2024-02-20
4.28000020980835,2024-02-21
4.269999980926514,2024-02-22
4.349999904632568,2024-02-23
4.570000171661377,2024-02-26
4.699999809265137,2024-02-27
4.639999866485596,2024-02-28
4.519999980926514,2024-02-29
4.599999904632568,2024-03-01
4.349999904632568,2024-03-04
4.260000228881836,2024-03-05
4.400000095367432,2024-03-06
4.519999980926514,2024-03-07
4.679999828338623,2024-03-08
4.710000038146973,2024-03-11
4.639999866485596,2024-03-12
4.409999847412109,2024-03-13
4.349999904632568,2024-03-14
4.320000171661377,2024-03-15
4.360000133514404,2024-03-18
4.260000228881836,2024-03-19
4.449999809265137,2024-03-20
4.409999847412109,2024-03-21
4.199999809265137,2024-03-22
4.170000076293945,2024-03-25
4.159999847412109,2024-03-26
4.420000076293945,2024-03-27
4.284999847412109,2024-03-28
4.28000020980835,2024-04-01
4.059999942779541,2024-04-02
4.03000020980835,2024-04-03
3.809999942779541,2024-04-04
3.619999885559082,2024-04-05
3.740000009536743,2024-04-08
3.950000047683716,2024-04-09
