MMC,Date
1.1453919410705566,1973-12-06
1.1652543544769287,1973-12-07
1.1718746423721313,1973-12-10
1.1751867532730103,1973-12-11
1.158633828163147,1973-12-12
1.1520131826400757,1973-12-13
1.1487020254135132,1973-12-14
1.1520131826400757,1973-12-17
1.1652543544769287,1973-12-18
1.1453919410705566,1973-12-19
1.1387711763381958,1973-12-20
1.132150411605835,1973-12-21
1.1453919410705566,1973-12-24
1.1387711763381958,1973-12-26
1.1851171255111694,1973-12-27
1.1718746423721313,1973-12-28
1.1453919410705566,1973-12-31
1.1288405656814575,1974-01-02
1.1652543544769287,1974-01-03
1.1983579397201538,1974-01-04
1.1784955263137817,1974-01-07
1.158633828163147,1974-01-08
1.1553231477737427,1974-01-09
1.1487020254135132,1974-01-10
1.1487020254135132,1974-01-11
1.1387711763381958,1974-01-14
1.1652543544769287,1974-01-15
1.1784955263137817,1974-01-16
1.191737413406372,1974-01-17
1.1784955263137817,1974-01-18
1.191737413406372,1974-01-21
1.1818063259124756,1974-01-22
1.191737413406372,1974-01-23
1.1950477361679077,1974-01-24
1.218220591545105,1974-01-25
1.2380825281143188,1974-01-28
1.261254906654358,1974-01-29
1.2513244152069092,1974-01-30
1.2248421907424927,1974-01-31
1.218220591545105,1974-02-01
1.211600422859192,1974-02-04
1.2049789428710938,1974-02-05
1.2049789428710938,1974-02-06
1.2049789428710938,1974-02-07
1.2049789428710938,1974-02-08
1.2082892656326294,1974-02-11
1.1851171255111694,1974-02-12
1.1784955263137817,1974-02-13
1.1718746423721313,1974-02-14
1.191737413406372,1974-02-15
1.1851171255111694,1974-02-19
1.211600422859192,1974-02-20
1.2314623594284058,1974-02-21
1.26456618309021,1974-02-22
1.2844277620315552,1974-02-25
1.2976702451705933,1974-02-26
1.2976702451705933,1974-02-27
1.2976702451705933,1974-02-28
1.287738561630249,1974-03-01
1.2910492420196533,1974-03-04
1.2976702451705933,1974-03-05
1.2976702451705933,1974-03-06
1.2711865901947021,1974-03-07
1.26456618309021,1974-03-08
1.257944941520691,1974-03-11
1.267876148223877,1974-03-12
1.267876148223877,1974-03-13
1.287738561630249,1974-03-14
1.2910492420196533,1974-03-15
1.2976702451705933,1974-03-18
1.2711865901947021,1974-03-19
1.2711865901947021,1974-03-20
1.2546343803405762,1974-03-21
1.2314623594284058,1974-03-22
1.1851171255111694,1974-03-25
1.191737413406372,1974-03-26
1.218220591545105,1974-03-27
1.2215311527252197,1974-03-28
1.2281516790390015,1974-03-29
1.218220591545105,1974-04-01
1.218220591545105,1974-04-02
1.1983579397201538,1974-04-03
1.211600422859192,1974-04-04
1.211600422859192,1974-04-05
1.191737413406372,1974-04-08
1.1950477361679077,1974-04-09
1.1851171255111694,1974-04-10
1.2049789428710938,1974-04-11
1.191737413406372,1974-04-15
1.191737413406372,1974-04-16
1.211600422859192,1974-04-17
1.2082892656326294,1974-04-18
1.214910626411438,1974-04-19
1.1851171255111694,1974-04-22
1.1950477361679077,1974-04-23
1.1950477361679077,1974-04-24
1.1983579397201538,1974-04-25
1.1784955263137817,1974-04-26
1.1784955263137817,1974-04-29
1.1784955263137817,1974-04-30
1.2049789428710938,1974-05-01
1.2049789428710938,1974-05-02
1.191737413406372,1974-05-03
1.1784955263137817,1974-05-06
1.1784955263137817,1974-05-07
1.1718746423721313,1974-05-08
1.168564796447754,1974-05-09
1.1487020254135132,1974-05-10
1.1387711763381958,1974-05-13
1.1255302429199219,1974-05-14
1.1155986785888672,1974-05-15
1.1487020254135132,1974-05-16
1.1255302429199219,1974-05-17
1.1255302429199219,1974-05-20
1.1056677103042603,1974-05-21
1.0924265384674072,1974-05-22
1.0659430027008057,1974-05-23
1.079184889793396,1974-05-24
1.079184889793396,1974-05-28
1.0824947357177734,1974-05-29
1.0891157388687134,1974-05-30
1.1056677103042603,1974-05-31
1.1122878789901733,1974-06-03
1.1255302429199219,1974-06-04
1.1189087629318237,1974-06-05
1.1189087629318237,1974-06-06
1.1387711763381958,1974-06-07
1.132150411605835,1974-06-10
1.1387711763381958,1974-06-11
1.1520131826400757,1974-06-12
1.168564796447754,1974-06-13
1.158633828163147,1974-06-14
1.1520131826400757,1974-06-17
1.1718746423721313,1974-06-18
1.1652543544769287,1974-06-19
1.1751867532730103,1974-06-20
1.1784955263137817,1974-06-21
1.191737413406372,1974-06-24
1.2016682624816895,1974-06-25
1.1950477361679077,1974-06-26
1.1652543544769287,1974-06-27
1.158633828163147,1974-06-28
1.1453919410705566,1974-07-01
1.0990463495254517,1974-07-02
1.1056677103042603,1974-07-03
1.1189087629318237,1974-07-05
1.1089777946472168,1974-07-08
1.0858054161071777,1974-07-09
1.0725642442703247,1974-07-10
1.0262181758880615,1974-07-11
1.0361500978469849,1974-07-12
1.0394601821899414,1974-07-15
1.0229076147079468,1974-07-16
1.0129766464233398,1974-07-17
1.0262181758880615,1974-07-18
1.0195976495742798,1974-07-19
1.0295287370681763,1974-07-22
1.0262181758880615,1974-07-23
1.0295287370681763,1974-07-24
1.0195976495742798,1974-07-25
1.0195976495742798,1974-07-26
1.006355881690979,1974-07-29
1.0096662044525146,1974-07-30
1.0096662044525146,1974-07-31
1.0129766464233398,1974-08-01
1.0295287370681763,1974-08-02
1.0394601821899414,1974-08-05
1.0394601821899414,1974-08-06
1.0560120344161987,1974-08-07
1.0725642442703247,1974-08-08
1.1056677103042603,1974-08-09
1.0990463495254517,1974-08-12
1.0493905544281006,1974-08-13
1.0129766464233398,1974-08-14
1.0262181758880615,1974-08-15
1.0195976495742798,1974-08-16
0.9931147694587708,1974-08-19
0.9732520580291748,1974-08-20
0.9302172064781189,1974-08-21
0.9136645793914795,1974-08-22
0.8673198819160461,1974-08-23
0.8739407658576965,1974-08-26
0.8938033580780029,1974-08-27
0.8871824741363525,1974-08-28
0.8673198819160461,1974-08-29
0.8375269174575806,1974-08-30
0.8143543004989624,1974-09-03
0.820974588394165,1974-09-04
0.8606988787651062,1974-09-05
0.8606988787651062,1974-09-06
0.8673198819160461,1974-09-09
0.9004236459732056,1974-09-10
0.9070448279380798,1974-09-11
0.8739407658576965,1974-09-12
0.9004236459732056,1974-09-13
0.9004236459732056,1974-09-16
0.9037342667579651,1974-09-17
0.9004236459732056,1974-09-18
0.9269070625305176,1974-09-19
0.9302172064781189,1974-09-20
0.9467692375183105,1974-09-23
0.9633212685585022,1974-09-24
0.9997351765632629,1974-09-25
0.9335277080535889,1974-09-26
0.9235970377922058,1974-09-27
0.916975736618042,1974-09-30
0.9269070625305176,1974-10-01
0.9202862977981567,1974-10-02
0.9202862977981567,1974-10-03
0.9302172064781189,1974-10-04
0.9401482343673706,1974-10-07
0.9401482343673706,1974-10-08
0.9864938259124756,1974-10-09
1.0295287370681763,1974-10-10
1.0758748054504395,1974-10-11
1.0990463495254517,1974-10-14
1.0593225955963135,1974-10-15
1.0262181758880615,1974-10-16
0.9931147694587708,1974-10-17
1.0262181758880615,1974-10-18
1.0328395366668701,1974-10-21
1.0394601821899414,1974-10-22
1.0195976495742798,1974-10-23
0.9997351765632629,1974-10-24
1.0030452013015747,1974-10-25
0.9997351765632629,1974-10-28
1.0394601821899414,1974-10-29
1.0725642442703247,1974-10-30
1.0824947357177734,1974-10-31
1.0891157388687134,1974-11-01
1.079184889793396,1974-11-04
1.079184889793396,1974-11-05
1.079184889793396,1974-11-06
1.1122878789901733,1974-11-07
1.1288405656814575,1974-11-08
1.1387711763381958,1974-11-11
1.1387711763381958,1974-11-12
1.1453919410705566,1974-11-13
1.1520131826400757,1974-11-14
1.1387711763381958,1974-11-15
1.1155986785888672,1974-11-18
1.0858054161071777,1974-11-19
1.0858054161071777,1974-11-20
1.0990463495254517,1974-11-21
1.1189087629318237,1974-11-22
1.1122878789901733,1974-11-25
1.1387711763381958,1974-11-26
1.1453919410705566,1974-11-27
1.1487020254135132,1974-11-29
1.1255302429199219,1974-12-02
1.1255302429199219,1974-12-03
1.132150411605835,1974-12-04
1.1387711763381958,1974-12-05
1.1387711763381958,1974-12-06
1.1387711763381958,1974-12-09
1.1387711763381958,1974-12-10
1.1784955263137817,1974-12-11
1.1652543544769287,1974-12-12
1.1784955263137817,1974-12-13
1.1751867532730103,1974-12-16
1.1718746423721313,1974-12-17
1.1751867532730103,1974-12-18
1.1520131826400757,1974-12-19
1.1520131826400757,1974-12-20
1.1453919410705566,1974-12-23
1.158633828163147,1974-12-24
1.1784955263137817,1974-12-26
1.1652543544769287,1974-12-27
1.1652543544769287,1974-12-30
1.1652543544769287,1974-12-31
1.1718746423721313,1975-01-02
1.1784955263137817,1975-01-03
1.1652543544769287,1975-01-06
1.1652543544769287,1975-01-07
1.1652543544769287,1975-01-08
1.1784955263137817,1975-01-09
1.1950477361679077,1975-01-10
1.1950477361679077,1975-01-13
1.2082892656326294,1975-01-14
1.218220591545105,1975-01-15
1.2447036504745483,1975-01-16
1.1652543544769287,1975-01-17
1.1288405656814575,1975-01-20
1.1453919410705566,1975-01-21
1.1751867532730103,1975-01-22
1.2314623594284058,1975-01-23
1.2314623594284058,1975-01-24
1.214910626411438,1975-01-27
1.241392731666565,1975-01-28
1.2314623594284058,1975-01-29
1.1983579397201538,1975-01-30
1.211600422859192,1975-01-31
1.218220591545105,1975-02-03
1.211600422859192,1975-02-04
1.2248421907424927,1975-02-05
1.248013973236084,1975-02-06
1.2546343803405762,1975-02-07
1.2513244152069092,1975-02-10
1.2380825281143188,1975-02-11
1.2447036504745483,1975-02-12
1.287738561630249,1975-02-13
1.2910492420196533,1975-02-14
1.2910492420196533,1975-02-18
1.3042906522750854,1975-02-19
1.2811177968978882,1975-02-20
1.2844277620315552,1975-02-21
1.2844277620315552,1975-02-24
1.257944941520691,1975-02-25
1.248013973236084,1975-02-26
1.2711865901947021,1975-02-27
1.2711865901947021,1975-02-28
1.3042906522750854,1975-03-03
1.3109116554260254,1975-03-04
1.2910492420196533,1975-03-05
1.2976702451705933,1975-03-06
1.3076001405715942,1975-03-07
1.3274632692337036,1975-03-10
1.3572558164596558,1975-03-11
1.3572558164596558,1975-03-12
1.3373944759368896,1975-03-13
1.363877296447754,1975-03-14
1.3969810009002686,1975-03-17
1.4102230072021484,1975-03-18
1.370497465133667,1975-03-19
1.3440148830413818,1975-03-20
1.3440148830413818,1975-03-21
1.3407046794891357,1975-03-24
1.370497465133667,1975-03-25
1.390359878540039,1975-03-26
1.3804292678833008,1975-03-27
1.363877296447754,1975-03-31
1.3440148830413818,1975-04-01
1.3373944759368896,1975-04-02
1.3572558164596558,1975-04-03
1.3771194219589233,1975-04-04
1.363877296447754,1975-04-07
1.3771194219589233,1975-04-08
1.3837398290634155,1975-04-09
1.4168431758880615,1975-04-10
1.4168431758880615,1975-04-11
1.5095341205596924,1975-04-14
1.5095341205596924,1975-04-15
1.4962921142578125,1975-04-16
1.4896721839904785,1975-04-17
1.476430892944336,1975-04-18
1.4830503463745117,1975-04-21
1.4896721839904785,1975-04-22
1.4830503463745117,1975-04-23
1.4797413349151611,1975-04-24
1.469809651374817,1975-04-25
1.4731199741363525,1975-04-28
1.4664990901947021,1975-04-29
1.469809651374817,1975-04-30
1.4631887674331665,1975-05-01
1.469809651374817,1975-05-02
1.499603033065796,1975-05-05
1.4962921142578125,1975-05-06
1.5095341205596924,1975-05-07
1.5029127597808838,1975-05-08
1.5029127597808838,1975-05-09
1.499603033065796,1975-05-12
1.469809651374817,1975-05-13
1.4598788022994995,1975-05-14
1.4300851821899414,1975-05-15
1.4433268308639526,1975-05-16
1.4731199741363525,1975-05-19
1.469809651374817,1975-05-20
1.4631887674331665,1975-05-21
1.4830503463745117,1975-05-22
1.499603033065796,1975-05-23
1.5095341205596924,1975-05-27
1.4896721839904785,1975-05-28
1.5062243938446045,1975-05-29
1.4962921142578125,1975-05-30
1.5128448009490967,1975-06-02
1.5095341205596924,1975-06-03
1.5558793544769287,1975-06-04
1.5691215991973877,1975-06-05
1.5823626518249512,1975-06-06
1.5757418870925903,1975-06-09
1.5691215991973877,1975-06-10
1.5956041812896729,1975-06-11
1.5790525674819946,1975-06-12
1.5823626518249512,1975-06-13
1.5889840126037598,1975-06-16
1.5691215991973877,1975-06-17
1.5757418870925903,1975-06-18
1.5724319219589233,1975-06-19
1.5691215991973877,1975-06-20
1.5823626518249512,1975-06-23
1.5889840126037598,1975-06-24
1.5823626518249512,1975-06-25
1.5956041812896729,1975-06-26
1.5757418870925903,1975-06-27
1.5823626518249512,1975-06-30
1.5558793544769287,1975-07-01
1.5492596626281738,1975-07-02
1.5525693893432617,1975-07-03
1.536016821861267,1975-07-07
1.5161552429199219,1975-07-08
1.5293959379196167,1975-07-09
1.5293959379196167,1975-07-10
1.5757418870925903,1975-07-11
1.5757418870925903,1975-07-14
1.5856733322143555,1975-07-15
1.6154661178588867,1975-07-16
1.5922938585281372,1975-07-17
1.5823626518249512,1975-07-18
1.5823626518249512,1975-07-21
1.5823626518249512,1975-07-22
1.5492596626281738,1975-07-23
1.5492596626281738,1975-07-24
1.5293959379196167,1975-07-25
1.5260860919952393,1975-07-28
1.5095341205596924,1975-07-29
1.5128448009490967,1975-07-30
1.5095341205596924,1975-07-31
1.4830503463745117,1975-08-01
1.4333959817886353,1975-08-04
1.4234639406204224,1975-08-05
1.4168431758880615,1975-08-06
1.4367046356201172,1975-08-07
1.4267748594284058,1975-08-08
1.4102230072021484,1975-08-11
1.4367046356201172,1975-08-12
1.4300851821899414,1975-08-13
1.4300851821899414,1975-08-14
1.4499471187591553,1975-08-15
1.4300851821899414,1975-08-18
1.3539460897445679,1975-08-19
1.3440148830413818,1975-08-20
1.3175323009490967,1975-08-21
1.3241524696350098,1975-08-22
1.3175323009490967,1975-08-25
1.2910492420196533,1975-08-26
1.2778077125549316,1975-08-27
1.3042906522750854,1975-08-28
1.3241524696350098,1975-08-29
1.3175323009490967,1975-09-02
1.3142212629318237,1975-09-03
1.3009798526763916,1975-09-04
1.2976702451705933,1975-09-05
1.2976702451705933,1975-09-08
1.3042906522750854,1975-09-09
1.2910492420196533,1975-09-10
1.3042906522750854,1975-09-11
1.3109116554260254,1975-09-12
1.3241524696350098,1975-09-15
1.3241524696350098,1975-09-16
1.3572558164596558,1975-09-17
1.3837398290634155,1975-09-18
1.4565675258636475,1975-09-19
1.4532580375671387,1975-09-22
1.4234639406204224,1975-09-23
1.4168431758880615,1975-09-24
1.4168431758880615,1975-09-25
1.4433268308639526,1975-09-26
1.4367046356201172,1975-09-29
1.4367046356201172,1975-09-30
1.4168431758880615,1975-10-01
1.4433268308639526,1975-10-02
1.4532580375671387,1975-10-03
1.4499471187591553,1975-10-06
1.4333959817886353,1975-10-07
1.4499471187591553,1975-10-08
1.4499471187591553,1975-10-09
1.4300851821899414,1975-10-10
1.4300851821899414,1975-10-13
1.4565675258636475,1975-10-14
1.4830503463745117,1975-10-15
1.5095341205596924,1975-10-16
1.476430892944336,1975-10-17
1.4962921142578125,1975-10-20
1.4962921142578125,1975-10-21
1.5227752923965454,1975-10-22
1.5095341205596924,1975-10-23
1.5293959379196167,1975-10-24
1.536016821861267,1975-10-27
1.5691215991973877,1975-10-28
1.5558793544769287,1975-10-29
1.536016821861267,1975-10-30
1.5393282175064087,1975-10-31
1.5227752923965454,1975-11-03
1.5260860919952393,1975-11-04
1.5492596626281738,1975-11-05
1.5492596626281738,1975-11-06
1.536016821861267,1975-11-07
1.5293959379196167,1975-11-10
1.5293959379196167,1975-11-11
1.5492596626281738,1975-11-12
1.5525693893432617,1975-11-13
1.5426374673843384,1975-11-14
1.5691215991973877,1975-11-17
1.5492596626281738,1975-11-18
1.5459480285644531,1975-11-19
1.536016821861267,1975-11-20
1.536016821861267,1975-11-21
1.5492596626281738,1975-11-24
1.5724319219589233,1975-11-25
1.5724319219589233,1975-11-26
1.559190034866333,1975-11-28
1.536016821861267,1975-12-01
1.5227752923965454,1975-12-02
1.4962921142578125,1975-12-03
1.5095341205596924,1975-12-04
1.5062243938446045,1975-12-05
1.4962921142578125,1975-12-08
1.5095341205596924,1975-12-09
1.5062243938446045,1975-12-10
1.4929825067520142,1975-12-11
1.499603033065796,1975-12-12
1.5029127597808838,1975-12-15
1.5029127597808838,1975-12-16
1.5227752923965454,1975-12-17
1.5459480285644531,1975-12-18
1.5426374673843384,1975-12-19
1.5393282175064087,1975-12-22
1.536016821861267,1975-12-23
1.5393282175064087,1975-12-24
1.5558793544769287,1975-12-26
1.5260860919952393,1975-12-29
1.5327069759368896,1975-12-30
1.5426374673843384,1975-12-31
1.536016821861267,1976-01-02
1.559190034866333,1976-01-05
1.5691215991973877,1976-01-06
1.565810203552246,1976-01-07
1.5889840126037598,1976-01-08
1.5823626518249512,1976-01-09
1.5823626518249512,1976-01-12
1.5922938585281372,1976-01-13
1.6154661178588867,1976-01-14
1.6220868825912476,1976-01-15
1.6121551990509033,1976-01-16
1.602224349975586,1976-01-19
1.6220868825912476,1976-01-20
1.5989142656326294,1976-01-21
1.5757418870925903,1976-01-22
1.5790525674819946,1976-01-23
1.5989142656326294,1976-01-26
1.5856733322143555,1976-01-27
1.5757418870925903,1976-01-28
1.5558793544769287,1976-01-29
1.5625008344650269,1976-01-30
1.5492596626281738,1976-02-02
1.5823626518249512,1976-02-03
1.6154661178588867,1976-02-04
1.6154661178588867,1976-02-05
1.5757418870925903,1976-02-06
1.5956041812896729,1976-02-09
1.5889840126037598,1976-02-10
1.6154661178588867,1976-02-11
1.6154661178588867,1976-02-12
1.5823626518249512,1976-02-13
1.602224349975586,1976-02-17
1.6187763214111328,1976-02-18
1.6088448762893677,1976-02-19
1.6088448762893677,1976-02-20
1.602224349975586,1976-02-23
1.5889840126037598,1976-02-24
1.5823626518249512,1976-02-25
1.5757418870925903,1976-02-26
1.536016821861267,1976-02-27
1.536016821861267,1976-03-01
1.5492596626281738,1976-03-02
1.5293959379196167,1976-03-03
1.5293959379196167,1976-03-04
1.5029127597808838,1976-03-05
1.4731199741363525,1976-03-08
1.4830503463745117,1976-03-09
1.4830503463745117,1976-03-10
1.4664990901947021,1976-03-11
1.4731199741363525,1976-03-12
1.4565675258636475,1976-03-15
1.4631887674331665,1976-03-16
1.4234639406204224,1976-03-17
1.3969810009002686,1976-03-18
1.4400159120559692,1976-03-19
1.4532580375671387,1976-03-22
1.4433268308639526,1976-03-23
1.4367046356201172,1976-03-24
1.4367046356201172,1976-03-25
1.4499471187591553,1976-03-26
1.4234639406204224,1976-03-29
1.3969810009002686,1976-03-30
1.4036020040512085,1976-03-31
1.4168431758880615,1976-04-01
1.4367046356201172,1976-04-02
1.4565675258636475,1976-04-05
1.476430892944336,1976-04-06
1.4863613843917847,1976-04-07
1.4863613843917847,1976-04-08
1.4896721839904785,1976-04-09
1.4962921142578125,1976-04-12
1.5327069759368896,1976-04-13
1.5525693893432617,1976-04-14
1.536016821861267,1976-04-15
1.5492596626281738,1976-04-19
1.5625008344650269,1976-04-20
1.5625008344650269,1976-04-21
1.5426374673843384,1976-04-22
1.5227752923965454,1976-04-23
1.5293959379196167,1976-04-26
1.5293959379196167,1976-04-27
1.5029127597808838,1976-04-28
1.4962921142578125,1976-04-29
1.5095341205596924,1976-04-30
1.476430892944336,1976-05-03
1.4797413349151611,1976-05-04
1.476430892944336,1976-05-05
1.469809651374817,1976-05-06
1.4598788022994995,1976-05-07
1.469809651374817,1976-05-10
1.4631887674331665,1976-05-11
1.4664990901947021,1976-05-12
1.4565675258636475,1976-05-13
1.4499471187591553,1976-05-14
1.4367046356201172,1976-05-17
1.4367046356201172,1976-05-18
1.4300851821899414,1976-05-19
1.4565675258636475,1976-05-20
1.4433268308639526,1976-05-21
1.4267748594284058,1976-05-24
1.4300851821899414,1976-05-25
1.4234639406204224,1976-05-26
1.4499471187591553,1976-05-27
1.4631887674331665,1976-05-28
1.4830503463745117,1976-06-01
1.5161552429199219,1976-06-02
1.4863613843917847,1976-06-03
1.4896721839904785,1976-06-04
1.5062243938446045,1976-06-07
1.5029127597808838,1976-06-08
1.4830503463745117,1976-06-09
1.469809651374817,1976-06-10
1.4830503463745117,1976-06-11
1.5029127597808838,1976-06-14
1.5161552429199219,1976-06-15
1.5426374673843384,1976-06-16
1.5492596626281738,1976-06-17
1.5625008344650269,1976-06-18
1.5691215991973877,1976-06-21
1.5625008344650269,1976-06-22
1.5293959379196167,1976-06-23
1.5426374673843384,1976-06-24
1.5492596626281738,1976-06-25
1.5492596626281738,1976-06-28
1.5327069759368896,1976-06-29
1.5293959379196167,1976-06-30
1.5426374673843384,1976-07-01
1.5095341205596924,1976-07-02
1.4962921142578125,1976-07-06
1.4896721839904785,1976-07-07
1.5029127597808838,1976-07-08
1.4830503463745117,1976-07-09
1.4896721839904785,1976-07-12
1.4962921142578125,1976-07-13
1.5029127597808838,1976-07-14
1.4962921142578125,1976-07-15
1.5062243938446045,1976-07-16
1.5029127597808838,1976-07-19
1.4929825067520142,1976-07-20
1.4929825067520142,1976-07-21
1.4962921142578125,1976-07-22
1.5029127597808838,1976-07-23
1.5095341205596924,1976-07-26
1.499603033065796,1976-07-27
1.5029127597808838,1976-07-28
1.4962921142578125,1976-07-29
1.4962921142578125,1976-07-30
1.4929825067520142,1976-08-02
1.4896721839904785,1976-08-03
1.4830503463745117,1976-08-04
1.4962921142578125,1976-08-05
1.4830503463745117,1976-08-06
1.5095341205596924,1976-08-09
1.499603033065796,1976-08-10
1.5095341205596924,1976-08-11
1.5095341205596924,1976-08-12
1.5095341205596924,1976-08-13
