MAA,Date
4.662348747253418,1994-10-03
4.662348747253418,1994-10-04
4.638561248779297,1994-10-05
4.590983867645264,1994-10-06
4.543409824371338,1994-10-07
4.543409824371338,1994-10-10
4.56719446182251,1994-10-11
4.543409824371338,1994-10-12
4.828858375549316,1994-10-13
4.852649688720703,1994-10-14
4.852649688720703,1994-10-17
4.891391277313232,1994-10-18
4.891391277313232,1994-10-19
4.842960834503174,1994-10-20
4.818746089935303,1994-10-21
4.842960834503174,1994-10-24
4.818746089935303,1994-10-25
4.79453182220459,1994-10-26
4.842960834503174,1994-10-27
4.842960834503174,1994-10-28
4.818746089935303,1994-10-31
4.842960834503174,1994-11-01
4.818746089935303,1994-11-02
4.818746089935303,1994-11-03
4.79453182220459,1994-11-04
4.673455238342285,1994-11-07
4.746104717254639,1994-11-08
4.818746089935303,1994-11-09
4.79453182220459,1994-11-10
4.867178440093994,1994-11-11
4.79453182220459,1994-11-14
4.79453182220459,1994-11-15
4.770315647125244,1994-11-16
4.673455238342285,1994-11-17
4.746104717254639,1994-11-18
4.770315647125244,1994-11-21
4.770315647125244,1994-11-22
4.746104717254639,1994-11-23
4.770315647125244,1994-11-25
4.746104717254639,1994-11-28
4.770315647125244,1994-11-29
4.746104717254639,1994-11-30
4.770315647125244,1994-12-01
4.721887111663818,1994-12-02
4.770315647125244,1994-12-05
4.746104717254639,1994-12-06
4.649240493774414,1994-12-07
4.57659912109375,1994-12-08
4.57659912109375,1994-12-09
4.552385330200195,1994-12-12
4.552385330200195,1994-12-13
4.503954887390137,1994-12-14
4.625026702880859,1994-12-15
4.746104717254639,1994-12-16
4.746104717254639,1994-12-19
4.746104717254639,1994-12-20
4.746104717254639,1994-12-21
4.867178440093994,1994-12-22
4.867178440093994,1994-12-23
4.915602207183838,1994-12-27
4.867178440093994,1994-12-28
4.891391277313232,1994-12-29
5.181968688964844,1994-12-30
5.181968688964844,1995-01-03
5.1577534675598145,1995-01-04
5.133541107177734,1995-01-05
5.109323978424072,1995-01-06
5.036677360534668,1995-01-09
5.0124640464782715,1995-01-10
5.0124640464782715,1995-01-11
4.9882493019104,1995-01-12
4.964035511016846,1995-01-13
4.964035511016846,1995-01-16
4.9887309074401855,1995-01-17
4.964036464691162,1995-01-18
4.964036464691162,1995-01-19
4.9393391609191895,1995-01-20
4.914641380310059,1995-01-23
4.889945030212402,1995-01-24
4.9393391609191895,1995-01-25
4.964036464691162,1995-01-26
4.9393391609191895,1995-01-27
4.964036464691162,1995-01-30
4.9887309074401855,1995-01-31
4.889945030212402,1995-02-01
4.9393391609191895,1995-02-02
4.9393391609191895,1995-02-03
4.9887309074401855,1995-02-06
4.964036464691162,1995-02-07
4.9393391609191895,1995-02-08
4.9393391609191895,1995-02-09
5.136911392211914,1995-02-10
5.285092353820801,1995-02-13
5.260395050048828,1995-02-14
5.285092353820801,1995-02-15
5.186303615570068,1995-02-16
5.16160774230957,1995-02-17
5.16160774230957,1995-02-21
5.16160774230957,1995-02-22
5.112214088439941,1995-02-23
5.112214088439941,1995-02-24
5.16160774230957,1995-02-27
5.087517261505127,1995-02-28
4.9887309074401855,1995-03-01
4.9887309074401855,1995-03-02
4.964036464691162,1995-03-03
5.013427257537842,1995-03-06
5.038126468658447,1995-03-07
5.062823295593262,1995-03-08
5.062823295593262,1995-03-09
5.087517261505127,1995-03-10
5.038126468658447,1995-03-13
4.9887309074401855,1995-03-14
4.964036464691162,1995-03-15
4.9887309074401855,1995-03-16
4.9887309074401855,1995-03-17
4.9887309074401855,1995-03-20
4.964036464691162,1995-03-21
4.9887309074401855,1995-03-22
4.9887309074401855,1995-03-23
4.9887309074401855,1995-03-24
5.087517261505127,1995-03-27
5.112214088439941,1995-03-28
5.136911392211914,1995-03-29
5.136911392211914,1995-03-30
5.087517261505127,1995-03-31
5.21100378036499,1995-04-03
5.21100378036499,1995-04-04
5.21100378036499,1995-04-05
5.186303615570068,1995-04-06
5.087517261505127,1995-04-07
5.038126468658447,1995-04-10
5.112214088439941,1995-04-11
5.136911392211914,1995-04-12
5.16160774230957,1995-04-13
5.26232385635376,1995-04-17
5.2371416091918945,1995-04-18
5.2371416091918945,1995-04-19
5.211966037750244,1995-04-20
5.211966037750244,1995-04-21
5.136428356170654,1995-04-24
5.060895919799805,1995-04-25
5.0860724449157715,1995-04-26
5.010538101196289,1995-04-27
5.0357136726379395,1995-04-28
5.0860724449157715,1995-05-01
5.0860724449157715,1995-05-02
5.0860724449157715,1995-05-03
5.1112518310546875,1995-05-04
5.060895919799805,1995-05-05
5.0860724449157715,1995-05-08
5.2371416091918945,1995-05-09
5.26232385635376,1995-05-10
5.28749942779541,1995-05-11
5.28749942779541,1995-05-12
5.2371416091918945,1995-05-15
5.26232385635376,1995-05-16
5.211966037750244,1995-05-17
5.136428356170654,1995-05-18
5.16160774230957,1995-05-19
5.136428356170654,1995-05-22
5.060895919799805,1995-05-23
5.060895919799805,1995-05-24
5.1112518310546875,1995-05-25
5.0357136726379395,1995-05-26
5.0860724449157715,1995-05-30
5.060895919799805,1995-05-31
5.010538101196289,1995-06-01
5.0357136726379395,1995-06-02
5.0357136726379395,1995-06-05
5.0860724449157715,1995-06-06
5.1112518310546875,1995-06-07
5.1112518310546875,1995-06-08
5.1112518310546875,1995-06-09
5.1112518310546875,1995-06-12
5.1112518310546875,1995-06-13
5.136428356170654,1995-06-14
5.136428356170654,1995-06-15
5.16160774230957,1995-06-16
5.136428356170654,1995-06-19
5.16160774230957,1995-06-20
5.186788082122803,1995-06-21
5.136428356170654,1995-06-22
5.136428356170654,1995-06-23
5.1112518310546875,1995-06-26
5.162623405456543,1995-06-27
5.162623405456543,1995-06-28
5.13693380355835,1995-06-29
5.13693380355835,1995-06-30
5.13693380355835,1995-07-03
5.111252307891846,1995-07-05
5.13693380355835,1995-07-06
5.162623405456543,1995-07-07
5.162623405456543,1995-07-10
5.188304424285889,1995-07-11
5.111252307891846,1995-07-12
5.111252307891846,1995-07-13
5.162623405456543,1995-07-14
5.13693380355835,1995-07-17
5.188304424285889,1995-07-18
5.162623405456543,1995-07-19
5.13693380355835,1995-07-20
5.13693380355835,1995-07-21
5.13693380355835,1995-07-24
5.13693380355835,1995-07-25
5.188304424285889,1995-07-26
5.162623405456543,1995-07-27
5.162623405456543,1995-07-28
5.13693380355835,1995-07-31
5.13693380355835,1995-08-01
5.13693380355835,1995-08-02
5.162623405456543,1995-08-03
5.13693380355835,1995-08-04
5.162623405456543,1995-08-07
5.213991165161133,1995-08-08
5.213991165161133,1995-08-09
5.316728115081787,1995-08-10
5.39378023147583,1995-08-11
5.2653584480285645,1995-08-14
5.291045665740967,1995-08-15
5.2653584480285645,1995-08-16
5.291045665740967,1995-08-17
5.2653584480285645,1995-08-18
5.316728115081787,1995-08-21
5.342411041259766,1995-08-22
5.368099212646484,1995-08-23
5.291045665740967,1995-08-24
5.342411041259766,1995-08-25
5.291045665740967,1995-08-28
5.2653584480285645,1995-08-29
5.2653584480285645,1995-08-30
5.2653584480285645,1995-08-31
5.368099212646484,1995-09-01
5.342411041259766,1995-09-05
5.39378023147583,1995-09-06
5.342411041259766,1995-09-07
5.239674091339111,1995-09-08
5.239674091339111,1995-09-11
5.239674091339111,1995-09-12
5.213991165161133,1995-09-13
5.213991165161133,1995-09-14
5.213991165161133,1995-09-15
5.213991165161133,1995-09-18
5.188304424285889,1995-09-19
5.162623405456543,1995-09-20
5.13693380355835,1995-09-21
4.982825756072998,1995-09-22
5.059882164001465,1995-09-25
5.034195899963379,1995-09-26
5.034195899963379,1995-09-27
5.08556604385376,1995-09-28
5.08556604385376,1995-09-29
5.08556604385376,1995-10-02
5.034195899963379,1995-10-03
5.034195899963379,1995-10-04
5.034195899963379,1995-10-05
4.982825756072998,1995-10-06
4.957141399383545,1995-10-09
5.008513927459717,1995-10-10
5.008513927459717,1995-10-11
5.111252307891846,1995-10-12
5.111252307891846,1995-10-13
5.111252307891846,1995-10-16
5.13693380355835,1995-10-17
5.13693380355835,1995-10-18
5.111252307891846,1995-10-19
5.006405830383301,1995-10-20
5.058826923370361,1995-10-23
5.032615661621094,1995-10-24
5.006405830383301,1995-10-25
4.822924613952637,1995-10-26
4.796714782714844,1995-10-27
4.822924613952637,1995-10-30
4.822924613952637,1995-10-31
4.822924613952637,1995-11-01
4.744290828704834,1995-11-02
4.744290828704834,1995-11-03
4.744290828704834,1995-11-06
4.770500183105469,1995-11-07
4.770500183105469,1995-11-08
4.770500183105469,1995-11-09
4.770500183105469,1995-11-10
4.665657043457031,1995-11-13
4.613231658935547,1995-11-14
4.560809135437012,1995-11-15
4.665657043457031,1995-11-16
4.796714782714844,1995-11-17
4.770500183105469,1995-11-20
4.718079090118408,1995-11-21
4.69186544418335,1995-11-22
4.718079090118408,1995-11-24
4.744290828704834,1995-11-27
4.744290828704834,1995-11-28
4.718079090118408,1995-11-29
4.744290828704834,1995-11-30
4.796714782714844,1995-12-01
4.980194091796875,1995-12-04
5.006405830383301,1995-12-05
4.953981399536133,1995-12-06
4.822924613952637,1995-12-07
4.92777156829834,1995-12-08
4.92777156829834,1995-12-11
4.953981399536133,1995-12-12
5.006405830383301,1995-12-13
5.189886569976807,1995-12-14
5.111252307891846,1995-12-15
5.163675308227539,1995-12-18
5.242306709289551,1995-12-19
5.163675308227539,1995-12-20
5.216097354888916,1995-12-21
5.268522262573242,1995-12-22
5.242306709289551,1995-12-26
5.294729709625244,1995-12-27
5.216097354888916,1995-12-28
5.189886569976807,1995-12-29
5.242306709289551,1996-01-02
5.242306709289551,1996-01-03
5.189886569976807,1996-01-04
5.242306709289551,1996-01-05
5.242306709289551,1996-01-08
5.242306709289551,1996-01-09
5.268522262573242,1996-01-10
5.268522262573242,1996-01-11
5.320943355560303,1996-01-12
5.294729709625244,1996-01-15
5.294729709625244,1996-01-16
5.320943355560303,1996-01-17
5.320943355560303,1996-01-18
5.294729709625244,1996-01-19
5.296874523162842,1996-01-22
5.243368148803711,1996-01-23
5.270120143890381,1996-01-24
5.136358737945557,1996-01-25
5.296874523162842,1996-01-26
5.270120143890381,1996-01-29
5.270120143890381,1996-01-30
5.350374698638916,1996-01-31
5.350374698638916,1996-02-01
5.4038801193237305,1996-02-02
5.457386493682861,1996-02-05
5.457386493682861,1996-02-06
5.484134674072266,1996-02-07
5.537639617919922,1996-02-08
5.617894172668457,1996-02-09
5.644646167755127,1996-02-12
5.698150634765625,1996-02-13
5.671397686004639,1996-02-14
5.644646167755127,1996-02-15
5.617894172668457,1996-02-16
5.457386493682861,1996-02-20
5.484134674072266,1996-02-21
5.510887622833252,1996-02-22
5.350374698638916,1996-02-23
5.457386493682861,1996-02-26
5.457386493682861,1996-02-27
5.457386493682861,1996-02-28
5.3771281242370605,1996-02-29
5.457386493682861,1996-03-01
5.430631160736084,1996-03-04
5.537639617919922,1996-03-05
5.671397686004639,1996-03-06
5.644646167755127,1996-03-07
5.510887622833252,1996-03-08
5.457386493682861,1996-03-11
5.484134674072266,1996-03-12
5.564391136169434,1996-03-13
5.564391136169434,1996-03-14
5.564391136169434,1996-03-15
5.59114408493042,1996-03-18
5.617894172668457,1996-03-19
5.617894172668457,1996-03-20
5.564391136169434,1996-03-21
5.537639617919922,1996-03-22
5.537639617919922,1996-03-25
5.484134674072266,1996-03-26
5.457386493682861,1996-03-27
5.484134674072266,1996-03-28
5.510887622833252,1996-03-29
5.4038801193237305,1996-04-01
5.484134674072266,1996-04-02
5.510887622833252,1996-04-03
5.510887622833252,1996-04-04
5.457386493682861,1996-04-08
5.4038801193237305,1996-04-09
5.3771281242370605,1996-04-10
5.3771281242370605,1996-04-11
5.457386493682861,1996-04-12
5.457386493682861,1996-04-15
5.457386493682861,1996-04-16
5.510887622833252,1996-04-17
5.59114408493042,1996-04-18
5.675179958343506,1996-04-19
5.675179958343506,1996-04-22
5.75703239440918,1996-04-23
5.729747772216797,1996-04-24
5.8116021156311035,1996-04-25
5.729747772216797,1996-04-26
5.75703239440918,1996-04-29
5.75703239440918,1996-04-30
5.75703239440918,1996-05-01
5.729747772216797,1996-05-02
5.702465534210205,1996-05-03
5.729747772216797,1996-05-06
5.729747772216797,1996-05-07
5.729747772216797,1996-05-08
5.729747772216797,1996-05-09
5.75703239440918,1996-05-10
5.75703239440918,1996-05-13
5.729747772216797,1996-05-14
5.729747772216797,1996-05-15
5.729747772216797,1996-05-16
5.729747772216797,1996-05-17
5.702465534210205,1996-05-20
5.729747772216797,1996-05-21
5.729747772216797,1996-05-22
5.675179958343506,1996-05-23
5.702465534210205,1996-05-24
5.647895812988281,1996-05-28
5.620611190795898,1996-05-29
5.511472702026367,1996-05-30
5.511472702026367,1996-05-31
5.511472702026367,1996-06-03
5.511472702026367,1996-06-04
5.593325614929199,1996-06-05
5.620611190795898,1996-06-06
5.593325614929199,1996-06-07
5.593325614929199,1996-06-10
5.620611190795898,1996-06-11
5.729747772216797,1996-06-12
5.729747772216797,1996-06-13
5.729747772216797,1996-06-14
5.729747772216797,1996-06-17
5.729747772216797,1996-06-18
5.702465534210205,1996-06-19
5.620611190795898,1996-06-20
5.647895812988281,1996-06-21
5.647895812988281,1996-06-24
5.620611190795898,1996-06-25
5.566041946411133,1996-06-26
5.538753986358643,1996-06-27
5.538753986358643,1996-06-28
5.593325614929199,1996-07-01
5.566041946411133,1996-07-02
5.593325614929199,1996-07-03
5.593325614929199,1996-07-05
5.593325614929199,1996-07-08
5.593325614929199,1996-07-09
5.620611190795898,1996-07-10
5.647895812988281,1996-07-11
5.647895812988281,1996-07-12
5.620611190795898,1996-07-15
5.593325614929199,1996-07-16
5.620611190795898,1996-07-17
5.593325614929199,1996-07-18
5.620611190795898,1996-07-19
5.65067195892334,1996-07-22
5.65067195892334,1996-07-23
5.595001220703125,1996-07-24
5.65067195892334,1996-07-25
5.622838497161865,1996-07-26
5.678511619567871,1996-07-29
5.65067195892334,1996-07-30
5.65067195892334,1996-07-31
5.65067195892334,1996-08-01
5.622838497161865,1996-08-02
5.567164421081543,1996-08-05
5.567164421081543,1996-08-06
5.511496067047119,1996-08-07
5.539328098297119,1996-08-08
5.539328098297119,1996-08-09
5.483659744262695,1996-08-12
5.400151252746582,1996-08-13
5.427984237670898,1996-08-14
5.316646099090576,1996-08-15
5.316646099090576,1996-08-16
5.344475746154785,1996-08-19
5.316646099090576,1996-08-20
5.344475746154785,1996-08-21
5.316646099090576,1996-08-22
5.316646099090576,1996-08-23
5.344475746154785,1996-08-26
5.344475746154785,1996-08-27
5.372315406799316,1996-08-28
5.372315406799316,1996-08-29
5.400151252746582,1996-08-30
5.400151252746582,1996-09-03
5.400151252746582,1996-09-04
5.372315406799316,1996-09-05
5.400151252746582,1996-09-06
5.372315406799316,1996-09-09
5.400151252746582,1996-09-10
5.400151252746582,1996-09-11
5.400151252746582,1996-09-12
5.372315406799316,1996-09-13
5.455822467803955,1996-09-16
5.539328098297119,1996-09-17
5.372315406799316,1996-09-18
5.455822467803955,1996-09-19
5.427984237670898,1996-09-20
5.427984237670898,1996-09-23
5.455822467803955,1996-09-24
5.455822467803955,1996-09-25
5.483659744262695,1996-09-26
5.483659744262695,1996-09-27
5.595001220703125,1996-09-30
5.567164421081543,1996-10-01
5.511496067047119,1996-10-02
5.539328098297119,1996-10-03
5.65067195892334,1996-10-04
5.595001220703125,1996-10-07
5.65067195892334,1996-10-08
5.622838497161865,1996-10-09
5.65067195892334,1996-10-10
5.678511619567871,1996-10-11
5.789852142333984,1996-10-14
5.789852142333984,1996-10-15
5.845524787902832,1996-10-16
5.873359680175781,1996-10-17
5.901196479797363,1996-10-18
5.873359680175781,1996-10-21
5.790478706359863,1996-10-22
5.762091636657715,1996-10-23
5.733706951141357,1996-10-24
5.762091636657715,1996-10-25
5.762091636657715,1996-10-28
5.733706951141357,1996-10-29
5.620170593261719,1996-10-30
5.762091636657715,1996-10-31
5.733706951141357,1996-11-01
5.733706951141357,1996-11-04
5.762091636657715,1996-11-05
5.790478706359863,1996-11-06
5.875630855560303,1996-11-07
5.818859100341797,1996-11-08
5.762091636657715,1996-11-11
5.790478706359863,1996-11-12
5.790478706359863,1996-11-13
5.818859100341797,1996-11-14
5.84724760055542,1996-11-15
5.84724760055542,1996-11-18
5.875630855560303,1996-11-19
5.875630855560303,1996-11-20
5.790478706359863,1996-11-21
5.818859100341797,1996-11-22
5.790478706359863,1996-11-25
5.762091636657715,1996-11-26
5.790478706359863,1996-11-27
5.790478706359863,1996-11-29
5.818859100341797,1996-12-02
5.790478706359863,1996-12-03
5.818859100341797,1996-12-04
5.818859100341797,1996-12-05
5.84724760055542,1996-12-06
5.960784435272217,1996-12-09
6.1594767570495605,1996-12-10
6.187861919403076,1996-12-11
6.187861919403076,1996-12-12
6.187861919403076,1996-12-13
6.1594767570495605,1996-12-16
6.1594767570495605,1996-12-17
6.1594767570495605,1996-12-18
6.1594767570495605,1996-12-19
6.1594767570495605,1996-12-20
6.187861919403076,1996-12-23
6.21624755859375,1996-12-24
6.301402568817139,1996-12-26
6.443325042724609,1996-12-27
6.471707344055176,1996-12-30
6.556860446929932,1996-12-31
6.4149394035339355,1997-01-02
6.329785346984863,1997-01-03
6.301402568817139,1997-01-06
6.329785346984863,1997-01-07
6.329785346984863,1997-01-08
6.329785346984863,1997-01-09
6.329785346984863,1997-01-10
6.386555194854736,1997-01-13
6.471707344055176,1997-01-14
6.443325042724609,1997-01-15
6.471707344055176,1997-01-16
6.471707344055176,1997-01-17
6.471707344055176,1997-01-20
6.585249423980713,1997-01-21
6.651177883148193,1997-01-22
6.622260570526123,1997-01-23
6.535506725311279,1997-01-24
6.448754787445068,1997-01-27
6.506590366363525,1997-01-28
6.622260570526123,1997-01-29
6.680096626281738,1997-01-30
6.737934112548828,1997-01-31
6.737934112548828,1997-02-03
6.766854763031006,1997-02-04
6.622260570526123,1997-02-05
6.680096626281738,1997-02-06
6.766854763031006,1997-02-07
6.853609085083008,1997-02-10
6.737934112548828,1997-02-11
6.824689865112305,1997-02-12
6.737934112548828,1997-02-13
6.766854763031006,1997-02-14
6.795774459838867,1997-02-18
6.824689865112305,1997-02-19
6.824689865112305,1997-02-20
6.709019184112549,1997-02-21
6.795774459838867,1997-02-24
6.824689865112305,1997-02-25
6.709019184112549,1997-02-26
6.737934112548828,1997-02-27
6.709019184112549,1997-02-28
6.795774459838867,1997-03-03
6.795774459838867,1997-03-04
6.709019184112549,1997-03-05
6.535506725311279,1997-03-06
6.651177883148193,1997-03-07
6.651177883148193,1997-03-10
6.651177883148193,1997-03-11
6.651177883148193,1997-03-12
6.651177883148193,1997-03-13
6.781311988830566,1997-03-14
6.766854763031006,1997-03-17
6.737934112548828,1997-03-18
6.680096626281738,1997-03-19
6.680096626281738,1997-03-20
6.680096626281738,1997-03-21
6.622260570526123,1997-03-24
6.593344211578369,1997-03-25
6.651177883148193,1997-03-26
6.622260570526123,1997-03-27
6.477670669555664,1997-03-31
6.361999988555908,1997-04-01
6.448754787445068,1997-04-02
6.419838905334473,1997-04-03
6.535506725311279,1997-04-04
6.535506725311279,1997-04-07
6.448754787445068,1997-04-08
6.477670669555664,1997-04-09
6.506590366363525,1997-04-10
6.535506725311279,1997-04-11
6.477670669555664,1997-04-14
6.477670669555664,1997-04-15
6.419838905334473,1997-04-16
6.304164409637451,1997-04-17
6.304164409637451,1997-04-18
6.282927513122559,1997-04-21
6.135439872741699,1997-04-22
6.135439872741699,1997-04-23
6.105941295623779,1997-04-24
6.076445579528809,1997-04-25
6.105941295623779,1997-04-28
6.135439872741699,1997-04-29
6.105941295623779,1997-04-30
6.135439872741699,1997-05-01
6.135439872741699,1997-05-02
6.105941295623779,1997-05-05
6.105941295623779,1997-05-06
6.135439872741699,1997-05-07
6.135439872741699,1997-05-08
6.1649370193481445,1997-05-09
6.2239274978637695,1997-05-12
6.253425598144531,1997-05-13
6.3124260902404785,1997-05-14
6.430411338806152,1997-05-15
6.282927513122559,1997-05-16
6.282927513122559,1997-05-19
6.282927513122559,1997-05-20
6.282927513122559,1997-05-21
6.253425598144531,1997-05-22
6.2239274978637695,1997-05-23
6.2239274978637695,1997-05-27
6.253425598144531,1997-05-28
6.2239274978637695,1997-05-29
6.282927513122559,1997-05-30
6.253425598144531,1997-06-02
6.253425598144531,1997-06-03
6.341921806335449,1997-06-04
6.341921806335449,1997-06-05
6.3124260902404785,1997-06-06
6.341921806335449,1997-06-09
6.3124260902404785,1997-06-10
6.282927513122559,1997-06-11
6.489407539367676,1997-06-12
6.5779008865356445,1997-06-13
6.636892795562744,1997-06-16
6.666388988494873,1997-06-17
6.636892795562744,1997-06-18
6.725383281707764,1997-06-19
6.725383281707764,1997-06-20
6.725383281707764,1997-06-23
6.784377574920654,1997-06-24
6.725383281707764,1997-06-25
6.725383281707764,1997-06-26
6.666388988494873,1997-06-27
6.622140407562256,1997-06-30
6.725383281707764,1997-07-01
6.695889472961426,1997-07-02
6.695889472961426,1997-07-03
6.666388988494873,1997-07-07
6.681142807006836,1997-07-08
6.666388988494873,1997-07-09
6.607392311096191,1997-07-10
6.622140407562256,1997-07-11
6.695889472961426,1997-07-14
6.666388988494873,1997-07-15
6.725383281707764,1997-07-16
6.754881381988525,1997-07-17
6.769631385803223,1997-07-18
6.666388988494873,1997-07-21
6.704876899719238,1997-07-22
6.719908237457275,1997-07-23
6.749973297119141,1997-07-24
6.659773826599121,1997-07-25
6.554544448852539,1997-07-28
6.614678859710693,1997-07-29
6.599645137786865,1997-07-30
6.629709720611572,1997-07-31
6.629709720611572,1997-08-01
6.56957483291626,1997-08-04
6.719908237457275,1997-08-05
6.614678859710693,1997-08-06
6.704876899719238,1997-08-07
6.704876899719238,1997-08-08
6.689843654632568,1997-08-11
6.719908237457275,1997-08-12
6.659773826599121,1997-08-13
6.584611415863037,1997-08-14
6.599645137786865,1997-08-15
6.629709720611572,1997-08-18
6.614678859710693,1997-08-19
6.614678859710693,1997-08-20
6.614678859710693,1997-08-21
6.614678859710693,1997-08-22
6.599645137786865,1997-08-25
6.509442329406738,1997-08-26
6.494406700134277,1997-08-27
6.524474143981934,1997-08-28
6.599645137786865,1997-08-29
6.719908237457275,1997-09-02
6.689843654632568,1997-09-03
6.855207443237305,1997-09-04
6.840173721313477,1997-09-05
6.855207443237305,1997-09-08
6.840173721313477,1997-09-09
6.810114860534668,1997-09-10
6.810114860534668,1997-09-11
6.930373191833496,1997-09-12
6.870242595672607,1997-09-15
6.840173721313477,1997-09-16
6.9003095626831055,1997-09-17
7.050642967224121,1997-09-18
7.095741271972656,1997-09-19
7.095741271972656,1997-09-22
7.261110305786133,1997-09-23
7.291175842285156,1997-09-24
7.185941219329834,1997-09-25
