CTRA,Date
0.9571411609649658,1990-02-08
0.9502055644989014,1990-02-09
0.9432704448699951,1990-02-12
0.9363337159156799,1990-02-13
0.9293981790542603,1990-02-14
0.9085901379585266,1990-02-15
0.9085901379585266,1990-02-16
0.8877836465835571,1990-02-20
0.8877836465835571,1990-02-21
0.9016554355621338,1990-02-22
0.8600406050682068,1990-02-23
0.853104829788208,1990-02-26
0.8600406050682068,1990-02-27
0.8947193622589111,1990-02-28
0.9085901379585266,1990-03-01
0.9155269265174866,1990-03-02
0.9085901379585266,1990-03-05
0.9224623441696167,1990-03-06
0.9155269265174866,1990-03-07
0.9155269265174866,1990-03-08
0.8947193622589111,1990-03-09
0.8669760227203369,1990-03-12
0.8877836465835571,1990-03-13
0.8808478116989136,1990-03-14
0.8808478116989136,1990-03-15
0.9016554355621338,1990-03-16
0.9016554355621338,1990-03-19
0.8808478116989136,1990-03-20
0.8600406050682068,1990-03-21
0.8600406050682068,1990-03-22
0.8669760227203369,1990-03-23
0.8739119172096252,1990-03-26
0.8808478116989136,1990-03-27
0.8808478116989136,1990-03-28
0.8739119172096252,1990-03-29
0.8739119172096252,1990-03-30
0.853104829788208,1990-04-02
0.8669760227203369,1990-04-03
0.8808478116989136,1990-04-04
0.8669760227203369,1990-04-05
0.8739119172096252,1990-04-06
0.8877836465835571,1990-04-09
0.8877836465835571,1990-04-10
0.8739119172096252,1990-04-11
0.8600406050682068,1990-04-12
0.853104829788208,1990-04-16
0.853104829788208,1990-04-17
0.8322967886924744,1990-04-18
0.8253610134124756,1990-04-19
0.8184255361557007,1990-04-20
0.7976182103157043,1990-04-23
0.7768107056617737,1990-04-24
0.7906818389892578,1990-04-25
0.8045533895492554,1990-04-26
0.7906818389892578,1990-04-27
0.7906818389892578,1990-04-30
0.7906818389892578,1990-05-01
0.7906818389892578,1990-05-02
0.7976182103157043,1990-05-03
0.7906818389892578,1990-05-04
0.8045533895492554,1990-05-07
0.7976182103157043,1990-05-08
0.8045533895492554,1990-05-09
0.8045533895492554,1990-05-10
0.8114898800849915,1990-05-11
0.8322967886924744,1990-05-14
0.8253610134124756,1990-05-15
0.853104829788208,1990-05-16
0.8739119172096252,1990-05-17
0.8739119172096252,1990-05-18
0.8877836465835571,1990-05-21
0.8877836465835571,1990-05-22
0.8877836465835571,1990-05-23
0.8877836465835571,1990-05-24
0.876102089881897,1990-05-25
0.8830552697181702,1990-05-29
0.8900082111358643,1990-05-30
0.8900082111358643,1990-05-31
0.8900082111358643,1990-06-01
0.9039148688316345,1990-06-04
0.9108670353889465,1990-06-05
0.9108670353889465,1990-06-06
0.9039148688316345,1990-06-07
0.9108670353889465,1990-06-08
0.9178212285041809,1990-06-11
0.9317269921302795,1990-06-12
0.9247740507125854,1990-06-13
0.9247740507125854,1990-06-14
0.9247740507125854,1990-06-15
0.9317269921302795,1990-06-18
0.9317269921302795,1990-06-19
0.9178212285041809,1990-06-20
0.9247740507125854,1990-06-21
0.9317269921302795,1990-06-22
0.9317269921302795,1990-06-25
0.9108670353889465,1990-06-26
0.9108670353889465,1990-06-27
0.8969613909721375,1990-06-28
0.9108670353889465,1990-06-29
0.9108670353889465,1990-07-02
0.9039148688316345,1990-07-03
0.9039148688316345,1990-07-05
0.9039148688316345,1990-07-06
0.9108670353889465,1990-07-09
0.9108670353889465,1990-07-10
0.9108670353889465,1990-07-11
0.9039148688316345,1990-07-12
0.9317269921302795,1990-07-13
0.9386802911758423,1990-07-16
0.9456339478492737,1990-07-17
0.9386802911758423,1990-07-18
0.9247740507125854,1990-07-19
0.9247740507125854,1990-07-20
0.9108670353889465,1990-07-23
0.9178212285041809,1990-07-24
0.9247740507125854,1990-07-25
0.9108670353889465,1990-07-26
0.9108670353889465,1990-07-27
0.9178212285041809,1990-07-30
0.952586829662323,1990-07-31
0.9595401883125305,1990-08-01
0.9943055510520935,1990-08-02
0.9943055510520935,1990-08-03
0.9943055510520935,1990-08-06
0.9803996682167053,1990-08-07
0.9734461307525635,1990-08-08
0.9687077403068542,1990-08-09
0.961738109588623,1990-08-10
0.9547688961029053,1990-08-13
0.9408308863639832,1990-08-14
0.9478000402450562,1990-08-15
0.9199230074882507,1990-08-16
0.9338618516921997,1990-08-17
0.9408308863639832,1990-08-20
0.9408308863639832,1990-08-21
0.9408308863639832,1990-08-22
0.9268925786018372,1990-08-23
0.9338618516921997,1990-08-24
0.9478000402450562,1990-08-27
0.9478000402450562,1990-08-28
0.9478000402450562,1990-08-29
0.9478000402450562,1990-08-30
0.9547688961029053,1990-08-31
0.9687077403068542,1990-09-04
0.9965834021568298,1990-09-05
0.9896144270896912,1990-09-06
1.0035525560379028,1990-09-07
0.9896144270896912,1990-09-10
0.9965834021568298,1990-09-11
1.0174914598464966,1990-09-12
1.0174914598464966,1990-09-13
1.0035525560379028,1990-09-14
1.0035525560379028,1990-09-17
0.9965834021568298,1990-09-18
1.0035525560379028,1990-09-19
0.9965834021568298,1990-09-20
1.0035525560379028,1990-09-21
1.0174914598464966,1990-09-24
1.0174914598464966,1990-09-25
1.0035525560379028,1990-09-26
1.0105218887329102,1990-09-27
1.0105218887329102,1990-09-28
1.0105218887329102,1990-10-01
1.0035525560379028,1990-10-02
1.0174914598464966,1990-10-03
1.0314303636550903,1990-10-04
1.0035525560379028,1990-10-05
1.0174914598464966,1990-10-08
0.9965834021568298,1990-10-09
0.9965834021568298,1990-10-10
0.9826450347900391,1990-10-11
0.9965834021568298,1990-10-12
0.9965834021568298,1990-10-15
0.9896144270896912,1990-10-16
0.9896144270896912,1990-10-17
0.9756760597229004,1990-10-18
0.9826450347900391,1990-10-19
0.9756760597229004,1990-10-22
0.9756760597229004,1990-10-23
0.9408308863639832,1990-10-24
0.9408308863639832,1990-10-25
0.9408308863639832,1990-10-26
0.961738109588623,1990-10-29
0.9478000402450562,1990-10-30
0.9478000402450562,1990-10-31
0.9478000402450562,1990-11-01
0.9478000402450562,1990-11-02
0.9478000402450562,1990-11-05
0.9408308863639832,1990-11-06
0.961738109588623,1990-11-07
0.9687077403068542,1990-11-08
0.961738109588623,1990-11-09
0.961738109588623,1990-11-12
0.9547688961029053,1990-11-13
0.9500190615653992,1990-11-14
0.9500190615653992,1990-11-15
0.9500190615653992,1990-11-16
0.9570041298866272,1990-11-19
0.9639897346496582,1990-11-20
0.9500190615653992,1990-11-21
0.9500190615653992,1990-11-23
0.9500190615653992,1990-11-26
0.9500190615653992,1990-11-27
0.9290629625320435,1990-11-28
0.9290629625320435,1990-11-29
0.9500190615653992,1990-11-30
0.9500190615653992,1990-12-03
0.922076940536499,1990-12-04
0.922076940536499,1990-12-05
0.922076940536499,1990-12-06
0.9081066250801086,1990-12-07
0.8941348791122437,1990-12-10
0.8941348791122437,1990-12-11
0.8941348791122437,1990-12-12
0.8871498107910156,1990-12-13
0.8871498107910156,1990-12-14
0.8871498107910156,1990-12-17
0.8871498107910156,1990-12-18
0.8941348791122437,1990-12-19
0.8801643252372742,1990-12-20
0.8871498107910156,1990-12-21
0.8871498107910156,1990-12-24
0.8801643252372742,1990-12-26
0.8592081665992737,1990-12-27
0.8871498107910156,1990-12-28
0.8871498107910156,1990-12-31
0.87317955493927,1991-01-02
0.87317955493927,1991-01-03
0.8801643252372742,1991-01-04
0.8452375531196594,1991-01-07
0.8382519483566284,1991-01-08
0.8522229790687561,1991-01-09
0.8452375531196594,1991-01-10
0.8172957301139832,1991-01-11
0.7893537878990173,1991-01-14
0.7963390350341797,1991-01-15
0.7823688387870789,1991-01-16
0.7963390350341797,1991-01-17
0.7963390350341797,1991-01-18
0.7753826975822449,1991-01-21
0.7753826975822449,1991-01-22
0.7753826975822449,1991-01-23
0.7683972120285034,1991-01-24
0.7823688387870789,1991-01-25
0.7753826975822449,1991-01-28
0.7753826975822449,1991-01-29
0.7753826975822449,1991-01-30
0.7683972120285034,1991-01-31
0.7683972120285034,1991-02-01
0.7614123821258545,1991-02-04
0.7544267177581787,1991-02-05
0.7683972120285034,1991-02-06
0.7963390350341797,1991-02-07
0.8242815136909485,1991-02-08
0.8335264325141907,1991-02-11
0.8265225887298584,1991-02-12
0.8335264325141907,1991-02-13
0.8195180892944336,1991-02-14
0.8265225887298584,1991-02-15
0.8195180892944336,1991-02-19
0.8195180892944336,1991-02-20
0.8195180892944336,1991-02-21
0.8265225887298584,1991-02-22
0.8405311703681946,1991-02-25
0.8195180892944336,1991-02-26
0.8615443110466003,1991-02-27
0.8615443110466003,1991-02-28
0.8545401692390442,1991-03-01
0.8895620703697205,1991-03-04
