AJRD,Date
2.1708199977874756,1981-07-17
2.13980770111084,1981-07-20
2.0674474239349365,1981-07-21
2.098459005355835,1981-07-22
2.1191329956054688,1981-07-23
2.1191329956054688,1981-07-24
2.13980770111084,1981-07-27
2.1191329956054688,1981-07-28
2.077784299850464,1981-07-29
2.098459005355835,1981-07-30
2.150144338607788,1981-07-31
2.1087965965270996,1981-08-03
2.1087965965270996,1981-08-04
2.098459005355835,1981-08-05
2.1087965965270996,1981-08-06
2.098459005355835,1981-08-07
2.1087965965270996,1981-08-10
2.1191329956054688,1981-08-11
2.1191329956054688,1981-08-12
2.1087965965270996,1981-08-13
2.1191329956054688,1981-08-14
2.1191329956054688,1981-08-17
2.098459005355835,1981-08-18
2.1191329956054688,1981-08-19
2.1087965965270996,1981-08-20
2.057109832763672,1981-08-21
2.0260980129241943,1981-08-24
2.057109832763672,1981-08-25
2.057109832763672,1981-08-26
2.0364346504211426,1981-08-27
2.0364346504211426,1981-08-28
2.0364346504211426,1981-08-31
2.0364346504211426,1981-09-01
2.057109832763672,1981-09-02
2.0364346504211426,1981-09-03
2.0260980129241943,1981-09-04
1.9950867891311646,1981-09-08
1.9640744924545288,1981-09-09
2.0054235458374023,1981-09-10
2.0260980129241943,1981-09-11
2.015761375427246,1981-09-14
2.015761375427246,1981-09-15
2.0054235458374023,1981-09-16
2.0054235458374023,1981-09-17
1.9950867891311646,1981-09-18
1.9744112491607666,1981-09-21
1.9640744924545288,1981-09-22
1.953737735748291,1981-09-23
1.9640744924545288,1981-09-24
1.912387728691101,1981-09-25
1.953737735748291,1981-09-28
1.9744112491607666,1981-09-29
1.9744112491607666,1981-09-30
1.9744112491607666,1981-10-01
2.0054235458374023,1981-10-02
2.0054235458374023,1981-10-05
1.9950867891311646,1981-10-06
2.0054235458374023,1981-10-07
2.0054235458374023,1981-10-08
2.0054235458374023,1981-10-09
2.0054235458374023,1981-10-12
2.0054235458374023,1981-10-13
1.9950867891311646,1981-10-14
2.0054235458374023,1981-10-15
2.015761375427246,1981-10-16
2.015761375427246,1981-10-19
2.015761375427246,1981-10-20
2.0364346504211426,1981-10-21
2.0260980129241943,1981-10-22
2.0054235458374023,1981-10-23
1.9950867891311646,1981-10-26
2.0054235458374023,1981-10-27
1.9950867891311646,1981-10-28
1.9950867891311646,1981-10-29
2.057109832763672,1981-10-30
1.9744112491607666,1981-11-02
1.9640744924545288,1981-11-03
1.9744112491607666,1981-11-04
1.9744112491607666,1981-11-05
2.077784299850464,1981-11-06
2.057109832763672,1981-11-09
2.077784299850464,1981-11-10
2.0674474239349365,1981-11-11
2.077784299850464,1981-11-12
2.057109832763672,1981-11-13
2.015761375427246,1981-11-16
2.015761375427246,1981-11-17
2.0364346504211426,1981-11-18
2.015761375427246,1981-11-19
2.015761375427246,1981-11-20
2.0054235458374023,1981-11-23
2.015761375427246,1981-11-24
2.0054235458374023,1981-11-25
2.015761375427246,1981-11-27
2.015761375427246,1981-11-30
2.0054235458374023,1981-12-01
1.9744112491607666,1981-12-02
1.9744112491607666,1981-12-03
2.0364346504211426,1981-12-04
1.9950867891311646,1981-12-07
1.912387728691101,1981-12-08
1.8917144536972046,1981-12-09
1.8710392713546753,1981-12-10
1.8090163469314575,1981-12-11
1.7676674127578735,1981-12-14
1.8090163469314575,1981-12-15
1.7780040502548218,1981-12-16
1.757330060005188,1981-12-17
1.757330060005188,1981-12-18
1.757330060005188,1981-12-21
1.7469931840896606,1981-12-22
1.7469931840896606,1981-12-23
1.757330060005188,1981-12-24
1.757330060005188,1981-12-28
1.7263187170028687,1981-12-29
1.7263187170028687,1981-12-30
1.7366548776626587,1981-12-31
1.757330060005188,1982-01-04
1.7263187170028687,1982-01-05
1.7366548776626587,1982-01-06
1.7263187170028687,1982-01-07
1.7263187170028687,1982-01-08
1.705643653869629,1982-01-11
1.6953070163726807,1982-01-12
1.6642943620681763,1982-01-13
1.6539571285247803,1982-01-14
1.622945785522461,1982-01-15
1.5919342041015625,1982-01-18
1.5712599754333496,1982-01-19
1.5505855083465576,1982-01-20
1.5505855083465576,1982-01-21
1.5505855083465576,1982-01-22
1.5402487516403198,1982-01-25
1.529910922050476,1982-01-26
1.5195740461349487,1982-01-27
1.6022716760635376,1982-01-28
1.612608790397644,1982-01-29
1.612608790397644,1982-02-01
1.6436206102371216,1982-02-02
1.6659492254257202,1982-02-03
1.7081247568130493,1982-02-04
1.6870367527008057,1982-02-05
1.6554046869277954,1982-02-08
1.6659492254257202,1982-02-09
1.6554046869277954,1982-02-10
1.623773217201233,1982-02-11
1.623773217201233,1982-02-12
1.6343170404434204,1982-02-16
1.581596851348877,1982-02-17
1.6026848554611206,1982-02-18
1.5921406745910645,1982-02-19
1.5921406745910645,1982-02-22
1.623773217201233,1982-02-23
1.6343170404434204,1982-02-24
1.6343170404434204,1982-02-25
1.6343170404434204,1982-02-26
1.623773217201233,1982-03-01
1.623773217201233,1982-03-02
1.6448612213134766,1982-03-03
1.6132283210754395,1982-03-04
1.623773217201233,1982-03-05
1.560509204864502,1982-03-08
1.5394207239151,1982-03-09
1.518333077430725,1982-03-10
1.623773217201233,1982-03-11
1.549965739250183,1982-03-12
1.5394207239151,1982-03-15
1.560509204864502,1982-03-16
1.5394207239151,1982-03-17
1.581596851348877,1982-03-18
1.5921406745910645,1982-03-19
1.5921406745910645,1982-03-22
1.581596851348877,1982-03-23
1.581596851348877,1982-03-24
1.581596851348877,1982-03-25
1.581596851348877,1982-03-26
1.581596851348877,1982-03-29
1.5394207239151,1982-03-30
1.5394207239151,1982-03-31
1.581596851348877,1982-04-01
1.560509204864502,1982-04-02
1.5394207239151,1982-04-05
1.5394207239151,1982-04-06
1.5394207239151,1982-04-07
1.549965739250183,1982-04-08
1.5394207239151,1982-04-12
1.5394207239151,1982-04-13
1.560509204864502,1982-04-14
1.560509204864502,1982-04-15
1.560509204864502,1982-04-16
1.581596851348877,1982-04-19
1.6026848554611206,1982-04-20
1.6026848554611206,1982-04-21
1.6026848554611206,1982-04-22
1.6026848554611206,1982-04-23
1.6026848554611206,1982-04-26
1.6132283210754395,1982-04-27
1.5394207239151,1982-04-28
1.518333077430725,1982-04-29
1.518333077430725,1982-04-30
1.497245192527771,1982-05-03
1.497245192527771,1982-05-04
1.5077892541885376,1982-05-05
1.4867011308670044,1982-05-06
1.518333077430725,1982-05-07
1.497245192527771,1982-05-10
1.4761569499969482,1982-05-11
1.4656133651733398,1982-05-12
1.497245192527771,1982-05-13
1.6448612213134766,1982-05-14
1.676492691040039,1982-05-17
1.6975806951522827,1982-05-18
1.7081247568130493,1982-05-19
1.7081247568130493,1982-05-20
1.7503007650375366,1982-05-21
1.7397561073303223,1982-05-24
1.7397561073303223,1982-05-25
1.6975806951522827,1982-05-26
1.6448612213134766,1982-05-27
1.6554046869277954,1982-05-28
1.6554046869277954,1982-06-01
1.6870367527008057,1982-06-02
1.6554046869277954,1982-06-03
1.6448612213134766,1982-06-04
1.6343170404434204,1982-06-07
1.6343170404434204,1982-06-08
1.6343170404434204,1982-06-09
1.6343170404434204,1982-06-10
1.6554046869277954,1982-06-11
1.6132283210754395,1982-06-14
1.6448612213134766,1982-06-15
1.6132283210754395,1982-06-16
1.6132283210754395,1982-06-17
1.623773217201233,1982-06-18
1.6132283210754395,1982-06-21
1.676492691040039,1982-06-22
1.7503007650375366,1982-06-23
1.7819334268569946,1982-06-24
1.7819334268569946,1982-06-25
1.8873724937438965,1982-06-28
1.9084606170654297,1982-06-29
1.9295482635498047,1982-06-30
1.9084606170654297,1982-07-01
1.9295482635498047,1982-07-02
1.9506360292434692,1982-07-06
1.961179256439209,1982-07-07
1.992812156677246,1982-07-08
2.0139002799987793,1982-07-09
2.0560765266418457,1982-07-12
2.045531749725342,1982-07-13
2.0139002799987793,1982-07-14
2.0139002799987793,1982-07-15
1.9717251062393188,1982-07-16
1.9717251062393188,1982-07-19
1.9506360292434692,1982-07-20
1.9717251062393188,1982-07-21
1.961179256439209,1982-07-22
1.9295482635498047,1982-07-23
1.876828908920288,1982-07-26
1.84519624710083,1982-07-27
1.8135647773742676,1982-07-28
1.8241088390350342,1982-07-29
1.84519624710083,1982-07-30
1.8873724937438965,1982-08-02
1.876828908920288,1982-08-03
1.8135647773742676,1982-08-04
1.7713890075683594,1982-08-05
1.7608445882797241,1982-08-06
1.7397561073303223,1982-08-09
1.7924768924713135,1982-08-10
1.7608445882797241,1982-08-11
1.7608445882797241,1982-08-12
1.7608445882797241,1982-08-13
1.7713890075683594,1982-08-16
1.8241088390350342,1982-08-17
1.84519624710083,1982-08-18
1.876828908920288,1982-08-19
1.9506360292434692,1982-08-20
1.9717251062393188,1982-08-23
1.9717251062393188,1982-08-24
2.0033559799194336,1982-08-25
2.0560765266418457,1982-08-26
1.9717251062393188,1982-08-27
1.9506360292434692,1982-08-30
2.0033559799194336,1982-08-31
2.0033559799194336,1982-09-01
2.0033559799194336,1982-09-02
2.0560765266418457,1982-09-03
2.066620349884033,1982-09-07
2.0877082347869873,1982-09-08
2.045531749725342,1982-09-09
2.045531749725342,1982-09-10
2.045531749725342,1982-09-13
2.0877082347869873,1982-09-14
2.0877082347869873,1982-09-15
2.098252773284912,1982-09-16
2.0877082347869873,1982-09-17
2.0877082347869873,1982-09-20
2.0877082347869873,1982-09-21
2.129884958267212,1982-09-22
2.129884958267212,1982-09-23
2.129884958267212,1982-09-24
2.119340419769287,1982-09-27
2.119340419769287,1982-09-28
2.098252773284912,1982-09-29
2.098252773284912,1982-09-30
2.1509718894958496,1982-10-01
2.119340419769287,1982-10-04
2.129884958267212,1982-10-05
2.3196752071380615,1982-10-06
2.309131622314453,1982-10-07
2.2774999141693115,1982-10-08
2.2774999141693115,1982-10-11
2.235323429107666,1982-10-12
2.235323429107666,1982-10-13
2.235323429107666,1982-10-14
2.235323429107666,1982-10-15
2.2669551372528076,1982-10-18
2.256411552429199,1982-10-19
2.2669551372528076,1982-10-20
2.2774999141693115,1982-10-21
2.2774999141693115,1982-10-22
2.2036917209625244,1982-10-25
2.193148374557495,1982-10-26
2.2036917209625244,1982-10-27
2.172060966491699,1982-10-28
2.193148374557495,1982-10-29
2.2036917209625244,1982-11-01
2.309131622314453,1982-11-02
2.3618509769439697,1982-11-03
2.340763568878174,1982-11-04
2.3513078689575195,1982-11-05
2.340763568878174,1982-11-08
2.382939577102661,1982-11-09
2.3513078689575195,1982-11-10
2.3618509769439697,1982-11-11
2.3934831619262695,1982-11-12
2.309131622314453,1982-11-15
2.2247800827026367,1982-11-16
2.235323429107666,1982-11-17
2.2669551372528076,1982-11-18
2.256411552429199,1982-11-19
2.2247800827026367,1982-11-22
2.2036917209625244,1982-11-23
2.0560765266418457,1982-11-24
2.098252773284912,1982-11-26
2.1087965965270996,1982-11-29
2.2774999141693115,1982-11-30
2.256411552429199,1982-12-01
2.214235305786133,1982-12-02
2.2036917209625244,1982-12-03
2.2036917209625244,1982-12-06
2.2036917209625244,1982-12-07
2.182603597640991,1982-12-08
2.214235305786133,1982-12-09
2.2036917209625244,1982-12-10
2.235323429107666,1982-12-13
2.172060966491699,1982-12-14
2.172060966491699,1982-12-15
2.161515474319458,1982-12-16
2.182603597640991,1982-12-17
2.119340419769287,1982-12-20
2.129884958267212,1982-12-21
2.193148374557495,1982-12-22
2.256411552429199,1982-12-23
2.340763568878174,1982-12-27
2.3618509769439697,1982-12-28
2.340763568878174,1982-12-29
2.3723948001861572,1982-12-30
2.4145710468292236,1982-12-31
2.4672911167144775,1983-01-03
2.48837947845459,1983-01-04
2.583275556564331,1983-01-05
2.8363308906555176,1983-01-06
2.7308902740478516,1983-01-07
2.7308902740478516,1983-01-10
2.7836103439331055,1983-01-11
2.8679614067077637,1983-01-12
2.8363308906555176,1983-01-13
2.8257863521575928,1983-01-14
2.8257863521575928,1983-01-17
2.7836103439331055,1983-01-18
2.720346689224243,1983-01-19
2.646538019180298,1983-01-20
2.635995388031006,1983-01-21
2.48837947845459,1983-01-24
2.5305545330047607,1983-01-25
2.5305545330047607,1983-01-26
2.583275556564331,1983-01-27
2.6254501342773438,1983-01-28
2.6887152194976807,1983-01-31
2.6676266193389893,1983-02-01
2.5727314949035645,1983-02-02
2.720346689224243,1983-02-03
2.762521505355835,1983-02-04
2.8257863521575928,1983-02-07
2.7414345741271973,1983-02-08
2.762521505355835,1983-02-09
2.8363308906555176,1983-02-10
2.8363308906555176,1983-02-11
2.8785059452056885,1983-02-14
2.8679614067077637,1983-02-15
2.8363308906555176,1983-02-16
2.8257863521575928,1983-02-17
2.751979112625122,1983-02-18
2.751979112625122,1983-02-22
2.751979112625122,1983-02-23
2.751979112625122,1983-02-24
2.7941548824310303,1983-02-25
2.9101383686065674,1983-02-28
2.8679614067077637,1983-03-01
2.8995938301086426,1983-03-02
2.8679614067077637,1983-03-03
2.8785059452056885,1983-03-04
2.8995938301086426,1983-03-07
2.8785059452056885,1983-03-08
2.9101383686065674,1983-03-09
2.8679614067077637,1983-03-10
2.7098031044006348,1983-03-11
2.5410993099212646,1983-03-14
2.5727314949035645,1983-03-15
2.5410993099212646,1983-03-16
2.5410993099212646,1983-03-17
2.5621883869171143,1983-03-18
2.6254501342773438,1983-03-21
2.6676266193389893,1983-03-22
2.720346689224243,1983-03-23
2.8679614067077637,1983-03-24
2.8679614067077637,1983-03-25
2.8679614067077637,1983-03-28
2.9101383686065674,1983-03-29
2.9523141384124756,1983-03-30
2.9523141384124756,1983-03-31
2.9523141384124756,1983-04-04
2.9417710304260254,1983-04-05
2.8785059452056885,1983-04-06
2.8679614067077637,1983-04-07
2.8257863521575928,1983-04-08
2.8257863521575928,1983-04-11
2.8257863521575928,1983-04-12
2.8679614067077637,1983-04-13
2.9101383686065674,1983-04-14
2.8785059452056885,1983-04-15
2.8679614067077637,1983-04-18
2.8679614067077637,1983-04-19
2.8679614067077637,1983-04-20
2.9101383686065674,1983-04-21
3.0050342082977295,1983-04-22
3.0261216163635254,1983-04-25
2.9628589153289795,1983-04-26
2.9206817150115967,1983-04-27
2.9523141384124756,1983-04-28
2.9523141384124756,1983-04-29
2.9101383686065674,1983-05-02
2.9101383686065674,1983-05-03
3.0788414478302,1983-05-04
2.9944911003112793,1983-05-05
3.089385986328125,1983-05-06
3.1315624713897705,1983-05-09
3.121018409729004,1983-05-10
3.068297863006592,1983-05-11
3.047210931777954,1983-05-12
2.98394775390625,1983-05-13
3.0050342082977295,1983-05-16
3.03666615486145,1983-05-17
3.121018409729004,1983-05-18
3.089385986328125,1983-05-19
3.1526503562927246,1983-05-20
3.121018409729004,1983-05-23
3.1315624713897705,1983-05-24
3.1315624713897705,1983-05-25
3.1315624713897705,1983-05-26
3.121018409729004,1983-05-27
3.1315624713897705,1983-05-31
3.0261216163635254,1983-06-01
2.9628589153289795,1983-06-02
3.0261216163635254,1983-06-03
3.0050342082977295,1983-06-06
2.9206817150115967,1983-06-07
2.9101383686065674,1983-06-08
2.9101383686065674,1983-06-09
2.9101383686065674,1983-06-10
2.9628589153289795,1983-06-13
3.047210931777954,1983-06-14
3.0788414478302,1983-06-15
3.089385986328125,1983-06-16
3.089385986328125,1983-06-17
2.9944911003112793,1983-06-20
2.973402261734009,1983-06-21
3.03666615486145,1983-06-22
3.03666615486145,1983-06-23
2.9944911003112793,1983-06-24
2.9206817150115967,1983-06-27
2.8257863521575928,1983-06-28
2.7414345741271973,1983-06-29
2.8679614067077637,1983-06-30
2.8363308906555176,1983-07-01
2.7414345741271973,1983-07-05
2.7414345741271973,1983-07-06
2.7414345741271973,1983-07-07
2.7098031044006348,1983-07-08
2.6149065494537354,1983-07-11
2.583275556564331,1983-07-12
2.5410993099212646,1983-07-13
2.593818187713623,1983-07-14
2.5621883869171143,1983-07-15
2.583275556564331,1983-07-18
2.6254501342773438,1983-07-19
2.7836103439331055,1983-07-20
2.7414345741271973,1983-07-21
2.678170919418335,1983-07-22
2.6887152194976807,1983-07-25
2.7941548824310303,1983-07-26
2.8679614067077637,1983-07-27
2.8152434825897217,1983-07-28
2.7836103439331055,1983-07-29
2.7098031044006348,1983-08-01
2.678170919418335,1983-08-02
2.6570820808410645,1983-08-03
2.6149065494537354,1983-08-04
2.6254501342773438,1983-08-05
2.5621883869171143,1983-08-08
2.5621883869171143,1983-08-09
2.6149065494537354,1983-08-10
2.593818187713623,1983-08-11
2.6254501342773438,1983-08-12
2.6254501342773438,1983-08-15
2.5727314949035645,1983-08-16
2.6149065494537354,1983-08-17
2.5727314949035645,1983-08-18
2.551643133163452,1983-08-19
2.5621883869171143,1983-08-22
2.583275556564331,1983-08-23
2.5621883869171143,1983-08-24
2.551643133163452,1983-08-25
2.5410993099212646,1983-08-26
2.6254501342773438,1983-08-29
2.6676266193389893,1983-08-30
2.7098031044006348,1983-08-31
2.7414345741271973,1983-09-01
2.751979112625122,1983-09-02
2.7941548824310303,1983-09-06
2.751979112625122,1983-09-07
2.6887152194976807,1983-09-08
2.5621883869171143,1983-09-09
2.6149065494537354,1983-09-12
2.6254501342773438,1983-09-13
2.6254501342773438,1983-09-14
2.678170919418335,1983-09-15
2.7414345741271973,1983-09-16
2.8995938301086426,1983-09-19
2.9523141384124756,1983-09-20
2.973402261734009,1983-09-21
2.9944911003112793,1983-09-22
2.98394775390625,1983-09-23
2.973402261734009,1983-09-26
2.9628589153289795,1983-09-27
2.9523141384124756,1983-09-28
2.9523141384124756,1983-09-29
2.9206817150115967,1983-09-30
2.9101383686065674,1983-10-03
2.9206817150115967,1983-10-04
2.9101383686065674,1983-10-05
2.98394775390625,1983-10-06
2.98394775390625,1983-10-07
2.9944911003112793,1983-10-10
3.0050342082977295,1983-10-11
3.0050342082977295,1983-10-12
3.03666615486145,1983-10-13
3.0788414478302,1983-10-14
3.205369710922241,1983-10-17
3.03666615486145,1983-10-18
3.03666615486145,1983-10-19
3.089385986328125,1983-10-20
3.047210931777954,1983-10-21
3.047210931777954,1983-10-24
3.068297863006592,1983-10-25
3.03666615486145,1983-10-26
3.089385986328125,1983-10-27
3.121018409729004,1983-10-28
3.089385986328125,1983-10-31
3.047210931777954,1983-11-01
3.0788414478302,1983-11-02
3.047210931777954,1983-11-03
3.0050342082977295,1983-11-04
2.9944911003112793,1983-11-07
2.973402261734009,1983-11-08
2.98394775390625,1983-11-09
3.0050342082977295,1983-11-10
2.9944911003112793,1983-11-11
3.03666615486145,1983-11-14
2.98394775390625,1983-11-15
2.98394775390625,1983-11-16
3.0050342082977295,1983-11-17
3.0050342082977295,1983-11-18
2.9944911003112793,1983-11-21
3.03666615486145,1983-11-22
3.03666615486145,1983-11-23
3.047210931777954,1983-11-25
3.03666615486145,1983-11-28
3.03666615486145,1983-11-29
3.047210931777954,1983-11-30
3.047210931777954,1983-12-01
3.047210931777954,1983-12-02
3.047210931777954,1983-12-05
3.047210931777954,1983-12-06
3.047210931777954,1983-12-07
3.047210931777954,1983-12-08
3.047210931777954,1983-12-09
3.1315624713897705,1983-12-12
3.121018409729004,1983-12-13
3.1526503562927246,1983-12-14
3.163193702697754,1983-12-15
3.1526503562927246,1983-12-16
3.205369710922241,1983-12-19
3.194824457168579,1983-12-20
3.226456880569458,1983-12-21
3.226456880569458,1983-12-22
3.247546434402466,1983-12-23
3.3213541507720947,1983-12-27
3.3002657890319824,1983-12-28
3.3318979740142822,1983-12-29
3.3213541507720947,1983-12-30
3.247546434402466,1984-01-03
3.194824457168579,1984-01-04
3.163193702697754,1984-01-05
3.205369710922241,1984-01-06
3.3213541507720947,1984-01-09
3.363529920578003,1984-01-10
3.3213541507720947,1984-01-11
3.352985382080078,1984-01-12
3.27917742729187,1984-01-13
3.226456880569458,1984-01-16
3.258089303970337,1984-01-17
3.205369710922241,1984-01-18
3.1526503562927246,1984-01-19
3.1315624713897705,1984-01-20
3.09993052482605,1984-01-23
3.089385986328125,1984-01-24
3.068297863006592,1984-01-25
3.0543811321258545,1984-01-26
3.065134286880493,1984-01-27
3.0543811321258545,1984-01-30
3.0543811321258545,1984-01-31
3.0543811321258545,1984-02-01
3.0543811321258545,1984-02-02
3.0543811321258545,1984-02-03
3.032870292663574,1984-02-06
3.032870292663574,1984-02-07
2.9683423042297363,1984-02-08
2.946830987930298,1984-02-09
2.9253220558166504,1984-02-10
2.807018280029297,1984-02-13
2.74249005317688,1984-02-14
2.6994705200195312,1984-02-15
2.6887152194976807,1984-02-16
2.656449794769287,1984-02-17
2.6134307384490967,1984-02-21
2.6134307384490967,1984-02-22
2.656449794769287,1984-02-23
2.7962639331817627,1984-02-24
2.860792875289917,1984-02-27
2.8500375747680664,1984-02-28
2.860792875289917,1984-02-29
2.9360761642456055,1984-03-01
2.9253220558166504,1984-03-02
2.860792875289917,1984-03-05
2.860792875289917,1984-03-06
2.82852840423584,1984-03-07
2.82852840423584,1984-03-08
2.807018280029297,1984-03-09
2.807018280029297,1984-03-12
2.7962639331817627,1984-03-13
2.807018280029297,1984-03-14
2.860792875289917,1984-03-15
2.9360761642456055,1984-03-16
2.8823022842407227,1984-03-19
2.9575865268707275,1984-03-20
2.9360761642456055,1984-03-21
2.893056869506836,1984-03-22
2.8177731037139893,1984-03-23
2.7747538089752197,1984-03-26
2.807018280029297,1984-03-27
2.7962639331817627,1984-03-28
2.7747538089752197,1984-03-29
2.7962639331817627,1984-03-30
2.74249005317688,1984-04-02
2.7962639331817627,1984-04-03
2.807018280029297,1984-04-04
2.7747538089752197,1984-04-05
2.7747538089752197,1984-04-06
2.7747538089752197,1984-04-09
2.807018280029297,1984-04-10
2.74249005317688,1984-04-11
2.74249005317688,1984-04-12
2.7639994621276855,1984-04-13
2.7317333221435547,1984-04-16
2.74249005317688,1984-04-17
2.7639994621276855,1984-04-18
2.7962639331817627,1984-04-19
2.7962639331817627,1984-04-23
2.807018280029297,1984-04-24
2.914567232131958,1984-04-25
2.9575865268707275,1984-04-26
2.9683423042297363,1984-04-27
2.9575865268707275,1984-04-30
2.9683423042297363,1984-05-01
3.000606060028076,1984-05-02
3.000606060028076,1984-05-03
2.9575865268707275,1984-05-04
2.9253220558166504,1984-05-07
2.914567232131958,1984-05-08
2.8823022842407227,1984-05-09
2.914567232131958,1984-05-10
2.8823022842407227,1984-05-11
2.8500375747680664,1984-05-14
2.8500375747680664,1984-05-15
2.82852840423584,1984-05-16
2.7747538089752197,1984-05-17
2.74249005317688,1984-05-18
2.6994705200195312,1984-05-21
2.645695686340332,1984-05-22
2.645695686340332,1984-05-23
2.645695686340332,1984-05-24
2.656449794769287,1984-05-25
2.656449794769287,1984-05-29
2.645695686340332,1984-05-30
2.645695686340332,1984-05-31
2.6887152194976807,1984-06-01
2.74249005317688,1984-06-04
2.74249005317688,1984-06-05
2.7747538089752197,1984-06-06
2.74249005317688,1984-06-07
2.82852840423584,1984-06-08
2.7747538089752197,1984-06-11
2.7962639331817627,1984-06-12
2.7962639331817627,1984-06-13
2.7962639331817627,1984-06-14
2.7962639331817627,1984-06-15
2.82852840423584,1984-06-18
2.8715479373931885,1984-06-19
2.860792875289917,1984-06-20
2.860792875289917,1984-06-21
2.9898509979248047,1984-06-22
3.075890064239502,1984-06-25
3.108154535293579,1984-06-26
3.086646318435669,1984-06-27
3.2587223052978516,1984-06-28
3.215702772140503,1984-06-29
3.161928415298462,1984-07-02
3.215702772140503,1984-07-03
3.183438301086426,1984-07-05
3.1941943168640137,1984-07-06
3.226456880569458,1984-07-09
3.1941943168640137,1984-07-10
3.086646318435669,1984-07-11
3.108154535293579,1984-07-12
3.086646318435669,1984-07-13
3.0543811321258545,1984-07-16
3.0436253547668457,1984-07-17
3.02211594581604,1984-07-18
2.9898509979248047,1984-07-19
2.9575865268707275,1984-07-20
2.8823022842407227,1984-07-23
2.8823022842407227,1984-07-24
2.860792875289917,1984-07-25
2.860792875289917,1984-07-26
2.9253220558166504,1984-07-27
2.946830987930298,1984-07-30
2.946830987930298,1984-07-31
3.000606060028076,1984-08-01
3.02211594581604,1984-08-02
3.161928415298462,1984-08-03
3.3340060710906982,1984-08-06
3.3124966621398926,1984-08-07
3.2372121810913086,1984-08-08
3.3232522010803223,1984-08-09
3.3017425537109375,1984-08-10
3.2372121810913086,1984-08-13
3.226456880569458,1984-08-14
3.161928415298462,1984-08-15
3.1941943168640137,1984-08-16
