NWS,Date
14.926749229431152,2014-04-04
14.944618225097656,2014-04-07
14.873154640197754,2014-04-08
15.025012969970703,2014-04-09
14.721297264099121,2014-04-10
14.524775505065918,2014-04-11
14.649835586547852,2014-04-14
14.551575660705566,2014-04-15
14.658767700195312,2014-04-16
14.712362289428711,2014-04-17
14.882083892822266,2014-04-21
14.971417427062988,2014-04-22
15.114343643188477,2014-04-23
15.141142845153809,2014-04-24
14.989283561706543,2014-04-25
14.989283561706543,2014-04-28
15.016077995300293,2014-04-29
14.774896621704102,2014-04-30
14.971417427062988,2014-05-01
15.03394603729248,2014-05-02
15.042879104614258,2014-05-05
14.873154640197754,2014-05-06
14.774896621704102,2014-05-07
14.801695823669434,2014-05-08
15.543116569519043,2014-05-09
15.587782859802246,2014-05-12
15.462725639343262,2014-05-13
15.016077995300293,2014-05-14
14.792757987976074,2014-05-15
14.917820930480957,2014-05-16
14.891020774841309,2014-05-19
14.676633834838867,2014-05-20
14.739164352416992,2014-05-21
14.980350494384766,2014-05-22
14.953550338745117,2014-05-23
15.06074333190918,2014-05-27
14.926749229431152,2014-05-28
14.864221572875977,2014-05-29
14.819560050964355,2014-05-30
14.989283561706543,2014-06-02
15.114343643188477,2014-06-03
15.194737434387207,2014-06-04
15.42699146270752,2014-06-05
15.42699146270752,2014-06-06
15.409123420715332,2014-06-09
15.34659481048584,2014-06-10
15.337657928466797,2014-06-11
15.051812171936035,2014-06-12
14.944618225097656,2014-06-13
14.944618225097656,2014-06-16
15.016077995300293,2014-06-17
15.248335838317871,2014-06-18
15.328729629516602,2014-06-19
15.284066200256348,2014-06-20
15.042879104614258,2014-06-23
15.18580436706543,2014-06-24
15.364461898803711,2014-06-25
15.668176651000977,2014-06-26
15.677109718322754,2014-06-27
15.587782859802246,2014-06-30
15.721773147583008,2014-07-01
15.82896614074707,2014-07-02
15.873634338378906,2014-07-03
15.74857234954834,2014-07-07
15.703907012939453,2014-07-08
15.784305572509766,2014-07-09
15.641372680664062,2014-07-10
15.686040878295898,2014-07-11
15.71284294128418,2014-07-14
15.775368690490723,2014-07-15
15.74857234954834,2014-07-16
15.63244915008545,2014-07-17
15.766437530517578,2014-07-18
15.668176651000977,2014-07-21
15.641372680664062,2014-07-22
15.677109718322754,2014-07-23
15.83790111541748,2014-07-24
15.730705261230469,2014-07-25
15.623515129089355,2014-07-28
15.534183502197266,2014-07-29
15.525248527526855,2014-07-30
15.373391151428223,2014-07-31
15.50738525390625,2014-08-01
15.534183502197266,2014-08-04
15.38232707977295,2014-08-05
15.319796562194824,2014-08-06
15.18580436706543,2014-08-07
14.962484359741211,2014-08-08
15.132208824157715,2014-08-11
15.03394603729248,2014-08-12
14.971417427062988,2014-08-13
15.15900707244873,2014-08-14
15.016077995300293,2014-08-15
15.042879104614258,2014-08-18
14.962484359741211,2014-08-19
15.26620101928711,2014-08-20
15.355527877807617,2014-08-21
15.310863494873047,2014-08-22
15.462725639343262,2014-08-25
15.409123420715332,2014-08-26
15.444857597351074,2014-08-27
15.444857597351074,2014-08-28
15.418058395385742,2014-08-29
15.239398956298828,2014-09-02
15.409123420715332,2014-09-03
15.453787803649902,2014-09-04
15.534183502197266,2014-09-05
15.418058395385742,2014-09-08
15.15900707244873,2014-09-09
15.293000221252441,2014-09-10
15.141142845153809,2014-09-11
14.998218536376953,2014-09-12
14.935684204101562,2014-09-15
14.926749229431152,2014-09-16
14.891020774841309,2014-09-17
14.908886909484863,2014-09-18
15.042879104614258,2014-09-19
14.899954795837402,2014-09-22
14.882083892822266,2014-09-23
14.855287551879883,2014-09-24
14.66770076751709,2014-09-25
14.855287551879883,2014-09-26
14.739164352416992,2014-09-29
14.408648490905762,2014-09-30
14.131731986999512,2014-10-01
13.979873657226562,2014-10-02
14.078134536743164,2014-10-03
14.078134536743164,2014-10-06
13.694024085998535,2014-10-07
14.060267448425293,2014-10-08
13.631492614746094,2014-10-09
13.372438430786133,2014-10-10
12.979395866394043,2014-10-13
13.024062156677246,2014-10-14
12.934731483459473,2014-10-15
12.720345497131348,2014-10-16
12.73820972442627,2014-10-17
12.890068054199219,2014-10-20
13.408172607421875,2014-10-21
13.274179458618164,2014-10-22
13.488566398620605,2014-10-23
13.685090065002441,2014-10-24
13.46176815032959,2014-10-27
13.46176815032959,2014-10-28
13.524299621582031,2014-10-29
13.452836036682129,2014-10-30
13.443904876708984,2014-10-31
13.488566398620605,2014-11-03
13.166985511779785,2014-11-04
13.274179458618164,2014-11-05
13.39030647277832,2014-11-06
13.256314277648926,2014-11-07
13.345643043518066,2014-11-10
13.327777862548828,2014-11-11
13.399239540100098,2014-11-12
13.238448143005371,2014-11-13
13.381372451782227,2014-11-14
13.345643043518066,2014-11-17
13.318843841552734,2014-11-18
13.381372451782227,2014-11-19
13.184853553771973,2014-11-20
13.247382164001465,2014-11-21
13.443904876708984,2014-11-24
13.41710376739502,2014-11-25
13.577895164489746,2014-11-26
13.443904876708984,2014-11-28
13.443904876708984,2014-12-01
13.604694366455078,2014-12-02
13.622560501098633,2014-12-03
13.54216480255127,2014-12-04
13.604694366455078,2014-12-05
13.39030647277832,2014-12-08
13.4975004196167,2014-12-09
13.283112525939941,2014-12-10
13.202715873718262,2014-12-11
13.086589813232422,2014-12-12
12.729278564453125,2014-12-15
12.720345497131348,2014-12-16
12.836470603942871,2014-12-17
12.934731483459473,2014-12-18
13.032992362976074,2014-12-19
13.175917625427246,2014-12-22
13.39030647277832,2014-12-23
13.327777862548828,2014-12-24
13.434969902038574,2014-12-26
13.515368461608887,2014-12-29
13.560029983520508,2014-12-30
13.470701217651367,2014-12-31
13.381372451782227,2015-01-02
13.077657699584961,2015-01-05
12.925799369812012,2015-01-06
12.872203826904297,2015-01-07
13.166985511779785,2015-01-08
13.292045593261719,2015-01-09
13.14911937713623,2015-01-12
13.131254196166992,2015-01-13
13.068724632263184,2015-01-14
12.988327980041504,2015-01-15
12.988327980041504,2015-01-16
12.899001121520996,2015-01-20
12.90793514251709,2015-01-21
13.131254196166992,2015-01-22
13.095523834228516,2015-01-23
13.381372451782227,2015-01-26
13.318843841552734,2015-01-27
13.175917625427246,2015-01-28
12.91686725616455,2015-01-29
12.899001121520996,2015-01-30
12.934731483459473,2015-02-02
13.515368461608887,2015-02-03
13.4975004196167,2015-02-04
13.5957612991333,2015-02-05
14.087067604064941,2015-02-06
14.444380760192871,2015-02-09
14.560506820678711,2015-02-10
14.560506820678711,2015-02-11
14.614102363586426,2015-02-12
14.658767700195312,2015-02-13
14.792757987976074,2015-02-17
14.748095512390137,2015-02-18
14.783825874328613,2015-02-19
14.891020774841309,2015-02-20
15.096474647521973,2015-02-23
15.10540771484375,2015-02-24
15.194737434387207,2015-02-25
15.06074333190918,2015-02-26
15.025012969970703,2015-02-27
15.18580436706543,2015-03-02
14.935684204101562,2015-03-03
14.846357345581055,2015-03-04
14.873154640197754,2015-03-05
14.658767700195312,2015-03-06
14.551575660705566,2015-03-09
14.229992866516113,2015-03-10
14.346116065979004,2015-03-11
14.685568809509277,2015-03-12
14.640902519226074,2015-03-13
14.810626029968262,2015-03-16
14.7034273147583,2015-03-17
14.819560050964355,2015-03-18
14.649835586547852,2015-03-19
14.774896621704102,2015-03-20
14.837424278259277,2015-03-23
14.792757987976074,2015-03-24
14.50691032409668,2015-03-25
14.310389518737793,2015-03-26
14.247857093811035,2015-03-27
14.328253746032715,2015-03-30
14.17639446258545,2015-03-31
14.229992866516113,2015-04-01
14.283587455749512,2015-04-02
14.372918128967285,2015-04-06
14.247857093811035,2015-04-07
14.194263458251953,2015-04-08
14.042405128479004,2015-04-09
14.051335334777832,2015-04-10
14.238923072814941,2015-04-13
14.158530235290527,2015-04-14
14.149599075317383,2015-04-15
14.024537086486816,2015-04-16
13.836950302124023,2015-04-17
13.828014373779297,2015-04-20
13.711888313293457,2015-04-21
13.765485763549805,2015-04-22
13.810149192810059,2015-04-23
13.78335189819336,2015-04-24
13.819082260131836,2015-04-27
14.167462348937988,2015-04-28
13.98880386352539,2015-04-29
13.908411026000977,2015-04-30
14.229992866516113,2015-05-01
14.355052947998047,2015-05-04
14.221060752868652,2015-05-05
13.318843841552734,2015-05-06
13.318843841552734,2015-05-07
13.479637145996094,2015-05-08
13.926278114318848,2015-05-11
13.560029983520508,2015-05-12
13.488566398620605,2015-05-13
13.524299621582031,2015-05-14
13.667224884033203,2015-05-15
13.711888313293457,2015-05-18
13.74761962890625,2015-05-19
13.694024085998535,2015-05-20
13.720821380615234,2015-05-21
13.622560501098633,2015-05-22
13.434969902038574,2015-05-26
13.515368461608887,2015-05-27
13.488566398620605,2015-05-28
13.354576110839844,2015-05-29
13.399239540100098,2015-06-01
13.318843841552734,2015-06-02
13.345643043518066,2015-06-03
13.14911937713623,2015-06-04
13.077657699584961,2015-06-05
13.015127182006836,2015-06-08
12.773942947387695,2015-06-09
12.765008926391602,2015-06-10
12.73820972442627,2015-06-11
12.666746139526367,2015-06-12
12.550622940063477,2015-06-15
12.497023582458496,2015-06-16
12.46129322052002,2015-06-17
12.711411476135254,2015-06-18
13.024062156677246,2015-06-19
13.113388061523438,2015-06-22
13.095523834228516,2015-06-23
12.925799369812012,2015-06-24
12.809673309326172,2015-06-25
13.059788703918457,2015-06-26
12.532754898071289,2015-06-29
12.720345497131348,2015-06-30
12.773942947387695,2015-07-01
12.693547248840332,2015-07-02
12.35409927368164,2015-07-06
12.532754898071289,2015-07-07
12.336233139038086,2015-07-08
12.282635688781738,2015-07-09
12.35409927368164,2015-07-10
12.505956649780273,2015-07-13
12.523820877075195,2015-07-14
12.595285415649414,2015-07-15
12.765008926391602,2015-07-16
12.818604469299316,2015-07-17
12.934731483459473,2015-07-20
12.720345497131348,2015-07-21
12.73820972442627,2015-07-22
12.872203826904297,2015-07-23
12.890068054199219,2015-07-24
12.818604469299316,2015-07-27
12.765008926391602,2015-07-28
12.809673309326172,2015-07-29
12.765008926391602,2015-07-30
12.74714183807373,2015-07-31
12.559553146362305,2015-08-03
12.62208366394043,2015-08-04
12.684613227844238,2015-08-05
12.246903419494629,2015-08-06
12.35409927368164,2015-08-07
12.523820877075195,2015-08-10
12.273701667785645,2015-08-11
12.371966361999512,2015-08-12
13.300979614257812,2015-08-13
13.318843841552734,2015-08-14
13.452836036682129,2015-08-17
13.381372451782227,2015-08-18
13.300979614257812,2015-08-19
12.65781307220459,2015-08-20
12.3898286819458,2015-08-21
11.648406028747559,2015-08-24
11.76452922821045,2015-08-25
11.996787071228027,2015-08-26
12.336233139038086,2015-08-27
12.523820877075195,2015-08-28
12.35409927368164,2015-08-31
11.889592170715332,2015-09-01
11.907456398010254,2015-09-02
12.130776405334473,2015-09-03
11.69306755065918,2015-09-04
12.023584365844727,2015-09-08
11.907456398010254,2015-09-09
11.746665954589844,2015-09-10
11.746665954589844,2015-09-11
11.611644744873047,2015-09-14
11.683656692504883,2015-09-15
11.701659202575684,2015-09-16
11.836679458618164,2015-09-17
11.548637390136719,2015-09-18
11.611644744873047,2015-09-21
11.620649337768555,2015-09-22
11.548637390136719,2015-09-23
11.593643188476562,2015-09-24
11.575643539428711,2015-09-25
11.197587013244629,2015-09-28
11.179585456848145,2015-09-29
11.539636611938477,2015-09-30
11.584644317626953,2015-10-01
11.827677726745605,2015-10-02
12.133721351623535,2015-10-05
12.19672966003418,2015-10-06
12.322746276855469,2015-10-07
12.691800117492676,2015-10-08
12.700799942016602,2015-10-09
12.682798385620117,2015-10-12
12.628790855407715,2015-10-13
12.772810935974121,2015-10-14
13.006845474243164,2015-10-15
13.204872131347656,2015-10-16
13.285883903503418,2015-10-19
13.312889099121094,2015-10-20
12.979839324951172,2015-10-21
13.357895851135254,2015-10-22
13.636933326721191,2015-10-23
13.366896629333496,2015-10-26
13.258879661560059,2015-10-27
13.519919395446777,2015-10-28
13.654934883117676,2015-10-29
13.933976173400879,2015-10-30
14.123002052307129,2015-11-02
14.014988899230957,2015-11-03
14.050992965698242,2015-11-04
13.852965354919434,2015-11-05
13.627933502197266,2015-11-06
13.213874816894531,2015-11-09
13.17786979675293,2015-11-10
13.132862091064453,2015-11-11
12.853821754455566,2015-11-12
12.565781593322754,2015-11-13
12.835820198059082,2015-11-16
12.808817863464355,2015-11-17
12.925834655761719,2015-11-18
12.835820198059082,2015-11-19
12.979839324951172,2015-11-20
13.015847206115723,2015-11-23
13.141866683959961,2015-11-24
13.141866683959961,2015-11-25
12.934834480285645,2015-11-27
13.015847206115723,2015-11-30
13.303886413574219,2015-12-01
13.15086555480957,2015-12-02
12.63779354095459,2015-12-03
12.880828857421875,2015-12-04
12.75480842590332,2015-12-07
12.412761688232422,2015-12-08
12.439764976501465,2015-12-09
12.700799942016602,2015-12-10
12.295746803283691,2015-12-11
12.277741432189941,2015-12-14
12.430764198303223,2015-12-15
12.673797607421875,2015-12-16
12.376754760742188,2015-12-17
12.259737968444824,2015-12-18
12.44876480102539,2015-12-21
12.466769218444824,2015-12-22
12.82681941986084,2015-12-23
12.808817863464355,2015-12-24
12.655795097351074,2015-12-28
12.862822532653809,2015-12-29
12.691800117492676,2015-12-30
12.565781593322754,2015-12-31
12.3047456741333,2016-01-04
11.80067253112793,2016-01-05
11.908689498901367,2016-01-06
11.71065902709961,2016-01-07
11.71065902709961,2016-01-08
11.395617485046387,2016-01-11
11.548637390136719,2016-01-12
11.278599739074707,2016-01-13
11.782671928405762,2016-01-14
11.53063678741455,2016-01-15
11.458624839782715,2016-01-19
11.233593940734863,2016-01-20
11.449625015258789,2016-01-21
11.737666130065918,2016-01-22
11.548637390136719,2016-01-25
11.845681190490723,2016-01-26
11.755667686462402,2016-01-27
11.863682746887207,2016-01-28
12.016704559326172,2016-01-29
11.809675216674805,2016-02-01
11.314603805541992,2016-02-02
11.422616958618164,2016-02-03
11.503633499145508,2016-02-04
10.729522705078125,2016-02-05
10.13543701171875,2016-02-08
9.982416152954102,2016-02-09
10.01842212677002,2016-02-10
9.802390098571777,2016-02-11
10.144440650939941,2016-02-12
10.387473106384277,2016-02-16
10.44148063659668,2016-02-17
10.306461334228516,2016-02-18
10.432479858398438,2016-02-19
10.57650089263916,2016-02-22
10.459482192993164,2016-02-23
10.396475791931152,2016-02-24
10.342464447021484,2016-02-25
10.423478126525879,2016-02-26
10.27045726776123,2016-02-29
10.261455535888672,2016-03-01
10.41447639465332,2016-03-02
10.423478126525879,2016-03-03
10.558500289916992,2016-03-04
10.849015235900879,2016-03-07
10.52218246459961,2016-03-08
10.74914836883545,2016-03-09
10.649282455444336,2016-03-10
11.257553100585938,2016-03-11
11.030590057373047,2016-03-14
11.15768814086914,2016-03-15
11.602544784545898,2016-03-16
11.893064498901367,2016-03-17
11.720566749572754,2016-03-18
11.811354637145996,2016-03-21
11.98384952545166,2016-03-22
11.820433616638184,2016-03-23
11.84766960144043,2016-03-24
12.129106521606445,2016-03-28
12.165421485900879,2016-03-29
12.029242515563965,2016-03-30
12.029242515563965,2016-03-31
12.283445358276367,2016-04-01
11.992928504943848,2016-04-04
11.84766960144043,2016-04-05
12.029242515563965,2016-04-06
11.793196678161621,2016-04-07
11.593464851379395,2016-04-08
11.548074722290039,2016-04-11
11.720566749572754,2016-04-12
11.883983612060547,2016-04-13
11.965690612792969,2016-04-14
11.893064498901367,2016-04-15
11.72964859008789,2016-04-18
11.784119606018066,2016-04-19
11.775040626525879,2016-04-20
11.992928504943848,2016-04-21
12.074633598327637,2016-04-22
11.874906539916992,2016-04-25
12.04740047454834,2016-04-26
11.974770545959473,2016-04-27
11.865825653076172,2016-04-28
11.765961647033691,2016-04-29
11.965690612792969,2016-05-02
11.647937774658203,2016-05-03
11.520837783813477,2016-05-04
11.557150840759277,2016-05-05
11.947535514831543,2016-05-06
11.548074722290039,2016-05-09
11.593464851379395,2016-05-10
11.466364860534668,2016-05-11
11.212163925170898,2016-05-12
10.939802169799805,2016-05-13
11.057825088500977,2016-05-16
10.976116180419922,2016-05-17
10.894408226013184,2016-05-18
10.839937210083008,2016-05-19
11.12137508392334,2016-05-20
11.003353118896484,2016-05-23
11.094139099121094,2016-05-24
11.266633987426758,2016-05-25
11.112297058105469,2016-05-26
11.166767120361328,2016-05-27
11.203081130981445,2016-05-31
11.2484769821167,2016-06-01
11.302947998046875,2016-06-02
11.194003105163574,2016-06-03
11.366498947143555,2016-06-06
11.103217124938965,2016-06-07
11.103217124938965,2016-06-08
11.012432098388672,2016-06-09
10.74914836883545,2016-06-10
10.803621292114258,2016-06-13
10.694676399230957,2016-06-14
10.885329246520996,2016-06-15
10.640206336975098,2016-06-16
10.549417495727539,2016-06-17
10.685600280761719,2016-06-20
10.767308235168457,2016-06-21
10.948880195617676,2016-06-22
11.075982093811035,2016-06-23
10.440472602844238,2016-06-24
9.932069778442383,2016-06-27
10.004698753356934,2016-06-28
10.458630561828613,2016-06-29
10.594812393188477,2016-06-30
10.685600280761719,2016-07-01
10.576654434204102,2016-07-05
10.603891372680664,2016-07-06
10.694676399230957,2016-07-07
10.930723190307617,2016-07-08
11.12137508392334,2016-07-11
11.439128875732422,2016-07-12
11.566227912902832,2016-07-13
11.647937774658203,2016-07-14
11.620702743530273,2016-07-15
11.738725662231445,2016-07-18
11.784119606018066,2016-07-19
11.829511642456055,2016-07-20
11.711488723754883,2016-07-21
11.829511642456055,2016-07-22
11.856746673583984,2016-07-25
12.020163536071777,2016-07-26
11.947535514831543,2016-07-27
11.947535514831543,2016-07-28
12.201738357543945,2016-07-29
12.083714485168457,2016-08-01
11.929378509521484,2016-08-02
11.902141571044922,2016-08-03
11.98384952545166,2016-08-04
12.056476593017578,2016-08-05
12.020163536071777,2016-08-08
12.501333236694336,2016-08-09
12.465017318725586,2016-08-10
12.610278129577637,2016-08-11
12.746459007263184,2016-08-12
12.864480018615723,2016-08-15
12.855401992797852,2016-08-16
12.873557090759277,2016-08-17
12.846322059631348,2016-08-18
12.81000804901123,2016-08-19
12.918952941894531,2016-08-22
12.90987491607666,2016-08-23
12.90079402923584,2016-08-24
12.918952941894531,2016-08-25
13.018817901611328,2016-08-26
13.055133819580078,2016-08-29
13.027896881103516,2016-08-30
13.1005277633667,2016-08-31
12.991583824157715,2016-09-01
12.93710994720459,2016-09-02
12.746459007263184,2016-09-06
12.791851997375488,2016-09-07
12.864480018615723,2016-09-08
12.47409725189209,2016-09-09
13.260589599609375,2016-09-12
13.031956672668457,2016-09-13
13.114263534545898,2016-09-14
12.958794593811035,2016-09-15
12.803324699401855,2016-09-16
12.803324699401855,2016-09-19
12.867342948913574,2016-09-20
13.059392929077148,2016-09-21
13.2880220413208,2016-09-22
13.233153343200684,2016-09-23
12.97708511352539,2016-09-26
13.095972061157227,2016-09-27
13.050248146057129,2016-09-28
12.922213554382324,2016-09-29
13.004522323608398,2016-09-30
13.653834342956543,2016-10-03
13.434347152709961,2016-10-04
13.873318672180176,2016-10-05
13.791011810302734,2016-10-06
13.278877258300781,2016-10-07
13.031956672668457,2016-10-10
12.803324699401855,2016-10-11
12.57469367980957,2016-10-12
12.666147232055664,2016-10-13
12.57469367980957,2016-10-14
12.620420455932617,2016-10-17
12.711874961853027,2016-10-18
12.803324699401855,2016-10-19
12.620420455932617,2016-10-20
12.528969764709473,2016-10-21
12.071707725524902,2016-10-24
11.888803482055664,2016-10-25
12.025980949401855,2016-10-26
11.522994041442871,2016-10-27
11.431541442871094,2016-10-28
11.340086936950684,2016-10-31
11.340086936950684,2016-11-01
11.0657320022583,2016-11-02
11.111459732055664,2016-11-03
11.111459732055664,2016-11-04
11.431541442871094,2016-11-07
11.0657320022583,2016-11-08
11.294363975524902,2016-11-09
11.294363975524902,2016-11-10
11.294363975524902,2016-11-11
11.431541442871094,2016-11-14
11.294363975524902,2016-11-15
11.294363975524902,2016-11-16
11.294363975524902,2016-11-17
11.157183647155762,2016-11-18
11.02000617980957,2016-11-21
10.974279403686523,2016-11-22
11.0657320022583,2016-11-23
11.0657320022583,2016-11-25
11.0657320022583,2016-11-28
10.882826805114746,2016-11-29
10.928553581237793,2016-11-30
10.974279403686523,2016-12-01
11.02000617980957,2016-12-02
11.02000617980957,2016-12-05
11.02000617980957,2016-12-06
11.111459732055664,2016-12-07
11.157183647155762,2016-12-08
11.340086936950684,2016-12-09
11.248636245727539,2016-12-12
11.202910423278809,2016-12-13
11.157183647155762,2016-12-14
11.02000617980957,2016-12-15
10.974279403686523,2016-12-16
11.111459732055664,2016-12-19
10.928553581237793,2016-12-20
11.02000617980957,2016-12-21
11.02000617980957,2016-12-22
11.02000617980957,2016-12-23
11.202910423278809,2016-12-27
11.02000617980957,2016-12-28
11.02000617980957,2016-12-29
10.791375160217285,2016-12-30
11.02000617980957,2017-01-03
11.202910423278809,2017-01-04
11.202910423278809,2017-01-05
11.202910423278809,2017-01-06
11.340086936950684,2017-01-09
11.431541442871094,2017-01-10
11.477267265319824,2017-01-11
11.385814666748047,2017-01-12
11.385814666748047,2017-01-13
11.614446640014648,2017-01-17
11.477267265319824,2017-01-18
11.385814666748047,2017-01-19
11.294363975524902,2017-01-20
11.340086936950684,2017-01-23
11.522994041442871,2017-01-24
11.614446640014648,2017-01-25
11.477267265319824,2017-01-26
11.568720817565918,2017-01-27
11.614446640014648,2017-01-30
11.568720817565918,2017-01-31
11.614446640014648,2017-02-01
11.522994041442871,2017-02-02
11.522994041442871,2017-02-03
11.477267265319824,2017-02-06
11.477267265319824,2017-02-07
11.385814666748047,2017-02-08
11.660170555114746,2017-02-09
12.437517166137695,2017-02-10
12.20888614654541,2017-02-13
12.20888614654541,2017-02-14
12.300338745117188,2017-02-15
12.254611015319824,2017-02-16
12.346063613891602,2017-02-17
12.483242988586426,2017-02-21
12.437517166137695,2017-02-22
12.346063613891602,2017-02-23
12.254611015319824,2017-02-24
12.254611015319824,2017-02-27
12.071707725524902,2017-02-28
12.254611015319824,2017-03-01
