DG,Date
25.22677230834961,2010-09-21
25.17218589782715,2010-09-22
24.972049713134766,2010-09-23
25.681629180908203,2010-09-24
26.60955047607422,2010-09-27
27.073516845703125,2010-09-28
26.864280700683594,2010-09-29
26.60955047607422,2010-09-30
26.518585205078125,2010-10-01
26.327537536621094,2010-10-04
26.6004638671875,2010-10-05
27.073516845703125,2010-10-06
27.13719367980957,2010-10-07
27.291852951049805,2010-10-08
26.691429138183594,2010-10-11
26.209274291992188,2010-10-12
26.6004638671875,2010-10-13
26.382123947143555,2010-10-14
26.318445205688477,2010-10-15
26.691429138183594,2010-10-18
25.572465896606445,2010-10-19
25.563365936279297,2010-10-20
25.381420135498047,2010-10-21
25.654340744018555,2010-10-22
26.009138107299805,2010-10-25
25.763511657714844,2010-10-26
25.417816162109375,2010-10-27
25.417816162109375,2010-10-28
25.645246505737305,2010-10-29
25.417816162109375,2010-11-01
26.05462074279785,2010-11-02
25.972747802734375,2010-11-03
25.790803909301758,2010-11-04
25.472394943237305,2010-11-05
25.81809425354004,2010-11-08
26.000045776367188,2010-11-09
26.436702728271484,2010-11-10
27.00074005126953,2010-11-11
26.40032386779785,2010-11-12
26.272958755493164,2010-11-15
26.52768898010254,2010-11-16
27.028032302856445,2010-11-17
27.36463165283203,2010-11-18
28.16519546508789,2010-11-19
29.093114852905273,2010-11-22
30.275760650634766,2010-11-23
30.030134201049805,2010-11-24
29.784509658813477,2010-11-26
29.82089614868164,2010-11-29
29.8754825592041,2010-11-30
29.39333152770996,2010-12-01
29.04763412475586,2010-12-02
30.41222381591797,2010-12-03
28.192485809326172,2010-12-06
28.747421264648438,2010-12-07
28.05602264404297,2010-12-08
28.04692840576172,2010-12-09
28.265262603759766,2010-12-10
28.20157814025879,2010-12-13
27.74671745300293,2010-12-14
27.755815505981445,2010-12-15
27.928659439086914,2010-12-16
27.892276763916016,2010-12-17
28.192485809326172,2010-12-20
28.474498748779297,2010-12-21
28.283456802368164,2010-12-22
28.028732299804688,2010-12-23
27.86498260498047,2010-12-27
27.85589027404785,2010-12-28
28.010536193847656,2010-12-29
27.819494247436523,2010-12-30
27.901371002197266,2010-12-31
27.901371002197266,2011-01-03
27.783105850219727,2011-01-04
27.382823944091797,2011-01-05
27.109905242919922,2011-01-06
27.13719367980957,2011-01-07
27.291852951049805,2011-01-10
26.918865203857422,2011-01-11
26.80059814453125,2011-01-12
26.109209060668945,2011-01-13
26.80059814453125,2011-01-14
27.291852951049805,2011-01-18
26.682334899902344,2011-01-19
26.81879234313965,2011-01-20
26.755102157592773,2011-01-21
26.382123947143555,2011-01-24
26.109209060668945,2011-01-25
26.154693603515625,2011-01-26
26.081912994384766,2011-01-27
25.836284637451172,2011-01-28
25.29954719543457,2011-01-31
26.245670318603516,2011-02-01
25.135791778564453,2011-02-02
24.972049713134766,2011-02-03
24.990236282348633,2011-02-04
25.381420135498047,2011-02-07
25.472394943237305,2011-02-08
25.390518188476562,2011-02-09
25.153993606567383,2011-02-10
24.781007766723633,2011-02-11
24.426206588745117,2011-02-14
24.498991012573242,2011-02-15
26.9643497467041,2011-02-16
26.855182647705078,2011-02-17
26.60955047607422,2011-02-18
25.90907096862793,2011-02-22
25.445106506347656,2011-02-23
25.790803909301758,2011-02-24
25.472394943237305,2011-02-25
25.699831008911133,2011-02-28
25.727127075195312,2011-03-01
25.71802520751953,2011-03-02
25.454200744628906,2011-03-03
25.89996910095215,2011-03-04
25.381420135498047,2011-03-07
25.499691009521484,2011-03-08
25.472394943237305,2011-03-09
25.572465896606445,2011-03-10
26.218372344970703,2011-03-11
26.063718795776367,2011-03-14
26.272958755493164,2011-03-15
27.09171485900879,2011-03-16
27.064422607421875,2011-03-17
27.155399322509766,2011-03-18
27.637550354003906,2011-03-21
28.05602264404297,2011-03-22
27.846792221069336,2011-03-23
28.410818099975586,2011-03-24
28.70193099975586,2011-03-25
28.64734649658203,2011-03-28
27.76491355895996,2011-03-29
28.692834854125977,2011-03-30
28.51997947692871,2011-03-31
28.70193099975586,2011-04-01
28.747421264648438,2011-04-04
29.320547103881836,2011-04-05
29.429716110229492,2011-04-06
29.575271606445312,2011-04-07
28.94755744934082,2011-04-08
28.774707794189453,2011-04-11
28.938459396362305,2011-04-12
28.865686416625977,2011-04-13
28.6109619140625,2011-04-14
28.64734649658203,2011-04-15
28.64734649658203,2011-04-18
28.529085159301758,2011-04-19
28.20157814025879,2011-04-20
28.356233596801758,2011-04-21
29.074920654296875,2011-04-25
29.293258666992188,2011-04-26
29.911867141723633,2011-04-27
30.066537857055664,2011-04-28
29.648052215576172,2011-04-29
30.075626373291016,2011-05-02
30.184795379638672,2011-05-03
29.76631736755371,2011-05-04
29.575271606445312,2011-05-05
29.975555419921875,2011-05-06
30.030134201049805,2011-05-09
30.10291862487793,2011-05-10
30.40312385559082,2011-05-11
30.66694450378418,2011-05-12
30.375835418701172,2011-05-13
30.466808319091797,2011-05-16
30.585073471069336,2011-05-17
30.985355377197266,2011-05-18
30.57598114013672,2011-05-19
30.59417724609375,2011-05-20
29.930070877075195,2011-05-23
29.793609619140625,2011-05-24
30.166597366333008,2011-05-25
30.830699920654297,2011-05-26
31.531198501586914,2011-05-27
31.904172897338867,2011-05-31
28.938459396362305,2011-06-01
29.084020614624023,2011-06-02
28.96575164794922,2011-06-03
29.3387451171875,2011-06-06
29.50249671936035,2011-06-07
29.39333152770996,2011-06-08
29.748126983642578,2011-06-09
29.629854202270508,2011-06-10
30.03923797607422,2011-06-13
30.43041229248047,2011-06-14
30.34854507446289,2011-06-15
30.184795379638672,2011-06-16
30.830699920654297,2011-06-17
31.1763858795166,2011-06-20
31.29465103149414,2011-06-21
30.91257667541504,2011-06-22
30.53958511352539,2011-06-23
30.421323776245117,2011-06-24
30.10291862487793,2011-06-27
30.439504623413086,2011-06-28
30.40312385559082,2011-06-29
30.830699920654297,2011-06-30
30.93077850341797,2011-07-01
31.012645721435547,2011-07-05
31.021739959716797,2011-07-06
31.049028396606445,2011-07-07
30.803403854370117,2011-07-08
30.275760650634766,2011-07-11
30.26666259765625,2011-07-12
30.33944320678711,2011-07-13
30.34854507446289,2011-07-14
30.21207618713379,2011-07-15
30.075626373291016,2011-07-18
30.767019271850586,2011-07-19
30.221174240112305,2011-07-20
30.394033432006836,2011-07-21
30.20297622680664,2011-07-22
29.54798698425293,2011-07-25
29.566177368164062,2011-07-26
28.874780654907227,2011-07-27
28.656444549560547,2011-07-28
28.620058059692383,2011-07-29
28.328937530517578,2011-08-01
27.76491355895996,2011-08-02
28.247058868408203,2011-08-03
27.655742645263672,2011-08-04
28.01963233947754,2011-08-05
27.7103328704834,2011-08-08
28.7838077545166,2011-08-09
28.001441955566406,2011-08-10
28.76561737060547,2011-08-11
28.802005767822266,2011-08-12
29.284154891967773,2011-08-15
30.73972511291504,2011-08-16
29.811798095703125,2011-08-17
29.61166000366211,2011-08-18
29.184091567993164,2011-08-19
29.05672836303711,2011-08-22
29.475200653076172,2011-08-23
29.8754825592041,2011-08-24
29.320547103881836,2011-08-25
29.61166000366211,2011-08-26
30.73972511291504,2011-08-29
32.53188705444336,2011-08-30
33.29606628417969,2011-08-31
32.722930908203125,2011-09-01
32.804813385009766,2011-09-02
33.159603118896484,2011-09-06
33.778221130371094,2011-09-07
31.840503692626953,2011-09-08
31.658554077148438,2011-09-09
32.51369857788086,2011-09-12
32.795711517333984,2011-09-13
33.669044494628906,2011-09-14
34.014747619628906,2011-09-15
34.633358001708984,2011-09-16
34.478702545166016,2011-09-19
34.25127410888672,2011-09-20
33.73273468017578,2011-09-21
32.759342193603516,2011-09-22
33.25057601928711,2011-09-23
33.73273468017578,2011-09-26
33.95106887817383,2011-09-27
34.36954116821289,2011-09-28
34.3149528503418,2011-09-29
34.35133361816406,2011-09-30
33.49618911743164,2011-10-03
33.860103607177734,2011-10-04
34.30585861206055,2011-10-05
34.46052169799805,2011-10-06
34.387733459472656,2011-10-07
34.979042053222656,2011-10-10
35.5430793762207,2011-10-11
35.433929443359375,2011-10-12
35.32475662231445,2011-10-13
35.77961730957031,2011-10-14
35.770530700683594,2011-10-17
36.42551803588867,2011-10-18
36.31636047363281,2011-10-19
36.16170883178711,2011-10-20
36.389137268066406,2011-10-21
36.39824295043945,2011-10-24
36.716644287109375,2011-10-25
36.270877838134766,2011-10-26
36.17989730834961,2011-10-27
35.45210647583008,2011-10-28
36.079830169677734,2011-10-31
35.561275482177734,2011-11-01
35.64315414428711,2011-11-02
35.40663146972656,2011-11-03
35.7159538269043,2011-11-04
35.661354064941406,2011-11-07
35.88878631591797,2011-11-08
35.215599060058594,2011-11-09
35.44301986694336,2011-11-10
36.26178741455078,2011-11-11
36.13440704345703,2011-11-14
36.65296173095703,2011-11-15
35.9069938659668,2011-11-16
35.534000396728516,2011-11-17
36.12531280517578,2011-11-18
35.68864059448242,2011-11-21
35.834205627441406,2011-11-22
35.415740966796875,2011-11-23
34.86079406738281,2011-11-25
35.20649719238281,2011-11-28
36.32545471191406,2011-11-29
36.90768814086914,2011-11-30
36.47102737426758,2011-12-01
36.334556579589844,2011-12-02
36.91678237915039,2011-12-05
36.05253601074219,2011-12-06
35.9069938659668,2011-12-07
36.38005065917969,2011-12-08
36.7894172668457,2011-12-09
37.5899772644043,2011-12-12
37.7082405090332,2011-12-13
37.24428176879883,2011-12-14
37.216983795166016,2011-12-15
37.31706619262695,2011-12-16
36.81671142578125,2011-12-19
37.171504974365234,2011-12-20
37.04414367675781,2011-12-21
37.25337600708008,2011-12-22
37.49900817871094,2011-12-23
37.73554229736328,2011-12-27
37.7082405090332,2011-12-28
37.5899772644043,2011-12-29
37.42622756958008,2011-12-30
37.37164306640625,2012-01-03
37.62636947631836,2012-01-04
37.62636947631836,2012-01-05
37.18059539794922,2012-01-06
37.16240310668945,2012-01-09
36.8440055847168,2012-01-10
36.76213455200195,2012-01-11
36.725738525390625,2012-01-12
37.29886245727539,2012-01-13
37.64456558227539,2012-01-17
37.69004821777344,2012-01-18
37.49900817871094,2012-01-19
37.262481689453125,2012-01-20
37.56270217895508,2012-01-23
38.04484939575195,2012-01-24
38.84541320800781,2012-01-25
38.5906867980957,2012-01-26
38.29046630859375,2012-01-27
38.48151397705078,2012-01-30
38.76352310180664,2012-01-31
38.49971389770508,2012-02-01
38.48151397705078,2012-02-02
38.15401077270508,2012-02-03
38.2267951965332,2012-02-06
38.58157730102539,2012-02-07
38.4542121887207,2012-02-08
38.8181037902832,2012-02-09
39.01826477050781,2012-02-10
37.990257263183594,2012-02-13
38.654361724853516,2012-02-14
38.4542121887207,2012-02-15
38.15401077270508,2012-02-16
38.554290771484375,2012-02-17
38.32686233520508,2012-02-21
37.64456558227539,2012-02-22
38.33596420288086,2012-02-23
37.90837478637695,2012-02-24
37.88109588623047,2012-02-27
38.472412109375,2012-02-28
38.26317596435547,2012-02-29
39.127418518066406,2012-03-01
38.909088134765625,2012-03-02
39.300270080566406,2012-03-05
38.8545036315918,2012-03-06
38.70893859863281,2012-03-07
39.46401596069336,2012-03-08
40.21908187866211,2012-03-09
39.67326736450195,2012-03-12
39.90068435668945,2012-03-13
40.446529388427734,2012-03-14
41.0560417175293,2012-03-15
40.655765533447266,2012-03-16
40.71035385131836,2012-03-19
41.165218353271484,2012-03-20
40.71035385131836,2012-03-21
41.97488021850586,2012-03-22
42.87550354003906,2012-03-23
42.99375915527344,2012-03-26
41.62007141113281,2012-03-27
41.8475227355957,2012-03-28
42.093143463134766,2012-03-29
42.029457092285156,2012-03-30
42.538902282714844,2012-04-02
42.757232666015625,2012-04-03
42.61167907714844,2012-04-04
42.95737075805664,2012-04-05
42.33876037597656,2012-04-09
41.39264678955078,2012-04-10
41.720149993896484,2012-04-11
42.42063903808594,2012-04-12
42.12043380737305,2012-04-13
41.747432708740234,2012-04-16
42.34785079956055,2012-04-17
42.64806365966797,2012-04-18
42.42972946166992,2012-04-19
42.693565368652344,2012-04-20
42.3023681640625,2012-04-23
41.56550216674805,2012-04-24
42.12043380737305,2012-04-25
43.13022232055664,2012-04-26
43.466827392578125,2012-04-27
43.175716400146484,2012-04-30
43.485015869140625,2012-05-01
43.83982467651367,2012-05-02
43.73974609375,2012-05-03
43.26667785644531,2012-05-04
43.858001708984375,2012-05-07
42.848201751708984,2012-05-08
42.61167907714844,2012-05-09
42.711753845214844,2012-05-10
42.911888122558594,2012-05-11
42.59349060058594,2012-05-14
42.757232666015625,2012-05-15
43.31216049194336,2012-05-16
41.838409423828125,2012-05-17
41.529109954833984,2012-05-18
42.1659049987793,2012-05-21
41.756534576416016,2012-05-22
42.6662712097168,2012-05-23
43.348567962646484,2012-05-24
43.28489303588867,2012-05-25
43.72154235839844,2012-05-29
44.176422119140625,2012-05-30
44.49481964111328,2012-05-31
44.23099136352539,2012-06-01
44.11273193359375,2012-06-04
42.538902282714844,2012-06-05
44.30377197265625,2012-06-06
44.558494567871094,2012-06-07
45.7502326965332,2012-06-08
45.65018844604492,2012-06-11
45.78664016723633,2012-06-12
45.65018844604492,2012-06-13
45.98677444458008,2012-06-14
47.478729248046875,2012-06-15
46.96928787231445,2012-06-18
47.48782730102539,2012-06-19
47.851707458496094,2012-06-20
47.65156936645508,2012-06-21
47.851707458496094,2012-06-22
48.388450622558594,2012-06-25
49.98957061767578,2012-06-26
49.143531799316406,2012-06-27
48.87971115112305,2012-06-28
49.480133056640625,2012-06-29
49.78944396972656,2012-07-02
48.907005310058594,2012-07-03
49.389156341552734,2012-07-05
49.662086486816406,2012-07-06
49.90769577026367,2012-07-09
50.58090591430664,2012-07-10
49.9622917175293,2012-07-11
49.12533187866211,2012-07-12
49.60749435424805,2012-07-13
49.680274963378906,2012-07-16
50.089656829833984,2012-07-17
48.8888053894043,2012-07-18
47.569698333740234,2012-07-19
47.61518859863281,2012-07-20
47.59698486328125,2012-07-23
47.742549896240234,2012-07-24
46.659969329833984,2012-07-25
46.650875091552734,2012-07-26
46.387062072753906,2012-07-27
46.35066223144531,2012-07-30
46.40524673461914,2012-07-31
46.450748443603516,2012-08-01
46.82372283935547,2012-08-02
47.21492385864258,2012-08-03
46.88739776611328,2012-08-06
47.96088409423828,2012-08-07
47.39685821533203,2012-08-08
46.71455764770508,2012-08-09
47.096656799316406,2012-08-10
47.79713821411133,2012-08-13
47.58789825439453,2012-08-14
47.0875358581543,2012-08-15
46.59627914428711,2012-08-16
46.71455764770508,2012-08-17
46.20510482788086,2012-08-20
46.18691635131836,2012-08-21
45.97768783569336,2012-08-22
45.22259521484375,2012-08-23
45.177120208740234,2012-08-24
44.44023513793945,2012-08-27
44.41294860839844,2012-08-28
44.1582145690918,2012-08-29
45.55010223388672,2012-08-30
46.4598388671875,2012-08-31
46.08684539794922,2012-09-04
46.450748443603516,2012-09-05
46.068641662597656,2012-09-06
45.3499641418457,2012-09-07
44.549400329589844,2012-09-10
44.42203903198242,2012-09-11
45.23169708251953,2012-09-12
46.15962219238281,2012-09-13
45.631980895996094,2012-09-14
45.58649444580078,2012-09-17
45.71385192871094,2012-09-18
46.559906005859375,2012-09-19
47.71525573730469,2012-09-20
48.1610221862793,2012-09-21
47.76984405517578,2012-09-24
47.94269943237305,2012-09-25
48.088253021240234,2012-09-26
47.305877685546875,2012-09-27
46.88739776611328,2012-09-28
46.95109558105469,2012-10-01
46.89649200439453,2012-10-02
46.89649200439453,2012-10-03
47.36955261230469,2012-10-04
47.02385330200195,2012-10-05
46.441627502441406,2012-10-08
45.67747497558594,2012-10-09
45.90489959716797,2012-10-10
45.095237731933594,2012-10-11
44.80413055419922,2012-10-12
44.87690734863281,2012-10-15
45.7502326965332,2012-10-16
43.88530731201172,2012-10-17
43.02105712890625,2012-10-18
42.911888122558594,2012-10-19
42.711753845214844,2012-10-22
42.857303619384766,2012-10-23
42.95737075805664,2012-10-24
43.03015899658203,2012-10-25
43.33036804199219,2012-10-26
44.23099136352539,2012-10-31
44.121829986572266,2012-11-01
43.457733154296875,2012-11-02
43.42133712768555,2012-11-05
43.666969299316406,2012-11-06
43.64877700805664,2012-11-07
43.77614212036133,2012-11-08
42.74813461303711,2012-11-09
42.49342346191406,2012-11-12
42.39335250854492,2012-11-13
42.92098617553711,2012-11-14
43.630584716796875,2012-11-15
44.30377197265625,2012-11-16
44.094539642333984,2012-11-19
43.293975830078125,2012-11-20
43.666969299316406,2012-11-21
44.949676513671875,2012-11-23
44.85871124267578,2012-11-26
45.04065704345703,2012-11-27
45.104331970214844,2012-11-28
45.35905075073242,2012-11-29
45.486419677734375,2012-11-30
44.35835647583008,2012-12-03
43.61237335205078,2012-12-04
42.39335250854492,2012-12-05
42.23869323730469,2012-12-06
42.57530212402344,2012-12-07
42.366050720214844,2012-12-10
39.06374740600586,2012-12-11
40.38284683227539,2012-12-12
40.89228439331055,2012-12-13
39.87340545654297,2012-12-14
40.146324157714844,2012-12-17
40.20998764038086,2012-12-18
39.3730583190918,2012-12-19
40.000762939453125,2012-12-20
39.69145584106445,2012-12-21
39.53679656982422,2012-12-24
39.07282638549805,2012-12-26
39.22748947143555,2012-12-27
38.84541320800781,2012-12-28
40.109920501708984,2012-12-31
39.0455436706543,2013-01-02
38.5088005065918,2013-01-03
40.57387161254883,2013-01-04
39.77333068847656,2013-01-07
39.44582748413086,2013-01-08
39.10923385620117,2013-01-09
39.46401596069336,2013-01-10
39.42762756347656,2013-01-11
39.13651657104492,2013-01-14
40.61027145385742,2013-01-15
40.60117721557617,2013-01-16
40.80131912231445,2013-01-17
40.6193733215332,2013-01-18
40.91049575805664,2013-01-22
40.992374420166016,2013-01-23
42.184112548828125,2013-01-24
42.61167907714844,2013-01-25
42.757232666015625,2013-01-28
42.90279006958008,2013-01-29
42.547996520996094,2013-01-30
42.04765319824219,2013-01-31
42.10223388671875,2013-02-01
41.41083526611328,2013-02-04
41.42904281616211,2013-02-05
41.89299774169922,2013-02-06
41.301673889160156,2013-02-07
41.8475227355957,2013-02-08
41.62007141113281,2013-02-11
40.97417449951172,2013-02-12
40.38284683227539,2013-02-13
40.96508026123047,2013-02-14
40.36463928222656,2013-02-15
39.991668701171875,2013-02-19
39.846099853515625,2013-02-20
41.4017333984375,2013-02-21
41.87480163574219,2013-02-22
41.34716796875,2013-02-25
40.89228439331055,2013-02-26
42.35695266723633,2013-02-27
42.15681457519531,2013-02-28
43.275794982910156,2013-03-01
44.25828552246094,2013-03-04
44.5039176940918,2013-03-05
43.84891128540039,2013-03-06
43.175716400146484,2013-03-07
43.475921630859375,2013-03-08
43.19389343261719,2013-03-11
43.44862747192383,2013-03-12
43.69425582885742,2013-03-13
44.36745071411133,2013-03-14
43.83072280883789,2013-03-15
43.76703643798828,2013-03-18
43.457733154296875,2013-03-19
45.29538345336914,2013-03-20
45.313568115234375,2013-03-21
45.55010223388672,2013-03-22
46.46892166137695,2013-03-25
47.50603103637695,2013-03-26
46.35066223144531,2013-03-27
46.01406478881836,2013-03-28
46.05044937133789,2013-04-01
45.97768783569336,2013-04-02
45.595584869384766,2013-04-03
46.15053176879883,2013-04-04
45.850311279296875,2013-04-05
45.81391906738281,2013-04-08
45.3499641418457,2013-04-09
45.70476150512695,2013-04-10
45.74114990234375,2013-04-11
45.768436431884766,2013-04-12
45.395450592041016,2013-04-15
45.91400909423828,2013-04-16
47.21492385864258,2013-04-17
46.66907501220703,2013-04-18
47.14212417602539,2013-04-19
46.96928787231445,2013-04-22
47.44233322143555,2013-04-23
47.38774871826172,2013-04-24
47.951786041259766,2013-04-25
48.06095886230469,2013-04-26
47.46963119506836,2013-04-29
47.38774871826172,2013-04-30
47.33318328857422,2013-05-01
47.660675048828125,2013-05-02
47.751651763916016,2013-05-03
48.74325180053711,2013-05-06
48.61588668823242,2013-05-07
48.59768295288086,2013-05-08
47.92449951171875,2013-05-09
48.03364944458008,2013-05-10
47.842613220214844,2013-05-13
48.024559020996094,2013-05-14
48.50672149658203,2013-05-15
48.45214080810547,2013-05-16
49.198123931884766,2013-05-17
48.979774475097656,2013-05-20
49.55290985107422,2013-05-21
48.997982025146484,2013-05-22
49.53469467163086,2013-05-23
49.50741958618164,2013-05-24
49.562015533447266,2013-05-28
49.061668395996094,2013-05-29
48.82512283325195,2013-05-30
48.03364944458008,2013-05-31
48.71596145629883,2013-06-03
44.249183654785156,2013-06-04
45.659271240234375,2013-06-05
46.6872673034668,2013-06-06
46.478023529052734,2013-06-07
45.80483627319336,2013-06-10
47.00566864013672,2013-06-11
46.478023529052734,2013-06-12
46.578102111816406,2013-06-13
46.559906005859375,2013-06-14
46.5144157409668,2013-06-17
47.569698333740234,2013-06-18
46.69636917114258,2013-06-19
45.37724685668945,2013-06-20
45.67747497558594,2013-06-21
45.486419677734375,2013-06-24
45.950382232666016,2013-06-25
46.55079650878906,2013-06-26
46.97837829589844,2013-06-27
45.877601623535156,2013-06-28
47.697059631347656,2013-07-01
46.723636627197266,2013-07-02
46.496219635009766,2013-07-03
47.31497573852539,2013-07-05
47.4150390625,2013-07-08
47.12393569946289,2013-07-09
49.83493423461914,2013-07-10
50.62639617919922,2013-07-11
48.91609573364258,2013-07-12
49.08894348144531,2013-07-15
49.034358978271484,2013-07-16
48.80693054199219,2013-07-17
48.6249885559082,2013-07-18
48.488529205322266,2013-07-19
48.70684814453125,2013-07-22
48.961578369140625,2013-07-23
49.33457946777344,2013-07-24
49.33457946777344,2013-07-25
48.925193786621094,2013-07-26
49.28908920288086,2013-07-29
49.179931640625,2013-07-30
