BA,Date
0.15529806911945343,1962-05-25
0.1402064561843872,1962-05-28
0.15919280052185059,1962-05-29
0.16844233870506287,1962-05-31
0.1694159060716629,1962-06-01
0.15675845742225647,1962-06-04
0.165034681558609,1962-06-05
0.16844233870506287,1962-06-06
0.16454780101776123,1962-06-07
0.165034681558609,1962-06-08
0.16162686049938202,1962-06-11
0.1577322781085968,1962-06-12
0.1538376659154892,1962-06-13
0.14848235249519348,1962-06-14
0.15870583057403564,1962-06-15
0.15967951714992523,1962-06-18
0.15870583057403564,1962-06-19
0.15919280052185059,1962-06-20
0.15432433784008026,1962-06-21
0.14702190458774567,1962-06-22
0.1494559943675995,1962-06-25
0.1494559943675995,1962-06-26
0.15091665089130402,1962-06-27
0.15627174079418182,1962-06-28
0.15870583057403564,1962-06-29
0.16016629338264465,1962-07-02
0.16308718919754028,1962-07-03
0.16308718919754028,1962-07-05
0.15724541246891022,1962-07-06
0.15724541246891022,1962-07-09
0.1611400842666626,1962-07-10
0.16211356222629547,1962-07-11
0.16065309941768646,1962-07-12
0.1611400842666626,1962-07-13
0.15724541246891022,1962-07-16
0.15335068106651306,1962-07-17
0.15237703919410706,1962-07-18
0.1528639793395996,1962-07-19
0.15627174079418182,1962-07-20
0.15481123328208923,1962-07-23
0.15335068106651306,1962-07-24
0.15335068106651306,1962-07-25
0.15335068106651306,1962-07-26
0.15432433784008026,1962-07-27
0.1577322781085968,1962-07-30
0.15967951714992523,1962-07-31
0.15967951714992523,1962-08-01
0.15967951714992523,1962-08-02
0.15967951714992523,1962-08-03
0.1514035314321518,1962-08-06
0.1494559943675995,1962-08-07
0.15335068106651306,1962-08-08
0.1514035314321518,1962-08-09
0.1504296213388443,1962-08-10
0.15338899195194244,1962-08-13
0.1583210527896881,1962-08-14
0.15930740535259247,1962-08-15
0.16571931540966034,1962-08-16
0.17163774371147156,1962-08-17
0.16621257364749908,1962-08-20
0.16966497898101807,1962-08-21
0.16966497898101807,1962-08-22
0.16719886660575867,1962-08-23
0.16571931540966034,1962-08-24
0.16325315833091736,1962-08-27
0.15980075299739838,1962-08-28
0.16029393672943115,1962-08-29
0.1568414270877838,1962-08-30
0.15980075299739838,1962-08-31
0.15634813904762268,1962-09-04
0.1568414270877838,1962-09-05
0.15733474493026733,1962-09-06
0.1568414270877838,1962-09-07
0.15733474493026733,1962-09-10
0.16226676106452942,1962-09-11
0.16128049790859222,1962-09-12
0.16128049790859222,1962-09-13
0.16226676106452942,1962-09-14
0.16078712046146393,1962-09-17
0.15782779455184937,1962-09-18
0.1588141769170761,1962-09-19
0.15585504472255707,1962-09-20
0.15388207137584686,1962-09-21
0.1489500105381012,1962-09-24
0.1509229987859726,1962-09-25
0.1504296064376831,1962-09-26
0.1504296064376831,1962-09-27
0.14993634819984436,1962-09-28
0.14451123774051666,1962-10-01
0.14747032523155212,1962-10-02
0.14599069952964783,1962-10-03
0.14993634819984436,1962-10-04
0.15437538921833038,1962-10-05
0.15585504472255707,1962-10-08
0.15536174178123474,1962-10-09
0.15388207137584686,1962-10-10
0.15190936625003815,1962-10-11
0.15141595900058746,1962-10-12
0.15338899195194244,1962-10-15
0.1524023860692978,1962-10-16
0.15190936625003815,1962-10-17
0.14845693111419678,1962-10-18
0.14599069952964783,1962-10-19
0.14697721600532532,1962-10-22
0.14747032523155212,1962-10-23
0.15338899195194244,1962-10-24
0.1509229987859726,1962-10-25
0.14845693111419678,1962-10-26
0.14796358346939087,1962-10-29
0.14993634819984436,1962-10-30
0.1509229987859726,1962-10-31
0.15190936625003815,1962-11-01
0.15437538921833038,1962-11-02
0.15287652611732483,1962-11-05
0.15187710523605347,1962-11-07
0.16086989641189575,1962-11-08
0.16736461222171783,1962-11-09
0.1638675481081009,1962-11-12
0.16086989641189575,1962-11-13
0.16686522960662842,1962-11-14
0.17086192965507507,1962-11-15
0.16686522960662842,1962-11-16
0.16736461222171783,1962-11-19
0.16486665606498718,1962-11-20
0.16536623239517212,1962-11-21
0.16736461222171783,1962-11-23
0.15637356042861938,1962-11-26
0.1538757085800171,1962-11-27
0.15437503159046173,1962-11-28
0.15637356042861938,1962-11-29
0.15537460148334503,1962-11-30
0.15437503159046173,1962-12-03
0.15637356042861938,1962-12-04
0.15837199985980988,1962-12-05
0.15687328577041626,1962-12-06
0.15587398409843445,1962-12-07
0.1538757085800171,1962-12-10
0.1538757085800171,1962-12-11
0.15437503159046173,1962-12-12
0.15287652611732483,1962-12-13
0.15337593853473663,1962-12-14
0.1488797813653946,1962-12-17
0.1468813270330429,1962-12-18
0.14738088846206665,1962-12-19
0.1488797813653946,1962-12-20
0.14788037538528442,1962-12-21
0.14987888932228088,1962-12-24
0.14987888932228088,1962-12-26
0.1483801305294037,1962-12-27
0.14738088846206665,1962-12-28
0.1483801305294037,1962-12-31
0.1488797813653946,1963-01-02
0.15287652611732483,1963-01-03
0.1538757085800171,1963-01-04
0.1538757085800171,1963-01-07
0.15237677097320557,1963-01-08
0.14987888932228088,1963-01-09
0.1468813270330429,1963-01-10
0.15237677097320557,1963-01-11
0.15587398409843445,1963-01-14
0.1548747718334198,1963-01-15
0.15187710523605347,1963-01-16
0.15537460148334503,1963-01-17
0.15537460148334503,1963-01-18
0.15637356042861938,1963-01-21
0.15887153148651123,1963-01-22
0.15737271308898926,1963-01-23
0.15537460148334503,1963-01-24
0.15437503159046173,1963-01-25
0.1548747718334198,1963-01-28
0.15337593853473663,1963-01-29
0.15337593853473663,1963-01-30
0.15637356042861938,1963-01-31
0.15937122702598572,1963-02-01
0.15787245333194733,1963-02-04
0.15887153148651123,1963-02-05
0.15836559236049652,1963-02-06
0.15887153148651123,1963-02-07
0.15836559236049652,1963-02-08
0.15887153148651123,1963-02-11
0.15785947442054749,1963-02-12
0.15785947442054749,1963-02-13
0.15634146332740784,1963-02-14
0.15634146332740784,1963-02-15
0.1558358073234558,1963-02-18
0.15330612659454346,1963-02-19
0.15178799629211426,1963-02-20
0.1528000384569168,1963-02-21
0.1538117229938507,1963-02-25
0.1614013910293579,1963-02-26
0.1568475365638733,1963-02-27
0.15482398867607117,1963-02-28
0.1553296446800232,1963-03-01
0.15634146332740784,1963-03-04
0.1558358073234558,1963-03-05
0.15482398867607117,1963-03-06
0.15431782603263855,1963-03-07
0.1538117229938507,1963-03-08
0.1528000384569168,1963-03-11
0.1497640758752823,1963-03-12
0.1482463926076889,1963-03-13
0.14774034917354584,1963-03-14
0.14875225722789764,1963-03-15
0.14875225722789764,1963-03-18
0.14774034917354584,1963-03-19
0.14774034917354584,1963-03-20
0.1467285007238388,1963-03-21
0.14622248709201813,1963-03-22
0.14419877529144287,1963-03-25
0.14217470586299896,1963-03-26
0.1512819528579712,1963-03-27
0.1482463926076889,1963-03-28
0.1467285007238388,1963-03-29
0.1472342610359192,1963-04-01
0.14774034917354584,1963-04-02
0.14774034917354584,1963-04-03
0.14774034917354584,1963-04-04
0.15229415893554688,1963-04-05
0.1512819528579712,1963-04-08
0.1497640758752823,1963-04-09
0.14875225722789764,1963-04-10
0.1497640758752823,1963-04-11
0.1472342610359192,1963-04-15
0.1507762223482132,1963-04-16
0.1538117229938507,1963-04-17
0.1553296446800232,1963-04-18
0.15431782603263855,1963-04-19
0.15178799629211426,1963-04-22
0.1502702385187149,1963-04-23
0.1507762223482132,1963-04-24
0.1497640758752823,1963-04-25
0.1502702385187149,1963-04-26
0.1497640758752823,1963-04-29
0.1497640758752823,1963-04-30
0.1502702385187149,1963-05-01
0.1507762223482132,1963-05-02
0.1528000384569168,1963-05-03
0.1512819528579712,1963-05-06
0.14571665227413177,1963-05-07
0.1482463926076889,1963-05-08
0.1502702385187149,1963-05-09
0.1507762223482132,1963-05-10
0.1502702385187149,1963-05-13
0.14975719153881073,1963-05-14
0.14975719153881073,1963-05-15
0.1502702683210373,1963-05-16
0.15078282356262207,1963-05-17
0.1502702683210373,1963-05-20
0.15180853009223938,1963-05-21
0.15437301993370056,1963-05-22
0.15283453464508057,1963-05-23
0.15232154726982117,1963-05-24
0.15129587054252625,1963-05-27
0.1502702683210373,1963-05-28
0.15078282356262207,1963-05-29
0.15078282356262207,1963-05-31
0.14975719153881073,1963-06-03
0.1482185423374176,1963-06-04
0.15283453464508057,1963-06-05
0.15129587054252625,1963-06-06
0.1502702683210373,1963-06-07
0.1482185423374176,1963-06-10
0.1466798633337021,1963-06-11
0.1482185423374176,1963-06-12
0.1477058231830597,1963-06-13
0.1466798633337021,1963-06-14
0.1466798633337021,1963-06-17
0.1466798633337021,1963-06-18
0.14565430581569672,1963-06-19
0.14565430581569672,1963-06-20
0.1461671143770218,1963-06-21
0.1471928209066391,1963-06-24
0.1466798633337021,1963-06-25
0.14565430581569672,1963-06-26
0.14514151215553284,1963-06-27
0.14514151215553284,1963-06-28
0.14462855458259583,1963-07-01
0.14514151215553284,1963-07-02
0.1466798633337021,1963-07-03
0.1461671143770218,1963-07-05
0.14462855458259583,1963-07-08
0.14514151215553284,1963-07-09
0.14462855458259583,1963-07-10
0.14411547780036926,1963-07-11
0.13949988782405853,1963-07-12
0.13590972125530243,1963-07-15
0.1364225149154663,1963-07-16
0.1364225149154663,1963-07-17
0.13744831085205078,1963-07-18
0.1369355469942093,1963-07-19
0.13539692759513855,1963-07-22
0.1348840296268463,1963-07-23
0.13231976330280304,1963-07-24
0.12719103693962097,1963-07-25
0.13026826083660126,1963-07-26
0.13334523141384125,1963-07-29
0.1364225149154663,1963-07-30
0.1348840296268463,1963-07-31
0.13590972125530243,1963-08-01
0.137961283326149,1963-08-02
0.13898693025112152,1963-08-05
0.14103856682777405,1963-08-06
0.14103856682777405,1963-08-07
0.14206425845623016,1963-08-08
0.14103856682777405,1963-08-09
0.1425996869802475,1963-08-12
0.14051806926727295,1963-08-13
0.14051806926727295,1963-08-14
0.14051806926727295,1963-08-15
0.13687480986118317,1963-08-16
0.13739530742168427,1963-08-19
0.13843600451946259,1963-08-20
0.13843600451946259,1963-08-21
0.13843600451946259,1963-08-22
0.14051806926727295,1963-08-23
0.14520174264907837,1963-08-26
0.1498858481645584,1963-08-27
0.1488448977470398,1963-08-28
0.1457223892211914,1963-08-29
0.1457223892211914,1963-08-30
0.14468124508857727,1963-09-03
0.1457223892211914,1963-09-04
0.1498858481645584,1963-09-05
0.14728371798992157,1963-09-06
0.14624255895614624,1963-09-09
0.1457223892211914,1963-09-10
0.14624255895614624,1963-09-11
0.14520174264907837,1963-09-12
0.14624255895614624,1963-09-13
0.1498858481645584,1963-09-16
0.14936523139476776,1963-09-17
0.14728371798992157,1963-09-18
0.1467631757259369,1963-09-19
0.1425996869802475,1963-09-20
0.13999757170677185,1963-09-23
0.14103831350803375,1963-09-24
0.13739530742168427,1963-09-25
0.13791567087173462,1963-09-26
0.13999757170677185,1963-09-27
0.1394769847393036,1963-09-30
0.1425996869802475,1963-10-01
0.142079159617424,1963-10-02
0.14416097104549408,1963-10-03
0.14103831350803375,1963-10-04
0.142079159617424,1963-10-07
0.14051806926727295,1963-10-08
0.1394769847393036,1963-10-09
0.13999757170677185,1963-10-10
0.1394769847393036,1963-10-11
0.13739530742168427,1963-10-14
0.13791567087173462,1963-10-15
0.13791567087173462,1963-10-16
0.13791567087173462,1963-10-17
0.14155881106853485,1963-10-18
0.1436404138803482,1963-10-21
0.14468124508857727,1963-10-22
0.1436404138803482,1963-10-23
0.14520174264907837,1963-10-24
0.1436404138803482,1963-10-25
0.14416097104549408,1963-10-28
0.1425996869802475,1963-10-29
0.14416097104549408,1963-10-30
0.14155881106853485,1963-10-31
0.1431201845407486,1963-11-01
0.1431201845407486,1963-11-04
0.1467631757259369,1963-11-06
0.15092676877975464,1963-11-07
0.15250957012176514,1963-11-08
0.15198199450969696,1963-11-11
0.15250957012176514,1963-11-12
0.15303736925125122,1963-11-13
0.15462066233158112,1963-11-14
0.1551482081413269,1963-11-15
0.15356504917144775,1963-11-18
0.15356504917144775,1963-11-19
0.15356504917144775,1963-11-20
0.15303736925125122,1963-11-21
0.14617708325386047,1963-11-22
0.15250957012176514,1963-11-26
0.1551482081413269,1963-11-27
0.16148093342781067,1963-11-29
0.16253617405891418,1963-12-02
0.1604253053665161,1963-12-03
0.16095316410064697,1963-12-04
0.16306380927562714,1963-12-05
0.16095316410064697,1963-12-06
0.16095316410064697,1963-12-09
0.15409278869628906,1963-12-10
0.15409278869628906,1963-12-11
0.15303736925125122,1963-12-12
0.15356504917144775,1963-12-13
0.1514541506767273,1963-12-16
0.15198199450969696,1963-12-17
0.15303736925125122,1963-12-18
0.15303736925125122,1963-12-19
0.15936988592147827,1963-12-20
0.15356504917144775,1963-12-23
0.15198199450969696,1963-12-24
0.15673132240772247,1963-12-26
0.15462066233158112,1963-12-27
0.15198199450969696,1963-12-30
0.1514541506767273,1963-12-31
0.1551482081413269,1964-01-02
0.1577867865562439,1964-01-03
0.15673132240772247,1964-01-06
0.15884236991405487,1964-01-07
0.15831442177295685,1964-01-08
0.1577867865562439,1964-01-09
0.15725916624069214,1964-01-10
0.15989768505096436,1964-01-13
0.15884236991405487,1964-01-14
0.1577867865562439,1964-01-15
0.15884236991405487,1964-01-16
0.15884236991405487,1964-01-17
0.15673132240772247,1964-01-20
0.15620355308055878,1964-01-21
0.15831442177295685,1964-01-22
0.15936988592147827,1964-01-23
0.16148093342781067,1964-01-24
0.16253617405891418,1964-01-27
0.1635916382074356,1964-01-28
0.1635916382074356,1964-01-29
0.16517478227615356,1964-01-30
0.16781345009803772,1964-01-31
0.17097972333431244,1964-02-03
0.17045190930366516,1964-02-04
0.16834115982055664,1964-02-05
0.16834115982055664,1964-02-06
0.16994430124759674,1964-02-07
0.16887541115283966,1964-02-10
0.16940973699092865,1964-02-11
0.1710129678249359,1964-02-12
0.16994430124759674,1964-02-13
0.1715475469827652,1964-02-14
0.1715475469827652,1964-02-17
0.17208170890808105,1964-02-18
0.1710129678249359,1964-02-19
0.17368508875370026,1964-02-20
0.17475415766239166,1964-02-24
0.17421966791152954,1964-02-25
0.1752883493900299,1964-02-26
0.1784949004650116,1964-02-27
0.18009819090366364,1964-02-28
0.18490788340568542,1964-03-02
0.18490788340568542,1964-03-03
0.18223562836647034,1964-03-04
0.18116697669029236,1964-03-05
0.18170125782489777,1964-03-06
0.1827702671289444,1964-03-09
0.18009819090366364,1964-03-10
0.1752883493900299,1964-03-11
0.17902909219264984,1964-03-12
0.18223562836647034,1964-03-13
0.1833045333623886,1964-03-16
0.18704573810100555,1964-03-17
0.18704573810100555,1964-03-18
0.18757985532283783,1964-03-19
0.18651124835014343,1964-03-20
0.18651124835014343,1964-03-23
0.18704573810100555,1964-03-24
0.18811455368995667,1964-03-25
0.18651124835014343,1964-03-26
0.18597663938999176,1964-03-30
0.18757985532283783,1964-03-31
0.1918552666902542,1964-04-01
0.19613057374954224,1964-04-02
0.19880275428295135,1964-04-03
0.19773390889167786,1964-04-06
0.19666510820388794,1964-04-07
0.1945272982120514,1964-04-08
0.1945272982120514,1964-04-09
0.1955961138010025,1964-04-10
0.19506177306175232,1964-04-13
0.19666510820388794,1964-04-14
0.19666510820388794,1964-04-15
0.19506177306175232,1964-04-16
0.19666510820388794,1964-04-17
0.19719937443733215,1964-04-20
0.19719937443733215,1964-04-21
0.19719937443733215,1964-04-22
0.1982681155204773,1964-04-23
0.19773390889167786,1964-04-24
0.19292399287223816,1964-04-27
0.18811455368995667,1964-04-28
0.17956368625164032,1964-04-29
0.1833045333623886,1964-04-30
0.1891830712556839,1964-05-01
0.19238975644111633,1964-05-04
0.19399307668209076,1964-05-05
0.19506177306175232,1964-05-06
0.19292399287223816,1964-05-07
0.19880275428295135,1964-05-08
0.19933727383613586,1964-05-11
0.2020379602909088,1964-05-12
0.20095770061016083,1964-05-13
0.1998772770166397,1964-05-14
0.20419901609420776,1964-05-15
0.21068130433559418,1964-05-18
0.21716369688510895,1964-05-19
0.22202564775943756,1964-05-20
0.21716369688510895,1964-05-21
0.21608349680900574,1964-05-22
0.21986503899097443,1964-05-25
0.22040508687496185,1964-05-26
0.21986503899097443,1964-05-27
0.2123020440340042,1964-05-28
0.2123020440340042,1964-06-01
0.21068130433559418,1964-06-02
0.2139226198196411,1964-06-03
0.2101413756608963,1964-06-04
0.2123020440340042,1964-06-05
0.21068130433559418,1964-06-08
0.2123020440340042,1964-06-09
0.21338236331939697,1964-06-10
0.2139226198196411,1964-06-11
0.21716369688510895,1964-06-12
0.22310617566108704,1964-06-15
0.22310617566108704,1964-06-16
0.22634749114513397,1964-06-17
0.22796815633773804,1964-06-18
0.22796815633773804,1964-06-19
0.2366115301847458,1964-06-22
0.23391050100326538,1964-06-23
0.23607124388217926,1964-06-24
0.23174948990345,1964-06-25
0.23445062339305878,1964-06-26
0.23174948990345,1964-06-29
0.22958873212337494,1964-06-30
0.23228970170021057,1964-07-01
0.23715172708034515,1964-07-02
0.23877228796482086,1964-07-06
0.23877228796482086,1964-07-07
0.23985254764556885,1964-07-08
0.24147316813468933,1964-07-09
0.24309393763542175,1964-07-10
0.2420136034488678,1964-07-13
0.23823192715644836,1964-07-14
0.23553083837032318,1964-07-15
0.23445062339305878,1964-07-16
0.23445062339305878,1964-07-17
0.23499085009098053,1964-07-20
0.23445062339305878,1964-07-21
0.2366115301847458,1964-07-22
0.23823192715644836,1964-07-23
0.23769184947013855,1964-07-24
0.23823192715644836,1964-07-27
0.23823192715644836,1964-07-28
0.23985254764556885,1964-07-29
0.2420136034488678,1964-07-30
0.24147316813468933,1964-07-31
0.24255359172821045,1964-08-03
0.2393125593662262,1964-08-04
0.24585393071174622,1964-08-05
0.24094779789447784,1964-08-06
0.24367329478263855,1964-08-07
0.2404024600982666,1964-08-10
0.2398574948310852,1964-08-11
0.2398574948310852,1964-08-12
0.23876726627349854,1964-08-13
0.236586794257164,1964-08-14
0.23822219669818878,1964-08-17
0.2453087568283081,1964-08-18
0.2502148747444153,1964-08-19
0.2469441443681717,1964-08-20
0.24966971576213837,1964-08-21
0.2567566931247711,1964-08-24
0.2578468322753906,1964-08-25
0.25621137022972107,1964-08-26
0.2600269913673401,1964-08-27
0.2616625130176544,1964-08-28
0.2627531886100769,1964-08-31
0.26547887921333313,1964-09-01
0.2660238742828369,1964-09-02
0.26929453015327454,1964-09-03
0.27856162190437317,1964-09-04
0.2801969647407532,1964-09-08
0.27420058846473694,1964-09-09
0.2769262194633484,1964-09-10
0.27420058846473694,1964-09-11
0.2720201909542084,1964-09-14
0.27474597096443176,1964-09-15
0.27147504687309265,1964-09-16
0.27638110518455505,1964-09-17
0.28183233737945557,1964-09-18
0.2801969647407532,1964-09-21
0.27910691499710083,1964-09-22
0.28183233737945557,1964-09-23
0.27856162190437317,1964-09-24
0.27965208888053894,1964-09-25
0.28346794843673706,1964-09-28
0.28946453332901,1964-09-29
0.2927350103855133,1964-09-30
0.29219016432762146,1964-10-01
0.2889192998409271,1964-10-02
0.2916449308395386,1964-10-05
0.2949157655239105,1964-10-06
0.2932802736759186,1964-10-07
0.2916449308395386,1964-10-08
0.2910994291305542,1964-10-09
0.28619372844696045,1964-10-12
0.2801969647407532,1964-10-13
0.2801969647407532,1964-10-14
0.27583593130111694,1964-10-15
0.2780165374279022,1964-10-16
0.28401294350624084,1964-10-19
0.28183233737945557,1964-10-20
0.27965208888053894,1964-10-21
0.27747154235839844,1964-10-22
0.27638110518455505,1964-10-23
0.27420058846473694,1964-10-26
0.27420058846473694,1964-10-27
0.2720201909542084,1964-10-28
0.2627531886100769,1964-10-29
0.2665689289569855,1964-10-30
0.27583593130111694,1964-11-02
0.27638110518455505,1964-11-04
0.2736554443836212,1964-11-05
0.2801969647407532,1964-11-06
0.2812873125076294,1964-11-09
0.27474597096443176,1964-11-10
0.2807420790195465,1964-11-11
0.2834889888763428,1964-11-12
0.2851372957229614,1964-11-13
0.285686731338501,1964-11-16
0.2889832854270935,1964-11-17
0.2939276099205017,1964-11-18
0.2906312942504883,1964-11-19
0.2889832854270935,1964-11-20
0.2944771647453308,1964-11-23
0.29777348041534424,1964-11-24
0.29557591676712036,1964-11-25
0.29832303524017334,1964-11-27
0.2889832854270935,1964-11-30
0.28788429498672485,1964-12-01
0.2950264811515808,1964-12-02
0.2944771647453308,1964-12-03
0.2950264811515808,1964-12-04
0.3071131110191345,1964-12-07
0.3076624274253845,1964-12-08
0.2999711036682129,1964-12-09
0.30216869711875916,1964-12-10
0.3043663501739502,1964-12-11
0.29612505435943604,1964-12-14
0.30052027106285095,1964-12-15
0.3043663501739502,1964-12-16
0.31150829792022705,1964-12-17
0.30986031889915466,1964-12-18
0.30986031889915466,1964-12-21
0.30656367540359497,1964-12-22
0.30216869711875916,1964-12-23
0.2999711036682129,1964-12-24
0.30106979608535767,1964-12-28
0.30546486377716064,1964-12-29
0.3060145676136017,1964-12-30
0.3027181327342987,1964-12-31
0.29667457938194275,1965-01-04
0.29832303524017334,1965-01-05
0.2994217872619629,1965-01-06
0.30106979608535767,1965-01-07
0.30656367540359497,1965-01-08
0.3071131110191345,1965-01-11
0.30326738953590393,1965-01-12
0.30106979608535767,1965-01-13
0.29832303524017334,1965-01-14
0.29777348041534424,1965-01-15
0.29118072986602783,1965-01-18
0.2889832854270935,1965-01-19
0.2884337902069092,1965-01-20
0.28458812832832336,1965-01-21
0.282390296459198,1965-01-22
0.27634677290916443,1965-01-25
0.27854445576667786,1965-01-26
0.2867854833602905,1965-01-27
0.29227930307388306,1965-01-28
0.2906312942504883,1965-01-29
0.285686731338501,1965-02-01
0.2867854833602905,1965-02-02
0.286236047744751,1965-02-03
0.286236047744751,1965-02-04
0.2867854833602905,1965-02-05
0.2906610071659088,1965-02-08
0.28955361247062683,1965-02-09
0.2967512011528015,1965-02-10
0.2984115481376648,1965-02-11
0.3006265163421631,1965-02-12
0.30671635270118713,1965-02-15
0.30727025866508484,1965-02-16
0.3089309334754944,1965-02-17
0.311698853969574,1965-02-18
0.3105917274951935,1965-02-19
0.31225305795669556,1965-02-23
0.3045017719268799,1965-02-24
0.2995191812515259,1965-02-25
0.3006265163421631,1965-02-26
0.30007264018058777,1965-03-01
0.30394819378852844,1965-03-02
0.2989652454853058,1965-03-03
0.29785850644111633,1965-03-04
0.2973044514656067,1965-03-05
0.29785850644111633,1965-03-08
0.29785850644111633,1965-03-09
0.29785850644111633,1965-03-10
0.29564347863197327,1965-03-11
0.29121461510658264,1965-03-12
0.29619717597961426,1965-03-15
0.2934289872646332,1965-03-16
0.2878926396369934,1965-03-17
0.2812490165233612,1965-03-18
0.2784806489944458,1965-03-19
0.2773734927177429,1965-03-22
0.28235626220703125,1965-03-23
0.28180259466171265,1965-03-24
0.2801416218280792,1965-03-25
0.27128344774246216,1965-03-26
0.26851528882980347,1965-03-29
0.2734981179237366,1965-03-30
0.2779269814491272,1965-03-31
0.27571260929107666,1965-04-01
0.2806952893733978,1965-04-02
0.29176807403564453,1965-04-05
0.29121461510658264,1965-04-06
0.2906610071659088,1965-04-07
0.302840918302536,1965-04-08
0.3061625063419342,1965-04-09
0.3056088984012604,1965-04-12
0.3078235983848572,1965-04-13
0.3166819214820862,1965-04-14
0.3200037479400635,1965-04-15
0.32498636841773987,1965-04-19
0.3233257234096527,1965-04-20
0.32387933135032654,1965-04-21
0.32498636841773987,1965-04-22
0.3283083736896515,1965-04-23
0.3388277292251587,1965-04-26
0.3382740616798401,1965-04-27
0.3366129994392395,1965-04-28
0.3327378034591675,1965-04-29
0.32941576838493347,1965-04-30
0.3266475200653076,1965-05-03
0.3299691677093506,1965-05-04
0.3277549147605896,1965-05-05
0.3255402743816376,1965-05-06
0.3255402743816376,1965-05-07
0.3277549147605896,1965-05-10
0.328311949968338,1965-05-11
0.3277548849582672,1965-05-12
0.33109915256500244,1965-05-13
0.33109915256500244,1965-05-14
0.333886057138443,1965-05-17
0.333886057138443,1965-05-18
0.3383451998233795,1965-05-19
0.3372305631637573,1965-05-20
0.33945995569229126,1965-05-21
0.33109915256500244,1965-05-24
0.33109915256500244,1965-05-25
0.328311949968338,1965-05-26
0.32441049814224243,1965-05-27
0.32552507519721985,1965-05-28
0.3238529562950134,1965-06-01
0.3188360929489136,1965-06-02
0.3177214562892914,1965-06-03
0.3249674439430237,1965-06-04
0.3210655748844147,1965-06-07
0.31939324736595154,1965-06-08
0.3093603551387787,1965-06-09
0.3065730929374695,1965-06-10
0.30713051557540894,1965-06-11
0.29319554567337036,1965-06-14
0.3088027834892273,1965-06-15
0.3115899860858917,1965-06-16
0.3088027834892273,1965-06-17
0.30490100383758545,1965-06-18
0.30155667662620544,1965-06-21
0.30155667662620544,1965-06-22
