AEE,Date
12.522289276123047,1998-01-02
12.430883407592773,1998-01-05
12.248071670532227,1998-01-06
12.138392448425293,1998-01-07
11.992141723632812,1998-01-08
12.101835250854492,1998-01-09
12.211520195007324,1998-01-12
12.120104789733887,1998-01-13
12.065268516540527,1998-01-14
11.791056632995605,1998-01-15
11.845897674560547,1998-01-16
10.840458869934082,1998-01-20
10.767338752746582,1998-01-21
10.639374732971191,1998-01-22
10.529687881469727,1998-01-23
10.584534645080566,1998-01-26
10.602807998657227,1998-01-27
10.675935745239258,1998-01-28
10.749053955078125,1998-01-29
10.712492942810059,1998-01-30
10.73077392578125,1998-02-02
10.712492942810059,1998-02-03
10.675935745239258,1998-02-04
10.8038969039917,1998-02-05
10.986706733703613,1998-02-06
11.078107833862305,1998-02-09
11.096393585205078,1998-02-10
11.041547775268555,1998-02-11
11.059826850891113,1998-02-12
10.968426704406738,1998-02-13
11.114672660827637,1998-02-17
11.114672660827637,1998-02-18
11.169514656066895,1998-02-19
11.206075668334961,1998-02-20
11.297479629516602,1998-02-23
11.260915756225586,1998-02-24
11.224352836608887,1998-02-25
11.169514656066895,1998-02-26
11.242631912231445,1998-02-27
11.242631912231445,1998-03-02
11.242631912231445,1998-03-03
11.224352836608887,1998-03-04
11.206075668334961,1998-03-05
11.3391695022583,1998-03-06
11.24622917175293,1998-03-09
11.3391695022583,1998-03-10
11.525056838989258,1998-03-11
11.469290733337402,1998-03-12
11.506473541259766,1998-03-13
11.748124122619629,1998-03-16
11.98978042602539,1998-03-17
12.157073974609375,1998-03-18
12.342966079711914,1998-03-19
12.58461856842041,1998-03-20
12.510261535644531,1998-03-23
12.510261535644531,1998-03-24
12.621794700622559,1998-03-25
12.47308349609375,1998-03-26
12.305790901184082,1998-03-27
12.342966079711914,1998-03-30
12.528852462768555,1998-03-31
12.491676330566406,1998-04-01
12.547447204589844,1998-04-02
12.640389442443848,1998-04-03
12.547447204589844,1998-04-06
12.435907363891602,1998-04-07
12.45450210571289,1998-04-08
12.45450210571289,1998-04-09
12.435907363891602,1998-04-13
12.56602954864502,1998-04-14
12.58461856842041,1998-04-15
12.47308349609375,1998-04-16
12.528852462768555,1998-04-17
12.398731231689453,1998-04-20
12.287196159362793,1998-04-21
12.194254875183105,1998-04-22
11.82248306274414,1998-04-23
11.859657287597656,1998-04-24
11.766717910766602,1998-04-27
11.673766136169434,1998-04-28
11.618006706237793,1998-04-29
11.785296440124512,1998-04-30
11.69235897064209,1998-05-01
11.673766136169434,1998-05-04
11.580825805664062,1998-05-05
11.599417686462402,1998-05-06
11.599417686462402,1998-05-07
11.543646812438965,1998-05-08
11.562234878540039,1998-05-11
11.580825805664062,1998-05-12
11.506473541259766,1998-05-13
11.506473541259766,1998-05-14
11.469290733337402,1998-05-15
11.413524627685547,1998-05-18
11.394935607910156,1998-05-19
11.580825805664062,1998-05-20
11.599417686462402,1998-05-21
11.469290733337402,1998-05-22
11.357758522033691,1998-05-26
11.376346588134766,1998-05-27
11.506473541259766,1998-05-28
11.636589050292969,1998-05-29
12.064130783081055,1998-06-01
12.00836181640625,1998-06-02
12.045544624328613,1998-06-03
11.98978042602539,1998-06-04
12.157073974609375,1998-06-05
12.027925491333008,1998-06-08
11.895751953125,1998-06-09
12.122334480285645,1998-06-10
12.178980827331543,1998-06-11
12.122334480285645,1998-06-12
12.027925491333008,1998-06-15
12.027925491333008,1998-06-16
11.952398300170898,1998-06-17
12.141213417053223,1998-06-18
11.99015998840332,1998-06-19
11.99015998840332,1998-06-22
12.00904369354248,1998-06-23
11.971281051635742,1998-06-24
11.895751953125,1998-06-25
11.91463565826416,1998-06-26
12.046808242797852,1998-06-29
12.00904369354248,1998-06-30
12.178980827331543,1998-07-01
12.197867393493652,1998-07-02
12.141213417053223,1998-07-06
12.160100936889648,1998-07-07
12.178980827331543,1998-07-08
12.122334480285645,1998-07-09
12.046808242797852,1998-07-10
11.91463565826416,1998-07-13
11.971281051635742,1998-07-14
11.933506965637207,1998-07-15
11.876867294311523,1998-07-16
11.876867294311523,1998-07-17
11.801335334777832,1998-07-20
11.78246021270752,1998-07-21
11.933506965637207,1998-07-22
11.78246021270752,1998-07-23
11.74468994140625,1998-07-24
11.76357364654541,1998-07-27
11.631400108337402,1998-07-28
11.574752807617188,1998-07-29
11.631400108337402,1998-07-30
11.42369556427002,1998-07-31
11.574752807617188,1998-08-03
11.291523933410645,1998-08-04
11.404810905456543,1998-08-05
11.367048263549805,1998-08-06
11.499225616455078,1998-08-07
11.518106460571289,1998-08-10
11.44257640838623,1998-08-11
11.801335334777832,1998-08-12
11.650280952453613,1998-08-13
11.68804931640625,1998-08-14
11.820215225219727,1998-08-17
11.78246021270752,1998-08-18
11.725809097290039,1998-08-19
11.706925392150879,1998-08-20
11.933506965637207,1998-08-21
12.065685272216797,1998-08-24
12.046808242797852,1998-08-25
12.122334480285645,1998-08-26
11.971281051635742,1998-08-27
11.933506965637207,1998-08-28
11.952398300170898,1998-08-31
12.046808242797852,1998-09-01
11.78246021270752,1998-09-02
11.725809097290039,1998-09-03
11.78246021270752,1998-09-04
12.03505802154541,1998-09-08
12.015860557556152,1998-09-09
11.977477073669434,1998-09-10
12.131030082702637,1998-09-11
12.150227546691895,1998-09-14
12.265392303466797,1998-09-15
12.380561828613281,1998-09-16
12.284585952758789,1998-09-17
12.380561828613281,1998-09-18
12.41895580291748,1998-09-21
12.649280548095703,1998-09-22
12.706871032714844,1998-09-23
12.514927864074707,1998-09-24
12.534117698669434,1998-09-25
12.687675476074219,1998-09-28
12.860427856445312,1998-09-29
12.879622459411621,1998-09-30
13.07156753540039,1998-10-01
13.282712936401367,1998-10-02
13.49384880065918,1998-10-05
13.455469131469727,1998-10-06
13.340287208557129,1998-10-07
13.263519287109375,1998-10-08
12.898812294006348,1998-10-09
12.227005004882812,1998-10-12
12.322978973388672,1998-10-13
12.6109037399292,1998-10-14
12.860427856445312,1998-10-15
12.553314208984375,1998-10-16
12.495731353759766,1998-10-19
12.24620246887207,1998-10-20
12.227005004882812,1998-10-21
12.303781509399414,1998-10-22
12.111835479736328,1998-10-23
12.150227546691895,1998-10-26
12.169421195983887,1998-10-27
12.265392303466797,1998-10-28
12.24620246887207,1998-10-29
12.265392303466797,1998-10-30
12.399759292602539,1998-11-02
12.438150405883789,1998-11-03
12.399759292602539,1998-11-04
12.514927864074707,1998-11-05
12.514927864074707,1998-11-06
12.495731353759766,1998-11-09
12.687675476074219,1998-11-10
12.553314208984375,1998-11-11
12.572514533996582,1998-11-12
12.649280548095703,1998-11-13
12.80284309387207,1998-11-16
12.783651351928711,1998-11-17
12.745253562927246,1998-11-18
12.649280548095703,1998-11-19
12.726064682006836,1998-11-20
12.706871032714844,1998-11-23
12.726064682006836,1998-11-24
12.80284309387207,1998-11-25
12.80284309387207,1998-11-27
12.649280548095703,1998-11-30
12.649280548095703,1998-12-01
12.745253562927246,1998-12-02
12.745253562927246,1998-12-03
12.898812294006348,1998-12-04
13.05785083770752,1998-12-07
13.018880844116211,1998-12-08
13.077339172363281,1998-12-09
12.960402488708496,1998-12-10
13.096830368041992,1998-12-11
13.018880844116211,1998-12-14
12.999381065368652,1998-12-15
13.096830368041992,1998-12-16
13.350191116333008,1998-12-17
13.42815113067627,1998-12-18
13.447638511657715,1998-12-21
13.272233009338379,1998-12-22
13.272233009338379,1998-12-23
13.194282531738281,1998-12-24
13.213768005371094,1998-12-28
13.252747535705566,1998-12-29
13.213768005371094,1998-12-30
13.3112154006958,1998-12-31
13.3112154006958,1999-01-04
13.194282531738281,1999-01-05
13.174792289733887,1999-01-06
13.05785083770752,1999-01-07
12.940905570983887,1999-01-08
12.66806411743164,1999-01-11
12.726529121398926,1999-01-12
12.70704460144043,1999-01-13
12.531633377075195,1999-01-14
12.629091262817383,1999-01-15
12.492654800415039,1999-01-19
12.317255020141602,1999-01-20
12.336751937866211,1999-01-21
12.434197425842285,1999-01-22
12.531633377075195,1999-01-25
12.375724792480469,1999-01-26
12.219813346862793,1999-01-27
12.336751937866211,1999-01-28
12.239296913146973,1999-01-29
11.985941886901855,1999-02-01
11.946958541870117,1999-02-02
11.946958541870117,1999-02-03
11.713091850280762,1999-02-04
11.73258113861084,1999-02-05
11.73258113861084,1999-02-08
11.693601608276367,1999-02-09
11.713091850280762,1999-02-10
11.635128021240234,1999-02-11
11.420743942260742,1999-02-12
11.557170867919922,1999-02-16
11.713091850280762,1999-02-17
11.985941886901855,1999-02-18
11.73258113861084,1999-02-19
11.791048049926758,1999-02-22
11.771547317504883,1999-02-23
11.635128021240234,1999-02-24
11.557170867919922,1999-02-25
11.635128021240234,1999-02-26
11.635128021240234,1999-03-01
11.73258113861084,1999-03-02
11.8884916305542,1999-03-03
12.063889503479004,1999-03-04
12.219813346862793,1999-03-05
12.123931884765625,1999-03-08
11.886207580566406,1999-03-09
11.747529029846191,1999-03-10
11.925827026367188,1999-03-11
12.084312438964844,1999-03-12
11.90601634979248,1999-03-15
11.945636749267578,1999-03-16
11.945636749267578,1999-03-17
12.06450080871582,1999-03-18
11.886207580566406,1999-03-19
11.925827026367188,1999-03-22
11.747529029846191,1999-03-23
12.06450080871582,1999-03-24
12.005067825317383,1999-03-25
11.866390228271484,1999-03-26
11.84658432006836,1999-03-29
11.589049339294434,1999-03-30
11.470187187194824,1999-03-31
11.608858108520508,1999-04-01
11.727723121643066,1999-04-05
11.509800910949707,1999-04-06
11.4503755569458,1999-04-07
11.668288230895996,1999-04-08
11.509800910949707,1999-04-09
11.628671646118164,1999-04-12
11.529617309570312,1999-04-13
11.470187187194824,1999-04-14
11.489997863769531,1999-04-15
11.569234848022461,1999-04-16
11.84658432006836,1999-04-19
12.242794036865234,1999-04-20
12.341842651367188,1999-04-21
12.203170776367188,1999-04-22
12.143735885620117,1999-04-23
12.143735885620117,1999-04-26
12.104120254516602,1999-04-27
12.163548469543457,1999-04-28
12.282411575317383,1999-04-29
12.262598991394043,1999-04-30
12.48051643371582,1999-05-03
12.401272773742676,1999-05-04
12.520140647888184,1999-05-05
12.421080589294434,1999-05-06
12.440896034240723,1999-05-07
12.500325202941895,1999-05-10
12.460704803466797,1999-05-11
12.48051643371582,1999-05-12
12.658801078796387,1999-05-13
12.440896034240723,1999-05-14
12.579567909240723,1999-05-17
12.520140647888184,1999-05-18
12.619185447692871,1999-05-19
12.638993263244629,1999-05-20
