AEE,Date
12.718239784240723,1999-05-21
12.797479629516602,1999-05-24
12.89653491973877,1999-05-25
12.89653491973877,1999-05-26
12.757863998413086,1999-05-27
12.975772857666016,1999-05-28
12.777666091918945,1999-06-01
12.777666091918945,1999-06-02
12.837099075317383,1999-06-03
12.837099075317383,1999-06-04
12.900700569152832,1999-06-07
12.800073623657227,1999-06-08
12.779939651489258,1999-06-09
12.498181343078613,1999-06-10
12.558555603027344,1999-06-11
12.679314613342285,1999-06-14
12.800073623657227,1999-06-15
12.920819282531738,1999-06-16
12.779939651489258,1999-06-17
12.779939651489258,1999-06-18
12.598807334899902,1999-06-21
12.73969841003418,1999-06-22
12.719563484191895,1999-06-23
12.699440956115723,1999-06-24
12.73969841003418,1999-06-25
12.820191383361816,1999-06-28
12.679314613342285,1999-06-29
12.35729694366455,1999-06-30
12.53842830657959,1999-07-01
12.53842830657959,1999-07-02
12.558555603027344,1999-07-06
12.558555603027344,1999-07-07
12.498181343078613,1999-07-08
12.558555603027344,1999-07-09
12.478052139282227,1999-07-12
12.578681945800781,1999-07-13
12.53842830657959,1999-07-14
12.578681945800781,1999-07-15
12.518310546875,1999-07-16
12.478052139282227,1999-07-19
12.618936538696289,1999-07-20
12.679314613342285,1999-07-21
12.679314613342285,1999-07-22
12.679314613342285,1999-07-23
12.73969841003418,1999-07-26
12.800073623657227,1999-07-27
12.679314613342285,1999-07-28
12.53842830657959,1999-07-29
12.639059066772461,1999-07-30
12.679314613342285,1999-08-02
12.759820938110352,1999-08-03
12.719563484191895,1999-08-04
12.73969841003418,1999-08-05
12.618936538696289,1999-08-06
12.659187316894531,1999-08-09
12.578681945800781,1999-08-10
12.498181343078613,1999-08-11
12.457928657531738,1999-08-12
12.478052139282227,1999-08-13
12.518310546875,1999-08-16
12.598807334899902,1999-08-17
12.558555603027344,1999-08-18
12.719563484191895,1999-08-19
12.840324401855469,1999-08-20
12.820191383361816,1999-08-23
12.880565643310547,1999-08-24
13.10195541381836,1999-08-25
13.0617094039917,1999-08-26
13.021454811096191,1999-08-27
12.840324401855469,1999-08-30
12.900700569152832,1999-08-31
12.920819282531738,1999-09-01
12.920819282531738,1999-09-02
13.189939498901367,1999-09-03
12.964997291564941,1999-09-07
12.842302322387695,1999-09-08
12.821847915649414,1999-09-09
12.924095153808594,1999-09-10
12.842302322387695,1999-09-13
12.74005126953125,1999-09-14
12.719600677490234,1999-09-15
12.596900939941406,1999-09-16
12.699153900146484,1999-09-17
12.55600357055664,1999-09-20
12.433307647705078,1999-09-21
12.515105247497559,1999-09-22
12.371959686279297,1999-09-23
12.249262809753418,1999-09-24
12.269713401794434,1999-09-27
12.126568794250488,1999-09-28
12.187918663024902,1999-09-29
12.371959686279297,1999-09-30
12.55600357055664,1999-10-01
12.74005126953125,1999-10-04
12.576461791992188,1999-10-05
12.55600357055664,1999-10-06
12.371959686279297,1999-10-07
12.474203109741211,1999-10-08
12.228814125061035,1999-10-11
12.187918663024902,1999-10-12
12.16746711730957,1999-10-13
12.228814125061035,1999-10-14
11.96296501159668,1999-10-15
12.065216064453125,1999-10-18
11.942521095275879,1999-10-19
11.922069549560547,1999-10-20
11.860721588134766,1999-10-21
11.860721588134766,1999-10-22
11.84027099609375,1999-10-25
11.983419418334961,1999-10-26
12.269713401794434,1999-10-27
12.433307647705078,1999-10-28
12.371959686279297,1999-10-29
12.392415046691895,1999-11-01
12.453761100769043,1999-11-02
12.351503372192383,1999-11-03
12.228814125061035,1999-11-04
12.269713401794434,1999-11-05
12.208362579345703,1999-11-08
12.126568794250488,1999-11-09
12.044766426086426,1999-11-10
12.024320602416992,1999-11-11
12.044766426086426,1999-11-12
11.922069549560547,1999-11-15
11.983419418334961,1999-11-16
11.901626586914062,1999-11-17
11.942521095275879,1999-11-18
11.717572212219238,1999-11-19
11.513077735900879,1999-11-22
11.267682075500488,1999-11-23
11.226785659790039,1999-11-24
11.165430068969727,1999-11-26
10.9200439453125,1999-11-29
11.329033851623535,1999-11-30
11.226785659790039,1999-12-01
11.247238159179688,1999-12-02
11.288130760192871,1999-12-03
11.249805450439453,1999-12-06
11.22896957397461,1999-12-07
11.103972434997559,1999-12-08
10.999808311462402,1999-12-09
10.916472434997559,1999-12-10
10.812307357788086,1999-12-13
10.83314323425293,1999-12-14
10.916472434997559,1999-12-15
10.791474342346191,1999-12-16
10.791474342346191,1999-12-17
10.827934265136719,1999-12-20
11.041472434997559,1999-12-21
11.020646095275879,1999-12-22
11.041472434997559,1999-12-23
11.041472434997559,1999-12-27
11.062307357788086,1999-12-28
10.958137512207031,1999-12-29
10.937305450439453,1999-12-30
10.916472434997559,1999-12-31
10.770644187927246,2000-01-03
10.770644187927246,2000-01-04
11.18730354309082,2000-01-05
11.145637512207031,2000-01-06
11.312297821044922,2000-01-07
11.22896957397461,2000-01-10
11.208135604858398,2000-01-11
11.270634651184082,2000-01-12
11.312297821044922,2000-01-13
11.145637512207031,2000-01-14
10.770644187927246,2000-01-18
11.041472434997559,2000-01-19
10.999808311462402,2000-01-20
11.083142280578613,2000-01-21
11.145637512207031,2000-01-24
10.874810218811035,2000-01-25
10.999808311462402,2000-01-26
10.978972434997559,2000-01-27
10.770644187927246,2000-01-28
10.853981018066406,2000-01-31
10.853981018066406,2000-02-01
10.853981018066406,2000-02-02
10.978972434997559,2000-02-03
10.645644187927246,2000-02-04
10.583146095275879,2000-02-07
10.62481689453125,2000-02-08
10.520647048950195,2000-02-09
10.374818801879883,2000-02-10
10.333150863647461,2000-02-11
10.41648006439209,2000-02-14
10.374818801879883,2000-02-15
10.3123197555542,2000-02-16
10.166483879089355,2000-02-17
10.083154678344727,2000-02-18
10.145651817321777,2000-02-22
10.083154678344727,2000-02-23
9.624835014343262,2000-02-24
9.624835014343262,2000-02-25
10.020654678344727,2000-02-28
9.999826431274414,2000-02-29
9.833160400390625,2000-03-01
9.645661354064941,2000-03-02
9.728995323181152,2000-03-03
9.39566707611084,2000-03-06
9.50564193725586,2000-03-07
9.548266410827637,2000-03-08
9.569583892822266,2000-03-09
9.590893745422363,2000-03-10
9.590893745422363,2000-03-13
9.48432731628418,2000-03-14
9.910588264465332,2000-03-15
10.443419456481934,2000-03-16
10.272916793823242,2000-03-17
10.315546035766602,2000-03-20
10.379477500915527,2000-03-21
10.272916793823242,2000-03-22
10.29422664642334,2000-03-23
10.40079402923584,2000-03-24
10.549985885620117,2000-03-27
10.336852073669434,2000-03-28
10.464733123779297,2000-03-29
10.443419456481934,2000-03-30
10.549985885620117,2000-03-31
10.613927841186523,2000-04-03
10.890995025634766,2000-04-04
11.104130744934082,2000-04-05
10.976243019104004,2000-04-06
10.784429550170898,2000-04-07
10.848366737365723,2000-04-10
10.912300109863281,2000-04-11
11.040180206298828,2000-04-12
11.33857250213623,2000-04-13
11.21069049835205,2000-04-14
11.33857250213623,2000-04-17
11.33857250213623,2000-04-18
11.295945167541504,2000-04-19
11.551705360412598,2000-04-20
11.914026260375977,2000-04-24
12.468159675598145,2000-04-25
12.915740966796875,2000-04-26
12.702605247497559,2000-04-27
12.510787010192871,2000-04-28
12.425539016723633,2000-05-01
12.127154350280762,2000-05-02
12.041899681091309,2000-05-03
12.361598014831543,2000-05-04
12.105844497680664,2000-05-05
12.255030632019043,2000-05-08
12.255030632019043,2000-05-09
12.318973541259766,2000-05-10
12.596040725708008,2000-05-11
12.468159675598145,2000-05-12
12.596040725708008,2000-05-15
12.510787010192871,2000-05-16
12.148469924926758,2000-05-17
12.297659873962402,2000-05-18
12.340287208557129,2000-05-19
12.553417205810547,2000-05-22
12.468159675598145,2000-05-23
12.702605247497559,2000-05-24
12.574736595153809,2000-05-25
12.553417205810547,2000-05-26
12.425539016723633,2000-05-30
12.510787010192871,2000-05-31
12.532108306884766,2000-06-01
12.297659873962402,2000-06-02
11.999275207519531,2000-06-05
12.241501808166504,2000-06-06
12.154678344726562,2000-06-07
12.002745628356934,2000-06-08
12.306619644165039,2000-06-09
12.360879898071289,2000-06-12
12.371729850769043,2000-06-13
12.132980346679688,2000-06-14
12.371729850769043,2000-06-15
12.306619644165039,2000-06-16
12.28490924835205,2000-06-19
12.241501808166504,2000-06-20
12.263209342956543,2000-06-21
12.132980346679688,2000-06-22
12.154678344726562,2000-06-23
12.328326225280762,2000-06-26
12.046162605285645,2000-06-27
12.350028991699219,2000-06-28
12.002745628356934,2000-06-29
11.720588684082031,2000-06-30
12.111274719238281,2000-07-03
12.089569091796875,2000-07-05
12.002745628356934,2000-07-06
12.111274719238281,2000-07-07
12.241501808166504,2000-07-10
12.43684196472168,2000-07-11
12.458547592163086,2000-07-12
12.415138244628906,2000-07-13
12.198091506958008,2000-07-14
12.230649948120117,2000-07-17
12.306619644165039,2000-07-18
12.50195598602295,2000-07-19
12.675602912902832,2000-07-20
12.610481262207031,2000-07-21
12.458547592163086,2000-07-24
12.545374870300293,2000-07-25
12.377157211303711,2000-07-26
12.697306632995605,2000-07-27
12.632194519042969,2000-07-28
12.567073822021484,2000-07-31
12.979466438293457,2000-08-01
13.0662841796875,2000-08-02
13.201940536499023,2000-08-03
13.326744079589844,2000-08-04
13.397284507751465,2000-08-07
13.4569673538208,2000-08-08
13.43526554107666,2000-08-09
13.418984413146973,2000-08-10
13.484102249145508,2000-08-11
13.587200164794922,2000-08-14
13.630605697631836,2000-08-15
13.760839462280273,2000-08-16
13.82595157623291,2000-08-17
13.86936092376709,2000-08-18
13.7391357421875,2000-08-21
13.71743392944336,2000-08-22
13.7391357421875,2000-08-23
13.674022674560547,2000-08-24
13.587200164794922,2000-08-25
13.760839462280273,2000-08-28
13.71743392944336,2000-08-29
13.804248809814453,2000-08-30
14.048425674438477,2000-08-31
13.977882385253906,2000-09-01
14.30345630645752,2000-09-05
14.563915252685547,2000-09-06
14.787829399108887,2000-09-07
15.063300132751465,2000-09-08
15.145943641662598,2000-09-11
15.206559181213379,2000-09-12
15.074331283569336,2000-09-13
14.875982284545898,2000-09-14
14.99167537689209,2000-09-15
14.964129447937012,2000-09-18
14.280941009521484,2000-09-19
13.752017974853516,2000-09-20
13.377361297607422,2000-09-21
13.884255409240723,2000-09-22
13.994434356689453,2000-09-25
14.30297565460205,2000-09-26
14.523367881774902,2000-09-27
14.633560180664062,2000-09-28
14.7712984085083,2000-09-29
14.98617172241211,2000-10-02
14.545404434204102,2000-10-03
14.148702621459961,2000-10-04
13.840164184570312,2000-10-05
13.774057388305664,2000-10-06
13.641823768615723,2000-10-09
13.774057388305664,2000-10-10
13.796090126037598,2000-10-11
13.906289100646973,2000-10-12
14.10463809967041,2000-10-13
14.126669883728027,2000-10-16
14.148702621459961,2000-10-17
13.707939147949219,2000-10-18
13.553668022155762,2000-10-19
13.421436309814453,2000-10-20
13.443476676940918,2000-10-23
13.4655122756958,2000-10-24
13.355328559875488,2000-10-25
13.333282470703125,2000-10-26
13.685901641845703,2000-10-27
14.258901596069336,2000-10-30
14.0164794921875,2000-10-31
14.325019836425781,2000-11-01
14.479291915893555,2000-11-02
14.391129493713379,2000-11-03
14.413174629211426,2000-11-06
14.369102478027344,2000-11-07
14.413174629211426,2000-11-08
14.699671745300293,2000-11-09
14.765789985656738,2000-11-10
14.743753433227539,2000-11-13
14.501323699951172,2000-11-14
14.58948040008545,2000-11-15
14.809868812561035,2000-11-16
15.140443801879883,2000-11-17
15.09636116027832,2000-11-20
15.052286148071289,2000-11-21
15.00821304321289,2000-11-22
14.875982284545898,2000-11-24
14.853940963745117,2000-11-27
15.00821304321289,2000-11-28
15.22860050201416,2000-11-29
15.647330284118652,2000-11-30
15.71343994140625,2000-12-01
15.757521629333496,2000-12-04
15.66937255859375,2000-12-05
15.71343994140625,2000-12-06
15.851164817810059,2000-12-07
15.806448936462402,2000-12-08
15.649950981140137,2000-12-11
15.694659233093262,2000-12-12
15.694659233093262,2000-12-13
15.560522079467773,2000-12-14
15.448729515075684,2000-12-15
15.426379203796387,2000-12-18
15.694659233093262,2000-12-19
16.18651580810547,2000-12-20
16.365371704101562,2000-12-21
16.298301696777344,2000-12-22
16.745447158813477,2000-12-26
16.65601348876953,2000-12-27
16.45480728149414,2000-12-28
16.56658172607422,2000-12-29
16.164161682128906,2001-01-02
15.471087455749512,2001-01-03
14.330877304077148,2001-01-04
14.308525085449219,2001-01-05
14.733312606811523,2001-01-08
14.71094799041748,2001-01-09
14.554452896118164,2001-01-10
13.995524406433105,2001-01-11
14.174386978149414,2001-01-12
14.040234565734863,2001-01-16
14.062601089477539,2001-01-17
14.196735382080078,2001-01-18
14.465024948120117,2001-01-19
14.80038070678711,2001-01-22
14.71094799041748,2001-01-23
14.956880569458008,2001-01-24
14.979236602783203,2001-01-25
14.80038070678711,2001-01-26
14.841520309448242,2001-01-29
14.75566577911377,2001-01-30
14.587538719177246,2001-01-31
14.537454605102539,2001-02-01
14.365755081176758,2001-02-02
14.38006591796875,2001-02-05
14.308525085449219,2001-02-06
14.433727264404297,2001-02-07
14.666236877441406,2001-02-08
14.870134353637695,2001-02-09
14.841520309448242,2001-02-12
14.870134353637695,2001-02-13
14.913053512573242,2001-02-14
14.795019149780273,2001-02-15
15.023950576782227,2001-02-16
15.131264686584473,2001-02-20
15.034673690795898,2001-02-21
15.113373756408691,2001-02-22
14.923794746398926,2001-02-23
14.955981254577637,2001-02-26
15.013218879699707,2001-02-27
15.084758758544922,2001-02-28
15.048992156982422,2001-03-01
15.184919357299805,2001-03-02
15.141990661621094,2001-03-05
15.016706466674805,2001-03-06
14.940441131591797,2001-03-07
15.038493156433105,2001-03-08
14.973125457763672,2001-03-09
14.70802116394043,2001-03-12
14.526437759399414,2001-03-13
14.344862937927246,2001-03-14
14.493745803833008,2001-03-15
14.315802574157715,2001-03-16
14.203230857849121,2001-03-19
14.319437980651855,2001-03-20
14.272228240966797,2001-03-21
13.832796096801758,2001-03-22
13.80012035369873,2001-03-23
14.221384048461914,2001-03-26
14.399334907531738,2001-03-27
14.435643196105957,2001-03-28
14.718914985656738,2001-03-29
14.871441841125488,2001-03-30
15.049394607543945,2001-04-02
15.082072257995605,2001-04-03
15.18012523651123,2001-04-04
15.125658988952637,2001-04-05
14.777018547058105,2001-04-06
15.111129760742188,2001-04-09
15.416182518005371,2001-04-10
15.216440200805664,2001-04-11
15.092975616455078,2001-04-12
15.289071083068848,2001-04-16
15.503338813781738,2001-04-17
15.434340476989746,2001-04-18
15.187394142150879,2001-04-19
15.096599578857422,2001-04-20
15.249123573303223,2001-04-23
15.161968231201172,2001-04-24
15.223706245422363,2001-04-25
15.296347618103027,2001-04-26
15.28181266784668,2001-04-27
15.24187183380127,2001-04-30
15.249123573303223,2001-05-01
15.132917404174805,2001-05-02
14.813337326049805,2001-05-03
15.08570671081543,2001-05-04
15.08570671081543,2001-05-07
14.969502449035645,2001-05-08
15.034860610961914,2001-05-09
14.994922637939453,2001-05-10
14.944069862365723,2001-05-11
15.176497459411621,2001-05-14
15.16923713684082,2001-05-15
15.488812446594238,2001-05-16
15.557823181152344,2001-05-17
15.586870193481445,2001-05-18
15.72486686706543,2001-05-21
15.706703186035156,2001-05-22
16.008134841918945,2001-05-23
16.196975708007812,2001-05-24
16.088029861450195,2001-05-25
16.10980987548828,2001-05-29
16.157028198242188,2001-05-30
16.196975708007812,2001-05-31
16.044450759887695,2001-06-01
16.084392547607422,2001-06-04
15.895554542541504,2001-06-05
15.764734268188477,2001-06-06
15.624698638916016,2001-06-07
15.80896282196045,2001-06-08
15.923190116882324,2001-06-11
16.059539794921875,2001-06-12
15.878975868225098,2001-06-13
15.385167121887207,2001-06-14
15.716827392578125,2001-06-15
15.698395729064941,2001-06-18
15.901082992553711,2001-06-19
15.919510841369629,2001-06-20
15.469926834106445,2001-06-21
15.547314643859863,2001-06-22
15.440446853637695,2001-06-25
15.595219612121582,2001-06-26
15.746308326721191,2001-06-27
15.753681182861328,2001-06-28
15.735257148742676,2001-06-29
16.01163673400879,2001-07-02
15.713146209716797,2001-07-03
15.77209758758545,2001-07-05
15.65417766571045,2001-07-06
15.621017456054688,2001-07-09
15.609957695007324,2001-07-10
15.477301597595215,2001-07-11
15.36674976348877,2001-07-12
15.141953468322754,2001-07-13
15.053512573242188,2001-07-16
14.869261741638184,2001-07-17
14.75133991241455,2001-07-18
14.902421951293945,2001-07-19
14.618668556213379,2001-07-20
14.224372863769531,2001-07-23
13.892717361450195,2001-07-24
14.242796897888184,2001-07-25
14.47865104675293,2001-07-26
14.419682502746582,2001-07-27
14.47865104675293,2001-07-30
14.47865104675293,2001-07-31
14.640795707702637,2001-08-01
14.821357727050781,2001-08-02
14.887685775756836,2001-08-03
14.563398361206055,2001-08-06
14.61498737335205,2001-08-07
14.41231632232666,2001-08-08
14.585511207580566,2001-08-09
14.725541114807129,2001-08-10
14.611310958862305,2001-08-13
14.629732131958008,2001-08-14
14.537605285644531,2001-08-15
14.659209251403809,2001-08-16
14.7034330368042,2001-08-17
14.743969917297363,2001-08-20
14.942962646484375,2001-08-21
15.064565658569336,2001-08-22
15.219345092773438,2001-08-23
15.193549156188965,2001-08-24
15.300420761108398,2001-08-27
15.296724319458008,2001-08-28
15.370427131652832,2001-08-29
15.352009773254395,2001-08-30
15.200920104980469,2001-08-31
15.377796173095703,2001-09-04
15.293045043945312,2001-09-05
15.267247200012207,2001-09-06
15.385140419006348,2001-09-07
15.063288688659668,2001-09-10
15.067026138305664,2001-09-17
15.212982177734375,2001-09-18
