PYPL,Date
38.63999938964844,2016-04-14
38.58000183105469,2016-04-15
39.63999938964844,2016-04-18
39.2400016784668,2016-04-19
40.08000183105469,2016-04-20
40.099998474121094,2016-04-21
40.310001373291016,2016-04-22
39.81999969482422,2016-04-25
39.72999954223633,2016-04-26
40.0099983215332,2016-04-27
40.06999969482422,2016-04-28
39.18000030517578,2016-04-29
39.02000045776367,2016-05-02
38.36000061035156,2016-05-03
38.310001373291016,2016-05-04
38.95000076293945,2016-05-05
39.47999954223633,2016-05-06
39.619998931884766,2016-05-09
40.11000061035156,2016-05-10
39.709999084472656,2016-05-11
39.5099983215332,2016-05-12
39.47999954223633,2016-05-13
39.29999923706055,2016-05-16
39.064998626708984,2016-05-17
38.97999954223633,2016-05-18
37.650001525878906,2016-05-19
37.529998779296875,2016-05-20
38.06999969482422,2016-05-23
38.91999816894531,2016-05-24
38.7599983215332,2016-05-25
38.06999969482422,2016-05-26
38.09000015258789,2016-05-27
37.790000915527344,2016-05-31
38.310001373291016,2016-06-01
38.560001373291016,2016-06-02
38.33000183105469,2016-06-03
38.099998474121094,2016-06-06
37.56999969482422,2016-06-07
37.54999923706055,2016-06-08
37.130001068115234,2016-06-09
36.77000045776367,2016-06-10
36.540000915527344,2016-06-13
37.15999984741211,2016-06-14
36.84000015258789,2016-06-15
36.970001220703125,2016-06-16
36.970001220703125,2016-06-17
36.86000061035156,2016-06-20
36.15999984741211,2016-06-21
36.0,2016-06-22
36.65999984741211,2016-06-23
35.08000183105469,2016-06-24
34.20000076293945,2016-06-27
35.2400016784668,2016-06-28
35.77000045776367,2016-06-29
36.5099983215332,2016-06-30
36.349998474121094,2016-07-01
36.119998931884766,2016-07-05
35.93000030517578,2016-07-06
36.31999969482422,2016-07-07
37.36000061035156,2016-07-08
38.150001525878906,2016-07-11
38.790000915527344,2016-07-12
39.279998779296875,2016-07-13
39.959999084472656,2016-07-14
39.09000015258789,2016-07-15
38.91999816894531,2016-07-18
39.369998931884766,2016-07-19
40.04999923706055,2016-07-20
40.130001068115234,2016-07-21
37.41999816894531,2016-07-22
37.779998779296875,2016-07-25
37.689998626708984,2016-07-26
37.220001220703125,2016-07-27
37.220001220703125,2016-07-28
37.2400016784668,2016-07-29
37.060001373291016,2016-08-01
36.540000915527344,2016-08-02
36.58000183105469,2016-08-03
37.29999923706055,2016-08-04
38.099998474121094,2016-08-05
37.90999984741211,2016-08-08
38.099998474121094,2016-08-09
38.06999969482422,2016-08-10
38.459999084472656,2016-08-11
38.5099983215332,2016-08-12
38.459999084472656,2016-08-15
38.380001068115234,2016-08-16
38.13999938964844,2016-08-17
38.220001220703125,2016-08-18
38.09000015258789,2016-08-19
38.11000061035156,2016-08-22
37.86000061035156,2016-08-23
37.52000045776367,2016-08-24
37.5099983215332,2016-08-25
37.650001525878906,2016-08-26
37.290000915527344,2016-08-29
37.0,2016-08-30
37.150001525878906,2016-08-31
36.83000183105469,2016-09-01
37.06999969482422,2016-09-02
37.18000030517578,2016-09-06
38.560001373291016,2016-09-07
39.27000045776367,2016-09-08
38.0099983215332,2016-09-09
38.77000045776367,2016-09-12
39.86000061035156,2016-09-13
39.959999084472656,2016-09-14
40.83000183105469,2016-09-15
40.70000076293945,2016-09-16
40.0099983215332,2016-09-19
39.689998626708984,2016-09-20
40.290000915527344,2016-09-21
40.4900016784668,2016-09-22
40.06999969482422,2016-09-23
40.34000015258789,2016-09-26
41.060001373291016,2016-09-27
40.970001220703125,2016-09-28
40.38999938964844,2016-09-29
40.970001220703125,2016-09-30
40.59000015258789,2016-10-03
40.779998779296875,2016-10-04
40.439998626708984,2016-10-05
40.18000030517578,2016-10-06
39.880001068115234,2016-10-07
39.86000061035156,2016-10-10
39.189998626708984,2016-10-11
39.529998779296875,2016-10-12
39.20000076293945,2016-10-13
39.2400016784668,2016-10-14
39.47999954223633,2016-10-17
39.83000183105469,2016-10-18
40.2400016784668,2016-10-19
40.09000015258789,2016-10-20
44.150001525878906,2016-10-21
43.869998931884766,2016-10-24
43.310001373291016,2016-10-25
42.33000183105469,2016-10-26
41.689998626708984,2016-10-27
41.7599983215332,2016-10-28
41.65999984741211,2016-10-31
41.540000915527344,2016-11-01
41.349998474121094,2016-11-02
41.189998626708984,2016-11-03
40.900001525878906,2016-11-04
41.279998779296875,2016-11-07
41.58000183105469,2016-11-08
41.2599983215332,2016-11-09
40.45000076293945,2016-11-10
40.08000183105469,2016-11-11
38.810001373291016,2016-11-14
38.939998626708984,2016-11-15
39.06999969482422,2016-11-16
39.880001068115234,2016-11-17
40.08000183105469,2016-11-18
40.630001068115234,2016-11-21
40.33000183105469,2016-11-22
40.04999923706055,2016-11-23
40.2599983215332,2016-11-25
39.959999084472656,2016-11-28
39.88999938964844,2016-11-29
39.279998779296875,2016-11-30
38.34000015258789,2016-12-01
38.619998931884766,2016-12-02
38.9900016784668,2016-12-05
38.97999954223633,2016-12-06
39.45000076293945,2016-12-07
39.61000061035156,2016-12-08
39.650001525878906,2016-12-09
39.43000030517578,2016-12-12
39.43000030517578,2016-12-13
39.54999923706055,2016-12-14
39.540000915527344,2016-12-15
39.31999969482422,2016-12-16
39.439998626708984,2016-12-19
39.7400016784668,2016-12-20
40.09000015258789,2016-12-21
39.68000030517578,2016-12-22
39.58000183105469,2016-12-23
39.720001220703125,2016-12-27
39.56999969482422,2016-12-28
39.959999084472656,2016-12-29
39.470001220703125,2016-12-30
40.25,2017-01-03
41.0,2017-01-04
41.060001373291016,2017-01-05
41.45000076293945,2017-01-06
41.400001525878906,2017-01-09
41.08000183105469,2017-01-10
41.279998779296875,2017-01-11
41.560001373291016,2017-01-12
41.599998474121094,2017-01-13
41.27000045776367,2017-01-17
41.349998474121094,2017-01-18
41.27000045776367,2017-01-19
41.689998626708984,2017-01-20
41.619998931884766,2017-01-23
41.959999084472656,2017-01-24
41.709999084472656,2017-01-25
41.5,2017-01-26
40.27000045776367,2017-01-27
39.86000061035156,2017-01-30
39.779998779296875,2017-01-31
39.310001373291016,2017-02-01
39.58000183105469,2017-02-02
39.59000015258789,2017-02-03
39.7400016784668,2017-02-06
40.02000045776367,2017-02-07
40.880001068115234,2017-02-08
40.83000183105469,2017-02-09
40.58000183105469,2017-02-10
41.16999816894531,2017-02-13
41.619998931884766,2017-02-14
41.869998931884766,2017-02-15
42.150001525878906,2017-02-16
41.959999084472656,2017-02-17
42.43000030517578,2017-02-21
42.41999816894531,2017-02-22
42.529998779296875,2017-02-23
43.06999969482422,2017-02-24
42.63999938964844,2017-02-27
42.0,2017-02-28
42.43000030517578,2017-03-01
42.77000045776367,2017-03-02
43.029998779296875,2017-03-03
42.869998931884766,2017-03-06
42.88999938964844,2017-03-07
42.790000915527344,2017-03-08
42.91999816894531,2017-03-09
42.9900016784668,2017-03-10
42.59000015258789,2017-03-13
42.099998474121094,2017-03-14
42.38999938964844,2017-03-15
42.400001525878906,2017-03-16
43.08000183105469,2017-03-17
43.15999984741211,2017-03-20
42.63999938964844,2017-03-21
43.189998626708984,2017-03-22
43.13999938964844,2017-03-23
43.130001068115234,2017-03-24
43.08000183105469,2017-03-27
43.150001525878906,2017-03-28
43.2400016784668,2017-03-29
43.540000915527344,2017-03-30
43.02000045776367,2017-03-31
42.630001068115234,2017-04-03
42.720001220703125,2017-04-04
42.88999938964844,2017-04-05
42.900001525878906,2017-04-06
43.040000915527344,2017-04-07
43.04999923706055,2017-04-10
42.689998626708984,2017-04-11
42.4900016784668,2017-04-12
42.54999923706055,2017-04-13
43.099998474121094,2017-04-17
43.09000015258789,2017-04-18
43.29999923706055,2017-04-19
43.689998626708984,2017-04-20
43.810001373291016,2017-04-21
44.27000045776367,2017-04-24
44.709999084472656,2017-04-25
44.40999984741211,2017-04-26
47.150001525878906,2017-04-27
47.720001220703125,2017-04-28
47.540000915527344,2017-05-01
49.04999923706055,2017-05-02
49.02000045776367,2017-05-03
48.90999984741211,2017-05-04
49.29999923706055,2017-05-05
49.16999816894531,2017-05-08
49.220001220703125,2017-05-09
49.790000915527344,2017-05-10
49.70000076293945,2017-05-11
49.369998931884766,2017-05-12
49.77000045776367,2017-05-15
50.34000015258789,2017-05-16
49.04999923706055,2017-05-17
49.11000061035156,2017-05-18
49.38999938964844,2017-05-19
49.77000045776367,2017-05-22
50.130001068115234,2017-05-23
51.04999923706055,2017-05-24
50.93000030517578,2017-05-25
51.189998626708984,2017-05-26
51.060001373291016,2017-05-30
52.209999084472656,2017-05-31
53.15999984741211,2017-06-01
53.52000045776367,2017-06-02
53.79999923706055,2017-06-05
53.400001525878906,2017-06-06
53.849998474121094,2017-06-07
54.38999938964844,2017-06-08
53.400001525878906,2017-06-09
52.15999984741211,2017-06-12
52.060001373291016,2017-06-13
51.900001525878906,2017-06-14
52.290000915527344,2017-06-15
51.84000015258789,2017-06-16
52.93000030517578,2017-06-19
52.52000045776367,2017-06-20
53.540000915527344,2017-06-21
53.869998931884766,2017-06-22
54.33000183105469,2017-06-23
53.7400016784668,2017-06-26
52.72999954223633,2017-06-27
54.38999938964844,2017-06-28
53.41999816894531,2017-06-29
53.66999816894531,2017-06-30
52.869998931884766,2017-07-03
54.61000061035156,2017-07-05
53.470001220703125,2017-07-06
53.970001220703125,2017-07-07
54.939998626708984,2017-07-10
54.7599983215332,2017-07-11
56.54999923706055,2017-07-12
57.900001525878906,2017-07-13
57.15999984741211,2017-07-14
57.58000183105469,2017-07-17
58.959999084472656,2017-07-18
58.349998474121094,2017-07-19
59.09000015258789,2017-07-20
58.66999816894531,2017-07-21
58.58000183105469,2017-07-24
58.2599983215332,2017-07-25
58.790000915527344,2017-07-26
60.150001525878906,2017-07-27
59.20000076293945,2017-07-28
58.54999923706055,2017-07-31
59.34000015258789,2017-08-01
59.119998931884766,2017-08-02
58.41999816894531,2017-08-03
58.86000061035156,2017-08-04
59.619998931884766,2017-08-07
59.47999954223633,2017-08-08
59.66999816894531,2017-08-09
58.02000045776367,2017-08-10
58.040000915527344,2017-08-11
59.060001373291016,2017-08-14
59.689998626708984,2017-08-15
60.290000915527344,2017-08-16
59.290000915527344,2017-08-17
59.439998626708984,2017-08-18
59.400001525878906,2017-08-21
60.84000015258789,2017-08-22
60.04999923706055,2017-08-23
60.0,2017-08-24
59.970001220703125,2017-08-25
60.529998779296875,2017-08-28
61.0099983215332,2017-08-29
61.77000045776367,2017-08-30
61.68000030517578,2017-08-31
61.459999084472656,2017-09-01
61.27000045776367,2017-09-05
61.2400016784668,2017-09-06
62.0,2017-09-07
61.130001068115234,2017-09-08
62.63999938964844,2017-09-11
62.560001373291016,2017-09-12
62.040000915527344,2017-09-13
62.2400016784668,2017-09-14
62.5,2017-09-15
62.91999816894531,2017-09-18
63.83000183105469,2017-09-19
64.73999786376953,2017-09-20
64.62999725341797,2017-09-21
65.08000183105469,2017-09-22
63.5,2017-09-25
62.939998626708984,2017-09-26
63.33000183105469,2017-09-27
63.93000030517578,2017-09-28
64.02999877929688,2017-09-29
64.18000030517578,2017-10-02
64.22000122070312,2017-10-03
64.01000213623047,2017-10-04
65.81999969482422,2017-10-05
66.05000305175781,2017-10-06
66.2300033569336,2017-10-09
66.04000091552734,2017-10-10
67.77999877929688,2017-10-11
68.86000061035156,2017-10-12
68.66000366210938,2017-10-13
67.30999755859375,2017-10-16
66.66999816894531,2017-10-17
67.26000213623047,2017-10-18
67.25,2017-10-19
70.97000122070312,2017-10-20
69.80000305175781,2017-10-23
70.20999908447266,2017-10-24
71.0199966430664,2017-10-25
71.33999633789062,2017-10-26
71.05999755859375,2017-10-27
71.1500015258789,2017-10-30
72.55999755859375,2017-10-31
72.37999725341797,2017-11-01
72.25,2017-11-02
73.38999938964844,2017-11-03
74.73999786376953,2017-11-06
74.41000366210938,2017-11-07
74.7699966430664,2017-11-08
74.0999984741211,2017-11-09
73.98999786376953,2017-11-10
74.02999877929688,2017-11-13
74.48999786376953,2017-11-14
73.43000030517578,2017-11-15
77.69999694824219,2017-11-16
76.37999725341797,2017-11-17
76.01000213623047,2017-11-20
77.7699966430664,2017-11-21
77.56999969482422,2017-11-22
78.56999969482422,2017-11-24
77.83999633789062,2017-11-27
77.79000091552734,2017-11-28
73.25,2017-11-29
75.7300033569336,2017-11-30
75.30000305175781,2017-12-01
70.97000122070312,2017-12-04
71.19999694824219,2017-12-05
73.13999938964844,2017-12-06
73.69000244140625,2017-12-07
72.91000366210938,2017-12-08
73.29000091552734,2017-12-11
73.62000274658203,2017-12-12
74.08999633789062,2017-12-13
74.26000213623047,2017-12-14
75.6500015258789,2017-12-15
75.31999969482422,2017-12-18
74.5,2017-12-19
74.0,2017-12-20
74.0199966430664,2017-12-21
73.88999938964844,2017-12-22
74.2699966430664,2017-12-26
74.58999633789062,2017-12-27
74.16999816894531,2017-12-28
73.62000274658203,2017-12-29
73.83999633789062,2018-01-02
76.75,2018-01-03
76.7300033569336,2018-01-04
78.69999694824219,2018-01-05
79.05000305175781,2018-01-08
79.19000244140625,2018-01-09
79.37000274658203,2018-01-10
79.75,2018-01-11
80.54000091552734,2018-01-12
80.41999816894531,2018-01-16
82.47000122070312,2018-01-17
82.94000244140625,2018-01-18
83.83999633789062,2018-01-19
83.9800033569336,2018-01-22
84.20999908447266,2018-01-23
83.70999908447266,2018-01-24
84.33999633789062,2018-01-25
85.44999694824219,2018-01-26
84.30999755859375,2018-01-29
83.77999877929688,2018-01-30
85.31999969482422,2018-01-31
78.4000015258789,2018-02-01
76.56999969482422,2018-02-02
74.70500183105469,2018-02-05
75.68000030517578,2018-02-06
75.58999633789062,2018-02-07
72.31999969482422,2018-02-08
74.75,2018-02-09
75.27999877929688,2018-02-12
74.97000122070312,2018-02-13
77.2699966430664,2018-02-14
78.29499816894531,2018-02-15
78.37000274658203,2018-02-16
77.05999755859375,2018-02-20
76.51000213623047,2018-02-21
77.69999694824219,2018-02-22
79.69000244140625,2018-02-23
79.3499984741211,2018-02-26
79.45999908447266,2018-02-27
79.41000366210938,2018-02-28
78.63999938964844,2018-03-01
78.87000274658203,2018-03-02
79.06999969482422,2018-03-05
79.2300033569336,2018-03-06
79.5199966430664,2018-03-07
79.87000274658203,2018-03-08
80.70999908447266,2018-03-09
80.5999984741211,2018-03-12
80.19999694824219,2018-03-13
83.30999755859375,2018-03-14
82.56999969482422,2018-03-15
82.16000366210938,2018-03-16
80.30000305175781,2018-03-19
80.86000061035156,2018-03-20
81.04000091552734,2018-03-21
78.55999755859375,2018-03-22
76.44000244140625,2018-03-23
78.94999694824219,2018-03-26
76.30999755859375,2018-03-27
75.05999755859375,2018-03-28
75.87000274658203,2018-03-29
75.0,2018-04-02
74.55999755859375,2018-04-03
74.77999877929688,2018-04-04
76.94999694824219,2018-04-05
73.86000061035156,2018-04-06
75.19000244140625,2018-04-09
76.79000091552734,2018-04-10
76.5,2018-04-11
77.45999908447266,2018-04-12
77.2699966430664,2018-04-13
77.80000305175781,2018-04-16
80.02999877929688,2018-04-17
80.33999633789062,2018-04-18
79.68000030517578,2018-04-19
78.7300033569336,2018-04-20
78.20999908447266,2018-04-23
75.27999877929688,2018-04-24
74.0,2018-04-25
76.02999877929688,2018-04-26
74.12999725341797,2018-04-27
74.61000061035156,2018-04-30
74.80999755859375,2018-05-01
71.7300033569336,2018-05-02
73.44999694824219,2018-05-03
73.98999786376953,2018-05-04
74.66999816894531,2018-05-07
75.72000122070312,2018-05-08
77.01000213623047,2018-05-09
79.19000244140625,2018-05-10
79.19999694824219,2018-05-11
78.80999755859375,2018-05-14
77.79000091552734,2018-05-15
77.81999969482422,2018-05-16
79.19000244140625,2018-05-17
80.79000091552734,2018-05-18
81.25,2018-05-21
80.62000274658203,2018-05-22
81.08000183105469,2018-05-23
81.55000305175781,2018-05-24
80.95999908447266,2018-05-25
80.7300033569336,2018-05-29
81.5999984741211,2018-05-30
82.06999969482422,2018-05-31
83.25,2018-06-01
84.56999969482422,2018-06-04
85.05000305175781,2018-06-05
85.20999908447266,2018-06-06
83.2699966430664,2018-06-07
84.33999633789062,2018-06-08
83.88999938964844,2018-06-11
85.0199966430664,2018-06-12
85.2699966430664,2018-06-13
85.61000061035156,2018-06-14
85.30999755859375,2018-06-15
85.8499984741211,2018-06-18
84.5199966430664,2018-06-19
85.94999694824219,2018-06-20
85.97000122070312,2018-06-21
85.12000274658203,2018-06-22
82.19000244140625,2018-06-25
82.31999969482422,2018-06-26
80.66999816894531,2018-06-27
82.4800033569336,2018-06-28
83.2699966430664,2018-06-29
83.88999938964844,2018-07-02
83.2699966430664,2018-07-03
84.58999633789062,2018-07-05
85.94000244140625,2018-07-06
86.2300033569336,2018-07-09
86.16999816894531,2018-07-10
86.25,2018-07-11
89.12999725341797,2018-07-12
87.98999786376953,2018-07-13
87.7699966430664,2018-07-16
88.58000183105469,2018-07-17
88.22000122070312,2018-07-18
87.37999725341797,2018-07-19
87.47000122070312,2018-07-20
89.23999786376953,2018-07-23
91.41000366210938,2018-07-24
91.37000274658203,2018-07-25
89.13999938964844,2018-07-26
85.45999908447266,2018-07-27
82.38999938964844,2018-07-30
82.13999938964844,2018-07-31
83.45999908447266,2018-08-01
85.52999877929688,2018-08-02
85.19000244140625,2018-08-03
85.7699966430664,2018-08-06
86.30000305175781,2018-08-07
86.73999786376953,2018-08-08
87.16999816894531,2018-08-09
87.01000213623047,2018-08-10
87.01000213623047,2018-08-13
87.7300033569336,2018-08-14
85.19000244140625,2018-08-15
85.31999969482422,2018-08-16
85.44999694824219,2018-08-17
85.75,2018-08-20
86.22000122070312,2018-08-21
86.94999694824219,2018-08-22
87.37999725341797,2018-08-23
90.0999984741211,2018-08-24
89.97000122070312,2018-08-27
90.61000061035156,2018-08-28
92.62000274658203,2018-08-29
92.08999633789062,2018-08-30
92.33000183105469,2018-08-31
93.06999969482422,2018-09-04
89.05000305175781,2018-09-05
89.0,2018-09-06
88.81999969482422,2018-09-07
89.80000305175781,2018-09-10
91.43000030517578,2018-09-11
92.4000015258789,2018-09-12
92.19000244140625,2018-09-13
90.77999877929688,2018-09-14
88.68000030517578,2018-09-17
89.72000122070312,2018-09-18
89.30999755859375,2018-09-19
90.5999984741211,2018-09-20
90.62000274658203,2018-09-21
89.62000274658203,2018-09-24
90.04000091552734,2018-09-25
89.8499984741211,2018-09-26
88.98999786376953,2018-09-27
87.83999633789062,2018-09-28
87.55000305175781,2018-10-01
86.68000030517578,2018-10-02
87.1500015258789,2018-10-03
84.33999633789062,2018-10-04
83.18000030517578,2018-10-05
80.55000305175781,2018-10-08
80.02999877929688,2018-10-09
75.44999694824219,2018-10-10
75.9000015258789,2018-10-11
79.02999877929688,2018-10-12
77.2300033569336,2018-10-15
80.61000061035156,2018-10-16
80.08999633789062,2018-10-17
77.4800033569336,2018-10-18
84.77999877929688,2018-10-19
85.43000030517578,2018-10-22
87.56999969482422,2018-10-23
83.08999633789062,2018-10-24
85.95999908447266,2018-10-25
83.37000274658203,2018-10-26
81.1500015258789,2018-10-29
80.9000015258789,2018-10-30
84.19000244140625,2018-10-31
85.04000091552734,2018-11-01
83.51000213623047,2018-11-02
84.05000305175781,2018-11-05
84.69000244140625,2018-11-06
88.2300033569336,2018-11-07
89.04000091552734,2018-11-08
86.76000213623047,2018-11-09
83.77999877929688,2018-11-12
83.77999877929688,2018-11-13
84.05000305175781,2018-11-14
86.73999786376953,2018-11-15
85.05999755859375,2018-11-16
80.12999725341797,2018-11-19
77.76000213623047,2018-11-20
79.12000274658203,2018-11-21
77.94999694824219,2018-11-23
80.86000061035156,2018-11-26
81.97000122070312,2018-11-27
85.9800033569336,2018-11-28
84.26000213623047,2018-11-29
85.80999755859375,2018-11-30
87.9800033569336,2018-12-03
84.19000244140625,2018-12-04
85.81999969482422,2018-12-06
82.7699966430664,2018-12-07
84.93000030517578,2018-12-10
85.51000213623047,2018-12-11
86.5,2018-12-12
87.55999755859375,2018-12-13
85.91999816894531,2018-12-14
84.0999984741211,2018-12-17
85.51000213623047,2018-12-18
84.02999877929688,2018-12-19
82.44000244140625,2018-12-20
78.13999938964844,2018-12-21
77.05999755859375,2018-12-24
82.80000305175781,2018-12-26
84.30999755859375,2018-12-27
83.26000213623047,2018-12-28
84.08999633789062,2018-12-31
85.75,2019-01-02
82.08999633789062,2019-01-03
86.2699966430664,2019-01-04
86.93000030517578,2019-01-07
88.69999694824219,2019-01-08
89.55000305175781,2019-01-09
90.69999694824219,2019-01-10
90.6500015258789,2019-01-11
90.43000030517578,2019-01-14
91.5999984741211,2019-01-15
90.55000305175781,2019-01-16
90.4000015258789,2019-01-17
91.12000274658203,2019-01-18
89.94000244140625,2019-01-22
90.5,2019-01-23
92.19999694824219,2019-01-24
94.27999877929688,2019-01-25
92.30000305175781,2019-01-28
91.12000274658203,2019-01-29
92.41999816894531,2019-01-30
88.76000213623047,2019-01-31
90.01000213623047,2019-02-01
91.66000366210938,2019-02-04
92.2699966430664,2019-02-05
92.25,2019-02-06
90.8499984741211,2019-02-07
91.87000274658203,2019-02-08
92.69000244140625,2019-02-11
94.37999725341797,2019-02-12
94.01000213623047,2019-02-13
94.41999816894531,2019-02-14
94.91000366210938,2019-02-15
95.0199966430664,2019-02-19
94.7300033569336,2019-02-20
94.95999908447266,2019-02-21
95.9800033569336,2019-02-22
96.69999694824219,2019-02-25
96.58999633789062,2019-02-26
97.86000061035156,2019-02-27
98.06999969482422,2019-02-28
98.80000305175781,2019-03-01
96.56999969482422,2019-03-04
96.52999877929688,2019-03-05
96.45999908447266,2019-03-06
96.20999908447266,2019-03-07
95.69000244140625,2019-03-08
97.44999694824219,2019-03-11
97.5,2019-03-12
99.30999755859375,2019-03-13
99.02999877929688,2019-03-14
100.7300033569336,2019-03-15
100.2699966430664,2019-03-18
101.54000091552734,2019-03-19
102.30999755859375,2019-03-20
104.1500015258789,2019-03-21
101.2699966430664,2019-03-22
101.55000305175781,2019-03-25
103.1500015258789,2019-03-26
103.06999969482422,2019-03-27
103.86000061035156,2019-03-28
103.83999633789062,2019-03-29
105.55000305175781,2019-04-01
105.2300033569336,2019-04-02
