WHR,Date
3.7035293579101562,1974-02-01
3.7610960006713867,1974-02-04
3.7610960006713867,1974-02-05
3.7227184772491455,1974-02-06
3.8378546237945557,1974-02-07
3.780287265777588,1974-02-08
3.857043981552124,1974-02-11
3.9529898166656494,1974-02-12
3.9529898166656494,1974-02-13
3.9529898166656494,1974-02-14
4.221641540527344,1974-02-15
4.260019302368164,1974-02-19
4.317584991455078,1974-02-20
4.451908588409424,1974-02-21
4.3367767333984375,1974-02-22
4.183261394500732,1974-02-25
4.106503486633301,1974-02-26
3.991370439529419,1974-02-27
3.991370439529419,1974-02-28
3.991370439529419,1974-03-01
3.933802604675293,1974-03-04
4.048939228057861,1974-03-05
3.991370439529419,1974-03-06
3.991370439529419,1974-03-07
4.010558605194092,1974-03-08
4.010558605194092,1974-03-11
4.068127155303955,1974-03-12
4.048939228057861,1974-03-13
4.068127155303955,1974-03-14
4.164074897766113,1974-03-15
4.164074897766113,1974-03-18
4.221641540527344,1974-03-19
4.298396587371826,1974-03-20
4.375153064727783,1974-03-21
4.471100330352783,1974-03-22
4.451908588409424,1974-03-25
4.375153064727783,1974-03-26
4.298396587371826,1974-03-27
4.298396587371826,1974-03-28
4.298396587371826,1974-03-29
4.260019302368164,1974-04-01
4.183261394500732,1974-04-02
4.260019302368164,1974-04-03
4.240830898284912,1974-04-04
4.240830898284912,1974-04-05
4.144880771636963,1974-04-08
4.048939228057861,1974-04-09
4.048939228057861,1974-04-10
3.9146106243133545,1974-04-11
3.933802604675293,1974-04-15
3.9146106243133545,1974-04-16
4.048939228057861,1974-04-17
4.048939228057861,1974-04-18
4.12569522857666,1974-04-19
4.106503486633301,1974-04-22
4.087315559387207,1974-04-23
3.9529898166656494,1974-04-24
3.8762319087982178,1974-04-25
4.02974796295166,1974-04-26
4.068127155303955,1974-04-29
4.106503486633301,1974-04-30
4.432722091674805,1974-05-01
4.317584991455078,1974-05-02
4.260019302368164,1974-05-03
4.221641540527344,1974-05-06
4.221641540527344,1974-05-07
4.068127155303955,1974-05-08
4.068127155303955,1974-05-09
3.991370439529419,1974-05-10
3.991370439529419,1974-05-13
4.068127155303955,1974-05-14
3.991370439529419,1974-05-15
3.991370439529419,1974-05-16
3.9146106243133545,1974-05-17
3.991370439529419,1974-05-20
3.9529898166656494,1974-05-21
3.9146106243133545,1974-05-22
3.9146106243133545,1974-05-23
3.9529898166656494,1974-05-24
3.8762319087982178,1974-05-28
3.857043981552124,1974-05-29
3.895423173904419,1974-05-30
3.8378546237945557,1974-05-31
3.857043981552124,1974-06-03
4.144880771636963,1974-06-04
4.106503486633301,1974-06-05
4.02974796295166,1974-06-06
4.068127155303955,1974-06-07
4.144880771636963,1974-06-10
4.144880771636963,1974-06-11
4.12569522857666,1974-06-12
4.12569522857666,1974-06-13
4.106503486633301,1974-06-14
4.02974796295166,1974-06-17
3.9529898166656494,1974-06-18
3.9146106243133545,1974-06-19
3.8378546237945557,1974-06-20
3.818664789199829,1974-06-21
3.7610960006713867,1974-06-24
3.7227184772491455,1974-06-25
3.5692033767700195,1974-06-26
3.4540672302246094,1974-06-27
3.4540672302246094,1974-06-28
3.5692033767700195,1974-07-01
3.6459598541259766,1974-07-02
3.6843411922454834,1974-07-03
3.6075832843780518,1974-07-05
3.5692033767700195,1974-07-08
3.6267731189727783,1974-07-09
3.5308260917663574,1974-07-10
3.3965024948120117,1974-07-11
3.5500149726867676,1974-07-12
3.6459598541259766,1974-07-15
3.588392734527588,1974-07-16
3.6075832843780518,1974-07-17
3.6459598541259766,1974-07-18
3.6843411922454834,1974-07-19
3.6459598541259766,1974-07-22
3.7610960006713867,1974-07-23
3.7227184772491455,1974-07-24
3.6459598541259766,1974-07-25
3.7227184772491455,1974-07-26
3.6459598541259766,1974-07-29
3.6267731189727783,1974-07-30
3.6267731189727783,1974-07-31
3.6267731189727783,1974-08-01
3.492448329925537,1974-08-02
3.473257064819336,1974-08-05
3.492448329925537,1974-08-06
3.6075832843780518,1974-08-07
3.473257064819336,1974-08-08
3.434878349304199,1974-08-09
3.434878349304199,1974-08-12
3.3005542755126953,1974-08-13
3.2237982749938965,1974-08-14
3.0702829360961914,1974-08-15
3.0702829360961914,1974-08-16
2.9935264587402344,1974-08-19
2.9551472663879395,1974-08-20
2.744065999984741,1974-08-21
2.5905520915985107,1974-08-22
2.552172899246216,1974-08-23
2.341090202331543,1974-08-26
2.130009651184082,1974-08-27
2.130009651184082,1974-08-28
2.0724403858184814,1974-08-29
2.245145559310913,1974-08-30
2.283524990081787,1974-09-03
2.2643325328826904,1974-09-04
2.3027124404907227,1974-09-05
2.341090202331543,1974-09-06
2.321901798248291,1974-09-09
2.206766128540039,1974-09-10
2.1683883666992188,1974-09-11
2.091630697250366,1974-09-12
2.0532517433166504,1974-09-13
2.149198293685913,1974-09-16
2.130009651184082,1974-09-17
1.9956852197647095,1974-09-18
2.0340635776519775,1974-09-19
2.0340635776519775,1974-09-20
2.01487398147583,1974-09-23
2.0724403858184814,1974-09-24
2.0340635776519775,1974-09-25
2.01487398147583,1974-09-26
2.01487398147583,1974-09-27
1.8421705961227417,1974-09-30
1.7270336151123047,1974-10-01
1.8037916421890259,1974-10-02
1.6886554956436157,1974-10-03
1.7270336151123047,1974-10-04
1.7270336151123047,1974-10-07
1.7846016883850098,1974-10-08
1.9573053121566772,1974-10-09
1.9956852197647095,1974-10-10
2.0724403858184814,1974-10-11
2.0724403858184814,1974-10-14
2.0340635776519775,1974-10-15
2.01487398147583,1974-10-16
2.0340635776519775,1974-10-17
2.0340635776519775,1974-10-18
2.110820770263672,1974-10-21
2.091630697250366,1974-10-22
2.091630697250366,1974-10-23
2.0340635776519775,1974-10-24
2.091630697250366,1974-10-25
2.1875765323638916,1974-10-28
2.1683883666992188,1974-10-29
2.245145559310913,1974-10-30
2.321901798248291,1974-10-31
2.341090202331543,1974-11-01
2.3027124404907227,1974-11-04
2.341090202331543,1974-11-05
2.513794183731079,1974-11-06
2.8400115966796875,1974-11-07
2.801632881164551,1974-11-08
2.9551472663879395,1974-11-11
2.8783907890319824,1974-11-12
2.609740734100342,1974-11-13
2.475416421890259,1974-11-14
2.4946045875549316,1974-11-15
2.321901798248291,1974-11-18
2.2643325328826904,1974-11-19
2.206766128540039,1974-11-20
2.1875765323638916,1974-11-21
2.2643325328826904,1974-11-22
2.3027124404907227,1974-11-25
2.609740734100342,1974-11-26
2.5329837799072266,1974-11-27
2.552172899246216,1974-11-29
2.475416421890259,1974-12-02
2.4178481101989746,1974-12-03
2.3027124404907227,1974-12-04
2.149198293685913,1974-12-05
1.9956852197647095,1974-12-06
1.9956852197647095,1974-12-09
2.225954294204712,1974-12-10
2.110820770263672,1974-12-11
2.0724403858184814,1974-12-12
2.0724403858184814,1974-12-13
2.091630697250366,1974-12-16
2.091630697250366,1974-12-17
2.110820770263672,1974-12-18
2.130009651184082,1974-12-19
2.130009651184082,1974-12-20
2.091630697250366,1974-12-23
2.149198293685913,1974-12-24
2.245145559310913,1974-12-26
2.283524990081787,1974-12-27
2.1875765323638916,1974-12-30
2.283524990081787,1974-12-31
2.5905520915985107,1975-01-02
2.609740734100342,1975-01-03
2.686497211456299,1975-01-06
2.648120641708374,1975-01-07
2.6673078536987305,1975-01-08
2.7248754501342773,1975-01-09
2.8400115966796875,1975-01-10
2.9935264587402344,1975-01-13
2.7824440002441406,1975-01-14
2.763254404067993,1975-01-15
2.744065999984741,1975-01-16
2.7248754501342773,1975-01-17
2.705688238143921,1975-01-20
2.686497211456299,1975-01-21
2.686497211456299,1975-01-22
2.763254404067993,1975-01-23
2.8400115966796875,1975-01-24
2.9551472663879395,1975-01-27
2.8400115966796875,1975-01-28
2.763254404067993,1975-01-29
2.801632881164551,1975-01-30
2.859201431274414,1975-01-31
2.859201431274414,1975-02-03
2.763254404067993,1975-02-04
2.8208224773406982,1975-02-05
2.8975794315338135,1975-02-06
2.8975794315338135,1975-02-07
2.859201431274414,1975-02-10
2.8400115966796875,1975-02-11
2.801632881164551,1975-02-12
2.9167702198028564,1975-02-13
3.1086626052856445,1975-02-14
3.2429869174957275,1975-02-18
3.2237982749938965,1975-02-19
3.2237982749938965,1975-02-20
3.166229248046875,1975-02-21
3.0702829360961914,1975-02-24
2.9359569549560547,1975-02-25
3.031904697418213,1975-02-26
3.1470394134521484,1975-02-27
3.166229248046875,1975-02-28
3.1470394134521484,1975-03-03
3.3773109912872314,1975-03-04
3.3773109912872314,1975-03-05
3.492448329925537,1975-03-06
3.6843411922454834,1975-03-07
3.7035293579101562,1975-03-10
3.6075832843780518,1975-03-11
3.6843411922454834,1975-03-12
3.6267731189727783,1975-03-13
3.8378546237945557,1975-03-14
3.8378546237945557,1975-03-17
3.7610960006713867,1975-03-18
3.8378546237945557,1975-03-19
3.8762319087982178,1975-03-20
3.9146106243133545,1975-03-21
3.7610960006713867,1975-03-24
3.7610960006713867,1975-03-25
3.7610960006713867,1975-03-26
3.6843411922454834,1975-03-27
3.6459598541259766,1975-03-31
3.6075832843780518,1975-04-01
3.5692033767700195,1975-04-02
3.5692033767700195,1975-04-03
3.588392734527588,1975-04-04
3.6075832843780518,1975-04-07
3.6459598541259766,1975-04-08
3.8378546237945557,1975-04-09
3.818664789199829,1975-04-10
3.818664789199829,1975-04-11
3.7610960006713867,1975-04-14
3.8378546237945557,1975-04-15
3.8378546237945557,1975-04-16
3.780287265777588,1975-04-17
3.799475908279419,1975-04-18
3.857043981552124,1975-04-21
3.933802604675293,1975-04-22
3.9146106243133545,1975-04-23
3.933802604675293,1975-04-24
3.972177505493164,1975-04-25
3.895423173904419,1975-04-28
3.933802604675293,1975-04-29
3.9529898166656494,1975-04-30
3.8762319087982178,1975-05-01
3.8762319087982178,1975-05-02
3.9529898166656494,1975-05-05
3.7610960006713867,1975-05-06
3.6459598541259766,1975-05-07
3.6459598541259766,1975-05-08
3.7227184772491455,1975-05-09
3.7610960006713867,1975-05-12
3.799475908279419,1975-05-13
3.7419071197509766,1975-05-14
3.665154457092285,1975-05-15
3.7035293579101562,1975-05-16
3.7227184772491455,1975-05-19
3.5308260917663574,1975-05-20
3.3965024948120117,1975-05-21
3.434878349304199,1975-05-22
3.492448329925537,1975-05-23
3.492448329925537,1975-05-27
3.492448329925537,1975-05-28
3.4540672302246094,1975-05-29
3.492448329925537,1975-05-30
3.5308260917663574,1975-06-02
3.5692033767700195,1975-06-03
3.6075832843780518,1975-06-04
3.588392734527588,1975-06-05
3.492448329925537,1975-06-06
3.5308260917663574,1975-06-09
3.492448329925537,1975-06-10
3.473257064819336,1975-06-11
3.3965024948120117,1975-06-12
3.434878349304199,1975-06-13
3.5692033767700195,1975-06-16
3.588392734527588,1975-06-17
3.473257064819336,1975-06-18
3.358121633529663,1975-06-19
3.492448329925537,1975-06-20
3.6075832843780518,1975-06-23
3.7227184772491455,1975-06-24
3.7610960006713867,1975-06-25
3.857043981552124,1975-06-26
3.8762319087982178,1975-06-27
3.9529898166656494,1975-06-30
4.010558605194092,1975-07-01
3.972177505493164,1975-07-02
3.991370439529419,1975-07-03
4.02974796295166,1975-07-07
4.02974796295166,1975-07-08
4.144880771636963,1975-07-09
4.202449798583984,1975-07-10
4.355963230133057,1975-07-11
4.375153064727783,1975-07-14
4.260019302368164,1975-07-15
4.183261394500732,1975-07-16
4.068127155303955,1975-07-17
4.106503486633301,1975-07-18
4.02974796295166,1975-07-21
4.010558605194092,1975-07-22
4.02974796295166,1975-07-23
3.991370439529419,1975-07-24
3.972177505493164,1975-07-25
3.933802604675293,1975-07-28
3.9146106243133545,1975-07-29
3.8762319087982178,1975-07-30
3.895423173904419,1975-07-31
3.8762319087982178,1975-08-01
3.857043981552124,1975-08-04
3.7610960006713867,1975-08-05
3.7419071197509766,1975-08-06
3.799475908279419,1975-08-07
3.7610960006713867,1975-08-08
3.665154457092285,1975-08-11
3.6843411922454834,1975-08-12
3.6459598541259766,1975-08-13
3.7035293579101562,1975-08-14
3.7610960006713867,1975-08-15
3.799475908279419,1975-08-18
3.7419071197509766,1975-08-19
3.6843411922454834,1975-08-20
3.665154457092285,1975-08-21
3.7419071197509766,1975-08-22
3.7227184772491455,1975-08-25
3.665154457092285,1975-08-26
3.6267731189727783,1975-08-27
3.6075832843780518,1975-08-28
3.6267731189727783,1975-08-29
3.7227184772491455,1975-09-02
3.7227184772491455,1975-09-03
3.7227184772491455,1975-09-04
3.6843411922454834,1975-09-05
3.6843411922454834,1975-09-08
3.588392734527588,1975-09-09
3.473257064819336,1975-09-10
3.4540672302246094,1975-09-11
3.185418128967285,1975-09-12
2.9935264587402344,1975-09-15
2.9167702198028564,1975-09-16
3.0702829360961914,1975-09-17
3.0702829360961914,1975-09-18
3.127851724624634,1975-09-19
3.127851724624634,1975-09-22
3.089472532272339,1975-09-23
3.1470394134521484,1975-09-24
3.262176036834717,1975-09-25
3.338932991027832,1975-09-26
3.3005542755126953,1975-09-29
3.3197429180145264,1975-09-30
3.262176036834717,1975-10-01
3.281364679336548,1975-10-02
3.3965024948120117,1975-10-03
3.5692033767700195,1975-10-06
3.588392734527588,1975-10-07
3.8762319087982178,1975-10-08
4.068127155303955,1975-10-09
4.144880771636963,1975-10-10
4.164074897766113,1975-10-13
4.144880771636963,1975-10-14
4.106503486633301,1975-10-15
4.02974796295166,1975-10-16
3.895423173904419,1975-10-17
3.972177505493164,1975-10-20
4.02974796295166,1975-10-21
4.106503486633301,1975-10-22
4.298396587371826,1975-10-23
4.087315559387207,1975-10-24
4.144880771636963,1975-10-27
4.144880771636963,1975-10-28
4.068127155303955,1975-10-29
4.144880771636963,1975-10-30
4.144880771636963,1975-10-31
4.087315559387207,1975-11-03
4.144880771636963,1975-11-04
4.260019302368164,1975-11-05
4.3367767333984375,1975-11-06
4.432722091674805,1975-11-07
4.3367767333984375,1975-11-10
4.355963230133057,1975-11-11
4.3367767333984375,1975-11-12
4.375153064727783,1975-11-13
4.298396587371826,1975-11-14
4.202449798583984,1975-11-17
4.183261394500732,1975-11-18
4.068127155303955,1975-11-19
3.933802604675293,1975-11-20
3.9529898166656494,1975-11-21
3.9146106243133545,1975-11-24
3.972177505493164,1975-11-25
3.991370439529419,1975-11-26
4.144880771636963,1975-11-28
4.106503486633301,1975-12-01
3.933802604675293,1975-12-02
3.9146106243133545,1975-12-03
3.991370439529419,1975-12-04
3.9529898166656494,1975-12-05
3.9529898166656494,1975-12-08
3.8378546237945557,1975-12-09
3.818664789199829,1975-12-10
3.8378546237945557,1975-12-11
3.8378546237945557,1975-12-12
3.895423173904419,1975-12-15
3.972177505493164,1975-12-16
3.9529898166656494,1975-12-17
3.895423173904419,1975-12-18
3.9146106243133545,1975-12-19
3.8762319087982178,1975-12-22
3.9529898166656494,1975-12-23
3.9529898166656494,1975-12-24
3.972177505493164,1975-12-26
3.9529898166656494,1975-12-29
3.972177505493164,1975-12-30
3.991370439529419,1975-12-31
3.8378546237945557,1976-01-02
3.9146106243133545,1976-01-05
4.068127155303955,1976-01-06
4.106503486633301,1976-01-07
4.144880771636963,1976-01-08
4.202449798583984,1976-01-09
4.375153064727783,1976-01-12
4.3367767333984375,1976-01-13
4.298396587371826,1976-01-14
4.279205799102783,1976-01-15
4.279205799102783,1976-01-16
4.471100330352783,1976-01-19
4.586235046386719,1976-01-20
4.547856330871582,1976-01-21
4.413532257080078,1976-01-22
4.375153064727783,1976-01-23
4.355963230133057,1976-01-26
4.451908588409424,1976-01-27
4.375153064727783,1976-01-28
4.413532257080078,1976-01-29
4.375153064727783,1976-01-30
4.394343376159668,1976-02-02
4.490291118621826,1976-02-03
4.471100330352783,1976-02-04
4.413532257080078,1976-02-05
4.144880771636963,1976-02-06
4.183261394500732,1976-02-09
4.183261394500732,1976-02-10
4.240830898284912,1976-02-11
4.298396587371826,1976-02-12
4.3367767333984375,1976-02-13
4.375153064727783,1976-02-17
4.528665065765381,1976-02-18
4.586235046386719,1976-02-19
4.816503524780273,1976-02-20
4.797317028045654,1976-02-23
4.970019817352295,1976-02-24
5.1811041831970215,1976-02-25
5.065967559814453,1976-02-26
4.970019817352295,1976-02-27
4.950832843780518,1976-03-01
4.835696220397949,1976-03-02
4.9124555587768555,1976-03-03
4.8740739822387695,1976-03-04
4.816503524780273,1976-03-05
4.816503524780273,1976-03-08
4.989209175109863,1976-03-09
5.027588367462158,1976-03-10
5.104345798492432,1976-03-11
4.9124555587768555,1976-03-12
4.854886531829834,1976-03-15
4.893266201019287,1976-03-16
4.758935451507568,1976-03-17
4.701370716094971,1976-03-18
4.662993907928467,1976-03-19
4.720561981201172,1976-03-22
4.720561981201172,1976-03-23
4.758935451507568,1976-03-24
4.758935451507568,1976-03-25
4.758935451507568,1976-03-26
4.720561981201172,1976-03-29
4.624613285064697,1976-03-30
4.624613285064697,1976-03-31
4.643803596496582,1976-04-01
4.605424880981445,1976-04-02
4.605424880981445,1976-04-05
4.778127193450928,1976-04-06
4.797317028045654,1976-04-07
4.739750862121582,1976-04-08
4.605424880981445,1976-04-09
4.586235046386719,1976-04-12
4.567049980163574,1976-04-13
4.586235046386719,1976-04-14
4.547856330871582,1976-04-15
4.528665065765381,1976-04-19
4.567049980163574,1976-04-20
4.451908588409424,1976-04-21
4.471100330352783,1976-04-22
4.471100330352783,1976-04-23
4.451908588409424,1976-04-26
4.471100330352783,1976-04-27
4.471100330352783,1976-04-28
4.451908588409424,1976-04-29
4.490291118621826,1976-04-30
4.471100330352783,1976-05-03
4.413532257080078,1976-05-04
4.375153064727783,1976-05-05
4.413532257080078,1976-05-06
4.413532257080078,1976-05-07
4.490291118621826,1976-05-10
4.451908588409424,1976-05-11
4.413532257080078,1976-05-12
4.394343376159668,1976-05-13
4.375153064727783,1976-05-14
4.106503486633301,1976-05-17
4.048939228057861,1976-05-18
4.221641540527344,1976-05-19
4.221641540527344,1976-05-20
4.183261394500732,1976-05-21
4.144880771636963,1976-05-24
4.144880771636963,1976-05-25
4.068127155303955,1976-05-26
4.02974796295166,1976-05-27
4.068127155303955,1976-05-28
4.010558605194092,1976-06-01
4.087315559387207,1976-06-02
4.144880771636963,1976-06-03
4.144880771636963,1976-06-04
4.068127155303955,1976-06-07
4.02974796295166,1976-06-08
3.9529898166656494,1976-06-09
4.144880771636963,1976-06-10
4.221641540527344,1976-06-11
4.260019302368164,1976-06-14
4.279205799102783,1976-06-15
4.221641540527344,1976-06-16
4.240830898284912,1976-06-17
4.260019302368164,1976-06-18
4.3367767333984375,1976-06-21
4.317584991455078,1976-06-22
4.260019302368164,1976-06-23
4.12569522857666,1976-06-24
4.144880771636963,1976-06-25
4.144880771636963,1976-06-28
4.144880771636963,1976-06-29
4.164074897766113,1976-06-30
4.106503486633301,1976-07-01
4.010558605194092,1976-07-02
3.933802604675293,1976-07-06
4.048939228057861,1976-07-07
4.068127155303955,1976-07-08
4.12569522857666,1976-07-09
4.048939228057861,1976-07-12
4.010558605194092,1976-07-13
4.068127155303955,1976-07-14
4.106503486633301,1976-07-15
4.164074897766113,1976-07-16
4.202449798583984,1976-07-19
4.202449798583984,1976-07-20
4.183261394500732,1976-07-21
4.106503486633301,1976-07-22
4.183261394500732,1976-07-23
4.087315559387207,1976-07-26
4.144880771636963,1976-07-27
4.087315559387207,1976-07-28
4.068127155303955,1976-07-29
3.991370439529419,1976-07-30
3.991370439529419,1976-08-02
3.991370439529419,1976-08-03
3.991370439529419,1976-08-04
4.010558605194092,1976-08-05
3.9529898166656494,1976-08-06
3.933802604675293,1976-08-09
3.799475908279419,1976-08-10
3.7610960006713867,1976-08-11
3.7419071197509766,1976-08-12
3.799475908279419,1976-08-13
3.8378546237945557,1976-08-16
3.9146106243133545,1976-08-17
3.9529898166656494,1976-08-18
3.895423173904419,1976-08-19
3.857043981552124,1976-08-20
3.895423173904419,1976-08-23
3.8762319087982178,1976-08-24
3.8762319087982178,1976-08-25
3.8762319087982178,1976-08-26
3.8762319087982178,1976-08-27
3.799475908279419,1976-08-30
3.895423173904419,1976-08-31
3.857043981552124,1976-09-01
3.9146106243133545,1976-09-02
3.9146106243133545,1976-09-03
3.972177505493164,1976-09-07
3.9529898166656494,1976-09-08
3.9146106243133545,1976-09-09
3.933802604675293,1976-09-10
3.895423173904419,1976-09-13
3.7610960006713867,1976-09-14
3.7227184772491455,1976-09-15
3.7610960006713867,1976-09-16
3.780287265777588,1976-09-17
3.799475908279419,1976-09-20
3.8378546237945557,1976-09-21
3.8378546237945557,1976-09-22
3.799475908279419,1976-09-23
3.799475908279419,1976-09-24
