STT,Date
0.10426412522792816,1980-03-17
0.10318929702043533,1980-03-18
0.10318929702043533,1980-03-19
0.10318929702043533,1980-03-20
0.10318929702043533,1980-03-21
0.0988900437951088,1980-03-24
0.09673985093832016,1980-03-25
0.09673985093832016,1980-03-26
0.09351535886526108,1980-03-27
0.09459025412797928,1980-03-28
0.09566500782966614,1980-03-31
0.09996484220027924,1980-04-01
0.09996484220027924,1980-04-02
0.09996484220027924,1980-04-03
0.09996484220027924,1980-04-07
0.1021144837141037,1980-04-08
0.10426412522792816,1980-04-09
0.10533900558948517,1980-04-10
0.1064138263463974,1980-04-11
0.1064138263463974,1980-04-14
0.1074891909956932,1980-04-15
0.10963883996009827,1980-04-16
0.10963883996009827,1980-04-17
0.1107136532664299,1980-04-18
0.10963883996009827,1980-04-21
0.10963883996009827,1980-04-22
0.1074891909956932,1980-04-23
0.1107136532664299,1980-04-24
0.10963883996009827,1980-04-25
0.1107136532664299,1980-04-28
0.11393807083368301,1980-04-29
0.11393807083368301,1980-04-30
0.11393807083368301,1980-05-01
0.11393807083368301,1980-05-02
0.11608826369047165,1980-05-05
0.12038754671812057,1980-05-06
0.12253724038600922,1980-05-07
0.12683704495429993,1980-05-08
0.12468739598989487,1980-05-09
0.12253724038600922,1980-05-12
0.12468739598989487,1980-05-13
0.1257621943950653,1980-05-14
0.12361203879117966,1980-05-15
0.1257621943950653,1980-05-16
0.1257621943950653,1980-05-19
0.12361203879117966,1980-05-20
0.12253724038600922,1980-05-21
0.12683704495429993,1980-05-22
0.13113637268543243,1980-05-23
0.13006150722503662,1980-05-27
0.13006150722503662,1980-05-28
0.12898659706115723,1980-05-29
0.12898659706115723,1980-05-30
0.12791183590888977,1980-06-02
0.12791183590888977,1980-06-03
0.13006150722503662,1980-06-04
0.1343613862991333,1980-06-05
0.13651098310947418,1980-06-06
0.1375858038663864,1980-06-09
0.1418856829404831,1980-06-10
0.13973544538021088,1980-06-11
0.13543614745140076,1980-06-12
0.1375858038663864,1980-06-13
0.1343613862991333,1980-06-16
0.1343613862991333,1980-06-17
0.13651098310947418,1980-06-18
0.13651098310947418,1980-06-19
0.1375858038663864,1980-06-20
0.13866066932678223,1980-06-23
0.13866066932678223,1980-06-24
0.14296042919158936,1980-06-25
0.14725978672504425,1980-06-26
0.14725978672504425,1980-06-27
0.14725978672504425,1980-06-30
0.14618487656116486,1980-07-01
0.14618487656116486,1980-07-02
0.14725978672504425,1980-07-03
0.1483345925807953,1980-07-07
0.1494094282388687,1980-07-08
0.15370915830135345,1980-07-09
0.1553216576576233,1980-07-10
0.15478402376174927,1980-07-11
0.15478402376174927,1980-07-14
0.16123348474502563,1980-07-15
0.16123348474502563,1980-07-16
0.16230835020542145,1980-07-17
0.16123348474502563,1980-07-18
0.16015870869159698,1980-07-21
0.15908391773700714,1980-07-22
0.15585891902446747,1980-07-23
0.15478402376174927,1980-07-24
0.15048477053642273,1980-07-25
0.1494094282388687,1980-07-28
0.15048477053642273,1980-07-29
0.15478402376174927,1980-07-30
0.15478402376174927,1980-07-31
0.15370915830135345,1980-08-01
0.15478402376174927,1980-08-04
0.15478402376174927,1980-08-05
0.1569337099790573,1980-08-06
0.16015870869159698,1980-08-07
0.16123348474502563,1980-08-08
0.16123348474502563,1980-08-11
0.16123348474502563,1980-08-12
0.16123348474502563,1980-08-13
0.1633831113576889,1980-08-14
0.16123348474502563,1980-08-15
0.1569337099790573,1980-08-18
0.1526344269514084,1980-08-19
0.15048477053642273,1980-08-20
0.1526344269514084,1980-08-21
0.15370915830135345,1980-08-22
0.15370915830135345,1980-08-25
0.15478402376174927,1980-08-26
0.15800853073596954,1980-08-27
0.15908391773700714,1980-08-28
0.15908391773700714,1980-08-29
0.16123348474502563,1980-09-02
0.16230835020542145,1980-09-03
0.16230835020542145,1980-09-04
0.1633831113576889,1980-09-05
0.16230835020542145,1980-09-08
0.16230835020542145,1980-09-09
0.1633831113576889,1980-09-10
0.1633831113576889,1980-09-11
0.16553281247615814,1980-09-12
0.1644580215215683,1980-09-15
0.17090748250484467,1980-09-16
0.17198222875595093,1980-09-17
0.16875778138637543,1980-09-18
0.17090748250484467,1980-09-19
0.17090748250484467,1980-09-22
0.1698325276374817,1980-09-23
0.1698325276374817,1980-09-24
0.17090748250484467,1980-09-25
0.17090748250484467,1980-09-26
0.16875778138637543,1980-09-29
0.16875778138637543,1980-09-30
0.1698325276374817,1980-10-01
0.16875778138637543,1980-10-02
0.1698325276374817,1980-10-03
0.1698325276374817,1980-10-06
0.1698325276374817,1980-10-07
0.17198222875595093,1980-10-08
0.1730571687221527,1980-10-09
0.17843173444271088,1980-10-10
0.17843173444271088,1980-10-13
0.17843173444271088,1980-10-14
0.18380586802959442,1980-10-15
0.18918050825595856,1980-10-16
0.18918050825595856,1980-10-17
0.18810558319091797,1980-10-20
0.18918050825595856,1980-10-21
0.18918050825595856,1980-10-22
0.18595604598522186,1980-10-23
0.18488124012947083,1980-10-24
0.18273112177848816,1980-10-27
0.18058131635189056,1980-10-28
0.17843173444271088,1980-10-29
0.17735691368579865,1980-10-30
0.17520664632320404,1980-10-31
0.17520664632320404,1980-11-03
0.17520664632320404,1980-11-05
0.17198222875595093,1980-11-06
0.17198222875595093,1980-11-07
0.1698325276374817,1980-11-10
0.17090748250484467,1980-11-11
0.1698325276374817,1980-11-12
0.17198222875595093,1980-11-13
0.1730571687221527,1980-11-14
0.1730571687221527,1980-11-17
0.17198222875595093,1980-11-18
0.17198222875595093,1980-11-19
0.17198222875595093,1980-11-20
0.17198222875595093,1980-11-21
0.17198222875595093,1980-11-24
0.17198222875595093,1980-11-25
0.17413190007209778,1980-11-26
0.17413190007209778,1980-11-28
0.17413190007209778,1980-12-01
0.1730571687221527,1980-12-02
0.1730571687221527,1980-12-03
0.1730571687221527,1980-12-04
0.17413190007209778,1980-12-05
0.17198222875595093,1980-12-08
0.1666075438261032,1980-12-09
0.1666075438261032,1980-12-10
0.16553281247615814,1980-12-11
0.16553281247615814,1980-12-12
0.16553281247615814,1980-12-15
0.16553281247615814,1980-12-16
0.1676829606294632,1980-12-17
0.17735691368579865,1980-12-18
0.17735691368579865,1980-12-19
0.17735691368579865,1980-12-22
0.17735691368579865,1980-12-23
0.17735691368579865,1980-12-24
0.17843173444271088,1980-12-26
0.17843173444271088,1980-12-29
0.17735691368579865,1980-12-30
0.17735691368579865,1980-12-31
0.17735691368579865,1981-01-02
0.17735691368579865,1981-01-05
0.18273112177848816,1981-01-06
0.18165619671344757,1981-01-07
0.18273112177848816,1981-01-08
0.18273112177848816,1981-01-09
0.18380586802959442,1981-01-12
0.18058131635189056,1981-01-13
0.18165619671344757,1981-01-14
0.18380586802959442,1981-01-15
0.18380586802959442,1981-01-16
0.18380586802959442,1981-01-19
0.18273112177848816,1981-01-20
0.18165619671344757,1981-01-21
0.18165619671344757,1981-01-22
0.18165619671344757,1981-01-23
0.17950649559497833,1981-01-26
