HLT,Date
50.92396545410156,2014-12-29
50.88496398925781,2014-12-30
50.88496398925781,2014-12-31
50.592411041259766,2015-01-02
48.95409393310547,2015-01-05
48.50551986694336,2015-01-06
49.28567123413086,2015-01-07
50.65092468261719,2015-01-08
50.14382553100586,2015-01-09
49.63673782348633,2015-01-12
50.026798248291016,2015-01-13
50.572914123535156,2015-01-14
49.929283142089844,2015-01-15
50.4363899230957,2015-01-16
50.28034973144531,2015-01-20
50.47538375854492,2015-01-21
52.1526985168457,2015-01-22
51.801639556884766,2015-01-23
52.48426055908203,2015-01-26
51.62611770629883,2015-01-27
51.58710861206055,2015-01-28
51.45056915283203,2015-01-29
50.65092468261719,2015-01-30
50.9434814453125,2015-02-02
51.82114028930664,2015-02-03
51.35305404663086,2015-02-04
52.406246185302734,2015-02-05
51.41156768798828,2015-02-06
51.665103912353516,2015-02-09
53.55695724487305,2015-02-10
54.922218322753906,2015-02-11
55.46831130981445,2015-02-12
55.72187042236328,2015-02-13
55.87788009643555,2015-02-17
55.66334915161133,2015-02-18
55.29277801513672,2015-02-19
55.29277801513672,2015-02-20
54.454124450683594,2015-02-23
54.20058822631836,2015-02-24
54.454124450683594,2015-02-25
54.62965774536133,2015-02-26
55.136749267578125,2015-02-27
56.306976318359375,2015-03-02
57.08712387084961,2015-03-03
56.48250198364258,2015-03-04
56.6190299987793,2015-03-05
55.07823944091797,2015-03-06
55.1562614440918,2015-03-09
54.43461990356445,2015-03-10
54.68817138671875,2015-03-11
55.21477508544922,2015-03-12
54.9027099609375,2015-03-13
56.52151107788086,2015-03-16
56.34597396850586,2015-03-17
57.145626068115234,2015-03-18
57.45768356323242,2015-03-19
57.165130615234375,2015-03-20
57.47719192504883,2015-03-23
57.4966926574707,2015-03-24
56.072933197021484,2015-03-25
56.911590576171875,2015-03-26
58.02330017089844,2015-03-27
57.789249420166016,2015-03-30
57.76974105834961,2015-03-31
57.106624603271484,2015-04-01
57.262657165527344,2015-04-02
57.76974105834961,2015-04-06
56.93109130859375,2015-04-07
59.50556945800781,2015-04-08
60.656272888183594,2015-04-09
60.36371994018555,2015-04-10
59.44705581665039,2015-04-13
59.037471771240234,2015-04-14
58.92045974731445,2015-04-15
58.237831115722656,2015-04-16
57.73074722290039,2015-04-17
58.237831115722656,2015-04-20
58.725425720214844,2015-04-21
58.54988479614258,2015-04-22
59.11549758911133,2015-04-23
59.056983947753906,2015-04-24
57.808753967285156,2015-04-27
57.41867446899414,2015-04-28
58.04280090332031,2015-04-29
56.48250198364258,2015-04-30
58.179317474365234,2015-05-01
57.3211555480957,2015-05-04
56.63854217529297,2015-05-05
56.67753982543945,2015-05-06
57.4966926574707,2015-05-07
58.70591354370117,2015-05-08
57.90626525878906,2015-05-11
57.39917755126953,2015-05-12
56.775062561035156,2015-05-13
57.53569793701172,2015-05-14
57.53569793701172,2015-05-15
57.555206298828125,2015-05-18
57.71123123168945,2015-05-19
57.76974105834961,2015-05-20
57.106624603271484,2015-05-21
57.2431526184082,2015-05-22
56.89207077026367,2015-05-26
57.39917755126953,2015-05-27
57.36015319824219,2015-05-28
56.48250198364258,2015-05-29
56.89207077026367,2015-06-01
56.93109130859375,2015-06-02
57.126129150390625,2015-06-03
57.08712387084961,2015-06-04
57.3211555480957,2015-06-05
56.09243392944336,2015-06-08
56.911590576171875,2015-06-09
55.916908264160156,2015-06-10
56.170448303222656,2015-06-11
55.78038024902344,2015-06-12
55.42931365966797,2015-06-15
54.668678283691406,2015-06-16
54.47364044189453,2015-06-17
55.312286376953125,2015-06-18
54.785682678222656,2015-06-19
54.74668502807617,2015-06-22
54.80519104003906,2015-06-23
54.5711555480957,2015-06-24
54.59065246582031,2015-06-25
54.766197204589844,2015-06-26
53.30340576171875,2015-06-29
53.73249435424805,2015-06-30
54.18107986450195,2015-07-01
54.18107986450195,2015-07-02
54.2200813293457,2015-07-06
54.31760025024414,2015-07-07
53.06937026977539,2015-07-08
53.20589828491211,2015-07-09
54.39561462402344,2015-07-10
54.941715240478516,2015-07-13
55.351287841796875,2015-07-14
54.883209228515625,2015-07-15
55.097755432128906,2015-07-16
55.136749267578125,2015-07-17
55.23427200317383,2015-07-20
54.649166107177734,2015-07-21
54.59065246582031,2015-07-22
52.75731658935547,2015-07-23
52.3282356262207,2015-07-24
51.68461608886719,2015-07-27
51.665103912353516,2015-07-28
54.044551849365234,2015-07-29
51.76262664794922,2015-07-30
52.36724090576172,2015-07-31
51.743133544921875,2015-08-03
51.021480560302734,2015-08-04
50.28034973144531,2015-08-05
50.10481262207031,2015-08-06
50.53390884399414,2015-08-07
51.11901092529297,2015-08-10
50.55339813232422,2015-08-11
50.533851623535156,2015-08-12
50.533851623535156,2015-08-13
50.10359573364258,2015-08-14
50.885868072509766,2015-08-17
50.533851623535156,2015-08-18
50.27961349487305,2015-08-19
48.8128776550293,2015-08-20
47.913272857666016,2015-08-21
46.34877395629883,2015-08-24
46.035858154296875,2015-08-25
47.58081817626953,2015-08-26
48.65642166137695,2015-08-27
48.969337463378906,2015-08-28
48.558650970458984,2015-08-31
47.131019592285156,2015-09-01
47.69816589355469,2015-09-02
48.34352493286133,2015-09-03
48.10884094238281,2015-09-04
49.575584411621094,2015-09-08
49.67335891723633,2015-09-09
49.79071044921875,2015-09-10
50.04494094848633,2015-09-11
49.81025695800781,2015-09-14
48.91065979003906,2015-09-15
49.81025695800781,2015-09-16
49.71247100830078,2015-09-17
46.85723876953125,2015-09-18
46.9941291809082,2015-09-21
46.30965805053711,2015-09-22
45.68385696411133,2015-09-23
45.351402282714844,2015-09-24
45.155826568603516,2015-09-25
43.1024055480957,2015-09-28
42.82861328125,2015-09-29
44.862483978271484,2015-09-30
45.91852951049805,2015-10-01
46.114097595214844,2015-10-02
46.85723876953125,2015-10-05
46.52477264404297,2015-10-06
47.34614562988281,2015-10-07
48.67598342895508,2015-10-08
49.301788330078125,2015-10-09
49.32133865356445,2015-10-12
48.891109466552734,2015-10-13
47.75682830810547,2015-10-14
48.265296936035156,2015-10-15
47.36569595336914,2015-10-16
47.267913818359375,2015-10-19
48.73466110229492,2015-10-20
48.01106643676758,2015-10-21
49.32133865356445,2015-10-22
48.030635833740234,2015-10-23
48.891109466552734,2015-10-26
49.49734878540039,2015-10-27
49.067115783691406,2015-10-28
49.184452056884766,2015-10-29
48.871551513671875,2015-10-30
49.45824432373047,2015-11-02
50.00581741333008,2015-11-03
49.692928314208984,2015-11-04
50.201385498046875,2015-11-05
50.14271545410156,2015-11-06
49.7515869140625,2015-11-09
50.26005172729492,2015-11-10
50.064491271972656,2015-11-11
49.12579345703125,2015-11-12
47.75682830810547,2015-11-13
46.62255096435547,2015-11-16
45.27315902709961,2015-11-17
45.7816276550293,2015-11-18
45.9576301574707,2015-11-19
45.99675369262695,2015-11-20
46.2314338684082,2015-11-23
45.996063232421875,2015-11-24
45.780296325683594,2015-11-25
45.70182800292969,2015-11-27
45.544925689697266,2015-11-30
46.270660400390625,2015-12-01
45.682228088378906,2015-12-02
44.79957962036133,2015-12-03
45.21147155761719,2015-12-04
44.466121673583984,2015-12-07
44.17191696166992,2015-12-08
42.641971588134766,2015-12-09
43.32847595214844,2015-12-10
42.75965881347656,2015-12-11
41.73970413208008,2015-12-14
41.85739517211914,2015-12-15
44.034610748291016,2015-12-16
43.38732147216797,2015-12-17
42.09276580810547,2015-12-18
41.91623306274414,2015-12-21
42.68119430541992,2015-12-22
43.23040771484375,2015-12-23
42.89696502685547,2015-12-24
42.720436096191406,2015-12-28
42.740055084228516,2015-12-29
42.36738204956055,2015-12-30
41.9750862121582,2015-12-31
41.367027282714844,2016-01-04
41.38663864135742,2016-01-05
39.229034423828125,2016-01-06
37.75794982910156,2016-01-07
37.561805725097656,2016-01-08
37.738338470458984,2016-01-11
38.36601257324219,2016-01-12
36.36531448364258,2016-01-13
36.09072494506836,2016-01-14
34.8157844543457,2016-01-15
33.95273971557617,2016-01-19
34.79616165161133,2016-01-20
36.01226806640625,2016-01-21
35.83573913574219,2016-01-22
34.16849136352539,2016-01-25
36.26725387573242,2016-01-26
35.14922332763672,2016-01-27
33.69774627685547,2016-01-28
34.93346405029297,2016-01-29
35.22767639160156,2016-02-01
33.89389419555664,2016-02-02
34.14888000488281,2016-02-03
35.482669830322266,2016-02-04
34.52155685424805,2016-02-05
34.286190032958984,2016-02-08
34.60001754760742,2016-02-09
35.46305847167969,2016-02-10
35.011924743652344,2016-02-11
36.36531448364258,2016-02-12
37.24797439575195,2016-02-16
38.640602111816406,2016-02-17
38.46406936645508,2016-02-18
38.993675231933594,2016-02-19
39.03289794921875,2016-02-22
38.993675231933594,2016-02-23
39.0132942199707,2016-02-24
39.621334075927734,2016-02-25
40.60206985473633,2016-02-26
40.75897216796875,2016-02-29
41.09242630004883,2016-03-01
41.95546340942383,2016-03-02
42.347755432128906,2016-03-03
42.93619155883789,2016-03-04
42.288917541503906,2016-03-07
41.07280349731445,2016-03-08
40.73936462402344,2016-03-09
40.22938919067383,2016-03-10
41.70048141479492,2016-03-11
41.79853820800781,2016-03-14
41.42586898803711,2016-03-15
41.78011703491211,2016-03-16
41.79978561401367,2016-03-17
43.31513214111328,2016-03-18
44.10231399536133,2016-03-21
43.84648132324219,2016-03-22
43.177364349365234,2016-03-23
43.43320846557617,2016-03-24
43.84648132324219,2016-03-28
44.200721740722656,2016-03-29
44.73207092285156,2016-03-30
44.31880569458008,2016-03-31
43.31513214111328,2016-04-01
43.66935348510742,2016-04-04
42.980567932128906,2016-04-05
43.787445068359375,2016-04-06
43.492252349853516,2016-04-07
43.885841369628906,2016-04-08
43.885841369628906,2016-04-11
44.200721740722656,2016-04-12
44.86983108520508,2016-04-13
44.69271469116211,2016-04-14
44.2597541809082,2016-04-15
43.74807357788086,2016-04-18
43.90550994873047,2016-04-19
43.13801574707031,2016-04-20
43.53160095214844,2016-04-21
42.606658935546875,2016-04-22
42.78377914428711,2016-04-25
42.586978912353516,2016-04-26
43.84648132324219,2016-04-27
43.767765045166016,2016-04-28
43.39384841918945,2016-04-29
43.787445068359375,2016-05-02
43.68904495239258,2016-05-03
43.37416076660156,2016-05-04
43.37416076660156,2016-05-05
43.3544807434082,2016-05-06
43.57096481323242,2016-05-09
44.94855499267578,2016-05-10
43.84648132324219,2016-05-11
43.157684326171875,2016-05-12
42.31146240234375,2016-05-13
42.823123931884766,2016-05-16
42.8034553527832,2016-05-17
41.61886215209961,2016-05-18
40.710670471191406,2016-05-19
40.55271530151367,2016-05-20
40.710670471191406,2016-05-23
41.14500427246094,2016-05-24
41.38194274902344,2016-05-25
40.473751068115234,2016-05-26
40.96731948852539,2016-05-27
41.026554107666016,2016-05-31
41.34244918823242,2016-06-01
42.665252685546875,2016-06-02
42.88242721557617,2016-06-03
43.45498275756836,2016-06-06
43.09960174560547,2016-06-07
42.88242721557617,2016-06-08
42.64551544189453,2016-06-09
41.81629180908203,2016-06-10
41.81629180908203,2016-06-13
41.737308502197266,2016-06-14
42.80344772338867,2016-06-15
42.92191696166992,2016-06-16
44.36317443847656,2016-06-17
45.725460052490234,2016-06-20
45.15290069580078,2016-06-21
45.15290069580078,2016-06-22
46.25853729248047,2016-06-23
43.13908767700195,2016-06-24
41.71758270263672,2016-06-27
42.48756408691406,2016-06-28
44.00779342651367,2016-06-29
44.48163604736328,2016-06-30
45.172637939453125,2016-07-01
44.185482025146484,2016-07-05
44.56060028076172,2016-07-06
45.09368133544922,2016-07-07
46.061100006103516,2016-07-08
46.31776428222656,2016-07-11
46.910057067871094,2016-07-12
46.6336555480957,2016-07-13
46.81134033203125,2016-07-14
46.96929168701172,2016-07-15
47.364158630371094,2016-07-18
47.16672134399414,2016-07-19
47.383907318115234,2016-07-20
47.32466506958008,2016-07-21
48.0551643371582,2016-07-22
47.265445709228516,2016-07-25
47.12723159790039,2016-07-26
45.74520492553711,2016-07-27
45.192405700683594,2016-07-28
45.78470230102539,2016-07-29
46.041351318359375,2016-08-01
45.15290069580078,2016-08-02
45.07393264770508,2016-08-03
45.56752014160156,2016-08-04
46.29801559448242,2016-08-05
47.02852249145508,2016-08-08
46.75210189819336,2016-08-09
46.51519012451172,2016-08-10
46.712623596191406,2016-08-11
47.20621109008789,2016-08-12
47.620811462402344,2016-08-15
48.114410400390625,2016-08-16
48.07480239868164,2016-08-17
47.8173942565918,2016-08-18
47.85700988769531,2016-08-19
47.8173942565918,2016-08-22
47.77779006958008,2016-08-23
47.85700988769531,2016-08-24
47.916404724121094,2016-08-25
47.56000900268555,2016-08-26
47.520408630371094,2016-08-29
47.08478927612305,2016-08-30
47.26298522949219,2016-08-31
47.06499481201172,2016-09-01
47.005592346191406,2016-09-02
46.78779983520508,2016-09-06
46.827392578125,2016-09-07
46.35218048095703,2016-09-08
45.00577163696289,2016-09-09
45.639373779296875,2016-09-12
45.40177917480469,2016-09-13
45.79777526855469,2016-09-14
45.73838424682617,2016-09-15
45.59978103637695,2016-09-16
45.579978942871094,2016-09-19
46.15418243408203,2016-09-20
46.15418243408203,2016-09-21
46.66899108886719,2016-09-22
46.7283935546875,2016-09-23
45.44137954711914,2016-09-26
45.659175872802734,2016-09-27
45.2631721496582,2016-09-28
45.183982849121094,2016-09-29
45.40177917480469,2016-09-30
45.30277633666992,2016-10-03
45.203773498535156,2016-10-04
45.02558517456055,2016-10-05
44.60976791381836,2016-10-06
44.411773681640625,2016-10-07
45.203773498535156,2016-10-10
44.649383544921875,2016-10-11
45.04536819458008,2016-10-12
44.98598098754883,2016-10-13
45.322593688964844,2016-10-14
45.04536819458008,2016-10-17
45.59978103637695,2016-10-18
45.73838424682617,2016-10-19
45.54037094116211,2016-10-20
45.3621826171875,2016-10-21
45.421573638916016,2016-10-24
45.00577163696289,2016-10-25
44.19396209716797,2016-10-26
44.05537796020508,2016-10-27
44.05537796020508,2016-10-28
44.74837112426758,2016-10-31
44.431575775146484,2016-11-01
44.15437316894531,2016-11-02
44.11476135253906,2016-11-03
44.72857666015625,2016-11-04
45.3621826171875,2016-11-07
46.27577209472656,2016-11-08
46.89146423339844,2016-11-09
46.59355545043945,2016-11-10
47.090065002441406,2016-11-11
48.30158996582031,2016-11-14
48.63922119140625,2016-11-15
48.75838851928711,2016-11-16
48.79810333251953,2016-11-17
48.50019073486328,2016-11-18
48.91727066040039,2016-11-21
49.35420608520508,2016-11-22
49.71171569824219,2016-11-23
50.26780700683594,2016-11-25
49.27476501464844,2016-11-28
49.27476501464844,2016-11-29
49.7911491394043,2016-11-30
50.06919860839844,2016-12-01
50.16850662231445,2016-12-02
51.81694793701172,2016-12-05
52.2538948059082,2016-12-06
53.703739166259766,2016-12-07
52.114871978759766,2016-12-08
52.67096710205078,2016-12-09
51.61833953857422,2016-12-12
52.392921447753906,2016-12-13
52.98875045776367,2016-12-14
54.2399787902832,2016-12-15
54.67691421508789,2016-12-16
55.01455307006836,2016-12-19
55.093994140625,2016-12-20
55.074127197265625,2016-12-21
54.51803207397461,2016-12-22
54.3591423034668,2016-12-23
54.47831344604492,2016-12-27
53.723602294921875,2016-12-28
54.12080383300781,2016-12-29
54.021507263183594,2016-12-30
54.398868560791016,2017-01-03
56.13690185546875,2017-01-04
55.4787483215332,2017-01-05
55.623931884765625,2017-01-06
55.130306243896484,2017-01-09
54.22050476074219,2017-01-10
54.20115280151367,2017-01-11
53.620418548583984,2017-01-12
54.41408920288086,2017-01-13
54.28825378417969,2017-01-17
55.12063217163086,2017-01-18
55.65296173095703,2017-01-19
55.84654998779297,2017-01-20
55.894935607910156,2017-01-23
56.233699798583984,2017-01-24
56.891841888427734,2017-01-25
56.86280822753906,2017-01-26
56.66923141479492,2017-01-27
56.17562484741211,2017-01-30
55.73039627075195,2017-01-31
55.50777816772461,2017-02-01
55.45939254760742,2017-02-02
55.943328857421875,2017-02-03
55.86589431762695,2017-02-06
55.9530143737793,2017-02-07
56.388545989990234,2017-02-08
56.756343841552734,2017-02-09
56.804744720458984,2017-02-10
56.959598541259766,2017-02-13
56.59180450439453,2017-02-14
57.55000305175781,2017-02-15
57.337074279785156,2017-02-16
56.620845794677734,2017-02-17
56.15626525878906,2017-02-21
55.99172592163086,2017-02-22
55.372283935546875,2017-02-23
55.92396926879883,2017-02-24
56.15626525878906,2017-02-27
55.36259460449219,2017-02-28
55.84654998779297,2017-03-01
56.30144119262695,2017-03-02
55.894935607910156,2017-03-03
55.46907424926758,2017-03-06
54.82059097290039,2017-03-07
54.62649917602539,2017-03-08
54.189788818359375,2017-03-09
54.81087875366211,2017-03-10
55.81044387817383,2017-03-13
55.596954345703125,2017-03-14
56.43153381347656,2017-03-15
56.489768981933594,2017-03-16
56.208335876464844,2017-03-17
55.80074691772461,2017-03-20
55.014678955078125,2017-03-21
55.994834899902344,2017-03-22
56.59651184082031,2017-03-23
56.58681106567383,2017-03-24
56.14039993286133,2017-03-27
56.93616485595703,2017-03-28
56.8779411315918,2017-03-29
57.033206939697266,2017-03-30
56.73237228393555,2017-03-31
55.917198181152344,2017-04-03
55.38344955444336,2017-04-04
55.072906494140625,2017-04-05
55.412559509277344,2017-04-06
54.92733383178711,2017-04-07
55.49020004272461,2017-04-10
55.78133010864258,2017-04-11
55.72311019897461,2017-04-12
55.42227554321289,2017-04-13
55.63575744628906,2017-04-17
55.179656982421875,2017-04-18
55.23788070678711,2017-04-19
55.88808059692383,2017-04-20
55.65516662597656,2017-04-21
56.32478332519531,2017-04-24
56.81000518798828,2017-04-25
58.80912780761719,2017-04-26
58.45976638793945,2017-04-27
57.22730255126953,2017-04-28
57.56694793701172,2017-05-01
59.672828674316406,2017-05-02
59.197303771972656,2017-05-03
58.712074279785156,2017-05-04
59.265235900878906,2017-05-05
58.88677215576172,2017-05-08
60.488006591796875,2017-05-09
60.42963409423828,2017-05-10
60.517189025878906,2017-05-11
60.41017532348633,2017-05-12
60.91603088378906,2017-05-15
60.731201171875,2017-05-16
59.6319465637207,2017-05-17
60.74092483520508,2017-05-18
62.11255645751953,2017-05-19
63.47446823120117,2017-05-22
63.707923889160156,2017-05-23
63.69820785522461,2017-05-24
63.35772705078125,2017-05-25
63.562007904052734,2017-05-26
63.756561279296875,2017-05-30
64.66126251220703,2017-05-31
64.8266372680664,2017-06-01
65.5757064819336,2017-06-02
65.16710662841797,2017-06-05
63.970584869384766,2017-06-06
64.3499755859375,2017-06-07
63.250728607177734,2017-06-08
62.988075256347656,2017-06-09
64.05813598632812,2017-06-12
64.64180755615234,2017-06-13
64.4472427368164,2017-06-14
65.0309066772461,2017-06-15
64.6029052734375,2017-06-16
65.02119445800781,2017-06-19
64.08732604980469,2017-06-20
63.81494140625,2017-06-21
63.425819396972656,2017-06-22
63.62037658691406,2017-06-23
63.45500564575195,2017-06-26
61.723445892333984,2017-06-27
61.635894775390625,2017-06-28
60.55609893798828,2017-06-29
60.16697692871094,2017-06-30
59.64167404174805,2017-07-03
59.83622360229492,2017-07-05
59.417938232421875,2017-07-06
60.079429626464844,2017-07-07
60.50746154785156,2017-07-10
60.7603874206543,2017-07-11
60.24480056762695,2017-07-12
60.39073181152344,2017-07-13
60.75065612792969,2017-07-14
60.91603088378906,2017-07-17
60.78956985473633,2017-07-18
60.42963409423828,2017-07-19
60.322628021240234,2017-07-20
60.77011489868164,2017-07-21
60.322628021240234,2017-07-24
61.36351776123047,2017-07-25
60.818748474121094,2017-07-26
60.857666015625,2017-07-27
60.7603874206543,2017-07-28
60.8284797668457,2017-07-31
61.06195068359375,2017-08-01
60.293453216552734,2017-08-02
60.439361572265625,2017-08-03
61.266231536865234,2017-08-04
62.03474044799805,2017-08-07
60.39073181152344,2017-08-08
59.700042724609375,2017-08-09
59.34011459350586,2017-08-10
59.6319465637207,2017-08-11
60.0697021484375,2017-08-14
60.517189025878906,2017-08-15
60.88773727416992,2017-08-16
59.30801010131836,2017-08-17
59.54204559326172,2017-08-18
60.244140625,2017-08-21
61.7458610534668,2017-08-22
61.55083084106445,2017-08-23
61.34605026245117,2017-08-24
61.901878356933594,2017-08-25
