EPAM,Date
29.0,2013-07-23
28.8700008392334,2013-07-24
29.209999084472656,2013-07-25
29.209999084472656,2013-07-26
29.079999923706055,2013-07-29
29.1200008392334,2013-07-30
28.950000762939453,2013-07-31
29.020000457763672,2013-08-01
28.649999618530273,2013-08-02
29.700000762939453,2013-08-05
29.389999389648438,2013-08-06
29.440000534057617,2013-08-07
29.719999313354492,2013-08-08
31.520000457763672,2013-08-09
31.18000030517578,2013-08-12
31.639999389648438,2013-08-13
31.8700008392334,2013-08-14
30.459999084472656,2013-08-15
30.670000076293945,2013-08-16
30.270000457763672,2013-08-19
30.360000610351562,2013-08-20
30.729999542236328,2013-08-21
31.399999618530273,2013-08-22
31.139999389648438,2013-08-23
30.860000610351562,2013-08-26
30.25,2013-08-27
30.299999237060547,2013-08-28
32.20000076293945,2013-08-29
31.979999542236328,2013-08-30
31.90999984741211,2013-09-03
32.31999969482422,2013-09-04
32.13999938964844,2013-09-05
32.16999816894531,2013-09-06
33.40999984741211,2013-09-09
34.459999084472656,2013-09-10
34.38999938964844,2013-09-11
34.18000030517578,2013-09-12
33.2400016784668,2013-09-13
33.130001068115234,2013-09-16
33.5099983215332,2013-09-17
34.47999954223633,2013-09-18
34.81999969482422,2013-09-19
33.9900016784668,2013-09-20
33.95000076293945,2013-09-23
33.91999816894531,2013-09-24
34.83000183105469,2013-09-25
35.130001068115234,2013-09-26
34.810001373291016,2013-09-27
34.5,2013-09-30
35.11000061035156,2013-10-01
34.599998474121094,2013-10-02
34.47999954223633,2013-10-03
34.95000076293945,2013-10-04
34.06999969482422,2013-10-07
33.279998779296875,2013-10-08
35.0099983215332,2013-10-09
36.709999084472656,2013-10-10
38.150001525878906,2013-10-11
39.0,2013-10-14
37.59000015258789,2013-10-15
37.709999084472656,2013-10-16
38.349998474121094,2013-10-17
38.70000076293945,2013-10-18
39.0,2013-10-21
38.65999984741211,2013-10-22
38.20000076293945,2013-10-23
38.22999954223633,2013-10-24
38.380001068115234,2013-10-25
38.380001068115234,2013-10-28
37.9900016784668,2013-10-29
37.380001068115234,2013-10-30
37.470001220703125,2013-10-31
36.59000015258789,2013-11-01
36.61000061035156,2013-11-04
36.34000015258789,2013-11-05
36.27000045776367,2013-11-06
35.0,2013-11-07
35.720001220703125,2013-11-08
35.599998474121094,2013-11-11
35.400001525878906,2013-11-12
35.13999938964844,2013-11-13
35.59000015258789,2013-11-14
35.779998779296875,2013-11-15
35.22999954223633,2013-11-18
35.150001525878906,2013-11-19
35.150001525878906,2013-11-20
35.849998474121094,2013-11-21
35.099998474121094,2013-11-22
34.939998626708984,2013-11-25
35.20000076293945,2013-11-26
35.2400016784668,2013-11-27
35.470001220703125,2013-11-29
35.45000076293945,2013-12-02
34.900001525878906,2013-12-03
34.59000015258789,2013-12-04
34.90999984741211,2013-12-05
35.77000045776367,2013-12-06
35.2400016784668,2013-12-09
34.459999084472656,2013-12-10
33.38999938964844,2013-12-11
33.34000015258789,2013-12-12
32.54999923706055,2013-12-13
33.43000030517578,2013-12-16
33.970001220703125,2013-12-17
34.79999923706055,2013-12-18
34.75,2013-12-19
35.02000045776367,2013-12-20
34.75,2013-12-23
34.86000061035156,2013-12-24
34.77000045776367,2013-12-26
34.93000030517578,2013-12-27
34.83000183105469,2013-12-30
34.939998626708984,2013-12-31
34.779998779296875,2014-01-02
35.0,2014-01-03
34.900001525878906,2014-01-06
35.790000915527344,2014-01-07
36.65999984741211,2014-01-08
36.560001373291016,2014-01-09
36.5,2014-01-10
36.0099983215332,2014-01-13
36.900001525878906,2014-01-14
37.84000015258789,2014-01-15
38.209999084472656,2014-01-16
38.34000015258789,2014-01-17
39.7400016784668,2014-01-21
40.459999084472656,2014-01-22
39.90999984741211,2014-01-23
39.869998931884766,2014-01-24
39.36000061035156,2014-01-27
41.84000015258789,2014-01-28
41.099998474121094,2014-01-29
41.58000183105469,2014-01-30
40.900001525878906,2014-01-31
39.709999084472656,2014-02-03
40.439998626708984,2014-02-04
40.41999816894531,2014-02-05
40.849998474121094,2014-02-06
43.40999984741211,2014-02-07
43.029998779296875,2014-02-10
43.349998474121094,2014-02-11
43.2400016784668,2014-02-12
44.2599983215332,2014-02-13
44.349998474121094,2014-02-14
44.619998931884766,2014-02-18
42.77000045776367,2014-02-19
41.22999954223633,2014-02-20
41.880001068115234,2014-02-21
42.880001068115234,2014-02-24
41.900001525878906,2014-02-25
42.11000061035156,2014-02-26
42.2400016784668,2014-02-27
41.93000030517578,2014-02-28
32.02000045776367,2014-03-03
37.209999084472656,2014-03-04
36.56999969482422,2014-03-05
34.91999816894531,2014-03-06
36.41999816894531,2014-03-07
35.54999923706055,2014-03-10
35.72999954223633,2014-03-11
35.189998626708984,2014-03-12
32.97999954223633,2014-03-13
32.060001373291016,2014-03-14
33.34000015258789,2014-03-17
34.189998626708984,2014-03-18
33.77000045776367,2014-03-19
33.40999984741211,2014-03-20
32.439998626708984,2014-03-21
32.119998931884766,2014-03-24
32.63999938964844,2014-03-25
33.150001525878906,2014-03-26
33.0099983215332,2014-03-27
32.08000183105469,2014-03-28
32.900001525878906,2014-03-31
36.369998931884766,2014-04-01
35.13999938964844,2014-04-02
33.9900016784668,2014-04-03
33.0099983215332,2014-04-04
30.209999084472656,2014-04-07
31.420000076293945,2014-04-08
32.029998779296875,2014-04-09
30.84000015258789,2014-04-10
33.439998626708984,2014-04-11
32.310001373291016,2014-04-14
32.400001525878906,2014-04-15
32.630001068115234,2014-04-16
33.130001068115234,2014-04-17
32.720001220703125,2014-04-21
32.880001068115234,2014-04-22
32.65999984741211,2014-04-23
32.02000045776367,2014-04-24
31.420000076293945,2014-04-25
30.969999313354492,2014-04-28
30.850000381469727,2014-04-29
31.1299991607666,2014-04-30
32.79999923706055,2014-05-01
32.70000076293945,2014-05-02
33.119998931884766,2014-05-05
32.31999969482422,2014-05-06
34.58000183105469,2014-05-07
34.52000045776367,2014-05-08
34.79999923706055,2014-05-09
35.869998931884766,2014-05-12
35.79999923706055,2014-05-13
35.849998474121094,2014-05-14
36.02000045776367,2014-05-15
36.61000061035156,2014-05-16
38.31999969482422,2014-05-19
38.56999969482422,2014-05-20
39.2599983215332,2014-05-21
39.849998474121094,2014-05-22
41.20000076293945,2014-05-23
41.41999816894531,2014-05-27
41.79999923706055,2014-05-28
42.5,2014-05-29
42.06999969482422,2014-05-30
42.150001525878906,2014-06-02
41.86000061035156,2014-06-03
42.59000015258789,2014-06-04
43.9900016784668,2014-06-05
44.68000030517578,2014-06-06
45.5099983215332,2014-06-09
43.970001220703125,2014-06-10
43.97999954223633,2014-06-11
43.810001373291016,2014-06-12
43.869998931884766,2014-06-13
43.88999938964844,2014-06-16
44.06999969482422,2014-06-17
44.22999954223633,2014-06-18
44.290000915527344,2014-06-19
44.369998931884766,2014-06-20
44.25,2014-06-23
43.81999969482422,2014-06-24
43.9900016784668,2014-06-25
43.970001220703125,2014-06-26
43.54999923706055,2014-06-27
43.75,2014-06-30
42.7400016784668,2014-07-01
42.029998779296875,2014-07-02
43.02000045776367,2014-07-03
41.79999923706055,2014-07-07
40.0,2014-07-08
39.900001525878906,2014-07-09
39.16999816894531,2014-07-10
39.20000076293945,2014-07-11
38.90999984741211,2014-07-14
38.36000061035156,2014-07-15
39.0099983215332,2014-07-16
38.02000045776367,2014-07-17
38.68000030517578,2014-07-18
37.790000915527344,2014-07-21
38.310001373291016,2014-07-22
38.54999923706055,2014-07-23
38.720001220703125,2014-07-24
38.41999816894531,2014-07-25
38.709999084472656,2014-07-28
39.56999969482422,2014-07-29
39.88999938964844,2014-07-30
38.65999984741211,2014-07-31
38.02000045776367,2014-08-01
39.2400016784668,2014-08-04
39.970001220703125,2014-08-05
40.900001525878906,2014-08-06
41.08000183105469,2014-08-07
40.720001220703125,2014-08-08
40.13999938964844,2014-08-11
39.70000076293945,2014-08-12
40.84000015258789,2014-08-13
40.79999923706055,2014-08-14
41.0,2014-08-15
40.400001525878906,2014-08-18
40.0099983215332,2014-08-19
39.970001220703125,2014-08-20
39.95000076293945,2014-08-21
39.31999969482422,2014-08-22
39.9900016784668,2014-08-25
40.959999084472656,2014-08-26
40.25,2014-08-27
37.880001068115234,2014-08-28
37.650001525878906,2014-08-29
37.540000915527344,2014-09-02
38.16999816894531,2014-09-03
37.84000015258789,2014-09-04
37.900001525878906,2014-09-05
38.04999923706055,2014-09-08
37.15999984741211,2014-09-09
37.18000030517578,2014-09-10
37.91999816894531,2014-09-11
38.43000030517578,2014-09-12
38.43000030517578,2014-09-15
38.93000030517578,2014-09-16
39.5,2014-09-17
40.849998474121094,2014-09-18
40.61000061035156,2014-09-19
40.06999969482422,2014-09-22
39.9900016784668,2014-09-23
40.47999954223633,2014-09-24
40.810001373291016,2014-09-25
42.31999969482422,2014-09-26
42.459999084472656,2014-09-29
43.790000915527344,2014-09-30
43.11000061035156,2014-10-01
43.33000183105469,2014-10-02
43.779998779296875,2014-10-03
43.22999954223633,2014-10-06
42.790000915527344,2014-10-07
43.900001525878906,2014-10-08
42.099998474121094,2014-10-09
41.790000915527344,2014-10-10
42.540000915527344,2014-10-13
43.02000045776367,2014-10-14
43.220001220703125,2014-10-15
42.81999969482422,2014-10-16
42.209999084472656,2014-10-17
42.459999084472656,2014-10-20
42.91999816894531,2014-10-21
43.08000183105469,2014-10-22
45.099998474121094,2014-10-23
44.36000061035156,2014-10-24
46.90999984741211,2014-10-27
47.11000061035156,2014-10-28
47.220001220703125,2014-10-29
47.13999938964844,2014-10-30
47.7400016784668,2014-10-31
47.709999084472656,2014-11-03
46.61000061035156,2014-11-04
48.25,2014-11-05
47.91999816894531,2014-11-06
46.95000076293945,2014-11-07
46.97999954223633,2014-11-10
47.619998931884766,2014-11-11
47.790000915527344,2014-11-12
49.16999816894531,2014-11-13
49.63999938964844,2014-11-14
49.689998626708984,2014-11-17
49.11000061035156,2014-11-18
48.41999816894531,2014-11-19
48.5,2014-11-20
48.84000015258789,2014-11-21
49.630001068115234,2014-11-24
49.5099983215332,2014-11-25
50.4900016784668,2014-11-26
51.029998779296875,2014-11-28
49.40999984741211,2014-12-01
50.04999923706055,2014-12-02
49.720001220703125,2014-12-03
49.9900016784668,2014-12-04
50.529998779296875,2014-12-05
50.209999084472656,2014-12-08
51.95000076293945,2014-12-09
49.0099983215332,2014-12-10
51.22999954223633,2014-12-11
50.900001525878906,2014-12-12
49.5099983215332,2014-12-15
46.2400016784668,2014-12-16
48.369998931884766,2014-12-17
48.290000915527344,2014-12-18
48.2400016784668,2014-12-19
48.11000061035156,2014-12-22
48.5099983215332,2014-12-23
48.84000015258789,2014-12-24
48.84000015258789,2014-12-26
48.279998779296875,2014-12-29
47.79999923706055,2014-12-30
47.75,2014-12-31
46.470001220703125,2015-01-02
46.27000045776367,2015-01-05
46.290000915527344,2015-01-06
47.290000915527344,2015-01-07
48.66999816894531,2015-01-08
48.34000015258789,2015-01-09
47.75,2015-01-12
47.869998931884766,2015-01-13
46.41999816894531,2015-01-14
45.40999984741211,2015-01-15
47.45000076293945,2015-01-16
46.529998779296875,2015-01-20
46.40999984741211,2015-01-21
46.81999969482422,2015-01-22
46.38999938964844,2015-01-23
47.29999923706055,2015-01-26
46.61000061035156,2015-01-27
47.5,2015-01-28
47.810001373291016,2015-01-29
48.93000030517578,2015-01-30
46.7400016784668,2015-02-02
47.459999084472656,2015-02-03
50.5099983215332,2015-02-04
51.38999938964844,2015-02-05
51.0099983215332,2015-02-06
51.0,2015-02-09
51.400001525878906,2015-02-10
51.40999984741211,2015-02-11
56.0099983215332,2015-02-12
54.08000183105469,2015-02-13
52.849998474121094,2015-02-17
53.2599983215332,2015-02-18
55.900001525878906,2015-02-19
57.31999969482422,2015-02-20
56.880001068115234,2015-02-23
57.40999984741211,2015-02-24
57.9900016784668,2015-02-25
61.36000061035156,2015-02-26
61.68000030517578,2015-02-27
61.70000076293945,2015-03-02
60.470001220703125,2015-03-03
59.540000915527344,2015-03-04
59.81999969482422,2015-03-05
59.45000076293945,2015-03-06
60.91999816894531,2015-03-09
59.54999923706055,2015-03-10
60.33000183105469,2015-03-11
61.65999984741211,2015-03-12
61.470001220703125,2015-03-13
61.689998626708984,2015-03-16
61.72999954223633,2015-03-17
61.529998779296875,2015-03-18
61.58000183105469,2015-03-19
61.380001068115234,2015-03-20
62.689998626708984,2015-03-23
61.95000076293945,2015-03-24
60.130001068115234,2015-03-25
61.0099983215332,2015-03-26
61.970001220703125,2015-03-27
62.22999954223633,2015-03-30
61.290000915527344,2015-03-31
61.400001525878906,2015-04-01
61.720001220703125,2015-04-02
66.06999969482422,2015-04-06
66.48999786376953,2015-04-07
66.87999725341797,2015-04-08
67.83000183105469,2015-04-09
68.7699966430664,2015-04-10
69.4000015258789,2015-04-13
67.29000091552734,2015-04-14
67.56999969482422,2015-04-15
67.80999755859375,2015-04-16
66.61000061035156,2015-04-17
67.76000213623047,2015-04-20
68.1500015258789,2015-04-21
67.98999786376953,2015-04-22
67.55999755859375,2015-04-23
66.61000061035156,2015-04-24
64.88999938964844,2015-04-27
66.91000366210938,2015-04-28
65.86000061035156,2015-04-29
64.70999908447266,2015-04-30
66.79000091552734,2015-05-01
67.18000030517578,2015-05-04
65.80000305175781,2015-05-05
66.41000366210938,2015-05-06
65.25,2015-05-07
65.5999984741211,2015-05-08
64.0999984741211,2015-05-11
64.11000061035156,2015-05-12
65.76000213623047,2015-05-13
66.33000183105469,2015-05-14
66.23999786376953,2015-05-15
67.69999694824219,2015-05-18
68.76000213623047,2015-05-19
68.73999786376953,2015-05-20
67.91000366210938,2015-05-21
66.5199966430664,2015-05-22
67.4800033569336,2015-05-26
69.83999633789062,2015-05-27
72.01000213623047,2015-05-28
71.91000366210938,2015-05-29
71.69000244140625,2015-06-01
71.48999786376953,2015-06-02
71.44000244140625,2015-06-03
71.25,2015-06-04
71.5,2015-06-05
70.22000122070312,2015-06-08
69.94999694824219,2015-06-09
70.79000091552734,2015-06-10
70.08999633789062,2015-06-11
69.73999786376953,2015-06-12
70.9800033569336,2015-06-15
71.41999816894531,2015-06-16
72.18000030517578,2015-06-17
73.0,2015-06-18
72.87999725341797,2015-06-19
73.56999969482422,2015-06-22
74.08000183105469,2015-06-23
72.69000244140625,2015-06-24
73.33999633789062,2015-06-25
72.08999633789062,2015-06-26
69.58000183105469,2015-06-29
71.2300033569336,2015-06-30
73.81999969482422,2015-07-01
73.75,2015-07-02
73.9800033569336,2015-07-06
74.33000183105469,2015-07-07
72.80000305175781,2015-07-08
73.26000213623047,2015-07-09
74.79000091552734,2015-07-10
75.55000305175781,2015-07-13
75.12000274658203,2015-07-14
74.30999755859375,2015-07-15
75.05999755859375,2015-07-16
74.91999816894531,2015-07-17
74.56999969482422,2015-07-20
74.70999908447266,2015-07-21
74.86000061035156,2015-07-22
73.91000366210938,2015-07-23
73.81999969482422,2015-07-24
72.38999938964844,2015-07-27
72.68000030517578,2015-07-28
74.2300033569336,2015-07-29
72.98999786376953,2015-07-30
74.11000061035156,2015-07-31
73.83000183105469,2015-08-03
72.98999786376953,2015-08-04
70.13999938964844,2015-08-05
70.01000213623047,2015-08-06
70.86000061035156,2015-08-07
70.76000213623047,2015-08-10
69.58000183105469,2015-08-11
68.7699966430664,2015-08-12
68.55000305175781,2015-08-13
69.0199966430664,2015-08-14
68.80999755859375,2015-08-17
69.22000122070312,2015-08-18
69.51000213623047,2015-08-19
68.9800033569336,2015-08-20
68.75,2015-08-21
66.66999816894531,2015-08-24
67.94000244140625,2015-08-25
69.62999725341797,2015-08-26
72.06999969482422,2015-08-27
71.8499984741211,2015-08-28
70.61000061035156,2015-08-31
69.08999633789062,2015-09-01
69.44000244140625,2015-09-02
69.36000061035156,2015-09-03
68.95999908447266,2015-09-04
72.56999969482422,2015-09-08
71.72000122070312,2015-09-09
73.56999969482422,2015-09-10
74.3499984741211,2015-09-11
73.52999877929688,2015-09-14
74.12000274658203,2015-09-15
74.61000061035156,2015-09-16
74.70999908447266,2015-09-17
75.31999969482422,2015-09-18
74.76000213623047,2015-09-21
72.37999725341797,2015-09-22
72.77999877929688,2015-09-23
72.4800033569336,2015-09-24
72.01000213623047,2015-09-25
70.44000244140625,2015-09-28
69.79000091552734,2015-09-29
74.5199966430664,2015-09-30
75.19000244140625,2015-10-01
75.63999938964844,2015-10-02
78.44999694824219,2015-10-05
77.83999633789062,2015-10-06
80.9800033569336,2015-10-07
80.47000122070312,2015-10-08
81.05000305175781,2015-10-09
80.88999938964844,2015-10-12
76.4000015258789,2015-10-13
76.5199966430664,2015-10-14
78.69999694824219,2015-10-15
79.20999908447266,2015-10-16
78.19000244140625,2015-10-19
77.73999786376953,2015-10-20
77.81999969482422,2015-10-21
77.80999755859375,2015-10-22
79.5,2015-10-23
78.66999816894531,2015-10-26
79.30000305175781,2015-10-27
79.44000244140625,2015-10-28
77.52999877929688,2015-10-29
77.3499984741211,2015-10-30
78.11000061035156,2015-11-02
78.7300033569336,2015-11-03
75.56999969482422,2015-11-04
71.69000244140625,2015-11-05
71.61000061035156,2015-11-06
71.87000274658203,2015-11-09
72.7699966430664,2015-11-10
74.41999816894531,2015-11-11
