CTLT,Date
27.549999237060547,2015-02-04
27.489999771118164,2015-02-05
27.440000534057617,2015-02-06
27.549999237060547,2015-02-09
27.8799991607666,2015-02-10
29.31999969482422,2015-02-11
28.579999923706055,2015-02-12
27.520000457763672,2015-02-13
27.34000015258789,2015-02-17
27.739999771118164,2015-02-18
29.010000228881836,2015-02-19
28.149999618530273,2015-02-20
28.190000534057617,2015-02-23
28.350000381469727,2015-02-24
28.8700008392334,2015-02-25
29.600000381469727,2015-02-26
27.969999313354492,2015-02-27
28.459999084472656,2015-03-02
29.989999771118164,2015-03-03
29.770000457763672,2015-03-04
29.75,2015-03-05
29.760000228881836,2015-03-06
29.81999969482422,2015-03-09
29.799999237060547,2015-03-10
30.229999542236328,2015-03-11
30.020000457763672,2015-03-12
30.350000381469727,2015-03-13
30.889999389648438,2015-03-16
31.079999923706055,2015-03-17
31.299999237060547,2015-03-18
31.5,2015-03-19
31.110000610351562,2015-03-20
30.850000381469727,2015-03-23
30.649999618530273,2015-03-24
30.440000534057617,2015-03-25
30.100000381469727,2015-03-26
30.100000381469727,2015-03-27
31.170000076293945,2015-03-30
31.149999618530273,2015-03-31
30.860000610351562,2015-04-01
30.6299991607666,2015-04-02
30.540000915527344,2015-04-06
30.459999084472656,2015-04-07
30.799999237060547,2015-04-08
30.979999542236328,2015-04-09
30.729999542236328,2015-04-10
30.530000686645508,2015-04-13
30.719999313354492,2015-04-14
31.010000228881836,2015-04-15
31.09000015258789,2015-04-16
30.56999969482422,2015-04-17
30.989999771118164,2015-04-20
31.020000457763672,2015-04-21
31.059999465942383,2015-04-22
31.049999237060547,2015-04-23
31.0,2015-04-24
29.989999771118164,2015-04-27
29.770000457763672,2015-04-28
29.709999084472656,2015-04-29
28.770000457763672,2015-04-30
29.209999084472656,2015-05-01
29.389999389648438,2015-05-04
29.18000030517578,2015-05-05
28.799999237060547,2015-05-06
28.170000076293945,2015-05-07
28.31999969482422,2015-05-08
28.309999465942383,2015-05-11
28.200000762939453,2015-05-12
28.559999465942383,2015-05-13
29.31999969482422,2015-05-14
30.43000030517578,2015-05-15
31.0,2015-05-18
31.020000457763672,2015-05-19
31.18000030517578,2015-05-20
31.229999542236328,2015-05-21
31.440000534057617,2015-05-22
31.1200008392334,2015-05-26
31.299999237060547,2015-05-27
31.899999618530273,2015-05-28
31.959999084472656,2015-05-29
30.709999084472656,2015-06-01
29.350000381469727,2015-06-02
29.09000015258789,2015-06-03
29.079999923706055,2015-06-04
29.610000610351562,2015-06-05
29.079999923706055,2015-06-08
28.940000534057617,2015-06-09
29.540000915527344,2015-06-10
29.75,2015-06-11
30.059999465942383,2015-06-12
30.020000457763672,2015-06-15
30.40999984741211,2015-06-16
30.56999969482422,2015-06-17
30.690000534057617,2015-06-18
30.5,2015-06-19
30.790000915527344,2015-06-22
30.760000228881836,2015-06-23
29.979999542236328,2015-06-24
29.90999984741211,2015-06-25
29.770000457763672,2015-06-26
29.440000534057617,2015-06-29
29.329999923706055,2015-06-30
29.719999313354492,2015-07-01
29.6200008392334,2015-07-02
29.200000762939453,2015-07-06
29.549999237060547,2015-07-07
28.68000030517578,2015-07-08
28.959999084472656,2015-07-09
28.959999084472656,2015-07-10
29.149999618530273,2015-07-13
29.899999618530273,2015-07-14
29.860000610351562,2015-07-15
29.8799991607666,2015-07-16
29.809999465942383,2015-07-17
29.40999984741211,2015-07-20
29.450000762939453,2015-07-21
29.93000030517578,2015-07-22
30.399999618530273,2015-07-23
30.09000015258789,2015-07-24
31.610000610351562,2015-07-27
33.0099983215332,2015-07-28
33.689998626708984,2015-07-29
33.25,2015-07-30
34.08000183105469,2015-07-31
33.90999984741211,2015-08-03
33.86000061035156,2015-08-04
34.209999084472656,2015-08-05
33.779998779296875,2015-08-06
33.81999969482422,2015-08-07
33.61000061035156,2015-08-10
33.189998626708984,2015-08-11
32.970001220703125,2015-08-12
32.65999984741211,2015-08-13
33.130001068115234,2015-08-14
34.16999816894531,2015-08-17
34.0099983215332,2015-08-18
34.040000915527344,2015-08-19
32.70000076293945,2015-08-20
31.81999969482422,2015-08-21
30.799999237060547,2015-08-24
30.790000915527344,2015-08-25
31.56999969482422,2015-08-26
31.959999084472656,2015-08-27
32.15999984741211,2015-08-28
31.790000915527344,2015-08-31
31.010000228881836,2015-09-01
31.540000915527344,2015-09-02
28.510000228881836,2015-09-03
28.030000686645508,2015-09-04
29.309999465942383,2015-09-08
28.700000762939453,2015-09-09
28.18000030517578,2015-09-10
28.329999923706055,2015-09-11
28.049999237060547,2015-09-14
28.280000686645508,2015-09-15
28.530000686645508,2015-09-16
28.6299991607666,2015-09-17
28.280000686645508,2015-09-18
27.399999618530273,2015-09-21
27.389999389648438,2015-09-22
27.1200008392334,2015-09-23
26.90999984741211,2015-09-24
25.8799991607666,2015-09-25
24.920000076293945,2015-09-28
24.3799991607666,2015-09-29
24.299999237060547,2015-09-30
24.610000610351562,2015-10-01
25.290000915527344,2015-10-02
25.049999237060547,2015-10-05
23.979999542236328,2015-10-06
24.31999969482422,2015-10-07
24.239999771118164,2015-10-08
24.540000915527344,2015-10-09
24.540000915527344,2015-10-12
24.09000015258789,2015-10-13
24.989999771118164,2015-10-14
26.34000015258789,2015-10-15
26.700000762939453,2015-10-16
26.739999771118164,2015-10-19
25.850000381469727,2015-10-20
25.530000686645508,2015-10-21
25.360000610351562,2015-10-22
26.139999389648438,2015-10-23
25.8700008392334,2015-10-26
25.81999969482422,2015-10-27
27.309999465942383,2015-10-28
26.6299991607666,2015-10-29
26.579999923706055,2015-10-30
27.520000457763672,2015-11-02
27.350000381469727,2015-11-03
28.110000610351562,2015-11-04
27.84000015258789,2015-11-05
28.3700008392334,2015-11-06
28.25,2015-11-09
28.219999313354492,2015-11-10
27.889999389648438,2015-11-11
27.270000457763672,2015-11-12
27.579999923706055,2015-11-13
26.700000762939453,2015-11-16
26.90999984741211,2015-11-17
27.760000228881836,2015-11-18
27.260000228881836,2015-11-19
27.399999618530273,2015-11-20
27.559999465942383,2015-11-23
28.149999618530273,2015-11-24
28.399999618530273,2015-11-25
28.530000686645508,2015-11-27
27.850000381469727,2015-11-30
28.15999984741211,2015-12-01
27.579999923706055,2015-12-02
26.790000915527344,2015-12-03
27.649999618530273,2015-12-04
27.020000457763672,2015-12-07
27.049999237060547,2015-12-08
25.610000610351562,2015-12-09
26.290000915527344,2015-12-10
25.969999313354492,2015-12-11
25.81999969482422,2015-12-14
26.299999237060547,2015-12-15
26.540000915527344,2015-12-16
26.360000610351562,2015-12-17
25.170000076293945,2015-12-18
25.190000534057617,2015-12-21
25.010000228881836,2015-12-22
25.040000915527344,2015-12-23
24.950000762939453,2015-12-24
25.059999465942383,2015-12-28
25.350000381469727,2015-12-29
25.299999237060547,2015-12-30
25.030000686645508,2015-12-31
24.389999389648438,2016-01-04
25.209999084472656,2016-01-05
24.850000381469727,2016-01-06
24.260000228881836,2016-01-07
24.270000457763672,2016-01-08
24.25,2016-01-11
24.81999969482422,2016-01-12
23.850000381469727,2016-01-13
24.389999389648438,2016-01-14
24.309999465942383,2016-01-15
23.920000076293945,2016-01-19
24.020000457763672,2016-01-20
23.149999618530273,2016-01-21
23.729999542236328,2016-01-22
23.34000015258789,2016-01-25
23.5,2016-01-26
22.959999084472656,2016-01-27
22.479999542236328,2016-01-28
23.530000686645508,2016-01-29
23.079999923706055,2016-02-01
22.770000457763672,2016-02-02
22.700000762939453,2016-02-03
22.200000762939453,2016-02-04
21.68000030517578,2016-02-05
21.200000762939453,2016-02-08
20.969999313354492,2016-02-09
20.860000610351562,2016-02-10
21.260000228881836,2016-02-11
22.1200008392334,2016-02-12
23.020000457763672,2016-02-16
23.920000076293945,2016-02-17
23.65999984741211,2016-02-18
23.979999542236328,2016-02-19
24.190000534057617,2016-02-22
24.559999465942383,2016-02-23
24.81999969482422,2016-02-24
24.989999771118164,2016-02-25
24.729999542236328,2016-02-26
24.270000457763672,2016-02-29
25.229999542236328,2016-03-01
25.450000762939453,2016-03-02
25.399999618530273,2016-03-03
25.65999984741211,2016-03-04
25.81999969482422,2016-03-07
25.209999084472656,2016-03-08
25.219999313354492,2016-03-09
25.209999084472656,2016-03-10
25.93000030517578,2016-03-11
26.34000015258789,2016-03-14
25.540000915527344,2016-03-15
25.420000076293945,2016-03-16
25.270000457763672,2016-03-17
25.90999984741211,2016-03-18
26.100000381469727,2016-03-21
26.770000457763672,2016-03-22
25.959999084472656,2016-03-23
26.1200008392334,2016-03-24
26.15999984741211,2016-03-28
27.219999313354492,2016-03-29
26.81999969482422,2016-03-30
26.670000076293945,2016-03-31
26.600000381469727,2016-04-01
27.329999923706055,2016-04-04
27.709999084472656,2016-04-05
27.739999771118164,2016-04-06
27.84000015258789,2016-04-07
28.110000610351562,2016-04-08
27.350000381469727,2016-04-11
28.479999542236328,2016-04-12
29.65999984741211,2016-04-13
29.75,2016-04-14
30.299999237060547,2016-04-15
29.799999237060547,2016-04-18
29.6200008392334,2016-04-19
29.770000457763672,2016-04-20
29.399999618530273,2016-04-21
29.780000686645508,2016-04-22
29.450000762939453,2016-04-25
29.649999618530273,2016-04-26
29.850000381469727,2016-04-27
29.739999771118164,2016-04-28
29.530000686645508,2016-04-29
29.40999984741211,2016-05-02
29.350000381469727,2016-05-03
29.239999771118164,2016-05-04
25.440000534057617,2016-05-05
24.469999313354492,2016-05-06
24.440000534057617,2016-05-09
24.770000457763672,2016-05-10
24.350000381469727,2016-05-11
23.799999237060547,2016-05-12
23.850000381469727,2016-05-13
25.110000610351562,2016-05-16
25.520000457763672,2016-05-17
26.110000610351562,2016-05-18
26.59000015258789,2016-05-19
28.649999618530273,2016-05-20
28.270000457763672,2016-05-23
28.75,2016-05-24
29.059999465942383,2016-05-25
29.139999389648438,2016-05-26
28.989999771118164,2016-05-27
28.1200008392334,2016-05-31
27.809999465942383,2016-06-01
26.299999237060547,2016-06-02
26.350000381469727,2016-06-03
26.219999313354492,2016-06-06
23.829999923706055,2016-06-07
24.059999465942383,2016-06-08
23.459999084472656,2016-06-09
22.90999984741211,2016-06-10
22.56999969482422,2016-06-13
22.459999084472656,2016-06-14
22.889999389648438,2016-06-15
22.170000076293945,2016-06-16
21.440000534057617,2016-06-17
22.639999389648438,2016-06-20
22.860000610351562,2016-06-21
23.190000534057617,2016-06-22
23.65999984741211,2016-06-23
22.790000915527344,2016-06-24
21.290000915527344,2016-06-27
22.1299991607666,2016-06-28
22.719999313354492,2016-06-29
22.989999771118164,2016-06-30
23.18000030517578,2016-07-01
22.65999984741211,2016-07-05
22.81999969482422,2016-07-06
23.030000686645508,2016-07-07
23.43000030517578,2016-07-08
23.540000915527344,2016-07-11
23.739999771118164,2016-07-12
23.299999237060547,2016-07-13
23.760000228881836,2016-07-14
23.989999771118164,2016-07-15
24.309999465942383,2016-07-18
24.299999237060547,2016-07-19
24.59000015258789,2016-07-20
24.65999984741211,2016-07-21
24.209999084472656,2016-07-22
24.479999542236328,2016-07-25
24.440000534057617,2016-07-26
25.149999618530273,2016-07-27
25.649999618530273,2016-07-28
25.540000915527344,2016-07-29
25.770000457763672,2016-08-01
25.200000762939453,2016-08-02
25.31999969482422,2016-08-03
25.479999542236328,2016-08-04
25.329999923706055,2016-08-05
25.1299991607666,2016-08-08
25.190000534057617,2016-08-09
25.079999923706055,2016-08-10
25.34000015258789,2016-08-11
24.600000381469727,2016-08-12
25.0,2016-08-15
24.920000076293945,2016-08-16
24.940000534057617,2016-08-17
25.010000228881836,2016-08-18
25.229999542236328,2016-08-19
24.700000762939453,2016-08-22
25.530000686645508,2016-08-23
25.020000457763672,2016-08-24
24.969999313354492,2016-08-25
25.0,2016-08-26
25.09000015258789,2016-08-29
25.06999969482422,2016-08-30
25.229999542236328,2016-08-31
25.229999542236328,2016-09-01
25.239999771118164,2016-09-02
25.280000686645508,2016-09-06
23.719999313354492,2016-09-07
23.889999389648438,2016-09-08
23.610000610351562,2016-09-09
24.219999313354492,2016-09-12
23.860000610351562,2016-09-13
24.149999618530273,2016-09-14
25.270000457763672,2016-09-15
25.59000015258789,2016-09-16
26.09000015258789,2016-09-19
26.209999084472656,2016-09-20
26.540000915527344,2016-09-21
26.6299991607666,2016-09-22
26.700000762939453,2016-09-23
26.209999084472656,2016-09-26
26.3700008392334,2016-09-27
26.309999465942383,2016-09-28
25.600000381469727,2016-09-29
25.84000015258789,2016-09-30
25.829999923706055,2016-10-03
25.940000534057617,2016-10-04
25.8700008392334,2016-10-05
25.979999542236328,2016-10-06
25.68000030517578,2016-10-07
26.149999618530273,2016-10-10
24.68000030517578,2016-10-11
24.229999542236328,2016-10-12
23.729999542236328,2016-10-13
23.579999923706055,2016-10-14
23.399999618530273,2016-10-17
24.0,2016-10-18
24.030000686645508,2016-10-19
24.43000030517578,2016-10-20
24.3700008392334,2016-10-21
24.25,2016-10-24
23.799999237060547,2016-10-25
23.360000610351562,2016-10-26
23.420000076293945,2016-10-27
22.989999771118164,2016-10-28
22.809999465942383,2016-10-31
22.950000762939453,2016-11-01
22.420000076293945,2016-11-02
21.850000381469727,2016-11-03
22.329999923706055,2016-11-04
22.8799991607666,2016-11-07
23.649999618530273,2016-11-08
25.079999923706055,2016-11-09
25.31999969482422,2016-11-10
25.329999923706055,2016-11-11
25.260000228881836,2016-11-14
25.43000030517578,2016-11-15
25.56999969482422,2016-11-16
25.719999313354492,2016-11-17
25.6200008392334,2016-11-18
25.020000457763672,2016-11-21
24.93000030517578,2016-11-22
25.219999313354492,2016-11-23
24.940000534057617,2016-11-25
24.299999237060547,2016-11-28
24.110000610351562,2016-11-29
23.93000030517578,2016-11-30
23.1299991607666,2016-12-01
23.649999618530273,2016-12-02
23.610000610351562,2016-12-05
23.489999771118164,2016-12-06
23.68000030517578,2016-12-07
24.350000381469727,2016-12-08
24.540000915527344,2016-12-09
25.020000457763672,2016-12-12
25.600000381469727,2016-12-13
26.059999465942383,2016-12-14
26.729999542236328,2016-12-15
26.8799991607666,2016-12-16
26.790000915527344,2016-12-19
26.8700008392334,2016-12-20
26.3799991607666,2016-12-21
26.34000015258789,2016-12-22
26.899999618530273,2016-12-23
26.829999923706055,2016-12-27
26.670000076293945,2016-12-28
26.709999084472656,2016-12-29
26.959999084472656,2016-12-30
27.0,2017-01-03
27.309999465942383,2017-01-04
26.899999618530273,2017-01-05
26.8799991607666,2017-01-06
26.90999984741211,2017-01-09
26.860000610351562,2017-01-10
26.43000030517578,2017-01-11
26.1200008392334,2017-01-12
26.329999923706055,2017-01-13
25.8799991607666,2017-01-17
26.0,2017-01-18
25.959999084472656,2017-01-19
26.209999084472656,2017-01-20
26.540000915527344,2017-01-23
26.920000076293945,2017-01-24
27.479999542236328,2017-01-25
27.510000228881836,2017-01-26
26.889999389648438,2017-01-27
26.139999389648438,2017-01-30
26.760000228881836,2017-01-31
27.989999771118164,2017-02-01
27.889999389648438,2017-02-02
28.190000534057617,2017-02-03
27.979999542236328,2017-02-06
28.360000610351562,2017-02-07
28.360000610351562,2017-02-08
28.65999984741211,2017-02-09
29.25,2017-02-10
28.5,2017-02-13
29.239999771118164,2017-02-14
29.190000534057617,2017-02-15
28.90999984741211,2017-02-16
29.059999465942383,2017-02-17
28.8799991607666,2017-02-21
28.399999618530273,2017-02-22
28.229999542236328,2017-02-23
28.350000381469727,2017-02-24
29.110000610351562,2017-02-27
28.700000762939453,2017-02-28
29.5,2017-03-01
29.049999237060547,2017-03-02
28.93000030517578,2017-03-03
28.989999771118164,2017-03-06
29.030000686645508,2017-03-07
28.739999771118164,2017-03-08
28.5,2017-03-09
28.3799991607666,2017-03-10
28.93000030517578,2017-03-13
28.649999618530273,2017-03-14
28.959999084472656,2017-03-15
28.549999237060547,2017-03-16
28.729999542236328,2017-03-17
28.450000762939453,2017-03-20
27.969999313354492,2017-03-21
28.15999984741211,2017-03-22
27.969999313354492,2017-03-23
28.030000686645508,2017-03-24
28.450000762939453,2017-03-27
28.510000228881836,2017-03-28
28.610000610351562,2017-03-29
28.510000228881836,2017-03-30
28.31999969482422,2017-03-31
28.290000915527344,2017-04-03
27.860000610351562,2017-04-04
27.760000228881836,2017-04-05
28.190000534057617,2017-04-06
28.399999618530273,2017-04-07
28.309999465942383,2017-04-10
28.479999542236328,2017-04-11
27.969999313354492,2017-04-12
27.65999984741211,2017-04-13
28.09000015258789,2017-04-17
27.790000915527344,2017-04-18
27.899999618530273,2017-04-19
28.290000915527344,2017-04-20
28.079999923706055,2017-04-21
28.459999084472656,2017-04-24
29.0,2017-04-25
29.280000686645508,2017-04-26
29.510000228881836,2017-04-27
29.280000686645508,2017-04-28
29.5,2017-05-01
29.309999465942383,2017-05-02
29.0,2017-05-03
28.93000030517578,2017-05-04
31.75,2017-05-05
31.399999618530273,2017-05-08
31.510000228881836,2017-05-09
31.809999465942383,2017-05-10
32.0,2017-05-11
32.22999954223633,2017-05-12
33.650001525878906,2017-05-15
34.2599983215332,2017-05-16
33.52000045776367,2017-05-17
33.36000061035156,2017-05-18
33.81999969482422,2017-05-19
34.16999816894531,2017-05-22
34.68000030517578,2017-05-23
35.630001068115234,2017-05-24
35.38999938964844,2017-05-25
35.9900016784668,2017-05-26
35.5099983215332,2017-05-30
35.529998779296875,2017-05-31
36.380001068115234,2017-06-01
37.119998931884766,2017-06-02
37.25,2017-06-05
36.95000076293945,2017-06-06
36.849998474121094,2017-06-07
36.93000030517578,2017-06-08
37.29999923706055,2017-06-09
37.0099983215332,2017-06-12
36.83000183105469,2017-06-13
36.7400016784668,2017-06-14
36.970001220703125,2017-06-15
36.900001525878906,2017-06-16
37.459999084472656,2017-06-19
37.380001068115234,2017-06-20
38.02000045776367,2017-06-21
37.79999923706055,2017-06-22
37.220001220703125,2017-06-23
36.720001220703125,2017-06-26
35.77000045776367,2017-06-27
35.790000915527344,2017-06-28
35.34000015258789,2017-06-29
35.099998474121094,2017-06-30
35.650001525878906,2017-07-03
35.279998779296875,2017-07-05
35.220001220703125,2017-07-06
35.630001068115234,2017-07-07
35.810001373291016,2017-07-10
35.72999954223633,2017-07-11
36.2599983215332,2017-07-12
35.400001525878906,2017-07-13
35.81999969482422,2017-07-14
35.88999938964844,2017-07-17
35.7599983215332,2017-07-18
36.06999969482422,2017-07-19
35.849998474121094,2017-07-20
35.790000915527344,2017-07-21
36.02000045776367,2017-07-24
35.68000030517578,2017-07-25
35.38999938964844,2017-07-26
35.02000045776367,2017-07-27
34.970001220703125,2017-07-28
34.70000076293945,2017-07-31
34.79999923706055,2017-08-01
34.47999954223633,2017-08-02
34.279998779296875,2017-08-03
34.25,2017-08-04
34.59000015258789,2017-08-07
34.630001068115234,2017-08-08
34.47999954223633,2017-08-09
33.75,2017-08-10
34.150001525878906,2017-08-11
34.75,2017-08-14
35.310001373291016,2017-08-15
35.29999923706055,2017-08-16
34.189998626708984,2017-08-17
34.54999923706055,2017-08-18
34.77000045776367,2017-08-21
35.68000030517578,2017-08-22
34.90999984741211,2017-08-23
35.209999084472656,2017-08-24
35.20000076293945,2017-08-25
35.36000061035156,2017-08-28
40.27000045776367,2017-08-29
39.369998931884766,2017-08-30
41.290000915527344,2017-08-31
40.65999984741211,2017-09-01
41.369998931884766,2017-09-05
41.66999816894531,2017-09-06
41.349998474121094,2017-09-07
40.349998474121094,2017-09-08
40.790000915527344,2017-09-11
40.790000915527344,2017-09-12
40.59000015258789,2017-09-13
40.2400016784668,2017-09-14
39.4900016784668,2017-09-15
39.900001525878906,2017-09-18
38.720001220703125,2017-09-19
39.189998626708984,2017-09-20
40.2400016784668,2017-09-21
40.7599983215332,2017-09-22
40.790000915527344,2017-09-25
39.209999084472656,2017-09-26
40.27000045776367,2017-09-27
39.5,2017-09-28
39.91999816894531,2017-09-29
41.290000915527344,2017-10-02
41.810001373291016,2017-10-03
42.22999954223633,2017-10-04
41.939998626708984,2017-10-05
42.290000915527344,2017-10-06
41.47999954223633,2017-10-09
42.209999084472656,2017-10-10
42.75,2017-10-11
42.2599983215332,2017-10-12
41.5,2017-10-13
41.97999954223633,2017-10-16
41.54999923706055,2017-10-17
42.15999984741211,2017-10-18
42.66999816894531,2017-10-19
42.959999084472656,2017-10-20
42.7400016784668,2017-10-23
42.939998626708984,2017-10-24
42.95000076293945,2017-10-25
42.58000183105469,2017-10-26
43.02000045776367,2017-10-27
41.93000030517578,2017-10-30
42.59000015258789,2017-10-31
42.0,2017-11-01
41.59000015258789,2017-11-02
42.70000076293945,2017-11-03
40.029998779296875,2017-11-06
40.130001068115234,2017-11-07
39.939998626708984,2017-11-08
38.119998931884766,2017-11-09
38.0,2017-11-10
38.0,2017-11-13
37.27000045776367,2017-11-14
37.369998931884766,2017-11-15
38.5099983215332,2017-11-16
38.20000076293945,2017-11-17
38.5,2017-11-20
38.90999984741211,2017-11-21
38.91999816894531,2017-11-22
39.4900016784668,2017-11-24
39.36000061035156,2017-11-27
40.40999984741211,2017-11-28
39.40999984741211,2017-11-29
39.790000915527344,2017-11-30
38.79999923706055,2017-12-01
37.880001068115234,2017-12-04
38.04999923706055,2017-12-05
39.22999954223633,2017-12-06
39.34000015258789,2017-12-07
39.720001220703125,2017-12-08
39.7400016784668,2017-12-11
39.540000915527344,2017-12-12
40.02000045776367,2017-12-13
40.060001373291016,2017-12-14
41.119998931884766,2017-12-15
41.22999954223633,2017-12-18
41.95000076293945,2017-12-19
41.939998626708984,2017-12-20
41.68000030517578,2017-12-21
41.459999084472656,2017-12-22
41.5099983215332,2017-12-26
41.5099983215332,2017-12-27
41.40999984741211,2017-12-28
41.08000183105469,2017-12-29
42.040000915527344,2018-01-02
42.349998474121094,2018-01-03
41.779998779296875,2018-01-04
41.65999984741211,2018-01-05
41.5,2018-01-08
42.029998779296875,2018-01-09
42.459999084472656,2018-01-10
42.400001525878906,2018-01-11
43.0,2018-01-12
42.63999938964844,2018-01-16
43.04999923706055,2018-01-17
42.41999816894531,2018-01-18
42.939998626708984,2018-01-19
43.70000076293945,2018-01-22
44.7599983215332,2018-01-23
46.150001525878906,2018-01-24
47.13999938964844,2018-01-25
47.36000061035156,2018-01-26
47.38999938964844,2018-01-29
47.15999984741211,2018-01-30
46.540000915527344,2018-01-31
47.060001373291016,2018-02-01
46.599998474121094,2018-02-02
43.5,2018-02-05
41.7599983215332,2018-02-06
41.22999954223633,2018-02-07
40.58000183105469,2018-02-08
40.470001220703125,2018-02-09
40.619998931884766,2018-02-12
40.810001373291016,2018-02-13
41.58000183105469,2018-02-14
42.869998931884766,2018-02-15
43.369998931884766,2018-02-16
42.47999954223633,2018-02-20
42.810001373291016,2018-02-21
42.41999816894531,2018-02-22
42.84000015258789,2018-02-23
42.91999816894531,2018-02-26
42.66999816894531,2018-02-27
41.75,2018-02-28
40.63999938964844,2018-03-01
40.7599983215332,2018-03-02
40.560001373291016,2018-03-05
41.38999938964844,2018-03-06
40.95000076293945,2018-03-07
42.04999923706055,2018-03-08
42.93000030517578,2018-03-09
43.4900016784668,2018-03-12
42.47999954223633,2018-03-13
42.560001373291016,2018-03-14
42.189998626708984,2018-03-15
41.630001068115234,2018-03-16
40.79999923706055,2018-03-19
40.52000045776367,2018-03-20
41.560001373291016,2018-03-21
40.650001525878906,2018-03-22
39.400001525878906,2018-03-23
40.5099983215332,2018-03-26
39.689998626708984,2018-03-27
40.529998779296875,2018-03-28
41.060001373291016,2018-03-29
39.2599983215332,2018-04-02
39.5099983215332,2018-04-03
39.7400016784668,2018-04-04
39.7400016784668,2018-04-05
39.0,2018-04-06
39.5,2018-04-09
40.2599983215332,2018-04-10
40.0,2018-04-11
40.5099983215332,2018-04-12
40.22999954223633,2018-04-13
41.06999969482422,2018-04-16
41.88999938964844,2018-04-17
42.31999969482422,2018-04-18
41.88999938964844,2018-04-19
41.880001068115234,2018-04-20
42.18000030517578,2018-04-23
41.25,2018-04-24
41.400001525878906,2018-04-25
41.31999969482422,2018-04-26
41.86000061035156,2018-04-27
41.11000061035156,2018-04-30
41.400001525878906,2018-05-01
40.779998779296875,2018-05-02
