CEG,Date
92.55462646484375,2023-06-14
92.81283569335938,2023-06-15
92.24678039550781,2023-06-16
91.35301208496094,2023-06-20
89.87332916259766,2023-06-21
88.63198852539062,2023-06-22
89.73430633544922,2023-06-23
90.00243377685547,2023-06-26
90.22090911865234,2023-06-27
89.92298889160156,2023-06-28
90.24076843261719,2023-06-29
90.91606903076172,2023-06-30
90.96571350097656,2023-07-03
91.5019760131836,2023-07-05
90.369873046875,2023-07-06
90.69759368896484,2023-07-07
92.95186614990234,2023-07-10
93.70661163330078,2023-07-11
95.39483642578125,2023-07-12
94.61029815673828,2023-07-13
94.34217071533203,2023-07-14
95.51399993896484,2023-07-17
94.70960998535156,2023-07-18
94.07405090332031,2023-07-19
96.21908569335938,2023-07-20
95.93109130859375,2023-07-21
95.8814468383789,2023-07-24
96.84471130371094,2023-07-25
96.66596221923828,2023-07-26
94.75926208496094,2023-07-27
95.0770492553711,2023-07-28
95.98075103759766,2023-07-31
95.63317108154297,2023-08-01
94.88836669921875,2023-08-02
100.43965148925781,2023-08-03
103.22026824951172,2023-08-04
103.03158569335938,2023-08-07
104.08424377441406,2023-08-08
104.38216400146484,2023-08-09
104.98794555664062,2023-08-10
106.10514831542969,2023-08-11
106.54327392578125,2023-08-14
105.78651428222656,2023-08-15
104.6513900756836,2023-08-16
104.37257385253906,2023-08-17
104.32279205322266,2023-08-18
105.65706634521484,2023-08-21
105.80643463134766,2023-08-22
107.97713470458984,2023-08-23
106.46361541748047,2023-08-24
105.41809844970703,2023-08-25
104.92023468017578,2023-08-28
105.08950805664062,2023-08-29
105.28865051269531,2023-08-30
103.71540069580078,2023-08-31
106.83203887939453,2023-09-01
105.59733581542969,2023-09-05
106.184814453125,2023-09-06
108.07669830322266,2023-09-07
108.17627716064453,2023-09-08
109.51055908203125,2023-09-11
108.03687286376953,2023-09-12
108.80358123779297,2023-09-13
111.97996520996094,2023-09-14
109.46076965332031,2023-09-15
110.2673110961914,2023-09-18
110.06816101074219,2023-09-19
109.65990447998047,2023-09-20
109.4707260131836,2023-09-21
109.88893127441406,2023-09-22
111.73103332519531,2023-09-25
108.02690887451172,2023-09-26
110.27726745605469,2023-09-27
108.8533706665039,2023-09-28
108.6144027709961,2023-09-29
104.28296661376953,2023-10-02
104.44227600097656,2023-10-03
105.70686340332031,2023-10-04
107.41951751708984,2023-10-05
109.69973754882812,2023-10-06
110.90457916259766,2023-10-09
112.51766204833984,2023-10-10
114.57882690429688,2023-10-11
115.22605895996094,2023-10-12
113.20471954345703,2023-10-13
116.33131408691406,2023-10-16
116.64994812011719,2023-10-17
115.5745620727539,2023-10-18
113.80215454101562,2023-10-19
111.62150573730469,2023-10-20
111.6314697265625,2023-10-23
113.78224182128906,2023-10-24
111.55180358886719,2023-10-25
112.23886108398438,2023-10-26
110.30714416503906,2023-10-27
112.54753875732422,2023-10-30
112.43800354003906,2023-10-31
114.3597640991211,2023-11-01
116.68978118896484,2023-11-02
116.5702896118164,2023-11-03
124.19760131835938,2023-11-06
119.35833740234375,2023-11-07
120.6627426147461,2023-11-08
120.1150894165039,2023-11-09
121.25022888183594,2023-11-10
121.20044708251953,2023-11-13
125.97994995117188,2023-11-14
121.46929168701172,2023-11-15
121.43135833740234,2023-11-16
121.45132446289062,2023-11-17
122.0401611328125,2023-11-20
122.26971435546875,2023-11-21
123.00826263427734,2023-11-22
123.6170654296875,2023-11-24
124.8546371459961,2023-11-27
124.2059097290039,2023-11-28
120.343505859375,2023-11-29
120.80259704589844,2023-11-30
119.64486694335938,2023-12-01
118.68675231933594,2023-12-04
118.07794952392578,2023-12-05
112.40908813476562,2023-12-06
110.3132095336914,2023-12-07
110.99187469482422,2023-12-08
115.92218780517578,2023-12-11
114.26544189453125,2023-12-12
116.2016372680664,2023-12-13
115.3732681274414,2023-12-14
118.51708984375,2023-12-15
119.12589263916016,2023-12-18
120.57304382324219,2023-12-19
116.78050231933594,2023-12-20
118.07794952392578,2023-12-21
115.10379791259766,2023-12-22
117.33940124511719,2023-12-26
117.189697265625,2023-12-27
116.88031005859375,2023-12-28
116.66073608398438,2023-12-29
115.02395629882812,2024-01-02
115.62277221679688,2024-01-03
115.13373565673828,2024-01-04
116.01200866699219,2024-01-05
116.80046081542969,2024-01-08
116.26152038574219,2024-01-09
115.62277221679688,2024-01-10
112.68854522705078,2024-01-11
112.68854522705078,2024-01-12
111.5906982421875,2024-01-16
111.70048522949219,2024-01-17
111.19149017333984,2024-01-18
114.22551727294922,2024-01-19
116.98011016845703,2024-01-22
118.45720672607422,2024-01-23
115.44313049316406,2024-01-24
120.31356048583984,2024-01-25
121.03214263916016,2024-01-26
120.77265930175781,2024-01-29
121.64094543457031,2024-01-30
121.76071166992188,2024-01-31
127.37966918945312,2024-02-01
129.45559692382812,2024-02-02
126.78084564208984,2024-02-05
130.75303649902344,2024-02-06
132.24012756347656,2024-02-07
130.46360778808594,2024-02-08
131.9107666015625,2024-02-09
128.2579345703125,2024-02-12
127.65912628173828,2024-02-13
128.41763305664062,2024-02-14
131.24208068847656,2024-02-15
130.9027557373047,2024-02-16
131.54150390625,2024-02-20
131.14227294921875,2024-02-21
133.1283721923828,2024-02-22
133.72720336914062,2024-02-23
132.95870971679688,2024-02-26
155.45449829101562,2024-02-27
170.4949493408203,2024-02-28
168.11961364746094,2024-02-29
169.65660095214844,2024-03-01
175.6448211669922,2024-03-04
176.4232940673828,2024-03-05
179.6269989013672,2024-03-06
179.5800018310547,2024-03-07
170.57000732421875,2024-03-08
167.91000366210938,2024-03-11
168.3699951171875,2024-03-12
167.86000061035156,2024-03-13
164.63999938964844,2024-03-14
165.52000427246094,2024-03-15
168.83999633789062,2024-03-18
172.41000366210938,2024-03-19
175.7100067138672,2024-03-20
174.1300048828125,2024-03-21
178.24000549316406,2024-03-22
187.25999450683594,2024-03-25
185.41000366210938,2024-03-26
184.88999938964844,2024-03-27
184.85000610351562,2024-03-28
185.97999572753906,2024-04-01
188.1300048828125,2024-04-02
190.25999450683594,2024-04-03
183.11000061035156,2024-04-04
193.0800018310547,2024-04-05
191.97999572753906,2024-04-08
188.10000610351562,2024-04-09
