AZN,Date
1.6468559503555298,1993-08-11
1.639664888381958,1993-08-12
1.6756223440170288,1993-08-13
1.6756223440170288,1993-08-16
1.71877121925354,1993-08-17
1.7978782653808594,1993-08-18
1.8122611045837402,1993-08-19
1.8194522857666016,1993-08-20
1.8050689697265625,1993-08-23
1.7978782653808594,1993-08-24
1.8050689697265625,1993-08-25
1.8482187986373901,1993-08-26
1.8338353633880615,1993-08-27
1.8266440629959106,1993-08-30
1.8338353633880615,1993-08-31
1.8554104566574097,1993-09-01
1.956091046333313,1993-09-02
1.9776653051376343,1993-09-03
1.9992406368255615,1993-09-07
1.956091046333313,1993-09-08
1.956091046333313,1993-09-09
1.9345165491104126,1993-09-10
1.8913671970367432,1993-09-13
1.963283658027649,1993-09-14
1.9345165491104126,1993-09-15
1.927324652671814,1993-09-16
1.9417082071304321,1993-09-17
1.8841758966445923,1993-09-20
1.8554104566574097,1993-09-21
1.9345165491104126,1993-09-22
1.8913671970367432,1993-09-23
1.8959943056106567,1993-09-24
1.8959943056106567,1993-09-27
1.8959943056106567,1993-09-28
1.8959943056106567,1993-09-29
1.8886741399765015,1993-09-30
1.9179552793502808,1993-10-01
1.9325964450836182,1993-10-04
1.9472376108169556,1993-10-05
1.9838389158248901,1993-10-06
1.9984809160232544,1993-10-07
2.0277621746063232,1993-10-08
2.020442247390747,1993-10-11
2.0350828170776367,1993-10-12
2.013120651245117,1993-10-13
1.9838389158248901,1993-10-14
1.9911595582962036,1993-10-15
1.9765188694000244,1993-10-18
2.020442247390747,1993-10-19
2.049722909927368,1993-10-20
2.020442247390747,1993-10-21
2.0424017906188965,1993-10-22
2.064364433288574,1993-10-25
2.0350828170776367,1993-10-26
2.005800485610962,1993-10-27
2.020442247390747,1993-10-28
1.9984809160232544,1993-10-29
1.96919846534729,1993-11-01
1.9545578956604004,1993-11-02
1.9765188694000244,1993-11-03
1.96919846534729,1993-11-04
1.9838389158248901,1993-11-05
1.9765188694000244,1993-11-08
1.9399157762527466,1993-11-09
1.9106353521347046,1993-11-10
1.9325964450836182,1993-11-11
1.9545578956604004,1993-11-12
1.9911595582962036,1993-11-15
2.0350828170776367,1993-11-16
2.049722909927368,1993-11-17
1.9911595582962036,1993-11-18
1.9838389158248901,1993-11-19
1.9765188694000244,1993-11-22
1.9838389158248901,1993-11-23
1.9399157762527466,1993-11-24
1.9325964450836182,1993-11-26
1.961877703666687,1993-11-29
1.9838389158248901,1993-11-30
2.0350828170776367,1993-12-01
2.0424017906188965,1993-12-02
2.064364433288574,1993-12-03
2.100966453552246,1993-12-06
2.079005002975464,1993-12-07
2.0716843605041504,1993-12-08
2.0277621746063232,1993-12-09
2.0424017906188965,1993-12-10
2.0424017906188965,1993-12-13
2.020442247390747,1993-12-14
2.0424017906188965,1993-12-15
2.049722909927368,1993-12-16
2.0716843605041504,1993-12-17
2.079005002975464,1993-12-20
2.0716843605041504,1993-12-21
2.100966453552246,1993-12-22
2.1375679969787598,1993-12-23
2.152210235595703,1993-12-27
2.152210235595703,1993-12-28
2.188811779022217,1993-12-29
2.1814911365509033,1993-12-30
2.1814911365509033,1993-12-31
2.166851282119751,1994-01-03
2.1814911365509033,1994-01-04
2.159529685974121,1994-01-05
2.196132183074951,1994-01-06
2.269335985183716,1994-01-07
2.269335985183716,1994-01-10
2.240053415298462,1994-01-11
2.2254135608673096,1994-01-12
2.166851282119751,1994-01-13
2.188811779022217,1994-01-14
2.174170732498169,1994-01-17
2.152210235595703,1994-01-18
2.1302490234375,1994-01-19
2.1229281425476074,1994-01-20
2.1229281425476074,1994-01-21
2.1082868576049805,1994-01-24
2.0936453342437744,1994-01-25
2.0936453342437744,1994-01-26
2.1082868576049805,1994-01-27
2.1229281425476074,1994-01-28
2.1156070232391357,1994-01-31
2.0863261222839355,1994-02-01
2.079005002975464,1994-02-02
2.049722909927368,1994-02-03
2.013120651245117,1994-02-04
2.020442247390747,1994-02-07
1.9984809160232544,1994-02-08
2.005800485610962,1994-02-09
1.9545578956604004,1994-02-10
1.9545578956604004,1994-02-11
1.9984809160232544,1994-02-14
2.013120651245117,1994-02-15
2.0424017906188965,1994-02-16
2.064364433288574,1994-02-17
2.0277621746063232,1994-02-18
1.9911595582962036,1994-02-22
1.9838389158248901,1994-02-23
1.9545578956604004,1994-02-24
1.9545578956604004,1994-02-25
1.9984809160232544,1994-02-28
2.020442247390747,1994-03-01
2.005800485610962,1994-03-02
1.961877703666687,1994-03-03
1.9838389158248901,1994-03-04
1.9765188694000244,1994-03-07
1.961877703666687,1994-03-08
1.961877703666687,1994-03-09
1.9545578956604004,1994-03-10
1.961877703666687,1994-03-11
1.9911595582962036,1994-03-14
1.9911595582962036,1994-03-15
1.9984809160232544,1994-03-16
2.013120651245117,1994-03-17
2.0322697162628174,1994-03-18
2.0172157287597656,1994-03-21
2.0096893310546875,1994-03-22
1.9795807600021362,1994-03-23
2.002162218093872,1994-03-24
1.987108588218689,1994-03-25
1.9946345090866089,1994-03-28
1.9720544815063477,1994-03-29
1.934420108795166,1994-03-30
1.926892638206482,1994-03-31
1.8817315101623535,1994-04-04
1.926892638206482,1994-04-05
1.941947102546692,1994-04-06
1.934420108795166,1994-04-07
1.8967851400375366,1994-04-08
1.9193658828735352,1994-04-11
1.947591781616211,1994-04-12
1.941947102546692,1994-04-13
1.9043114185333252,1994-04-14
1.8817315101623535,1994-04-15
1.866677165031433,1994-04-18
1.866677165031433,1994-04-19
1.8365694284439087,1994-04-20
1.8365694284439087,1994-04-21
1.8365694284439087,1994-04-22
1.8440968990325928,1994-04-25
1.8591505289077759,1994-04-26
1.866677165031433,1994-04-28
1.8742042779922485,1994-04-29
1.8967851400375366,1994-05-02
1.8967851400375366,1994-05-03
1.866677165031433,1994-05-04
1.8742042779922485,1994-05-05
1.8892579078674316,1994-05-06
1.8817315101623535,1994-05-09
1.8967851400375366,1994-05-10
1.9118391275405884,1994-05-11
1.926892638206482,1994-05-12
1.9570003747940063,1994-05-13
1.941947102546692,1994-05-16
1.941947102546692,1994-05-17
1.934420108795166,1994-05-18
1.941947102546692,1994-05-19
1.941947102546692,1994-05-20
1.926892638206482,1994-05-23
1.926892638206482,1994-05-24
1.8892579078674316,1994-05-25
1.8967851400375366,1994-05-26
1.8742042779922485,1994-05-27
1.8742042779922485,1994-05-31
1.8440968990325928,1994-06-01
1.851623296737671,1994-06-02
1.8440968990325928,1994-06-03
1.8591505289077759,1994-06-06
1.8591505289077759,1994-06-07
1.8967851400375366,1994-06-08
1.9118391275405884,1994-06-09
1.9118391275405884,1994-06-10
1.9043114185333252,1994-06-13
1.9494733810424805,1994-06-14
1.987108588218689,1994-06-15
1.987108588218689,1994-06-16
1.9946345090866089,1994-06-17
1.9795807600021362,1994-06-20
1.9720544815063477,1994-06-21
1.9720544815063477,1994-06-22
1.9570003747940063,1994-06-23
1.941947102546692,1994-06-24
1.9645280838012695,1994-06-27
1.9795807600021362,1994-06-28
2.0172157287597656,1994-06-29
2.0096893310546875,1994-06-30
2.0172157287597656,1994-07-01
2.047323703765869,1994-07-05
2.047323703765869,1994-07-06
2.0397963523864746,1994-07-07
2.062377452850342,1994-07-08
2.1075382232666016,1994-07-11
2.08495831489563,1994-07-12
2.1000113487243652,1994-07-13
2.1225931644439697,1994-07-14
2.1225931644439697,1994-07-15
2.1000113487243652,1994-07-18
2.092485189437866,1994-07-19
2.06990385055542,1994-07-20
2.06990385055542,1994-07-21
2.054851770401001,1994-07-22
2.062377452850342,1994-07-25
2.054851770401001,1994-07-26
2.062377452850342,1994-07-27
2.062377452850342,1994-07-28
2.06990385055542,1994-07-29
2.06990385055542,1994-08-01
2.1225931644439697,1994-08-02
2.130120038986206,1994-08-03
2.1978611946105957,1994-08-04
2.250551223754883,1994-08-05
2.258077621459961,1994-08-08
2.26560378074646,1994-08-09
2.28065824508667,1994-08-10
2.258077621459961,1994-08-11
2.3032379150390625,1994-08-12
2.3032379150390625,1994-08-15
2.3032379150390625,1994-08-16
2.355926990509033,1994-08-17
2.3408727645874023,1994-08-18
2.3785083293914795,1994-08-19
2.3484015464782715,1994-08-22
2.333346366882324,1994-08-23
2.3785083293914795,1994-08-24
2.3785083293914795,1994-08-25
2.363454818725586,1994-08-26
2.3484015464782715,1994-08-29
2.3258209228515625,1994-08-30
2.3182930946350098,1994-08-31
2.3032379150390625,1994-09-01
2.288184642791748,1994-09-02
2.288184642791748,1994-09-06
2.295712947845459,1994-09-07
2.3258209228515625,1994-09-08
2.3408727645874023,1994-09-09
2.3709821701049805,1994-09-12
2.3860349655151367,1994-09-13
2.393562078475952,1994-09-14
2.3709821701049805,1994-09-15
2.355926990509033,1994-09-16
2.393562078475952,1994-09-19
2.4086155891418457,1994-09-20
2.4086155891418457,1994-09-21
2.3709821701049805,1994-09-22
2.3704299926757812,1994-09-23
2.2863194942474365,1994-09-26
2.309258460998535,1994-09-27
2.309258460998535,1994-09-28
2.309258460998535,1994-09-29
2.3398449420928955,1994-09-30
2.3321988582611084,1994-10-03
2.3321988582611084,1994-10-04
2.3169047832489014,1994-10-05
2.3321988582611084,1994-10-06
2.3627848625183105,1994-10-07
2.355137348175049,1994-10-10
2.3321988582611084,1994-10-11
2.3474912643432617,1994-10-12
2.4010159969329834,1994-10-13
2.416308641433716,1994-10-14
2.4621899127960205,1994-10-17
2.4621899127960205,1994-10-18
2.477483034133911,1994-10-19
2.4698355197906494,1994-10-20
2.508068323135376,1994-10-21
2.485128164291382,1994-10-24
2.508068323135376,1994-10-25
2.500422716140747,1994-10-26
2.523362159729004,1994-10-27
2.531008005142212,1994-10-28
2.576887369155884,1994-10-31
2.5692412853240967,1994-11-01
2.5692412853240967,1994-11-02
2.5615949630737305,1994-11-03
2.531008005142212,1994-11-04
2.523362159729004,1994-11-07
2.5539474487304688,1994-11-08
2.538654327392578,1994-11-09
2.5615949630737305,1994-11-10
2.531008005142212,1994-11-11
2.508068323135376,1994-11-14
2.500422716140747,1994-11-15
2.477483034133911,1994-11-16
2.4621899127960205,1994-11-17
2.4621899127960205,1994-11-18
2.4392502307891846,1994-11-21
2.4392502307891846,1994-11-22
2.408663749694824,1994-11-23
2.423956871032715,1994-11-25
2.416308641433716,1994-11-28
2.4316041469573975,1994-11-29
2.416308641433716,1994-11-30
2.3933703899383545,1994-12-01
2.3704299926757812,1994-12-02
2.3704299926757812,1994-12-05
2.378077507019043,1994-12-06
2.3857240676879883,1994-12-07
2.416308641433716,1994-12-08
2.416308641433716,1994-12-09
2.4010159969329834,1994-12-12
2.3933703899383545,1994-12-13
2.4316041469573975,1994-12-14
2.4392502307891846,1994-12-15
2.485128164291382,1994-12-16
2.508068323135376,1994-12-19
2.538654327392578,1994-12-20
2.5463011264801025,1994-12-21
2.5157155990600586,1994-12-22
2.508068323135376,1994-12-23
2.4927761554718018,1994-12-27
2.4927761554718018,1994-12-28
2.500422716140747,1994-12-29
2.5157155990600586,1994-12-30
2.508068323135376,1995-01-03
2.485128164291382,1995-01-04
2.4621899127960205,1995-01-05
2.4621899127960205,1995-01-06
2.508068323135376,1995-01-09
2.508068323135376,1995-01-10
2.5157155990600586,1995-01-11
2.531008005142212,1995-01-12
2.5463011264801025,1995-01-13
2.5539474487304688,1995-01-16
2.538654327392578,1995-01-17
2.5615949630737305,1995-01-18
2.5845344066619873,1995-01-19
2.5998268127441406,1995-01-20
2.6609997749328613,1995-01-23
2.5845344066619873,1995-01-24
2.5692412853240967,1995-01-25
2.5692412853240967,1995-01-26
2.5615949630737305,1995-01-27
2.5615949630737305,1995-01-30
2.5615949630737305,1995-01-31
2.5615949630737305,1995-02-01
2.5998268127441406,1995-02-02
2.576887369155884,1995-02-03
2.538654327392578,1995-02-06
2.531008005142212,1995-02-07
2.5463011264801025,1995-02-08
2.538654327392578,1995-02-09
2.5692412853240967,1995-02-10
2.538654327392578,1995-02-13
2.5921804904937744,1995-02-14
2.6074745655059814,1995-02-15
2.5845344066619873,1995-02-16
2.5845344066619873,1995-02-17
2.5692412853240967,1995-02-21
2.538654327392578,1995-02-22
2.5615949630737305,1995-02-23
2.5845344066619873,1995-02-24
2.531008005142212,1995-02-27
2.531008005142212,1995-02-28
2.5615949630737305,1995-03-01
2.5692412853240967,1995-03-02
2.5998268127441406,1995-03-03
2.5692412853240967,1995-03-06
2.5615949630737305,1995-03-07
2.5998268127441406,1995-03-08
2.5998268127441406,1995-03-09
2.538654327392578,1995-03-10
2.523362159729004,1995-03-13
2.538654327392578,1995-03-14
2.576887369155884,1995-03-15
2.6074745655059814,1995-03-16
2.6227667331695557,1995-03-17
2.6227667331695557,1995-03-20
2.653352975845337,1995-03-21
2.6609997749328613,1995-03-22
2.6609997749328613,1995-03-23
2.6720962524414062,1995-03-24
2.6720962524414062,1995-03-27
2.6642587184906006,1995-03-28
2.6642587184906006,1995-03-29
2.648587703704834,1995-03-30
2.6564230918884277,1995-03-31
2.6720962524414062,1995-04-03
2.6720962524414062,1995-04-04
2.703439950942993,1995-04-05
2.719111680984497,1995-04-06
2.7504570484161377,1995-04-07
2.719111680984497,1995-04-10
2.687767267227173,1995-04-11
2.6642587184906006,1995-04-12
2.6720962524414062,1995-04-13
2.703439950942993,1995-04-17
2.703439950942993,1995-04-18
2.703439950942993,1995-04-19
2.711275339126587,1995-04-20
2.7661287784576416,1995-04-21
2.7504570484161377,1995-04-24
2.8053081035614014,1995-04-25
2.7504570484161377,1995-04-26
2.7504570484161377,1995-04-27
2.734783887863159,1995-04-28
2.7504570484161377,1995-05-01
2.7504570484161377,1995-05-02
2.7661287784576416,1995-05-03
2.7818000316619873,1995-05-04
2.7739648818969727,1995-05-05
2.7661287784576416,1995-05-08
2.7504570484161377,1995-05-09
2.7582924365997314,1995-05-10
2.726947784423828,1995-05-11
2.695603132247925,1995-05-12
2.6642587184906006,1995-05-15
2.648587703704834,1995-05-16
2.6564230918884277,1995-05-17
2.679931879043579,1995-05-18
2.7426207065582275,1995-05-19
2.7739648818969727,1995-05-22
2.7661287784576416,1995-05-23
2.7818000316619873,1995-05-24
2.8053081035614014,1995-05-25
2.797471761703491,1995-05-26
2.813145160675049,1995-05-30
2.8209807872772217,1995-05-31
2.8444883823394775,1995-06-01
2.883669376373291,1995-06-02
3.0090460777282715,1995-06-05
2.985537528991699,1995-06-06
2.969865560531616,1995-06-07
3.173603057861328,1995-06-08
3.110914945602417,1995-06-09
3.118750810623169,1995-06-12
3.173603057861328,1995-06-13
3.244128465652466,1995-06-14
3.2519643306732178,1995-06-15
3.3695056438446045,1995-06-16
3.2676360607147217,1995-06-19
3.212783098220825,1995-06-20
3.228455066680908,1995-06-21
3.2754714488983154,1995-06-22
3.244128465652466,1995-06-23
3.157931327819824,1995-06-26
3.118750810623169,1995-06-27
3.0952420234680176,1995-06-28
3.173603057861328,1995-06-29
3.212783098220825,1995-06-30
3.2049474716186523,1995-07-03
3.18143892288208,1995-07-05
3.165767192840576,1995-07-06
3.197110891342163,1995-07-07
3.2049474716186523,1995-07-10
3.3068161010742188,1995-07-11
3.400848627090454,1995-07-12
3.3851776123046875,1995-07-13
3.4635369777679443,1995-07-14
3.526226043701172,1995-07-17
3.353832483291626,1995-07-18
3.2676360607147217,1995-07-19
3.2989797592163086,1995-07-20
3.2989797592163086,1995-07-21
3.345996379852295,1995-07-24
3.377340316772461,1995-07-25
3.3695056438446045,1995-07-26
3.408684253692627,1995-07-27
3.400848627090454,1995-07-28
3.345996379852295,1995-07-31
3.3616676330566406,1995-08-01
3.3695056438446045,1995-08-02
3.2989797592163086,1995-08-03
3.2676360607147217,1995-08-04
3.2676360607147217,1995-08-07
3.2833077907562256,1995-08-08
3.3224878311157227,1995-08-09
3.330324172973633,1995-08-10
3.330324172973633,1995-08-11
3.3616676330566406,1995-08-14
3.291144609451294,1995-08-15
3.2676360607147217,1995-08-16
3.2049474716186523,1995-08-17
3.197110891342163,1995-08-18
3.2676360607147217,1995-08-21
3.291144609451294,1995-08-22
3.3224878311157227,1995-08-23
3.3616676330566406,1995-08-24
3.2754714488983154,1995-08-25
3.2833077907562256,1995-08-28
3.244128465652466,1995-08-29
3.244128465652466,1995-08-30
3.244128465652466,1995-08-31
3.2989797592163086,1995-09-01
3.353832483291626,1995-09-05
3.3224878311157227,1995-09-06
3.3068161010742188,1995-09-07
3.3068161010742188,1995-09-08
3.3224878311157227,1995-09-11
3.3068161010742188,1995-09-12
3.2833077907562256,1995-09-13
3.2597999572753906,1995-09-14
3.2833077907562256,1995-09-15
3.23629093170166,1995-09-18
3.2676360607147217,1995-09-19
3.2676360607147217,1995-09-20
3.3616676330566406,1995-09-21
3.3645880222320557,1995-09-22
3.3566529750823975,1995-09-25
3.3249118328094482,1995-09-26
3.3487184047698975,1995-09-27
3.3963308334350586,1995-09-28
3.459813356399536,1995-09-29
3.570908546447754,1995-10-02
3.531231164932251,1995-10-03
3.5074243545532227,1995-10-04
3.5153605937957764,1995-10-05
3.5153605937957764,1995-10-06
3.5391666889190674,1995-10-09
3.5074243545532227,1995-10-10
3.5153605937957764,1995-10-11
3.4756836891174316,1995-10-12
3.5629723072052,1995-10-13
3.5550360679626465,1995-10-16
3.5629723072052,1995-10-17
3.5550360679626465,1995-10-18
3.5153605937957764,1995-10-19
3.5232961177825928,1995-10-20
3.618518829345703,1995-10-23
3.5947141647338867,1995-10-24
3.5550360679626465,1995-10-25
3.531231164932251,1995-10-26
3.5232961177825928,1995-10-27
3.5550360679626465,1995-10-30
3.578843355178833,1995-10-31
3.531231164932251,1995-11-01
3.531231164932251,1995-11-02
3.5629723072052,1995-11-03
3.6264545917510986,1995-11-06
3.6026480197906494,1995-11-07
3.6026480197906494,1995-11-08
3.6740660667419434,1995-11-09
3.697873830795288,1995-11-10
3.6661312580108643,1995-11-13
3.7137463092803955,1995-11-14
3.8565807342529297,1995-11-15
3.912128210067749,1995-11-16
3.840709924697876,1995-11-17
3.848644495010376,1995-11-20
3.840709924697876,1995-11-21
3.8565807342529297,1995-11-22
3.848644495010376,1995-11-24
3.7772276401519775,1995-11-27
3.808969259262085,1995-11-28
3.824838638305664,1995-11-29
3.880387306213379,1995-11-30
3.872451066970825,1995-12-01
3.864516496658325,1995-12-04
3.912128210067749,1995-12-05
3.9359333515167236,1995-12-06
3.8565807342529297,1995-12-07
3.785162925720215,1995-12-08
3.785162925720215,1995-12-11
3.697873830795288,1995-12-12
3.6820032596588135,1995-12-13
3.6899375915527344,1995-12-14
3.7216804027557373,1995-12-15
3.6264545917510986,1995-12-18
3.5947141647338867,1995-12-19
3.531231164932251,1995-12-20
3.570908546447754,1995-12-21
3.570908546447754,1995-12-22
3.6105852127075195,1995-12-26
3.6423261165618896,1995-12-27
3.6264545917510986,1995-12-28
3.7058095932006836,1995-12-29
3.7613565921783447,1996-01-02
3.7692904472351074,1996-01-03
3.753420829772949,1996-01-04
3.737550973892212,1996-01-05
3.7137463092803955,1996-01-08
3.6581966876983643,1996-01-09
3.6423261165618896,1996-01-10
3.6343905925750732,1996-01-11
3.6581966876983643,1996-01-12
3.650261402130127,1996-01-15
3.8010330200195312,1996-01-16
3.7137463092803955,1996-01-17
3.7613565921783447,1996-01-18
3.6899375915527344,1996-01-19
3.7454848289489746,1996-01-22
3.7216804027557373,1996-01-23
3.650261402130127,1996-01-24
3.650261402130127,1996-01-25
3.6264545917510986,1996-01-26
3.6423261165618896,1996-01-29
3.6423261165618896,1996-01-30
3.7058095932006836,1996-01-31
3.6820032596588135,1996-02-01
3.6264545917510986,1996-02-02
3.6661312580108643,1996-02-05
3.6661312580108643,1996-02-06
3.6581966876983643,1996-02-07
3.6661312580108643,1996-02-08
3.618518829345703,1996-02-09
3.6423261165618896,1996-02-12
3.6661312580108643,1996-02-13
3.6661312580108643,1996-02-14
3.6661312580108643,1996-02-15
3.6740660667419434,1996-02-16
3.650261402130127,1996-02-20
3.6581966876983643,1996-02-21
3.729614734649658,1996-02-22
3.7216804027557373,1996-02-23
3.6740660667419434,1996-02-26
3.6820032596588135,1996-02-27
3.6740660667419434,1996-02-28
3.650261402130127,1996-02-29
3.6820032596588135,1996-03-01
3.7692904472351074,1996-03-04
3.8010330200195312,1996-03-05
3.737550973892212,1996-03-06
4.015287399291992,1996-03-07
3.9359333515167236,1996-03-08
3.9676754474639893,1996-03-11
3.904191732406616,1996-03-12
3.912128210067749,1996-03-13
4.062899112701416,1996-03-14
4.023223400115967,1996-03-15
4.086706161499023,1996-03-18
4.062899112701416,1996-03-19
4.023223400115967,1996-03-20
4.047028541564941,1996-03-21
4.0155487060546875,1996-03-22
3.983421802520752,1996-03-25
3.9673609733581543,1996-03-26
3.9191744327545166,1996-03-27
3.951298952102661,1996-03-28
4.0958571434021,1996-03-29
4.144045352935791,1996-04-01
4.168137073516846,1996-04-02
4.103888511657715,1996-04-03
4.176168918609619,1996-04-04
4.127981185913086,1996-04-08
4.144045352935791,1996-04-09
4.0958571434021,1996-04-10
4.023578643798828,1996-04-11
3.983421802520752,1996-04-12
3.983421802520752,1996-04-15
3.9914534091949463,1996-04-16
3.9673609733581543,1996-04-17
3.9753916263580322,1996-04-18
4.023578643798828,1996-04-19
3.9673609733581543,1996-04-22
4.0797953605651855,1996-04-23
4.031608581542969,1996-04-24
4.031608581542969,1996-04-25
4.0797953605651855,1996-04-26
4.0637335777282715,1996-04-29
4.031608581542969,1996-04-30
3.983421802520752,1996-05-01
3.951298952102661,1996-05-02
3.959329128265381,1996-05-03
3.959329128265381,1996-05-06
3.9673609733581543,1996-05-07
4.023578643798828,1996-05-08
3.999483585357666,1996-05-09
4.007516384124756,1996-05-10
4.0155487060546875,1996-05-13
4.0396409034729,1996-05-14
4.055703163146973,1996-05-15
4.047669410705566,1996-05-16
4.055703163146973,1996-05-17
4.055703163146973,1996-05-20
4.0637335777282715,1996-05-21
4.071765422821045,1996-05-22
4.0797953605651855,1996-05-23
4.071765422821045,1996-05-24
4.0797953605651855,1996-05-28
4.087827682495117,1996-05-29
4.144045352935791,1996-05-30
4.1199517250061035,1996-05-31
4.1199517250061035,1996-06-03
4.111919403076172,1996-06-04
4.0958571434021,1996-06-05
4.144045352935791,1996-06-06
4.144045352935791,1996-06-07
4.103888511657715,1996-06-10
4.152076244354248,1996-06-11
4.1601080894470215,1996-06-12
4.184201717376709,1996-06-13
4.144045352935791,1996-06-14
4.136013031005859,1996-06-17
4.136013031005859,1996-06-18
4.127981185913086,1996-06-19
4.152076244354248,1996-06-20
4.136013031005859,1996-06-21
4.136013031005859,1996-06-24
4.136013031005859,1996-06-25
4.176168918609619,1996-06-26
4.288604259490967,1996-06-27
4.3207292556762695,1996-06-28
4.336790084838867,1996-07-01
4.3207292556762695,1996-07-02
4.3207292556762695,1996-07-03
4.425134181976318,1996-07-05
4.3849778175354,1996-07-08
4.360884666442871,1996-07-09
4.360884666442871,1996-07-10
4.328760623931885,1996-07-11
4.3207292556762695,1996-07-12
4.248447895050049,1996-07-15
4.192232131958008,1996-07-16
4.192232131958008,1996-07-17
4.176168918609619,1996-07-18
4.184201717376709,1996-07-19
4.1601080894470215,1996-07-22
4.168137073516846,1996-07-23
4.144045352935791,1996-07-24
4.176168918609619,1996-07-25
4.176168918609619,1996-07-26
4.1601080894470215,1996-07-29
4.152076244354248,1996-07-30
4.1601080894470215,1996-07-31
4.288604259490967,1996-08-01
4.29663610458374,1996-08-02
4.288604259490967,1996-08-05
4.272541522979736,1996-08-06
4.256480693817139,1996-08-07
4.256480693817139,1996-08-08
4.280573844909668,1996-08-09
4.336790084838867,1996-08-12
4.352851390838623,1996-08-13
4.393008232116699,1996-08-14
4.449227333068848,1996-08-15
4.449227333068848,1996-08-16
4.433165073394775,1996-08-19
4.4572577476501465,1996-08-20
4.5616607666015625,1996-08-21
4.569693088531494,1996-08-22
4.5215044021606445,1996-08-23
4.5054426193237305,1996-08-26
4.529536724090576,1996-08-27
4.593786239624023,1996-08-28
4.625909805297852,1996-08-29
4.633941650390625,1996-08-30
4.682126522064209,1996-09-03
4.6580352783203125,1996-09-04
4.738345623016357,1996-09-05
4.762440204620361,1996-09-06
4.690158843994141,1996-09-09
4.593786239624023,1996-09-10
4.58575439453125,1996-09-11
4.625909805297852,1996-09-12
4.666064739227295,1996-09-13
4.690158843994141,1996-09-16
4.690158843994141,1996-09-17
4.698190212249756,1996-09-18
4.8186564445495605,1996-09-19
4.776293754577637,1996-09-20
4.743858814239502,1996-09-23
4.711421012878418,1996-09-24
4.73574686050415,1996-09-25
4.7519683837890625,1996-09-26
4.7519683837890625,1996-09-27
4.816840648651123,1996-09-30
4.914149284362793,1996-10-01
4.979022026062012,1996-10-02
4.970912933349609,1996-10-03
5.084442615509033,1996-10-04
5.043896675109863,1996-10-07
5.019569396972656,1996-10-08
4.930368423461914,1996-10-09
4.930368423461914,1996-10-10
5.019569396972656,1996-10-11
5.035787582397461,1996-10-14
5.108770370483398,1996-10-15
5.2141876220703125,1996-10-16
5.3277153968811035,1996-10-17
5.35204553604126,1996-10-18
5.400697708129883,1996-10-21
5.408809661865234,1996-10-22
5.384482383728027,1996-10-23
5.368264675140381,1996-10-24
5.4412455558776855,1996-10-25
5.449353218078613,1996-10-28
5.408809661865234,1996-10-29
5.35204553604126,1996-10-30
5.287173271179199,1996-10-31
5.2385149002075195,1996-11-01
5.270954132080078,1996-11-04
5.230406284332275,1996-11-05
5.279061794281006,1996-11-06
5.189860820770264,1996-11-07
5.222298622131348,1996-11-08
5.279061794281006,1996-11-11
5.279061794281006,1996-11-12
5.343936443328857,1996-11-13
5.3277153968811035,1996-11-14
5.319607734680176,1996-11-15
5.392589569091797,1996-11-18
5.546663761138916,1996-11-19
5.51422643661499,1996-11-20
5.546663761138916,1996-11-21
5.530445575714111,1996-11-22
5.546663761138916,1996-11-25
5.50611686706543,1996-11-26
5.457464218139648,1996-11-27
