Date,DISCK
2013-05-17,35.6582
2013-05-20,35.5663
2013-05-21,36.051
2013-05-22,35.852
2013-05-23,35.9133
2013-05-24,35.7449
2013-05-28,36.1939
2013-05-29,35.7194
2013-05-30,35.8776
2013-05-31,35.699
2013-06-03,35.6327
2013-06-04,35.4337
2013-06-05,34.4592
2013-06-06,34.25
2013-06-07,34.7041
2013-06-10,33.6837
2013-06-11,33.5102
2013-06-12,33.2857
2013-06-13,34.3418
2013-06-14,34.7908
2013-06-17,35.2296
2013-06-18,35.7194
2013-06-19,35.0255
2013-06-20,34.2653
2013-06-21,34.4286
2013-06-24,34.551
2013-06-25,34.3775
2013-06-26,34.6582
2013-06-27,34.9694
2013-06-28,35.5969
2013-07-01,35.8469
2013-07-02,36.3163
2013-07-03,37.1837
2013-07-05,37.4133
2013-07-08,37.7857
2013-07-09,37.602
2013-07-10,37.9745
2013-07-11,38.7296
2013-07-12,39.102
2013-07-15,38.898
2013-07-16,38.8929
2013-07-17,39.148
2013-07-18,39.4592
2013-07-19,38.8827
2013-07-22,38.9898
2013-07-23,39.4286
2013-07-24,39.2653
2013-07-25,39.5867
2013-07-26,39.4796
2013-07-29,39.2194
2013-07-30,37.5918
2013-07-31,37.0714
2013-08-01,37.9184
2013-08-02,38.1786
2013-08-05,38.3827
2013-08-06,38.301
2013-08-07,38.4796
2013-08-08,38.3367
2013-08-09,38.2806
2013-08-12,38.1837
2013-08-13,38.602
2013-08-14,38.2194
2013-08-15,37.1633
2013-08-16,37.1071
2013-08-19,37.1939
2013-08-20,37.1531
2013-08-21,36.9592
2013-08-22,37.2245
2013-08-23,37.2806
2013-08-26,37.4949
2013-08-27,36.4439
2013-08-28,36.4949
2013-08-29,36.4949
2013-08-30,36.3112
2013-09-03,36.2296
2013-09-04,36.1378
2013-09-05,36.2347
2013-09-06,36.2398
2013-09-09,36.5561
2013-09-10,36.4694
2013-09-11,36.7806
2013-09-12,36.6582
2013-09-13,36.6378
2013-09-16,37.051
2013-09-17,37.5255
2013-09-18,37.7245
2013-09-19,38.1633
2013-09-20,38.0816
2013-09-23,37.4184
2013-09-24,37.3622
2013-09-25,37.648
2013-09-26,39.3112
2013-09-27,39.6735
2013-09-30,39.8571
2013-10-01,39.3316
2013-10-02,38.898
2013-10-03,38.3929
2013-10-04,38.3418
2013-10-07,37.7602
2013-10-08,36.9847
2013-10-09,36.6786
2013-10-10,37.449
2013-10-11,37.5153
2013-10-14,37.5153
2013-10-15,37.1378
2013-10-16,37.7143
2013-10-17,38.1633
2013-10-18,38.5102
2013-10-21,38.7755
2013-10-22,39.9337
2013-10-23,39.801
2013-10-24,40.25
2013-10-25,40.5
2013-10-28,40.3622
2013-10-29,40.2398
2013-10-30,39.8776
2013-10-31,42.199
2013-11-01,41.4235
2013-11-04,40.9847
2013-11-05,41.1684
2013-11-06,40.5867
2013-11-07,40.0459
2013-11-08,40.3316
2013-11-11,40.0867
2013-11-12,39.801
2013-11-13,40.4643
2013-11-14,40.5306
2013-11-15,40.5102
2013-11-18,40.4439
2013-11-19,40.2806
2013-11-20,40.3827
2013-11-21,40.3214
2013-11-22,40.6071
2013-11-25,40.5204
2013-11-26,40.9235
2013-11-27,41.0561
2013-11-29,41.2092
2013-12-02,40.8776
2013-12-03,40.3112
2013-12-04,39.7347
2013-12-05,39.5969
2013-12-06,40.2296
2013-12-09,40.2653
2013-12-10,40.0969
2013-12-11,39.8265
2013-12-12,39.0459
2013-12-13,38.9745
2013-12-16,39.5204
2013-12-17,39.5918
2013-12-18,40.6327
2013-12-19,40.6684
2013-12-20,41.2755
2013-12-23,41.5459
2013-12-24,41.7602
2013-12-26,41.9847
2013-12-27,42.0051
2013-12-30,42.6429
2013-12-31,42.7857
2014-01-02,42.102
2014-01-03,41.898
2014-01-06,41.1888
2014-01-07,40.8061
2014-01-08,39.8673
2014-01-09,40.0204
2014-01-10,39.5663
2014-01-13,38.3724
2014-01-14,38.6327
2014-01-15,38.699
2014-01-16,38.4286
2014-01-17,38.0255
2014-01-21,37.8214
2014-01-22,37.9082
2014-01-23,37.7449
2014-01-24,37.5459
2014-01-27,36.6173
2014-01-28,36.7908
2014-01-29,37.0408
2014-01-30,37.7449
2014-01-31,37.6122
2014-02-03,36.8929
2014-02-04,37.0
2014-02-05,37.4439
2014-02-06,38.4439
2014-02-07,38.7857
2014-02-10,38.6735
2014-02-11,38.801
2014-02-12,38.8112
2014-02-13,37.1684
2014-02-14,38.1531
2014-02-18,38.0765
2014-02-19,38.4745
2014-02-20,39.0612
2014-02-21,39.4541
2014-02-24,39.3724
2014-02-25,39.0306
2014-02-26,38.8061
2014-02-27,38.9388
2014-02-28,39.352
2014-03-03,38.9949
2014-03-04,39.898
2014-03-05,40.0051
2014-03-06,40.6888
2014-03-07,40.4592
2014-03-10,40.8163
2014-03-11,40.2347
2014-03-12,40.4388
2014-03-13,39.8776
2014-03-14,39.6582
2014-03-17,39.4643
2014-03-18,39.6173
2014-03-19,39.4847
2014-03-20,39.2959
2014-03-21,39.6888
2014-03-24,39.2245
2014-03-25,39.0663
2014-03-26,38.8469
2014-03-27,38.6327
2014-03-28,39.0306
2014-03-31,39.3163
2014-04-01,39.9949
2014-04-02,40.1633
2014-04-03,40.0867
2014-04-04,39.602
2014-04-07,38.4949
2014-04-08,38.2143
2014-04-09,38.5459
2014-04-10,37.9184
2014-04-11,37.1582
2014-04-14,36.8673
2014-04-15,36.6173
2014-04-16,37.0918
2014-04-17,37.1173
2014-04-21,36.9592
2014-04-22,37.0357
2014-04-23,36.8163
2014-04-24,36.7245
2014-04-25,36.5
2014-04-28,35.7806
2014-04-29,35.6888
2014-04-30,35.7806
2014-05-01,36.0255
2014-05-02,36.0918
2014-05-05,36.4847
2014-05-06,34.8418
2014-05-07,34.1582
2014-05-08,34.7959
2014-05-09,34.1735
2014-05-12,34.5816
2014-05-13,34.3316
2014-05-14,34.25
2014-05-15,34.2857
2014-05-16,34.6378
2014-05-19,35.0357
2014-05-20,34.949
2014-05-21,36.7398
2014-05-22,37.1837
2014-05-23,38.3214
2014-05-27,38.699
2014-05-28,39.1786
2014-05-29,38.6122
2014-05-30,38.2398
2014-06-02,39.0816
2014-06-03,39.4031
2014-06-04,39.5867
2014-06-05,40.0408
2014-06-06,40.1837
2014-06-09,40.2143
2014-06-10,40.1429
2014-06-11,39.5102
2014-06-12,39.4388
2014-06-13,39.0306
2014-06-16,38.9133
2014-06-17,38.9643
2014-06-18,38.7806
2014-06-19,38.2143
2014-06-20,37.3929
2014-06-23,37.551
2014-06-24,37.5357
2014-06-25,37.4541
2014-06-26,36.7755
2014-06-27,36.8827
2014-06-30,37.0357
2014-07-01,37.9541
2014-07-02,38.3265
2014-07-03,38.6735
2014-07-07,38.4796
2014-07-08,38.4184
2014-07-09,39.3469
2014-07-10,39.3265
2014-07-11,39.7194
2014-07-14,39.2806
2014-07-15,39.4898
2014-07-16,41.8776
2014-07-17,42.5816
2014-07-18,42.8571
2014-07-21,42.4286
2014-07-22,42.0102
2014-07-23,41.5255
2014-07-24,41.4694
2014-07-25,41.5969
2014-07-28,41.7143
2014-07-29,41.5459
2014-07-30,42.1531
2014-07-31,42.9082
2014-08-01,41.7551
2014-08-04,42.4337
2014-08-05,42.25
2014-08-06,41.4388
2014-08-07,39.78
2014-08-08,40.96
2014-08-11,40.97
2014-08-12,40.73
2014-08-13,40.94
2014-08-14,40.96
2014-08-15,41.62
2014-08-18,42.36
2014-08-19,42.73
2014-08-20,43.2
2014-08-21,43.19
2014-08-22,43.06
2014-08-25,42.79
2014-08-26,43.08
2014-08-27,42.92
2014-08-28,42.91
2014-08-29,42.97
2014-09-02,43.61
2014-09-03,43.14
2014-09-04,43.03
2014-09-05,42.63
2014-09-08,42.16
2014-09-09,40.25
2014-09-10,40.32
2014-09-11,39.92
2014-09-12,38.8
2014-09-15,38.53
2014-09-16,38.97
2014-09-17,39.35
2014-09-18,39.42
2014-09-19,39.52
2014-09-22,38.57
2014-09-23,37.67
2014-09-24,37.54
2014-09-25,37.6
2014-09-26,38.19
2014-09-29,37.21
2014-09-30,37.28
2014-10-01,36.02
2014-10-02,36.05
2014-10-03,36.77
2014-10-06,36.57
2014-10-07,35.41
2014-10-08,36.01
2014-10-09,34.94
2014-10-10,34.53
2014-10-13,33.46
2014-10-14,33.83
2014-10-15,33.85
2014-10-16,33.97
2014-10-17,34.38
2014-10-20,34.16
2014-10-21,35.9
2014-10-22,34.48
2014-10-23,35.69
2014-10-24,36.19
2014-10-27,36.19
2014-10-28,37.05
2014-10-29,36.66
2014-10-30,35.95
2014-10-31,34.99
2014-11-03,35.17
2014-11-04,33.37
2014-11-05,34.49
2014-11-06,32.87
2014-11-07,32.34
2014-11-10,31.95
2014-11-11,31.54
2014-11-12,31.38
2014-11-13,32.0
2014-11-14,32.32
2014-11-17,31.47
2014-11-18,32.69
2014-11-19,32.49
2014-11-20,33.47
2014-11-21,33.18
2014-11-24,33.8
2014-11-25,33.92
2014-11-26,33.86
2014-11-28,34.01
2014-12-01,33.98
2014-12-02,34.31
2014-12-03,34.69
2014-12-04,33.94
2014-12-05,33.31
2014-12-08,33.23
2014-12-09,33.96
2014-12-10,33.15
2014-12-11,33.19
2014-12-12,32.54
2014-12-15,31.95
2014-12-16,32.29
2014-12-17,33.52
2014-12-18,34.57
2014-12-19,34.54
2014-12-22,34.0
2014-12-23,34.2
2014-12-24,33.99
2014-12-26,33.81
2014-12-29,34.46
2014-12-30,34.22
2014-12-31,33.72
2015-01-02,33.44
2015-01-05,32.13
2015-01-06,31.12
2015-01-07,31.32
2015-01-08,31.43
2015-01-09,31.17
2015-01-12,30.88
2015-01-13,30.33
2015-01-14,29.17
2015-01-15,28.46
2015-01-16,28.54
2015-01-20,28.23
2015-01-21,28.4
2015-01-22,28.88
2015-01-23,28.98
2015-01-26,29.14
2015-01-27,29.35
2015-01-28,28.88
2015-01-29,28.77
2015-01-30,27.88
2015-02-02,28.1
2015-02-03,28.38
2015-02-04,28.94
2015-02-05,28.38
2015-02-06,28.91
2015-02-09,29.13
2015-02-10,29.87
2015-02-11,29.55
2015-02-12,29.52
2015-02-13,30.32
2015-02-17,30.02
2015-02-18,29.98
2015-02-19,29.96
2015-02-20,29.5
2015-02-23,30.34
2015-02-24,30.71
2015-02-25,31.38
2015-02-26,30.84
2015-02-27,30.51
2015-03-02,31.08
2015-03-03,32.54
2015-03-04,32.17
2015-03-05,32.15
2015-03-06,31.77
2015-03-09,31.52
2015-03-10,31.17
2015-03-11,31.35
2015-03-12,31.21
2015-03-13,30.97
2015-03-16,31.39
2015-03-17,31.04
2015-03-18,30.73
2015-03-19,30.66
2015-03-20,31.38
2015-03-23,31.24
2015-03-24,31.15
2015-03-25,30.16
2015-03-26,29.69
2015-03-27,29.77
2015-03-30,29.79
2015-03-31,29.48
2015-04-01,29.82
2015-04-02,30.65
2015-04-06,31.62
2015-04-07,31.68
2015-04-08,31.77
2015-04-09,32.09
2015-04-10,31.82
2015-04-13,31.67
2015-04-14,31.43
2015-04-15,31.91
2015-04-16,31.75
2015-04-17,31.15
2015-04-20,32.17
2015-04-21,31.77
2015-04-22,31.69
2015-04-23,31.8
2015-04-24,31.02
2015-04-27,30.43
2015-04-28,29.93
2015-04-29,30.17
2015-04-30,30.23
2015-05-01,30.5
2015-05-04,30.9
2015-05-05,30.33
2015-05-06,29.59
2015-05-07,29.08
2015-05-08,28.91
2015-05-11,28.53
2015-05-12,29.38
2015-05-13,29.09
2015-05-14,29.16
2015-05-15,29.46
2015-05-18,30.64
2015-05-19,30.9
2015-05-20,31.07
2015-05-21,31.0
2015-05-22,30.96
2015-05-26,30.61
2015-05-27,31.01
2015-05-28,31.02
2015-05-29,31.44
2015-06-01,31.44
2015-06-02,31.58
2015-06-03,31.5
2015-06-04,31.46
2015-06-05,31.89
2015-06-08,31.42
2015-06-09,30.93
2015-06-10,30.92
2015-06-11,30.77
2015-06-12,30.38
2015-06-15,30.6
2015-06-16,30.83
2015-06-17,31.27
2015-06-18,31.79
2015-06-19,31.95
2015-06-22,31.93
2015-06-23,32.0
2015-06-24,31.76
2015-06-25,31.65
2015-06-26,31.55
2015-06-29,31.0
2015-06-30,31.08
2015-07-01,31.09
2015-07-02,31.25
2015-07-06,31.0
2015-07-07,31.62
2015-07-08,30.85
2015-07-09,30.56
2015-07-10,31.32
2015-07-13,31.46
2015-07-14,31.89
2015-07-15,31.94
2015-07-16,32.68
2015-07-17,31.0
2015-07-20,30.24
2015-07-21,29.46
2015-07-22,29.91
2015-07-23,29.66
2015-07-24,29.5
2015-07-27,29.1
2015-07-28,28.89
2015-07-29,29.34
2015-07-30,29.67
2015-07-31,30.3
2015-08-03,30.01
2015-08-04,30.06
2015-08-05,26.72
2015-08-06,27.97
2015-08-07,27.75
2015-08-10,27.96
2015-08-11,27.25
2015-08-12,27.49
2015-08-13,27.25
2015-08-14,27.12
2015-08-17,27.67
2015-08-18,27.75
2015-08-19,27.6
2015-08-20,26.27
2015-08-21,25.99
2015-08-24,24.86
2015-08-25,24.21
2015-08-26,25.1
2015-08-27,25.32
2015-08-28,25.71
2015-08-31,25.36
2015-09-01,25.23
2015-09-02,25.5
2015-09-03,25.84
2015-09-04,25.23
2015-09-08,25.81
2015-09-09,25.34
2015-09-10,25.46
2015-09-11,25.38
2015-09-14,24.82
2015-09-15,25.34
2015-09-16,25.93
2015-09-17,26.26
2015-09-18,26.24
2015-09-21,26.63
2015-09-22,25.97
2015-09-23,25.93
2015-09-24,26.0
2015-09-25,25.95
2015-09-28,25.88
2015-09-29,24.7
2015-09-30,24.29
2015-10-01,23.83
2015-10-02,24.39
2015-10-05,25.33
2015-10-06,25.73
2015-10-07,26.42
2015-10-08,27.03
2015-10-09,27.26
2015-10-12,27.21
2015-10-13,27.09
2015-10-14,26.58
2015-10-15,27.11
2015-10-16,26.71
2015-10-19,26.73
2015-10-20,27.2
2015-10-21,26.88
2015-10-22,27.65
2015-10-23,27.81
2015-10-26,27.56
2015-10-27,26.94
2015-10-28,27.68
2015-10-29,27.46
2015-10-30,27.52
2015-11-02,27.99
2015-11-03,29.06
2015-11-04,28.61
2015-11-05,27.94
2015-11-06,27.53
2015-11-09,27.57
2015-11-10,28.55
2015-11-11,29.22
2015-11-12,28.87
2015-11-13,28.68
2015-11-16,29.16
2015-11-17,28.7
2015-11-18,29.45
2015-11-19,28.86
2015-11-20,29.06
2015-11-23,29.19
2015-11-24,29.25
2015-11-25,29.32
2015-11-27,29.46
2015-11-30,29.58
2015-12-01,29.53
2015-12-02,28.78
2015-12-03,28.68
2015-12-04,29.4
2015-12-07,29.39
2015-12-08,28.18
2015-12-09,27.29
2015-12-10,27.19
2015-12-11,26.25
2015-12-14,25.35
2015-12-15,25.48
2015-12-16,26.11
2015-12-17,25.38
2015-12-18,24.98
2015-12-21,25.13
2015-12-22,25.53
2015-12-23,25.73
2015-12-24,25.55
2015-12-28,25.35
2015-12-29,25.38
2015-12-30,25.06
2015-12-31,25.22
2016-01-04,25.16
2016-01-05,25.27
2016-01-06,25.1
2016-01-07,24.32
2016-01-08,25.0
2016-01-11,24.85
2016-01-12,25.25
2016-01-13,24.62
2016-01-14,25.42
2016-01-15,25.07
2016-01-19,25.22
2016-01-20,25.02
2016-01-21,25.54
2016-01-22,26.43
2016-01-25,25.92
2016-01-26,27.12
2016-01-27,26.79
2016-01-28,26.44
2016-01-29,27.21
2016-02-01,27.39
2016-02-02,26.06
2016-02-03,26.89
2016-02-04,27.19
2016-02-05,26.59
2016-02-08,25.39
2016-02-09,24.33
2016-02-10,24.28
2016-02-11,23.81
2016-02-12,24.44
2016-02-16,25.03
2016-02-17,26.01
2016-02-18,25.27
2016-02-19,24.94
2016-02-22,25.71
2016-02-23,24.69
2016-02-24,24.82
2016-02-25,24.57
2016-02-26,24.58
2016-02-29,24.65
2016-03-01,25.77
2016-03-02,26.0
2016-03-03,26.82
2016-03-04,26.73
2016-03-07,27.09
2016-03-08,26.24
2016-03-09,26.62
2016-03-10,26.57
2016-03-11,27.32
2016-03-14,26.67
2016-03-15,26.29
2016-03-16,27.02
2016-03-17,27.6
2016-03-18,28.0
2016-03-21,27.9
2016-03-22,27.33
2016-03-23,26.44
2016-03-24,26.53
2016-03-28,26.63
2016-03-29,26.64
2016-03-30,26.64
2016-03-31,27.0
2016-04-01,27.48
2016-04-04,27.62
2016-04-05,27.49
2016-04-06,27.7
2016-04-07,26.96
2016-04-08,27.38
2016-04-11,27.51
2016-04-12,27.64
2016-04-13,27.85
2016-04-14,27.61
2016-04-15,27.59
2016-04-18,27.81
2016-04-19,27.68
2016-04-20,27.61
2016-04-21,27.68
2016-04-22,27.95
2016-04-25,27.4
2016-04-26,27.61
2016-04-27,27.8
2016-04-28,27.49
2016-04-29,26.78
2016-05-02,27.5
2016-05-03,26.58
2016-05-04,26.24
2016-05-05,27.22
2016-05-06,27.67
2016-05-09,27.57
2016-05-10,28.48
2016-05-11,28.06
2016-05-12,27.31
2016-05-13,27.04
2016-05-16,26.64
2016-05-17,26.44
2016-05-18,25.93
2016-05-19,25.1
2016-05-20,25.17
2016-05-23,25.15
2016-05-24,25.38
2016-05-25,25.87
2016-05-26,25.97
2016-05-27,26.37
2016-05-31,26.77
2016-06-01,26.66
2016-06-02,27.11
2016-06-03,27.09
2016-06-06,27.54
2016-06-07,26.83
2016-06-08,26.9
2016-06-09,26.29
2016-06-10,25.26
2016-06-13,25.08
2016-06-14,24.82
2016-06-15,24.7
2016-06-16,24.68
2016-06-17,24.75
2016-06-20,25.03
2016-06-21,24.66
2016-06-22,24.84
2016-06-23,25.11
2016-06-24,23.35
2016-06-27,22.54
2016-06-28,22.66
2016-06-29,23.08
2016-06-30,23.85
2016-07-01,23.89
2016-07-05,23.44
2016-07-06,23.9
2016-07-07,24.23
2016-07-08,24.44
2016-07-11,24.25
2016-07-12,24.55
2016-07-13,24.52
2016-07-14,24.72
2016-07-15,24.33
2016-07-18,24.43
2016-07-19,24.44
2016-07-20,24.48
2016-07-21,24.56
2016-07-22,24.78
2016-07-25,24.74
2016-07-26,24.85
2016-07-27,24.76
2016-07-28,24.59
2016-07-29,24.54
2016-08-01,24.19
2016-08-02,25.41
2016-08-03,25.91
2016-08-04,25.45
2016-08-05,25.33
2016-08-08,25.11
2016-08-09,24.72
2016-08-10,24.65
2016-08-11,24.89
2016-08-12,25.33
2016-08-15,25.42
2016-08-16,25.24
2016-08-17,25.93
2016-08-18,25.91
2016-08-19,25.98
2016-08-22,25.86
2016-08-23,25.59
2016-08-24,25.34
2016-08-25,25.09
2016-08-26,25.0
2016-08-29,24.94
2016-08-30,24.82
2016-08-31,24.82
2016-09-01,24.95
2016-09-02,25.08
2016-09-06,24.47
2016-09-07,24.44
2016-09-08,24.52
2016-09-09,23.67
2016-09-12,24.18
2016-09-13,23.77
2016-09-14,23.79
2016-09-15,23.7
2016-09-16,23.61
2016-09-19,23.74
2016-09-20,23.57
2016-09-21,23.87
2016-09-22,24.84
2016-09-23,25.22
2016-09-26,25.33
2016-09-27,25.69
2016-09-28,26.11
2016-09-29,26.09
2016-09-30,26.31
2016-10-03,26.84
2016-10-04,26.75
2016-10-05,26.97
2016-10-06,27.13
2016-10-07,26.49
2016-10-10,26.41
2016-10-11,25.82
2016-10-12,25.55
2016-10-13,25.02
2016-10-14,24.73
2016-10-17,24.59
2016-10-18,24.5
2016-10-19,24.86
2016-10-20,24.98
2016-10-21,25.9
2016-10-24,25.91
2016-10-25,25.47
2016-10-26,25.66
2016-10-27,25.4
2016-10-28,25.17
2016-10-31,25.11
2016-11-01,24.79
2016-11-02,24.37
2016-11-03,24.81
2016-11-04,24.59
2016-11-07,24.73
2016-11-08,25.06
2016-11-09,25.16
2016-11-10,25.34
2016-11-11,25.78
2016-11-14,27.32
2016-11-15,26.71
2016-11-16,26.66
2016-11-17,27.09
2016-11-18,26.75
2016-11-21,26.71
2016-11-22,26.6
2016-11-23,26.5
2016-11-25,26.77
2016-11-28,26.58
2016-11-29,27.12
2016-11-30,26.44
2016-12-01,26.54
2016-12-02,26.02
2016-12-05,26.67
2016-12-06,27.03
2016-12-07,28.04
2016-12-08,28.66
2016-12-09,28.24
2016-12-12,27.7
2016-12-13,27.83
2016-12-14,27.74
2016-12-15,27.83
2016-12-16,27.52
2016-12-19,27.39
2016-12-20,27.64
2016-12-21,27.68
2016-12-22,27.41
2016-12-23,27.3
2016-12-27,27.5
2016-12-28,27.27
2016-12-29,27.01
2016-12-30,26.78
2017-01-03,27.37
2017-01-04,27.63
2017-01-05,26.6
2017-01-06,26.86
2017-01-09,26.25
2017-01-10,25.76
2017-01-11,25.99
2017-01-12,26.65
2017-01-13,26.82
2017-01-17,27.14
2017-01-18,27.4
2017-01-19,27.35
2017-01-20,27.31
2017-01-23,27.58
2017-01-24,27.8
2017-01-25,27.05
2017-01-26,27.28
2017-01-27,27.41
2017-01-30,27.4
2017-01-31,27.71
2017-02-01,27.4
2017-02-02,27.16
2017-02-03,27.44
2017-02-06,27.24
2017-02-07,27.25
2017-02-08,26.78
2017-02-09,27.22
2017-02-10,27.65
2017-02-13,28.1
2017-02-14,27.89
2017-02-15,27.89
2017-02-16,27.99
2017-02-17,28.09
2017-02-21,28.87
2017-02-22,28.64
2017-02-23,28.6
2017-02-24,28.55
2017-02-27,28.33
2017-02-28,28.07
2017-03-01,27.87
2017-03-02,27.66
2017-03-03,27.2
2017-03-06,27.19
2017-03-07,27.2
2017-03-08,27.39
2017-03-09,27.29
2017-03-10,27.09
2017-03-13,26.77
2017-03-14,26.67
2017-03-15,27.21
2017-03-16,27.4
2017-03-17,27.35
2017-03-20,27.16
2017-03-21,26.83
2017-03-22,27.0
2017-03-23,27.15
2017-03-24,27.07
2017-03-27,27.11
2017-03-28,27.2
2017-03-29,27.51
2017-03-30,28.05
2017-03-31,28.31
2017-04-03,28.2
2017-04-04,28.58
2017-04-05,28.56
2017-04-06,28.62
2017-04-07,28.57
2017-04-10,28.61
2017-04-11,28.48
2017-04-12,28.14
2017-04-13,27.73
2017-04-17,27.94
2017-04-18,28.02
2017-04-19,28.37
2017-04-20,28.72
2017-04-21,28.65
2017-04-24,28.9
2017-04-25,28.76
2017-04-26,28.79
2017-04-27,28.71
2017-04-28,27.98
2017-05-01,27.19
2017-05-02,27.21
2017-05-03,26.19
2017-05-04,26.08
2017-05-05,26.46
2017-05-08,26.51
2017-05-09,26.0
2017-05-10,25.45
2017-05-11,25.7
2017-05-12,25.45
2017-05-15,25.26
2017-05-16,24.81
2017-05-17,24.39
2017-05-18,24.53
2017-05-19,25.18
2017-05-22,25.46
2017-05-23,24.97
2017-05-24,24.87
2017-05-25,25.0
2017-05-26,25.25
2017-05-30,25.53
2017-05-31,25.83
2017-06-01,26.06
2017-06-02,25.85
2017-06-05,25.63
2017-06-06,25.51
2017-06-07,25.63
2017-06-08,25.28
2017-06-09,25.27
2017-06-12,25.6
2017-06-13,25.54
2017-06-14,25.42
2017-06-15,25.52
2017-06-16,25.6
2017-06-19,25.55
2017-06-20,24.73
2017-06-21,24.8
2017-06-22,24.82
2017-06-23,25.06
2017-06-26,25.44
2017-06-27,25.39
2017-06-28,25.4
2017-06-29,25.24
2017-06-30,25.21
2017-07-03,25.51
2017-07-05,25.45
2017-07-06,25.08
2017-07-07,25.15
2017-07-10,25.47
2017-07-11,25.48
2017-07-12,25.49
2017-07-13,25.49
2017-07-14,25.55
2017-07-17,25.56
2017-07-18,25.36
2017-07-19,26.21
2017-07-20,25.71
2017-07-21,25.51
2017-07-24,25.48
2017-07-25,25.07
2017-07-26,25.54
2017-07-27,25.14
2017-07-28,25.5
2017-07-31,23.13
2017-08-01,22.98
2017-08-02,23.79
2017-08-03,23.59
2017-08-04,22.6
2017-08-07,23.02
2017-08-08,23.02
2017-08-09,22.39
2017-08-10,21.93
2017-08-11,21.87
2017-08-14,21.75
2017-08-15,21.52
2017-08-16,21.35
2017-08-17,21.03
2017-08-18,21.25
2017-08-21,21.09
2017-08-22,21.22
2017-08-23,21.2
2017-08-24,21.25
2017-08-25,21.39
2017-08-28,21.52
2017-08-29,21.18
2017-08-30,20.85
2017-08-31,21.01
2017-09-01,20.92
2017-09-05,20.41
2017-09-06,20.63
2017-09-07,20.1
2017-09-08,20.06
2017-09-11,19.62
2017-09-12,19.77
2017-09-13,19.96
2017-09-14,20.2
2017-09-15,20.64
2017-09-18,20.14
2017-09-19,20.06
2017-09-20,20.07
2017-09-21,20.3
2017-09-22,20.42
2017-09-25,20.36
2017-09-26,20.29
2017-09-27,20.34
2017-09-28,20.24
2017-09-29,20.26
2017-10-02,20.41
2017-10-03,20.4
2017-10-04,20.57
2017-10-05,20.37
2017-10-06,20.25
2017-10-09,19.79
2017-10-10,19.4
2017-10-11,18.93
2017-10-12,18.23
2017-10-13,18.25
2017-10-16,18.05
2017-10-17,18.09
2017-10-18,18.53
2017-10-19,18.97
2017-10-20,19.26
2017-10-23,18.66
2017-10-24,18.45
2017-10-25,18.18
2017-10-26,18.27
2017-10-27,17.98
2017-10-30,17.93
2017-10-31,17.81
2017-11-01,18.09
2017-11-02,16.26
2017-11-03,15.39
2017-11-06,16.01
2017-11-07,16.21
2017-11-08,15.99
2017-11-09,16.1
2017-11-10,16.12
2017-11-13,15.93
2017-11-14,15.27
2017-11-15,15.75
2017-11-16,15.72
2017-11-17,16.46
2017-11-20,16.28
2017-11-21,16.21
2017-11-22,16.72
2017-11-24,16.46
2017-11-27,16.39
2017-11-28,16.87
2017-11-29,17.78
2017-11-30,18.08
2017-12-01,18.4
2017-12-04,19.52
2017-12-05,18.57
2017-12-06,18.26
2017-12-07,18.34
2017-12-08,18.4
2017-12-11,18.44
2017-12-12,18.32
2017-12-13,18.5
2017-12-14,18.65
2017-12-15,19.75
2017-12-18,20.41
2017-12-19,20.84
2017-12-20,21.12
2017-12-21,22.16
2017-12-22,22.47
2017-12-26,22.3
2017-12-27,21.74
2017-12-28,21.28
2017-12-29,21.17
2018-01-02,21.83
2018-01-03,21.48
2018-01-04,20.89
2018-01-05,20.79
2018-01-08,21.13
2018-01-09,20.5
2018-01-10,21.69
2018-01-11,22.71
2018-01-12,23.0
2018-01-16,23.2
2018-01-17,23.4
2018-01-18,24.23
2018-01-19,24.43
2018-01-22,25.09
2018-01-23,24.5
2018-01-24,24.67
2018-01-25,24.44
2018-01-26,24.82
2018-01-29,24.7
2018-01-30,23.87
2018-01-31,23.86
2018-02-01,24.17
2018-02-02,22.8
2018-02-05,21.71
2018-02-06,22.66
2018-02-07,21.95
2018-02-08,21.58
2018-02-09,21.39
2018-02-12,21.87
2018-02-13,22.27
2018-02-14,22.68
2018-02-15,22.82
2018-02-16,22.65
2018-02-20,23.04
2018-02-21,22.89
2018-02-22,22.6
2018-02-23,22.74
2018-02-26,23.83
2018-02-27,24.75
2018-02-28,22.98
2018-03-01,22.7
2018-03-02,23.15
2018-03-05,23.01
2018-03-06,22.86
2018-03-07,22.39
2018-03-08,22.46
2018-03-09,22.49
2018-03-12,22.62
2018-03-13,22.45
2018-03-14,22.25
2018-03-15,21.61
2018-03-16,21.58
2018-03-19,21.24
2018-03-20,20.31
2018-03-21,20.5
2018-03-22,19.88
2018-03-23,19.42
2018-03-26,19.89
2018-03-27,19.73
2018-03-28,19.27
2018-03-29,19.52
2018-04-02,19.57
2018-04-03,20.17
2018-04-04,20.66
2018-04-05,20.73
2018-04-06,20.73
2018-04-09,20.67
2018-04-10,20.68
2018-04-11,20.55
2018-04-12,21.35
2018-04-13,21.04
2018-04-16,21.49
2018-04-17,21.96
2018-04-18,21.74
2018-04-19,21.63
2018-04-20,21.46
2018-04-23,22.14
2018-04-24,22.35
2018-04-25,22.56
2018-04-26,22.64
2018-04-27,22.5
2018-04-30,22.22
