KMB,Date
0.7406286597251892,1980-03-17
0.7339758276939392,1980-03-18
0.7295413017272949,1980-03-19
0.7073671221733093,1980-03-20
0.7095842361450195,1980-03-21
0.70514976978302,1980-03-24
0.7095842361450195,1980-03-25
0.7162368893623352,1980-03-26
0.7162368893623352,1980-03-27
0.7184541821479797,1980-03-28
0.7140195369720459,1980-03-31
0.7228890061378479,1980-04-01
0.7184541821479797,1980-04-02
0.7184541821479797,1980-04-03
0.7007142901420593,1980-04-07
0.7029320001602173,1980-04-08
0.6918447017669678,1980-04-09
0.6940619945526123,1980-04-10
0.6696703433990479,1980-04-11
0.678540050983429,1980-04-14
0.6763222217559814,1980-04-15
0.6874102354049683,1980-04-16
0.6896273493766785,1980-04-17
0.6918447017669678,1980-04-18
0.6741049885749817,1980-04-21
0.6829745769500732,1980-04-22
0.6763222217559814,1980-04-23
0.6940619945526123,1980-04-24
0.6940619945526123,1980-04-25
0.7184541821479797,1980-04-28
0.7494980692863464,1980-04-29
0.7361936569213867,1980-04-30
0.7317585945129395,1980-05-01
0.7317585945129395,1980-05-02
0.7251062393188477,1980-05-05
0.7339758276939392,1980-05-06
0.7317585945129395,1980-05-07
0.7228890061378479,1980-05-08
0.7251062393188477,1980-05-09
0.7317585945129395,1980-05-12
0.742845892906189,1980-05-13
0.778325617313385,1980-05-14
0.7960652112960815,1980-05-15
0.7894129157066345,1980-05-16
0.7849776148796082,1980-05-19
0.7871947884559631,1980-05-20
0.7894129157066345,1980-05-21
0.7894129157066345,1980-05-22
0.7938474416732788,1980-05-23
0.7960652112960815,1980-05-27
0.7916298508644104,1980-05-28
0.7849776148796082,1980-05-29
0.7849776148796082,1980-05-30
0.7938474416732788,1980-06-02
0.7960652112960815,1980-06-03
0.7960652112960815,1980-06-04
0.7960652112960815,1980-06-05
0.7982820868492126,1980-06-06
0.778325617313385,1980-06-09
0.7805426716804504,1980-06-10
0.7849776148796082,1980-06-11
0.7849776148796082,1980-06-12
0.7805426716804504,1980-06-13
0.7982820868492126,1980-06-16
0.8093695044517517,1980-06-17
0.8115873336791992,1980-06-18
0.8093695044517517,1980-06-19
0.8115873336791992,1980-06-20
0.8115873336791992,1980-06-23
0.8160216808319092,1980-06-24
0.8226741552352905,1980-06-25
0.8293265700340271,1980-06-26
0.8271089792251587,1980-06-27
0.8093695044517517,1980-06-30
0.8271089792251587,1980-07-01
0.8293265700340271,1980-07-02
0.851500928401947,1980-07-03
0.8581535816192627,1980-07-07
0.8648062348365784,1980-07-08
0.8559364080429077,1980-07-09
0.8426316380500793,1980-07-10
0.8448485136032104,1980-07-11
0.8426316380500793,1980-07-14
0.8381964564323425,1980-07-15
0.8138048648834229,1980-07-16
0.8404136896133423,1980-07-17
0.851500928401947,1980-07-18
0.8559364080429077,1980-07-21
0.8559364080429077,1980-07-22
0.8559364080429077,1980-07-23
0.8492840528488159,1980-07-24
0.831544041633606,1980-07-25
0.831544041633606,1980-07-28
0.8470653891563416,1980-07-29
0.8603711128234863,1980-07-30
0.86258864402771,1980-07-31
0.8670235276222229,1980-08-01
0.8559364080429077,1980-08-04
0.851500928401947,1980-08-05
0.8448485136032104,1980-08-06
0.8670235276222229,1980-08-07
0.8670235276222229,1980-08-08
0.873675525188446,1980-08-11
0.8869799375534058,1980-08-12
0.9025025963783264,1980-08-13
0.8958507776260376,1980-08-14
0.913589596748352,1980-08-15
0.9158068299293518,1980-08-18
0.9047201871871948,1980-08-19
0.913589596748352,1980-08-20
0.9113720655441284,1980-08-21
0.9158068299293518,1980-08-22
0.9313292503356934,1980-08-25
0.9313292503356934,1980-08-26
0.9357640743255615,1980-08-27
0.913589596748352,1980-08-28
0.9202418327331543,1980-08-29
0.942416787147522,1980-09-02
0.9401994347572327,1980-09-03
0.942416787147522,1980-09-04
0.9379812479019165,1980-09-05
0.9113720655441284,1980-09-08
0.9113720655441284,1980-09-09
0.9091548323631287,1980-09-10
0.891415536403656,1980-09-11
0.8869799375534058,1980-09-12
0.8980675339698792,1980-09-15
0.8980675339698792,1980-09-16
0.9091548323631287,1980-09-17
0.9268943667411804,1980-09-18
0.9535043835639954,1980-09-19
0.9579389691352844,1980-09-22
0.9579389691352844,1980-09-23
0.9401994347572327,1980-09-24
0.9224597215652466,1980-09-25
0.8758931159973145,1980-09-26
0.8781101107597351,1980-09-29
0.891415536403656,1980-09-30
0.8869799375534058,1980-10-01
0.9379812479019165,1980-10-02
0.975678563117981,1980-10-03
0.975678563117981,1980-10-06
0.9712433218955994,1980-10-07
0.9557215571403503,1980-10-08
0.9446345567703247,1980-10-09
0.9379812479019165,1980-10-10
0.9357640743255615,1980-10-13
0.9379812479019165,1980-10-14
0.9357640743255615,1980-10-15
0.9313292503356934,1980-10-16
0.9113720655441284,1980-10-17
0.913589596748352,1980-10-20
0.9180251955986023,1980-10-21
0.9113720655441284,1980-10-22
0.9002849459648132,1980-10-23
0.8936331272125244,1980-10-24
0.8847628235816956,1980-10-27
0.8847628235816956,1980-10-28
0.8781101107597351,1980-10-29
0.8758931159973145,1980-10-30
0.8670235276222229,1980-10-31
0.86258864402771,1980-11-03
0.8825452327728271,1980-11-05
0.8758931159973145,1980-11-06
0.8869799375534058,1980-11-07
0.891415536403656,1980-11-10
0.8958507776260376,1980-11-11
0.8958507776260376,1980-11-12
0.9069379568099976,1980-11-13
0.9180251955986023,1980-11-14
0.9158068299293518,1980-11-17
0.9357640743255615,1980-11-18
0.9202418327331543,1980-11-19
0.9069379568099976,1980-11-20
0.9180251955986023,1980-11-21
0.913589596748352,1980-11-24
0.8980675339698792,1980-11-25
0.8936331272125244,1980-11-26
0.869240939617157,1980-11-28
0.8581535816192627,1980-12-01
0.86258864402771,1980-12-02
0.8758931159973145,1980-12-03
0.8803278207778931,1980-12-04
0.8847628235816956,1980-12-05
0.8758931159973145,1980-12-08
0.8847628235816956,1980-12-09
0.9069379568099976,1980-12-10
0.9025025963783264,1980-12-11
0.913589596748352,1980-12-12
0.9047201871871948,1980-12-15
0.9069379568099976,1980-12-16
0.9091548323631287,1980-12-17
0.8980675339698792,1980-12-18
0.891415536403656,1980-12-19
0.873675525188446,1980-12-22
0.8958507776260376,1980-12-23
0.9069379568099976,1980-12-24
0.9158068299293518,1980-12-26
0.9291120171546936,1980-12-29
0.9335468411445618,1980-12-30
0.9446345567703247,1980-12-31
0.946851372718811,1981-01-02
0.9579389691352844,1981-01-05
0.975678563117981,1981-01-06
0.9712433218955994,1981-01-07
0.9823315739631653,1981-01-08
1.0067226886749268,1981-01-09
0.99341881275177,1981-01-12
0.9889830350875854,1981-01-13
0.99341881275177,1981-01-14
0.9845482110977173,1981-01-15
0.9912002086639404,1981-01-16
0.9845482110977173,1981-01-19
0.986764669418335,1981-01-20
1.0111573934555054,1981-01-21
1.0111573934555054,1981-01-22
1.022244930267334,1981-01-23
1.0155922174453735,1981-01-26
1.0333329439163208,1981-01-27
1.0288968086242676,1981-01-28
1.0422024726867676,1981-01-29
1.0266797542572021,1981-01-30
1.0111573934555054,1981-02-02
1.0200278759002686,1981-02-03
1.0133748054504395,1981-02-04
1.0200278759002686,1981-02-05
1.0244619846343994,1981-02-06
1.0155922174453735,1981-02-09
1.0111573934555054,1981-02-10
1.0288968086242676,1981-02-11
1.0466368198394775,1981-02-12
1.0466368198394775,1981-02-13
1.0688111782073975,1981-02-17
1.0887686014175415,1981-02-18
1.0821162462234497,1981-02-19
1.0821162462234497,1981-02-20
1.0976382493972778,1981-02-23
1.0865510702133179,1981-02-24
1.0710289478302002,1981-02-25
1.0976382493972778,1981-02-26
1.119813084602356,1981-02-27
1.1153777837753296,1981-03-02
1.1220306158065796,1981-03-03
1.1175951957702637,1981-03-04
1.1153777837753296,1981-03-05
1.1153777837753296,1981-03-06
1.1220306158065796,1981-03-09
1.1353356838226318,1981-03-10
1.1286824941635132,1981-03-11
1.1442047357559204,1981-03-12
1.1353356838226318,1981-03-13
1.1331177949905396,1981-03-16
1.1309003829956055,1981-03-17
1.13755202293396,1981-03-18
1.1331177949905396,1981-03-19
1.1331177949905396,1981-03-20
1.1442047357559204,1981-03-23
1.1464219093322754,1981-03-24
1.1685967445373535,1981-03-25
1.1730319261550903,1981-03-26
1.1708145141601562,1981-03-27
1.1685967445373535,1981-03-30
1.1685967445373535,1981-03-31
1.1486395597457886,1981-04-01
1.1486395597457886,1981-04-02
1.126465082168579,1981-04-03
1.1109429597854614,1981-04-06
1.0976382493972778,1981-04-07
1.0865510702133179,1981-04-08
1.095420479774475,1981-04-09
1.1175951957702637,1981-04-10
1.1131601333618164,1981-04-13
1.1020729541778564,1981-04-14
1.0976382493972778,1981-04-15
1.0887686014175415,1981-04-16
1.1020729541778564,1981-04-20
1.119813084602356,1981-04-21
1.126465082168579,1981-04-22
1.126465082168579,1981-04-23
1.1331177949905396,1981-04-24
1.1353356838226318,1981-04-27
1.126465082168579,1981-04-28
1.1309003829956055,1981-04-29
1.126465082168579,1981-04-30
1.13755202293396,1981-05-01
1.159726858139038,1981-05-04
1.1442047357559204,1981-05-05
1.1353356838226318,1981-05-06
1.1286824941635132,1981-05-07
1.1109429597854614,1981-05-08
1.0732463598251343,1981-05-11
1.0865510702133179,1981-05-12
1.1131601333618164,1981-05-13
1.124247670173645,1981-05-14
1.124247670173645,1981-05-15
1.1309003829956055,1981-05-18
1.1331177949905396,1981-05-19
1.1464219093322754,1981-05-20
1.1486395597457886,1981-05-21
