MDT,Date
0.19253449141979218,1973-05-02
0.19253449141979218,1973-05-03
0.2064395546913147,1973-05-04
0.20323069393634796,1973-05-07
0.20536990463733673,1973-05-08
0.20323069393634796,1973-05-09
0.201091468334198,1973-05-10
0.18932534754276276,1973-05-11
0.1775595098733902,1973-05-14
0.18611660599708557,1973-05-15
0.19467350840568542,1973-05-16
0.19039493799209595,1973-05-17
0.17969854176044464,1973-05-18
0.1775595098733902,1973-05-21
0.183977410197258,1973-05-22
0.183977410197258,1973-05-23
0.19253449141979218,1973-05-24
0.201091468334198,1973-05-25
0.201091468334198,1973-05-29
0.191464364528656,1973-05-30
0.19253449141979218,1973-05-31
0.19039493799209595,1973-06-01
0.1786290407180786,1973-06-04
0.191464364528656,1973-06-05
0.19253449141979218,1973-06-06
0.19788244366645813,1973-06-07
0.20323069393634796,1973-06-08
0.19681276381015778,1973-06-11
0.20536990463733673,1973-06-12
0.2064395546913147,1973-06-13
0.20964884757995605,1973-06-14
0.20964884757995605,1973-06-15
0.20536990463733673,1973-06-18
0.19895188510417938,1973-06-19
0.19788244366645813,1973-06-20
0.19253449141979218,1973-06-21
0.19681276381015778,1973-06-22
0.19360408186912537,1973-06-25
0.19681276381015778,1973-06-26
0.19895188510417938,1973-06-27
0.201091468334198,1973-06-28
0.20002153515815735,1973-06-29
0.18183781206607819,1973-07-02
0.19039493799209595,1973-07-03
0.19788244366645813,1973-07-05
0.19788244366645813,1973-07-06
0.20216123759746552,1973-07-09
0.20536990463733673,1973-07-10
0.2064395546913147,1973-07-11
0.20750892162322998,1973-07-12
0.20536990463733673,1973-07-13
0.20536990463733673,1973-07-16
0.2064395546913147,1973-07-17
0.20964884757995605,1973-07-18
0.2117878496646881,1973-07-19
0.20964884757995605,1973-07-20
0.20536990463733673,1973-07-23
0.20750892162322998,1973-07-24
0.21071815490722656,1973-07-25
0.2117878496646881,1973-07-26
0.22783246636390686,1973-07-27
0.2331804782152176,1973-07-30
0.22676295042037964,1973-07-31
0.22676295042037964,1973-08-01
0.23104116320610046,1973-08-02
0.23531989753246307,1973-08-03
0.24173736572265625,1973-08-06
0.23745906352996826,1973-08-07
0.22462303936481476,1973-08-08
0.2117878496646881,1973-08-09
0.20536990463733673,1973-08-10
0.201091468334198,1973-08-13
0.201091468334198,1973-08-14
0.20536990463733673,1973-08-15
0.2064395546913147,1973-08-16
0.20964884757995605,1973-08-17
0.2085786759853363,1973-08-20
0.20964884757995605,1973-08-21
0.22034485638141632,1973-08-22
0.22676295042037964,1973-08-23
0.22462303936481476,1973-08-24
0.22355350852012634,1973-08-27
0.23745906352996826,1973-08-28
0.24066786468029022,1973-08-29
0.24387693405151367,1973-08-30
0.24601614475250244,1973-08-31
0.25136393308639526,1973-09-04
0.2609911561012268,1973-09-05
0.25778207182884216,1973-09-06
0.2545730471611023,1973-09-07
0.24066786468029022,1973-09-10
0.24173736572265625,1973-09-11
0.23745906352996826,1973-09-12
0.2502943277359009,1973-09-13
0.2545730471611023,1973-09-14
0.24601614475250244,1973-09-17
0.24387693405151367,1973-09-18
0.2524340748786926,1973-09-19
0.25885143876075745,1973-09-20
0.2599211037158966,1973-09-21
0.25350362062454224,1973-09-24
0.2492246925830841,1973-09-25
0.24815523624420166,1973-09-26
0.24815523624420166,1973-09-27
0.2556426525115967,1973-09-28
0.25885143876075745,1973-10-01
0.267408549785614,1973-10-02
0.26633915305137634,1973-10-03
0.25778207182884216,1973-10-04
0.25778207182884216,1973-10-05
0.2545730471611023,1973-10-08
0.2545730471611023,1973-10-09
0.2492246925830841,1973-10-10
0.24387693405151367,1973-10-11
0.2428068369626999,1973-10-12
0.23104116320610046,1973-10-15
0.23852857947349548,1973-10-16
0.2395980954170227,1973-10-17
0.24601614475250244,1973-10-18
0.24815523624420166,1973-10-19
0.2492246925830841,1973-10-22
0.25136393308639526,1973-10-23
0.25350362062454224,1973-10-24
0.2567124664783478,1973-10-25
0.2567124664783478,1973-10-26
0.25350362062454224,1973-10-29
0.2524340748786926,1973-10-30
0.2524340748786926,1973-10-31
0.2545730471611023,1973-11-01
0.25136393308639526,1973-11-02
0.24815523624420166,1973-11-05
0.24601614475250244,1973-11-06
0.25885143876075745,1973-11-07
0.2599211037158966,1973-11-08
0.2502943277359009,1973-11-09
0.24815523624420166,1973-11-12
0.24708548188209534,1973-11-13
0.24601614475250244,1973-11-14
0.24708548188209534,1973-11-15
0.2428068369626999,1973-11-16
0.22355350852012634,1973-11-19
0.22890181839466095,1973-11-20
0.24387693405151367,1973-11-21
0.2428068369626999,1973-11-23
0.22890181839466095,1973-11-26
0.22248394787311554,1973-11-27
0.23531989753246307,1973-11-28
0.2395980954170227,1973-11-29
0.23531989753246307,1973-11-30
0.23104116320610046,1973-12-03
0.2299714833498001,1973-12-04
0.22034485638141632,1973-12-05
0.22034485638141632,1973-12-06
0.22141440212726593,1973-12-07
0.21606585383415222,1973-12-10
0.21285735070705414,1973-12-11
0.201091468334198,1973-12-12
0.201091468334198,1973-12-13
0.21392694115638733,1973-12-14
0.21499651670455933,1973-12-17
0.21499651670455933,1973-12-18
0.21392694115638733,1973-12-19
0.21392694115638733,1973-12-20
0.2117878496646881,1973-12-21
0.20964884757995605,1973-12-24
0.21071815490722656,1973-12-26
0.19895188510417938,1973-12-27
0.2064395546913147,1973-12-28
0.20964884757995605,1973-12-31
0.21285735070705414,1974-01-02
0.21606585383415222,1974-01-03
0.20750892162322998,1974-01-04
0.20323069393634796,1974-01-07
0.19360408186912537,1974-01-08
0.18825577199459076,1974-01-09
0.19467350840568542,1974-01-10
0.19895188510417938,1974-01-11
0.19895188510417938,1974-01-14
0.201091468334198,1974-01-15
0.20536990463733673,1974-01-16
0.21499651670455933,1974-01-17
0.2117878496646881,1974-01-18
0.21392694115638733,1974-01-21
0.2117878496646881,1974-01-22
0.2117878496646881,1974-01-23
0.2117878496646881,1974-01-24
0.20323069393634796,1974-01-25
0.19681276381015778,1974-01-28
0.20323069393634796,1974-01-29
0.20216123759746552,1974-01-30
0.20216123759746552,1974-01-31
0.20002153515815735,1974-02-01
0.20002153515815735,1974-02-04
0.19467350840568542,1974-02-05
0.19039493799209595,1974-02-06
0.19039493799209595,1974-02-07
0.18825577199459076,1974-02-08
0.1829073131084442,1974-02-11
0.18504706025123596,1974-02-12
0.18076828122138977,1974-02-13
0.1775595098733902,1974-02-14
0.18183781206607819,1974-02-15
0.18825577199459076,1974-02-19
0.17542040348052979,1974-02-20
0.18183781206607819,1974-02-21
0.191464364528656,1974-02-22
0.18718600273132324,1974-02-25
0.19360408186912537,1974-02-26
0.20430029928684235,1974-02-27
0.201091468334198,1974-02-28
0.20536990463733673,1974-03-01
0.2064395546913147,1974-03-04
0.21499651670455933,1974-03-05
0.22676295042037964,1974-03-06
0.22462303936481476,1974-03-07
0.22141440212726593,1974-03-08
0.21820589900016785,1974-03-11
0.21713568270206451,1974-03-12
0.21071815490722656,1974-03-13
0.2117878496646881,1974-03-14
0.2117878496646881,1974-03-15
0.20536990463733673,1974-03-18
0.20536990463733673,1974-03-19
0.20536990463733673,1974-03-20
0.2064395546913147,1974-03-21
0.20750892162322998,1974-03-22
0.20964884757995605,1974-03-25
0.21285735070705414,1974-03-26
0.20323069393634796,1974-03-27
0.19253449141979218,1974-03-28
0.19253449141979218,1974-03-29
0.19360408186912537,1974-04-01
0.19681276381015778,1974-04-02
0.201091468334198,1974-04-03
0.201091468334198,1974-04-04
0.20323069393634796,1974-04-05
0.20323069393634796,1974-04-08
0.20536990463733673,1974-04-09
0.19895188510417938,1974-04-10
0.19467350840568542,1974-04-11
0.18825577199459076,1974-04-15
0.19360408186912537,1974-04-16
0.19360408186912537,1974-04-17
0.19253449141979218,1974-04-18
0.18825577199459076,1974-04-19
0.191464364528656,1974-04-22
0.18718600273132324,1974-04-23
0.18076828122138977,1974-04-24
0.17435017228126526,1974-04-25
0.18183781206607819,1974-04-26
0.18825577199459076,1974-04-29
0.191464364528656,1974-04-30
0.19253449141979218,1974-05-01
0.19467350840568542,1974-05-02
0.19681276381015778,1974-05-03
0.19895188510417938,1974-05-06
0.19895188510417938,1974-05-07
0.19895188510417938,1974-05-08
0.19681276381015778,1974-05-09
0.19467350840568542,1974-05-10
0.19039493799209595,1974-05-13
0.18825577199459076,1974-05-14
0.18611660599708557,1974-05-15
0.19039493799209595,1974-05-16
0.191464364528656,1974-05-17
0.19253449141979218,1974-05-20
0.19253449141979218,1974-05-21
0.19253449141979218,1974-05-22
0.19253449141979218,1974-05-23
0.19467350840568542,1974-05-24
0.19360408186912537,1974-05-28
0.19039493799209595,1974-05-29
0.19253449141979218,1974-05-30
0.191464364528656,1974-05-31
