SWKS,Date
3.6866860389709473,1985-07-02
3.6866860389709473,1985-07-03
3.6866860389709473,1985-07-05
3.6866860389709473,1985-07-08
3.7575843334198,1985-07-09
3.722134590148926,1985-07-10
3.6866860389709473,1985-07-11
3.6866860389709473,1985-07-12
3.722134590148926,1985-07-15
3.6866860389709473,1985-07-16
3.6512365341186523,1985-07-17
3.6866860389709473,1985-07-18
3.6512365341186523,1985-07-19
3.6866860389709473,1985-07-22
3.6866860389709473,1985-07-23
3.6512365341186523,1985-07-24
3.6866860389709473,1985-07-25
3.6866860389709473,1985-07-26
3.6512365341186523,1985-07-29
3.5448901653289795,1985-07-30
3.473992109298706,1985-07-31
3.473992109298706,1985-08-01
3.473992109298706,1985-08-02
3.473992109298706,1985-08-05
3.473992109298706,1985-08-06
3.473992109298706,1985-08-07
3.473992109298706,1985-08-08
3.509441614151001,1985-08-09
3.4385435581207275,1985-08-12
3.5448901653289795,1985-08-13
3.4385435581207275,1985-08-14
3.4385435581207275,1985-08-15
3.473992109298706,1985-08-16
3.40309476852417,1985-08-19
3.367645025253296,1985-08-20
3.3321971893310547,1985-08-21
3.3321971893310547,1985-08-22
3.296748399734497,1985-08-23
3.296748399734497,1985-08-26
3.296748399734497,1985-08-27
3.296748399734497,1985-08-28
3.40309476852417,1985-08-29
3.3321971893310547,1985-08-30
3.3321971893310547,1985-09-03
3.296748399734497,1985-09-04
3.2258505821228027,1985-09-05
3.1904022693634033,1985-09-06
3.1904022693634033,1985-09-09
3.154951810836792,1985-09-10
3.154951810836792,1985-09-11
3.1195034980773926,1985-09-12
3.1195034980773926,1985-09-13
2.977707624435425,1985-09-16
3.0131571292877197,1985-09-17
3.048605442047119,1985-09-18
3.3321971893310547,1985-09-19
3.296748399734497,1985-09-20
3.154951810836792,1985-09-23
3.0131571292877197,1985-09-24
3.084054946899414,1985-09-25
3.084054946899414,1985-09-26
3.084054946899414,1985-09-30
3.1195034980773926,1985-10-01
3.1195034980773926,1985-10-02
3.1195034980773926,1985-10-03
3.1195034980773926,1985-10-04
3.0131571292877197,1985-10-07
2.977707624435425,1985-10-08
2.8713607788085938,1985-10-09
2.835911750793457,1985-10-10
2.765014171600342,1985-10-11
2.800463914871216,1985-10-14
2.8713607788085938,1985-10-15
2.835911750793457,1985-10-16
2.800463914871216,1985-10-17
2.835911750793457,1985-10-18
2.835911750793457,1985-10-21
2.800463914871216,1985-10-22
2.835911750793457,1985-10-23
2.800463914871216,1985-10-24
2.765014171600342,1985-10-25
2.765014171600342,1985-10-28
2.729565382003784,1985-10-29
2.729565382003784,1985-10-30
2.729565382003784,1985-10-31
2.6941168308258057,1985-11-01
2.6941168308258057,1985-11-04
2.552320957183838,1985-11-05
2.552320957183838,1985-11-06
2.516871690750122,1985-11-07
2.3750762939453125,1985-11-08
2.3750762939453125,1985-11-11
2.339627265930176,1985-11-12
2.3041787147521973,1985-11-13
2.339627265930176,1985-11-14
2.3750762939453125,1985-11-15
2.6941168308258057,1985-11-18
2.765014171600342,1985-11-19
2.765014171600342,1985-11-20
2.6941168308258057,1985-11-21
2.765014171600342,1985-11-22
2.623218059539795,1985-11-25
2.6941168308258057,1985-11-26
2.729565382003784,1985-11-27
2.765014171600342,1985-11-29
2.729565382003784,1985-12-02
2.658667802810669,1985-12-03
2.765014171600342,1985-12-04
2.729565382003784,1985-12-05
2.6941168308258057,1985-12-06
2.765014171600342,1985-12-09
2.6941168308258057,1985-12-10
2.942258596420288,1985-12-11
3.1195034980773926,1985-12-12
3.473992109298706,1985-12-13
3.3321971893310547,1985-12-16
3.3321971893310547,1985-12-17
3.154951810836792,1985-12-18
3.084054946899414,1985-12-19
3.048605442047119,1985-12-20
3.0131571292877197,1985-12-23
3.0131571292877197,1985-12-24
3.048605442047119,1985-12-26
2.977707624435425,1985-12-27
2.977707624435425,1985-12-30
3.048605442047119,1985-12-31
2.977707624435425,1986-01-02
2.977707624435425,1986-01-03
2.942258596420288,1986-01-06
3.1195034980773926,1986-01-07
3.048605442047119,1986-01-08
3.084054946899414,1986-01-09
3.1195034980773926,1986-01-10
3.296748399734497,1986-01-13
3.2258505821228027,1986-01-14
3.1904022693634033,1986-01-15
3.1195034980773926,1986-01-16
3.1195034980773926,1986-01-17
3.084054946899414,1986-01-20
3.0131571292877197,1986-01-21
3.084054946899414,1986-01-22
3.1195034980773926,1986-01-23
2.977707624435425,1986-01-24
3.084054946899414,1986-01-27
3.084054946899414,1986-01-28
3.1195034980773926,1986-01-29
3.048605442047119,1986-01-30
3.084054946899414,1986-01-31
3.1904022693634033,1986-02-03
3.1195034980773926,1986-02-04
3.084054946899414,1986-02-05
3.048605442047119,1986-02-06
2.9068100452423096,1986-02-07
2.835911750793457,1986-02-10
2.8713607788085938,1986-02-11
2.765014171600342,1986-02-12
3.0131571292877197,1986-02-13
3.048605442047119,1986-02-14
3.154951810836792,1986-02-18
3.1904022693634033,1986-02-19
3.1195034980773926,1986-02-20
3.1904022693634033,1986-02-21
3.2258505821228027,1986-02-24
3.1195034980773926,1986-02-25
2.977707624435425,1986-02-26
3.084054946899414,1986-02-27
3.1904022693634033,1986-02-28
3.048605442047119,1986-03-03
3.0131571292877197,1986-03-04
3.048605442047119,1986-03-05
3.154951810836792,1986-03-06
3.154951810836792,1986-03-07
3.1195034980773926,1986-03-10
3.084054946899414,1986-03-11
3.048605442047119,1986-03-12
3.1195034980773926,1986-03-13
3.1195034980773926,1986-03-14
2.942258596420288,1986-03-17
2.9068100452423096,1986-03-18
2.8713607788085938,1986-03-19
2.765014171600342,1986-03-20
2.552320957183838,1986-03-21
2.800463914871216,1986-03-24
2.800463914871216,1986-03-25
2.800463914871216,1986-03-26
2.8713607788085938,1986-03-27
2.9068100452423096,1986-03-31
2.835911750793457,1986-04-01
2.6941168308258057,1986-04-02
2.6941168308258057,1986-04-03
2.6941168308258057,1986-04-04
2.658667802810669,1986-04-07
2.6941168308258057,1986-04-08
2.623218059539795,1986-04-09
2.835911750793457,1986-04-10
2.942258596420288,1986-04-11
2.835911750793457,1986-04-14
2.9068100452423096,1986-04-15
3.048605442047119,1986-04-16
3.0131571292877197,1986-04-17
3.0131571292877197,1986-04-18
3.048605442047119,1986-04-21
2.9068100452423096,1986-04-22
2.835911750793457,1986-04-23
2.977707624435425,1986-04-24
3.048605442047119,1986-04-25
3.0131571292877197,1986-04-28
2.977707624435425,1986-04-29
3.048605442047119,1986-04-30
3.084054946899414,1986-05-01
3.084054946899414,1986-05-02
3.084054946899414,1986-05-05
3.1904022693634033,1986-05-06
3.084054946899414,1986-05-07
3.154951810836792,1986-05-08
3.1195034980773926,1986-05-09
3.048605442047119,1986-05-12
3.367645025253296,1986-05-13
3.2612991333007812,1986-05-14
3.154951810836792,1986-05-15
3.048605442047119,1986-05-16
3.048605442047119,1986-05-19
3.084054946899414,1986-05-20
3.084054946899414,1986-05-21
3.1195034980773926,1986-05-22
3.154951810836792,1986-05-23
3.154951810836792,1986-05-27
3.1904022693634033,1986-05-28
3.2258505821228027,1986-05-29
3.3321971893310547,1986-05-30
3.296748399734497,1986-06-02
3.296748399734497,1986-06-03
3.3321971893310547,1986-06-04
3.296748399734497,1986-06-05
3.2258505821228027,1986-06-06
3.2258505821228027,1986-06-09
3.154951810836792,1986-06-10
3.154951810836792,1986-06-11
3.154951810836792,1986-06-12
3.296748399734497,1986-06-13
3.3321971893310547,1986-06-16
3.1195034980773926,1986-06-17
3.084054946899414,1986-06-18
3.0131571292877197,1986-06-19
2.977707624435425,1986-06-20
2.835911750793457,1986-06-23
2.800463914871216,1986-06-24
2.800463914871216,1986-06-25
2.8713607788085938,1986-06-26
2.8713607788085938,1986-06-27
2.9068100452423096,1986-06-30
2.9068100452423096,1986-07-01
2.942258596420288,1986-07-02
2.6941168308258057,1986-07-03
2.5877702236175537,1986-07-07
2.623218059539795,1986-07-08
2.729565382003784,1986-07-09
2.623218059539795,1986-07-10
2.765014171600342,1986-07-11
2.765014171600342,1986-07-14
2.658667802810669,1986-07-15
2.729565382003784,1986-07-16
2.6941168308258057,1986-07-17
2.658667802810669,1986-07-18
2.658667802810669,1986-07-21
2.658667802810669,1986-07-22
2.765014171600342,1986-07-23
2.800463914871216,1986-07-24
2.800463914871216,1986-07-25
2.765014171600342,1986-07-28
2.729565382003784,1986-07-29
2.658667802810669,1986-07-30
2.623218059539795,1986-07-31
2.623218059539795,1986-08-01
2.623218059539795,1986-08-04
2.623218059539795,1986-08-05
2.552320957183838,1986-08-06
2.516871690750122,1986-08-07
2.552320957183838,1986-08-08
2.516871690750122,1986-08-11
2.516871690750122,1986-08-12
2.445974111557007,1986-08-13
2.410524845123291,1986-08-14
2.516871690750122,1986-08-15
2.4814231395721436,1986-08-18
2.516871690750122,1986-08-19
2.4814231395721436,1986-08-20
2.516871690750122,1986-08-21
2.552320957183838,1986-08-22
2.410524845123291,1986-08-25
2.4814231395721436,1986-08-26
2.445974111557007,1986-08-27
2.445974111557007,1986-08-28
2.445974111557007,1986-08-29
2.4814231395721436,1986-09-02
2.445974111557007,1986-09-03
2.4814231395721436,1986-09-04
2.4814231395721436,1986-09-05
2.445974111557007,1986-09-08
2.4814231395721436,1986-09-09
2.3750762939453125,1986-09-10
2.410524845123291,1986-09-11
2.3750762939453125,1986-09-12
2.339627265930176,1986-09-15
2.197831392288208,1986-09-16
2.2332816123962402,1986-09-17
2.2332816123962402,1986-09-18
2.2687299251556396,1986-09-19
2.2332816123962402,1986-09-22
2.12693452835083,1986-09-23
2.12693452835083,1986-09-24
2.0560367107391357,1986-09-25
2.091484785079956,1986-09-26
2.0560367107391357,1986-09-29
2.2332816123962402,1986-09-30
2.2332816123962402,1986-10-01
2.197831392288208,1986-10-02
2.1623833179473877,1986-10-03
2.3750762939453125,1986-10-06
2.516871690750122,1986-10-07
2.410524845123291,1986-10-08
2.3750762939453125,1986-10-09
2.2687299251556396,1986-10-10
2.197831392288208,1986-10-13
2.12693452835083,1986-10-14
2.1623833179473877,1986-10-15
2.197831392288208,1986-10-16
2.2332816123962402,1986-10-17
2.2332816123962402,1986-10-20
2.2332816123962402,1986-10-21
2.197831392288208,1986-10-22
2.2332816123962402,1986-10-23
2.1623833179473877,1986-10-24
2.091484785079956,1986-10-27
2.197831392288208,1986-10-28
2.197831392288208,1986-10-29
2.2332816123962402,1986-10-30
2.2687299251556396,1986-10-31
2.2687299251556396,1986-11-03
2.3750762939453125,1986-11-04
2.6941168308258057,1986-11-05
2.942258596420288,1986-11-06
2.765014171600342,1986-11-07
2.658667802810669,1986-11-10
2.623218059539795,1986-11-11
2.552320957183838,1986-11-12
2.658667802810669,1986-11-13
2.5877702236175537,1986-11-14
2.658667802810669,1986-11-17
2.658667802810669,1986-11-18
2.5877702236175537,1986-11-19
2.552320957183838,1986-11-20
2.552320957183838,1986-11-21
2.3750762939453125,1986-11-24
2.3750762939453125,1986-11-25
2.4814231395721436,1986-11-26
2.410524845123291,1986-11-28
2.445974111557007,1986-12-01
2.410524845123291,1986-12-02
2.339627265930176,1986-12-03
2.339627265930176,1986-12-04
2.3750762939453125,1986-12-05
2.339627265930176,1986-12-08
2.339627265930176,1986-12-09
2.3750762939453125,1986-12-10
2.3041787147521973,1986-12-11
2.197831392288208,1986-12-12
2.1623833179473877,1986-12-15
2.020587921142578,1986-12-16
2.091484785079956,1986-12-17
1.9851384162902832,1986-12-18
2.0560367107391357,1986-12-19
2.0560367107391357,1986-12-22
1.9851384162902832,1986-12-23
2.020587921142578,1986-12-24
2.020587921142578,1986-12-26
1.9142407178878784,1986-12-29
1.9142407178878784,1986-12-30
1.8787916898727417,1986-12-31
1.9142407178878784,1987-01-02
2.12693452835083,1987-01-05
2.12693452835083,1987-01-06
2.2687299251556396,1987-01-07
2.2332816123962402,1987-01-08
2.2687299251556396,1987-01-09
2.2687299251556396,1987-01-12
2.2687299251556396,1987-01-13
2.339627265930176,1987-01-14
2.2332816123962402,1987-01-15
2.12693452835083,1987-01-16
2.3041787147521973,1987-01-19
2.3041787147521973,1987-01-20
2.3041787147521973,1987-01-21
2.2687299251556396,1987-01-22
2.3041787147521973,1987-01-23
2.2332816123962402,1987-01-26
2.2687299251556396,1987-01-27
2.197831392288208,1987-01-28
2.197831392288208,1987-01-29
2.197831392288208,1987-01-30
2.197831392288208,1987-02-02
2.197831392288208,1987-02-03
2.2687299251556396,1987-02-04
2.3041787147521973,1987-02-05
2.2687299251556396,1987-02-06
2.2687299251556396,1987-02-09
2.2687299251556396,1987-02-10
2.445974111557007,1987-02-11
2.410524845123291,1987-02-12
2.339627265930176,1987-02-13
2.3750762939453125,1987-02-17
2.3750762939453125,1987-02-18
2.410524845123291,1987-02-19
2.339627265930176,1987-02-20
2.2332816123962402,1987-02-23
2.1623833179473877,1987-02-24
2.1623833179473877,1987-02-25
2.1623833179473877,1987-02-26
2.1623833179473877,1987-02-27
2.091484785079956,1987-03-02
2.091484785079956,1987-03-03
2.1623833179473877,1987-03-04
2.091484785079956,1987-03-05
2.2687299251556396,1987-03-06
2.197831392288208,1987-03-09
2.2332816123962402,1987-03-10
2.197831392288208,1987-03-11
2.2332816123962402,1987-03-12
2.2332816123962402,1987-03-13
2.12693452835083,1987-03-16
2.020587921142578,1987-03-17
2.020587921142578,1987-03-18
2.091484785079956,1987-03-19
2.091484785079956,1987-03-20
2.1623833179473877,1987-03-23
2.0560367107391357,1987-03-24
2.091484785079956,1987-03-25
2.12693452835083,1987-03-26
2.0560367107391357,1987-03-27
2.0560367107391357,1987-03-30
2.020587921142578,1987-03-31
1.9851384162902832,1987-04-01
2.020587921142578,1987-04-02
2.0560367107391357,1987-04-03
2.091484785079956,1987-04-06
2.12693452835083,1987-04-07
2.091484785079956,1987-04-08
2.020587921142578,1987-04-09
2.020587921142578,1987-04-10
1.9851384162902832,1987-04-13
2.091484785079956,1987-04-14
2.091484785079956,1987-04-15
2.020587921142578,1987-04-16
2.020587921142578,1987-04-20
2.020587921142578,1987-04-21
2.020587921142578,1987-04-22
2.020587921142578,1987-04-23
1.9851384162902832,1987-04-24
2.0560367107391357,1987-04-27
1.9851384162902832,1987-04-28
1.9142407178878784,1987-04-29
1.9851384162902832,1987-04-30
1.949689507484436,1987-05-01
1.9851384162902832,1987-05-04
1.9851384162902832,1987-05-05
1.8787916898727417,1987-05-06
1.8433434963226318,1987-05-07
1.9851384162902832,1987-05-08
1.9851384162902832,1987-05-11
2.020587921142578,1987-05-12
1.9851384162902832,1987-05-13
1.9142407178878784,1987-05-14
1.9851384162902832,1987-05-15
1.9851384162902832,1987-05-18
1.9851384162902832,1987-05-19
1.9142407178878784,1987-05-20
1.9142407178878784,1987-05-21
1.8787916898727417,1987-05-22
1.9851384162902832,1987-05-26
1.9142407178878784,1987-05-27
1.9142407178878784,1987-05-28
1.9142407178878784,1987-05-29
2.091484785079956,1987-06-01
2.020587921142578,1987-06-02
1.9851384162902832,1987-06-03
1.9851384162902832,1987-06-04
2.2687299251556396,1987-06-05
2.552320957183838,1987-06-08
2.445974111557007,1987-06-09
2.3750762939453125,1987-06-10
2.445974111557007,1987-06-11
2.410524845123291,1987-06-12
2.623218059539795,1987-06-15
2.516871690750122,1987-06-16
2.516871690750122,1987-06-17
2.4814231395721436,1987-06-18
2.729565382003784,1987-06-19
2.8713607788085938,1987-06-22
2.800463914871216,1987-06-23
2.658667802810669,1987-06-24
2.623218059539795,1987-06-25
2.800463914871216,1987-06-26
2.835911750793457,1987-06-29
2.835911750793457,1987-06-30
2.8713607788085938,1987-07-01
3.0131571292877197,1987-07-02
3.1195034980773926,1987-07-06
2.977707624435425,1987-07-07
2.8713607788085938,1987-07-08
2.835911750793457,1987-07-09
2.729565382003784,1987-07-10
2.729565382003784,1987-07-13
2.6941168308258057,1987-07-14
2.765014171600342,1987-07-15
2.9068100452423096,1987-07-16
2.8713607788085938,1987-07-17
2.800463914871216,1987-07-20
2.765014171600342,1987-07-21
2.623218059539795,1987-07-22
2.552320957183838,1987-07-23
2.5877702236175537,1987-07-24
2.623218059539795,1987-07-27
2.516871690750122,1987-07-28
2.552320957183838,1987-07-29
2.552320957183838,1987-07-30
2.552320957183838,1987-07-31
2.658667802810669,1987-08-03
2.729565382003784,1987-08-04
2.623218059539795,1987-08-05
2.623218059539795,1987-08-06
2.623218059539795,1987-08-07
2.658667802810669,1987-08-10
2.552320957183838,1987-08-11
2.516871690750122,1987-08-12
2.4814231395721436,1987-08-13
2.4814231395721436,1987-08-14
2.516871690750122,1987-08-17
2.445974111557007,1987-08-18
2.445974111557007,1987-08-19
2.410524845123291,1987-08-20
2.445974111557007,1987-08-21
2.445974111557007,1987-08-24
2.516871690750122,1987-08-25
2.4814231395721436,1987-08-26
2.6941168308258057,1987-08-27
3.048605442047119,1987-08-28
2.800463914871216,1987-08-31
2.835911750793457,1987-09-01
2.800463914871216,1987-09-02
2.800463914871216,1987-09-03
2.658667802810669,1987-09-04
2.516871690750122,1987-09-08
2.552320957183838,1987-09-09
2.729565382003784,1987-09-10
2.6941168308258057,1987-09-11
2.552320957183838,1987-09-14
2.516871690750122,1987-09-15
2.5877702236175537,1987-09-16
2.552320957183838,1987-09-17
2.516871690750122,1987-09-18
2.5877702236175537,1987-09-21
2.623218059539795,1987-09-22
2.5877702236175537,1987-09-23
2.552320957183838,1987-09-24
2.552320957183838,1987-09-25
2.516871690750122,1987-09-28
2.4814231395721436,1987-09-29
2.516871690750122,1987-09-30
2.4814231395721436,1987-10-01
2.4814231395721436,1987-10-02
2.4814231395721436,1987-10-05
2.3750762939453125,1987-10-06
2.3750762939453125,1987-10-07
2.2687299251556396,1987-10-08
2.3041787147521973,1987-10-09
2.1623833179473877,1987-10-12
2.2687299251556396,1987-10-13
2.2332816123962402,1987-10-14
2.197831392288208,1987-10-15
2.12693452835083,1987-10-16
1.5952011346817017,1987-10-19
1.3116095066070557,1987-10-20
1.6306500434875488,1987-10-21
1.5243031978607178,1987-10-22
1.4179562330245972,1987-10-23
1.3116095066070557,1987-10-26
1.2407110929489136,1987-10-27
1.276160478591919,1987-10-28
1.276160478591919,1987-10-29
1.4179562330245972,1987-10-30
1.4179562330245972,1987-11-02
1.3470580577850342,1987-11-03
1.4179562330245972,1987-11-04
1.382507085800171,1987-11-05
1.382507085800171,1987-11-06
1.4179562330245972,1987-11-09
1.4179562330245972,1987-11-10
1.4179562330245972,1987-11-11
1.4179562330245972,1987-11-12
1.4179562330245972,1987-11-13
1.276160478591919,1987-11-16
1.3116095066070557,1987-11-17
1.276160478591919,1987-11-18
1.2407110929489136,1987-11-19
1.3116095066070557,1987-11-20
1.276160478591919,1987-11-23
1.3470580577850342,1987-11-24
1.276160478591919,1987-11-25
1.3116095066070557,1987-11-27
1.2407110929489136,1987-11-30
1.1343644857406616,1987-12-01
1.063467264175415,1987-12-02
0.9571203589439392,1987-12-03
1.063467264175415,1987-12-04
0.9571203589439392,1987-12-07
0.9925695657730103,1987-12-08
0.9216712713241577,1987-12-09
0.886222779750824,1987-12-10
1.0280178785324097,1987-12-11
1.063467264175415,1987-12-14
1.0280178785324097,1987-12-15
1.0280178785324097,1987-12-16
1.0280178785324097,1987-12-17
1.0280178785324097,1987-12-18
1.1343644857406616,1987-12-21
1.1343644857406616,1987-12-22
1.169813632965088,1987-12-23
1.382507085800171,1987-12-24
1.2052628993988037,1987-12-28
1.063467264175415,1987-12-29
1.0989161729812622,1987-12-30
1.0280178785324097,1987-12-31
1.1343644857406616,1988-01-04
1.063467264175415,1988-01-05
1.0989161729812622,1988-01-06
1.063467264175415,1988-01-07
1.063467264175415,1988-01-08
1.063467264175415,1988-01-11
1.0280178785324097,1988-01-12
0.9925695657730103,1988-01-13
1.063467264175415,1988-01-14
1.063467264175415,1988-01-15
1.0280178785324097,1988-01-18
1.0989161729812622,1988-01-19
1.2052628993988037,1988-01-20
1.1343644857406616,1988-01-21
1.169813632965088,1988-01-22
1.0989161729812622,1988-01-25
1.063467264175415,1988-01-26
1.1343644857406616,1988-01-27
1.1343644857406616,1988-01-28
1.0989161729812622,1988-01-29
1.0280178785324097,1988-02-01
1.0989161729812622,1988-02-02
1.063467264175415,1988-02-03
1.063467264175415,1988-02-04
1.063467264175415,1988-02-05
1.0280178785324097,1988-02-08
1.0280178785324097,1988-02-09
1.0280178785324097,1988-02-10
1.063467264175415,1988-02-11
1.0280178785324097,1988-02-12
1.0989161729812622,1988-02-16
1.1343644857406616,1988-02-17
1.1343644857406616,1988-02-18
1.1343644857406616,1988-02-19
1.1343644857406616,1988-02-22
1.0989161729812622,1988-02-23
1.063467264175415,1988-02-24
1.063467264175415,1988-02-25
1.063467264175415,1988-02-26
1.1343644857406616,1988-02-29
1.1343644857406616,1988-03-01
1.0989161729812622,1988-03-02
1.063467264175415,1988-03-03
1.2052628993988037,1988-03-04
1.1343644857406616,1988-03-07
1.2407110929489136,1988-03-08
1.169813632965088,1988-03-09
1.1343644857406616,1988-03-10
1.2052628993988037,1988-03-11
1.169813632965088,1988-03-14
1.1343644857406616,1988-03-15
1.0989161729812622,1988-03-16
1.063467264175415,1988-03-17
1.1343644857406616,1988-03-18
1.1343644857406616,1988-03-21
1.1343644857406616,1988-03-22
1.1343644857406616,1988-03-23
1.169813632965088,1988-03-24
1.1343644857406616,1988-03-25
1.0989161729812622,1988-03-28
1.0989161729812622,1988-03-29
1.063467264175415,1988-03-30
1.1343644857406616,1988-03-31
1.0989161729812622,1988-04-04
1.063467264175415,1988-04-05
