PPG,Date
0.7708597779273987,1980-12-30
0.8432892560958862,1980-12-31
0.8432892560958862,1981-01-02
0.832942545413971,1981-01-05
0.8019012808799744,1981-01-06
0.7812065482139587,1981-01-07
0.76051265001297,1981-01-08
0.7941407561302185,1981-01-09
0.8381158709526062,1981-01-12
0.832942545413971,1981-01-13
0.8355289101600647,1981-01-14
0.832942545413971,1981-01-15
0.874330997467041,1981-01-16
0.8691570162773132,1981-01-19
0.882091760635376,1981-01-20
0.8898521065711975,1981-01-21
0.874330997467041,1981-01-22
0.8691570162773132,1981-01-23
0.8484629988670349,1981-01-26
0.8562235236167908,1981-01-27
0.8691570162773132,1981-01-28
0.8795042634010315,1981-01-29
0.882091760635376,1981-01-30
0.8588102459907532,1981-02-02
0.8691570162773132,1981-02-03
0.8536364436149597,1981-02-04
0.8691570162773132,1981-02-05
0.8976116180419922,1981-02-06
0.8950248956680298,1981-02-09
0.8950248956680298,1981-02-10
0.8898521065711975,1981-02-11
0.88726407289505,1981-02-12
0.874330997467041,1981-02-13
0.8639838099479675,1981-02-17
0.8588102459907532,1981-02-18
0.8432892560958862,1981-02-19
0.8432892560958862,1981-02-20
0.8562235236167908,1981-02-23
0.8691570162773132,1981-02-24
0.9726285338401794,1981-02-25
1.008843183517456,1981-02-26
1.045058012008667,1981-02-27
1.0631657838821411,1981-03-02
1.0424714088439941,1981-03-03
1.034711241722107,1981-03-04
0.9933223724365234,1981-03-05
1.0036697387695312,1981-03-06
1.0140169858932495,1981-03-09
0.9803888201713562,1981-03-10
0.9829759001731873,1981-03-11
1.0191903114318848,1981-03-12
1.034711241722107,1981-03-13
1.0295368432998657,1981-03-16
1.0476454496383667,1981-03-17
1.065752625465393,1981-03-18
1.0502313375473022,1981-03-19
1.0579912662506104,1981-03-20
1.065752625465393,1981-03-23
1.0528182983398438,1981-03-24
1.143355369567871,1981-03-25
1.107141137123108,1981-03-26
1.1226615905761719,1981-03-27
1.0864461660385132,1981-03-30
1.120074987411499,1981-03-31
1.127835750579834,1981-04-01
1.112314224243164,1981-04-02
1.0916200876235962,1981-04-03
1.1950913667678833,1981-04-06
1.1743971109390259,1981-04-07
1.1537022590637207,1981-04-08
1.1640499830245972,1981-04-09
1.179570198059082,1981-04-10
1.1847437620162964,1981-04-13
1.158876657485962,1981-04-14
1.1562901735305786,1981-04-15
1.1666374206542969,1981-04-16
1.1640499830245972,1981-04-20
1.0916200876235962,1981-04-21
1.099380612373352,1981-04-22
1.120074987411499,1981-04-23
1.127835750579834,1981-04-24
1.127835750579834,1981-04-27
1.0890326499938965,1981-04-28
1.0528182983398438,1981-04-29
1.0554054975509644,1981-04-30
1.0760997533798218,1981-05-01
1.0579912662506104,1981-05-04
1.0269508361816406,1981-05-05
1.0321241617202759,1981-05-06
1.0554054975509644,1981-05-07
1.0554054975509644,1981-05-08
1.0269508361816406,1981-05-11
1.0191903114318848,1981-05-12
1.0243637561798096,1981-05-13
1.034711241722107,1981-05-14
1.039884090423584,1981-05-15
1.0372980833053589,1981-05-18
1.0554054975509644,1981-05-19
1.125248670578003,1981-05-20
1.1174876689910889,1981-05-21
1.1019667387008667,1981-05-22
1.1019667387008667,1981-05-26
1.0838602781295776,1981-05-27
1.0709253549575806,1981-05-28
1.0605789422988892,1981-05-29
1.039884090423584,1981-06-01
1.0140169858932495,1981-06-02
0.9803888201713562,1981-06-03
0.9829759001731873,1981-06-04
1.0036697387695312,1981-06-05
1.0036697387695312,1981-06-08
1.008843183517456,1981-06-09
1.0140169858932495,1981-06-10
1.045058012008667,1981-06-11
1.0243637561798096,1981-06-12
1.039884090423584,1981-06-15
1.0295368432998657,1981-06-16
1.0191903114318848,1981-06-17
0.9984957575798035,1981-06-18
0.9778019189834595,1981-06-19
0.9803888201713562,1981-06-22
0.9829759001731873,1981-06-23
0.9726285338401794,1981-06-24
0.9726285338401794,1981-06-25
0.951934278011322,1981-06-26
0.9648678302764893,1981-06-29
0.9726285338401794,1981-06-30
0.9752150774002075,1981-07-01
0.9726285338401794,1981-07-02
0.9622811079025269,1981-07-06
0.9286534190177917,1981-07-07
0.915719747543335,1981-07-08
0.9105456471443176,1981-07-09
0.9001985192298889,1981-07-10
0.8924387097358704,1981-07-13
0.8950248956680298,1981-07-14
0.9260659217834473,1981-07-15
0.93900066614151,1981-07-16
0.9415873885154724,1981-07-17
0.915719747543335,1981-07-20
0.9079582095146179,1981-07-21
0.8950248956680298,1981-07-22
0.9027852416038513,1981-07-23
0.9105456471443176,1981-07-24
0.9001985192298889,1981-07-27
0.920893132686615,1981-07-28
0.9260659217834473,1981-07-29
0.9234797358512878,1981-07-30
0.920893132686615,1981-07-31
0.9260659217834473,1981-08-03
0.9260659217834473,1981-08-04
0.9571074843406677,1981-08-05
0.951934278011322,1981-08-06
0.9441735148429871,1981-08-07
0.951934278011322,1981-08-10
0.9778019189834595,1981-08-11
0.9545207023620605,1981-08-12
0.9467607140541077,1981-08-13
0.9622811079025269,1981-08-14
0.9545207023620605,1981-08-17
0.93900066614151,1981-08-18
0.9467607140541077,1981-08-19
0.9441735148429871,1981-08-20
0.93900066614151,1981-08-21
0.9441735148429871,1981-08-24
0.9545207023620605,1981-08-25
0.9493470788002014,1981-08-26
0.9493470788002014,1981-08-27
0.9493470788002014,1981-08-28
0.9467607140541077,1981-08-31
0.9493470788002014,1981-09-01
0.9545207023620605,1981-09-02
0.9467607140541077,1981-09-03
0.9312404990196228,1981-09-04
0.8924387097358704,1981-09-08
0.8898521065711975,1981-09-09
0.9027852416038513,1981-09-10
0.8950248956680298,1981-09-11
0.8976116180419922,1981-09-14
0.8950248956680298,1981-09-15
0.9053715467453003,1981-09-16
0.8976116180419922,1981-09-17
0.874330997467041,1981-09-18
0.8769176602363586,1981-09-21
0.8769176602363586,1981-09-22
0.8639838099479675,1981-09-23
0.8588102459907532,1981-09-24
0.8174214959144592,1981-09-25
0.8432892560958862,1981-09-28
0.8484629988670349,1981-09-29
0.832942545413971,1981-09-30
0.8251821994781494,1981-10-01
0.8355289101600647,1981-10-02
0.8251821994781494,1981-10-05
0.8070748448371887,1981-10-06
0.8019012808799744,1981-10-07
0.8122476935386658,1981-10-08
0.8070748448371887,1981-10-09
0.8070748448371887,1981-10-12
0.8044880628585815,1981-10-13
0.8019012808799744,1981-10-14
0.8044880628585815,1981-10-15
0.8044880628585815,1981-10-16
0.8096610307693481,1981-10-19
0.7915539145469666,1981-10-20
0.7915539145469666,1981-10-21
0.7760331630706787,1981-10-22
0.76051265001297,1981-10-23
0.7630996108055115,1981-10-26
0.7786198854446411,1981-10-27
0.7889672517776489,1981-10-28
0.7812065482139587,1981-10-29
0.7915539145469666,1981-10-30
0.8070748448371887,1981-11-02
0.8381158709526062,1981-11-03
0.8303557634353638,1981-11-04
0.8432892560958862,1981-11-05
0.8484629988670349,1981-11-06
0.8510497808456421,1981-11-09
0.8588102459907532,1981-11-10
0.8665710687637329,1981-11-11
0.8639838099479675,1981-11-12
0.8458760976791382,1981-11-13
0.8200086951255798,1981-11-16
0.8251821994781494,1981-11-17
0.8174214959144592,1981-11-18
0.8200086951255798,1981-11-19
0.8277689218521118,1981-11-20
0.8148351907730103,1981-11-23
0.8148351907730103,1981-11-24
0.8122476935386658,1981-11-25
0.8200086951255798,1981-11-27
0.832942545413971,1981-11-30
0.8225950598716736,1981-12-01
0.8225950598716736,1981-12-02
0.832942545413971,1981-12-03
0.832942545413971,1981-12-04
0.8251821994781494,1981-12-07
0.8174214959144592,1981-12-08
0.8225950598716736,1981-12-09
0.8251821994781494,1981-12-10
0.832942545413971,1981-12-11
0.8122476935386658,1981-12-14
0.8096610307693481,1981-12-15
0.8096610307693481,1981-12-16
0.8070748448371887,1981-12-17
0.8019012808799744,1981-12-18
0.7863800525665283,1981-12-21
0.7863800525665283,1981-12-22
0.7863800525665283,1981-12-23
0.7889672517776489,1981-12-24
0.7656859755516052,1981-12-28
0.7656859755516052,1981-12-29
0.7708597779273987,1981-12-30
0.7812065482139587,1981-12-31
0.7837936282157898,1982-01-04
0.7708597779273987,1982-01-05
0.7708597779273987,1982-01-06
0.76051265001297,1982-01-07
0.7501649260520935,1982-01-08
0.7242980599403381,1982-01-11
0.7294710278511047,1982-01-12
0.7242980599403381,1982-01-13
0.7217109799385071,1982-01-14
0.7139506340026855,1982-01-15
0.6829094886779785,1982-01-18
0.6803227066993713,1982-01-19
0.6777353882789612,1982-01-20
0.6777353882789612,1982-01-21
0.6725620031356812,1982-01-22
0.6673887372016907,1982-01-25
0.6622149348258972,1982-01-26
0.6648017764091492,1982-01-27
0.6751489639282227,1982-01-28
0.6906697154045105,1982-01-29
0.6777353882789612,1982-02-01
0.6829094886779785,1982-02-02
0.6854960918426514,1982-02-03
0.6880828142166138,1982-02-04
0.7113639712333679,1982-02-05
0.6880828142166138,1982-02-08
0.6751489639282227,1982-02-09
0.6751489639282227,1982-02-10
0.6466943621635437,1982-02-11
0.6544550061225891,1982-02-12
0.6570413708686829,1982-02-16
0.6544550061225891,1982-02-17
0.6544550061225891,1982-02-18
0.6518679857254028,1982-02-19
0.6441075801849365,1982-02-22
0.6492809653282166,1982-02-23
0.6466943621635437,1982-02-24
0.6466943621635437,1982-02-25
0.6492809653282166,1982-02-26
0.6415207982063293,1982-03-01
0.6389340758323669,1982-03-02
0.6311736106872559,1982-03-03
0.6260000467300415,1982-03-04
0.6208266615867615,1982-03-05
0.6104793548583984,1982-03-08
0.6053063869476318,1982-03-09
0.6156530380249023,1982-03-10
0.6415207982063293,1982-03-11
0.6492809653282166,1982-03-12
0.6596283912658691,1982-03-15
0.6648017764091492,1982-03-16
0.6622149348258972,1982-03-17
0.6518679857254028,1982-03-18
0.6518679857254028,1982-03-19
0.6492809653282166,1982-03-22
0.6596283912658691,1982-03-23
0.6673887372016907,1982-03-24
0.6596283912658691,1982-03-25
0.6492809653282166,1982-03-26
0.6570413708686829,1982-03-29
0.6596283912658691,1982-03-30
0.6544550061225891,1982-03-31
0.6622149348258972,1982-04-01
0.6648017764091492,1982-04-02
0.6648017764091492,1982-04-05
0.6673887372016907,1982-04-06
0.6725620031356812,1982-04-07
0.6699761152267456,1982-04-08
0.6699761152267456,1982-04-12
0.6751489639282227,1982-04-13
0.6803227066993713,1982-04-14
0.6648017764091492,1982-04-15
0.6622149348258972,1982-04-16
0.6673887372016907,1982-04-19
0.6673887372016907,1982-04-20
0.6673887372016907,1982-04-21
0.6673887372016907,1982-04-22
0.6803227066993713,1982-04-23
0.7010169625282288,1982-04-26
0.7010169625282288,1982-04-27
0.7036036849021912,1982-04-28
0.6906697154045105,1982-04-29
0.7061904668807983,1982-04-30
0.7139506340026855,1982-05-03
0.7010169625282288,1982-05-04
0.7010169625282288,1982-05-05
0.6984302997589111,1982-05-06
0.6984302997589111,1982-05-07
0.695843517780304,1982-05-10
0.7061904668807983,1982-05-11
0.7087771892547607,1982-05-12
0.6880828142166138,1982-05-13
0.6984302997589111,1982-05-14
0.6984302997589111,1982-05-17
0.6984302997589111,1982-05-18
0.7036036849021912,1982-05-19
0.7087771892547607,1982-05-20
0.7036036849021912,1982-05-21
0.695843517780304,1982-05-24
0.6906697154045105,1982-05-25
0.6854960918426514,1982-05-26
0.6854960918426514,1982-05-27
0.6880828142166138,1982-05-28
0.6570413708686829,1982-06-01
0.6725620031356812,1982-06-02
0.6673887372016907,1982-06-03
0.6415207982063293,1982-06-04
0.6363472938537598,1982-06-07
0.6285871267318726,1982-06-08
0.6078928709030151,1982-06-09
0.6182399988174438,1982-06-10
0.6337607502937317,1982-06-11
0.6363472938537598,1982-06-14
0.6363472938537598,1982-06-15
0.6415207982063293,1982-06-16
0.6389340758323669,1982-06-17
0.6363472938537598,1982-06-18
0.6285871267318726,1982-06-21
0.6311736106872559,1982-06-22
0.6466943621635437,1982-06-23
0.6492809653282166,1982-06-24
0.6544550061225891,1982-06-25
0.6622149348258972,1982-06-28
0.6932564377784729,1982-06-29
0.6880828142166138,1982-06-30
0.6906697154045105,1982-07-01
0.6880828142166138,1982-07-02
0.6777353882789612,1982-07-06
0.6622149348258972,1982-07-07
0.6751489639282227,1982-07-08
0.6829094886779785,1982-07-09
0.6829094886779785,1982-07-12
0.6777353882789612,1982-07-13
0.6673887372016907,1982-07-14
0.6725620031356812,1982-07-15
0.6699761152267456,1982-07-16
0.6777353882789612,1982-07-19
0.6906697154045105,1982-07-20
0.7191240191459656,1982-07-21
0.7294710278511047,1982-07-22
0.7242980599403381,1982-07-23
0.7424057722091675,1982-07-26
0.7372319102287292,1982-07-27
0.7087771892547607,1982-07-28
0.7294710278511047,1982-07-29
0.7372319102287292,1982-07-30
0.7527523040771484,1982-08-02
0.7449923753738403,1982-08-03
0.7113639712333679,1982-08-04
0.7010169625282288,1982-08-05
0.6725620031356812,1982-08-06
0.6803227066993713,1982-08-09
0.6880828142166138,1982-08-10
0.6880828142166138,1982-08-11
0.6906697154045105,1982-08-12
0.6984302997589111,1982-08-13
0.7010169625282288,1982-08-16
0.7217109799385071,1982-08-17
0.76051265001297,1982-08-18
0.7656859755516052,1982-08-19
0.8070748448371887,1982-08-20
0.8019012808799744,1982-08-23
0.7967275381088257,1982-08-24
0.8070748448371887,1982-08-25
0.8096610307693481,1982-08-26
0.7967275381088257,1982-08-27
0.832942545413971,1982-08-30
0.8381158709526062,1982-08-31
0.832942545413971,1982-09-01
0.8200086951255798,1982-09-02
0.8407018780708313,1982-09-03
0.8432892560958862,1982-09-07
0.8381158709526062,1982-09-08
0.8381158709526062,1982-09-09
0.8225950598716736,1982-09-10
0.8225950598716736,1982-09-13
0.8225950598716736,1982-09-14
0.832942545413971,1982-09-15
0.8251821994781494,1982-09-16
0.8174214959144592,1982-09-17
0.8251821994781494,1982-09-20
0.832942545413971,1982-09-21
0.8562235236167908,1982-09-22
0.8484629988670349,1982-09-23
0.8484629988670349,1982-09-24
0.8432892560958862,1982-09-27
0.8432892560958862,1982-09-28
0.8277689218521118,1982-09-29
0.8148351907730103,1982-09-30
0.8277689218521118,1982-10-01
0.8303557634353638,1982-10-04
0.832942545413971,1982-10-05
0.8484629988670349,1982-10-06
0.8639838099479675,1982-10-07
0.8588102459907532,1982-10-08
0.8665710687637329,1982-10-11
0.88726407289505,1982-10-12
0.9364129304885864,1982-10-13
0.8795042634010315,1982-10-14
0.8717446327209473,1982-10-15
0.9053715467453003,1982-10-18
0.9286534190177917,1982-10-19
0.951934278011322,1982-10-20
0.9829759001731873,1982-10-21
1.016603708267212,1982-10-22
0.9571074843406677,1982-10-25
0.9674549698829651,1982-10-26
1.016603708267212,1982-10-27
1.0140169858932495,1982-10-28
0.9959091544151306,1982-10-29
0.9933223724365234,1982-11-01
0.9984957575798035,1982-11-02
1.045058012008667,1982-11-03
1.0760997533798218,1982-11-04
1.1045544147491455,1982-11-05
1.0838602781295776,1982-11-08
1.065752625465393,1982-11-09
1.0709253549575806,1982-11-10
1.0476454496383667,1982-11-11
1.0502313375473022,1982-11-12
1.0140169858932495,1982-11-15
1.0140169858932495,1982-11-16
1.0295368432998657,1982-11-17
1.039884090423584,1982-11-18
1.0295368432998657,1982-11-19
1.0191903114318848,1982-11-22
0.9674549698829651,1982-11-23
1.0062568187713623,1982-11-24
1.0295368432998657,1982-11-26
1.039884090423584,1982-11-29
1.039884090423584,1982-11-30
1.0605789422988892,1982-12-01
1.0709253549575806,1982-12-02
1.065752625465393,1982-12-03
1.0760997533798218,1982-12-06
1.0812731981277466,1982-12-07
1.065752625465393,1982-12-08
1.045058012008667,1982-12-09
1.0243637561798096,1982-12-10
0.9933223724365234,1982-12-13
0.9933223724365234,1982-12-14
0.9855622053146362,1982-12-15
0.9752150774002075,1982-12-16
1.0243637561798096,1982-12-17
1.0191903114318848,1982-12-20
1.0295368432998657,1982-12-21
1.0709253549575806,1982-12-22
1.0864461660385132,1982-12-23
1.0631657838821411,1982-12-27
1.0916200876235962,1982-12-28
1.0864461660385132,1982-12-29
1.0812731981277466,1982-12-30
1.0709253549575806,1982-12-31
1.045058012008667,1983-01-03
1.065752625465393,1983-01-04
1.078686237335205,1983-01-05
1.1330082416534424,1983-01-06
1.1821571588516235,1983-01-07
1.158876657485962,1983-01-10
1.158876657485962,1983-01-11
1.112314224243164,1983-01-12
1.120074987411499,1983-01-13
1.127835750579834,1983-01-14
1.1226615905761719,1983-01-17
1.1537022590637207,1983-01-18
1.143355369567871,1983-01-19
1.112314224243164,1983-01-20
1.0864461660385132,1983-01-21
1.065752625465393,1983-01-24
1.065752625465393,1983-01-25
1.0709253549575806,1983-01-26
1.112314224243164,1983-01-27
1.127835750579834,1983-01-28
1.1355948448181152,1983-01-31
1.1174876689910889,1983-02-01
1.1174876689910889,1983-02-02
1.1226615905761719,1983-02-03
1.127835750579834,1983-02-04
1.1330082416534424,1983-02-07
1.1174876689910889,1983-02-08
1.1149011850357056,1983-02-09
1.127835750579834,1983-02-10
1.127835750579834,1983-02-11
1.1226615905761719,1983-02-14
1.107141137123108,1983-02-15
1.1174876689910889,1983-02-16
1.1226615905761719,1983-02-17
1.1174876689910889,1983-02-18
1.125248670578003,1983-02-22
1.125248670578003,1983-02-23
1.179570198059082,1983-02-24
1.1718100309371948,1983-02-25
1.1976782083511353,1983-02-28
1.2209587097167969,1983-03-01
1.2390666007995605,1983-03-02
1.2313060760498047,1983-03-03
1.2261332273483276,1983-03-04
1.2313060760498047,1983-03-07
1.2106127738952637,1983-03-08
1.2157856225967407,1983-03-09
1.2209587097167969,1983-03-10
1.2235465049743652,1983-03-11
1.2338932752609253,1983-03-14
1.2338932752609253,1983-03-15
1.241653323173523,1983-03-16
1.2623472213745117,1983-03-17
1.3192565441131592,1983-03-18
1.2933887243270874,1983-03-21
1.3037359714508057,1983-03-22
1.2985618114471436,1983-03-23
1.2882146835327148,1983-03-24
1.2830415964126587,1983-03-25
1.2882146835327148,1983-03-28
1.2778679132461548,1983-03-29
1.264933705329895,1983-03-30
1.2726945877075195,1983-03-31
1.2778679132461548,1983-04-04
1.2778679132461548,1983-04-05
1.2726945877075195,1983-04-06
1.2726945877075195,1983-04-07
1.2468265295028687,1983-04-08
1.2468265295028687,1983-04-11
1.2675213813781738,1983-04-12
1.2933887243270874,1983-04-13
1.3037359714508057,1983-04-14
1.295976161956787,1983-04-15
1.3011493682861328,1983-04-18
1.3166698217391968,1983-04-19
1.3192565441131592,1983-04-20
1.3089096546173096,1983-04-21
1.3089096546173096,1983-04-22
1.3140827417373657,1983-04-25
1.3244298696517944,1983-04-26
1.3321906328201294,1983-04-27
1.3373651504516602,1983-04-28
1.3528850078582764,1983-04-29
1.3425381183624268,1983-05-02
1.3373651504516602,1983-05-03
1.3340229988098145,1983-05-04
1.3157483339309692,1983-05-05
1.3522968292236328,1983-05-06
1.3549069166183472,1983-05-09
1.3470758199691772,1983-05-10
1.3444650173187256,1983-05-11
1.3288012742996216,1983-05-12
1.3314112424850464,1983-05-13
1.3366329669952393,1983-05-16
1.3418532609939575,1983-05-17
1.3470758199691772,1983-05-18
1.3209692239761353,1983-05-19
1.3392438888549805,1983-05-20
1.349686622619629,1983-05-23
1.3757930994033813,1983-05-24
1.3731815814971924,1983-05-25
1.4045088291168213,1983-05-26
1.3914562463760376,1983-05-27
1.367959976196289,1983-05-31
1.3705713748931885,1983-06-01
1.3470758199691772,1983-06-02
1.3470758199691772,1983-06-03
1.3601279258728027,1983-06-06
1.3522968292236328,1983-06-07
1.3392438888549805,1983-06-08
1.3392438888549805,1983-06-09
1.3575180768966675,1983-06-10
1.3627386093139648,1983-06-13
1.3731815814971924,1983-06-14
1.3757930994033813,1983-06-15
1.3888449668884277,1983-06-16
1.3784031867980957,1983-06-17
1.3757930994033813,1983-06-20
1.367959976196289,1983-06-21
1.367959976196289,1983-06-22
1.3601279258728027,1983-06-23
1.367959976196289,1983-06-24
1.3627386093139648,1983-06-27
1.3522968292236328,1983-06-28
1.3157483339309692,1983-06-29
1.32619047164917,1983-06-30
1.3444650173187256,1983-07-01
1.3340229988098145,1983-07-05
1.3314112424850464,1983-07-06
1.32619047164917,1983-07-07
1.3314112424850464,1983-07-08
1.3288012742996216,1983-07-11
1.3053052425384521,1983-07-12
1.2922524213790894,1983-07-13
1.302695393562317,1983-07-14
1.2792001962661743,1983-07-15
1.2739781141281128,1983-07-18
1.2739781141281128,1983-07-19
1.2948631048202515,1983-07-20
1.3366329669952393,1983-07-21
1.3784031867980957,1983-07-22
1.4071191549301147,1983-07-25
1.441057562828064,1983-07-26
1.4018982648849487,1983-07-27
1.365350365638733,1983-07-28
1.3340229988098145,1983-07-29
1.307916283607483,1983-08-01
1.307916283607483,1983-08-02
1.2948631048202515,1983-08-03
1.2529746294021606,1983-08-04
1.2608879804611206,1983-08-05
1.2608879804611206,1983-08-08
1.2397853136062622,1983-08-09
1.192304253578186,1983-08-10
1.2028552293777466,1983-08-11
1.2265958786010742,1983-08-12
1.2661638259887695,1983-08-15
1.2397853136062622,1983-08-16
1.2608879804611206,1983-08-17
1.2529746294021606,1983-08-18
1.2608879804611206,1983-08-19
1.2635259628295898,1983-08-22
1.2793525457382202,1983-08-23
1.2608879804611206,1983-08-24
1.28462815284729,1983-08-25
1.3189196586608887,1983-08-26
1.3321095705032349,1983-08-29
1.3505743741989136,1983-08-30
1.345297932624817,1983-08-31
1.3664019107818604,1983-09-01
1.3927801847457886,1983-09-02
1.4138836860656738,1983-09-06
1.4640021324157715,1983-09-07
