Date,MXIM
2016-08-08,40.55
2016-08-05,40.73
2016-08-04,40.83
2016-08-03,40.51
2016-08-02,40.17
2016-08-01,41.09
2016-07-29,40.78
2016-07-28,40.67
2016-07-27,41.24
2016-07-26,40.91
2016-07-25,38.82
2016-07-22,38.35
2016-07-21,37.71
2016-07-20,38.24
2016-07-19,37.81
2016-07-18,38.12
2016-07-15,37.78
2016-07-14,37.95
2016-07-13,37.73
2016-07-12,37.73
2016-07-11,37.14
2016-07-08,36.88
2016-07-07,36.22
2016-07-06,35.59
2016-07-05,35.32
2016-07-01,35.5
2016-06-30,35.69
2016-06-29,35.04
2016-06-28,34.43
2016-06-27,33.84
2016-06-24,35.1
2016-06-23,37.89
2016-06-22,37.15
2016-06-21,37.44
2016-06-20,37.01
2016-06-17,36.43
2016-06-16,37.08
2016-06-15,37.06
2016-06-14,37.35
2016-06-13,37.39
2016-06-10,37.63
2016-06-09,37.86
2016-06-08,37.87
2016-06-07,37.58
2016-06-06,37.68
2016-06-03,37.89
2016-06-02,38.18
2016-06-01,38.28
2016-05-31,37.96
2016-05-27,37.69
2016-05-26,37.48
2016-05-25,37.54
2016-05-24,37.48
2016-05-23,36.6
2016-05-20,36.45
2016-05-19,35.69
2016-05-18,35.87
2016-05-17,35.45
2016-05-16,36.36
2016-05-13,35.98
2016-05-12,35.92
2016-05-11,36.4
2016-05-10,36.51
2016-05-09,35.86
2016-05-06,35.86
2016-05-05,35.69
2016-05-04,35.59
2016-05-03,36.07
2016-05-02,36.41
2016-04-29,35.72
2016-04-28,36.89
2016-04-27,37.66
2016-04-26,37.45
2016-04-25,37.57
2016-04-22,37.31
2016-04-21,36.52
2016-04-20,36.33
2016-04-19,35.88
2016-04-18,36.72
2016-04-15,36.56
2016-04-14,36.81
2016-04-13,37.32
2016-04-12,36.35
2016-04-11,36.52
2016-04-08,36.65
2016-04-07,36.37
2016-04-06,36.8
2016-04-05,36.27
2016-04-04,36.63
2016-04-01,36.61
2016-03-31,36.78
2016-03-30,36.54
2016-03-29,36.17
2016-03-28,35.55
2016-03-24,35.62
2016-03-23,35.34
2016-03-22,35.47
2016-03-21,35.32
2016-03-18,35.28
2016-03-17,35.26
2016-03-16,35.0
2016-03-15,34.45
2016-03-14,34.4
2016-03-11,34.64
2016-03-10,33.77
2016-03-09,33.74
2016-03-08,33.2
2016-03-07,34.06
2016-03-04,34.47
2016-03-03,34.15
2016-03-02,34.82
2016-03-01,34.22
2016-02-29,33.86
2016-02-27,33.91
2016-02-26,33.9
2016-02-25,34.03
2016-02-24,33.48
2016-02-23,32.78
2016-02-22,33.45
2016-02-19,32.99
2016-02-18,33.0
2016-02-17,33.66
2016-02-16,33.42
2016-02-12,32.45
2016-02-11,32.0
2016-02-10,31.15
2016-02-09,31.12
2016-02-08,30.74
2016-02-05,31.27
2016-02-04,32.09
2016-02-03,32.36
2016-02-02,32.39
2016-02-01,33.5
2016-01-29,33.4
2016-01-28,32.23
2016-01-27,32.05
2016-01-26,32.37
2016-01-25,31.63
2016-01-22,32.19
2016-01-21,31.03
2016-01-20,31.16
2016-01-19,31.07
2016-01-15,31.99
2016-01-14,32.31
2016-01-13,32.11
2016-01-12,33.15
2016-01-11,33.06
2016-01-08,32.33
2016-01-07,34.26
2016-01-06,35.18
2016-01-05,36.23
2016-01-04,36.67
2015-12-31,38.0
2015-12-30,38.41
2015-12-29,38.79
2015-12-28,37.84
2015-12-24,37.87
2015-12-23,37.59
2015-12-22,37.3
2015-12-21,37.66
2015-12-18,37.24
2015-12-17,37.59
2015-12-16,38.33
2015-12-15,38.29
2015-12-14,38.06
2015-12-11,37.79
2015-12-10,37.87
2015-12-09,37.11
2015-12-08,36.6
2015-12-07,37.66
2015-12-04,38.15
2015-12-03,36.94
2015-12-02,38.69
2015-12-01,38.69
2015-11-30,38.77
2015-11-27,39.16
2015-11-25,38.83
2015-11-24,38.72
2015-11-23,38.46
2015-11-20,39.99
2015-11-19,39.65
2015-11-18,39.41
2015-11-17,38.69
2015-11-16,39.15
2015-11-13,38.83
2015-11-12,39.33
2015-11-11,39.63
2015-11-10,39.5
2015-11-09,40.02
2015-11-06,40.56
2015-11-05,40.71
2015-11-04,41.07
2015-11-03,41.22
2015-11-02,41.32
2015-10-30,40.98
2015-10-29,40.79
2015-10-28,42.01
2015-10-27,38.45
2015-10-26,38.15
2015-10-23,37.95
2015-10-22,39.12
2015-10-21,39.44
2015-10-20,39.54
2015-10-19,39.63
2015-10-16,39.74
2015-10-15,38.92
2015-10-14,38.33
2015-10-13,34.71
2015-10-12,34.86
2015-10-09,34.74
2015-10-08,35.31
2015-10-07,34.81
2015-10-06,34.27
2015-10-05,34.08
2015-10-02,33.29
2015-10-01,32.67
2015-09-30,33.4
2015-09-29,32.13
2015-09-28,32.0
2015-09-25,32.51
2015-09-24,32.42
2015-09-23,32.64
2015-09-22,33.12
2015-09-21,33.12
2015-09-18,33.52
2015-09-17,34.07
2015-09-16,34.22
2015-09-15,34.24
2015-09-14,34.35
2015-09-11,34.02
2015-09-10,33.8
2015-09-09,33.69
2015-09-08,33.97
2015-09-04,32.99
2015-09-03,33.29
2015-09-02,32.95
2015-09-01,32.23
2015-08-31,33.67
2015-08-28,34.1
2015-08-27,33.39
2015-08-26,32.43
2015-08-25,30.71
2015-08-24,30.74
2015-08-21,31.49
2015-08-20,32.0
2015-08-19,32.91
2015-08-18,33.13
2015-08-17,33.83
2015-08-14,33.67
2015-08-13,33.85
2015-08-12,34.42
2015-08-11,33.75
2015-08-10,34.64
2015-08-07,34.2
2015-08-06,33.87
2015-08-05,34.3
2015-08-04,33.56
2015-08-03,33.63
2015-07-31,34.04
2015-07-30,34.41
2015-07-29,34.48
2015-07-28,34.46
2015-07-27,33.85
2015-07-24,33.57
2015-07-23,30.73
2015-07-22,30.23
2015-07-21,31.27
2015-07-20,31.13
2015-07-17,31.54
2015-07-16,31.91
2015-07-15,32.25
2015-07-14,32.41
2015-07-13,32.13
2015-07-10,32.27
2015-07-09,32.03
2015-07-08,32.85
2015-07-07,33.72
2015-07-06,34.16
2015-07-02,34.56
2015-07-01,34.5
2015-06-30,34.58
2015-06-29,34.38
2015-06-26,34.75
2015-06-25,35.34
2015-06-24,35.34
2015-06-23,35.47
2015-06-22,35.65
2015-06-19,35.56
2015-06-18,34.42
2015-06-17,34.23
2015-06-16,34.08
2015-06-15,34.18
2015-06-12,33.95
2015-06-11,34.34
2015-06-10,34.14
2015-06-09,33.63
2015-06-08,33.83
2015-06-05,34.09
2015-06-04,34.02
2015-06-03,34.2
2015-06-02,34.0
2015-06-01,34.67
2015-05-29,35.07
2015-05-28,34.72
2015-05-27,34.44
2015-05-26,33.97
2015-05-22,34.4
2015-05-21,34.26
2015-05-20,34.25
2015-05-19,34.11
2015-05-18,34.36
2015-05-15,34.19
2015-05-14,34.1
2015-05-13,32.52
2015-05-12,32.38
2015-05-11,32.92
2015-05-08,32.54
2015-05-07,32.28
2015-05-06,32.26
2015-05-05,32.28
2015-05-04,33.09
2015-05-01,33.09
2015-04-30,32.83
2015-04-29,32.86
2015-04-28,33.13
2015-04-27,33.1
2015-04-24,32.78
2015-04-23,34.74
2015-04-22,35.0
2015-04-21,35.19
2015-04-20,35.19
2015-04-17,34.58
2015-04-16,35.0
2015-04-15,35.08
2015-04-14,34.7
2015-04-13,35.08
2015-04-10,35.16
2015-04-09,35.23
2015-04-08,35.0
2015-04-07,34.82
2015-04-06,34.97
2015-04-02,34.82
2015-04-01,34.95
2015-03-31,34.81
2015-03-30,34.98
2015-03-27,34.64
2015-03-26,33.9
2015-03-25,33.9
2015-03-24,35.46
2015-03-23,36.05
2015-03-20,36.19
2015-03-19,35.78
2015-03-18,36.05
2015-03-17,36.23
2015-03-16,36.16
2015-03-13,35.25
2015-03-12,35.16
2015-03-11,35.06
2015-03-10,35.21
2015-03-09,35.74
2015-03-06,35.67
2015-03-05,35.61
2015-03-04,35.39
2015-03-03,35.09
2015-03-02,35.57
2015-02-27,34.4
2015-02-26,34.5
2015-02-25,34.48
2015-02-24,34.77
2015-02-23,34.47
2015-02-20,34.6
2015-02-19,34.52
2015-02-18,34.62
2015-02-17,34.7
2015-02-13,34.92
2015-02-12,34.56
2015-02-11,34.46
2015-02-10,34.38
2015-02-09,33.73
2015-02-06,33.98
2015-02-05,34.15
2015-02-04,33.89
2015-02-03,34.02
2015-02-02,33.13
2015-01-30,33.09
2015-01-29,33.85
2015-01-28,33.73
2015-01-27,33.76
2015-01-26,33.92
2015-01-23,33.76
2015-01-22,33.01
2015-01-21,32.87
2015-01-20,32.31
2015-01-16,32.02
2015-01-15,31.69
2015-01-14,32.25
2015-01-13,32.35
2015-01-12,32.76
2015-01-09,32.99
2015-01-08,32.48
2015-01-07,31.74
2015-01-06,31.02
2015-01-05,31.16
2015-01-02,31.64
2014-12-31,31.87
2014-12-30,31.25
2014-12-29,31.46
2014-12-26,31.64
2014-12-24,31.97
2014-12-23,31.66
2014-12-22,31.72
2014-12-19,31.12
2014-12-18,31.2
2014-12-17,30.79
2014-12-16,30.48
2014-12-15,30.64
2014-12-12,30.62
2014-12-11,30.79
2014-12-10,30.64
2014-12-09,31.04
2014-12-08,31.11
2014-12-05,31.36
2014-12-04,31.1
2014-12-03,30.92
2014-12-02,29.77
2014-12-01,29.14
2014-11-28,29.57
2014-11-26,29.68
2014-11-25,28.97
2014-11-24,29.05
2014-11-21,28.93
2014-11-20,28.83
2014-11-19,28.78
2014-11-18,29.32
2014-11-17,29.37
2014-11-14,29.57
2014-11-13,29.3
2014-11-12,29.45
2014-11-11,29.49
2014-11-10,29.71
2014-11-07,29.59
2014-11-06,29.67
2014-11-05,29.75
2014-11-04,29.33
2014-11-03,29.54
2014-10-31,29.34
2014-10-30,28.4
2014-10-29,28.87
2014-10-28,28.93
2014-10-27,28.52
2014-10-24,28.74
2014-10-23,27.66
2014-10-22,27.27
2014-10-21,27.6
2014-10-20,26.66
2014-10-17,26.26
2014-10-16,25.99
2014-10-15,25.78
2014-10-14,25.98
2014-10-13,25.94
2014-10-10,26.12
2014-10-09,27.87
2014-10-08,28.97
2014-10-07,28.41
2014-10-06,29.22
2014-10-03,29.68
2014-10-02,29.65
2014-10-01,29.64
2014-09-30,30.24
2014-09-29,30.51
2014-09-26,30.67
2014-09-25,30.36
2014-09-24,30.73
2014-09-23,30.53
2014-09-22,30.57
2014-09-19,30.96
2014-09-18,31.42
2014-09-17,30.91
2014-09-16,30.85
2014-09-15,30.41
2014-09-12,30.39
2014-09-11,30.6
2014-09-10,30.84
2014-09-09,31.14
2014-09-08,31.08
2014-09-05,31.3
2014-09-04,31.37
2014-09-03,30.82
2014-09-02,30.76
2014-08-29,30.89
2014-08-28,31.14
2014-08-27,30.85
2014-08-26,30.91
2014-08-25,30.84
2014-08-22,31.05
2014-08-21,31.02
2014-08-20,30.96
2014-08-19,30.75
2014-08-18,30.8
2014-08-15,30.74
2014-08-14,30.59
2014-08-13,30.53
2014-08-12,30.61
2014-08-11,30.6
2014-08-08,30.54
2014-08-07,30.01
2014-08-06,30.21
2014-08-05,29.84
2014-08-04,29.63
2014-08-01,29.85
2014-07-31,29.31
2014-07-30,29.72
2014-07-29,29.77
2014-07-28,30.25
2014-07-25,29.38
2014-07-24,32.94
2014-07-23,32.98
2014-07-22,34.11
2014-07-21,34.05
2014-07-18,34.09
2014-07-17,33.38
2014-07-16,33.7
2014-07-15,33.53
2014-07-14,33.92
2014-07-11,33.97
2014-07-10,33.93
2014-07-09,34.12
2014-07-08,34.14
2014-07-07,34.37
2014-07-03,34.46
2014-07-02,34.23
2014-07-01,34.17
2014-06-30,33.81
2014-06-27,33.91
2014-06-26,33.91
2014-06-25,33.97
2014-06-24,33.93
2014-06-23,34.17
2014-06-20,34.58
2014-06-19,34.64
2014-06-18,34.79
2014-06-17,35.09
2014-06-16,35.02
2014-06-13,35.0
2014-06-12,35.09
2014-06-11,35.21
2014-06-10,35.38
2014-06-09,35.41
2014-06-06,34.93
2014-06-05,35.35
2014-06-04,34.45
2014-06-03,34.2
2014-06-02,34.2
2014-05-30,34.25
2014-05-29,34.5
2014-05-28,34.23
2014-05-27,34.19
2014-05-23,34.39
2014-05-22,33.82
2014-05-21,33.22
2014-05-20,33.0
2014-05-19,33.53
2014-05-16,32.22
2014-05-15,32.06
2014-05-14,32.11
2014-05-13,31.91
2014-05-12,32.1
2014-05-09,31.63
2014-05-08,31.87
2014-05-07,31.95
2014-05-06,31.83
2014-05-05,32.18
2014-05-02,32.36
2014-05-01,32.17
2014-04-30,32.44
2014-04-29,32.06
2014-04-28,32.13
2014-04-25,31.55
2014-04-24,32.99
2014-04-23,32.69
2014-04-22,32.68
2014-04-21,32.22
2014-04-17,32.08
2014-04-16,31.78
2014-04-15,32.22
2014-04-14,31.88
2014-04-11,31.49
2014-04-10,32.41
2014-04-09,32.99
2014-04-08,32.9
2014-04-07,32.51
2014-04-04,32.68
2014-04-03,33.52
2014-04-02,33.27
2014-04-01,33.12
2014-03-31,33.12
2014-03-28,32.29
2014-03-27,32.0
2014-03-26,32.15
2014-03-25,32.45
2014-03-24,32.21
2014-03-21,31.9
2014-03-20,32.66
2014-03-19,32.43
2014-03-18,32.81
2014-03-17,32.39
2014-03-14,31.75
2014-03-13,31.89
2014-03-12,32.37
2014-03-11,32.19
2014-03-10,32.74
2014-03-07,32.76
2014-03-06,32.63
2014-03-05,32.7
2014-03-04,32.71
2014-03-03,32.09
2014-02-28,32.71
2014-02-27,32.11
2014-02-26,32.09
2014-02-25,31.87
2014-02-24,31.74
2014-02-21,31.16
2014-02-20,31.3
2014-02-19,31.28
2014-02-18,31.11
2014-02-14,31.49
2014-02-13,31.25
2014-02-12,30.64
2014-02-11,30.39
2014-02-10,30.27
2014-02-07,29.64
2014-02-06,29.44
2014-02-05,29.45
2014-02-04,29.48
2014-02-03,29.86
2014-01-31,30.26
2014-01-30,30.18
2014-01-29,29.67
2014-01-28,29.92
2014-01-27,28.59
2014-01-24,29.2
2014-01-23,28.88
2014-01-22,28.87
2014-01-21,28.7
2014-01-17,28.55
2014-01-16,28.51
2014-01-15,28.42
2014-01-14,28.24
2014-01-13,27.96
2014-01-10,28.15
2014-01-09,28.44
2014-01-08,28.78
2014-01-07,28.78
2014-01-06,28.96
2014-01-03,28.73
2014-01-02,27.86
2013-12-31,27.9
2013-12-30,27.91
2013-12-27,28.1
2013-12-26,28.15
2013-12-24,28.31
2013-12-23,28.2
2013-12-20,28.32
2013-12-19,27.93
2013-12-18,28.41
2013-12-17,27.96
2013-12-16,27.91
2013-12-13,27.74
2013-12-12,27.6
2013-12-11,27.92
2013-12-10,28.26
2013-12-09,28.28
2013-12-06,28.46
2013-12-05,28.04
2013-12-04,28.23
2013-12-03,28.44
2013-12-02,28.22
2013-11-29,28.48
2013-11-27,28.54
2013-11-26,28.41
2013-11-25,28.4
2013-11-22,28.39
2013-11-21,28.48
2013-11-20,28.26
2013-11-19,28.66
2013-11-18,29.19
2013-11-15,29.19
2013-11-14,29.37
2013-11-13,29.35
2013-11-12,29.11
2013-11-11,29.14
2013-11-08,28.87
2013-11-07,28.5
2013-11-06,29.25
2013-11-05,29.19
2013-11-04,29.31
2013-11-01,29.37
2013-10-31,29.7
2013-10-30,29.42
2013-10-29,29.55
2013-10-28,29.55
2013-10-25,30.1
2013-10-24,29.05
2013-10-23,28.92
2013-10-22,29.84
2013-10-21,29.92
2013-10-18,29.97
2013-10-17,29.64
2013-10-16,29.93
2013-10-15,29.69
2013-10-14,30.08
2013-10-11,29.74
2013-10-10,29.55
2013-10-09,29.22
2013-10-08,29.42
2013-10-07,29.88
2013-10-04,30.08
2013-10-03,29.6
2013-10-02,29.74
2013-10-01,30.22
2013-09-30,29.82
2013-09-27,29.49
2013-09-26,29.86
2013-09-25,29.47
2013-09-24,30.04
2013-09-23,30.04
2013-09-20,29.68
2013-09-19,29.7
2013-09-18,29.61
2013-09-17,29.31
2013-09-16,29.11
2013-09-13,28.97
2013-09-12,29.31
2013-09-11,29.12
2013-09-10,28.6
2013-09-09,28.31
2013-09-06,28.21
2013-09-05,28.58
2013-09-04,28.63
2013-09-03,28.16
2013-08-30,27.84
2013-08-29,27.89
2013-08-28,27.71
2013-08-27,27.49
2013-08-26,27.6
2013-08-23,27.71
2013-08-22,27.64
2013-08-21,27.37
2013-08-20,27.64
2013-08-19,27.7
2013-08-16,27.87
2013-08-15,27.76
2013-08-14,28.74
2013-08-13,28.81
2013-08-12,28.71
2013-08-09,28.69
2013-08-08,28.86
2013-08-07,28.51
2013-08-06,28.68
2013-08-05,29.05
2013-08-02,29.31
2013-08-01,29.31
2013-07-31,28.61
2013-07-30,28.6
2013-07-29,28.18
2013-07-26,28.03
2013-07-25,27.42
2013-07-24,27.16
2013-07-23,27.6
2013-07-22,27.64
2013-07-19,27.6
2013-07-18,27.4
2013-07-17,28.75
2013-07-16,29.06
2013-07-15,29.28
2013-07-12,28.37
2013-07-11,28.59
2013-07-10,27.73
2013-07-09,27.73
2013-07-08,27.11
2013-07-05,27.87
2013-07-03,27.72
2013-07-02,27.55
2013-07-01,27.64
2013-06-28,27.78
2013-06-27,27.97
2013-06-26,27.84
2013-06-25,27.69
2013-06-24,27.22
2013-06-21,27.87
2013-06-20,27.36
2013-06-19,28.27
2013-06-18,28.32
2013-06-17,28.19
2013-06-14,27.67
2013-06-13,27.47
2013-06-12,26.91
2013-06-11,27.43
2013-06-10,27.77
2013-06-07,28.48
2013-06-06,28.84
2013-06-05,29.1
2013-06-04,29.21
2013-06-03,29.32
2013-05-31,29.49
2013-05-30,29.86
2013-05-29,29.36
2013-05-28,29.9
2013-05-24,30.08
2013-05-23,30.02
2013-05-22,30.2
2013-05-21,30.8
2013-05-20,30.92
2013-05-17,31.61
2013-05-16,31.29
2013-05-15,31.54
2013-05-14,31.75
2013-05-13,31.92
2013-05-10,32.32
2013-05-09,31.75
2013-05-08,31.81
2013-05-07,31.63
2013-05-06,31.69
2013-05-03,31.36
2013-05-02,30.59
2013-05-01,30.5
2013-04-30,30.93
2013-04-29,30.71
2013-04-26,30.67
2013-04-25,32.92
2013-04-24,32.7
2013-04-23,32.77
2013-04-22,31.87
2013-04-19,31.25
2013-04-18,30.95
2013-04-17,31.41
2013-04-16,32.69
2013-04-15,31.74
2013-04-12,32.25
2013-04-11,32.46
2013-04-10,32.38
2013-04-09,32.1
2013-04-08,31.54
2013-04-05,31.25
2013-04-04,31.43
2013-04-03,31.19
2013-04-02,31.6
2013-04-01,31.98
2013-03-28,32.64
2013-03-27,32.15
2013-03-26,32.17
2013-03-25,31.79
2013-03-22,31.77
2013-03-21,31.59
2013-03-20,32.3
2013-03-19,32.14
2013-03-18,32.4
2013-03-15,32.85
2013-03-14,33.31
2013-03-13,32.93
2013-03-12,32.41
2013-03-11,32.13
2013-03-08,31.82
2013-03-07,31.89
2013-03-06,31.8
2013-03-05,32.0
2013-03-04,31.14
2013-03-01,31.0
2013-02-28,31.2
2013-02-27,31.42
2013-02-26,31.02
2013-02-25,30.82
2013-02-22,31.36
2013-02-21,31.24
2013-02-20,31.77
2013-02-19,32.77
2013-02-15,32.27
2013-02-14,32.94
2013-02-13,32.5
2013-02-12,32.44
2013-02-11,32.21
2013-02-08,32.31
2013-02-07,31.51
2013-02-06,31.61
2013-02-05,31.55
2013-02-04,31.18
2013-02-01,31.67
2013-01-31,31.45
2013-01-30,31.74
2013-01-29,31.88
2013-01-28,32.2
2013-01-25,31.63
2013-01-24,30.99
2013-01-23,30.95
2013-01-22,30.63
2013-01-18,30.53
2013-01-17,30.67
2013-01-16,30.24
2013-01-15,29.33
2013-01-14,29.15
2013-01-11,29.61
2013-01-10,29.64
2013-01-09,29.86
2013-01-08,29.59
2013-01-07,29.94
2013-01-04,29.8
2013-01-03,30.36
2013-01-02,30.69
2012-12-31,29.4
2012-12-28,28.93
2012-12-27,29.22
2012-12-26,29.51
2012-12-24,29.49
2012-12-21,29.42
2012-12-20,29.55
2012-12-19,30.06
2012-12-18,29.88
2012-12-17,29.58
2012-12-14,29.56
2012-12-13,29.37
2012-12-12,30.09
2012-12-11,30.22
2012-12-10,29.79
2012-12-07,29.48
2012-12-06,29.63
2012-12-05,29.2
2012-12-04,28.95
2012-12-03,28.63
2012-11-30,29.19
2012-11-29,29.4
2012-11-28,28.85
2012-11-27,28.3
2012-11-26,28.3
2012-11-23,28.18
2012-11-21,27.66
2012-11-20,27.44
2012-11-19,27.45
2012-11-16,27.02
2012-11-15,27.41
2012-11-14,27.88
2012-11-13,28.3
2012-11-12,28.49
2012-11-09,28.39
2012-11-08,28.68
2012-11-07,28.6
2012-11-06,29.39
2012-11-05,28.72
2012-11-02,28.08
2012-11-01,28.52
2012-10-31,27.52
2012-10-26,27.77
2012-10-25,26.49
2012-10-24,26.28
2012-10-23,26.72
2012-10-22,26.63
2012-10-19,26.64
2012-10-18,27.39
2012-10-17,27.65
2012-10-16,27.68
2012-10-15,26.96
2012-10-12,26.73
2012-10-11,26.86
2012-10-10,26.72
2012-10-09,27.39
2012-10-08,27.81
2012-10-05,27.79
2012-10-04,27.48
2012-10-03,27.33
2012-10-02,27.22
2012-10-01,27.2
2012-09-28,26.62
2012-09-27,27.03
2012-09-26,26.09
2012-09-25,26.16
2012-09-24,26.46
2012-09-21,27.04
2012-09-20,26.93
2012-09-19,27.51
2012-09-18,27.58
2012-09-17,27.65
2012-09-14,28.17
2012-09-13,27.39
2012-09-12,27.15
2012-09-11,27.35
2012-09-10,27.4
2012-09-07,27.97
2012-09-06,28.09
2012-09-05,27.08
2012-09-04,27.32
2012-08-31,27.14
2012-08-30,26.95
2012-08-29,27.12
2012-08-28,26.85
2012-08-27,27.07
2012-08-24,28.16
2012-08-23,27.99
2012-08-22,27.93
2012-08-21,28.25
2012-08-20,28.31
2012-08-17,28.8
2012-08-16,28.8
2012-08-15,28.46
2012-08-14,28.53
2012-08-13,28.33
2012-08-10,28.5
2012-08-09,28.42
2012-08-08,28.32
2012-08-07,28.21
2012-08-06,27.59
2012-08-03,27.55
2012-08-02,27.16
2012-08-01,27.17
2012-07-31,27.23
2012-07-30,27.1
2012-07-27,27.01
2012-07-26,26.01
2012-07-25,25.54
2012-07-24,25.0
2012-07-23,25.11
2012-07-20,25.3
2012-07-19,25.67
2012-07-18,25.27
2012-07-17,24.12
2012-07-16,24.07
2012-07-13,24.51
2012-07-12,24.14
2012-07-11,24.61
2012-07-10,24.82
2012-07-09,24.9
2012-07-06,25.15
2012-07-05,26.1
2012-07-03,25.77
2012-07-02,25.49
2012-06-29,25.64
2012-06-28,24.91
2012-06-27,24.95
2012-06-26,24.64
2012-06-25,24.5
2012-06-22,25.27
2012-06-21,25.16
2012-06-20,25.67
2012-06-19,26.07
2012-06-18,26.21
2012-06-15,25.79
2012-06-14,25.92
2012-06-13,26.22
2012-06-12,26.33
2012-06-11,25.6
2012-06-08,25.92
2012-06-07,25.7
2012-06-06,25.91
2012-06-05,25.06
2012-06-04,24.5
2012-06-01,24.41
2012-05-31,25.16
2012-05-30,25.41
2012-05-29,25.71
2012-05-25,25.52
2012-05-24,25.23
2012-05-23,25.3
2012-05-22,25.24
2012-05-21,25.54
2012-05-18,25.14
2012-05-17,25.66
2012-05-16,26.56
2012-05-15,26.69
2012-05-14,26.61
2012-05-11,26.85
2012-05-10,26.86
2012-05-09,27.06
2012-05-08,27.32
2012-05-07,27.44
2012-05-04,27.55
2012-05-03,28.22
2012-05-02,29.13
2012-05-01,29.0
2012-04-30,29.58
2012-04-27,29.86
2012-04-26,27.6
2012-04-25,27.33
2012-04-24,26.73
2012-04-23,27.0
2012-04-20,27.17
2012-04-19,27.74
2012-04-18,28.09
2012-04-17,27.93
2012-04-16,27.39
2012-04-13,27.26
2012-04-12,27.77
2012-04-11,27.26
2012-04-10,27.19
2012-04-09,27.78
2012-04-05,27.96
2012-04-04,27.81
2012-04-03,28.25
2012-04-02,28.38
2012-03-30,28.59
2012-03-29,28.51
2012-03-28,28.36
2012-03-27,28.88
2012-03-26,29.19
2012-03-23,28.62
2012-03-22,28.49
2012-03-21,28.51
2012-03-20,28.55
2012-03-19,28.87
2012-03-16,28.62
2012-03-15,28.67
2012-03-14,28.45
2012-03-13,28.26
2012-03-12,27.86
2012-03-09,27.88
2012-03-08,27.75
2012-03-07,27.57
2012-03-06,27.24
2012-03-05,27.11
2012-03-02,27.69
2012-03-01,27.88
2012-02-29,27.89
2012-02-28,28.34
2012-02-27,28.29
2012-02-24,28.37
2012-02-23,28.21
2012-02-22,28.12
2012-02-21,27.69
2012-02-17,28.23
2012-02-16,28.64
2012-02-15,27.66
2012-02-14,27.49
2012-02-13,27.36
2012-02-10,27.19
2012-02-09,27.76
2012-02-08,27.48
2012-02-07,27.22
2012-02-06,27.27
2012-02-03,27.74
2012-02-02,27.17
2012-02-01,27.25
2012-01-31,26.84
2012-01-30,27.13
2012-01-27,27.39
2012-01-26,27.37
2012-01-25,27.56
2012-01-24,27.8
2012-01-23,27.72
2012-01-20,27.83
2012-01-19,27.68
2012-01-18,27.56
2012-01-17,25.97
2012-01-13,25.95
2012-01-12,26.28
2012-01-11,26.25
2012-01-10,26.31
2012-01-09,26.4
2012-01-06,26.09
2012-01-05,26.16
2012-01-04,26.05
2012-01-03,26.33
2011-12-30,26.04
2011-12-29,26.23
2011-12-28,26.04
2011-12-27,26.41
2011-12-23,26.44
2011-12-22,26.3
2011-12-21,25.8
2011-12-20,25.9
2011-12-19,24.9
2011-12-16,25.04
2011-12-15,25.15
2011-12-14,25.07
2011-12-13,25.2
2011-12-12,25.34
2011-12-09,25.61
2011-12-08,25.32
2011-12-07,25.64
2011-12-06,25.95
2011-12-05,25.83
2011-12-02,25.73
2011-12-01,25.65
2011-11-30,25.65
2011-11-29,24.3
2011-11-28,24.44
2011-11-25,23.92
2011-11-23,24.16
2011-11-22,24.59
2011-11-21,25.19
2011-11-18,25.89
2011-11-17,25.76
2011-11-16,26.87
2011-11-15,27.01
2011-11-14,26.49
2011-11-11,26.75
2011-11-10,26.07
2011-11-09,25.89
2011-11-08,27.08
2011-11-07,26.5
2011-11-04,26.87
2011-11-03,26.49
2011-11-02,25.63
2011-11-01,25.57
2011-10-31,26.16
2011-10-28,26.55
2011-10-27,26.65
2011-10-26,26.22
2011-10-25,25.91
2011-10-24,25.85
2011-10-21,25.3
2011-10-20,24.97
2011-10-19,25.15
2011-10-18,25.82
2011-10-17,25.54
2011-10-14,25.67
2011-10-13,25.14
2011-10-12,24.37
2011-10-11,24.14
2011-10-10,24.41
2011-10-07,24.11
2011-10-06,23.77
2011-10-05,23.55
2011-10-04,22.92
2011-10-03,23.1
2011-09-30,23.33
2011-09-29,23.5
2011-09-28,23.66
2011-09-27,24.49
2011-09-26,24.09
2011-09-23,23.89
2011-09-22,23.6
2011-09-21,24.55
2011-09-20,24.75
2011-09-19,25.15
2011-09-16,25.32
2011-09-15,25.41
2011-09-14,25.16
2011-09-13,24.43
2011-09-12,24.0
2011-09-09,23.11
2011-09-08,23.03
2011-09-07,23.11
2011-09-06,22.28
2011-09-02,22.03
2011-09-01,22.77
2011-08-31,23.05
2011-08-30,23.22
2011-08-29,23.13
2011-08-26,22.4
2011-08-25,22.01
2011-08-24,22.67
2011-08-23,22.68
2011-08-22,21.86
2011-08-19,21.25
2011-08-18,21.68
2011-08-17,22.6
2011-08-16,22.75
2011-08-15,23.12
2011-08-12,22.65
2011-08-11,22.69
2011-08-10,21.73
2011-08-09,21.82
2011-08-08,21.08
2011-08-05,21.62
2011-08-04,22.13
2011-08-03,22.66
2011-08-02,22.53
2011-08-01,22.82
2011-07-29,22.96
2011-07-28,22.58
2011-07-27,22.38
2011-07-26,23.39
2011-07-25,23.42
2011-07-22,23.74
2011-07-21,23.52
