CHTR,Date
134.2899932861328,2013-11-25
136.1199951171875,2013-11-26
134.97999572753906,2013-11-27
135.10000610351562,2013-11-29
132.72000122070312,2013-12-02
129.30999755859375,2013-12-03
129.42999267578125,2013-12-04
127.2699966430664,2013-12-05
127.75,2013-12-06
128.16000366210938,2013-12-09
131.75,2013-12-10
130.82000732421875,2013-12-11
131.99000549316406,2013-12-12
131.5399932861328,2013-12-13
131.36000061035156,2013-12-16
130.11000061035156,2013-12-17
130.33999633789062,2013-12-18
129.1199951171875,2013-12-19
130.02000427246094,2013-12-20
131.39999389648438,2013-12-23
132.27000427246094,2013-12-24
132.16000366210938,2013-12-26
133.5,2013-12-27
134.17999267578125,2013-12-30
136.75999450683594,2013-12-31
134.75999450683594,2014-01-02
133.3699951171875,2014-01-03
135.0,2014-01-06
138.0800018310547,2014-01-07
136.08999633789062,2014-01-08
136.00999450683594,2014-01-09
136.4199981689453,2014-01-10
134.22000122070312,2014-01-13
137.33999633789062,2014-01-14
136.0399932861328,2014-01-15
134.9600067138672,2014-01-16
134.2899932861328,2014-01-17
133.5,2014-01-21
135.0,2014-01-22
133.4600067138672,2014-01-23
131.4199981689453,2014-01-24
136.9199981689453,2014-01-27
136.64999389648438,2014-01-28
138.24000549316406,2014-01-29
138.77000427246094,2014-01-30
137.0,2014-01-31
136.1199951171875,2014-02-03
138.86000061035156,2014-02-04
137.35000610351562,2014-02-05
136.5,2014-02-06
137.5,2014-02-07
137.6199951171875,2014-02-10
137.89999389648438,2014-02-11
137.57000732421875,2014-02-12
128.91000366210938,2014-02-13
129.35000610351562,2014-02-14
131.5,2014-02-18
130.44000244140625,2014-02-19
131.83999633789062,2014-02-20
125.08000183105469,2014-02-21
123.58000183105469,2014-02-24
121.33999633789062,2014-02-25
121.25,2014-02-26
124.13999938964844,2014-02-27
126.7699966430664,2014-02-28
125.69000244140625,2014-03-03
128.22000122070312,2014-03-04
127.41000366210938,2014-03-05
126.63999938964844,2014-03-06
127.0,2014-03-07
128.5399932861328,2014-03-10
127.73999786376953,2014-03-11
127.2699966430664,2014-03-12
125.72000122070312,2014-03-13
127.0,2014-03-14
126.48999786376953,2014-03-17
125.98999786376953,2014-03-18
126.47000122070312,2014-03-19
126.69999694824219,2014-03-20
127.25,2014-03-21
125.75,2014-03-24
124.12000274658203,2014-03-25
123.11000061035156,2014-03-26
121.26000213623047,2014-03-27
122.41000366210938,2014-03-28
123.19999694824219,2014-03-31
125.63999938964844,2014-04-01
126.5,2014-04-02
124.9000015258789,2014-04-03
122.72000122070312,2014-04-04
118.94000244140625,2014-04-07
121.1500015258789,2014-04-08
124.04000091552734,2014-04-09
121.98999786376953,2014-04-10
118.45999908447266,2014-04-11
119.41000366210938,2014-04-14
118.06999969482422,2014-04-15
118.11000061035156,2014-04-16
117.83000183105469,2014-04-17
123.61000061035156,2014-04-21
126.95999908447266,2014-04-22
128.10000610351562,2014-04-23
130.49000549316406,2014-04-24
130.00999450683594,2014-04-25
140.0500030517578,2014-04-28
137.14999389648438,2014-04-29
135.52999877929688,2014-04-30
136.67999267578125,2014-05-01
137.2100067138672,2014-05-02
138.41000366210938,2014-05-05
138.4199981689453,2014-05-06
139.52000427246094,2014-05-07
137.41000366210938,2014-05-08
137.9499969482422,2014-05-09
137.07000732421875,2014-05-12
136.6199951171875,2014-05-13
136.14999389648438,2014-05-14
136.91000366210938,2014-05-15
137.4600067138672,2014-05-16
138.67999267578125,2014-05-19
138.9600067138672,2014-05-20
138.55999755859375,2014-05-21
138.1699981689453,2014-05-22
140.58999633789062,2014-05-23
142.91000366210938,2014-05-27
143.58999633789062,2014-05-28
142.7100067138672,2014-05-29
143.13999938964844,2014-05-30
147.14999389648438,2014-06-02
147.22000122070312,2014-06-03
147.47999572753906,2014-06-04
147.6199951171875,2014-06-05
148.8699951171875,2014-06-06
148.72999572753906,2014-06-09
148.88999938964844,2014-06-10
149.1999969482422,2014-06-11
147.7899932861328,2014-06-12
148.2100067138672,2014-06-13
148.5,2014-06-16
148.0,2014-06-17
148.64999389648438,2014-06-18
148.25,2014-06-19
150.50999450683594,2014-06-20
151.6300048828125,2014-06-23
151.05999755859375,2014-06-24
152.0,2014-06-25
152.0,2014-06-26
154.83999633789062,2014-06-27
158.3800048828125,2014-06-30
160.39999389648438,2014-07-01
162.0,2014-07-02
162.4199981689453,2014-07-03
160.67999267578125,2014-07-07
158.6199951171875,2014-07-08
162.14999389648438,2014-07-09
162.8800048828125,2014-07-10
162.27000427246094,2014-07-11
163.6999969482422,2014-07-14
163.13999938964844,2014-07-15
163.97999572753906,2014-07-16
163.0,2014-07-17
164.14999389648438,2014-07-18
163.0,2014-07-21
162.69000244140625,2014-07-22
163.1300048828125,2014-07-23
163.86000061035156,2014-07-24
162.35000610351562,2014-07-25
161.47999572753906,2014-07-28
162.05999755859375,2014-07-29
161.77000427246094,2014-07-30
154.52000427246094,2014-07-31
152.25999450683594,2014-08-01
157.10000610351562,2014-08-04
154.97000122070312,2014-08-05
153.75999450683594,2014-08-06
151.39999389648438,2014-08-07
152.0399932861328,2014-08-08
152.42999267578125,2014-08-11
152.7100067138672,2014-08-12
155.00999450683594,2014-08-13
156.44000244140625,2014-08-14
155.61000061035156,2014-08-15
157.41000366210938,2014-08-18
156.14999389648438,2014-08-19
155.77000427246094,2014-08-20
156.75,2014-08-21
155.42999267578125,2014-08-22
155.05999755859375,2014-08-25
155.27000427246094,2014-08-26
156.8300018310547,2014-08-27
156.00999450683594,2014-08-28
156.8699951171875,2014-08-29
158.39999389648438,2014-09-02
159.60000610351562,2014-09-03
158.14999389648438,2014-09-04
158.3300018310547,2014-09-05
157.74000549316406,2014-09-08
156.52000427246094,2014-09-09
157.6300048828125,2014-09-10
158.8000030517578,2014-09-11
159.10000610351562,2014-09-12
159.88999938964844,2014-09-15
161.4199981689453,2014-09-16
162.19000244140625,2014-09-17
162.08999633789062,2014-09-18
162.4199981689453,2014-09-19
161.14999389648438,2014-09-22
156.3699951171875,2014-09-23
155.16000366210938,2014-09-24
154.52999877929688,2014-09-25
156.83999633789062,2014-09-26
155.5800018310547,2014-09-29
151.3699951171875,2014-09-30
148.32000732421875,2014-10-01
148.85000610351562,2014-10-02
152.6699981689453,2014-10-03
153.52999877929688,2014-10-06
151.66000366210938,2014-10-07
154.25,2014-10-08
151.35000610351562,2014-10-09
148.1199951171875,2014-10-10
144.64999389648438,2014-10-13
142.97000122070312,2014-10-14
142.4499969482422,2014-10-15
140.25,2014-10-16
143.8000030517578,2014-10-17
148.17999267578125,2014-10-20
152.61000061035156,2014-10-21
151.13999938964844,2014-10-22
156.0399932861328,2014-10-23
157.80999755859375,2014-10-24
156.36000061035156,2014-10-27
157.39999389648438,2014-10-28
153.7100067138672,2014-10-29
154.39999389648438,2014-10-30
158.38999938964844,2014-10-31
161.69000244140625,2014-11-03
158.44000244140625,2014-11-04
159.30999755859375,2014-11-05
158.58999633789062,2014-11-06
156.3699951171875,2014-11-07
146.6199951171875,2014-11-10
146.67999267578125,2014-11-11
149.00999450683594,2014-11-12
152.72999572753906,2014-11-13
152.10000610351562,2014-11-14
155.30999755859375,2014-11-17
155.1199951171875,2014-11-18
158.6300048828125,2014-11-19
158.66000366210938,2014-11-20
160.2899932861328,2014-11-21
164.27999877929688,2014-11-24
168.0,2014-11-25
168.0500030517578,2014-11-26
169.6999969482422,2014-11-28
168.49000549316406,2014-12-01
168.97999572753906,2014-12-02
167.77999877929688,2014-12-03
166.5,2014-12-04
167.61000061035156,2014-12-05
166.5500030517578,2014-12-08
165.91000366210938,2014-12-09
164.3000030517578,2014-12-10
164.16000366210938,2014-12-11
162.9499969482422,2014-12-12
161.00999450683594,2014-12-15
160.58999633789062,2014-12-16
162.25,2014-12-17
162.3000030517578,2014-12-18
164.6300048828125,2014-12-19
164.99000549316406,2014-12-22
167.77000427246094,2014-12-23
167.4600067138672,2014-12-24
168.1699981689453,2014-12-26
169.22999572753906,2014-12-29
168.9199981689453,2014-12-30
166.6199951171875,2014-12-31
166.42999267578125,2015-01-02
160.5,2015-01-05
156.30999755859375,2015-01-06
156.7899932861328,2015-01-07
162.94000244140625,2015-01-08
161.97999572753906,2015-01-09
163.85000610351562,2015-01-12
164.39999389648438,2015-01-13
158.1300048828125,2015-01-14
160.49000549316406,2015-01-15
161.11000061035156,2015-01-16
156.1300048828125,2015-01-20
155.75,2015-01-21
158.99000549316406,2015-01-22
158.92999267578125,2015-01-23
158.17999267578125,2015-01-26
156.42999267578125,2015-01-27
150.60000610351562,2015-01-28
152.08999633789062,2015-01-29
151.1199951171875,2015-01-30
154.0,2015-02-02
157.97000122070312,2015-02-03
163.19000244140625,2015-02-04
174.3000030517578,2015-02-05
173.42999267578125,2015-02-06
172.13999938964844,2015-02-09
175.88999938964844,2015-02-10
175.2899932861328,2015-02-11
177.02999877929688,2015-02-12
177.8800048828125,2015-02-13
176.4499969482422,2015-02-17
174.2899932861328,2015-02-18
174.52999877929688,2015-02-19
175.88999938964844,2015-02-20
175.8800048828125,2015-02-23
177.77000427246094,2015-02-24
182.2100067138672,2015-02-25
182.17999267578125,2015-02-26
180.60000610351562,2015-02-27
185.9499969482422,2015-03-02
186.9600067138672,2015-03-03
185.74000549316406,2015-03-04
184.47999572753906,2015-03-05
183.52000427246094,2015-03-06
184.02999877929688,2015-03-09
181.33999633789062,2015-03-10
182.61000061035156,2015-03-11
193.4600067138672,2015-03-12
191.1300048828125,2015-03-13
191.3800048828125,2015-03-16
188.6199951171875,2015-03-17
189.32000732421875,2015-03-18
188.17999267578125,2015-03-19
189.00999450683594,2015-03-20
188.8699951171875,2015-03-23
187.67999267578125,2015-03-24
183.0,2015-03-25
181.75,2015-03-26
180.0,2015-03-27
183.38999938964844,2015-03-30
193.11000061035156,2015-03-31
190.6300048828125,2015-04-01
189.5800018310547,2015-04-02
193.19000244140625,2015-04-06
189.75,2015-04-07
190.77999877929688,2015-04-08
190.92999267578125,2015-04-09
191.80999755859375,2015-04-10
189.02000427246094,2015-04-13
190.88999938964844,2015-04-14
189.91000366210938,2015-04-15
190.36000061035156,2015-04-16
186.74000549316406,2015-04-17
183.8800048828125,2015-04-20
186.80999755859375,2015-04-21
184.88999938964844,2015-04-22
183.5800018310547,2015-04-23
185.75,2015-04-24
182.9600067138672,2015-04-27
182.3000030517578,2015-04-28
188.3000030517578,2015-04-29
187.05999755859375,2015-04-30
187.44000244140625,2015-05-01
187.49000549316406,2015-05-04
185.6999969482422,2015-05-05
183.91000366210938,2015-05-06
182.9600067138672,2015-05-07
180.6699981689453,2015-05-08
178.77999877929688,2015-05-11
177.33999633789062,2015-05-12
177.41000366210938,2015-05-13
176.7899932861328,2015-05-14
181.1999969482422,2015-05-15
181.0500030517578,2015-05-18
181.63999938964844,2015-05-19
176.9499969482422,2015-05-20
178.64999389648438,2015-05-21
175.3300018310547,2015-05-22
179.77999877929688,2015-05-26
178.25,2015-05-27
176.36000061035156,2015-05-28
179.02000427246094,2015-05-29
179.14999389648438,2015-06-01
176.30999755859375,2015-06-02
171.24000549316406,2015-06-03
171.3300018310547,2015-06-04
173.97000122070312,2015-06-05
171.08999633789062,2015-06-08
173.0,2015-06-09
172.38999938964844,2015-06-10
173.9199981689453,2015-06-11
172.25999450683594,2015-06-12
171.19000244140625,2015-06-15
169.97000122070312,2015-06-16
170.00999450683594,2015-06-17
170.4600067138672,2015-06-18
169.6699981689453,2015-06-19
170.30999755859375,2015-06-22
170.08999633789062,2015-06-23
168.47999572753906,2015-06-24
167.83999633789062,2015-06-25
171.5,2015-06-26
168.5399932861328,2015-06-29
171.25,2015-06-30
173.58999633789062,2015-07-01
171.8000030517578,2015-07-02
174.07000732421875,2015-07-06
174.9199981689453,2015-07-07
172.27000427246094,2015-07-08
172.64999389648438,2015-07-09
177.38999938964844,2015-07-10
178.5399932861328,2015-07-13
177.0800018310547,2015-07-14
181.0,2015-07-15
183.1300048828125,2015-07-16
185.6699981689453,2015-07-17
187.50999450683594,2015-07-20
185.27000427246094,2015-07-21
186.05999755859375,2015-07-22
183.75999450683594,2015-07-23
184.3300018310547,2015-07-24
181.8800048828125,2015-07-27
184.6699981689453,2015-07-28
184.35000610351562,2015-07-29
187.9600067138672,2015-07-30
185.86000061035156,2015-07-31
187.30999755859375,2015-08-03
191.5,2015-08-04
188.5500030517578,2015-08-05
187.25,2015-08-06
183.85000610351562,2015-08-07
184.82000732421875,2015-08-10
181.3300018310547,2015-08-11
181.05999755859375,2015-08-12
180.63999938964844,2015-08-13
179.82000732421875,2015-08-14
186.97999572753906,2015-08-17
188.80999755859375,2015-08-18
188.1999969482422,2015-08-19
182.74000549316406,2015-08-20
177.52999877929688,2015-08-21
171.5,2015-08-24
171.2899932861328,2015-08-25
177.60000610351562,2015-08-26
181.64999389648438,2015-08-27
181.58999633789062,2015-08-28
181.61000061035156,2015-08-31
177.75999450683594,2015-09-01
179.67999267578125,2015-09-02
182.8800048828125,2015-09-03
183.02000427246094,2015-09-04
186.30999755859375,2015-09-08
185.0500030517578,2015-09-09
184.2899932861328,2015-09-10
184.4499969482422,2015-09-11
184.57000732421875,2015-09-14
188.50999450683594,2015-09-15
187.86000061035156,2015-09-16
192.22000122070312,2015-09-17
191.38999938964844,2015-09-18
194.5,2015-09-21
193.4199981689453,2015-09-22
191.3800048828125,2015-09-23
184.92999267578125,2015-09-24
183.52999877929688,2015-09-25
172.10000610351562,2015-09-28
167.36000061035156,2015-09-29
175.85000610351562,2015-09-30
181.77000427246094,2015-10-01
183.13999938964844,2015-10-02
187.52000427246094,2015-10-05
185.52000427246094,2015-10-06
185.0,2015-10-07
187.75999450683594,2015-10-08
186.6300048828125,2015-10-09
185.9199981689453,2015-10-12
186.8800048828125,2015-10-13
182.75,2015-10-14
185.8300018310547,2015-10-15
187.27000427246094,2015-10-16
186.30999755859375,2015-10-19
185.5800018310547,2015-10-20
175.35000610351562,2015-10-21
178.3800048828125,2015-10-22
183.0,2015-10-23
184.02000427246094,2015-10-26
181.08999633789062,2015-10-27
184.10000610351562,2015-10-28
193.3300018310547,2015-10-29
190.94000244140625,2015-10-30
187.33999633789062,2015-11-02
189.27999877929688,2015-11-03
190.10000610351562,2015-11-04
189.22999572753906,2015-11-05
190.25999450683594,2015-11-06
190.16000366210938,2015-11-09
190.77000427246094,2015-11-10
191.1999969482422,2015-11-11
192.0,2015-11-12
186.47999572753906,2015-11-13
185.69000244140625,2015-11-16
184.63999938964844,2015-11-17
187.80999755859375,2015-11-18
186.1300048828125,2015-11-19
186.47999572753906,2015-11-20
187.0399932861328,2015-11-23
186.11000061035156,2015-11-24
186.08999633789062,2015-11-25
187.24000549316406,2015-11-27
187.36000061035156,2015-11-30
188.8800048828125,2015-12-01
186.77000427246094,2015-12-02
180.7899932861328,2015-12-03
184.52999877929688,2015-12-04
187.80999755859375,2015-12-07
186.58999633789062,2015-12-08
185.30999755859375,2015-12-09
183.63999938964844,2015-12-10
178.02000427246094,2015-12-11
174.80999755859375,2015-12-14
178.25,2015-12-15
183.30999755859375,2015-12-16
183.02999877929688,2015-12-17
178.2899932861328,2015-12-18
180.0500030517578,2015-12-21
181.0,2015-12-22
181.0,2015-12-23
181.88999938964844,2015-12-24
182.0800018310547,2015-12-28
185.1699981689453,2015-12-29
184.22000122070312,2015-12-30
183.10000610351562,2015-12-31
177.52999877929688,2016-01-04
175.1699981689453,2016-01-05
174.30999755859375,2016-01-06
173.6300048828125,2016-01-07
174.88999938964844,2016-01-08
175.6300048828125,2016-01-11
175.32000732421875,2016-01-12
167.99000549316406,2016-01-13
172.30999755859375,2016-01-14
165.0800018310547,2016-01-15
167.3800048828125,2016-01-19
170.50999450683594,2016-01-20
169.4499969482422,2016-01-21
174.72000122070312,2016-01-22
172.33999633789062,2016-01-25
172.1699981689453,2016-01-26
165.2899932861328,2016-01-27
167.3000030517578,2016-01-28
171.36000061035156,2016-01-29
175.75,2016-02-01
172.0,2016-02-02
176.4499969482422,2016-02-03
170.5,2016-02-04
168.5399932861328,2016-02-05
162.58999633789062,2016-02-08
165.0399932861328,2016-02-09
161.0800018310547,2016-02-10
159.52999877929688,2016-02-11
167.75,2016-02-12
168.92999267578125,2016-02-16
171.91000366210938,2016-02-17
171.94000244140625,2016-02-18
173.57000732421875,2016-02-19
177.0500030517578,2016-02-22
174.38999938964844,2016-02-23
175.7899932861328,2016-02-24
183.0399932861328,2016-02-25
181.2100067138672,2016-02-26
179.55999755859375,2016-02-29
184.3300018310547,2016-03-01
181.8800048828125,2016-03-02
183.6699981689453,2016-03-03
184.77999877929688,2016-03-04
185.3000030517578,2016-03-07
182.9199981689453,2016-03-08
186.5500030517578,2016-03-09
185.00999450683594,2016-03-10
187.61000061035156,2016-03-11
186.0,2016-03-14
186.92999267578125,2016-03-15
198.16000366210938,2016-03-16
201.02000427246094,2016-03-17
201.0,2016-03-18
202.67999267578125,2016-03-21
204.10000610351562,2016-03-22
202.32000732421875,2016-03-23
198.33999633789062,2016-03-24
198.1199951171875,2016-03-28
203.02999877929688,2016-03-29
203.52000427246094,2016-03-30
202.42999267578125,2016-03-31
203.47000122070312,2016-04-01
205.35000610351562,2016-04-04
203.30999755859375,2016-04-05
204.97000122070312,2016-04-06
203.91000366210938,2016-04-07
202.5500030517578,2016-04-08
200.3800048828125,2016-04-11
200.25,2016-04-12
202.7100067138672,2016-04-13
200.80999755859375,2016-04-14
203.05999755859375,2016-04-15
201.5800018310547,2016-04-18
204.6300048828125,2016-04-19
198.22999572753906,2016-04-20
199.6999969482422,2016-04-21
197.91000366210938,2016-04-22
207.00999450683594,2016-04-25
210.07000732421875,2016-04-26
206.42999267578125,2016-04-27
209.75,2016-04-28
212.24000549316406,2016-04-29
216.52999877929688,2016-05-02
212.6699981689453,2016-05-03
212.42999267578125,2016-05-04
212.02000427246094,2016-05-05
212.9199981689453,2016-05-06
213.47999572753906,2016-05-09
216.49000549316406,2016-05-10
217.22000122070312,2016-05-11
213.9600067138672,2016-05-12
214.5800018310547,2016-05-13
203.60000610351562,2016-05-16
203.36000061035156,2016-05-17
227.41000366210938,2016-05-18
227.57000732421875,2016-05-19
233.11000061035156,2016-05-20
225.0,2016-05-23
228.3800048828125,2016-05-24
225.60000610351562,2016-05-25
219.0399932861328,2016-05-26
219.97000122070312,2016-05-27
218.94000244140625,2016-05-31
227.5,2016-06-01
227.82000732421875,2016-06-02
224.9499969482422,2016-06-03
221.67999267578125,2016-06-06
220.8000030517578,2016-06-07
223.0800018310547,2016-06-08
222.97000122070312,2016-06-09
223.52999877929688,2016-06-10
223.27999877929688,2016-06-13
222.24000549316406,2016-06-14
221.19000244140625,2016-06-15
221.47999572753906,2016-06-16
221.0500030517578,2016-06-17
221.1199951171875,2016-06-20
222.80999755859375,2016-06-21
222.38999938964844,2016-06-22
224.8699951171875,2016-06-23
216.8000030517578,2016-06-24
216.27999877929688,2016-06-27
218.3800048828125,2016-06-28
227.3699951171875,2016-06-29
228.63999938964844,2016-06-30
232.2899932861328,2016-07-01
231.77000427246094,2016-07-05
232.77999877929688,2016-07-06
234.8699951171875,2016-07-07
237.1699981689453,2016-07-08
239.8699951171875,2016-07-11
238.4499969482422,2016-07-12
237.42999267578125,2016-07-13
239.11000061035156,2016-07-14
234.97999572753906,2016-07-15
234.33999633789062,2016-07-18
232.00999450683594,2016-07-19
236.19000244140625,2016-07-20
240.47999572753906,2016-07-21
243.47000122070312,2016-07-22
240.69000244140625,2016-07-25
237.97999572753906,2016-07-26
237.72000122070312,2016-07-27
237.8000030517578,2016-07-28
234.8699951171875,2016-07-29
236.0,2016-08-01
235.7899932861328,2016-08-02
237.11000061035156,2016-08-03
236.99000549316406,2016-08-04
234.7899932861328,2016-08-05
236.82000732421875,2016-08-08
255.75999450683594,2016-08-09
254.07000732421875,2016-08-10
258.05999755859375,2016-08-11
258.6199951171875,2016-08-12
260.510009765625,2016-08-15
257.1400146484375,2016-08-16
257.42999267578125,2016-08-17
254.8300018310547,2016-08-18
252.6300048828125,2016-08-19
252.64999389648438,2016-08-22
252.24000549316406,2016-08-23
251.74000549316406,2016-08-24
252.07000732421875,2016-08-25
250.92999267578125,2016-08-26
252.30999755859375,2016-08-29
256.0299987792969,2016-08-30
257.2099914550781,2016-08-31
268.82000732421875,2016-09-01
271.7900085449219,2016-09-02
274.6700134277344,2016-09-06
277.55999755859375,2016-09-07
268.6600036621094,2016-09-08
264.1199951171875,2016-09-09
269.30999755859375,2016-09-12
264.9700012207031,2016-09-13
266.69000244140625,2016-09-14
266.2699890136719,2016-09-15
265.94000244140625,2016-09-16
262.92999267578125,2016-09-19
264.55999755859375,2016-09-20
274.2699890136719,2016-09-21
276.7300109863281,2016-09-22
276.0799865722656,2016-09-23
273.82000732421875,2016-09-26
275.3999938964844,2016-09-27
276.57000732421875,2016-09-28
271.8299865722656,2016-09-29
269.9700012207031,2016-09-30
268.1600036621094,2016-10-03
267.4100036621094,2016-10-04
267.0799865722656,2016-10-05
268.1700134277344,2016-10-06
266.9700012207031,2016-10-07
267.8500061035156,2016-10-10
257.8599853515625,2016-10-11
256.8900146484375,2016-10-12
256.3999938964844,2016-10-13
257.5899963378906,2016-10-14
257.5199890136719,2016-10-17
259.95001220703125,2016-10-18
260.20001220703125,2016-10-19
258.1199951171875,2016-10-20
255.05999755859375,2016-10-21
259.6000061035156,2016-10-24
257.05999755859375,2016-10-25
248.63999938964844,2016-10-26
244.10000610351562,2016-10-27
249.25,2016-10-28
249.88999938964844,2016-10-31
249.57000732421875,2016-11-01
252.91000366210938,2016-11-02
247.4199981689453,2016-11-03
250.22999572753906,2016-11-04
257.1600036621094,2016-11-07
262.260009765625,2016-11-08
269.8299865722656,2016-11-09
270.8699951171875,2016-11-10
272.44000244140625,2016-11-11
263.1400146484375,2016-11-14
260.20001220703125,2016-11-15
261.989990234375,2016-11-16
265.4800109863281,2016-11-17
262.70001220703125,2016-11-18
264.1000061035156,2016-11-21
273.0199890136719,2016-11-22
272.30999755859375,2016-11-23
275.5,2016-11-25
270.82000732421875,2016-11-28
280.489990234375,2016-11-29
275.30999755859375,2016-11-30
272.54998779296875,2016-12-01
266.6700134277344,2016-12-02
270.92999267578125,2016-12-05
276.32000732421875,2016-12-06
284.25,2016-12-07
279.0,2016-12-08
278.80999755859375,2016-12-09
277.9200134277344,2016-12-12
283.8599853515625,2016-12-13
288.260009765625,2016-12-14
291.1600036621094,2016-12-15
288.44000244140625,2016-12-16
288.9100036621094,2016-12-19
290.3800048828125,2016-12-20
291.239990234375,2016-12-21
291.0199890136719,2016-12-22
290.42999267578125,2016-12-23
291.79998779296875,2016-12-27
291.1199951171875,2016-12-28
292.19000244140625,2016-12-29
287.9200134277344,2016-12-30
285.7699890136719,2017-01-03
291.54998779296875,2017-01-04
296.1700134277344,2017-01-05
298.1600036621094,2017-01-06
296.260009765625,2017-01-09
298.20001220703125,2017-01-10
299.5400085449219,2017-01-11
297.19000244140625,2017-01-12
298.42999267578125,2017-01-13
306.1400146484375,2017-01-17
303.69000244140625,2017-01-18
306.1300048828125,2017-01-19
308.44000244140625,2017-01-20
308.70001220703125,2017-01-23
308.3500061035156,2017-01-24
310.30999755859375,2017-01-25
333.1499938964844,2017-01-26
323.54998779296875,2017-01-27
324.79998779296875,2017-01-30
323.95001220703125,2017-01-31
326.8500061035156,2017-02-01
324.4100036621094,2017-02-02
328.7099914550781,2017-02-03
322.6000061035156,2017-02-06
323.3699951171875,2017-02-07
325.7300109863281,2017-02-08
325.07000732421875,2017-02-09
324.55999755859375,2017-02-10
323.0199890136719,2017-02-13
322.0,2017-02-14
325.17999267578125,2017-02-15
324.4599914550781,2017-02-16
326.54998779296875,2017-02-17
325.1499938964844,2017-02-21
325.1400146484375,2017-02-22
324.42999267578125,2017-02-23
326.75,2017-02-24
326.7300109863281,2017-02-27
323.05999755859375,2017-02-28
325.1700134277344,2017-03-01
323.95001220703125,2017-03-02
322.32000732421875,2017-03-03
323.7699890136719,2017-03-06
323.239990234375,2017-03-07
322.6000061035156,2017-03-08
323.1400146484375,2017-03-09
323.4800109863281,2017-03-10
324.3399963378906,2017-03-13
324.6400146484375,2017-03-14
325.3800048828125,2017-03-15
323.7200012207031,2017-03-16
325.80999755859375,2017-03-17
324.989990234375,2017-03-20
320.6600036621094,2017-03-21
321.20001220703125,2017-03-22
323.6199951171875,2017-03-23
325.3500061035156,2017-03-24
323.1400146484375,2017-03-27
324.0799865722656,2017-03-28
325.94000244140625,2017-03-29
328.1199951171875,2017-03-30
327.32000732421875,2017-03-31
328.2699890136719,2017-04-03
331.5199890136719,2017-04-04
331.989990234375,2017-04-05
336.79998779296875,2017-04-06
330.6499938964844,2017-04-07
331.3699951171875,2017-04-10
332.29998779296875,2017-04-11
334.57000732421875,2017-04-12
330.0,2017-04-13
330.3599853515625,2017-04-17
328.17999267578125,2017-04-18
333.6099853515625,2017-04-19
335.5899963378906,2017-04-20
338.4800109863281,2017-04-21
340.3599853515625,2017-04-24
344.5,2017-04-25
345.3999938964844,2017-04-26
348.79998779296875,2017-04-27
345.1600036621094,2017-04-28
344.1400146484375,2017-05-01
337.69000244140625,2017-05-02
324.489990234375,2017-05-03
322.6000061035156,2017-05-04
334.7799987792969,2017-05-05
323.80999755859375,2017-05-08
325.5199890136719,2017-05-09
325.5799865722656,2017-05-10
324.6099853515625,2017-05-11
322.0,2017-05-12
321.07000732421875,2017-05-15
320.010009765625,2017-05-16
313.1099853515625,2017-05-17
315.8800048828125,2017-05-18
315.7799987792969,2017-05-19
316.4200134277344,2017-05-22
318.7900085449219,2017-05-23
329.0400085449219,2017-05-24
333.760009765625,2017-05-25
337.44000244140625,2017-05-26
338.9200134277344,2017-05-30
345.54998779296875,2017-05-31
346.3900146484375,2017-06-01
353.0299987792969,2017-06-02
344.42999267578125,2017-06-05
342.8299865722656,2017-06-06
345.8800048828125,2017-06-07
337.45001220703125,2017-06-08
332.8399963378906,2017-06-09
338.6499938964844,2017-06-12
341.80999755859375,2017-06-13
338.3299865722656,2017-06-14
338.3399963378906,2017-06-15
340.2200012207031,2017-06-16
340.260009765625,2017-06-19
333.6099853515625,2017-06-20
333.8800048828125,2017-06-21
334.1300048828125,2017-06-22
330.79998779296875,2017-06-23
332.6499938964844,2017-06-26
329.8699951171875,2017-06-27
340.29998779296875,2017-06-28
335.739990234375,2017-06-29
336.8500061035156,2017-06-30
328.6700134277344,2017-07-03
335.1099853515625,2017-07-05
332.17999267578125,2017-07-06
332.42999267578125,2017-07-07
336.6000061035156,2017-07-10
337.8500061035156,2017-07-11
342.6499938964844,2017-07-12
339.0400085449219,2017-07-13
342.79998779296875,2017-07-14
342.30999755859375,2017-07-17
344.6300048828125,2017-07-18
346.6099853515625,2017-07-19
345.29998779296875,2017-07-20
350.07000732421875,2017-07-21
348.0799865722656,2017-07-24
348.0,2017-07-25
348.7699890136719,2017-07-26
366.8999938964844,2017-07-27
370.260009765625,2017-07-28
391.9700012207031,2017-07-31
387.4200134277344,2017-08-01
385.5400085449219,2017-08-02
384.29998779296875,2017-08-03
384.6300048828125,2017-08-04
381.0199890136719,2017-08-07
389.75,2017-08-08
400.8999938964844,2017-08-09
398.67999267578125,2017-08-10
394.489990234375,2017-08-11
401.0799865722656,2017-08-14
397.7300109863281,2017-08-15
400.7799987792969,2017-08-16
393.3599853515625,2017-08-17
392.9700012207031,2017-08-18
396.45001220703125,2017-08-21
397.04998779296875,2017-08-22
390.3299865722656,2017-08-23
389.2300109863281,2017-08-24
388.7900085449219,2017-08-25
389.2300109863281,2017-08-28
388.82000732421875,2017-08-29
393.3699951171875,2017-08-30
398.5400085449219,2017-08-31
392.4800109863281,2017-09-01
393.32000732421875,2017-09-05
402.5,2017-09-06
395.6400146484375,2017-09-07
392.8999938964844,2017-09-08
