FTNT,Date
1.8079999685287476,2010-07-26
1.7940000295639038,2010-07-27
1.7719999551773071,2010-07-28
1.7799999713897705,2010-07-29
1.8009999990463257,2010-07-30
1.815999984741211,2010-08-02
1.819000005722046,2010-08-03
1.840999960899353,2010-08-04
1.7979999780654907,2010-08-05
1.819000005722046,2010-08-06
1.8170000314712524,2010-08-09
1.7869999408721924,2010-08-10
1.7209999561309814,2010-08-11
1.7359999418258667,2010-08-12
1.75600004196167,2010-08-13
1.7699999809265137,2010-08-16
1.8079999685287476,2010-08-17
1.8209999799728394,2010-08-18
1.7799999713897705,2010-08-19
1.8380000591278076,2010-08-20
1.840999960899353,2010-08-23
1.843000054359436,2010-08-24
1.8600000143051147,2010-08-25
1.8830000162124634,2010-08-26
1.9989999532699585,2010-08-27
2.003000020980835,2010-08-30
2.0380001068115234,2010-08-31
2.0980000495910645,2010-09-01
2.183000087738037,2010-09-02
2.117000102996826,2010-09-03
2.046999931335449,2010-09-07
2.0880000591278076,2010-09-08
2.2009999752044678,2010-09-09
2.1510000228881836,2010-09-10
2.190000057220459,2010-09-13
2.2920000553131104,2010-09-14
2.240000009536743,2010-09-15
2.2799999713897705,2010-09-16
2.5,2010-09-17
2.510999917984009,2010-09-20
2.4670000076293945,2010-09-21
2.381999969482422,2010-09-22
2.367000102996826,2010-09-23
2.4000000953674316,2010-09-24
2.4670000076293945,2010-09-27
2.436000108718872,2010-09-28
2.5209999084472656,2010-09-29
2.5,2010-09-30
2.5,2010-10-01
2.552999973297119,2010-10-04
2.552999973297119,2010-10-05
2.4189999103546143,2010-10-06
2.4079999923706055,2010-10-07
2.4189999103546143,2010-10-08
2.5,2010-10-11
2.499000072479248,2010-10-12
2.502000093460083,2010-10-13
2.5280001163482666,2010-10-14
2.6029999256134033,2010-10-15
2.611999988555908,2010-10-18
2.5179998874664307,2010-10-19
2.5160000324249268,2010-10-20
2.4700000286102295,2010-10-21
2.9630000591278076,2010-10-22
3.0250000953674316,2010-10-25
3.13700008392334,2010-10-26
3.134000062942505,2010-10-27
3.0,2010-10-28
3.0,2010-10-29
3.187999963760376,2010-11-01
3.0989999771118164,2010-11-02
3.0999999046325684,2010-11-03
3.055999994277954,2010-11-04
3.128999948501587,2010-11-05
3.0980000495910645,2010-11-08
3.11899995803833,2010-11-09
3.0980000495910645,2010-11-10
3.0429999828338623,2010-11-11
3.0320000648498535,2010-11-12
3.0999999046325684,2010-11-15
3.138000011444092,2010-11-16
3.128000020980835,2010-11-17
3.25600004196167,2010-11-18
3.194000005722046,2010-11-19
3.1659998893737793,2010-11-22
3.1440000534057617,2010-11-23
3.187000036239624,2010-11-24
3.1700000762939453,2010-11-26
3.1519999504089355,2010-11-29
3.187000036239624,2010-11-30
3.2200000286102295,2010-12-01
3.24399995803833,2010-12-02
3.3259999752044678,2010-12-03
3.2909998893737793,2010-12-06
3.2709999084472656,2010-12-07
3.2690000534057617,2010-12-08
3.3459999561309814,2010-12-09
3.3329999446868896,2010-12-10
3.190999984741211,2010-12-13
3.1080000400543213,2010-12-14
3.1410000324249268,2010-12-15
3.177999973297119,2010-12-16
3.2100000381469727,2010-12-17
3.2019999027252197,2010-12-20
3.197999954223633,2010-12-21
3.1679999828338623,2010-12-22
3.134999990463257,2010-12-23
3.250999927520752,2010-12-27
3.1649999618530273,2010-12-28
3.2179999351501465,2010-12-29
3.2179999351501465,2010-12-30
3.234999895095825,2010-12-31
3.309999942779541,2011-01-03
3.496999979019165,2011-01-04
3.6500000953674316,2011-01-05
3.638000011444092,2011-01-06
3.5230000019073486,2011-01-07
3.6010000705718994,2011-01-10
3.6059999465942383,2011-01-11
3.6579999923706055,2011-01-12
3.678999900817871,2011-01-13
3.736999988555908,2011-01-14
3.6670000553131104,2011-01-18
3.559000015258789,2011-01-19
3.494999885559082,2011-01-20
3.509000062942505,2011-01-21
3.4489998817443848,2011-01-24
3.3919999599456787,2011-01-25
3.9649999141693115,2011-01-26
3.7799999713897705,2011-01-27
3.694999933242798,2011-01-28
3.8450000286102295,2011-01-31
3.946000099182129,2011-02-01
3.9010000228881836,2011-02-02
3.888000011444092,2011-02-03
4.086999893188477,2011-02-04
3.9760000705718994,2011-02-07
4.046999931335449,2011-02-08
4.017000198364258,2011-02-09
4.065999984741211,2011-02-10
4.063000202178955,2011-02-11
4.099999904632568,2011-02-14
4.046000003814697,2011-02-15
4.125999927520752,2011-02-16
4.13100004196167,2011-02-17
4.170000076293945,2011-02-18
3.9609999656677246,2011-02-22
3.98799991607666,2011-02-23
4.078000068664551,2011-02-24
4.150000095367432,2011-02-25
4.084000110626221,2011-02-28
3.9670000076293945,2011-03-01
4.0370001792907715,2011-03-02
4.2230000495910645,2011-03-03
4.324999809265137,2011-03-04
4.310999870300293,2011-03-07
4.328000068664551,2011-03-08
4.321000099182129,2011-03-09
4.215000152587891,2011-03-10
4.300000190734863,2011-03-11
4.361999988555908,2011-03-14
4.223999977111816,2011-03-15
4.103000164031982,2011-03-16
4.144999980926514,2011-03-17
4.230000019073486,2011-03-18
4.377999782562256,2011-03-21
4.230000019073486,2011-03-22
4.1020002365112305,2011-03-23
4.171000003814697,2011-03-24
4.304999828338623,2011-03-25
4.230999946594238,2011-03-28
4.340000152587891,2011-03-29
4.300000190734863,2011-03-30
4.414999961853027,2011-03-31
4.078000068664551,2011-04-01
4.348999977111816,2011-04-04
4.448999881744385,2011-04-05
4.199999809265137,2011-04-06
3.9809999465942383,2011-04-07
3.9560000896453857,2011-04-08
3.9059998989105225,2011-04-11
3.7880001068115234,2011-04-12
4.0289998054504395,2011-04-13
4.015999794006348,2011-04-14
4.059999942779541,2011-04-15
3.9230000972747803,2011-04-18
3.877000093460083,2011-04-19
4.03000020980835,2011-04-20
4.041999816894531,2011-04-21
4.085999965667725,2011-04-25
4.114999771118164,2011-04-26
4.172999858856201,2011-04-27
4.7769999504089355,2011-04-28
4.869999885559082,2011-04-29
4.625,2011-05-02
4.5229997634887695,2011-05-03
4.416999816894531,2011-05-04
4.61899995803833,2011-05-05
4.651000022888184,2011-05-06
4.74399995803833,2011-05-09
4.7210001945495605,2011-05-10
4.60699987411499,2011-05-11
4.701000213623047,2011-05-12
4.696000099182129,2011-05-13
4.679999828338623,2011-05-16
4.664999961853027,2011-05-17
4.730999946594238,2011-05-18
4.86299991607666,2011-05-19
4.853000164031982,2011-05-20
4.684000015258789,2011-05-23
4.6479997634887695,2011-05-24
4.791999816894531,2011-05-25
4.730999946594238,2011-05-26
4.785999774932861,2011-05-27
4.848999977111816,2011-05-31
4.96999979019165,2011-06-01
4.702000141143799,2011-06-02
4.688000202178955,2011-06-03
4.739999771118164,2011-06-06
4.840000152587891,2011-06-07
4.789999961853027,2011-06-08
4.757999897003174,2011-06-09
4.5320000648498535,2011-06-10
4.550000190734863,2011-06-13
4.578000068664551,2011-06-14
4.461999893188477,2011-06-15
4.633999824523926,2011-06-16
4.5320000648498535,2011-06-17
4.544000148773193,2011-06-20
4.927999973297119,2011-06-21
4.932000160217285,2011-06-22
5.02400016784668,2011-06-23
5.170000076293945,2011-06-24
5.202000141143799,2011-06-27
5.3420000076293945,2011-06-28
5.381999969482422,2011-06-29
5.458000183105469,2011-06-30
5.515999794006348,2011-07-01
5.579999923706055,2011-07-05
5.633999824523926,2011-07-06
5.51800012588501,2011-07-07
5.610000133514404,2011-07-08
5.46999979019165,2011-07-11
5.372000217437744,2011-07-12
5.495999813079834,2011-07-13
5.395999908447266,2011-07-14
5.369999885559082,2011-07-15
5.306000232696533,2011-07-18
5.355999946594238,2011-07-19
4.322000026702881,2011-07-20
4.139999866485596,2011-07-21
4.2179999351501465,2011-07-22
4.118000030517578,2011-07-25
4.138000011444092,2011-07-26
3.9619998931884766,2011-07-27
3.9600000381469727,2011-07-28
4.064000129699707,2011-07-29
4.047999858856201,2011-08-01
4.026000022888184,2011-08-02
4.216000080108643,2011-08-03
4.159999847412109,2011-08-04
3.9240000247955322,2011-08-05
3.5999999046325684,2011-08-08
3.8380000591278076,2011-08-09
3.634000062942505,2011-08-10
3.8919999599456787,2011-08-11
3.941999912261963,2011-08-12
4.119999885559082,2011-08-15
4.064000129699707,2011-08-16
4.168000221252441,2011-08-17
3.740000009536743,2011-08-18
3.507999897003174,2011-08-19
3.4519999027252197,2011-08-22
3.696000099182129,2011-08-23
3.568000078201294,2011-08-24
3.497999906539917,2011-08-25
3.7219998836517334,2011-08-26
3.812000036239624,2011-08-29
3.7639999389648438,2011-08-30
3.8259999752044678,2011-08-31
3.812000036239624,2011-09-01
3.680000066757202,2011-09-02
3.640000104904175,2011-09-06
3.7699999809265137,2011-09-07
3.691999912261963,2011-09-08
3.5260000228881836,2011-09-09
3.490000009536743,2011-09-12
3.497999906539917,2011-09-13
3.7239999771118164,2011-09-14
3.7820000648498535,2011-09-15
3.630000114440918,2011-09-16
3.6760001182556152,2011-09-19
3.4779999256134033,2011-09-20
3.503999948501587,2011-09-21
3.319999933242798,2011-09-22
3.25,2011-09-23
3.50600004196167,2011-09-26
3.4700000286102295,2011-09-27
3.3919999599456787,2011-09-28
3.359999895095825,2011-09-29
3.359999895095825,2011-09-30
3.305999994277954,2011-10-03
3.3259999752044678,2011-10-04
3.4059998989105225,2011-10-05
3.5739998817443848,2011-10-06
3.5880000591278076,2011-10-07
3.7119998931884766,2011-10-10
3.6540000438690186,2011-10-11
3.5439999103546143,2011-10-12
3.7139999866485596,2011-10-13
3.9619998931884766,2011-10-14
3.8540000915527344,2011-10-17
3.930000066757202,2011-10-18
3.700000047683716,2011-10-19
3.6440000534057617,2011-10-20
3.5280001163482666,2011-10-21
3.8239998817443848,2011-10-24
4.291999816894531,2011-10-25
4.156000137329102,2011-10-26
4.3460001945495605,2011-10-27
4.611999988555908,2011-10-28
4.611999988555908,2011-10-31
4.513999938964844,2011-11-01
4.5920000076293945,2011-11-02
5.0,2011-11-03
4.938000202178955,2011-11-04
4.791999816894531,2011-11-07
4.8420000076293945,2011-11-08
4.6539998054504395,2011-11-09
4.99399995803833,2011-11-10
4.9120001792907715,2011-11-11
4.9039998054504395,2011-11-14
5.1519999504089355,2011-11-15
5.107999801635742,2011-11-16
4.895999908447266,2011-11-17
4.855999946594238,2011-11-18
4.73799991607666,2011-11-21
4.71999979019165,2011-11-22
4.564000129699707,2011-11-23
4.558000087738037,2011-11-25
4.705999851226807,2011-11-28
4.625999927520752,2011-11-29
4.797999858856201,2011-11-30
4.803999900817871,2011-12-01
4.877999782562256,2011-12-02
5.119999885559082,2011-12-05
4.914000034332275,2011-12-06
4.734000205993652,2011-12-07
4.690000057220459,2011-12-08
4.9079999923706055,2011-12-09
4.789999961853027,2011-12-12
4.6620001792907715,2011-12-13
4.432000160217285,2011-12-14
4.369999885559082,2011-12-15
4.434000015258789,2011-12-16
4.315999984741211,2011-12-19
4.271999835968018,2011-12-20
4.010000228881836,2011-12-21
4.124000072479248,2011-12-22
4.165999889373779,2011-12-23
4.228000164031982,2011-12-27
4.26800012588501,2011-12-28
4.331999778747559,2011-12-29
4.361999988555908,2011-12-30
4.1539998054504395,2012-01-03
4.021999835968018,2012-01-04
4.039999961853027,2012-01-05
4.081999778747559,2012-01-06
4.033999919891357,2012-01-09
3.9800000190734863,2012-01-10
4.124000072479248,2012-01-11
4.211999893188477,2012-01-12
4.179999828338623,2012-01-13
4.323999881744385,2012-01-17
4.414000034332275,2012-01-18
4.501999855041504,2012-01-19
4.550000190734863,2012-01-20
4.4720001220703125,2012-01-23
4.464000225067139,2012-01-24
4.5920000076293945,2012-01-25
4.572000026702881,2012-01-26
4.556000232696533,2012-01-27
4.498000144958496,2012-01-30
4.561999797821045,2012-01-31
5.007999897003174,2012-02-01
5.105999946594238,2012-02-02
5.076000213623047,2012-02-03
5.026000022888184,2012-02-06
4.96999979019165,2012-02-07
5.053999900817871,2012-02-08
5.24399995803833,2012-02-09
5.116000175476074,2012-02-10
5.276000022888184,2012-02-13
5.340000152587891,2012-02-14
5.164000034332275,2012-02-15
5.26200008392334,2012-02-16
5.191999912261963,2012-02-17
5.239999771118164,2012-02-21
5.22599983215332,2012-02-22
5.25,2012-02-23
5.3979997634887695,2012-02-24
5.375999927520752,2012-02-27
5.480000019073486,2012-02-28
5.409999847412109,2012-02-29
5.565999984741211,2012-03-01
5.507999897003174,2012-03-02
5.25,2012-03-05
5.127999782562256,2012-03-06
5.214000225067139,2012-03-07
5.26200008392334,2012-03-08
5.317999839782715,2012-03-09
5.447999954223633,2012-03-12
5.561999797821045,2012-03-13
5.434000015258789,2012-03-14
5.486000061035156,2012-03-15
5.423999786376953,2012-03-16
5.49399995803833,2012-03-19
5.443999767303467,2012-03-20
5.434000015258789,2012-03-21
5.317999839782715,2012-03-22
5.406000137329102,2012-03-23
5.5320000648498535,2012-03-26
5.423999786376953,2012-03-27
5.331999778747559,2012-03-28
5.455999851226807,2012-03-29
5.53000020980835,2012-03-30
5.684000015258789,2012-04-02
5.684000015258789,2012-04-03
5.639999866485596,2012-04-04
5.688000202178955,2012-04-05
5.576000213623047,2012-04-09
5.452000141143799,2012-04-10
5.455999851226807,2012-04-11
5.558000087738037,2012-04-12
5.5,2012-04-13
5.409999847412109,2012-04-16
5.510000228881836,2012-04-17
5.5320000648498535,2012-04-18
5.495999813079834,2012-04-19
5.420000076293945,2012-04-20
5.283999919891357,2012-04-23
5.1479997634887695,2012-04-24
5.288000106811523,2012-04-25
5.196000099182129,2012-04-26
5.24399995803833,2012-04-27
5.223999977111816,2012-04-30
5.2820000648498535,2012-05-01
5.271999835968018,2012-05-02
5.208000183105469,2012-05-03
5.059999942779541,2012-05-04
5.041999816894531,2012-05-07
4.984000205993652,2012-05-08
4.940000057220459,2012-05-09
4.788000106811523,2012-05-10
4.8379998207092285,2012-05-11
4.754000186920166,2012-05-14
4.803999900817871,2012-05-15
4.8460001945495605,2012-05-16
4.6579999923706055,2012-05-17
4.48799991607666,2012-05-18
4.611999988555908,2012-05-21
4.6519999504089355,2012-05-22
4.633999824523926,2012-05-23
4.285999774932861,2012-05-24
4.368000030517578,2012-05-25
4.361999988555908,2012-05-29
4.311999797821045,2012-05-30
4.25,2012-05-31
4.081999778747559,2012-06-01
4.0980000495910645,2012-06-04
4.1539998054504395,2012-06-05
4.329999923706055,2012-06-06
4.323999881744385,2012-06-07
4.369999885559082,2012-06-08
4.193999767303467,2012-06-11
4.176000118255615,2012-06-12
4.23799991607666,2012-06-13
4.236000061035156,2012-06-14
4.426000118255615,2012-06-15
4.438000202178955,2012-06-18
4.49399995803833,2012-06-19
4.5279998779296875,2012-06-20
4.388000011444092,2012-06-21
4.513999938964844,2012-06-22
4.383999824523926,2012-06-25
4.400000095367432,2012-06-26
4.535999774932861,2012-06-27
4.3979997634887695,2012-06-28
4.644000053405762,2012-06-29
4.7220001220703125,2012-07-02
4.840000152587891,2012-07-03
4.826000213623047,2012-07-05
4.360000133514404,2012-07-06
4.23799991607666,2012-07-09
4.245999813079834,2012-07-10
4.210000038146973,2012-07-11
4.185999870300293,2012-07-12
4.309999942779541,2012-07-13
4.25600004196167,2012-07-16
4.251999855041504,2012-07-17
4.696000099182129,2012-07-18
4.808000087738037,2012-07-19
4.693999767303467,2012-07-20
4.564000129699707,2012-07-23
4.447999954223633,2012-07-24
4.478000164031982,2012-07-25
5.010000228881836,2012-07-26
5.085999965667725,2012-07-27
4.921999931335449,2012-07-30
4.802000045776367,2012-07-31
4.676000118255615,2012-08-01
4.685999870300293,2012-08-02
4.854000091552734,2012-08-03
4.909999847412109,2012-08-06
5.026000022888184,2012-08-07
4.978000164031982,2012-08-08
4.943999767303467,2012-08-09
4.955999851226807,2012-08-10
4.877999782562256,2012-08-13
4.77400016784668,2012-08-14
4.881999969482422,2012-08-15
4.980000019073486,2012-08-16
5.072000026702881,2012-08-17
5.041999816894531,2012-08-20
5.073999881744385,2012-08-21
5.1519999504089355,2012-08-22
5.138000011444092,2012-08-23
5.122000217437744,2012-08-24
5.257999897003174,2012-08-27
5.283999919891357,2012-08-28
5.302000045776367,2012-08-29
5.211999893188477,2012-08-30
5.302000045776367,2012-08-31
5.322000026702881,2012-09-04
5.306000232696533,2012-09-05
5.480000019073486,2012-09-06
5.47599983215332,2012-09-07
5.466000080108643,2012-09-10
5.440000057220459,2012-09-11
5.498000144958496,2012-09-12
5.52400016784668,2012-09-13
5.535999774932861,2012-09-14
5.46999979019165,2012-09-17
5.455999851226807,2012-09-18
5.507999897003174,2012-09-19
5.47599983215332,2012-09-20
5.400000095367432,2012-09-21
5.216000080108643,2012-09-24
5.170000076293945,2012-09-25
5.004000186920166,2012-09-26
4.938000202178955,2012-09-27
4.823999881744385,2012-09-28
4.679999828338623,2012-10-01
4.6519999504089355,2012-10-02
4.676000118255615,2012-10-03
4.789999961853027,2012-10-04
4.817999839782715,2012-10-05
4.76200008392334,2012-10-08
4.742000102996826,2012-10-09
4.73199987411499,2012-10-10
4.7820000648498535,2012-10-11
4.8520002365112305,2012-10-12
4.949999809265137,2012-10-15
4.960000038146973,2012-10-16
4.0279998779296875,2012-10-17
3.9059998989105225,2012-10-18
3.944000005722046,2012-10-19
3.890000104904175,2012-10-22
3.9100000858306885,2012-10-23
3.8499999046325684,2012-10-24
3.874000072479248,2012-10-25
3.9079999923706055,2012-10-26
3.874000072479248,2012-10-31
4.050000190734863,2012-11-01
4.004000186920166,2012-11-02
3.9260001182556152,2012-11-05
3.950000047683716,2012-11-06
3.8259999752044678,2012-11-07
3.7760000228881836,2012-11-08
3.803999900817871,2012-11-09
3.6740000247955322,2012-11-12
3.562000036239624,2012-11-13
3.609999895095825,2012-11-14
3.562000036239624,2012-11-15
3.6559998989105225,2012-11-16
3.7200000286102295,2012-11-19
3.6500000953674316,2012-11-20
3.740000009536743,2012-11-21
3.812000036239624,2012-11-23
3.8459999561309814,2012-11-26
3.8359999656677246,2012-11-27
3.9040000438690186,2012-11-28
3.9739999771118164,2012-11-29
3.996000051498413,2012-11-30
3.936000108718872,2012-12-03
3.9860000610351562,2012-12-04
3.7639999389648438,2012-12-05
3.819999933242798,2012-12-06
3.940000057220459,2012-12-07
4.019999980926514,2012-12-10
4.050000190734863,2012-12-11
4.038000106811523,2012-12-12
4.107999801635742,2012-12-13
4.199999809265137,2012-12-14
4.228000164031982,2012-12-17
4.26800012588501,2012-12-18
4.271999835968018,2012-12-19
4.260000228881836,2012-12-20
4.23199987411499,2012-12-21
4.223999977111816,2012-12-24
4.159999847412109,2012-12-26
4.156000137329102,2012-12-27
4.185999870300293,2012-12-28
4.203999996185303,2012-12-31
4.23799991607666,2013-01-02
3.865999937057495,2013-01-03
3.861999988555908,2013-01-04
3.812000036239624,2013-01-07
3.818000078201294,2013-01-08
3.8359999656677246,2013-01-09
3.9159998893737793,2013-01-10
3.868000030517578,2013-01-11
3.888000011444092,2013-01-14
4.01800012588501,2013-01-15
3.9839999675750732,2013-01-16
3.9600000381469727,2013-01-17
3.950000047683716,2013-01-18
3.864000082015991,2013-01-22
3.941999912261963,2013-01-23
3.990000009536743,2013-01-24
4.165999889373779,2013-01-25
4.210000038146973,2013-01-28
3.941999912261963,2013-01-29
3.869999885559082,2013-01-30
4.7179999351501465,2013-01-31
4.71999979019165,2013-02-01
4.578000068664551,2013-02-04
4.599999904632568,2013-02-05
4.682000160217285,2013-02-06
4.616000175476074,2013-02-07
4.688000202178955,2013-02-08
4.622000217437744,2013-02-11
4.769999980926514,2013-02-12
4.6620001792907715,2013-02-13
4.684000015258789,2013-02-14
4.702000141143799,2013-02-15
4.708000183105469,2013-02-19
4.7179999351501465,2013-02-20
4.631999969482422,2013-02-21
4.802000045776367,2013-02-22
4.745999813079834,2013-02-25
4.938000202178955,2013-02-26
4.958000183105469,2013-02-27
4.835999965667725,2013-02-28
4.829999923706055,2013-03-01
4.828000068664551,2013-03-04
4.9079999923706055,2013-03-05
4.855999946594238,2013-03-06
4.789999961853027,2013-03-07
4.868000030517578,2013-03-08
4.857999801635742,2013-03-11
4.889999866485596,2013-03-12
4.929999828338623,2013-03-13
5.0,2013-03-14
4.955999851226807,2013-03-15
4.8379998207092285,2013-03-18
4.671999931335449,2013-03-19
4.72599983215332,2013-03-20
4.6579999923706055,2013-03-21
4.605999946594238,2013-03-22
4.585999965667725,2013-03-25
4.5980000495910645,2013-03-26
4.6539998054504395,2013-03-27
4.736000061035156,2013-03-28
4.5960001945495605,2013-04-01
4.590000152587891,2013-04-02
4.441999912261963,2013-04-03
4.461999893188477,2013-04-04
4.394000053405762,2013-04-05
4.3460001945495605,2013-04-08
4.423999786376953,2013-04-09
4.369999885559082,2013-04-10
3.7980000972747803,2013-04-11
3.753999948501587,2013-04-12
3.614000082015991,2013-04-15
3.625999927520752,2013-04-16
3.614000082015991,2013-04-17
3.5380001068115234,2013-04-18
3.50600004196167,2013-04-19
3.555999994277954,2013-04-22
3.559999942779541,2013-04-23
3.50600004196167,2013-04-24
3.5160000324249268,2013-04-25
3.4719998836517334,2013-04-26
3.569999933242798,2013-04-29
3.5920000076293945,2013-04-30
3.568000078201294,2013-05-01
3.614000082015991,2013-05-02
3.615999937057495,2013-05-03
3.635999917984009,2013-05-06
3.621999979019165,2013-05-07
3.6440000534057617,2013-05-08
3.619999885559082,2013-05-09
3.75,2013-05-10
3.615999937057495,2013-05-13
3.6519999504089355,2013-05-14
3.638000011444092,2013-05-15
3.700000047683716,2013-05-16
3.7920000553131104,2013-05-17
3.8540000915527344,2013-05-20
3.8399999141693115,2013-05-21
3.742000102996826,2013-05-22
3.680000066757202,2013-05-23
3.6619999408721924,2013-05-24
3.7219998836517334,2013-05-28
3.7860000133514404,2013-05-29
3.8580000400543213,2013-05-30
3.8519999980926514,2013-05-31
3.700000047683716,2013-06-03
3.6419999599456787,2013-06-04
3.614000082015991,2013-06-05
3.687999963760376,2013-06-06
3.7300000190734863,2013-06-07
3.7260000705718994,2013-06-10
3.6600000858306885,2013-06-11
3.631999969482422,2013-06-12
3.614000082015991,2013-06-13
3.5480000972747803,2013-06-14
3.5999999046325684,2013-06-17
3.6040000915527344,2013-06-18
3.549999952316284,2013-06-19
3.5320000648498535,2013-06-20
3.4679999351501465,2013-06-21
3.305999994277954,2013-06-24
3.3459999561309814,2013-06-25
3.4179999828338623,2013-06-26
3.4619998931884766,2013-06-27
3.5,2013-06-28
3.4560000896453857,2013-07-01
3.4679999351501465,2013-07-02
3.5959999561309814,2013-07-03
3.6480000019073486,2013-07-05
3.671999931335449,2013-07-08
