RJF,Date
0.3507564961910248,1983-07-01
0.3335059881210327,1983-07-05
0.34500694274902344,1983-07-06
0.3335059881210327,1983-07-07
0.32775652408599854,1983-07-08
0.32775652408599854,1983-07-11
0.32775652408599854,1983-07-12
0.3220061659812927,1983-07-13
0.3162563145160675,1983-07-14
0.29900598526000977,1983-07-15
0.29325565695762634,1983-07-18
0.29325565695762634,1983-07-19
0.29900598526000977,1983-07-20
0.29900598526000977,1983-07-21
0.31050607562065125,1983-07-22
0.3220061659812927,1983-07-25
0.3335059881210327,1983-07-26
0.32775652408599854,1983-07-27
0.32775652408599854,1983-07-28
0.3220061659812927,1983-07-29
0.32775652408599854,1983-08-01
0.32775652408599854,1983-08-02
0.32775652408599854,1983-08-03
0.3220061659812927,1983-08-04
0.3220061659812927,1983-08-05
0.3162563145160675,1983-08-08
0.3162563145160675,1983-08-09
0.3162563145160675,1983-08-10
0.3162563145160675,1983-08-11
0.31050607562065125,1983-08-12
0.30475568771362305,1983-08-15
0.29900598526000977,1983-08-16
0.29900598526000977,1983-08-17
0.29325565695762634,1983-08-18
0.29325565695762634,1983-08-19
0.28750595450401306,1983-08-22
0.28750595450401306,1983-08-23
0.28750595450401306,1983-08-24
0.28750595450401306,1983-08-25
0.28750595450401306,1983-08-26
0.2817556858062744,1983-08-29
0.2760051488876343,1983-08-30
0.2760051488876343,1983-08-31
0.2760051488876343,1983-09-01
0.2760051488876343,1983-09-02
0.2760051488876343,1983-09-06
0.2760051488876343,1983-09-07
0.2760051488876343,1983-09-08
0.2760051488876343,1983-09-09
0.2760051488876343,1983-09-12
0.2702554166316986,1983-09-13
0.2702554166316986,1983-09-14
0.2702554166316986,1983-09-15
0.2702554166316986,1983-09-16
0.2702554166316986,1983-09-19
0.2702554166316986,1983-09-20
0.2702554166316986,1983-09-21
0.2645050585269928,1983-09-22
0.2645050585269928,1983-09-23
0.2645050585269928,1983-09-26
0.2645050585269928,1983-09-27
0.2587548792362213,1983-09-28
0.2587548792362213,1983-09-29
0.25300517678260803,1983-09-30
0.2472546249628067,1983-10-03
0.24150484800338745,1983-10-04
0.24150484800338745,1983-10-05
0.24150484800338745,1983-10-06
0.2472546249628067,1983-10-07
0.2472546249628067,1983-10-10
0.25300517678260803,1983-10-11
0.25300517678260803,1983-10-12
0.2472546249628067,1983-10-13
0.2472546249628067,1983-10-14
0.2472546249628067,1983-10-17
0.23575454950332642,1983-10-18
0.2300041913986206,1983-10-19
0.2300041913986206,1983-10-20
0.22425450384616852,1983-10-21
0.21850427985191345,1983-10-24
0.21850427985191345,1983-10-25
0.21850427985191345,1983-10-26
0.21850427985191345,1983-10-27
0.21850427985191345,1983-10-28
0.21850427985191345,1983-10-31
0.21275436878204346,1983-11-01
0.21275436878204346,1983-11-02
0.21275436878204346,1983-11-03
0.21275436878204346,1983-11-04
0.21275436878204346,1983-11-07
0.20700408518314362,1983-11-08
0.20700408518314362,1983-11-09
0.20700408518314362,1983-11-10
0.21275436878204346,1983-11-11
0.21275436878204346,1983-11-14
0.21850427985191345,1983-11-15
0.21850427985191345,1983-11-16
0.21850427985191345,1983-11-17
0.22425450384616852,1983-11-18
0.23575454950332642,1983-11-21
0.2472546249628067,1983-11-22
0.2587548792362213,1983-11-23
0.25300517678260803,1983-11-25
0.2472546249628067,1983-11-28
0.2472546249628067,1983-11-29
0.2472546249628067,1983-11-30
0.24150484800338745,1983-12-01
0.23575454950332642,1983-12-02
0.23575454950332642,1983-12-05
0.23575454950332642,1983-12-06
0.23575454950332642,1983-12-07
0.23575454950332642,1983-12-08
0.2300041913986206,1983-12-09
0.22425450384616852,1983-12-12
0.22425450384616852,1983-12-13
0.22425450384616852,1983-12-14
0.21850427985191345,1983-12-15
0.21850427985191345,1983-12-16
0.22425450384616852,1983-12-19
0.22425450384616852,1983-12-20
0.21850427985191345,1983-12-21
0.21850427985191345,1983-12-22
0.21850427985191345,1983-12-23
0.21275436878204346,1983-12-27
0.21275436878204346,1983-12-28
0.21275436878204346,1983-12-29
0.21275436878204346,1983-12-30
0.21275436878204346,1984-01-03
0.21850427985191345,1984-01-04
0.21850427985191345,1984-01-05
0.21850427985191345,1984-01-06
0.22425450384616852,1984-01-09
0.22425450384616852,1984-01-10
0.2300041913986206,1984-01-11
0.22425450384616852,1984-01-12
0.23575454950332642,1984-01-13
0.23575454950332642,1984-01-16
0.23575454950332642,1984-01-17
0.23575454950332642,1984-01-18
0.2300041913986206,1984-01-19
0.2300041913986206,1984-01-20
0.22425450384616852,1984-01-23
0.22425450384616852,1984-01-24
0.21850427985191345,1984-01-25
0.22425450384616852,1984-01-26
0.22425450384616852,1984-01-27
0.22425450384616852,1984-01-30
0.21850427985191345,1984-01-31
0.22425450384616852,1984-02-01
0.22425450384616852,1984-02-02
0.21850427985191345,1984-02-03
0.21275436878204346,1984-02-06
0.21275436878204346,1984-02-07
0.20700408518314362,1984-02-08
0.20412923395633698,1984-02-09
0.20412923395633698,1984-02-10
0.20412923395633698,1984-02-13
0.20412923395633698,1984-02-14
0.20125369727611542,1984-02-15
0.19550397992134094,1984-02-16
0.18975375592708588,1984-02-17
0.1840038299560547,1984-02-21
0.18687880039215088,1984-02-22
0.1840038299560547,1984-02-23
0.1840038299560547,1984-02-24
0.19550397992134094,1984-02-27
0.19550397992134094,1984-02-28
0.19550397992134094,1984-02-29
0.19550397992134094,1984-03-01
0.19550397992134094,1984-03-02
0.19550397992134094,1984-03-05
0.19550397992134094,1984-03-06
0.18975375592708588,1984-03-07
0.18975375592708588,1984-03-08
0.18975375592708588,1984-03-09
0.18975375592708588,1984-03-12
0.18975375592708588,1984-03-13
0.1840038299560547,1984-03-14
0.1840038299560547,1984-03-15
0.1840038299560547,1984-03-16
0.1840038299560547,1984-03-19
0.18975375592708588,1984-03-20
0.18975375592708588,1984-03-21
0.18975375592708588,1984-03-22
0.18975375592708588,1984-03-23
0.18975375592708588,1984-03-26
0.1840038299560547,1984-03-27
0.18687880039215088,1984-03-28
0.18687880039215088,1984-03-29
0.18687880039215088,1984-03-30
0.1811283677816391,1984-04-02
0.1811283677816391,1984-04-03
0.1811283677816391,1984-04-04
0.1782534271478653,1984-04-05
0.17250312864780426,1984-04-06
0.17250312864780426,1984-04-09
0.17250312864780426,1984-04-10
0.17250312864780426,1984-04-11
0.17250312864780426,1984-04-12
0.17250312864780426,1984-04-13
0.17250312864780426,1984-04-16
0.1782534271478653,1984-04-17
0.1782534271478653,1984-04-18
0.17250312864780426,1984-04-19
0.17250312864780426,1984-04-23
0.17250312864780426,1984-04-24
0.17250312864780426,1984-04-25
0.17250312864780426,1984-04-26
0.17250312864780426,1984-04-27
0.17250312864780426,1984-04-30
