ALL,Date
10.07003402709961,1995-11-02
10.10251522064209,1995-11-03
10.037558555603027,1995-11-06
9.810157775878906,1995-11-07
10.10251522064209,1995-11-08
10.07003402709961,1995-11-09
10.10251522064209,1995-11-10
9.90761661529541,1995-11-13
9.875131607055664,1995-11-14
9.875131607055664,1995-11-15
10.037558555603027,1995-11-16
10.232453346252441,1995-11-17
10.07003402709961,1995-11-20
10.232453346252441,1995-11-21
10.167490005493164,1995-11-22
10.36238956451416,1995-11-24
10.264939308166504,1995-11-27
10.413800239562988,1995-11-28
10.57702922821045,1995-11-29
10.70760726928711,1995-11-30
10.740259170532227,1995-12-01
10.93612003326416,1995-12-04
10.740259170532227,1995-12-05
10.642313003540039,1995-12-06
10.59334659576416,1995-12-07
10.283219337463379,1995-12-08
10.283219337463379,1995-12-11
10.413800239562988,1995-12-12
10.44644832611084,1995-12-13
10.413800239562988,1995-12-14
10.315863609313965,1995-12-15
10.315863609313965,1995-12-18
10.283219337463379,1995-12-19
10.185285568237305,1995-12-20
10.544381141662598,1995-12-21
10.609672546386719,1995-12-22
10.674957275390625,1995-12-26
10.870834350585938,1995-12-27
10.90347957611084,1995-12-28
10.740259170532227,1995-12-29
10.544381141662598,1996-01-02
10.51172924041748,1996-01-03
10.772895812988281,1996-01-04
10.838189125061035,1996-01-05
10.870834350585938,1996-01-08
10.51172924041748,1996-01-09
10.022063255310059,1996-01-10
10.217931747436523,1996-01-11
10.087348937988281,1996-01-12
10.25057315826416,1996-01-15
10.413800239562988,1996-01-16
10.544381141662598,1996-01-17
10.44644832611084,1996-01-18
10.413800239562988,1996-01-19
10.413800239562988,1996-01-22
10.413800239562988,1996-01-23
10.51172924041748,1996-01-24
10.80553913116455,1996-01-25
10.93612003326416,1996-01-26
11.164642333984375,1996-01-29
11.229930877685547,1996-01-30
11.360512733459473,1996-01-31
11.4584379196167,1996-02-01
11.360512733459473,1996-02-02
11.229930877685547,1996-02-05
11.589020729064941,1996-02-06
11.621672630310059,1996-02-07
11.523736953735352,1996-02-08
11.621672630310059,1996-02-09
11.686965942382812,1996-02-12
11.94812297821045,1996-02-13
11.719608306884766,1996-02-14
11.686965942382812,1996-02-15
11.556377410888672,1996-02-16
11.229930877685547,1996-02-20
11.262575149536133,1996-02-21
11.752250671386719,1996-02-22
11.882827758789062,1996-02-23
11.654318809509277,1996-02-26
11.611540794372559,1996-02-27
11.513139724731445,1996-02-28
11.250731468200684,1996-02-29
11.48034381866455,1996-03-01
11.447531700134277,1996-03-04
11.447531700134277,1996-03-05
11.513139724731445,1996-03-06
11.54594612121582,1996-03-07
11.021124839782715,1996-03-08
10.62751293182373,1996-03-11
10.59471321105957,1996-03-12
10.955522537231445,1996-03-13
11.053927421569824,1996-03-14
10.857122421264648,1996-03-15
11.217934608459473,1996-03-18
11.021124839782715,1996-03-19
10.988326072692871,1996-03-20
11.021124839782715,1996-03-21
11.053927421569824,1996-03-22
11.119522094726562,1996-03-25
11.119522094726562,1996-03-26
11.021124839782715,1996-03-27
11.185133934020996,1996-03-28
11.021124839782715,1996-03-29
11.185133934020996,1996-04-01
11.250731468200684,1996-04-02
11.119522094726562,1996-04-03
11.086727142333984,1996-04-04
10.857122421264648,1996-04-08
10.824320793151855,1996-04-09
10.299506187438965,1996-04-10
10.168299674987793,1996-04-11
10.463509559631348,1996-04-12
10.233901977539062,1996-04-15
10.365105628967285,1996-04-16
10.463509559631348,1996-04-17
10.758715629577637,1996-04-18
10.922720909118652,1996-04-19
10.791521072387695,1996-04-22
10.463509559631348,1996-04-23
10.496305465698242,1996-04-24
10.463509559631348,1996-04-25
10.299506187438965,1996-04-26
10.233901977539062,1996-04-29
10.201094627380371,1996-04-30
10.266704559326172,1996-05-01
10.069899559020996,1996-05-02
10.135497093200684,1996-05-03
10.069899559020996,1996-05-06
9.971498489379883,1996-05-07
10.069899559020996,1996-05-08
10.168299674987793,1996-05-09
10.332307815551758,1996-05-10
10.332307815551758,1996-05-13
10.463509559631348,1996-05-14
10.496305465698242,1996-05-15
10.5291166305542,1996-05-16
10.496305465698242,1996-05-17
10.59471321105957,1996-05-20
10.693120002746582,1996-05-21
10.758715629577637,1996-05-22
10.955522537231445,1996-05-23
11.283530235290527,1996-05-24
11.119522094726562,1996-05-28
10.812813758850098,1996-05-29
10.779850959777832,1996-05-30
11.142472267150879,1996-05-31
11.373234748840332,1996-06-03
12.098480224609375,1996-06-04
12.230347633361816,1996-06-05
12.098480224609375,1996-06-06
11.735857009887695,1996-06-07
11.669925689697266,1996-06-10
11.604000091552734,1996-06-11
11.439166069030762,1996-06-12
11.47213363647461,1996-06-13
11.538067817687988,1996-06-14
11.538067817687988,1996-06-17
11.57103157043457,1996-06-18
11.57103157043457,1996-06-19
11.307302474975586,1996-06-20
11.57103157043457,1996-06-21
11.669925689697266,1996-06-24
11.702896118164062,1996-06-25
11.669925689697266,1996-06-26
11.768826484680176,1996-06-27
12.032550811767578,1996-06-28
12.26331615447998,1996-07-01
12.230347633361816,1996-07-02
12.065519332885742,1996-07-03
11.735857009887695,1996-07-05
11.57103157043457,1996-07-08
11.538067817687988,1996-07-09
11.439166069030762,1996-07-10
11.175433158874512,1996-07-11
11.307302474975586,1996-07-12
10.944680213928223,1996-07-15
11.04357624053955,1996-07-16
11.10950756072998,1996-07-17
11.373234748840332,1996-07-18
11.142472267150879,1996-07-19
11.241375923156738,1996-07-22
11.175433158874512,1996-07-23
11.274338722229004,1996-07-24
11.505090713500977,1996-07-25
11.768826484680176,1996-07-26
11.867725372314453,1996-07-29
11.867725372314453,1996-07-30
11.801794052124023,1996-07-31
11.9336576461792,1996-08-01
12.131449699401855,1996-08-02
12.131449699401855,1996-08-05
12.131449699401855,1996-08-06
12.16441535949707,1996-08-07
12.131449699401855,1996-08-08
12.16441535949707,1996-08-09
12.197385787963867,1996-08-12
12.032550811767578,1996-08-13
12.065519332885742,1996-08-14
11.867725372314453,1996-08-15
12.065519332885742,1996-08-16
12.131449699401855,1996-08-19
11.9336576461792,1996-08-20
12.16441535949707,1996-08-21
12.362212181091309,1996-08-22
12.197385787963867,1996-08-23
11.966623306274414,1996-08-26
12.26331615447998,1996-08-27
12.120783805847168,1996-08-28
11.988311767578125,1996-08-29
11.822728157043457,1996-08-30
11.85584545135498,1996-09-03
12.418829917907715,1996-09-04
12.120783805847168,1996-09-05
12.25324821472168,1996-09-06
12.55130386352539,1996-09-09
12.45193862915039,1996-09-10
12.617535591125488,1996-09-11
12.617535591125488,1996-09-12
12.915581703186035,1996-09-13
13.01492977142334,1996-09-16
12.882468223571777,1996-09-17
12.783112525939941,1996-09-18
12.683767318725586,1996-09-19
12.981821060180664,1996-09-20
12.94870376586914,1996-09-23
12.94870376586914,1996-09-24
12.71688461303711,1996-09-25
12.71688461303711,1996-09-26
12.915581703186035,1996-09-27
13.048049926757812,1996-09-30
13.11428451538086,1996-10-01
13.379226684570312,1996-10-02
13.147403717041016,1996-10-03
13.379226684570312,1996-10-04
13.412342071533203,1996-10-07
13.776620864868164,1996-10-08
13.743507385253906,1996-10-09
13.80974006652832,1996-10-10
13.842859268188477,1996-10-11
13.842859268188477,1996-10-14
13.7103910446167,1996-10-15
13.611042022705078,1996-10-16
14.472078323364258,1996-10-17
14.472078323364258,1996-10-18
14.207143783569336,1996-10-21
14.207143783569336,1996-10-22
14.472078323364258,1996-10-23
14.505199432373047,1996-10-24
14.505199432373047,1996-10-25
14.339611053466797,1996-10-28
14.77012825012207,1996-10-29
14.77012825012207,1996-10-30
14.836370468139648,1996-10-31
14.77012825012207,1996-11-01
14.737011909484863,1996-11-04
14.77012825012207,1996-11-05
14.968832015991211,1996-11-06
15.068180084228516,1996-11-07
15.134420394897461,1996-11-08
15.20064926147461,1996-11-11
15.33311939239502,1996-11-12
15.432476043701172,1996-11-13
15.30000114440918,1996-11-14
15.366236686706543,1996-11-15
15.30000114440918,1996-11-18
15.465587615966797,1996-11-19
15.399359703063965,1996-11-20
15.664300918579102,1996-11-21
15.664300918579102,1996-11-22
15.853605270385742,1996-11-25
16.0197811126709,1996-11-26
15.986546516418457,1996-11-27
16.0197811126709,1996-11-29
15.986546516418457,1996-12-02
15.920066833496094,1996-12-03
15.6541748046875,1996-12-04
15.587706565856934,1996-12-05
15.255346298217773,1996-12-06
15.388294219970703,1996-12-09
15.421526908874512,1996-12-10
15.321821212768555,1996-12-11
14.989460945129395,1996-12-12
14.956220626831055,1996-12-13
14.856508255004883,1996-12-16
14.657109260559082,1996-12-17
15.055941581726074,1996-12-18
15.687419891357422,1996-12-19
15.75389289855957,1996-12-20
15.620945930480957,1996-12-23
15.521245002746582,1996-12-24
15.886832237243652,1996-12-26
15.920066833496094,1996-12-27
15.75389289855957,1996-12-30
15.388294219970703,1996-12-31
15.188876152038574,1997-01-02
15.687419891357422,1997-01-03
15.55447769165039,1997-01-06
15.720651626586914,1997-01-07
15.82036018371582,1997-01-08
16.252422332763672,1997-01-09
16.31891441345215,1997-01-10
16.0197811126709,1997-01-13
16.618026733398438,1997-01-14
16.81744384765625,1997-01-15
16.618026733398438,1997-01-16
16.451852798461914,1997-01-17
16.68450164794922,1997-01-20
16.81744384765625,1997-01-21
17.482160568237305,1997-01-22
17.18304443359375,1997-01-23
16.917152404785156,1997-01-24
16.485084533691406,1997-01-27
16.584794998168945,1997-01-28
16.983631134033203,1997-01-29
17.349220275878906,1997-01-30
17.448938369750977,1997-01-31
