TT,Date
0.8207679986953735,1984-08-17
0.8184430003166199,1984-08-20
0.8230932354927063,1984-08-21
0.8323939442634583,1984-08-22
0.8277435898780823,1984-08-23
0.8277435898780823,1984-08-24
0.8184430003166199,1984-08-27
0.8254181146621704,1984-08-28
0.8277435898780823,1984-08-29
0.8277435898780823,1984-08-30
0.8277435898780823,1984-08-31
0.8230932354927063,1984-09-04
0.8230932354927063,1984-09-05
0.8207679986953735,1984-09-06
0.8207679986953735,1984-09-07
0.8207679986953735,1984-09-10
0.8230932354927063,1984-09-11
0.8230932354927063,1984-09-12
0.8323939442634583,1984-09-13
0.8230932354927063,1984-09-14
0.8323939442634583,1984-09-17
0.8277435898780823,1984-09-18
0.8207679986953735,1984-09-19
0.8137930631637573,1984-09-20
0.8044918775558472,1984-09-21
0.7858911156654358,1984-09-24
