CARR,Date
35.16541290283203,2020-12-03
36.13344192504883,2020-12-04
35.30916976928711,2020-12-07
35.75005340576172,2020-12-08
36.26762390136719,2020-12-09
35.98008346557617,2020-12-10
35.61587142944336,2020-12-11
35.09831237792969,2020-12-14
36.10468673706055,2020-12-15
36.42096710205078,2020-12-16
37.09189224243164,2020-12-17
37.17815399169922,2020-12-18
36.91936492919922,2020-12-21
36.563629150390625,2020-12-22
36.68861770629883,2020-12-23
36.42902755737305,2020-12-24
36.30404281616211,2020-12-28
35.73679733276367,2020-12-29
36.27519607543945,2020-12-30
36.265586853027344,2020-12-31
35.60218811035156,2021-01-04
36.47709655761719,2021-01-05
38.5057373046875,2021-01-06
39.505645751953125,2021-01-07
39.12105941772461,2021-01-08
39.967140197753906,2021-01-11
40.130584716796875,2021-01-12
39.78446578979492,2021-01-13
39.2268180847168,2021-01-14
38.823020935058594,2021-01-15
38.81340408325195,2021-01-19
38.49612808227539,2021-01-20
38.20769500732422,2021-01-21
37.98656463623047,2021-01-22
37.390472412109375,2021-01-25
35.881004333496094,2021-01-26
34.833030700683594,2021-01-27
36.727073669433594,2021-01-28
37.015506744384766,2021-01-29
37.16934585571289,2021-02-01
36.996280670166016,2021-02-02
36.67900848388672,2021-02-03
36.8520622253418,2021-02-04
37.640438079833984,2021-02-05
38.16923904418945,2021-02-08
35.8137092590332,2021-02-09
35.756019592285156,2021-02-10
35.76563262939453,2021-02-11
35.84254837036133,2021-02-12
35.96753692626953,2021-02-16
35.80409622192383,2021-02-17
35.23683547973633,2021-02-18
36.18867111206055,2021-02-19
35.861778259277344,2021-02-22
35.66948699951172,2021-02-23
36.00598907470703,2021-02-24
34.74650573730469,2021-02-25
35.12147521972656,2021-02-26
35.76563262939453,2021-03-01
35.707950592041016,2021-03-02
35.68871307373047,2021-03-03
34.1504020690918,2021-03-04
35.515663146972656,2021-03-05
35.63103485107422,2021-03-08
35.68871307373047,2021-03-09
37.28471374511719,2021-03-10
37.71735382080078,2021-03-11
38.06348419189453,2021-03-12
38.07309341430664,2021-03-15
37.08281326293945,2021-03-16
37.832740783691406,2021-03-17
39.41910934448242,2021-03-18
39.332584381103516,2021-03-19
39.81330490112305,2021-03-22
38.73649215698242,2021-03-23
38.59226989746094,2021-03-24
38.79417419433594,2021-03-25
39.505645751953125,2021-03-26
40.70744705200195,2021-03-29
40.7266731262207,2021-03-30
40.59207534790039,2021-03-31
40.399784088134766,2021-04-01
40.93819046020508,2021-04-05
41.159324645996094,2021-04-06
41.043949127197266,2021-04-07
40.890113830566406,2021-04-08
41.10163879394531,2021-04-09
40.957420349121094,2021-04-12
41.49582290649414,2021-04-13
41.46698760986328,2021-04-14
41.909244537353516,2021-04-15
42.18806838989258,2021-04-16
42.17844772338867,2021-04-19
40.88050842285156,2021-04-20
41.399688720703125,2021-04-21
41.428524017333984,2021-04-22
42.75531768798828,2021-04-23
42.39958190917969,2021-04-26
43.22641372680664,2021-04-27
42.7745475769043,2021-04-28
42.44765853881836,2021-04-29
42.01382827758789,2021-04-30
41.89813232421875,2021-05-03
41.58000183105469,2021-05-04
41.714969635009766,2021-05-05
42.57297897338867,2021-05-06
43.22854232788086,2021-05-07
43.77806091308594,2021-05-10
42.90076446533203,2021-05-11
40.90515899658203,2021-05-12
41.6956901550293,2021-05-13
42.07167053222656,2021-05-14
42.58262252807617,2021-05-17
42.0909538269043,2021-05-18
41.87886047363281,2021-05-19
42.312686920166016,2021-05-20
42.30305099487305,2021-05-21
42.78507995605469,2021-05-24
43.112857818603516,2021-05-25
43.112857818603516,2021-05-26
43.68165588378906,2021-05-27
44.27937698364258,2021-05-28
45.16631317138672,2021-06-01
44.395057678222656,2021-06-02
44.0865592956543,2021-06-03
44.24081039428711,2021-06-04
44.40470886230469,2021-06-07
44.69391632080078,2021-06-08
44.530029296875,2021-06-09
44.211883544921875,2021-06-10
44.44326400756836,2021-06-11
44.54930877685547,2021-06-14
44.85780715942383,2021-06-15
45.224151611328125,2021-06-16
44.472190856933594,2021-06-17
43.430999755859375,2021-06-18
44.82889175415039,2021-06-21
44.452903747558594,2021-06-22
44.55923080444336,2021-06-23
44.67522430419922,2021-06-24
45.48713684082031,2021-06-25
46.27973556518555,2021-06-28
47.08199691772461,2021-06-29
46.975669860839844,2021-06-30
47.120662689208984,2021-07-01
46.898345947265625,2021-07-02
46.56005096435547,2021-07-06
47.19798278808594,2021-07-07
46.444053649902344,2021-07-08
46.65670394897461,2021-07-09
47.565284729003906,2021-07-12
47.58461380004883,2021-07-13
47.362308502197266,2021-07-14
47.903587341308594,2021-07-15
47.439632415771484,2021-07-16
46.63737106323242,2021-07-19
48.23221969604492,2021-07-20
48.76384353637695,2021-07-21
49.11180877685547,2021-07-22
50.165382385253906,2021-07-23
49.78841018676758,2021-07-26
50.22336959838867,2021-07-27
49.84640121459961,2021-07-28
52.13719177246094,2021-07-29
53.40341567993164,2021-07-30
52.7848014831543,2021-08-02
55.2689094543457,2021-08-03
55.13358688354492,2021-08-04
54.43764877319336,2021-08-05
54.49565124511719,2021-08-06
54.360328674316406,2021-08-09
54.717952728271484,2021-08-10
54.98860168457031,2021-08-11
54.10901641845703,2021-08-12
54.27333450317383,2021-08-13
54.70829391479492,2021-08-16
53.306758880615234,2021-08-17
53.32608413696289,2021-08-18
53.40341567993164,2021-08-19
53.51940155029297,2021-08-20
54.01235580444336,2021-08-23
54.717952728271484,2021-08-24
55.81019592285156,2021-08-25
55.462223052978516,2021-08-26
56.37080764770508,2021-08-27
56.09049987792969,2021-08-30
55.67486572265625,2021-08-31
55.955177307128906,2021-09-01
55.98417663574219,2021-09-02
55.4912223815918,2021-09-03
54.34099197387695,2021-09-07
54.76628875732422,2021-09-08
54.833946228027344,2021-09-09
54.54397964477539,2021-09-10
53.877037048339844,2021-09-13
53.14244079589844,2021-09-14
53.896358489990234,2021-09-15
53.229427337646484,2021-09-16
53.161766052246094,2021-09-17
52.02120590209961,2021-09-20
49.96239471435547,2021-09-21
50.83231735229492,2021-09-22
51.702239990234375,2021-09-23
51.344600677490234,2021-09-24
50.61967086791992,2021-09-27
50.22336959838867,2021-09-28
51.083621978759766,2021-09-29
50.030059814453125,2021-09-30
50.706661224365234,2021-10-01
50.58100509643555,2021-10-04
51.054630279541016,2021-10-05
50.85165023803711,2021-10-06
51.56691360473633,2021-10-07
49.77874755859375,2021-10-08
49.5370979309082,2021-10-11
48.61885070800781,2021-10-12
49.034481048583984,2021-10-13
51.2382698059082,2021-10-14
51.64424514770508,2021-10-15
52.17586898803711,2021-10-18
52.16619110107422,2021-10-19
52.21451950073242,2021-10-20
52.50449752807617,2021-10-21
52.833133697509766,2021-10-22
52.77513885498047,2021-10-25
51.9342155456543,2021-10-26
51.383270263671875,2021-10-27
52.72016143798828,2021-10-28
50.598567962646484,2021-10-29
50.54043960571289,2021-11-01
50.76325607299805,2021-11-02
50.3466911315918,2021-11-03
51.31545639038086,2021-11-04
51.141075134277344,2021-11-05
51.67389678955078,2021-11-08
53.09798049926758,2021-11-09
52.92360305786133,2021-11-10
52.797664642333984,2021-11-11
54.367061614990234,2021-11-12
53.960182189941406,2021-11-15
54.502689361572266,2021-11-16
54.367061614990234,2021-11-17
55.23894119262695,2021-11-18
55.36488723754883,2021-11-19
54.64800262451172,2021-11-22
53.156105041503906,2021-11-23
53.95048904418945,2021-11-24
53.650169372558594,2021-11-26
54.23143768310547,2021-11-29
52.42953109741211,2021-11-30
51.92577362060547,2021-12-01
53.785804748535156,2021-12-02
54.367061614990234,2021-12-03
54.105491638183594,2021-12-06
54.870811462402344,2021-12-07
54.677066802978516,2021-12-08
54.24112319946289,2021-12-09
53.77611541748047,2021-12-10
53.2142333984375,2021-12-13
51.87733840942383,2021-12-14
51.87733840942383,2021-12-15
52.18734359741211,2021-12-16
50.62763214111328,2021-12-17
49.319801330566406,2021-12-20
50.50169372558594,2021-12-21
51.026329040527344,2021-12-22
51.31779861450195,2021-12-23
52.007606506347656,2021-12-27
51.95902633666992,2021-12-28
52.211639404296875,2021-12-29
52.027042388916016,2021-12-30
52.697410583496094,2021-12-31
51.026329040527344,2022-01-03
52.28935623168945,2022-01-04
50.88059616088867,2022-01-05
51.97846221923828,2022-01-06
50.36566925048828,2022-01-07
50.83202362060547,2022-01-10
51.0457649230957,2022-01-11
51.49268341064453,2022-01-12
50.71543502807617,2022-01-13
49.64671325683594,2022-01-14
48.23796081542969,2022-01-18
47.40241241455078,2022-01-19
46.664024353027344,2022-01-20
46.44056701660156,2022-01-21
46.30455017089844,2022-01-24
45.867347717285156,2022-01-25
45.34270477294922,2022-01-26
44.77920150756836,2022-01-27
45.12895965576172,2022-01-28
46.32398223876953,2022-01-31
45.7119026184082,2022-02-01
46.15882110595703,2022-02-02
44.92493438720703,2022-02-03
44.53631591796875,2022-02-04
44.41972351074219,2022-02-07
44.750057220458984,2022-02-08
46.615455627441406,2022-02-09
45.80905532836914,2022-02-10
44.20597839355469,2022-02-11
43.51617431640625,2022-02-14
44.44887161254883,2022-02-15
44.351715087890625,2022-02-16
43.31214904785156,2022-02-17
42.82636642456055,2022-02-18
44.001953125,2022-02-22
42.59318923950195,2022-02-23
43.438446044921875,2022-02-24
43.943660736083984,2022-02-25
43.603614807128906,2022-02-28
42.47660446166992,2022-03-01
43.632755279541016,2022-03-02
44.57517623901367,2022-03-03
43.72019958496094,2022-03-04
42.282291412353516,2022-03-07
42.3405876159668,2022-03-08
43.321861267089844,2022-03-09
42.56404495239258,2022-03-10
41.990821838378906,2022-03-11
41.689640045166016,2022-03-14
43.91451644897461,2022-03-15
45.54673767089844,2022-03-16
45.779903411865234,2022-03-17
46.421138763427734,2022-03-18
46.12967300415039,2022-03-21
46.13938903808594,2022-03-22
45.19697189331055,2022-03-23
44.8569221496582,2022-03-24
45.07066345214844,2022-03-25
45.55644989013672,2022-03-28
46.71261215209961,2022-03-29
46.21711730957031,2022-03-30
44.56545639038086,2022-03-31
44.73062515258789,2022-04-01
43.96309280395508,2022-04-04
43.27328109741211,2022-04-05
42.632057189941406,2022-04-06
42.44745635986328,2022-04-07
42.14627456665039,2022-04-08
41.23300552368164,2022-04-11
40.59178161621094,2022-04-12
40.91239547729492,2022-04-13
40.10599899291992,2022-04-14
40.11571502685547,2022-04-18
41.29130172729492,2022-04-19
42.21428298950195,2022-04-20
41.602195739746094,2022-04-21
40.48490524291992,2022-04-22
40.766658782958984,2022-04-25
38.910980224609375,2022-04-26
39.11500549316406,2022-04-27
38.432369232177734,2022-04-28
37.32065200805664,2022-04-29
37.642459869384766,2022-05-02
37.427921295166016,2022-05-03
38.432369232177734,2022-05-04
37.01833724975586,2022-05-05
36.84280776977539,2022-05-06
37.184120178222656,2022-05-09
37.14511489868164,2022-05-10
36.65751647949219,2022-05-11
38.13005828857422,2022-05-12
39.193016052246094,2022-05-13
38.87120819091797,2022-05-16
39.183265686035156,2022-05-17
36.433223724365234,2022-05-18
36.48198699951172,2022-05-19
37.01833724975586,2022-05-20
37.32065200805664,2022-05-23
36.99884033203125,2022-05-24
37.340152740478516,2022-05-25
38.35435485839844,2022-05-26
39.23202896118164,2022-05-27
38.3348503112793,2022-05-31
37.97402572631836,2022-06-01
39.085750579833984,2022-06-02
38.607906341552734,2022-06-03
38.588401794433594,2022-06-06
38.997982025146484,2022-06-07
38.412864685058594,2022-06-08
37.886260986328125,2022-06-09
36.413719177246094,2022-06-10
35.58480453491211,2022-06-13
35.04844665527344,2022-06-14
35.85786056518555,2022-06-15
33.722190856933594,2022-06-16
33.55640411376953,2022-06-17
34.14151382446289,2022-06-21
34.063167572021484,2022-06-22
34.10234832763672,2022-06-23
35.55184555053711,2022-06-24
35.365753173828125,2022-06-27
35.248233795166016,2022-06-28
35.0523567199707,2022-06-29
34.92503356933594,2022-06-30
35.258026123046875,2022-07-01
35.32658004760742,2022-07-05
35.4343147277832,2022-07-06
35.649784088134766,2022-07-07
35.32658004760742,2022-07-08
35.777099609375,2022-07-11
35.38534927368164,2022-07-12
34.993587493896484,2022-07-13
34.876060485839844,2022-07-14
35.258026123046875,2022-07-15
34.81729507446289,2022-07-18
36.403907775878906,2022-07-19
36.61937713623047,2022-07-20
37.481239318847656,2022-07-21
37.70649719238281,2022-07-22
37.44206237792969,2022-07-25
37.30495071411133,2022-07-26
38.725067138671875,2022-07-27
38.666297912597656,2022-07-28
39.69465637207031,2022-07-29
39.73383331298828,2022-08-01
39.57713317871094,2022-08-02
39.919918060302734,2022-08-03
40.948280334472656,2022-08-04
41.0168342590332,2022-08-05
41.075599670410156,2022-08-08
40.89930725097656,2022-08-09
41.97663879394531,2022-08-10
42.1627197265625,2022-08-11
43.063758850097656,2022-08-12
43.49468994140625,2022-08-15
43.475101470947266,2022-08-16
43.220462799072266,2022-08-17
43.38695526123047,2022-08-18
41.604469299316406,2022-08-19
40.76218795776367,2022-08-22
40.60548782348633,2022-08-23
40.801368713378906,2022-08-24
41.124568939208984,2022-08-25
39.410640716552734,2022-08-26
38.92094039916992,2022-08-29
38.49980163574219,2022-08-30
38.313716888427734,2022-08-31
38.969913482666016,2022-09-01
38.76423645019531,2022-09-02
39.46939468383789,2022-09-06
40.64466857910156,2022-09-07
41.251888275146484,2022-09-08
41.30085372924805,2022-09-09
41.41838455200195,2022-09-12
40.037445068359375,2022-09-13
39.351871490478516,2022-09-14
39.567344665527344,2022-09-15
37.64773178100586,2022-09-16
38.019901275634766,2022-09-19
37.03071975708008,2022-09-20
36.736900329589844,2022-09-21
35.45389938354492,2022-09-22
35.365753173828125,2022-09-23
34.55286407470703,2022-09-26
34.81729507446289,2022-09-27
36.13947677612305,2022-09-28
34.885860443115234,2022-09-29
34.82709503173828,2022-09-30
36.05133056640625,2022-10-03
37.784854888916016,2022-10-04
37.41267776489258,2022-10-05
36.443084716796875,2022-10-06
34.601837158203125,2022-10-07
34.866268157958984,2022-10-10
34.42554473876953,2022-10-11
34.161109924316406,2022-10-12
34.1317253112793,2022-10-13
33.85749435424805,2022-10-14
34.81729507446289,2022-10-17
35.57142639160156,2022-10-18
34.17090606689453,2022-10-19
33.358009338378906,2022-10-20
34.464717864990234,2022-10-21
35.111114501953125,2022-10-24
36.52143859863281,2022-10-25
36.37453079223633,2022-10-26
37.24972152709961,2022-10-27
39.2852783203125,2022-10-28
39.09843826293945,2022-10-31
39.04927062988281,2022-11-01
38.469085693359375,2022-11-02
38.71492385864258,2022-11-03
39.60978317260742,2022-11-04
40.357139587402344,2022-11-07
40.72098159790039,2022-11-08
39.66878890991211,2022-11-09
42.75654220581055,2022-11-10
43.70056915283203,2022-11-11
42.884376525878906,2022-11-14
43.612064361572266,2022-11-15
43.130218505859375,2022-11-16
42.32386016845703,2022-11-17
43.18921661376953,2022-11-18
43.15971755981445,2022-11-21
43.30722427368164,2022-11-22
43.425228118896484,2022-11-23
43.47439193725586,2022-11-25
42.58937072753906,2022-11-28
42.795875549316406,2022-11-29
43.58256530761719,2022-11-30
44.18241500854492,2022-12-01
43.93657302856445,2022-12-02
43.031883239746094,2022-12-05
42.304195404052734,2022-12-06
42.36320114135742,2022-12-07
42.74671173095703,2022-12-08
42.304195404052734,2022-12-09
42.54020309448242,2022-12-12
43.58256530761719,2022-12-13
43.07121658325195,2022-12-14
41.75351333618164,2022-12-15
41.05532455444336,2022-12-16
40.809486389160156,2022-12-19
40.681644439697266,2022-12-20
41.57558822631836,2022-12-21
41.17060089111328,2022-12-22
41.27925491333008,2022-12-23
41.3582763671875,2022-12-27
40.45940017700195,2022-12-28
41.33852005004883,2022-12-29
40.74585723876953,2022-12-30
41.10145950317383,2023-01-03
41.516319274902344,2023-01-04
41.022430419921875,2023-01-05
42.602882385253906,2023-01-06
42.96835708618164,2023-01-09
43.46224594116211,2023-01-10
44.637699127197266,2023-01-11
44.69697189331055,2023-01-12
45.30938720703125,2023-01-13
44.8747673034668,2023-01-17
42.98811340332031,2023-01-18
41.397789001464844,2023-01-19
42.049720764160156,2023-01-20
42.75104522705078,2023-01-23
43.16591262817383,2023-01-24
42.978233337402344,2023-01-25
43.11652374267578,2023-01-26
43.08688735961914,2023-01-27
43.04738235473633,2023-01-30
44.973541259765625,2023-01-31
45.576087951660156,2023-02-01
46.553993225097656,2023-02-02
46.316925048828125,2023-02-03
45.585968017578125,2023-02-06
43.847476959228516,2023-02-07
44.50929260253906,2023-02-08
44.37099838256836,2023-02-09
44.282100677490234,2023-02-10
44.8846435546875,2023-02-13
44.578433990478516,2023-02-14
44.924156188964844,2023-02-15
44.67721176147461,2023-02-16
44.667335510253906,2023-02-17
43.29432678222656,2023-02-21
43.06713104248047,2023-02-22
43.90674591064453,2023-02-23
43.709190368652344,2023-02-24
44.4105110168457,2023-02-27
44.479652404785156,2023-02-28
45.032814025878906,2023-03-01
45.526702880859375,2023-03-02
47.205928802490234,2023-03-03
47.78871536254883,2023-03-06
46.96885681152344,2023-03-07
46.81081008911133,2023-03-08
45.585968017578125,2023-03-09
45.08219909667969,2023-03-10
44.20307922363281,2023-03-13
45.190860748291016,2023-03-14
42.780677795410156,2023-03-15
43.93637466430664,2023-03-16
43.21529769897461,2023-03-17
44.44015121459961,2023-03-20
44.647579193115234,2023-03-21
43.64004898071289,2023-03-22
43.75857925415039,2023-03-23
43.38322067260742,2023-03-24
43.75857925415039,2023-03-27
44.20307922363281,2023-03-28
44.82537841796875,2023-03-29
44.53892517089844,2023-03-30
45.190860748291016,2023-03-31
45.131587982177734,2023-04-03
42.36581039428711,2023-04-04
41.58546447753906,2023-04-05
41.28913497924805,2023-04-06
41.78302001953125,2023-04-10
42.98811340332031,2023-04-11
43.32395553588867,2023-04-12
43.56101989746094,2023-04-13
43.75857925415039,2023-04-14
44.22283172607422,2023-04-17
44.26234436035156,2023-04-18
44.430267333984375,2023-04-19
44.82537841796875,2023-04-20
44.667335510253906,2023-04-21
41.417545318603516,2023-04-24
41.80278015136719,2023-04-25
40.15319061279297,2023-04-26
40.953285217285156,2023-04-27
41.30888748168945,2023-04-28
40.66682815551758,2023-05-01
41.30888748168945,2023-05-02
40.58781051635742,2023-05-03
40.78129577636719,2023-05-04
42.05137634277344,2023-05-05
42.2696647644043,2023-05-08
42.44826889038086,2023-05-09
42.74594497680664,2023-05-10
42.497886657714844,2023-05-11
42.07122039794922,2023-05-12
42.4780387878418,2023-05-15
41.823158264160156,2023-05-16
42.56734085083008,2023-05-17
42.934471130371094,2023-05-18
42.458194732666016,2023-05-19
42.10098648071289,2023-05-22
41.188114166259766,2023-05-23
40.9797477722168,2023-05-24
40.880523681640625,2023-05-25
40.57292556762695,2023-05-26
41.4262580871582,2023-05-30
40.582847595214844,2023-05-31
41.17819595336914,2023-06-01
43.103153228759766,2023-06-02
42.865013122558594,2023-06-05
43.509971618652344,2023-06-06
45.246402740478516,2023-06-07
45.246402740478516,2023-06-08
44.948726654052734,2023-06-09
45.4746208190918,2023-06-12
46.40733337402344,2023-06-13
45.802059173583984,2023-06-14
46.179115295410156,2023-06-15
46.5164794921875,2023-06-16
47.24081802368164,2023-06-20
47.84608840942383,2023-06-21
47.671775817871094,2023-06-22
47.861026763916016,2023-06-23
48.43874740600586,2023-06-26
49.29536437988281,2023-06-27
49.126033782958984,2023-06-28
49.29536437988281,2023-06-29
49.51449966430664,2023-06-30
49.84320068359375,2023-07-03
49.046348571777344,2023-07-05
48.87701416015625,2023-07-06
49.13599395751953,2023-07-07
51.05840301513672,2023-07-10
52.791561126708984,2023-07-11
52.91108703613281,2023-07-12
52.91108703613281,2023-07-13
53.628257751464844,2023-07-14
54.34542465209961,2023-07-17
55.02275085449219,2023-07-18
55.01279067993164,2023-07-19
54.45499038696289,2023-07-20
53.53860855102539,2023-07-21
53.5983772277832,2023-07-24
53.69797897338867,2023-07-25
54.21593475341797,2023-07-26
56.52681350708008,2023-07-27
58.75800323486328,2023-07-28
59.315799713134766,2023-07-31
59.564815521240234,2023-08-01
58.74803924560547,2023-08-02
57.87150192260742,2023-08-03
56.85551452636719,2023-08-04
57.87150192260742,2023-08-07
57.1642951965332,2023-08-08
55.93913269042969,2023-08-09
55.18212127685547,2023-08-10
55.321571350097656,2023-08-11
55.7996826171875,2023-08-14
55.192081451416016,2023-08-15
54.25577926635742,2023-08-16
52.84136199951172,2023-08-17
53.18002700805664,2023-08-18
53.359317779541016,2023-08-21
53.58841323852539,2023-08-22
55.01279067993164,2023-08-23
53.71790313720703,2023-08-24
54.80361557006836,2023-08-25
55.3514518737793,2023-08-28
56.53676986694336,2023-08-29
56.95512008666992,2023-08-30
57.22406005859375,2023-08-31
57.71213150024414,2023-09-01
56.1981086730957,2023-09-05
56.17818832397461,2023-09-06
57.024845123291016,2023-09-07
58.429298400878906,2023-09-08
58.70819854736328,2023-09-11
56.35748291015625,2023-09-12
55.02275085449219,2023-09-13
54.54463577270508,2023-09-14
54.24581527709961,2023-09-15
54.17609405517578,2023-09-18
53.638214111328125,2023-09-19
53.6182975769043,2023-09-20
52.35329055786133,2023-09-21
52.662071228027344,2023-09-22
53.36928176879883,2023-09-25
52.51266098022461,2023-09-26
54.863380432128906,2023-09-27
55.71999740600586,2023-09-28
54.98291015625,2023-09-29
54.34542465209961,2023-10-02
53.30951690673828,2023-10-03
54.39522933959961,2023-10-04
53.29955291748047,2023-10-05
54.066524505615234,2023-10-06
54.80361557006836,2023-10-09
55.20204162597656,2023-10-10
55.81960678100586,2023-10-11
54.26573944091797,2023-10-12
52.35329055786133,2023-10-13
52.94097137451172,2023-10-16
52.69195556640625,2023-10-17
49.9527702331543,2023-10-18
48.80729293823242,2023-10-19
48.09012222290039,2023-10-20
48.30925750732422,2023-10-23
47.960636138916016,2023-10-24
46.85499954223633,2023-10-25
46.400001525878906,2023-10-26
46.5,2023-10-27
47.369998931884766,2023-10-30
47.65999984741211,2023-10-31
49.65999984741211,2023-11-01
49.970001220703125,2023-11-02
50.529998779296875,2023-11-03
50.27000045776367,2023-11-06
50.45000076293945,2023-11-07
50.95000076293945,2023-11-08
50.43000030517578,2023-11-09
51.5,2023-11-10
50.939998626708984,2023-11-13
52.810001373291016,2023-11-14
52.349998474121094,2023-11-15
52.68000030517578,2023-11-16
53.220001220703125,2023-11-17
53.59000015258789,2023-11-20
52.72999954223633,2023-11-21
52.75,2023-11-22
52.97999954223633,2023-11-24
52.13999938964844,2023-11-27
51.630001068115234,2023-11-28
52.209999084472656,2023-11-29
51.959999084472656,2023-11-30
