CCI,Date
13.904739379882812,1999-05-24
13.59865951538086,1999-05-25
13.292577743530273,1999-05-26
13.030226707458496,1999-05-27
14.079638481140137,1999-05-28
12.98649787902832,1999-06-01
12.50551986694336,1999-06-02
12.899051666259766,1999-06-03
13.81728744506836,1999-06-04
13.380034446716309,1999-06-07
13.248852729797363,1999-06-08
13.554931640625,1999-06-09
13.292577743530273,1999-06-10
13.205129623413086,1999-06-11
12.59296989440918,1999-06-14
12.76786994934082,1999-06-15
13.554931640625,1999-06-16
13.861014366149902,1999-06-17
13.81728744506836,1999-06-18
13.511207580566406,1999-06-21
12.899051666259766,1999-06-22
13.380034446716309,1999-06-23
12.59296989440918,1999-06-24
12.024537086486816,1999-06-25
13.030226707458496,1999-06-28
13.81728744506836,1999-06-29
14.560625076293945,1999-06-30
14.954148292541504,1999-07-01
14.910423278808594,1999-07-02
14.341989517211914,1999-07-06
13.59865951538086,1999-07-07
13.948464393615723,1999-07-08
14.035914421081543,1999-07-09
14.779247283935547,1999-07-12
15.653764724731445,1999-07-13
17.490234375,1999-07-14
16.353374481201172,1999-07-15
16.790626525878906,1999-07-16
17.359058380126953,1999-07-19
16.921798706054688,1999-07-20
17.402786254882812,1999-07-21
16.571998596191406,1999-07-22
16.878076553344727,1999-07-23
16.965532302856445,1999-07-26
16.265918731689453,1999-07-27
15.95984172821045,1999-07-28
16.00356674194336,1999-07-29
14.735522270202637,1999-07-30
16.571998596191406,1999-08-02
15.95984172821045,1999-08-03
15.391407012939453,1999-08-04
13.423757553100586,1999-08-05
12.98649787902832,1999-08-06
12.855323791503906,1999-08-09
12.068264961242676,1999-08-10
12.4617919921875,1999-08-11
12.33061695098877,1999-08-12
12.243167877197266,1999-08-13
11.805908203125,1999-08-16
12.50551986694336,1999-08-17
11.84963607788086,1999-08-18
12.286888122558594,1999-08-19
12.243167877197266,1999-08-20
12.155715942382812,1999-08-23
12.155715942382812,1999-08-24
11.631007194519043,1999-08-25
11.98081111907959,1999-08-26
10.669044494628906,1999-08-27
10.975122451782227,1999-08-30
10.581589698791504,1999-08-31
10.84394645690918,1999-09-01
11.893357276916504,1999-09-02
12.59296989440918,1999-09-03
13.248852729797363,1999-09-07
13.380034446716309,1999-09-08
13.467480659484863,1999-09-09
13.729833602905273,1999-09-10
13.423757553100586,1999-09-13
13.59865951538086,1999-09-14
13.861014366149902,1999-09-15
13.59865951538086,1999-09-16
13.686111450195312,1999-09-17
13.380034446716309,1999-09-20
13.423757553100586,1999-09-21
13.33630657196045,1999-09-22
13.948464393615723,1999-09-23
13.642385482788086,1999-09-24
13.380034446716309,1999-09-27
13.073956489562988,1999-09-28
12.942776679992676,1999-09-29
13.095813751220703,1999-09-30
12.855323791503906,1999-10-01
12.899051666259766,1999-10-04
12.724146842956543,1999-10-05
12.98649787902832,1999-10-06
12.76786994934082,1999-10-07
13.030226707458496,1999-10-08
13.073956489562988,1999-10-11
12.50551986694336,1999-10-12
11.762186050415039,1999-10-13
11.805908203125,1999-10-14
12.243167877197266,1999-10-15
11.93708610534668,1999-10-18
12.54924488067627,1999-10-19
12.636693000793457,1999-10-20
12.636693000793457,1999-10-21
12.899051666259766,1999-10-22
12.811598777770996,1999-10-25
13.030226707458496,1999-10-26
13.423757553100586,1999-10-27
14.014056205749512,1999-10-28
13.467480659484863,1999-10-29
13.773563385009766,1999-11-01
12.680421829223633,1999-11-02
12.54924488067627,1999-11-03
12.59296989440918,1999-11-04
14.123368263244629,1999-11-05
16.353374481201172,1999-11-08
15.61003303527832,1999-11-09
14.779247283935547,1999-11-10
14.51689624786377,1999-11-11
13.33630657196045,1999-11-12
13.467480659484863,1999-11-15
13.33630657196045,1999-11-16
13.33630657196045,1999-11-17
13.861014366149902,1999-11-18
13.9921875,1999-11-19
13.861014366149902,1999-11-22
13.642385482788086,1999-11-23
13.9921875,1999-11-24
13.9921875,1999-11-26
14.079638481140137,1999-11-29
14.735522270202637,1999-11-30
14.167093276977539,1999-12-01
14.604349136352539,1999-12-02
16.265918731689453,1999-12-03
14.866700172424316,1999-12-06
15.522588729858398,1999-12-07
15.391407012939453,1999-12-08
15.872390747070312,1999-12-09
16.790626525878906,1999-12-10
17.490234375,1999-12-13
19.10808563232422,1999-12-14
18.889455795288086,1999-12-15
17.271608352661133,1999-12-16
18.627098083496094,1999-12-17
18.408475875854492,1999-12-20
19.982595443725586,1999-12-21
22.081422805786133,1999-12-22
21.338088989257812,1999-12-23
22.125146865844727,1999-12-27
22.649856567382812,1999-12-28
21.38181495666504,1999-12-29
21.731618881225586,1999-12-30
22.474956512451172,1999-12-31
21.35995101928711,2000-01-03
21.338088989257812,2000-01-04
21.03200340270996,2000-01-05
20.288673400878906,2000-01-06
21.338088989257812,2000-01-07
22.343780517578125,2000-01-10
21.294363021850586,2000-01-11
20.988285064697266,2000-01-12
20.988285064697266,2000-01-13
20.201223373413086,2000-01-14
21.03200340270996,2000-01-18
20.988285064697266,2000-01-19
21.119461059570312,2000-01-20
21.68789291381836,2000-01-21
23.87417221069336,2000-01-24
23.61181640625,2000-01-25
23.786714553833008,2000-01-26
22.99966049194336,2000-01-27
23.174558639526367,2000-01-28
22.125146865844727,2000-01-31
22.3000545501709,2000-02-01
23.262014389038086,2000-02-02
23.130842208862305,2000-02-03
22.45309829711914,2000-02-04
22.125146865844727,2000-02-07
22.649856567382812,2000-02-08
23.65554428100586,2000-02-09
27.94064712524414,2000-02-10
27.262908935546875,2000-02-11
25.84182357788086,2000-02-14
25.01103973388672,2000-02-15
23.8304443359375,2000-02-16
23.568092346191406,2000-02-17
22.912212371826172,2000-02-18
23.48064613342285,2000-02-22
22.256319046020508,2000-02-23
22.474956512451172,2000-02-24
23.174558639526367,2000-02-25
21.950244903564453,2000-02-28
22.562400817871094,2000-02-29
23.349464416503906,2000-03-01
27.984375,2000-03-02
29.689680099487305,2000-03-03
28.465354919433594,2000-03-06
28.028112411499023,2000-03-07
27.809478759765625,2000-03-08
28.552812576293945,2000-03-09
29.03379249572754,2000-03-10
29.03379249572754,2000-03-13
28.683979034423828,2000-03-14
28.028112411499023,2000-03-15
28.203004837036133,2000-03-16
28.334186553955078,2000-03-17
27.984375,2000-03-20
27.809478759765625,2000-03-21
29.296138763427734,2000-03-22
29.558494567871094,2000-03-23
29.12125015258789,2000-03-24
27.94064712524414,2000-03-27
26.934961318969727,2000-03-28
26.497705459594727,2000-03-29
25.18593978881836,2000-03-30
26.497705459594727,2000-03-31
23.43692398071289,2000-04-03
23.96162223815918,2000-04-04
24.748685836791992,2000-04-05
27.54712677001953,2000-04-06
26.934961318969727,2000-04-07
27.853208541870117,2000-04-10
25.710647583007812,2000-04-11
23.48064613342285,2000-04-12
24.48633575439453,2000-04-13
22.99966049194336,2000-04-14
22.562400817871094,2000-04-17
25.18593978881836,2000-04-18
24.879859924316406,2000-04-19
23.742996215820312,2000-04-20
23.65554428100586,2000-04-24
23.65554428100586,2000-04-25
26.410259246826172,2000-04-26
26.6726131439209,2000-04-27
26.847515106201172,2000-04-28
26.453981399536133,2000-05-01
25.97299575805664,2000-05-02
23.087106704711914,2000-05-03
25.710647583007812,2000-05-04
24.398881912231445,2000-05-05
23.174558639526367,2000-05-08
22.3000545501709,2000-05-09
21.075742721557617,2000-05-10
20.769655227661133,2000-05-11
20.900829315185547,2000-05-12
20.813385009765625,2000-05-15
21.86279296875,2000-05-16
21.4255428314209,2000-05-17
20.813385009765625,2000-05-18
19.69837188720703,2000-05-19
18.583370208740234,2000-05-22
17.577688217163086,2000-05-23
17.140430450439453,2000-05-24
17.359058380126953,2000-05-25
17.665143966674805,2000-05-26
18.889455795288086,2000-05-30
18.321025848388672,2000-05-31
19.589069366455078,2000-06-01
21.512989044189453,2000-06-02
24.923583984375,2000-06-05
25.142213821411133,2000-06-06
25.229660034179688,2000-06-07
23.742996215820312,2000-06-08
24.530054092407227,2000-06-09
24.48633575439453,2000-06-12
24.530054092407227,2000-06-13
24.48633575439453,2000-06-14
23.91789436340332,2000-06-15
24.35515594482422,2000-06-16
24.48633575439453,2000-06-19
25.754377365112305,2000-06-20
25.623197555541992,2000-06-21
25.18593978881836,2000-06-22
24.923583984375,2000-06-23
25.18593978881836,2000-06-26
25.18593978881836,2000-06-27
24.530054092407227,2000-06-28
24.573776245117188,2000-06-29
25.53573989868164,2000-06-30
25.754377365112305,2000-07-03
26.016719818115234,2000-07-05
25.18593978881836,2000-07-06
26.191627502441406,2000-07-07
26.54142951965332,2000-07-10
27.19731903076172,2000-07-11
27.19731903076172,2000-07-12
27.328493118286133,2000-07-13
27.63457489013672,2000-07-14
26.847515106201172,2000-07-17
26.060453414916992,2000-07-18
23.786714553833008,2000-07-19
25.317127227783203,2000-07-20
23.87417221069336,2000-07-21
23.43692398071289,2000-07-24
22.781036376953125,2000-07-25
21.993967056274414,2000-07-26
20.988285064697266,2000-07-27
23.61181640625,2000-07-28
23.786714553833008,2000-07-31
24.66123390197754,2000-08-01
24.748685836791992,2000-08-02
25.229660034179688,2000-08-03
25.52481460571289,2000-08-04
26.847515106201172,2000-08-07
24.66123390197754,2000-08-08
24.311431884765625,2000-08-09
25.721574783325195,2000-08-10
26.016719818115234,2000-08-11
26.27907943725586,2000-08-14
26.366539001464844,2000-08-15
26.410259246826172,2000-08-16
26.410259246826172,2000-08-17
26.978681564331055,2000-08-18
26.497705459594727,2000-08-21
25.623197555541992,2000-08-22
25.448293685913086,2000-08-23
25.492015838623047,2000-08-24
25.623197555541992,2000-08-25
25.18593978881836,2000-08-28
25.229660034179688,2000-08-29
24.704957962036133,2000-08-30
24.267704010009766,2000-08-31
24.398881912231445,2000-09-01
23.65554428100586,2000-09-05
23.65554428100586,2000-09-06
22.781036376953125,2000-09-07
22.037702560424805,2000-09-08
22.256319046020508,2000-09-11
22.99966049194336,2000-09-12
23.305736541748047,2000-09-13
22.5186824798584,2000-09-14
21.2069091796875,2000-09-15
20.572895050048828,2000-09-18
20.59476089477539,2000-09-19
19.589069366455078,2000-09-20
18.18984603881836,2000-09-21
17.577688217163086,2000-09-22
19.589069366455078,2000-09-25
20.070043563842773,2000-09-26
19.239255905151367,2000-09-27
20.288673400878906,2000-09-28
21.731618881225586,2000-09-29
20.900829315185547,2000-10-02
19.982595443725586,2000-10-03
19.85141944885254,2000-10-04
19.10808563232422,2000-10-05
18.889455795288086,2000-10-06
18.146120071411133,2000-10-09
17.883766174316406,2000-10-10
17.97121810913086,2000-10-11
17.09670639038086,2000-10-12
17.97121810913086,2000-10-13
18.495925903320312,2000-10-16
17.052978515625,2000-10-17
15.784936904907227,2000-10-18
16.878076553344727,2000-10-19
17.09670639038086,2000-10-20
18.3647518157959,2000-10-23
19.0206298828125,2000-10-24
17.665143966674805,2000-10-25
17.654211044311523,2000-10-26
19.938865661621094,2000-10-27
19.720237731933594,2000-10-30
21.2069091796875,2000-10-31
20.944557189941406,2000-11-01
21.2069091796875,2000-11-02
21.163179397583008,2000-11-03
21.60043716430664,2000-11-06
21.68789291381836,2000-11-07
21.294363021850586,2000-11-08
20.59476089477539,2000-11-09
20.15749740600586,2000-11-10
19.282981872558594,2000-11-13
20.900829315185547,2000-11-14
21.60043716430664,2000-11-15
21.68789291381836,2000-11-16
20.288673400878906,2000-11-17
19.370437622070312,2000-11-20
18.408475875854492,2000-11-21
17.140430450439453,2000-11-22
17.577688217163086,2000-11-24
18.627098083496094,2000-11-27
17.31533432006836,2000-11-28
16.703174591064453,2000-11-29
16.659446716308594,2000-11-30
16.790626525878906,2000-12-01
16.047290802001953,2000-12-04
17.140430450439453,2000-12-05
16.834352493286133,2000-12-06
15.697484016418457,2000-12-07
20.070043563842773,2000-12-08
19.0206298828125,2000-12-11
18.495925903320312,2000-12-12
18.67082405090332,2000-12-13
18.539649963378906,2000-12-14
17.84004020690918,2000-12-15
17.359058380126953,2000-12-18
16.09101676940918,2000-12-19
16.353374481201172,2000-12-20
15.872390747070312,2000-12-21
18.802005767822266,2000-12-22
18.233570098876953,2000-12-26
18.233570098876953,2000-12-27
18.45219612121582,2000-12-28
18.933183670043945,2000-12-29
17.927488327026367,2001-01-02
19.632795333862305,2001-01-03
20.638477325439453,2001-01-04
18.233570098876953,2001-01-05
18.67082405090332,2001-01-08
19.32670783996582,2001-01-09
19.239255905151367,2001-01-10
20.725929260253906,2001-01-11
18.714548110961914,2001-01-12
18.18984603881836,2001-01-16
18.539649963378906,2001-01-17
18.539649963378906,2001-01-18
18.67082405090332,2001-01-19
18.45219612121582,2001-01-22
19.064363479614258,2001-01-23
18.889455795288086,2001-01-24
18.933183670043945,2001-01-25
20.15749740600586,2001-01-26
20.638477325439453,2001-01-29
20.59476089477539,2001-01-30
19.545337677001953,2001-01-31
20.02631950378418,2001-02-01
19.545337677001953,2001-02-02
18.539649963378906,2001-02-05
18.84572982788086,2001-02-06
19.763967514038086,2001-02-07
19.32670783996582,2001-02-08
17.84004020690918,2001-02-09
18.539649963378906,2001-02-12
18.84572982788086,2001-02-13
18.583370208740234,2001-02-14
17.883766174316406,2001-02-15
18.3647518157959,2001-02-16
16.746904373168945,2001-02-20
17.009258270263672,2001-02-21
17.271608352661133,2001-02-22
17.009258270263672,2001-02-23
17.796314239501953,2001-02-26
17.490234375,2001-02-27
17.577688217163086,2001-02-28
17.446514129638672,2001-03-01
17.490234375,2001-03-02
17.490234375,2001-03-05
17.70886993408203,2001-03-06
17.402786254882812,2001-03-07
16.659446716308594,2001-03-08
16.309642791748047,2001-03-09
14.429447174072266,2001-03-12
13.205129623413086,2001-03-13
11.84963607788086,2001-03-14
11.893357276916504,2001-03-15
11.631007194519043,2001-03-16
12.155715942382812,2001-03-19
11.631007194519043,2001-03-20
10.494142532348633,2001-03-21
10.18806266784668,2001-03-22
10.581589698791504,2001-03-23
10.669044494628906,2001-03-26
12.111988067626953,2001-03-27
11.018851280212402,2001-03-28
10.84394645690918,2001-03-29
10.362964630126953,2001-03-30
9.881983757019043,2001-04-02
8.351587295532227,2001-04-03
8.61394214630127,2001-04-04
10.18806266784668,2001-04-05
9.794534683227539,2001-04-06
10.501134872436523,2001-04-09
12.697909355163574,2001-04-10
13.47447681427002,2001-04-11
13.985190391540527,2001-04-12
13.292577743530273,2001-04-16
14.090134620666504,2001-04-17
16.000064849853516,2001-04-18
16.412830352783203,2001-04-19
15.734213829040527,2001-04-20
14.901678085327148,2001-04-23
14.293022155761719,2001-04-24
15.041606903076172,2001-04-25
15.78319263458252,2001-04-26
16.482803344726562,2001-04-27
17.133434295654297,2001-04-30
16.615724563598633,2001-05-01
16.608726501464844,2001-05-02
15.965085983276367,2001-05-03
15.671253204345703,2001-05-04
15.286468505859375,2001-05-07
14.132111549377441,2001-05-08
14.125116348266602,2001-05-09
13.57242202758789,2001-05-10
13.278586387634277,2001-05-11
13.117674827575684,2001-05-14
12.858820915222168,2001-05-15
12.942776679992676,2001-05-16
13.02673053741455,2001-05-17
12.418066024780273,2001-05-18
12.208185195922852,2001-05-21
12.313124656677246,2001-05-22
11.893357276916504,2001-05-23
12.068264961242676,2001-05-24
11.914348602294922,2001-05-25
11.438616752624512,2001-05-29
11.221734046936035,2001-05-30
11.613515853881836,2001-05-31
11.228734016418457,2001-06-01
11.389643669128418,2001-06-04
11.389643669128418,2001-06-05
11.403633117675781,2001-06-06
11.613515853881836,2001-06-07
11.585532188415527,2001-06-08
11.578534126281738,2001-06-11
11.123787879943848,2001-06-12
11.06782341003418,2001-06-13
10.494142532348633,2001-06-14
10.004417419433594,2001-06-15
9.619627952575684,2001-06-18
9.374765396118164,2001-06-19
10.067380905151367,2001-06-20
9.941450119018555,2001-06-21
9.780539512634277,2001-06-22
9.934452056884766,2001-06-25
10.074376106262207,2001-06-26
9.829514503479004,2001-06-27
10.424180030822754,2001-06-28
11.473593711853027,2001-06-29
11.158768653869629,2001-07-02
11.074817657470703,2001-07-03
10.780982971191406,2001-07-05
10.144336700439453,2001-07-06
10.242284774780273,2001-07-09
9.850500106811523,2001-07-10
9.304807662963867,2001-07-11
9.507689476013184,2001-07-12
9.969432830810547,2001-07-13
9.206860542297363,2001-07-16
9.1368989944458,2001-07-17
8.899033546447754,2001-07-18
7.380880832672119,2001-07-19
7.688706398010254,2001-07-20
7.31091833114624,2001-07-23
6.961114406585693,2001-07-24
6.898148536682129,2001-07-25
6.90514612197876,2001-07-26
6.772218227386475,2001-07-27
6.919137001037598,2001-07-30
6.821192741394043,2001-07-31
5.946678638458252,2001-08-01
6.471388339996338,2001-08-02
6.653285503387451,2001-08-03
6.786211013793945,2001-08-06
6.681270599365234,2001-08-07
6.814198017120361,2001-08-08
6.604314804077148,2001-08-09
6.751229763031006,2001-08-10
6.709254264831543,2001-08-13
6.576329231262207,2001-08-14
6.121583938598633,2001-08-15
5.736796855926514,2001-08-16
5.5968756675720215,2001-08-17
5.386992454528809,2001-08-20
5.254067897796631,2001-08-21
5.296044826507568,2001-08-22
5.848735332489014,2001-08-23
6.352453708648682,2001-08-24
7.233957767486572,2001-08-27
6.99609375,2001-08-28
6.99609375,2001-08-29
6.93312931060791,2001-08-30
7.129021167755127,2001-08-31
6.891153335571289,2001-09-04
6.226524353027344,2001-09-05
5.806757926940918,2001-09-06
6.191544055938721,2001-09-07
6.29648494720459,2001-09-10
6.29648494720459,2001-09-17
6.3944315910339355,2001-09-18
6.086602210998535,2001-09-19
5.764781475067139,2001-09-20
5.876721382141113,2001-09-21
6.226524353027344,2001-09-24
6.086602210998535,2001-09-25
5.624858856201172,2001-09-26
5.53391170501709,2001-09-27
6.29648494720459,2001-09-28
6.2125325202941895,2001-10-01
6.576329231262207,2001-10-02
6.3944315910339355,2001-10-03
6.8631672859191895,2001-10-04
6.702259540557861,2001-10-05
6.50636625289917,2001-10-08
7.003091812133789,2001-10-09
7.387876987457275,2001-10-10
8.255390167236328,2001-10-11
7.709695816040039,2001-10-12
7.345897197723389,2001-10-15
7.520803451538086,2001-10-16
7.555782318115234,2001-10-17
7.688706398010254,2001-10-18
8.192426681518555,2001-10-19
8.1504487991333,2001-10-22
8.101476669311523,2001-10-23
7.9545578956604,2001-10-24
8.010526657104492,2001-10-25
8.500253677368164,2001-10-26
8.360333442687988,2001-10-29
7.884598731994629,2001-10-30
8.185432434082031,2001-10-31
8.213417053222656,2001-11-01
8.409306526184082,2001-11-02
8.374322891235352,2001-11-05
7.695703506469727,2001-11-06
7.303923606872559,2001-11-07
7.240958213806152,2001-11-08
7.170994758605957,2001-11-09
6.99609375,2001-11-12
7.422854900360107,2001-11-13
7.709695816040039,2001-11-14
7.793646812438965,2001-11-15
8.059501647949219,2001-11-16
8.500253677368164,2001-11-19
8.33234691619873,2001-11-20
7.961553573608398,2001-11-21
8.143452644348145,2001-11-23
8.115471839904785,2001-11-26
8.395313262939453,2001-11-27
7.9755473136901855,2001-11-28
7.9755473136901855,2001-11-29
7.618746280670166,2001-11-30
7.415860176086426,2001-12-03
7.513805866241455,2001-12-04
7.695703506469727,2001-12-05
7.590762615203857,2001-12-06
7.177994251251221,2001-12-07
6.9751081466674805,2001-12-10
6.73024320602417,2001-12-11
6.366446018218994,2001-12-12
6.499370574951172,2001-12-13
6.576329231262207,2001-12-14
7.031075954437256,2001-12-17
7.240958213806152,2001-12-18
6.891153335571289,2001-12-19
7.003091812133789,2001-12-20
6.716251373291016,2001-12-21
6.891153335571289,2001-12-24
7.080047130584717,2001-12-26
7.240958213806152,2001-12-27
7.49281644821167,2001-12-28
7.471829891204834,2001-12-31
7.695703506469727,2002-01-02
8.03851318359375,2002-01-03
7.800645351409912,2002-01-04
7.576770782470703,2002-01-07
7.024077892303467,2002-01-08
6.8631672859191895,2002-01-09
6.29648494720459,2002-01-10
6.436407566070557,2002-01-11
6.226524353027344,2002-01-14
6.226524353027344,2002-01-15
5.806757926940918,2002-01-16
5.526914119720459,2002-01-17
4.883273601531982,2002-01-18
4.4984893798828125,2002-01-22
5.198097229003906,2002-01-23
5.449957370758057,2002-01-24
5.449957370758057,2002-01-25
5.331023693084717,2002-01-28
5.0371880531311035,2002-01-29
4.946239471435547,2002-01-30
5.0861616134643555,2002-01-31
4.939243793487549,2002-02-01
4.6174211502075195,2002-02-04
4.092716217041016,2002-02-05
4.127695083618164,2002-02-06
4.5544562339782715,2002-02-07
4.54746150970459,2002-02-08
5.163118362426758,2002-02-11
4.939243793487549,2002-02-12
4.911258697509766,2002-02-13
4.30259895324707,2002-02-14
4.197656631469727,2002-02-15
4.127695083618164,2002-02-19
4.239633560180664,2002-02-20
3.9877736568450928,2002-02-21
3.903820753097534,2002-02-22
4.0997114181518555,2002-02-25
4.183664798736572,2002-02-26
4.4075398445129395,2002-02-27
4.344574451446533,2002-02-28
5.526914119720459,2002-03-01
5.4009857177734375,2002-03-04
5.3100361824035645,2002-03-05
6.093598365783691,2002-03-06
6.261505126953125,2002-03-07
6.1005964279174805,2002-03-08
6.289488315582275,2002-03-11
5.841738224029541,2002-03-12
5.5968756675720215,2002-03-13
5.589879035949707,2002-03-14
5.317032814025879,2002-03-15
5.254067897796631,2002-03-18
4.93224573135376,2002-03-19
4.8972673416137695,2002-03-20
4.841297626495361,2002-03-21
4.8622846603393555,2002-03-22
4.729360103607178,2002-03-25
4.484496593475342,2002-03-26
4.463508129119873,2002-03-27
4.624419689178467,2002-03-28
4.4145355224609375,2002-04-01
4.2676167488098145,2002-04-02
4.092716217041016,2002-04-03
4.029750823974609,2002-04-04
4.022754192352295,2002-04-05
3.9667863845825195,2002-04-08
4.057735919952393,2002-04-09
3.94579815864563,2002-04-10
3.6729485988616943,2002-04-11
4.1626763343811035,2002-04-12
4.204653263092041,2002-04-15
4.7223639488220215,2002-04-16
4.9182538986206055,2002-04-17
4.806315898895264,2002-04-18
4.8972673416137695,2002-04-19
4.596433639526367,2002-04-22
4.736356735229492,2002-04-23
4.792325496673584,2002-04-24
4.757345199584961,2002-04-25
4.7223639488220215,2002-04-26
4.729360103607178,2002-04-29
5.107149124145508,2002-04-30
4.792325496673584,2002-05-01
4.2676167488098145,2002-05-02
4.197656631469727,2002-05-03
4.078722953796387,2002-05-06
