CMS,Date
9.540154457092285,1973-06-20
9.540154457092285,1973-06-21
9.628491401672363,1973-06-22
9.584320068359375,1973-06-25
9.540154457092285,1973-06-26
9.540154457092285,1973-06-27
9.672653198242188,1973-06-28
9.540154457092285,1973-06-29
9.628491401672363,1973-07-02
9.672653198242188,1973-07-03
9.760986328125,1973-07-05
9.71682357788086,1973-07-06
9.849323272705078,1973-07-09
9.849323272705078,1973-07-10
9.893491744995117,1973-07-11
9.760986328125,1973-07-12
9.760986328125,1973-07-13
9.760986328125,1973-07-16
9.49598217010498,1973-07-17
9.451814651489258,1973-07-18
9.363487243652344,1973-07-19
9.275150299072266,1973-07-20
9.319316864013672,1973-07-23
9.319316864013672,1973-07-24
9.186812400817871,1973-07-25
9.230978965759277,1973-07-26
9.142645835876465,1973-07-27
9.098480224609375,1973-07-30
9.098480224609375,1973-07-31
9.098480224609375,1973-08-01
8.921807289123535,1973-08-02
9.010149002075195,1973-08-03
9.010149002075195,1973-08-06
9.010149002075195,1973-08-07
8.877640724182129,1973-08-08
8.921807289123535,1973-08-09
8.921807289123535,1973-08-10
9.054309844970703,1973-08-13
8.877640724182129,1973-08-14
8.921807289123535,1973-08-15
8.921807289123535,1973-08-16
8.921807289123535,1973-08-17
9.010149002075195,1973-08-20
8.921807289123535,1973-08-21
9.054309844970703,1973-08-22
8.96597671508789,1973-08-23
9.010149002075195,1973-08-24
8.96597671508789,1973-08-27
9.010149002075195,1973-08-28
9.098480224609375,1973-08-29
9.230978965759277,1973-08-30
9.275150299072266,1973-08-31
9.230978965759277,1973-09-04
9.319316864013672,1973-09-05
9.186812400817871,1973-09-06
9.186812400817871,1973-09-07
9.230978965759277,1973-09-10
9.186812400817871,1973-09-11
9.098480224609375,1973-09-12
9.098480224609375,1973-09-13
8.96597671508789,1973-09-14
9.142645835876465,1973-09-17
9.142645835876465,1973-09-18
9.098480224609375,1973-09-19
9.275150299072266,1973-09-20
9.49598217010498,1973-09-21
9.451814651489258,1973-09-24
9.451814651489258,1973-09-25
9.319316864013672,1973-09-26
9.540154457092285,1973-09-27
9.540154457092285,1973-09-28
9.584320068359375,1973-10-01
9.584320068359375,1973-10-02
9.451814651489258,1973-10-03
9.363487243652344,1973-10-04
9.49598217010498,1973-10-05
9.540154457092285,1973-10-08
9.540154457092285,1973-10-09
9.451814651489258,1973-10-10
9.363487243652344,1973-10-11
9.407649993896484,1973-10-12
9.186812400817871,1973-10-15
9.098480224609375,1973-10-16
9.010149002075195,1973-10-17
8.96597671508789,1973-10-18
9.010149002075195,1973-10-19
9.098480224609375,1973-10-22
8.96597671508789,1973-10-23
8.921807289123535,1973-10-24
8.877640724182129,1973-10-25
8.877640724182129,1973-10-26
8.877640724182129,1973-10-29
8.877640724182129,1973-10-30
8.877640724182129,1973-10-31
8.877640724182129,1973-11-01
8.833476066589355,1973-11-02
8.833476066589355,1973-11-05
8.833476066589355,1973-11-06
8.833476066589355,1973-11-07
8.745135307312012,1973-11-08
8.789304733276367,1973-11-09
8.612639427185059,1973-11-12
8.56847095489502,1973-11-13
8.215128898620605,1973-11-14
8.30346965789795,1973-11-15
8.52430534362793,1973-11-16
8.612639427185059,1973-11-19
8.435964584350586,1973-11-20
8.391794204711914,1973-11-21
8.347634315490723,1973-11-23
8.215128898620605,1973-11-26
7.994293212890625,1973-11-27
7.905960559844971,1973-11-28
7.905960559844971,1973-11-29
7.861790180206299,1973-11-30
7.773454189300537,1973-12-03
7.773454189300537,1973-12-04
7.640959739685059,1973-12-05
7.7292890548706055,1973-12-06
7.950126647949219,1973-12-07
8.126797676086426,1973-12-10
8.126797676086426,1973-12-11
7.950126647949219,1973-12-12
7.950126647949219,1973-12-13
7.817624568939209,1973-12-14
7.7292890548706055,1973-12-17
7.7292890548706055,1973-12-18
7.685119152069092,1973-12-19
7.420119762420654,1973-12-20
7.685119152069092,1973-12-21
7.640959739685059,1973-12-24
7.640959739685059,1973-12-26
7.773454189300537,1973-12-27
7.861790180206299,1973-12-28
8.038457870483398,1973-12-31
8.126797676086426,1974-01-02
8.259297370910645,1974-01-03
8.259297370910645,1974-01-04
8.259297370910645,1974-01-07
8.30346965789795,1974-01-08
8.259297370910645,1974-01-09
8.30346965789795,1974-01-10
8.347634315490723,1974-01-11
8.391794204711914,1974-01-14
8.259297370910645,1974-01-15
8.435964584350586,1974-01-16
8.789304733276367,1974-01-17
8.612639427185059,1974-01-18
8.656804084777832,1974-01-21
8.656804084777832,1974-01-22
8.70097541809082,1974-01-23
8.656804084777832,1974-01-24
8.56847095489502,1974-01-25
8.435964584350586,1974-01-28
8.391794204711914,1974-01-29
8.435964584350586,1974-01-30
8.391794204711914,1974-01-31
8.435964584350586,1974-02-01
8.48013687133789,1974-02-04
8.56847095489502,1974-02-05
8.48013687133789,1974-02-06
8.48013687133789,1974-02-07
8.391794204711914,1974-02-08
8.347634315490723,1974-02-11
8.435964584350586,1974-02-12
8.347634315490723,1974-02-13
8.347634315490723,1974-02-14
8.391794204711914,1974-02-15
8.30346965789795,1974-02-19
8.347634315490723,1974-02-20
8.391794204711914,1974-02-21
8.48013687133789,1974-02-22
8.48013687133789,1974-02-25
8.70097541809082,1974-02-26
8.56847095489502,1974-02-27
8.612639427185059,1974-02-28
8.656804084777832,1974-03-01
8.56847095489502,1974-03-04
8.435964584350586,1974-03-05
8.391794204711914,1974-03-06
8.48013687133789,1974-03-07
8.391794204711914,1974-03-08
8.435964584350586,1974-03-11
8.347634315490723,1974-03-12
8.391794204711914,1974-03-13
8.435964584350586,1974-03-14
8.347634315490723,1974-03-15
8.30346965789795,1974-03-18
8.30346965789795,1974-03-19
8.259297370910645,1974-03-20
8.038457870483398,1974-03-21
8.082629203796387,1974-03-22
8.126797676086426,1974-03-25
8.082629203796387,1974-03-26
8.082629203796387,1974-03-27
8.038457870483398,1974-03-28
8.038457870483398,1974-03-29
8.038457870483398,1974-04-01
8.082629203796387,1974-04-02
8.082629203796387,1974-04-03
8.082629203796387,1974-04-04
7.994293212890625,1974-04-05
7.905960559844971,1974-04-08
7.905960559844971,1974-04-09
7.994293212890625,1974-04-10
8.038457870483398,1974-04-11
7.905960559844971,1974-04-15
7.817624568939209,1974-04-16
7.773454189300537,1974-04-17
7.685119152069092,1974-04-18
7.685119152069092,1974-04-19
7.640959739685059,1974-04-22
7.199287414550781,1974-04-23
6.9784464836120605,1974-04-24
6.9784464836120605,1974-04-25
6.9784464836120605,1974-04-26
6.713436603546143,1974-04-29
6.580941677093506,1974-04-30
6.360102653503418,1974-05-01
6.448440074920654,1974-05-02
6.315935134887695,1974-05-03
6.1392645835876465,1974-05-06
6.006763458251953,1974-05-07
5.8742594718933105,1974-05-08
6.360102653503418,1974-05-09
6.315935134887695,1974-05-10
6.271768093109131,1974-05-13
6.271768093109131,1974-05-14
6.22760009765625,1974-05-15
6.315935134887695,1974-05-16
6.22760009765625,1974-05-17
6.22760009765625,1974-05-20
6.1834330558776855,1974-05-21
6.1392645835876465,1974-05-22
6.050930023193359,1974-05-23
6.006763458251953,1974-05-24
5.962594032287598,1974-05-28
5.8742594718933105,1974-05-29
5.962594032287598,1974-05-30
5.8742594718933105,1974-05-31
5.918426036834717,1974-06-03
5.8742594718933105,1974-06-04
5.830094814300537,1974-06-05
5.8742594718933105,1974-06-06
5.830094814300537,1974-06-07
5.830094814300537,1974-06-10
5.830094814300537,1974-06-11
5.609259128570557,1974-06-12
5.4325852394104,1974-06-13
4.990912914276123,1974-06-14
4.770077228546143,1974-06-17
4.725907325744629,1974-06-18
4.725907325744629,1974-06-19
4.372567653656006,1974-06-20
3.9750633239746094,1974-06-21
3.9750633239746094,1974-06-24
4.151734828948975,1974-06-25
4.460903644561768,1974-06-26
4.328402042388916,1974-06-27
4.416738033294678,1974-06-28
4.372567653656006,1974-07-01
4.460903644561768,1974-07-02
4.460903644561768,1974-07-03
4.5492401123046875,1974-07-05
4.5492401123046875,1974-07-08
4.637575149536133,1974-07-09
4.85841178894043,1974-07-10
4.814245700836182,1974-07-11
4.85841178894043,1974-07-12
4.637575149536133,1974-07-15
4.460903644561768,1974-07-16
4.28423547744751,1974-07-17
4.28423547744751,1974-07-18
4.063398838043213,1974-07-19
4.107564449310303,1974-07-22
4.107564449310303,1974-07-23
4.107564449310303,1974-07-24
3.9750633239746094,1974-07-25
3.9308950901031494,1974-07-26
4.063398838043213,1974-07-29
4.063398838043213,1974-07-30
3.9750633239746094,1974-07-31
3.9308950901031494,1974-08-01
3.9750633239746094,1974-08-02
3.9308950901031494,1974-08-05
3.9308950901031494,1974-08-06
4.019228935241699,1974-08-07
4.372567653656006,1974-08-08
4.5492401123046875,1974-08-09
4.681743621826172,1974-08-12
4.5934062004089355,1974-08-13
4.416738033294678,1974-08-14
4.416738033294678,1974-08-15
4.372567653656006,1974-08-16
4.240068435668945,1974-08-19
4.107564449310303,1974-08-20
4.151734828948975,1974-08-21
4.240068435668945,1974-08-22
4.151734828948975,1974-08-23
4.107564449310303,1974-08-26
4.063398838043213,1974-08-27
4.063398838043213,1974-08-28
3.9750633239746094,1974-08-29
3.8867270946502686,1974-08-30
3.8867270946502686,1974-09-03
3.842559576034546,1974-09-04
3.842559576034546,1974-09-05
3.8867270946502686,1974-09-06
3.7983951568603516,1974-09-09
3.7542262077331543,1974-09-10
3.7542262077331543,1974-09-11
3.7542262077331543,1974-09-12
3.6217243671417236,1974-09-13
3.710059881210327,1974-09-16
3.7983951568603516,1974-09-17
3.7542262077331543,1974-09-18
3.842559576034546,1974-09-19
3.9308950901031494,1974-09-20
4.107564449310303,1974-09-23
4.107564449310303,1974-09-24
4.019228935241699,1974-09-25
3.9750633239746094,1974-09-26
3.9308950901031494,1974-09-27
3.9308950901031494,1974-09-30
3.9308950901031494,1974-10-01
4.063398838043213,1974-10-02
4.195897102355957,1974-10-03
4.195897102355957,1974-10-04
4.460903644561768,1974-10-07
4.28423547744751,1974-10-08
4.637575149536133,1974-10-09
4.5934062004089355,1974-10-10
4.328402042388916,1974-10-11
4.328402042388916,1974-10-14
4.28423547744751,1974-10-15
4.151734828948975,1974-10-16
4.195897102355957,1974-10-17
4.195897102355957,1974-10-18
4.151734828948975,1974-10-21
4.107564449310303,1974-10-22
3.9750633239746094,1974-10-23
3.710059881210327,1974-10-24
3.4450550079345703,1974-10-25
3.5333914756774902,1974-10-28
3.577556848526001,1974-10-29
3.5333914756774902,1974-10-30
3.577556848526001,1974-10-31
3.5333914756774902,1974-11-01
3.5333914756774902,1974-11-04
3.4892232418060303,1974-11-05
3.5333914756774902,1974-11-06
3.4892232418060303,1974-11-07
3.4008874893188477,1974-11-08
3.4450550079345703,1974-11-11
3.4008874893188477,1974-11-12
3.4450550079345703,1974-11-13
3.4008874893188477,1974-11-14
3.4008874893188477,1974-11-15
3.4008874893188477,1974-11-18
3.4450550079345703,1974-11-19
3.4008874893188477,1974-11-20
3.4450550079345703,1974-11-21
3.4892232418060303,1974-11-22
3.4892232418060303,1974-11-25
3.5333914756774902,1974-11-26
3.5333914756774902,1974-11-27
3.4450550079345703,1974-11-29
3.4892232418060303,1974-12-02
3.4892232418060303,1974-12-03
3.4008874893188477,1974-12-04
3.3567183017730713,1974-12-05
3.4008874893188477,1974-12-06
3.3567183017730713,1974-12-09
3.3567183017730713,1974-12-10
3.4450550079345703,1974-12-11
3.3567183017730713,1974-12-12
3.4450550079345703,1974-12-13
3.4008874893188477,1974-12-16
3.3567183017730713,1974-12-17
3.3567183017730713,1974-12-18
3.2683868408203125,1974-12-19
3.224220037460327,1974-12-20
3.224220037460327,1974-12-23
3.2683868408203125,1974-12-24
3.312551975250244,1974-12-26
3.224220037460327,1974-12-27
3.312551975250244,1974-12-30
3.4892232418060303,1974-12-31
4.019228935241699,1975-01-02
4.151734828948975,1975-01-03
4.372567653656006,1975-01-06
4.505074501037598,1975-01-07
4.460903644561768,1975-01-08
4.5492401123046875,1975-01-09
4.5934062004089355,1975-01-10
4.28423547744751,1975-01-13
4.063398838043213,1975-01-14
4.107564449310303,1975-01-15
4.151734828948975,1975-01-16
4.151734828948975,1975-01-17
4.107564449310303,1975-01-20
4.195897102355957,1975-01-21
4.460903644561768,1975-01-22
4.505074501037598,1975-01-23
4.725907325744629,1975-01-24
5.123416900634766,1975-01-27
5.255917072296143,1975-01-28
5.255917072296143,1975-01-29
5.07924747467041,1975-01-30
4.946745872497559,1975-01-31
5.123416900634766,1975-02-03
5.123416900634766,1975-02-04
5.123416900634766,1975-02-05
5.21174955368042,1975-02-06
5.21174955368042,1975-02-07
5.0350823402404785,1975-02-10
5.07924747467041,1975-02-11
4.814245700836182,1975-02-12
4.681743621826172,1975-02-13
4.770077228546143,1975-02-14
4.85841178894043,1975-02-18
4.85841178894043,1975-02-19
4.990912914276123,1975-02-20
5.1675825119018555,1975-02-21
5.123416900634766,1975-02-24
5.07924747467041,1975-02-25
5.07924747467041,1975-02-26
5.1675825119018555,1975-02-27
5.21174955368042,1975-02-28
5.123416900634766,1975-03-03
5.21174955368042,1975-03-04
5.07924747467041,1975-03-05
5.21174955368042,1975-03-06
5.1675825119018555,1975-03-07
5.255917072296143,1975-03-10
5.1675825119018555,1975-03-11
5.1675825119018555,1975-03-12
5.1675825119018555,1975-03-13
5.21174955368042,1975-03-14
5.21174955368042,1975-03-17
5.123416900634766,1975-03-18
5.123416900634766,1975-03-19
5.07924747467041,1975-03-20
5.07924747467041,1975-03-21
5.123416900634766,1975-03-24
5.07924747467041,1975-03-25
5.1675825119018555,1975-03-26
5.123416900634766,1975-03-27
5.30008602142334,1975-03-31
5.255917072296143,1975-04-01
5.21174955368042,1975-04-02
5.255917072296143,1975-04-03
5.255917072296143,1975-04-04
5.21174955368042,1975-04-07
5.21174955368042,1975-04-08
5.21174955368042,1975-04-09
5.255917072296143,1975-04-10
5.255917072296143,1975-04-11
5.1675825119018555,1975-04-14
5.1675825119018555,1975-04-15
5.1675825119018555,1975-04-16
4.990912914276123,1975-04-17
4.946745872497559,1975-04-18
4.990912914276123,1975-04-21
4.85841178894043,1975-04-22
4.85841178894043,1975-04-23
4.814245700836182,1975-04-24
4.814245700836182,1975-04-25
4.814245700836182,1975-04-28
4.681743621826172,1975-04-29
4.814245700836182,1975-04-30
4.9025797843933105,1975-05-01
4.9025797843933105,1975-05-02
4.990912914276123,1975-05-05
4.9025797843933105,1975-05-06
4.946745872497559,1975-05-07
4.85841178894043,1975-05-08
4.85841178894043,1975-05-09
4.9025797843933105,1975-05-12
5.0350823402404785,1975-05-13
5.123416900634766,1975-05-14
5.1675825119018555,1975-05-15
5.123416900634766,1975-05-16
5.07924747467041,1975-05-19
5.123416900634766,1975-05-20
5.07924747467041,1975-05-21
5.0350823402404785,1975-05-22
5.07924747467041,1975-05-23
5.255917072296143,1975-05-27
5.4325852394104,1975-05-28
5.4325852394104,1975-05-29
5.5209197998046875,1975-05-30
5.69758939743042,1975-06-02
5.69758939743042,1975-06-03
5.741757392883301,1975-06-04
5.653421878814697,1975-06-05
5.830094814300537,1975-06-06
5.918426036834717,1975-06-09
6.006763458251953,1975-06-10
6.1392645835876465,1975-06-11
6.050930023193359,1975-06-12
6.050930023193359,1975-06-13
6.1834330558776855,1975-06-16
6.271768093109131,1975-06-17
6.315935134887695,1975-06-18
6.669271945953369,1975-06-19
6.580941677093506,1975-06-20
6.625103950500488,1975-06-23
6.492605686187744,1975-06-24
6.492605686187744,1975-06-25
6.448440074920654,1975-06-26
6.360102653503418,1975-06-27
6.360102653503418,1975-06-30
6.404266357421875,1975-07-01
6.360102653503418,1975-07-02
6.404266357421875,1975-07-03
6.448440074920654,1975-07-07
6.536773681640625,1975-07-08
6.669271945953369,1975-07-09
6.580941677093506,1975-07-10
6.625103950500488,1975-07-11
6.360102653503418,1975-07-14
6.404266357421875,1975-07-15
6.404266357421875,1975-07-16
6.404266357421875,1975-07-17
6.315935134887695,1975-07-18
6.271768093109131,1975-07-21
6.22760009765625,1975-07-22
6.271768093109131,1975-07-23
6.22760009765625,1975-07-24
6.22760009765625,1975-07-25
6.271768093109131,1975-07-28
6.22760009765625,1975-07-29
6.1834330558776855,1975-07-30
6.22760009765625,1975-07-31
6.1834330558776855,1975-08-01
6.1834330558776855,1975-08-04
6.1834330558776855,1975-08-05
6.095095157623291,1975-08-06
5.962594032287598,1975-08-07
5.8742594718933105,1975-08-08
5.830094814300537,1975-08-11
6.006763458251953,1975-08-12
5.962594032287598,1975-08-13
5.8742594718933105,1975-08-14
5.962594032287598,1975-08-15
5.8742594718933105,1975-08-18
5.8742594718933105,1975-08-19
5.69758939743042,1975-08-20
5.69758939743042,1975-08-21
5.653421878814697,1975-08-22
5.7859272956848145,1975-08-25
5.7859272956848145,1975-08-26
5.7859272956848145,1975-08-27
5.918426036834717,1975-08-28
6.006763458251953,1975-08-29
6.006763458251953,1975-09-02
5.962594032287598,1975-09-03
6.006763458251953,1975-09-04
6.050930023193359,1975-09-05
6.050930023193359,1975-09-08
6.006763458251953,1975-09-09
5.962594032287598,1975-09-10
5.830094814300537,1975-09-11
5.918426036834717,1975-09-12
5.918426036834717,1975-09-15
5.7859272956848145,1975-09-16
5.830094814300537,1975-09-17
5.8742594718933105,1975-09-18
5.962594032287598,1975-09-19
5.962594032287598,1975-09-22
6.050930023193359,1975-09-23
6.050930023193359,1975-09-24
6.050930023193359,1975-09-25
6.006763458251953,1975-09-26
6.050930023193359,1975-09-29
6.006763458251953,1975-09-30
5.962594032287598,1975-10-01
6.006763458251953,1975-10-02
6.095095157623291,1975-10-03
6.1834330558776855,1975-10-06
6.1834330558776855,1975-10-07
6.22760009765625,1975-10-08
6.22760009765625,1975-10-09
6.095095157623291,1975-10-10
6.22760009765625,1975-10-13
6.22760009765625,1975-10-14
6.22760009765625,1975-10-15
6.1834330558776855,1975-10-16
6.315935134887695,1975-10-17
6.448440074920654,1975-10-20
6.580941677093506,1975-10-21
6.536773681640625,1975-10-22
6.492605686187744,1975-10-23
6.404266357421875,1975-10-24
6.404266357421875,1975-10-27
6.404266357421875,1975-10-28
6.360102653503418,1975-10-29
6.360102653503418,1975-10-30
6.271768093109131,1975-10-31
6.315935134887695,1975-11-03
6.271768093109131,1975-11-04
6.360102653503418,1975-11-05
6.360102653503418,1975-11-06
6.448440074920654,1975-11-07
6.492605686187744,1975-11-10
6.580941677093506,1975-11-11
6.580941677093506,1975-11-12
6.580941677093506,1975-11-13
6.536773681640625,1975-11-14
6.536773681640625,1975-11-17
6.536773681640625,1975-11-18
6.492605686187744,1975-11-19
6.404266357421875,1975-11-20
6.448440074920654,1975-11-21
6.404266357421875,1975-11-24
6.492605686187744,1975-11-25
6.580941677093506,1975-11-26
6.580941677093506,1975-11-28
6.536773681640625,1975-12-01
6.492605686187744,1975-12-02
6.360102653503418,1975-12-03
6.404266357421875,1975-12-04
6.360102653503418,1975-12-05
6.315935134887695,1975-12-08
6.315935134887695,1975-12-09
6.315935134887695,1975-12-10
6.271768093109131,1975-12-11
6.315935134887695,1975-12-12
6.360102653503418,1975-12-15
6.448440074920654,1975-12-16
6.536773681640625,1975-12-17
6.448440074920654,1975-12-18
6.492605686187744,1975-12-19
6.448440074920654,1975-12-22
6.536773681640625,1975-12-23
6.580941677093506,1975-12-24
6.625103950500488,1975-12-26
6.669271945953369,1975-12-29
6.713436603546143,1975-12-30
6.713436603546143,1975-12-31
6.9784464836120605,1976-01-02
7.110945701599121,1976-01-05
7.199287414550781,1976-01-06
7.0667829513549805,1976-01-07
7.0667829513549805,1976-01-08
7.022611141204834,1976-01-09
7.110945701599121,1976-01-12
7.243448734283447,1976-01-13
7.243448734283447,1976-01-14
7.243448734283447,1976-01-15
7.420119762420654,1976-01-16
7.420119762420654,1976-01-19
7.331782341003418,1976-01-20
7.331782341003418,1976-01-21
7.331782341003418,1976-01-22
7.508452415466309,1976-01-23
7.464285850524902,1976-01-26
7.420119762420654,1976-01-27
7.420119762420654,1976-01-28
7.464285850524902,1976-01-29
7.464285850524902,1976-01-30
7.508452415466309,1976-02-02
7.464285850524902,1976-02-03
7.420119762420654,1976-02-04
7.331782341003418,1976-02-05
7.331782341003418,1976-02-06
7.287614345550537,1976-02-09
7.243448734283447,1976-02-10
7.199287414550781,1976-02-11
7.199287414550781,1976-02-12
7.110945701599121,1976-02-13
7.110945701599121,1976-02-17
7.155113697052002,1976-02-18
7.199287414550781,1976-02-19
7.287614345550537,1976-02-20
7.287614345550537,1976-02-23
7.331782341003418,1976-02-24
7.199287414550781,1976-02-25
7.110945701599121,1976-02-26
7.199287414550781,1976-02-27
7.199287414550781,1976-03-01
7.243448734283447,1976-03-02
7.199287414550781,1976-03-03
7.110945701599121,1976-03-04
7.110945701599121,1976-03-05
7.155113697052002,1976-03-08
7.0667829513549805,1976-03-09
7.110945701599121,1976-03-10
7.110945701599121,1976-03-11
7.0667829513549805,1976-03-12
7.110945701599121,1976-03-15
7.155113697052002,1976-03-16
7.110945701599121,1976-03-17
7.155113697052002,1976-03-18
7.110945701599121,1976-03-19
7.110945701599121,1976-03-22
7.0667829513549805,1976-03-23
7.110945701599121,1976-03-24
7.0667829513549805,1976-03-25
7.0667829513549805,1976-03-26
7.110945701599121,1976-03-29
7.0667829513549805,1976-03-30
7.155113697052002,1976-03-31
7.199287414550781,1976-04-01
7.243448734283447,1976-04-02
7.199287414550781,1976-04-05
7.287614345550537,1976-04-06
7.331782341003418,1976-04-07
7.287614345550537,1976-04-08
7.287614345550537,1976-04-09
7.243448734283447,1976-04-12
7.287614345550537,1976-04-13
7.199287414550781,1976-04-14
7.287614345550537,1976-04-15
7.110945701599121,1976-04-19
7.110945701599121,1976-04-20
7.0667829513549805,1976-04-21
7.0667829513549805,1976-04-22
7.110945701599121,1976-04-23
7.0667829513549805,1976-04-26
7.110945701599121,1976-04-27
7.110945701599121,1976-04-28
7.155113697052002,1976-04-29
7.155113697052002,1976-04-30
7.155113697052002,1976-05-03
7.0667829513549805,1976-05-04
7.0667829513549805,1976-05-05
7.0667829513549805,1976-05-06
7.110945701599121,1976-05-07
7.155113697052002,1976-05-10
7.110945701599121,1976-05-11
7.110945701599121,1976-05-12
7.110945701599121,1976-05-13
7.0667829513549805,1976-05-14
7.0667829513549805,1976-05-17
7.0667829513549805,1976-05-18
7.022611141204834,1976-05-19
7.0667829513549805,1976-05-20
7.0667829513549805,1976-05-21
7.0667829513549805,1976-05-24
7.0667829513549805,1976-05-25
7.0667829513549805,1976-05-26
7.0667829513549805,1976-05-27
7.110945701599121,1976-05-28
7.155113697052002,1976-06-01
7.0667829513549805,1976-06-02
7.110945701599121,1976-06-03
7.110945701599121,1976-06-04
7.0667829513549805,1976-06-07
7.0667829513549805,1976-06-08
7.0667829513549805,1976-06-09
7.0667829513549805,1976-06-10
7.0667829513549805,1976-06-11
7.022611141204834,1976-06-14
7.0667829513549805,1976-06-15
7.022611141204834,1976-06-16
7.022611141204834,1976-06-17
7.022611141204834,1976-06-18
7.022611141204834,1976-06-21
7.022611141204834,1976-06-22
7.0667829513549805,1976-06-23
7.110945701599121,1976-06-24
7.110945701599121,1976-06-25
7.155113697052002,1976-06-28
7.155113697052002,1976-06-29
7.155113697052002,1976-06-30
7.110945701599121,1976-07-01
7.243448734283447,1976-07-02
7.199287414550781,1976-07-06
7.287614345550537,1976-07-07
7.287614345550537,1976-07-08
7.375950336456299,1976-07-09
7.375950336456299,1976-07-12
7.420119762420654,1976-07-13
7.420119762420654,1976-07-14
7.508452415466309,1976-07-15
7.552619457244873,1976-07-16
7.375950336456299,1976-07-19
7.375950336456299,1976-07-20
7.243448734283447,1976-07-21
7.243448734283447,1976-07-22
7.199287414550781,1976-07-23
7.243448734283447,1976-07-26
7.243448734283447,1976-07-27
7.199287414550781,1976-07-28
7.243448734283447,1976-07-29
7.331782341003418,1976-07-30
7.287614345550537,1976-08-02
7.375950336456299,1976-08-03
7.420119762420654,1976-08-04
7.243448734283447,1976-08-05
7.331782341003418,1976-08-06
7.287614345550537,1976-08-09
7.331782341003418,1976-08-10
7.375950336456299,1976-08-11
7.331782341003418,1976-08-12
7.331782341003418,1976-08-13
7.331782341003418,1976-08-16
7.287614345550537,1976-08-17
7.287614345550537,1976-08-18
7.331782341003418,1976-08-19
7.287614345550537,1976-08-20
7.287614345550537,1976-08-23
7.331782341003418,1976-08-24
7.420119762420654,1976-08-25
7.375950336456299,1976-08-26
7.420119762420654,1976-08-27
7.464285850524902,1976-08-30
7.552619457244873,1976-08-31
7.508452415466309,1976-09-01
7.508452415466309,1976-09-02
7.640959739685059,1976-09-03
7.640959739685059,1976-09-07
7.7292890548706055,1976-09-08
7.7292890548706055,1976-09-09
7.7292890548706055,1976-09-10
7.7292890548706055,1976-09-13
7.685119152069092,1976-09-14
7.596790313720703,1976-09-15
7.685119152069092,1976-09-16
7.773454189300537,1976-09-17
7.773454189300537,1976-09-20
7.817624568939209,1976-09-21
7.905960559844971,1976-09-22
7.905960559844971,1976-09-23
7.817624568939209,1976-09-24
7.7292890548706055,1976-09-27
7.773454189300537,1976-09-28
7.773454189300537,1976-09-29
7.7292890548706055,1976-09-30
7.773454189300537,1976-10-01
7.817624568939209,1976-10-04
7.773454189300537,1976-10-05
7.7292890548706055,1976-10-06
7.773454189300537,1976-10-07
7.773454189300537,1976-10-08
7.773454189300537,1976-10-11
7.773454189300537,1976-10-12
