RL,Date
21.669694900512695,1998-04-16
21.669694900512695,1998-04-17
21.57274055480957,1998-04-20
21.718172073364258,1998-04-21
22.348388671875,1998-04-22
22.10599708557129,1998-04-23
21.766653060913086,1998-04-24
21.378820419311523,1998-04-27
21.621212005615234,1998-04-28
21.33034324645996,1998-04-29
21.815134048461914,1998-04-30
21.524269104003906,1998-05-01
21.57274055480957,1998-05-04
21.33034324645996,1998-05-05
21.33034324645996,1998-05-06
22.10599708557129,1998-05-07
22.881643295288086,1998-05-08
23.17251968383789,1998-05-11
23.269472122192383,1998-05-12
22.833171844482422,1998-05-13
22.590774536132812,1998-05-14
23.07555389404297,1998-05-15
23.99664306640625,1998-05-18
23.94816017150879,1998-05-19
24.04512596130371,1998-05-20
23.851207733154297,1998-05-21
23.754241943359375,1998-05-22
23.17251968383789,1998-05-26
23.07555389404297,1998-05-27
23.4149112701416,1998-05-28
23.657302856445312,1998-05-29
23.07555389404297,1998-06-01
22.590774536132812,1998-06-02
22.29991340637207,1998-06-03
22.10599708557129,1998-06-04
21.960561752319336,1998-06-05
22.057523727416992,1998-06-08
22.68773651123047,1998-06-09
22.10599708557129,1998-06-10
21.912086486816406,1998-06-11
22.10599708557129,1998-06-12
21.33034324645996,1998-06-15
21.184907913208008,1998-06-16
21.378820419311523,1998-06-17
20.89405059814453,1998-06-18
21.23339080810547,1998-06-19
21.13643455505371,1998-06-22
21.766653060913086,1998-06-23
22.639257431030273,1998-06-24
21.912086486816406,1998-06-25
22.396865844726562,1998-06-26
22.0090389251709,1998-06-29
21.718172073364258,1998-06-30
21.524269104003906,1998-07-01
21.23339080810547,1998-07-02
20.457744598388672,1998-07-06
21.524269104003906,1998-07-07
22.202959060668945,1998-07-08
21.960561752319336,1998-07-09
21.718172073364258,1998-07-10
21.427305221557617,1998-07-13
22.445341110229492,1998-07-14
23.027090072631836,1998-07-15
22.542299270629883,1998-07-16
22.493818283081055,1998-07-17
22.445341110229492,1998-07-20
22.7362117767334,1998-07-21
21.912086486816406,1998-07-22
20.942520141601562,1998-07-23
20.991003036499023,1998-07-24
20.74860954284668,1998-07-27
20.700130462646484,1998-07-28
20.360790252685547,1998-07-29
21.718172073364258,1998-07-30
21.039480209350586,1998-07-31
21.13643455505371,1998-08-03
20.40926170349121,1998-08-04
20.74860954284668,1998-08-05
20.60317611694336,1998-08-06
21.281869888305664,1998-08-07
20.65165901184082,1998-08-10
20.942520141601562,1998-08-11
21.33034324645996,1998-08-12
20.89405059814453,1998-08-13
20.942520141601562,1998-08-14
20.215349197387695,1998-08-17
20.457744598388672,1998-08-18
20.021438598632812,1998-08-19
19.730581283569336,1998-08-20
19.34275245666504,1998-08-21
19.00340461730957,1998-08-24
19.391223907470703,1998-08-25
19.100357055664062,1998-08-26
18.08231544494629,1998-08-27
17.69449806213379,1998-08-28
17.01580238342285,1998-08-31
17.74297523498535,1998-09-01
17.985363006591797,1998-09-02
16.579500198364258,1998-09-03
15.900801658630371,1998-09-04
16.24015998840332,1998-09-08
16.288633346557617,1998-09-09
15.609935760498047,1998-09-10
16.434066772460938,1998-09-11
18.13079071044922,1998-09-14
18.033843994140625,1998-09-15
17.839923858642578,1998-09-16
16.918851852416992,1998-09-17
17.64602279663086,1998-09-18
16.967323303222656,1998-09-21
15.900801658630371,1998-09-22
15.99776554107666,1998-09-23
16.143198013305664,1998-09-24
16.094717025756836,1998-09-25
16.143198013305664,1998-09-28
16.094717025756836,1998-09-29
15.464499473571777,1998-09-30
14.931241035461426,1998-10-01
16.094717025756836,1998-10-02
15.270588874816895,1998-10-05
15.22210693359375,1998-10-06
14.640374183654785,1998-10-07
13.573854446411133,1998-10-08
14.737327575683594,1998-10-09
15.949285507202148,1998-10-12
16.627975463867188,1998-10-13
16.579500198364258,1998-10-14
18.033843994140625,1998-10-15
18.61557960510254,1998-10-16
18.470151901245117,1998-10-19
17.59754180908203,1998-10-20
17.50058364868164,1998-10-21
17.209712982177734,1998-10-22
16.579500198364258,1998-10-23
16.67646026611328,1998-10-26
17.161231994628906,1998-10-27
17.06427574157715,1998-10-28
16.67646026611328,1998-10-29
16.143198013305664,1998-10-30
18.421663284301758,1998-11-02
17.06427574157715,1998-11-03
18.518619537353516,1998-11-04
15.609935760498047,1998-11-05
15.416028022766113,1998-11-06
15.125144958496094,1998-11-09
14.591897010803223,1998-11-10
14.54342269897461,1998-11-11
14.54342269897461,1998-11-12
14.737327575683594,1998-11-13
14.737327575683594,1998-11-16
14.204070091247559,1998-11-17
14.785810470581055,1998-11-18
15.367547035217285,1998-11-19
15.706891059875488,1998-11-20
15.900801658630371,1998-11-23
15.464499473571777,1998-11-24
15.125144958496094,1998-11-25
15.125144958496094,1998-11-27
14.446470260620117,1998-11-30
14.737327575683594,1998-12-01
14.397981643676758,1998-12-02
14.54342269897461,1998-12-03
14.058640480041504,1998-12-04
13.961682319641113,1998-12-07
13.52538013458252,1998-12-08
13.186033248901367,1998-12-09
13.622335433959961,1998-12-10
13.234512329101562,1998-12-11
13.04059886932373,1998-12-14
12.943644523620605,1998-12-15
12.846689224243164,1998-12-16
12.701254844665527,1998-12-17
12.507343292236328,1998-12-18
12.410387992858887,1998-12-21
13.622335433959961,1998-12-22
13.282991409301758,1998-12-23
13.331466674804688,1998-12-24
14.058640480041504,1998-12-28
14.640374183654785,1998-12-29
15.22210693359375,1998-12-30
14.882767677307129,1998-12-31
14.591897010803223,1999-01-04
14.301032066345215,1999-01-05
15.706891059875488,1999-01-06
17.355152130126953,1999-01-07
17.403629302978516,1999-01-08
16.870363235473633,1999-01-11
16.33711051940918,1999-01-12
15.803854942321777,1999-01-13
15.658421516418457,1999-01-14
16.288633346557617,1999-01-15
17.01580238342285,1999-01-19
17.839923858642578,1999-01-20
17.54906463623047,1999-01-21
18.033843994140625,1999-01-22
18.08231544494629,1999-01-25
17.64602279663086,1999-01-26
17.45210075378418,1999-01-27
18.421663284301758,1999-01-28
19.29427719116211,1999-01-29
19.0518798828125,1999-02-01
18.033843994140625,1999-02-02
16.870363235473633,1999-02-03
16.094717025756836,1999-02-04
15.706891059875488,1999-02-05
15.85232925415039,1999-02-08
15.609935760498047,1999-02-09
15.609935760498047,1999-02-10
15.609935760498047,1999-02-11
15.609935760498047,1999-02-12
16.288633346557617,1999-02-16
15.85232925415039,1999-02-17
15.755380630493164,1999-02-18
15.755380630493164,1999-02-19
15.803854942321777,1999-02-22
16.094717025756836,1999-02-23
16.04623031616211,1999-02-24
15.416028022766113,1999-02-25
15.464499473571777,1999-02-26
15.125144958496094,1999-03-01
15.561463356018066,1999-03-02
15.22210693359375,1999-03-03
16.04623031616211,1999-03-04
16.38558006286621,1999-03-05
16.67646026611328,1999-03-08
16.482540130615234,1999-03-09
16.38558006286621,1999-03-10
16.288633346557617,1999-03-11
16.191679000854492,1999-03-12
16.04623031616211,1999-03-15
16.191679000854492,1999-03-16
16.191679000854492,1999-03-17
15.706891059875488,1999-03-18
15.319062232971191,1999-03-19
15.125144958496094,1999-03-22
15.367547035217285,1999-03-23
15.319062232971191,1999-03-24
15.512986183166504,1999-03-25
15.416028022766113,1999-03-26
15.367547035217285,1999-03-29
15.22210693359375,1999-03-30
15.416028022766113,1999-03-31
15.173630714416504,1999-04-01
16.38558006286621,1999-04-05
15.85232925415039,1999-04-06
16.24015998840332,1999-04-07
17.74297523498535,1999-04-08
18.276233673095703,1999-04-09
18.13079071044922,1999-04-12
17.888408660888672,1999-04-13
17.888408660888672,1999-04-14
17.839923858642578,1999-04-15
18.227754592895508,1999-04-16
17.839923858642578,1999-04-19
17.54906463623047,1999-04-20
17.258197784423828,1999-04-21
16.870363235473633,1999-04-22
17.258197784423828,1999-04-23
17.54906463623047,1999-04-26
18.324708938598633,1999-04-27
18.13079071044922,1999-04-28
17.209712982177734,1999-04-29
17.258197784423828,1999-04-30
16.773414611816406,1999-05-03
18.518619537353516,1999-05-04
17.839923858642578,1999-05-05
17.936887741088867,1999-05-06
17.59754180908203,1999-05-07
18.033843994140625,1999-05-10
17.79145050048828,1999-05-11
17.64602279663086,1999-05-12
18.13079071044922,1999-05-13
17.936887741088867,1999-05-14
17.69449806213379,1999-05-17
17.74297523498535,1999-05-18
18.518619537353516,1999-05-19
18.470151901245117,1999-05-20
19.100357055664062,1999-05-21
18.518619537353516,1999-05-24
16.579500198364258,1999-05-25
16.33711051940918,1999-05-26
16.288633346557617,1999-05-27
15.99776554107666,1999-05-28
15.464499473571777,1999-06-01
15.319062232971191,1999-06-02
14.931241035461426,1999-06-03
15.02820873260498,1999-06-04
14.640374183654785,1999-06-07
14.54342269897461,1999-06-08
14.834291458129883,1999-06-09
15.173630714416504,1999-06-10
14.737327575683594,1999-06-11
15.02820873260498,1999-06-14
14.688859939575195,1999-06-15
15.076676368713379,1999-06-16
15.125144958496094,1999-06-17
14.931241035461426,1999-06-18
15.076676368713379,1999-06-21
14.979720115661621,1999-06-22
14.446470260620117,1999-06-23
14.688859939575195,1999-06-24
14.737327575683594,1999-06-25
14.54342269897461,1999-06-28
14.34950065612793,1999-06-29
14.737327575683594,1999-06-30
14.640374183654785,1999-07-01
14.591897010803223,1999-07-02
14.640374183654785,1999-07-06
14.155597686767578,1999-07-07
13.961682319641113,1999-07-08
13.961682319641113,1999-07-09
14.640374183654785,1999-07-12
14.591897010803223,1999-07-13
14.737327575683594,1999-07-14
15.609935760498047,1999-07-15
15.512986183166504,1999-07-16
15.706891059875488,1999-07-19
15.416028022766113,1999-07-20
15.416028022766113,1999-07-21
15.125144958496094,1999-07-22
15.512986183166504,1999-07-23
15.319062232971191,1999-07-26
15.464499473571777,1999-07-27
15.658421516418457,1999-07-28
15.173630714416504,1999-07-29
15.125144958496094,1999-07-30
15.125144958496094,1999-08-02
15.173630714416504,1999-08-03
14.785810470581055,1999-08-04
14.737327575683594,1999-08-05
14.737327575683594,1999-08-06
14.155597686767578,1999-08-09
14.737327575683594,1999-08-10
15.125144958496094,1999-08-11
15.173630714416504,1999-08-12
14.834291458129883,1999-08-13
14.931241035461426,1999-08-16
14.640374183654785,1999-08-17
14.979720115661621,1999-08-18
14.785810470581055,1999-08-19
15.367547035217285,1999-08-20
15.949285507202148,1999-08-23
15.949285507202148,1999-08-24
15.512986183166504,1999-08-25
15.22210693359375,1999-08-26
15.464499473571777,1999-08-27
15.416028022766113,1999-08-30
15.02820873260498,1999-08-31
14.834291458129883,1999-09-01
14.737327575683594,1999-09-02
15.125144958496094,1999-09-03
15.02820873260498,1999-09-07
14.688859939575195,1999-09-08
14.688859939575195,1999-09-09
15.706891059875488,1999-09-10
15.270588874816895,1999-09-13
14.931241035461426,1999-09-14
14.397981643676758,1999-09-15
14.446470260620117,1999-09-16
14.54342269897461,1999-09-17
14.397981643676758,1999-09-20
13.961682319641113,1999-09-21
14.058640480041504,1999-09-22
13.767767906188965,1999-09-23
13.670816421508789,1999-09-24
14.058640480041504,1999-09-27
13.961682319641113,1999-09-28
13.816251754760742,1999-09-29
13.913206100463867,1999-09-30
13.573854446411133,1999-10-01
14.737327575683594,1999-10-04
15.02820873260498,1999-10-05
14.785810470581055,1999-10-06
14.49494457244873,1999-10-07
14.54342269897461,1999-10-08
14.301032066345215,1999-10-11
13.767767906188965,1999-10-12
13.670816421508789,1999-10-13
13.864726066589355,1999-10-14
13.622335433959961,1999-10-15
14.301032066345215,1999-10-18
13.961682319641113,1999-10-19
14.25255012512207,1999-10-20
14.688859939575195,1999-10-21
15.02820873260498,1999-10-22
15.706891059875488,1999-10-25
14.446470260620117,1999-10-26
14.397981643676758,1999-10-27
14.591897010803223,1999-10-28
14.34950065612793,1999-10-29
14.25255012512207,1999-11-01
14.058640480041504,1999-11-02
13.670816421508789,1999-11-03
13.331466674804688,1999-11-04
13.52538013458252,1999-11-05
13.379951477050781,1999-11-08
13.331466674804688,1999-11-09
12.701254844665527,1999-11-10
12.99211597442627,1999-11-11
13.137556076049805,1999-11-12
13.186033248901367,1999-11-15
13.186033248901367,1999-11-16
13.089078903198242,1999-11-17
13.089078903198242,1999-11-18
12.846689224243164,1999-11-19
13.379951477050781,1999-11-22
13.137556076049805,1999-11-23
12.99211597442627,1999-11-24
13.670816421508789,1999-11-26
13.573854446411133,1999-11-29
13.476900100708008,1999-11-30
13.864726066589355,1999-12-01
13.379951477050781,1999-12-02
13.573854446411133,1999-12-03
13.52538013458252,1999-12-06
13.52538013458252,1999-12-07
13.186033248901367,1999-12-08
12.99211597442627,1999-12-09
13.04059886932373,1999-12-10
12.749727249145508,1999-12-13
12.895164489746094,1999-12-14
12.798208236694336,1999-12-15
12.798208236694336,1999-12-16
12.749727249145508,1999-12-17
13.089078903198242,1999-12-20
12.895164489746094,1999-12-21
13.089078903198242,1999-12-22
13.379951477050781,1999-12-23
13.331466674804688,1999-12-27
13.186033248901367,1999-12-28
13.186033248901367,1999-12-29
13.428428649902344,1999-12-30
13.234512329101562,1999-12-31
13.52538013458252,2000-01-03
12.99211597442627,2000-01-04
13.234512329101562,2000-01-05
13.234512329101562,2000-01-06
13.573854446411133,2000-01-07
14.155597686767578,2000-01-10
13.670816421508789,2000-01-11
12.99211597442627,2000-01-12
12.749727249145508,2000-01-13
12.6527738571167,2000-01-14
12.410387992858887,2000-01-18
12.604292869567871,2000-01-19
12.216472625732422,2000-01-20
12.022562980651855,2000-01-21
11.683215141296387,2000-01-24
11.440821647644043,2000-01-25
11.731690406799316,2000-01-26
12.022562980651855,2000-01-27
11.925603866577148,2000-01-28
11.537776947021484,2000-01-31
11.343868255615234,2000-02-01
11.295387268066406,2000-02-02
11.149956703186035,2000-02-03
10.956043243408203,2000-02-04
12.604292869567871,2000-02-07
12.749727249145508,2000-02-08
12.410387992858887,2000-02-09
11.683215141296387,2000-02-10
11.731690406799316,2000-02-11
12.022562980651855,2000-02-14
12.07103443145752,2000-02-15
12.07103443145752,2000-02-16
11.780167579650879,2000-02-17
11.634736061096191,2000-02-18
11.586259841918945,2000-02-22
11.537776947021484,2000-02-23
11.392345428466797,2000-02-24
11.537776947021484,2000-02-25
12.167994499206543,2000-02-28
12.99211597442627,2000-02-29
13.186033248901367,2000-03-01
13.379951477050781,2000-03-02
12.749727249145508,2000-03-03
12.361906051635742,2000-03-06
12.313427925109863,2000-03-07
12.07103443145752,2000-03-08
12.264948844909668,2000-03-09
12.119513511657715,2000-03-10
12.07103443145752,2000-03-13
12.361906051635742,2000-03-14
12.895164489746094,2000-03-15
13.428428649902344,2000-03-16
14.058640480041504,2000-03-17
13.767767906188965,2000-03-20
13.816251754760742,2000-03-21
13.767767906188965,2000-03-22
13.670816421508789,2000-03-23
13.670816421508789,2000-03-24
13.573854446411133,2000-03-27
14.301032066345215,2000-03-28
15.561463356018066,2000-03-29
15.706891059875488,2000-03-30
14.49494457244873,2000-03-31
15.755380630493164,2000-04-03
15.02820873260498,2000-04-04
13.913206100463867,2000-04-05
13.913206100463867,2000-04-06
13.186033248901367,2000-04-07
13.137556076049805,2000-04-10
13.089078903198242,2000-04-11
12.943644523620605,2000-04-12
13.137556076049805,2000-04-13
12.410387992858887,2000-04-14
12.167994499206543,2000-04-17
12.798208236694336,2000-04-18
12.313427925109863,2000-04-19
12.458858489990234,2000-04-20
12.604292869567871,2000-04-24
12.6527738571167,2000-04-25
12.361906051635742,2000-04-26
12.361906051635742,2000-04-27
12.604292869567871,2000-04-28
13.186033248901367,2000-05-01
13.04059886932373,2000-05-02
12.846689224243164,2000-05-03
12.798208236694336,2000-05-04
12.701254844665527,2000-05-05
12.410387992858887,2000-05-08
12.846689224243164,2000-05-09
12.604292869567871,2000-05-10
12.749727249145508,2000-05-11
12.6527738571167,2000-05-12
12.555819511413574,2000-05-15
13.04059886932373,2000-05-16
12.846689224243164,2000-05-17
12.555819511413574,2000-05-18
12.410387992858887,2000-05-19
12.361906051635742,2000-05-22
12.216472625732422,2000-05-23
11.295387268066406,2000-05-24
10.471260070800781,2000-05-25
10.37430477142334,2000-05-26
10.277350425720215,2000-05-30
10.859086036682129,2000-05-31
11.101479530334473,2000-06-01
11.198432922363281,2000-06-02
11.101479530334473,2000-06-05
10.907567024230957,2000-06-06
10.859086036682129,2000-06-07
10.616695404052734,2000-06-08
10.810606002807617,2000-06-09
10.956043243408203,2000-06-12
10.859086036682129,2000-06-13
10.956043243408203,2000-06-14
11.052998542785645,2000-06-15
10.907567024230957,2000-06-16
10.859086036682129,2000-06-19
10.66517162322998,2000-06-20
10.810606002807617,2000-06-21
10.859086036682129,2000-06-22
11.198432922363281,2000-06-23
11.683215141296387,2000-06-26
11.877120971679688,2000-06-27
12.07103443145752,2000-06-28
12.410387992858887,2000-06-29
11.052998542785645,2000-06-30
12.07103443145752,2000-07-03
12.167994499206543,2000-07-05
12.604292869567871,2000-07-06
12.749727249145508,2000-07-07
13.04059886932373,2000-07-10
12.99211597442627,2000-07-11
13.186033248901367,2000-07-12
13.282991409301758,2000-07-13
13.331466674804688,2000-07-14
13.234512329101562,2000-07-17
12.99211597442627,2000-07-18
13.379951477050781,2000-07-19
13.137556076049805,2000-07-20
12.846689224243164,2000-07-21
13.04059886932373,2000-07-24
13.476900100708008,2000-07-25
13.186033248901367,2000-07-26
13.331466674804688,2000-07-27
12.604292869567871,2000-07-28
12.555819511413574,2000-07-31
12.604292869567871,2000-08-01
12.99211597442627,2000-08-02
12.749727249145508,2000-08-03
13.282991409301758,2000-08-04
13.331466674804688,2000-08-07
14.591897010803223,2000-08-08
13.961682319641113,2000-08-09
15.02820873260498,2000-08-10
15.464499473571777,2000-08-11
15.416028022766113,2000-08-14
15.367547035217285,2000-08-15
14.834291458129883,2000-08-16
15.416028022766113,2000-08-17
14.785810470581055,2000-08-18
15.319062232971191,2000-08-21
14.931241035461426,2000-08-22
14.49494457244873,2000-08-23
15.02820873260498,2000-08-24
15.173630714416504,2000-08-25
14.834291458129883,2000-08-28
14.931241035461426,2000-08-29
15.173630714416504,2000-08-30
15.02820873260498,2000-08-31
15.02820873260498,2000-09-01
14.737327575683594,2000-09-05
14.591897010803223,2000-09-06
14.882767677307129,2000-09-07
14.882767677307129,2000-09-08
14.931241035461426,2000-09-11
14.737327575683594,2000-09-12
14.737327575683594,2000-09-13
15.02820873260498,2000-09-14
14.737327575683594,2000-09-15
14.058640480041504,2000-09-18
13.816251754760742,2000-09-19
13.864726066589355,2000-09-20
13.767767906188965,2000-09-21
13.573854446411133,2000-09-22
13.089078903198242,2000-09-25
12.846689224243164,2000-09-26
12.507343292236328,2000-09-27
12.798208236694336,2000-09-28
12.507343292236328,2000-09-29
12.798208236694336,2000-10-02
12.604292869567871,2000-10-03
12.507343292236328,2000-10-04
14.737327575683594,2000-10-05
14.155597686767578,2000-10-06
14.640374183654785,2000-10-09
14.834291458129883,2000-10-10
14.640374183654785,2000-10-11
14.010161399841309,2000-10-12
14.058640480041504,2000-10-13
14.591897010803223,2000-10-16
14.49494457244873,2000-10-17
14.737327575683594,2000-10-18
15.076676368713379,2000-10-19
14.882767677307129,2000-10-20
14.591897010803223,2000-10-23
14.688859939575195,2000-10-24
14.591897010803223,2000-10-25
14.49494457244873,2000-10-26
14.882767677307129,2000-10-27
14.931241035461426,2000-10-30
15.22210693359375,2000-10-31
16.33711051940918,2000-11-01
17.985363006591797,2000-11-02
17.45210075378418,2000-11-03
17.54906463623047,2000-11-06
17.50058364868164,2000-11-07
17.69449806213379,2000-11-08
17.209712982177734,2000-11-09
16.482540130615234,2000-11-10
16.288633346557617,2000-11-13
16.82188606262207,2000-11-14
16.434066772460938,2000-11-15
16.773414611816406,2000-11-16
16.82188606262207,2000-11-17
17.01580238342285,2000-11-20
16.724933624267578,2000-11-21
16.434066772460938,2000-11-22
17.355152130126953,2000-11-24
17.839923858642578,2000-11-27
17.74297523498535,2000-11-28
16.773414611816406,2000-11-29
16.24015998840332,2000-11-30
16.773414611816406,2000-12-01
17.01580238342285,2000-12-04
16.773414611816406,2000-12-05
16.482540130615234,2000-12-06
16.288633346557617,2000-12-07
16.870363235473633,2000-12-08
16.724933624267578,2000-12-11
16.627975463867188,2000-12-12
16.579500198364258,2000-12-13
16.627975463867188,2000-12-14
16.627975463867188,2000-12-15
17.839923858642578,2000-12-18
17.112762451171875,2000-12-19
16.434066772460938,2000-12-20
16.67646026611328,2000-12-21
16.870363235473633,2000-12-22
17.209712982177734,2000-12-26
17.59754180908203,2000-12-27
17.839923858642578,2000-12-28
17.306671142578125,2000-12-29
17.403629302978516,2001-01-02
17.839923858642578,2001-01-03
19.19732093811035,2001-01-04
18.954919815063477,2001-01-05
18.954919815063477,2001-01-08
19.29427719116211,2001-01-09
19.148839950561523,2001-01-10
19.245792388916016,2001-01-11
19.488187789916992,2001-01-12
19.34275245666504,2001-01-16
19.730581283569336,2001-01-17
19.97296714782715,2001-01-18
18.56709861755371,2001-01-19
19.779056549072266,2001-01-22
20.1668758392334,2001-01-23
20.55470085144043,2001-01-24
20.60317611694336,2001-01-25
19.924480438232422,2001-01-26
19.957448959350586,2001-01-29
19.89539337158203,2001-01-30
19.6937255859375,2001-01-31
19.833345413208008,2001-02-01
18.848268508911133,2001-02-02
19.282629013061523,2001-02-05
18.98788070678711,2001-02-06
19.577373504638672,2001-02-07
20.61675453186035,2001-02-08
20.9270076751709,2001-02-09
21.733692169189453,2001-02-12
22.53260040283203,2001-02-13
22.726516723632812,2001-02-14
23.129850387573242,2001-02-15
23.013505935668945,2001-02-16
22.881643295288086,2001-02-20
21.617347717285156,2001-02-21
