AXP,Date
1.2796050310134888,1972-09-21
1.2796050310134888,1972-09-22
1.2659348249435425,1972-09-25
1.2796050310134888,1972-09-26
1.3588975667953491,1972-09-27
1.361630916595459,1972-09-28
1.3479604721069336,1972-09-29
1.356162667274475,1972-10-02
1.361630916595459,1972-10-03
1.3479604721069336,1972-10-04
1.2796050310134888,1972-10-05
1.301478385925293,1972-10-06
1.3260866403579712,1972-10-09
1.3069472312927246,1972-10-10
1.2632001638412476,1972-10-11
1.2604658603668213,1972-10-12
1.2467944622039795,1972-10-13
1.2358583211898804,1972-10-16
1.2686681747436523,1972-10-17
1.317884087562561,1972-10-18
1.3069472312927246,1972-10-19
1.356162667274475,1972-10-20
1.3342885971069336,1972-10-23
1.3452255725860596,1972-10-24
1.3452255725860596,1972-10-25
1.3452255725860596,1972-10-26
1.3424919843673706,1972-10-27
1.3479604721069336,1972-10-30
1.3452255725860596,1972-10-31
1.3342885971069336,1972-11-01
1.3315547704696655,1972-11-02
1.3342885971069336,1972-11-03
1.361630916595459,1972-11-06
1.3971757888793945,1972-11-08
1.3944419622421265,1972-11-09
1.3971757888793945,1972-11-10
1.4217838048934937,1972-11-13
1.4217838048934937,1972-11-14
1.3944419622421265,1972-11-15
1.3671000003814697,1972-11-16
1.356162667274475,1972-11-17
1.3342885971069336,1972-11-20
1.3424919843673706,1972-11-21
1.356162667274475,1972-11-22
1.3753018379211426,1972-11-24
1.361630916595459,1972-11-27
1.3452255725860596,1972-11-28
1.3342885971069336,1972-11-29
1.3342885971069336,1972-11-30
1.3671000003814697,1972-12-01
1.3971757888793945,1972-12-04
1.4026436805725098,1972-12-05
1.3971757888793945,1972-12-06
1.3971757888793945,1972-12-07
1.3889728784561157,1972-12-08
1.3835049867630005,1972-12-11
1.3753018379211426,1972-12-12
1.361630916595459,1972-12-13
1.361630916595459,1972-12-14
1.3671000003814697,1972-12-15
1.3671000003814697,1972-12-18
1.3753018379211426,1972-12-19
1.3862391710281372,1972-12-20
1.3671000003814697,1972-12-21
1.3671000003814697,1972-12-22
1.361630916595459,1972-12-26
1.3944419622421265,1972-12-27
1.4163153171539307,1972-12-29
1.4299863576889038,1973-01-02
1.4901385307312012,1973-01-03
1.4956071376800537,1973-01-04
1.492872953414917,1973-01-05
1.4819369316101074,1973-01-08
1.4709993600845337,1973-01-09
1.4545937776565552,1973-01-10
1.476468563079834,1973-01-11
1.4819369316101074,1973-01-12
1.476468563079834,1973-01-15
1.476468563079834,1973-01-16
1.4709993600845337,1973-01-17
1.4956071376800537,1973-01-18
1.5229493379592896,1973-01-19
1.5065444707870483,1973-01-22
1.5065444707870483,1973-01-23
1.4381892681121826,1973-01-24
1.4163153171539307,1973-01-26
1.3807708024978638,1973-01-29
1.3944419622421265,1973-01-30
1.3753018379211426,1973-01-31
1.3288207054138184,1973-02-01
1.3397573232650757,1973-02-02
1.356162667274475,1973-02-05
1.3753018379211426,1973-02-06
1.356162667274475,1973-02-07
1.3725686073303223,1973-02-08
1.399910569190979,1973-02-09
1.399910569190979,1973-02-12
1.4108461141586304,1973-02-13
1.3698337078094482,1973-02-14
1.3671000003814697,1973-02-15
1.3698337078094482,1973-02-16
1.3862391710281372,1973-02-20
1.356162667274475,1973-02-21
1.3452255725860596,1973-02-22
1.2659348249435425,1973-02-23
1.3069472312927246,1973-02-26
1.2905421257019043,1973-02-27
1.3260866403579712,1973-02-28
1.301478385925293,1973-03-01
1.3069472312927246,1973-03-02
1.3124148845672607,1973-03-05
1.3342885971069336,1973-03-06
1.3534289598464966,1973-03-07
1.3479604721069336,1973-03-08
1.356162667274475,1973-03-09
1.361630916595459,1973-03-12
1.3753018379211426,1973-03-13
1.3807708024978638,1973-03-14
1.3835049867630005,1973-03-15
1.3725686073303223,1973-03-16
1.3534289598464966,1973-03-19
1.3397573232650757,1973-03-20
1.3069472312927246,1973-03-21
1.2549976110458374,1973-03-22
1.2768709659576416,1973-03-23
1.252262830734253,1973-03-26
1.2796050310134888,1973-03-27
1.293276071548462,1973-03-28
1.3069472312927246,1973-03-29
1.2796050310134888,1973-03-30
1.2112503051757812,1973-04-02
1.1811739206314087,1973-04-03
1.1128188371658325,1973-04-04
1.126490592956543,1973-04-05
1.1839085817337036,1973-04-06
1.2112503051757812,1973-04-09
1.2796050310134888,1973-04-10
1.2495293617248535,1973-04-11
1.2604658603668213,1973-04-12
1.2276551723480225,1973-04-13
1.178439974784851,1973-04-16
1.126490592956543,1973-04-17
1.1702371835708618,1973-04-18
1.1866426467895508,1973-04-19
1.1292243003845215,1973-04-23
1.126490592956543,1973-04-24
1.1046169996261597,1973-04-25
1.1018822193145752,1973-04-26
1.0554016828536987,1973-04-27
1.0636035203933716,1973-04-30
1.1456291675567627,1973-05-01
1.1921110153198242,1973-05-02
1.2331242561340332,1973-05-03
1.2604658603668213,1973-05-04
1.1811739206314087,1973-05-07
1.2085163593292236,1973-05-08
1.1921110153198242,1973-05-09
1.1948448419570923,1973-05-10
1.1675028800964355,1973-05-11
1.1046169996261597,1973-05-14
1.1428954601287842,1973-05-15
1.1428954601287842,1973-05-16
1.1046169996261597,1973-05-17
1.0718064308166504,1973-05-18
1.0718064308166504,1973-05-21
1.0909451246261597,1973-05-22
1.1100857257843018,1973-05-23
1.2249221801757812,1973-05-24
1.2112503051757812,1973-05-25
1.2085163593292236,1973-05-29
1.1675028800964355,1973-05-30
1.1182873249053955,1973-05-31
1.1182873249053955,1973-06-01
1.096413493156433,1973-06-04
1.1565666198730469,1973-06-05
1.1702371835708618,1973-06-06
1.197579264640808,1973-06-07
1.2358583211898804,1973-06-08
1.200313687324524,1973-06-11
1.2276551723480225,1973-06-12
1.1702371835708618,1973-06-13
1.1565666198730469,1973-06-14
1.126490592956543,1973-06-15
1.1128188371658325,1973-06-18
1.1921110153198242,1973-06-19
1.2085163593292236,1973-06-20
1.1729718446731567,1973-06-21
1.2085163593292236,1973-06-22
1.1702371835708618,1973-06-25
1.2112503051757812,1973-06-26
1.2112503051757812,1973-06-27
1.252262830734253,1973-06-28
1.2385920286178589,1973-06-29
1.2139848470687866,1973-07-02
1.1811739206314087,1973-07-03
1.1921110153198242,1973-07-05
1.1921110153198242,1973-07-06
1.252262830734253,1973-07-09
1.2823400497436523,1973-07-10
1.2659348249435425,1973-07-11
1.2385920286178589,1973-07-12
1.2194527387619019,1973-07-13
1.2796050310134888,1973-07-16
1.2549976110458374,1973-07-17
1.2796050310134888,1973-07-18
1.293276071548462,1973-07-19
1.3069472312927246,1973-07-20
1.301478385925293,1973-07-23
1.3260866403579712,1973-07-24
1.3479604721069336,1973-07-25
1.3479604721069336,1973-07-26
1.3698337078094482,1973-07-27
1.3862391710281372,1973-07-30
1.3479604721069336,1973-07-31
1.3397573232650757,1973-08-01
1.3534289598464966,1973-08-02
1.3342885971069336,1973-08-03
1.3397573232650757,1973-08-06
1.3342885971069336,1973-08-07
1.301478385925293,1973-08-08
1.3124148845672607,1973-08-09
1.3069472312927246,1973-08-10
1.317884087562561,1973-08-13
1.293276071548462,1973-08-14
1.293276071548462,1973-08-15
1.293276071548462,1973-08-16
1.301478385925293,1973-08-17
1.2796050310134888,1973-08-20
1.2768709659576416,1973-08-21
1.2741373777389526,1973-08-22
1.301478385925293,1973-08-23
1.2905421257019043,1973-08-24
1.304213047027588,1973-08-27
1.293276071548462,1973-08-28
1.2796050310134888,1973-08-29
1.2632001638412476,1973-08-30
1.2796050310134888,1973-08-31
1.2823400497436523,1973-09-04
1.301478385925293,1973-09-05
1.3124148845672607,1973-09-06
1.3260866403579712,1973-09-07
1.3124148845672607,1973-09-10
1.2987443208694458,1973-09-11
1.2768709659576416,1973-09-12
1.2659348249435425,1973-09-13
1.252262830734253,1973-09-14
1.2686681747436523,1973-09-17
1.2796050310134888,1973-09-18
1.3342885971069336,1973-09-19
1.3588975667953491,1973-09-20
1.3671000003814697,1973-09-21
1.361630916595459,1973-09-24
1.361630916595459,1973-09-25
1.3753018379211426,1973-09-26
1.3753018379211426,1973-09-27
1.3452255725860596,1973-09-28
1.3315547704696655,1973-10-01
1.3479604721069336,1973-10-02
1.3315547704696655,1973-10-03
1.3124148845672607,1973-10-04
1.3260866403579712,1973-10-05
1.3397573232650757,1973-10-08
1.3124148845672607,1973-10-09
1.2987443208694458,1973-10-10
1.317884087562561,1973-10-11
1.3206186294555664,1973-10-12
1.3069472312927246,1973-10-15
1.3206186294555664,1973-10-16
1.3124148845672607,1973-10-17
1.3452255725860596,1973-10-18
1.356162667274475,1973-10-19
1.3260866403579712,1973-10-22
1.304213047027588,1973-10-23
1.3124148845672607,1973-10-24
1.3206186294555664,1973-10-25
1.3588975667953491,1973-10-26
1.3397573232650757,1973-10-29
1.3260866403579712,1973-10-30
1.3397573232650757,1973-10-31
1.3206186294555664,1973-11-01
1.3151500225067139,1973-11-02
1.2823400497436523,1973-11-05
1.2139848470687866,1973-11-06
1.2467944622039795,1973-11-07
1.2467944622039795,1973-11-08
1.1866426467895508,1973-11-09
1.1839085817337036,1973-11-12
1.1921110153198242,1973-11-13
1.1538320779800415,1973-11-14
1.1428954601287842,1973-11-15
1.115553379058838,1973-11-16
1.0499327182769775,1973-11-19
1.041730284690857,1973-11-20
1.0636035203933716,1973-11-21
1.0718064308166504,1973-11-23
1.0089194774627686,1973-11-26
1.0007166862487793,1973-11-27
1.036260724067688,1973-11-28
1.0171221494674683,1973-11-29
0.9651721715927124,1973-11-30
0.9460336565971375,1973-12-03
0.9241595268249512,1973-12-04
0.9104882478713989,1973-12-05
0.9542359113693237,1973-12-06
1.0225900411605835,1973-12-07
1.0581347942352295,1973-12-10
1.0225900411605835,1973-12-11
0.9952480792999268,1973-12-12
0.9542359113693237,1973-12-13
1.0198564529418945,1973-12-14
1.0143882036209106,1973-12-17
1.0581347942352295,1973-12-18
1.0225900411605835,1973-12-19
0.9925141930580139,1973-12-20
0.9515008926391602,1973-12-21
0.9350953698158264,1973-12-24
0.9952480792999268,1973-12-26
1.0225900411605835,1973-12-27
0.9925141930580139,1973-12-28
0.9815772175788879,1973-12-31
0.905019998550415,1974-01-02
0.8667417168617249,1974-01-03
0.8120569586753845,1974-01-04
0.8858798742294312,1974-01-07
0.8722091317176819,1974-01-08
0.8038548231124878,1974-01-09
0.8175258636474609,1974-01-10
0.8585383892059326,1974-01-11
0.8722091317176819,1974-01-14
0.8831461071968079,1974-01-15
0.8968172073364258,1974-01-16
0.9624380469322205,1974-01-17
0.9268935918807983,1974-01-18
0.9624380469322205,1974-01-21
0.9952480792999268,1974-01-22
1.041730284690857,1974-01-23
1.0280585289001465,1974-01-24
1.036260724067688,1974-01-25
1.0444633960723877,1974-01-28
1.0171221494674683,1974-01-29
1.0089194774627686,1974-01-30
0.9624380469322205,1974-01-31
0.9542359113693237,1974-02-01
0.9268935918807983,1974-02-04
0.9323620200157166,1974-02-05
0.9679069519042969,1974-02-06
0.9542359113693237,1974-02-07
0.9241595268249512,1974-02-08
0.8858798742294312,1974-02-11
0.8913492560386658,1974-02-12
0.8858798742294312,1974-02-13
0.8940829038619995,1974-02-14
0.9132223725318909,1974-02-15
0.9350953698158264,1974-02-19
1.0007166862487793,1974-02-20
1.0034518241882324,1974-02-21
1.0061856508255005,1974-02-22
1.0089194774627686,1974-02-25
1.0143882036209106,1974-02-26
1.0089194774627686,1974-02-27
1.0089194774627686,1974-02-28
1.0089194774627686,1974-03-01
0.9815772175788879,1974-03-04
1.0335279703140259,1974-03-05
1.0554016828536987,1974-03-06
0.9952480792999268,1974-03-07
1.036260724067688,1974-03-08
1.036260724067688,1974-03-11
1.036260724067688,1974-03-12
1.036260724067688,1974-03-13
1.0280585289001465,1974-03-14
1.0225900411605835,1974-03-15
0.9815772175788879,1974-03-18
0.9624380469322205,1974-03-19
0.9323620200157166,1974-03-20
0.9542359113693237,1974-03-21
0.9542359113693237,1974-03-22
0.9542359113693237,1974-03-25
0.9487674236297607,1974-03-26
0.9350953698158264,1974-03-27
0.9268935918807983,1974-03-28
0.9132223725318909,1974-03-29
0.9132223725318909,1974-04-01
0.9323620200157166,1974-04-02
0.9487674236297607,1974-04-03
0.9405641555786133,1974-04-04
0.9132223725318909,1974-04-05
0.9077544212341309,1974-04-08
0.9186909794807434,1974-04-09
0.8995514512062073,1974-04-10
0.8995514512062073,1974-04-11
0.8940829038619995,1974-04-15
0.8995514512062073,1974-04-16
0.9241595268249512,1974-04-17
0.8940829038619995,1974-04-18
0.8640071749687195,1974-04-19
0.8722091317176819,1974-04-22
0.8448677659034729,1974-04-23
0.8339304327964783,1974-04-24
0.831196665763855,1974-04-25
0.8065886497497559,1974-04-26
0.8065886497497559,1974-04-29
0.842132568359375,1974-04-30
0.8585383892059326,1974-05-01
0.8804122805595398,1974-05-02
0.8776776194572449,1974-05-03
0.8804122805595398,1974-05-06
0.8722091317176819,1974-05-07
0.8147915601730347,1974-05-08
0.8202599287033081,1974-05-09
0.790183424949646,1974-05-10
0.7874497771263123,1974-05-13
0.7601077556610107,1974-05-14
0.7792466282844543,1974-05-15
0.7847154140472412,1974-05-16
0.7710439562797546,1974-05-17
0.7710439562797546,1974-05-20
0.7491699457168579,1974-05-21
0.7245628833770752,1974-05-22
0.7437020540237427,1974-05-23
0.7655758857727051,1974-05-24
0.7710439562797546,1974-05-28
0.7737783193588257,1974-05-29
0.8065886497497559,1974-05-30
0.831196665763855,1974-05-31
0.8858798742294312,1974-06-03
0.8722091317176819,1974-06-04
0.8776776194572449,1974-06-05
0.8940829038619995,1974-06-06
0.9077544212341309,1974-06-07
0.9077544212341309,1974-06-10
0.8913492560386658,1974-06-11
0.8722091317176819,1974-06-12
0.8448677659034729,1974-06-13
0.8147915601730347,1974-06-14
0.7792466282844543,1974-06-17
0.7929180264472961,1974-06-18
0.8011205196380615,1974-06-19
0.8175258636474609,1974-06-20
0.8202599287033081,1974-06-21
0.8120569586753845,1974-06-24
0.8339304327964783,1974-06-25
0.8175258636474609,1974-06-26
0.7929180264472961,1974-06-27
0.7601077556610107,1974-06-28
0.7601077556610107,1974-07-01
0.738234281539917,1974-07-02
0.7218290567398071,1974-07-03
0.7108919024467468,1974-07-05
0.6562075018882751,1974-07-08
0.6343342065811157,1974-07-09
0.5878525972366333,1974-07-10
0.5987898707389832,1974-07-11
0.648004949092865,1974-07-12
0.6562075018882751,1974-07-15
0.6562075018882751,1974-07-16
0.6780815124511719,1974-07-17
0.6890182495117188,1974-07-18
0.6890182495117188,1974-07-19
0.6890182495117188,1974-07-22
0.7327653169631958,1974-07-23
0.7327653169631958,1974-07-24
0.7054229974746704,1974-07-25
0.6917528510093689,1974-07-26
0.6507391929626465,1974-07-29
0.6644103527069092,1974-07-30
0.6343342065811157,1974-07-31
0.6261312961578369,1974-08-01
0.6151947975158691,1974-08-02
0.6233972311019897,1974-08-05
0.6534736156463623,1974-08-06
0.6698789000511169,1974-08-07
0.642536997795105,1974-08-08
0.6507391929626465,1974-08-09
0.6370686888694763,1974-08-12
0.5878525972366333,1974-08-13
0.560510516166687,1974-08-14
0.5331688523292542,1974-08-15
0.4921559989452362,1974-08-16
0.5112952589988708,1974-08-19
0.5468400716781616,1974-08-20
0.557776689529419,1974-08-21
0.5331688523292542,1974-08-22
0.5413715839385986,1974-08-23
0.5741819143295288,1974-08-26
0.5823845863342285,1974-08-27
0.5741819143295288,1974-08-28
0.5468400716781616,1974-08-29
0.5851185917854309,1974-08-30
0.5304347276687622,1974-09-03
0.5140292644500732,1974-09-04
0.5468400716781616,1974-09-05
0.5277008414268494,1974-09-06
0.48395347595214844,1974-09-09
0.48395347595214844,1974-09-10
0.4757506251335144,1974-09-11
0.45661118626594543,1974-09-12
0.41286414861679077,1974-09-13
0.4429399371147156,1974-09-16
0.47028207778930664,1974-09-17
0.5058268308639526,1974-09-18
0.5167635679244995,1974-09-19
0.5058268308639526,1974-09-20
0.48395347595214844,1974-09-23
0.47028207778930664,1974-09-24
0.47028207778930664,1974-09-25
0.43200376629829407,1974-09-26
0.42653512954711914,1974-09-27
0.41013020277023315,1974-09-30
0.41013020277023315,1974-10-01
0.41013020277023315,1974-10-02
0.3855219781398773,1974-10-03
0.3909904658794403,1974-10-04
0.42380115389823914,1974-10-07
0.41286414861679077,1974-10-08
0.42653512954711914,1974-10-09
0.43200376629829407,1974-10-10
0.41286414861679077,1974-10-11
0.451142817735672,1974-10-14
0.4456748962402344,1974-10-15
0.4429399371147156,1974-10-16
0.4374716281890869,1974-10-17
0.42653512954711914,1974-10-18
0.46481406688690186,1974-10-21
0.5003583431243896,1974-10-22
0.4921559989452362,1974-10-23
0.5003583431243896,1974-10-24
0.5249664187431335,1974-10-25
0.5003583431243896,1974-10-28
0.5331688523292542,1974-10-29
0.5878525972366333,1974-10-30
0.6097263693809509,1974-10-31
0.6151947975158691,1974-11-01
0.6015238761901855,1974-11-04
0.6534736156463623,1974-11-05
0.6370686888694763,1974-11-06
0.6507391929626465,1974-11-07
0.6288660168647766,1974-11-08
0.642536997795105,1974-11-11
0.6015238761901855,1974-11-12
0.6069924235343933,1974-11-13
0.6124613285064697,1974-11-14
0.5960553288459778,1974-11-15
0.5468400716781616,1974-11-18
0.538637101650238,1974-11-19
0.5468400716781616,1974-11-20
0.557776689529419,1974-11-21
0.5796500444412231,1974-11-22
0.560510516166687,1974-11-25
0.5987898707389832,1974-11-26
0.5878525972366333,1974-11-27
0.5878525972366333,1974-11-29
0.560510516166687,1974-12-02
0.5441057682037354,1974-12-03
0.5523084402084351,1974-12-04
0.5140292644500732,1974-12-05
0.5140292644500732,1974-12-06
0.5194981694221497,1974-12-09
0.5331688523292542,1974-12-10
0.5550429821014404,1974-12-11
0.5550429821014404,1974-12-12
0.5468400716781616,1974-12-13
0.5468400716781616,1974-12-16
0.557776689529419,1974-12-17
0.5796500444412231,1974-12-18
0.5796500444412231,1974-12-19
0.5550429821014404,1974-12-20
0.5277008414268494,1974-12-23
0.5413715839385986,1974-12-24
0.5550429821014404,1974-12-26
0.5523084402084351,1974-12-27
0.5523084402084351,1974-12-30
0.5687139630317688,1974-12-31
0.5796500444412231,1975-01-02
0.5878525972366333,1975-01-03
0.5878525972366333,1975-01-06
0.5823845863342285,1975-01-07
0.560510516166687,1975-01-08
0.5823845863342285,1975-01-09
0.6069924235343933,1975-01-10
0.5933213233947754,1975-01-13
0.5960553288459778,1975-01-14
0.6206632256507874,1975-01-15
0.6288660168647766,1975-01-16
0.5987898707389832,1975-01-17
0.6015238761901855,1975-01-20
0.5878525972366333,1975-01-21
0.557776689529419,1975-01-22
0.557776689529419,1975-01-23
0.5796500444412231,1975-01-24
0.5851185917854309,1975-01-27
0.6233972311019897,1975-01-28
0.642536997795105,1975-01-29
0.6507391929626465,1975-01-30
0.6808154582977295,1975-01-31
0.7081576585769653,1975-02-03
0.6753471493721008,1975-02-04
0.6972209215164185,1975-02-05
0.6808154582977295,1975-02-06
0.6698789000511169,1975-02-07
0.6698789000511169,1975-02-10
0.6944864392280579,1975-02-11
0.719094455242157,1975-02-12
0.7655758857727051,1975-02-13
0.7655758857727051,1975-02-14
0.7437020540237427,1975-02-18
0.7792466282844543,1975-02-19
0.790183424949646,1975-02-20
0.7765123248100281,1975-02-21
0.7710439562797546,1975-02-24
0.7710439562797546,1975-02-25
0.7464364767074585,1975-02-26
0.7601077556610107,1975-02-27
0.7874497771263123,1975-02-28
0.8011205196380615,1975-03-03
0.798385739326477,1975-03-04
0.7792466282844543,1975-03-05
0.7765123248100281,1975-03-06
0.7655758857727051,1975-03-07
0.7655758857727051,1975-03-10
0.7655758857727051,1975-03-11
0.7245628833770752,1975-03-12
0.7519051432609558,1975-03-13
0.7792466282844543,1975-03-14
0.7874497771263123,1975-03-17
0.8038548231124878,1975-03-18
0.798385739326477,1975-03-19
0.8065886497497559,1975-03-20
0.831196665763855,1975-03-21
0.8065886497497559,1975-03-24
0.8065886497497559,1975-03-25
0.842132568359375,1975-03-26
0.8448677659034729,1975-03-27
0.831196665763855,1975-03-31
0.842132568359375,1975-04-01
0.8448677659034729,1975-04-02
0.8038548231124878,1975-04-03
0.798385739326477,1975-04-04
0.7847154140472412,1975-04-07
0.7874497771263123,1975-04-08
0.8065886497497559,1975-04-09
0.8175258636474609,1975-04-10
0.8175258636474609,1975-04-11
0.831196665763855,1975-04-14
0.8202599287033081,1975-04-15
0.8202599287033081,1975-04-16
0.8202599287033081,1975-04-17
0.8147915601730347,1975-04-18
0.842132568359375,1975-04-21
0.8147915601730347,1975-04-22
0.8147915601730347,1975-04-23
0.7847154140472412,1975-04-24
0.7737783193588257,1975-04-25
0.762841522693634,1975-04-28
0.7491699457168579,1975-04-29
0.7655758857727051,1975-04-30
0.7929180264472961,1975-05-01
0.831196665763855,1975-05-02
0.8448677659034729,1975-05-05
0.8558045029640198,1975-05-06
0.8722091317176819,1975-05-07
0.8831461071968079,1975-05-08
0.8667417168617249,1975-05-09
0.8339304327964783,1975-05-12
0.8339304327964783,1975-05-13
0.8530702590942383,1975-05-14
0.8831461071968079,1975-05-15
0.8667417168617249,1975-05-16
0.831196665763855,1975-05-19
0.831196665763855,1975-05-20
0.8175258636474609,1975-05-21
0.831196665763855,1975-05-22
0.8585383892059326,1975-05-23
0.8804122805595398,1975-05-27
0.8722091317176819,1975-05-28
0.8585383892059326,1975-05-29
0.8694753050804138,1975-05-30
0.8722091317176819,1975-06-02
0.8804122805595398,1975-06-03
0.8667417168617249,1975-06-04
0.8694753050804138,1975-06-05
0.9132223725318909,1975-06-06
0.9487674236297607,1975-06-09
0.9542359113693237,1975-06-10
0.9487674236297607,1975-06-11
0.9214257001876831,1975-06-12
0.9378310441970825,1975-06-13
0.9487674236297607,1975-06-16
0.9542359113693237,1975-06-17
0.9651721715927124,1975-06-18
0.9815772175788879,1975-06-19
0.9761091470718384,1975-06-20
0.9788433909416199,1975-06-23
0.9761091470718384,1975-06-24
0.9624380469322205,1975-06-25
0.9542359113693237,1975-06-26
0.9405641555786133,1975-06-27
0.9515008926391602,1975-06-30
0.9214257001876831,1975-07-01
0.9077544212341309,1975-07-02
0.9186909794807434,1975-07-03
0.8995514512062073,1975-07-07
0.905019998550415,1975-07-08
0.8995514512062073,1975-07-09
0.8858798742294312,1975-07-10
0.8831461071968079,1975-07-11
0.8694753050804138,1975-07-14
0.8858798742294312,1975-07-15
0.8804122805595398,1975-07-16
0.8804122805595398,1975-07-17
0.8694753050804138,1975-07-18
0.8640071749687195,1975-07-21
0.8448677659034729,1975-07-22
0.831196665763855,1975-07-23
0.8339304327964783,1975-07-24
0.8147915601730347,1975-07-25
0.8065886497497559,1975-07-28
0.831196665763855,1975-07-29
0.8585383892059326,1975-07-30
0.8530702590942383,1975-07-31
0.8202599287033081,1975-08-01
0.8147915601730347,1975-08-04
0.8175258636474609,1975-08-05
0.8175258636474609,1975-08-06
0.7792466282844543,1975-08-07
0.790183424949646,1975-08-08
0.7710439562797546,1975-08-11
0.7519051432609558,1975-08-12
0.7519051432609558,1975-08-13
0.7300311326980591,1975-08-14
0.719094455242157,1975-08-15
0.6944864392280579,1975-08-18
0.648004949092865,1975-08-19
0.6343342065811157,1975-08-20
0.6917528510093689,1975-08-21
0.7245628833770752,1975-08-22
0.7054229974746704,1975-08-25
0.7054229974746704,1975-08-26
0.7218290567398071,1975-08-27
0.7519051432609558,1975-08-28
0.7464364767074585,1975-08-29
0.719094455242157,1975-09-02
0.7245628833770752,1975-09-03
0.7218290567398071,1975-09-04
0.7081576585769653,1975-09-05
0.6972209215164185,1975-09-08
0.6808154582977295,1975-09-09
0.6671442985534668,1975-09-10
0.6616759300231934,1975-09-11
0.6534736156463623,1975-09-12
0.642536997795105,1975-09-15
0.6534736156463623,1975-09-16
0.6562075018882751,1975-09-17
0.6835497617721558,1975-09-18
0.719094455242157,1975-09-19
0.7108919024467468,1975-09-22
0.7163599133491516,1975-09-23
0.7327653169631958,1975-09-24
0.7437020540237427,1975-09-25
0.7437020540237427,1975-09-26
0.7245628833770752,1975-09-29
0.7026892304420471,1975-09-30
0.7163599133491516,1975-10-01
0.7108919024467468,1975-10-02
0.7327653169631958,1975-10-03
0.7437020540237427,1975-10-06
0.738234281539917,1975-10-07
0.7655758857727051,1975-10-08
0.7874497771263123,1975-10-09
0.8011205196380615,1975-10-10
0.8120569586753845,1975-10-13
0.8284620046615601,1975-10-14
0.8339304327964783,1975-10-15
0.8257282972335815,1975-10-16
0.8202599287033081,1975-10-17
0.831196665763855,1975-10-20
0.831196665763855,1975-10-21
0.8476016521453857,1975-10-22
0.8339304327964783,1975-10-23
0.8202599287033081,1975-10-24
0.8147915601730347,1975-10-27
0.8284620046615601,1975-10-28
0.7874497771263123,1975-10-29
0.762841522693634,1975-10-30
0.738234281539917,1975-10-31
0.7519051432609558,1975-11-03
0.7765123248100281,1975-11-04
0.7792466282844543,1975-11-05
0.7655758857727051,1975-11-06
0.7519051432609558,1975-11-07
0.7519051432609558,1975-11-10
0.7655758857727051,1975-11-11
0.8065886497497559,1975-11-12
0.8202599287033081,1975-11-13
0.8147915601730347,1975-11-14
0.8448677659034729,1975-11-17
0.8448677659034729,1975-11-18
0.8339304327964783,1975-11-19
0.831196665763855,1975-11-20
0.8147915601730347,1975-11-21
0.8202599287033081,1975-11-24
0.8393992781639099,1975-11-25
0.8448677659034729,1975-11-26
