FSLR,Date
24.739999771118164,2006-11-17
25.0,2006-11-20
24.600000381469727,2006-11-21
26.8799991607666,2006-11-22
27.75,2006-11-24
28.350000381469727,2006-11-27
28.170000076293945,2006-11-28
28.270000457763672,2006-11-29
28.299999237060547,2006-11-30
27.889999389648438,2006-12-01
27.8799991607666,2006-12-04
27.079999923706055,2006-12-05
27.200000762939453,2006-12-06
27.31999969482422,2006-12-07
27.530000686645508,2006-12-08
27.950000762939453,2006-12-11
27.200000762939453,2006-12-12
27.639999389648438,2006-12-13
27.93000030517578,2006-12-14
29.049999237060547,2006-12-15
28.59000015258789,2006-12-18
27.790000915527344,2006-12-19
27.780000686645508,2006-12-20
26.690000534057617,2006-12-21
27.530000686645508,2006-12-22
27.100000381469727,2006-12-26
28.809999465942383,2006-12-27
29.860000610351562,2006-12-28
29.84000015258789,2006-12-29
28.5,2007-01-03
28.75,2007-01-04
28.149999618530273,2007-01-05
28.899999618530273,2007-01-08
29.270000457763672,2007-01-09
29.15999984741211,2007-01-10
29.34000015258789,2007-01-11
29.530000686645508,2007-01-12
29.270000457763672,2007-01-16
29.020000457763672,2007-01-17
28.31999969482422,2007-01-18
27.709999084472656,2007-01-19
27.8799991607666,2007-01-22
28.850000381469727,2007-01-23
29.149999618530273,2007-01-24
29.43000030517578,2007-01-25
29.139999389648438,2007-01-26
31.139999389648438,2007-01-29
32.720001220703125,2007-01-30
32.369998931884766,2007-01-31
32.65999984741211,2007-02-01
31.200000762939453,2007-02-02
32.779998779296875,2007-02-05
32.810001373291016,2007-02-06
33.439998626708984,2007-02-07
33.790000915527344,2007-02-08
32.86000061035156,2007-02-09
33.099998474121094,2007-02-12
34.279998779296875,2007-02-13
43.720001220703125,2007-02-14
44.97999954223633,2007-02-15
45.2599983215332,2007-02-16
49.209999084472656,2007-02-20
51.189998626708984,2007-02-21
49.20000076293945,2007-02-22
49.43000030517578,2007-02-23
51.849998474121094,2007-02-26
49.0099983215332,2007-02-27
47.75,2007-02-28
47.880001068115234,2007-03-01
46.27000045776367,2007-03-02
44.130001068115234,2007-03-05
46.29999923706055,2007-03-06
47.619998931884766,2007-03-07
51.869998931884766,2007-03-08
52.060001373291016,2007-03-09
57.90999984741211,2007-03-12
53.720001220703125,2007-03-13
54.459999084472656,2007-03-14
52.689998626708984,2007-03-15
51.52000045776367,2007-03-16
52.5,2007-03-19
52.29999923706055,2007-03-20
54.5,2007-03-21
58.13999938964844,2007-03-22
58.25,2007-03-23
57.0099983215332,2007-03-26
55.439998626708984,2007-03-27
54.5,2007-03-28
53.20000076293945,2007-03-29
52.0099983215332,2007-03-30
55.88999938964844,2007-04-02
55.75,2007-04-03
57.290000915527344,2007-04-04
56.459999084472656,2007-04-05
57.5099983215332,2007-04-09
60.150001525878906,2007-04-10
62.22999954223633,2007-04-11
62.90999984741211,2007-04-12
61.2599983215332,2007-04-13
64.94000244140625,2007-04-16
62.38999938964844,2007-04-17
61.7599983215332,2007-04-18
60.16999816894531,2007-04-19
60.90999984741211,2007-04-20
63.13999938964844,2007-04-23
63.66999816894531,2007-04-24
64.88999938964844,2007-04-25
63.95000076293945,2007-04-26
63.63999938964844,2007-04-27
59.9900016784668,2007-04-30
55.560001373291016,2007-05-01
58.900001525878906,2007-05-02
57.95000076293945,2007-05-03
66.69999694824219,2007-05-04
69.62999725341797,2007-05-07
68.81999969482422,2007-05-08
68.58000183105469,2007-05-09
68.69999694824219,2007-05-10
67.87000274658203,2007-05-11
65.26000213623047,2007-05-14
63.369998931884766,2007-05-15
64.12999725341797,2007-05-16
65.16999816894531,2007-05-17
63.41999816894531,2007-05-18
62.029998779296875,2007-05-21
64.9000015258789,2007-05-22
65.87000274658203,2007-05-23
65.02999877929688,2007-05-24
66.72000122070312,2007-05-25
67.12999725341797,2007-05-29
68.30000305175781,2007-05-30
68.04000091552734,2007-05-31
68.16999816894531,2007-06-01
68.77999877929688,2007-06-04
71.83000183105469,2007-06-05
71.36000061035156,2007-06-06
70.54000091552734,2007-06-07
71.22000122070312,2007-06-08
70.94000244140625,2007-06-11
71.04000091552734,2007-06-12
74.36000061035156,2007-06-13
74.95999908447266,2007-06-14
78.0999984741211,2007-06-15
78.27999877929688,2007-06-18
79.23999786376953,2007-06-19
80.81999969482422,2007-06-20
80.20999908447266,2007-06-21
84.63999938964844,2007-06-22
86.3499984741211,2007-06-25
88.2699966430664,2007-06-26
88.66000366210938,2007-06-27
90.12999725341797,2007-06-28
89.29000091552734,2007-06-29
93.75,2007-07-02
97.4800033569336,2007-07-03
94.52999877929688,2007-07-05
96.29000091552734,2007-07-06
119.33999633789062,2007-07-09
114.88999938964844,2007-07-10
113.44999694824219,2007-07-11
114.55999755859375,2007-07-12
115.97000122070312,2007-07-13
112.05000305175781,2007-07-16
109.4000015258789,2007-07-17
109.91999816894531,2007-07-18
111.63999938964844,2007-07-19
110.13999938964844,2007-07-20
108.75,2007-07-23
107.16000366210938,2007-07-24
108.08000183105469,2007-07-25
107.38999938964844,2007-07-26
110.69000244140625,2007-07-27
120.27999877929688,2007-07-30
112.56999969482422,2007-07-31
107.5,2007-08-01
104.54000091552734,2007-08-02
100.05000305175781,2007-08-03
98.19999694824219,2007-08-06
105.31999969482422,2007-08-07
109.9000015258789,2007-08-08
103.0,2007-08-09
94.41999816894531,2007-08-10
95.54000091552734,2007-08-13
91.55000305175781,2007-08-14
87.54000091552734,2007-08-15
81.87000274658203,2007-08-16
85.20999908447266,2007-08-17
94.01000213623047,2007-08-20
96.48999786376953,2007-08-21
99.06999969482422,2007-08-22
94.19999694824219,2007-08-23
97.55000305175781,2007-08-24
95.83000183105469,2007-08-27
90.95999908447266,2007-08-28
95.79000091552734,2007-08-29
102.48999786376953,2007-08-30
103.73999786376953,2007-08-31
106.9800033569336,2007-09-04
106.5,2007-09-05
104.37999725341797,2007-09-06
99.94000244140625,2007-09-07
100.41999816894531,2007-09-10
102.19000244140625,2007-09-11
98.12999725341797,2007-09-12
99.9000015258789,2007-09-13
98.33000183105469,2007-09-14
94.86000061035156,2007-09-17
101.18000030517578,2007-09-18
100.93000030517578,2007-09-19
103.0,2007-09-20
112.55000305175781,2007-09-21
112.80000305175781,2007-09-24
113.81999969482422,2007-09-25
114.4000015258789,2007-09-26
110.02999877929688,2007-09-27
117.73999786376953,2007-09-28
126.95999908447266,2007-10-01
131.52999877929688,2007-10-02
127.91999816894531,2007-10-03
131.83999633789062,2007-10-04
137.02999877929688,2007-10-05
137.3000030517578,2007-10-08
137.22000122070312,2007-10-09
135.89999389648438,2007-10-10
130.0,2007-10-11
135.72000122070312,2007-10-12
134.9499969482422,2007-10-15
138.92999267578125,2007-10-16
139.08999633789062,2007-10-17
140.57000732421875,2007-10-18
133.24000549316406,2007-10-19
136.89999389648438,2007-10-22
150.16000366210938,2007-10-23
148.3800048828125,2007-10-24
149.97000122070312,2007-10-25
150.44000244140625,2007-10-26
156.1999969482422,2007-10-29
149.75,2007-10-30
158.80999755859375,2007-10-31
155.35000610351562,2007-11-01
146.55999755859375,2007-11-02
148.10000610351562,2007-11-05
169.0,2007-11-06
167.1199951171875,2007-11-07
224.42999267578125,2007-11-08
206.85000610351562,2007-11-09
177.6999969482422,2007-11-12
188.07000732421875,2007-11-13
185.38999938964844,2007-11-14
190.9499969482422,2007-11-15
212.6300048828125,2007-11-16
215.75999450683594,2007-11-19
207.3300018310547,2007-11-20
212.5,2007-11-21
210.1300048828125,2007-11-23
212.0,2007-11-26
207.6199951171875,2007-11-27
215.8800048828125,2007-11-28
238.17999267578125,2007-11-29
237.14999389648438,2007-11-30
229.22000122070312,2007-12-03
214.5399932861328,2007-12-04
225.92999267578125,2007-12-05
218.39999389648438,2007-12-06
235.47000122070312,2007-12-07
250.0,2007-12-10
236.2899932861328,2007-12-11
241.67999267578125,2007-12-12
248.35000610351562,2007-12-13
251.69000244140625,2007-12-14
231.97000122070312,2007-12-17
247.10000610351562,2007-12-18
247.97999572753906,2007-12-19
245.60000610351562,2007-12-20
266.3999938964844,2007-12-21
272.0400085449219,2007-12-24
280.9100036621094,2007-12-26
275.5,2007-12-27
266.0400085449219,2007-12-28
267.1400146484375,2007-12-31
267.70001220703125,2008-01-02
265.8699951171875,2008-01-03
245.5800018310547,2008-01-04
236.83999633789062,2008-01-07
230.5,2008-01-08
234.25,2008-01-09
225.97000122070312,2008-01-10
221.0,2008-01-11
224.75999450683594,2008-01-14
204.7899932861328,2008-01-15
181.55999755859375,2008-01-16
167.1999969482422,2008-01-17
175.8800048828125,2008-01-18
182.7899932861328,2008-01-22
165.77999877929688,2008-01-23
171.4600067138672,2008-01-24
171.27999877929688,2008-01-25
177.0,2008-01-28
191.89999389648438,2008-01-29
184.35000610351562,2008-01-30
181.77000427246094,2008-01-31
185.94000244140625,2008-02-01
192.89999389648438,2008-02-04
178.0,2008-02-05
171.7100067138672,2008-02-06
165.60000610351562,2008-02-07
173.19000244140625,2008-02-08
189.63999938964844,2008-02-11
175.55999755859375,2008-02-12
228.4600067138672,2008-02-13
224.11000061035156,2008-02-14
219.38999938964844,2008-02-15
211.94000244140625,2008-02-19
217.0,2008-02-20
211.58999633789062,2008-02-21
211.74000549316406,2008-02-22
218.89999389648438,2008-02-25
220.69000244140625,2008-02-26
217.69000244140625,2008-02-27
205.25999450683594,2008-02-28
205.14999389648438,2008-02-29
207.49000549316406,2008-03-03
202.60000610351562,2008-03-04
213.19000244140625,2008-03-05
208.77000427246094,2008-03-06
196.82000732421875,2008-03-07
176.57000732421875,2008-03-10
198.11000061035156,2008-03-11
205.8800048828125,2008-03-12
207.2899932861328,2008-03-13
200.83999633789062,2008-03-14
193.89999389648438,2008-03-17
204.02000427246094,2008-03-18
196.97000122070312,2008-03-19
193.66000366210938,2008-03-20
209.5,2008-03-24
219.72999572753906,2008-03-25
220.19000244140625,2008-03-26
227.49000549316406,2008-03-27
228.67999267578125,2008-03-28
231.13999938964844,2008-03-31
237.52999877929688,2008-04-01
249.5500030517578,2008-04-02
251.60000610351562,2008-04-03
278.0,2008-04-04
272.25,2008-04-07
271.989990234375,2008-04-08
269.8699951171875,2008-04-09
271.20001220703125,2008-04-10
268.29998779296875,2008-04-11
274.1000061035156,2008-04-14
287.32000732421875,2008-04-15
295.9100036621094,2008-04-16
287.3599853515625,2008-04-17
285.7900085449219,2008-04-18
291.8500061035156,2008-04-21
298.0299987792969,2008-04-22
286.0299987792969,2008-04-23
283.6099853515625,2008-04-24
288.239990234375,2008-04-25
285.5199890136719,2008-04-28
284.9200134277344,2008-04-29
291.989990234375,2008-04-30
263.3500061035156,2008-05-01
276.239990234375,2008-05-02
268.82000732421875,2008-05-05
278.57000732421875,2008-05-06
276.8500061035156,2008-05-07
275.79998779296875,2008-05-08
284.5,2008-05-09
284.8399963378906,2008-05-12
303.9800109863281,2008-05-13
307.94000244140625,2008-05-14
306.7799987792969,2008-05-15
311.1400146484375,2008-05-16
295.8999938964844,2008-05-19
299.05999755859375,2008-05-20
279.45001220703125,2008-05-21
271.42999267578125,2008-05-22
278.4800109863281,2008-05-23
265.1600036621094,2008-05-27
273.17999267578125,2008-05-28
252.10000610351562,2008-05-29
267.5400085449219,2008-05-30
255.9600067138672,2008-06-02
257.32000732421875,2008-06-03
242.8800048828125,2008-06-04
256.0,2008-06-05
251.69000244140625,2008-06-06
244.75999450683594,2008-06-09
245.14999389648438,2008-06-10
253.19000244140625,2008-06-11
261.79998779296875,2008-06-12
274.3900146484375,2008-06-13
277.3999938964844,2008-06-16
282.2200012207031,2008-06-17
275.75,2008-06-18
274.32000732421875,2008-06-19
268.2200012207031,2008-06-20
288.0,2008-06-23
288.2200012207031,2008-06-24
290.1300048828125,2008-06-25
273.2699890136719,2008-06-26
266.25,2008-06-27
272.82000732421875,2008-06-30
270.67999267578125,2008-07-01
247.83999633789062,2008-07-02
253.64999389648438,2008-07-03
256.79998779296875,2008-07-07
262.0,2008-07-08
265.3999938964844,2008-07-09
280.0,2008-07-10
279.1000061035156,2008-07-11
285.9599914550781,2008-07-14
277.0,2008-07-15
288.6000061035156,2008-07-16
278.4200134277344,2008-07-17
279.2699890136719,2008-07-18
281.17999267578125,2008-07-21
266.45001220703125,2008-07-22
259.7200012207031,2008-07-23
264.0899963378906,2008-07-24
262.4599914550781,2008-07-25
266.8999938964844,2008-07-28
277.57000732421875,2008-07-29
285.0,2008-07-30
285.0299987792969,2008-07-31
280.739990234375,2008-08-01
267.239990234375,2008-08-04
264.2900085449219,2008-08-05
269.0,2008-08-06
265.9700012207031,2008-08-07
257.8699951171875,2008-08-08
248.0,2008-08-11
250.42999267578125,2008-08-12
260.0299987792969,2008-08-13
260.0,2008-08-14
264.9200134277344,2008-08-15
256.9200134277344,2008-08-18
258.739990234375,2008-08-19
272.989990234375,2008-08-20
279.2699890136719,2008-08-21
282.82000732421875,2008-08-22
271.0400085449219,2008-08-25
272.760009765625,2008-08-26
277.0,2008-08-27
278.0,2008-08-28
276.6499938964844,2008-08-29
260.6000061035156,2008-09-02
247.13999938964844,2008-09-03
237.1300048828125,2008-09-04
236.00999450683594,2008-09-05
222.67999267578125,2008-09-08
200.25999450683594,2008-09-09
211.25,2008-09-10
209.6999969482422,2008-09-11
214.64999389648438,2008-09-12
202.97000122070312,2008-09-15
214.64999389648438,2008-09-16
212.0,2008-09-17
223.38999938964844,2008-09-18
241.89999389648438,2008-09-19
222.64999389648438,2008-09-22
210.88999938964844,2008-09-23
221.8000030517578,2008-09-24
221.3800048828125,2008-09-25
207.1300048828125,2008-09-26
180.30999755859375,2008-09-29
188.91000366210938,2008-09-30
197.25999450683594,2008-10-01
177.86000061035156,2008-10-02
163.19000244140625,2008-10-03
159.7100067138672,2008-10-06
128.0,2008-10-07
127.43000030517578,2008-10-08
118.0999984741211,2008-10-09
117.44999694824219,2008-10-10
143.97000122070312,2008-10-13
143.11000061035156,2008-10-14
123.5199966430664,2008-10-15
141.6999969482422,2008-10-16
135.0,2008-10-17
143.97999572753906,2008-10-20
141.16000366210938,2008-10-21
137.24000549316406,2008-10-22
124.73999786376953,2008-10-23
120.52999877929688,2008-10-24
107.91000366210938,2008-10-27
114.08999633789062,2008-10-28
115.75,2008-10-29
144.07000732421875,2008-10-30
143.6999969482422,2008-10-31
161.91000366210938,2008-11-03
177.52000427246094,2008-11-04
152.08999633789062,2008-11-05
143.60000610351562,2008-11-06
149.6699981689453,2008-11-07
138.5,2008-11-10
130.89999389648438,2008-11-11
110.05999755859375,2008-11-12
125.30999755859375,2008-11-13
116.77999877929688,2008-11-14
115.55000305175781,2008-11-17
110.55999755859375,2008-11-18
101.12999725341797,2008-11-19
87.2300033569336,2008-11-20
92.80999755859375,2008-11-21
112.62000274658203,2008-11-24
117.19000244140625,2008-11-25
127.7699966430664,2008-11-26
124.83999633789062,2008-11-28
110.19999694824219,2008-12-01
116.12000274658203,2008-12-02
133.72000122070312,2008-12-03
122.0,2008-12-04
128.5399932861328,2008-12-05
134.83999633789062,2008-12-08
117.11000061035156,2008-12-09
119.68000030517578,2008-12-10
117.56999969482422,2008-12-11
116.91999816894531,2008-12-12
111.19999694824219,2008-12-15
126.61000061035156,2008-12-16
141.94000244140625,2008-12-17
137.8800048828125,2008-12-18
140.67999267578125,2008-12-19
133.00999450683594,2008-12-22
137.3699951171875,2008-12-23
133.72999572753906,2008-12-24
135.00999450683594,2008-12-26
135.99000549316406,2008-12-29
135.64999389648438,2008-12-30
137.9600067138672,2008-12-31
151.5,2009-01-02
157.8000030517578,2009-01-05
153.7100067138672,2009-01-06
148.5,2009-01-07
155.36000061035156,2009-01-08
162.5399932861328,2009-01-09
149.92999267578125,2009-01-12
141.10000610351562,2009-01-13
133.3800048828125,2009-01-14
142.5800018310547,2009-01-15
145.4199981689453,2009-01-16
137.75999450683594,2009-01-20
141.4199981689453,2009-01-21
137.3000030517578,2009-01-22
137.50999450683594,2009-01-23
139.0500030517578,2009-01-26
141.0800018310547,2009-01-27
145.8800048828125,2009-01-28
136.88999938964844,2009-01-29
142.8000030517578,2009-01-30
138.27000427246094,2009-02-02
140.4600067138672,2009-02-03
144.91000366210938,2009-02-04
149.7899932861328,2009-02-05
146.3000030517578,2009-02-06
148.94000244140625,2009-02-09
145.22999572753906,2009-02-10
146.86000061035156,2009-02-11
145.60000610351562,2009-02-12
144.4499969482422,2009-02-13
133.6300048828125,2009-02-17
129.22000122070312,2009-02-18
131.3000030517578,2009-02-19
134.00999450683594,2009-02-20
124.83999633789062,2009-02-23
137.67999267578125,2009-02-24
107.6500015258789,2009-02-25
105.0,2009-02-26
105.73999786376953,2009-02-27
103.97000122070312,2009-03-02
110.44000244140625,2009-03-03
113.25,2009-03-04
109.79000091552734,2009-03-05
108.48999786376953,2009-03-06
108.36000061035156,2009-03-09
120.23999786376953,2009-03-10
119.4800033569336,2009-03-11
126.5,2009-03-12
129.5500030517578,2009-03-13
124.86000061035156,2009-03-16
115.95999908447266,2009-03-17
118.63999938964844,2009-03-18
124.80000305175781,2009-03-19
120.37000274658203,2009-03-20
131.02000427246094,2009-03-23
128.8000030517578,2009-03-24
133.97999572753906,2009-03-25
150.38999938964844,2009-03-26
147.36000061035156,2009-03-27
136.75999450683594,2009-03-30
132.6999969482422,2009-03-31
135.5,2009-04-01
138.02000427246094,2009-04-02
134.3800048828125,2009-04-03
138.16000366210938,2009-04-06
133.1199951171875,2009-04-07
135.69000244140625,2009-04-08
142.0500030517578,2009-04-09
144.10000610351562,2009-04-13
148.10000610351562,2009-04-14
149.25,2009-04-15
146.92999267578125,2009-04-16
143.8000030517578,2009-04-17
138.47999572753906,2009-04-20
140.13999938964844,2009-04-21
145.8699951171875,2009-04-22
143.5,2009-04-23
147.4600067138672,2009-04-24
152.0,2009-04-27
146.66000366210938,2009-04-28
151.6699981689453,2009-04-29
187.2899932861328,2009-04-30
180.88999938964844,2009-05-01
193.63999938964844,2009-05-04
192.2100067138672,2009-05-05
199.10000610351562,2009-05-06
195.0500030517578,2009-05-07
191.0500030517578,2009-05-08
193.6300048828125,2009-05-11
190.64999389648438,2009-05-12
179.5,2009-05-13
180.42999267578125,2009-05-14
177.42999267578125,2009-05-15
184.89999389648438,2009-05-18
189.6999969482422,2009-05-19
202.39999389648438,2009-05-20
193.1999969482422,2009-05-21
191.72000122070312,2009-05-22
179.50999450683594,2009-05-26
180.69000244140625,2009-05-27
183.75,2009-05-28
190.2899932861328,2009-05-29
189.05999755859375,2009-06-01
184.5,2009-06-02
178.50999450683594,2009-06-03
184.25,2009-06-04
182.10000610351562,2009-06-05
183.97000122070312,2009-06-08
182.8800048828125,2009-06-09
186.75,2009-06-10
184.10000610351562,2009-06-11
183.8000030517578,2009-06-12
178.97999572753906,2009-06-15
172.0399932861328,2009-06-16
168.30999755859375,2009-06-17
170.25,2009-06-18
173.4600067138672,2009-06-19
162.3000030517578,2009-06-22
164.4199981689453,2009-06-23
171.19000244140625,2009-06-24
159.47999572753906,2009-06-25
160.72000122070312,2009-06-26
157.1999969482422,2009-06-29
162.1999969482422,2009-06-30
155.2899932861328,2009-07-01
154.1999969482422,2009-07-02
149.60000610351562,2009-07-06
144.74000549316406,2009-07-07
149.5800018310547,2009-07-08
146.11000061035156,2009-07-09
143.10000610351562,2009-07-10
145.7899932861328,2009-07-13
141.5399932861328,2009-07-14
148.61000061035156,2009-07-15
145.17999267578125,2009-07-16
144.5500030517578,2009-07-17
146.63999938964844,2009-07-20
155.39999389648438,2009-07-21
151.36000061035156,2009-07-22
157.77999877929688,2009-07-23
169.42999267578125,2009-07-24
171.5,2009-07-27
167.89999389648438,2009-07-28
167.99000549316406,2009-07-29
173.5500030517578,2009-07-30
154.38999938964844,2009-07-31
155.5800018310547,2009-08-03
147.97999572753906,2009-08-04
149.5399932861328,2009-08-05
142.75999450683594,2009-08-06
146.47000122070312,2009-08-07
147.33999633789062,2009-08-10
146.52999877929688,2009-08-11
144.99000549316406,2009-08-12
144.75999450683594,2009-08-13
141.77999877929688,2009-08-14
134.42999267578125,2009-08-17
133.1199951171875,2009-08-18
131.42999267578125,2009-08-19
130.4199981689453,2009-08-20
121.54000091552734,2009-08-21
124.08000183105469,2009-08-24
128.17999267578125,2009-08-25
126.75,2009-08-26
125.87999725341797,2009-08-27
124.20999908447266,2009-08-28
121.58000183105469,2009-08-31
114.9800033569336,2009-09-01
118.31999969482422,2009-09-02
119.94000244140625,2009-09-03
121.47000122070312,2009-09-04
134.41000366210938,2009-09-08
136.61000061035156,2009-09-09
140.14999389648438,2009-09-10
136.75,2009-09-11
133.08999633789062,2009-09-14
140.10000610351562,2009-09-15
146.99000549316406,2009-09-16
151.0800018310547,2009-09-17
156.14999389648438,2009-09-18
157.25,2009-09-21
156.3000030517578,2009-09-22
152.7100067138672,2009-09-23
150.6199951171875,2009-09-24
152.8699951171875,2009-09-25
148.0800018310547,2009-09-28
152.0500030517578,2009-09-29
152.86000061035156,2009-09-30
143.75999450683594,2009-10-01
150.0,2009-10-02
148.5800018310547,2009-10-05
150.64999389648438,2009-10-06
154.83999633789062,2009-10-07
156.72999572753906,2009-10-08
156.69000244140625,2009-10-09
160.0,2009-10-12
154.32000732421875,2009-10-13
154.32000732421875,2009-10-14
152.75999450683594,2009-10-15
147.5399932861328,2009-10-16
152.19000244140625,2009-10-19
155.02000427246094,2009-10-20
153.94000244140625,2009-10-21
156.0800018310547,2009-10-22
152.38999938964844,2009-10-23
154.8699951171875,2009-10-26
150.22000122070312,2009-10-27
151.5800018310547,2009-10-28
126.47000122070312,2009-10-29
121.93000030517578,2009-10-30
