EQT,Date
0.6010927557945251,1980-12-30
0.6025766134262085,1980-12-31
0.6085136532783508,1981-01-02
0.5936713814735413,1981-01-05
0.5877346992492676,1981-01-06
0.5803142786026001,1981-01-07
0.5788294672966003,1981-01-08
0.5758614540100098,1981-01-09
0.5773454904556274,1981-01-12
0.5669559836387634,1981-01-13
0.5758614540100098,1981-01-14
0.5773454904556274,1981-01-15
0.5758614540100098,1981-01-16
0.5847665667533875,1981-01-19
0.5847665667533875,1981-01-20
0.5788294672966003,1981-01-21
0.5699247121810913,1981-01-22
0.5595354437828064,1981-01-23
0.5580509901046753,1981-01-26
0.5610195398330688,1981-01-27
0.5610195398330688,1981-01-28
0.5639875531196594,1981-01-29
0.5699247121810913,1981-01-30
0.5402413606643677,1981-02-02
0.5521146059036255,1981-02-03
0.5461775064468384,1981-02-04
0.5521146059036255,1981-02-05
0.5580509901046753,1981-02-06
0.5461775064468384,1981-02-09
0.534304678440094,1981-02-10
0.528367817401886,1981-02-11
0.513525664806366,1981-02-12
0.5105572938919067,1981-02-13
0.5090733170509338,1981-02-17
0.51649409532547,1981-02-18
0.513525664806366,1981-02-19
0.513525664806366,1981-02-20
0.5061049461364746,1981-02-23
0.5016529560089111,1981-02-24
0.5016529560089111,1981-02-25
0.5105572938919067,1981-02-26
0.5253992080688477,1981-02-27
0.541725218296051,1981-03-02
0.5402413606643677,1981-03-03
0.5610195398330688,1981-03-04
0.5521146059036255,1981-03-05
0.549146294593811,1981-03-06
0.5506302714347839,1981-03-09
0.5610195398330688,1981-03-10
0.5580509901046753,1981-03-11
0.5595354437828064,1981-03-12
0.5639875531196594,1981-03-13
0.5639875531196594,1981-03-16
0.5669559836387634,1981-03-17
0.5625036358833313,1981-03-18
0.5595354437828064,1981-03-19
0.5521146059036255,1981-03-20
0.549146294593811,1981-03-23
0.5639875531196594,1981-03-24
0.5625036358833313,1981-03-25
0.5684400200843811,1981-03-26
0.5684400200843811,1981-03-27
0.5699247121810913,1981-03-30
0.5639875531196594,1981-03-31
0.5639875531196594,1981-04-01
0.5625036358833313,1981-04-02
0.5669559836387634,1981-04-03
0.5639875531196594,1981-04-06
0.5654721856117249,1981-04-07
0.5632457733154297,1981-04-08
0.5654721856117249,1981-04-09
0.5632457733154297,1981-04-10
0.5565670728683472,1981-04-13
0.5610195398330688,1981-04-14
0.5610195398330688,1981-04-15
0.5610195398330688,1981-04-16
0.5632457733154297,1981-04-20
0.5610195398330688,1981-04-21
0.5587931275367737,1981-04-22
0.5565670728683472,1981-04-23
0.5565670728683472,1981-04-24
0.5432094931602478,1981-04-27
0.534304678440094,1981-04-28
0.5031366348266602,1981-04-29
0.5075891613960266,1981-04-30
0.5075891613960266,1981-05-01
0.49645790457725525,1981-05-04
0.4942314326763153,1981-05-05
0.4942314326763153,1981-05-06
0.49645790457725525,1981-05-07
0.49645790457725525,1981-05-08
0.48087409138679504,1981-05-11
0.48532629013061523,1981-05-12
0.49200546741485596,1981-05-13
0.4875527322292328,1981-05-14
0.49868395924568176,1981-05-15
0.49200546741485596,1981-05-18
0.49868395924568176,1981-05-19
0.49868395924568176,1981-05-20
0.49868395924568176,1981-05-21
0.51649409532547,1981-05-22
0.51649409532547,1981-05-26
0.534304678440094,1981-05-27
0.5432094931602478,1981-05-28
0.5409830808639526,1981-05-29
0.5387566685676575,1981-06-01
0.5298516750335693,1981-06-02
0.5387566685676575,1981-06-03
0.534304678440094,1981-06-04
0.5387566685676575,1981-06-05
0.5387566685676575,1981-06-08
0.5521146059036255,1981-06-09
0.5521146059036255,1981-06-10
0.5610195398330688,1981-06-11
0.5565670728683472,1981-06-12
0.5521146059036255,1981-06-15
0.5521146059036255,1981-06-16
0.5521146059036255,1981-06-17
0.5543407201766968,1981-06-18
0.5587931275367737,1981-06-19
0.5521146059036255,1981-06-22
0.5432094931602478,1981-06-23
0.5387566685676575,1981-06-24
0.5432094931602478,1981-06-25
0.5432094931602478,1981-06-26
0.5409830808639526,1981-06-29
0.545435905456543,1981-06-30
0.5409830808639526,1981-07-01
0.534304678440094,1981-07-02
0.5365305542945862,1981-07-06
0.5298516750335693,1981-07-07
0.5187203884124756,1981-07-08
0.5098153948783875,1981-07-09
0.5075891613960266,1981-07-10
0.5031366348266602,1981-07-13
0.5031366348266602,1981-07-14
0.5009103417396545,1981-07-15
0.49868395924568176,1981-07-16
0.5075891613960266,1981-07-17
0.4942314326763153,1981-07-20
0.49645790457725525,1981-07-21
0.49645790457725525,1981-07-22
0.49868395924568176,1981-07-23
0.49868395924568176,1981-07-24
0.5098153948783875,1981-07-27
0.5098153948783875,1981-07-28
0.5098153948783875,1981-07-29
0.5120416283607483,1981-07-30
0.51649409532547,1981-07-31
0.51649409532547,1981-08-03
0.5253992080688477,1981-08-04
0.5387566685676575,1981-08-05
0.5521146059036255,1981-08-06
0.5543407201766968,1981-08-07
0.5565670728683472,1981-08-10
0.5610195398330688,1981-08-11
0.5877346992492676,1981-08-12
0.5944135189056396,1981-08-13
0.5832822322845459,1981-08-14
0.5721510052680969,1981-08-17
0.5565670728683472,1981-08-18
0.5699247121810913,1981-08-19
0.5788294672966003,1981-08-20
0.5743768811225891,1981-08-21
0.5521146059036255,1981-08-24
0.5521146059036255,1981-08-25
0.5587931275367737,1981-08-26
0.5498881340026855,1981-08-27
0.5476617813110352,1981-08-28
0.5387566685676575,1981-08-31
0.5298516750335693,1981-09-01
0.5365305542945862,1981-09-02
0.5365305542945862,1981-09-03
0.5298516750335693,1981-09-04
0.5298516750335693,1981-09-08
0.5187203884124756,1981-09-09
0.5053628087043762,1981-09-10
0.5031366348266602,1981-09-11
0.5053628087043762,1981-09-14
0.5075891613960266,1981-09-15
0.5120416283607483,1981-09-16
0.5075891613960266,1981-09-17
0.5075891613960266,1981-09-18
0.5209465026855469,1981-09-21
0.51649409532547,1981-09-22
0.5075891613960266,1981-09-23
0.5075891613960266,1981-09-24
0.48532629013061523,1981-09-25
0.47642117738723755,1981-09-28
0.4719691574573517,1981-09-29
0.46751636266708374,1981-09-30
0.47642117738723755,1981-10-01
0.4719691574573517,1981-10-02
0.47419488430023193,1981-10-05
0.47642117738723755,1981-10-06
0.4786474406719208,1981-10-07
0.46751636266708374,1981-10-08
0.4697429835796356,1981-10-09
0.4786474406719208,1981-10-12
0.47419488430023193,1981-10-13
0.47419488430023193,1981-10-14
0.48532629013061523,1981-10-15
0.48977914452552795,1981-10-16
0.49868395924568176,1981-10-19
0.49868395924568176,1981-10-20
0.49868395924568176,1981-10-21
0.49645790457725525,1981-10-22
0.49868395924568176,1981-10-23
0.5009103417396545,1981-10-26
0.49868395924568176,1981-10-27
0.5009103417396545,1981-10-28
0.5009103417396545,1981-10-29
0.5009103417396545,1981-10-30
0.5098153948783875,1981-11-02
0.5120416283607483,1981-11-03
0.5120416283607483,1981-11-04
0.5120416283607483,1981-11-05
0.5209465026855469,1981-11-06
0.5298516750335693,1981-11-09
0.5565670728683472,1981-11-10
0.5409830808639526,1981-11-11
0.5387566685676575,1981-11-12
0.534304678440094,1981-11-13
0.5432094931602478,1981-11-16
0.545435905456543,1981-11-17
0.5543407201766968,1981-11-18
0.5788294672966003,1981-11-19
0.5832822322845459,1981-11-20
0.5966402292251587,1981-11-23
0.5966402292251587,1981-11-24
0.5877346992492676,1981-11-25
0.5832822322845459,1981-11-27
0.5899606943130493,1981-11-30
0.5877346992492676,1981-12-01
0.5944135189056396,1981-12-02
0.5966402292251587,1981-12-03
0.5988658666610718,1981-12-04
0.5877346992492676,1981-12-07
0.5788294672966003,1981-12-08
0.5788294672966003,1981-12-09
0.5877346992492676,1981-12-10
0.5810562968254089,1981-12-11
0.5610195398330688,1981-12-14
0.5699247121810913,1981-12-15
0.5721510052680969,1981-12-16
0.5788294672966003,1981-12-17
0.5788294672966003,1981-12-18
0.5810562968254089,1981-12-21
0.5832822322845459,1981-12-22
0.5699247121810913,1981-12-23
0.5699247121810913,1981-12-24
0.5565670728683472,1981-12-28
0.5610195398330688,1981-12-29
0.5743768811225891,1981-12-30
0.636712372303009,1981-12-31
0.7035007476806641,1982-01-04
0.6656539440155029,1982-01-05
0.6634278893470764,1982-01-06
0.6656539440155029,1982-01-07
0.6856906414031982,1982-01-08
0.6678808331489563,1982-01-11
0.6567489504814148,1982-01-12
0.6522966623306274,1982-01-13
0.6500700116157532,1982-01-14
0.654522716999054,1982-01-15
0.6656539440155029,1982-01-18
0.6678808331489563,1982-01-19
0.6589754223823547,1982-01-20
0.6500700116157532,1982-01-21
0.6322599649429321,1982-01-22
0.6166765093803406,1982-01-25
0.618902325630188,1982-01-26
0.6278080344200134,1982-01-27
0.636712372303009,1982-01-28
0.6322599649429321,1982-01-29
0.6322599649429321,1982-02-01
0.6233552694320679,1982-02-02
0.618902325630188,1982-02-03
0.6166765093803406,1982-02-04
0.6255813837051392,1982-02-05
0.6099973917007446,1982-02-08
0.5966402292251587,1982-02-09
0.6055448651313782,1982-02-10
0.5921874642372131,1982-02-11
0.6010927557945251,1982-02-12
0.5966402292251587,1982-02-16
0.5921874642372131,1982-02-17
0.6010927557945251,1982-02-18
0.6055448651313782,1982-02-19
0.6010927557945251,1982-02-22
0.5877346992492676,1982-02-23
0.5877346992492676,1982-02-24
0.5877346992492676,1982-02-25
0.5832822322845459,1982-02-26
0.5766036510467529,1982-03-01
0.5743768811225891,1982-03-02
0.5521146059036255,1982-03-03
0.5432094931602478,1982-03-04
0.534304678440094,1982-03-05
0.5632457733154297,1982-03-08
0.5676982998847961,1982-03-09
0.5877346992492676,1982-03-10
0.5788294672966003,1982-03-11
0.5654721856117249,1982-03-12
0.5654721856117249,1982-03-15
0.5610195398330688,1982-03-16
0.5610195398330688,1982-03-17
0.5565670728683472,1982-03-18
0.5699247121810913,1982-03-19
0.5832822322845459,1982-03-22
0.6099973917007446,1982-03-23
0.6099973917007446,1982-03-24
0.6300340890884399,1982-03-25
0.636712372303009,1982-03-26
0.6411650776863098,1982-03-29
0.6322599649429321,1982-03-30
0.6322599649429321,1982-03-31
0.6344866156578064,1982-04-01
0.6411650776863098,1982-04-02
0.636712372303009,1982-04-05
0.6433914303779602,1982-04-06
0.6411650776863098,1982-04-07
0.6411650776863098,1982-04-08
0.636712372303009,1982-04-12
0.6322599649429321,1982-04-13
0.636712372303009,1982-04-14
0.636712372303009,1982-04-15
0.6456174254417419,1982-04-16
0.636712372303009,1982-04-19
0.636712372303009,1982-04-20
0.636712372303009,1982-04-21
0.636712372303009,1982-04-22
0.6389389038085938,1982-04-23
0.6322599649429321,1982-04-26
0.6278080344200134,1982-04-27
0.5966402292251587,1982-04-28
0.5743768811225891,1982-04-29
0.5877346992492676,1982-04-30
0.5877346992492676,1982-05-03
0.5899606943130493,1982-05-04
0.5899606943130493,1982-05-05
0.5966402292251587,1982-05-06
0.6122241020202637,1982-05-07
0.6055448651313782,1982-05-10
0.6010927557945251,1982-05-11
0.5877346992492676,1982-05-12
0.5587931275367737,1982-05-13
0.5610195398330688,1982-05-14
0.5610195398330688,1982-05-17
0.5432094931602478,1982-05-18
0.534304678440094,1982-05-19
0.5253992080688477,1982-05-20
0.5320779085159302,1982-05-21
0.5298516750335693,1982-05-24
0.5298516750335693,1982-05-25
0.5298516750335693,1982-05-26
0.51649409532547,1982-05-27
0.5098153948783875,1982-05-28
0.48532629013061523,1982-06-01
0.49200546741485596,1982-06-02
0.48532629013061523,1982-06-03
0.48532629013061523,1982-06-04
0.48532629013061523,1982-06-07
0.48087409138679504,1982-06-08
0.46751636266708374,1982-06-09
0.46083757281303406,1982-06-10
0.47642117738723755,1982-06-11
0.47642117738723755,1982-06-14
0.4630635380744934,1982-06-15
0.45861124992370605,1982-06-16
0.45193231105804443,1982-06-17
0.4318958520889282,1982-06-18
0.4318958520889282,1982-06-21
0.42299118638038635,1982-06-22
0.42299118638038635,1982-06-23
0.4274432361125946,1982-06-24
0.41853851079940796,1982-06-25
0.4140859544277191,1982-06-28
0.42521733045578003,1982-06-29
0.42521733045578003,1982-06-30
0.41853851079940796,1982-07-01
0.42299118638038635,1982-07-02
0.420764684677124,1982-07-06
0.42299118638038635,1982-07-07
0.41631215810775757,1982-07-08
0.420764684677124,1982-07-09
0.420764684677124,1982-07-12
0.4140859544277191,1982-07-13
0.42299118638038635,1982-07-14
0.42521733045578003,1982-07-15
0.42521733045578003,1982-07-16
0.420764684677124,1982-07-19
0.41853851079940796,1982-07-20
0.420764684677124,1982-07-21
0.41853851079940796,1982-07-22
0.4118594527244568,1982-07-23
0.4118594527244568,1982-07-26
0.41631215810775757,1982-07-27
0.4140859544277191,1982-07-28
0.41853851079940796,1982-07-29
0.40963348746299744,1982-07-30
0.4074070155620575,1982-08-02
0.40072813630104065,1982-08-03
0.3985019326210022,1982-08-04
0.39627599716186523,1982-08-05
0.39627599716186523,1982-08-06
0.39404937624931335,1982-08-09
0.39404937624931335,1982-08-10
0.38737064599990845,1982-08-11
0.3806920349597931,1982-08-12
0.3695603311061859,1982-08-13
0.3450716435909271,1982-08-16
0.34284505248069763,1982-08-17
0.3651083707809448,1982-08-18
0.35842880606651306,1982-08-19
0.3606555461883545,1982-08-20
0.3651083707809448,1982-08-23
0.3695603311061859,1982-08-24
0.39182332158088684,1982-08-25
0.39182332158088684,1982-08-26
0.39182332158088684,1982-08-27
0.40072813630104065,1982-08-30
0.40295469760894775,1982-08-31
0.4118594527244568,1982-09-01
0.41631215810775757,1982-09-02
0.4363485276699066,1982-09-03
0.4408009648323059,1982-09-07
0.44525349140167236,1982-09-08
0.44747981429100037,1982-09-09
0.4408009648323059,1982-09-10
0.43857499957084656,1982-09-13
0.4408009648323059,1982-09-14
0.4274432361125946,1982-09-15
0.42299118638038635,1982-09-16
0.4274432361125946,1982-09-17
0.4318958520889282,1982-09-20
0.4318958520889282,1982-09-21
0.44302695989608765,1982-09-22
0.44302695989608765,1982-09-23
0.44302695989608765,1982-09-24
0.44525349140167236,1982-09-27
0.4541589021682739,1982-09-28
0.45193231105804443,1982-09-29
0.4408009648323059,1982-09-30
0.4408009648323059,1982-10-01
0.40072813630104065,1982-10-04
0.40963348746299744,1982-10-05
0.4274432361125946,1982-10-06
0.420764684677124,1982-10-07
0.420764684677124,1982-10-08
0.42521733045578003,1982-10-11
0.43857499957084656,1982-10-12
0.4408009648323059,1982-10-13
0.45861124992370605,1982-10-14
0.46083757281303406,1982-10-15
0.4697429835796356,1982-10-18
0.48087409138679504,1982-10-19
0.48532629013061523,1982-10-20
0.5031366348266602,1982-10-21
0.49868395924568176,1982-10-22
0.48087409138679504,1982-10-25
0.4630635380744934,1982-10-26
0.46083757281303406,1982-10-27
0.46083757281303406,1982-10-28
0.45861124992370605,1982-10-29
0.4563849866390228,1982-11-01
0.4630635380744934,1982-11-02
0.46529024839401245,1982-11-03
0.43857499957084656,1982-11-04
0.42299118638038635,1982-11-05
0.4363485276699066,1982-11-08
0.4408009648323059,1982-11-09
0.4408009648323059,1982-11-10
0.4318958520889282,1982-11-11
0.4274432361125946,1982-11-12
0.4363485276699066,1982-11-15
0.4274432361125946,1982-11-16
0.4363485276699066,1982-11-17
0.4274432361125946,1982-11-18
0.43412232398986816,1982-11-19
0.4408009648323059,1982-11-22
0.42966964840888977,1982-11-23
0.4408009648323059,1982-11-24
0.43412232398986816,1982-11-26
0.4274432361125946,1982-11-29
0.42966964840888977,1982-11-30
0.4318958520889282,1982-12-01
0.4318958520889282,1982-12-02
0.4318958520889282,1982-12-03
0.4274432361125946,1982-12-06
0.4274432361125946,1982-12-07
0.41853851079940796,1982-12-08
0.42966964840888977,1982-12-09
0.44525349140167236,1982-12-10
0.44525349140167236,1982-12-13
0.44525349140167236,1982-12-14
0.44525349140167236,1982-12-15
0.44747981429100037,1982-12-16
0.4563849866390228,1982-12-17
0.4630635380744934,1982-12-20
0.4497062563896179,1982-12-21
0.44747981429100037,1982-12-22
0.45193231105804443,1982-12-23
0.45193231105804443,1982-12-27
0.4318958520889282,1982-12-28
0.4274432361125946,1982-12-29
0.40963348746299744,1982-12-30
0.4274432361125946,1982-12-31
0.41853851079940796,1983-01-03
0.4118594527244568,1983-01-04
0.43857499957084656,1983-01-05
0.43412232398986816,1983-01-06
0.43857499957084656,1983-01-07
0.4318958520889282,1983-01-10
0.4408009648323059,1983-01-11
0.44525349140167236,1983-01-12
0.44525349140167236,1983-01-13
0.44525349140167236,1983-01-14
0.44525349140167236,1983-01-17
0.44525349140167236,1983-01-18
0.44525349140167236,1983-01-19
0.44747981429100037,1983-01-20
0.4497062563896179,1983-01-21
0.44747981429100037,1983-01-24
0.44747981429100037,1983-01-25
0.44525349140167236,1983-01-26
0.4541589021682739,1983-01-27
0.47419488430023193,1983-01-28
0.48087409138679504,1983-01-31
0.48087409138679504,1983-02-01
0.47642117738723755,1983-02-02
0.48087409138679504,1983-02-03
0.48087409138679504,1983-02-04
0.48087409138679504,1983-02-07
0.4786474406719208,1983-02-08
0.48087409138679504,1983-02-09
0.48087409138679504,1983-02-10
0.47642117738723755,1983-02-11
0.4875527322292328,1983-02-14
0.4875527322292328,1983-02-15
0.48977914452552795,1983-02-16
0.4875527322292328,1983-02-17
0.4875527322292328,1983-02-18
0.4875527322292328,1983-02-22
0.4875527322292328,1983-02-23
0.4875527322292328,1983-02-24
0.48087409138679504,1983-02-25
0.48087409138679504,1983-02-28
0.48310017585754395,1983-03-01
0.48532629013061523,1983-03-02
0.48532629013061523,1983-03-03
0.48310017585754395,1983-03-04
0.48310017585754395,1983-03-07
0.47642117738723755,1983-03-08
0.46751636266708374,1983-03-09
0.46529024839401245,1983-03-10
0.4630635380744934,1983-03-11
0.46083757281303406,1983-03-14
0.47642117738723755,1983-03-15
0.47642117738723755,1983-03-16
0.4786474406719208,1983-03-17
0.48087409138679504,1983-03-18
0.47642117738723755,1983-03-21
0.48087409138679504,1983-03-22
0.48087409138679504,1983-03-23
0.48310017585754395,1983-03-24
0.4875527322292328,1983-03-25
0.48977914452552795,1983-03-28
0.5031366348266602,1983-03-29
0.5209465026855469,1983-03-30
0.5253992080688477,1983-03-31
0.534304678440094,1983-04-04
0.5476617813110352,1983-04-05
0.5476617813110352,1983-04-06
0.534304678440094,1983-04-07
0.534304678440094,1983-04-08
0.5120416283607483,1983-04-11
0.5120416283607483,1983-04-12
0.49868395924568176,1983-04-13
0.4786474406719208,1983-04-14
0.46751636266708374,1983-04-15
0.4719691574573517,1983-04-18
0.47642117738723755,1983-04-19
0.46529024839401245,1983-04-20
0.4630635380744934,1983-04-21
0.45861124992370605,1983-04-22
0.4541589021682739,1983-04-25
0.4563849866390228,1983-04-26
0.45861124992370605,1983-04-27
0.4630635380744934,1983-04-28
0.45861124992370605,1983-04-29
0.4630635380744934,1983-05-02
0.4630635380744934,1983-05-03
0.4630635380744934,1983-05-04
0.47642117738723755,1983-05-05
0.49200546741485596,1983-05-06
0.48977914452552795,1983-05-09
0.48087409138679504,1983-05-10
0.47419488430023193,1983-05-11
0.4630635380744934,1983-05-12
0.47419488430023193,1983-05-13
0.47642117738723755,1983-05-16
0.4786474406719208,1983-05-17
0.4875527322292328,1983-05-18
0.48087409138679504,1983-05-19
0.48532629013061523,1983-05-20
0.49200546741485596,1983-05-23
0.5098153948783875,1983-05-24
0.49868395924568176,1983-05-25
0.49200546741485596,1983-05-26
0.49200546741485596,1983-05-27
0.48977914452552795,1983-05-31
0.49868395924568176,1983-06-01
0.4942314326763153,1983-06-02
0.4875527322292328,1983-06-03
0.48532629013061523,1983-06-06
0.48087409138679504,1983-06-07
0.48532629013061523,1983-06-08
0.48532629013061523,1983-06-09
0.5031366348266602,1983-06-10
0.4942314326763153,1983-06-13
0.4942314326763153,1983-06-14
0.48977914452552795,1983-06-15
0.49868395924568176,1983-06-16
0.49868395924568176,1983-06-17
0.48977914452552795,1983-06-20
0.48532629013061523,1983-06-21
0.47642117738723755,1983-06-22
0.48087409138679504,1983-06-23
0.48087409138679504,1983-06-24
0.5009103417396545,1983-06-27
0.6055448651313782,1983-06-28
0.5877346992492676,1983-06-29
0.5966402292251587,1983-06-30
0.5944135189056396,1983-07-01
0.6278080344200134,1983-07-05
0.6567489504814148,1983-07-06
0.654522716999054,1983-07-07
0.6634278893470764,1983-07-08
0.6723329424858093,1983-07-11
0.6812382340431213,1983-07-12
0.7168582677841187,1983-07-13
0.6856906414031982,1983-07-14
0.6856906414031982,1983-07-15
0.6745592951774597,1983-07-18
0.6856906414031982,1983-07-19
0.6945953369140625,1983-07-20
0.6945953369140625,1983-07-21
0.6856906414031982,1983-07-22
0.6767854690551758,1983-07-25
0.6767854690551758,1983-07-26
0.6656539440155029,1983-07-27
0.6812382340431213,1983-07-28
0.6745592951774597,1983-07-29
0.6767854690551758,1983-08-01
0.6723329424858093,1983-08-02
0.6678808331489563,1983-08-03
0.6834641695022583,1983-08-04
0.6701069474220276,1983-08-05
0.6634278893470764,1983-08-08
0.6612018346786499,1983-08-09
0.6344866156578064,1983-08-10
0.6767854690551758,1983-08-11
0.6990481615066528,1983-08-12
0.7079533934593201,1983-08-15
0.7213107943534851,1983-08-16
0.7168582677841187,1983-08-17
0.7101794481277466,1983-08-18
0.712405800819397,1983-08-19
0.6990481615066528,1983-08-22
0.696821928024292,1983-08-23
0.7035007476806641,1983-08-24
0.7057265639305115,1983-08-25
0.7079533934593201,1983-08-26
0.6990481615066528,1983-08-29
0.7035007476806641,1983-08-30
0.7079533934593201,1983-08-31
0.7101794481277466,1983-09-01
