OTIS,Date
68.58626556396484,2021-04-23
73.3876953125,2021-04-26
76.01453399658203,2021-04-27
75.05230712890625,2021-04-28
75.71623992919922,2021-04-29
74.92723846435547,2021-04-30
75.43719482421875,2021-05-03
75.74510955810547,2021-05-04
75.11005401611328,2021-05-05
75.39871215820312,2021-05-06
75.2351303100586,2021-05-07
75.2928695678711,2021-05-10
74.68667602539062,2021-05-11
73.25298309326172,2021-05-12
74.23444366455078,2021-05-13
75.89905548095703,2021-05-14
76.02415466308594,2021-05-17
75.62963104248047,2021-05-18
74.54234313964844,2021-05-19
74.66781616210938,2021-05-20
74.87051391601562,2021-05-21
75.41101837158203,2021-05-24
74.98633575439453,2021-05-25
75.06354522705078,2021-05-26
75.97083282470703,2021-05-27
75.60406494140625,2021-05-28
75.68128967285156,2021-06-01
75.54615783691406,2021-06-02
76.38587951660156,2021-06-03
77.0904769897461,2021-06-04
76.83952331542969,2021-06-07
78.036376953125,2021-06-08
77.9398422241211,2021-06-09
77.6213150024414,2021-06-10
77.73715209960938,2021-06-11
77.98810577392578,2021-06-14
78.17149353027344,2021-06-15
77.82401275634766,2021-06-16
77.66958618164062,2021-06-17
76.73335266113281,2021-06-18
78.21975708007812,2021-06-21
78.53826904296875,2021-06-22
78.00740814208984,2021-06-23
78.53826904296875,2021-06-24
78.80851745605469,2021-06-25
78.81817626953125,2021-06-28
79.22357177734375,2021-06-29
78.92434692382812,2021-06-30
79.22357177734375,2021-07-01
79.78338623046875,2021-07-02
79.38764190673828,2021-07-06
81.15396881103516,2021-07-07
80.19840240478516,2021-07-08
80.90300750732422,2021-07-09
80.90300750732422,2021-07-12
80.62309265136719,2021-07-13
81.82959747314453,2021-07-14
82.26393127441406,2021-07-15
81.96473693847656,2021-07-16
81.1346435546875,2021-07-19
83.10366821289062,2021-07-20
83.78894805908203,2021-07-21
84.29086303710938,2021-07-22
85.43943786621094,2021-07-23
85.96064758300781,2021-07-26
85.14988708496094,2021-07-27
84.86997985839844,2021-07-28
85.77726745605469,2021-07-29
86.43360137939453,2021-07-30
86.80037689208984,2021-08-02
88.10340118408203,2021-08-03
87.64009857177734,2021-08-04
87.57254028320312,2021-08-05
87.00305938720703,2021-08-06
86.60735321044922,2021-08-09
86.74246978759766,2021-08-10
87.28297424316406,2021-08-11
87.06096649169922,2021-08-12
87.50497436523438,2021-08-13
88.70181274414062,2021-08-16
87.58218383789062,2021-08-17
87.35053253173828,2021-08-18
87.2924575805664,2021-08-19
87.11827087402344,2021-08-20
87.02149200439453,2021-08-23
87.45699310302734,2021-08-24
88.19248962402344,2021-08-25
88.85057067871094,2021-08-26
89.04412841796875,2021-08-27
89.39252471923828,2021-08-30
89.24736022949219,2021-08-31
88.55056762695312,2021-09-01
89.09251403808594,2021-09-02
88.86026000976562,2021-09-03
86.4989013671875,2021-09-07
87.79571533203125,2021-09-08
87.5634536743164,2021-09-09
87.6312026977539,2021-09-10
87.05052947998047,2021-09-13
87.44731140136719,2021-09-14
87.43762969970703,2021-09-15
85.35693359375,2021-09-16
82.27943420410156,2021-09-17
80.49874877929688,2021-09-20
79.35679626464844,2021-09-21
81.5729751586914,2021-09-22
82.97623443603516,2021-09-23
82.12460327148438,2021-09-24
81.51490783691406,2021-09-27
81.01165771484375,2021-09-28
80.63423919677734,2021-09-29
79.62776184082031,2021-09-30
79.8406753540039,2021-10-01
79.26969909667969,2021-10-04
80.67295837402344,2021-10-05
80.19876098632812,2021-10-06
81.66007232666016,2021-10-07
80.76004028320312,2021-10-08
78.9890365600586,2021-10-11
79.2987289428711,2021-10-12
78.6600112915039,2021-10-13
80.72134399414062,2021-10-14
81.38910675048828,2021-10-15
80.63423919677734,2021-10-18
81.69877624511719,2021-10-19
82.70526885986328,2021-10-20
82.59880828857422,2021-10-21
82.86978149414062,2021-10-22
79.22130584716797,2021-10-25
77.68256378173828,2021-10-26
77.1502914428711,2021-10-27
77.34383392333984,2021-10-28
77.72126007080078,2021-10-29
78.31160736083984,2021-11-01
78.49549865722656,2021-11-02
78.01160430908203,2021-11-03
79.20193481445312,2021-11-04
79.07614135742188,2021-11-05
79.58905792236328,2021-11-08
80.84715270996094,2021-11-09
80.67295837402344,2021-11-10
80.711669921875,2021-11-11
82.86978149414062,2021-11-12
81.44717407226562,2021-11-15
81.7955551147461,2021-11-16
82.81171417236328,2021-11-17
83.6851577758789,2021-11-18
83.71426391601562,2021-11-19
81.71505737304688,2021-11-22
81.33656311035156,2021-11-23
81.96739196777344,2021-11-24
80.7348861694336,2021-11-26
81.11336517333984,2021-11-29
78.02720642089844,2021-11-30
78.07573699951172,2021-12-01
80.40489959716797,2021-12-02
80.35638427734375,2021-12-03
81.53067016601562,2021-12-06
83.17079162597656,2021-12-07
83.66573333740234,2021-12-08
83.64634704589844,2021-12-09
83.53958129882812,2021-12-10
82.8602294921875,2021-12-13
82.30706024169922,2021-12-14
82.41381072998047,2021-12-15
83.9568862915039,2021-12-16
81.6762466430664,2021-12-17
79.90025329589844,2021-12-20
81.69564819335938,2021-12-21
81.82180786132812,2021-12-22
82.73407745361328,2021-12-23
83.96659851074219,2021-12-27
83.90836334228516,2021-12-28
84.25772857666016,2021-12-29
83.81130981445312,2021-12-30
84.50035095214844,2021-12-31
83.04463958740234,2022-01-03
83.67544555664062,2022-01-04
81.35598754882812,2022-01-05
82.21000671386719,2022-01-06
81.8703384399414,2022-01-07
82.1614990234375,2022-01-10
83.69486236572266,2022-01-11
84.3839111328125,2022-01-12
83.2290267944336,2022-01-13
81.69564819335938,2022-01-14
81.41421508789062,2022-01-18
80.64752197265625,2022-01-19
79.78379821777344,2022-01-20
80.6572265625,2022-01-21
80.77369689941406,2022-01-24
80.5213623046875,2022-01-25
79.11415100097656,2022-01-26
80.17198181152344,2022-01-27
80.32726287841797,2022-01-28
82.90875244140625,2022-01-31
81.09395599365234,2022-02-01
80.81249237060547,2022-02-02
79.43441772460938,2022-02-03
80.00700378417969,2022-02-04
79.2500228881836,2022-02-07
81.58891296386719,2022-02-08
81.2977523803711,2022-02-09
79.14328002929688,2022-02-10
77.28964233398438,2022-02-11
77.39639282226562,2022-02-14
76.46471405029297,2022-02-15
76.54237365722656,2022-02-16
74.19635772705078,2022-02-17
74.3228988647461,2022-02-18
74.27423095703125,2022-02-22
72.70697784423828,2022-02-23
74.5565185546875,2022-02-24
76.42554473876953,2022-02-25
76.25032806396484,2022-02-28
75.58837890625,2022-03-01
76.68838500976562,2022-03-02
77.07775115966797,2022-03-03
75.89015197753906,2022-03-04
72.32733154296875,2022-03-07
71.54857635498047,2022-03-08
73.26183319091797,2022-03-09
71.84061431884766,2022-03-10
70.47777557373047,2022-03-11
70.06892395019531,2022-03-14
71.69458770751953,2022-03-15
73.49546813964844,2022-03-16
74.36182403564453,2022-03-17
75.90961456298828,2022-03-18
75.2768783569336,2022-03-21
75.47157287597656,2022-03-22
74.41051483154297,2022-03-23
75.36448669433594,2022-03-24
75.18927001953125,2022-03-25
75.93882751464844,2022-03-28
76.56182861328125,2022-03-29
75.68572998046875,2022-03-30
74.9069595336914,2022-03-31
74.25475311279297,2022-04-01
74.60519409179688,2022-04-04
73.15475463867188,2022-04-05
74.2060775756836,2022-04-06
75.4813003540039,2022-04-07
75.18927001953125,2022-04-08
74.34236907958984,2022-04-11
73.8751220703125,2022-04-12
73.82644653320312,2022-04-13
72.76538848876953,2022-04-14
71.66537475585938,2022-04-18
73.36891174316406,2022-04-19
73.51493072509766,2022-04-20
73.2131576538086,2022-04-21
71.47068786621094,2022-04-22
72.6193618774414,2022-04-25
70.44857788085938,2022-04-26
71.61670684814453,2022-04-27
74.05032348632812,2022-04-28
70.90609741210938,2022-04-29
71.01316833496094,2022-05-02
71.37335968017578,2022-05-03
74.5662612915039,2022-05-04
72.69723510742188,2022-05-05
72.59989166259766,2022-05-06
71.36360168457031,2022-05-09
70.83794403076172,2022-05-10
70.96450805664062,2022-05-11
71.06185150146484,2022-05-12
73.1158218383789,2022-05-13
72.36625671386719,2022-05-16
73.45653533935547,2022-05-17
70.29281616210938,2022-05-18
70.94764709472656,2022-05-19
71.77843475341797,2022-05-20
72.1987075805664,2022-05-23
73.78204345703125,2022-05-24
71.86639404296875,2022-05-25
73.38131713867188,2022-05-26
74.57372283935547,2022-05-27
72.71671295166016,2022-05-31
72.29644775390625,2022-06-01
73.53770446777344,2022-06-02
73.48883056640625,2022-06-03
73.49859619140625,2022-06-06
74.75940704345703,2022-06-07
74.6128158569336,2022-06-08
74.28050231933594,2022-06-09
71.63182067871094,2022-06-10
69.49137115478516,2022-06-13
67.64411926269531,2022-06-14
68.18168640136719,2022-06-15
66.41262817382812,2022-06-16
66.3442153930664,2022-06-17
68.2891845703125,2022-06-21
67.2043228149414,2022-06-22
67.03815460205078,2022-06-23
69.25679016113281,2022-06-24
68.33805847167969,2022-06-27
68.21101379394531,2022-06-28
68.20122528076172,2022-06-29
69.07109832763672,2022-06-30
70.27326202392578,2022-07-01
69.75525665283203,2022-07-05
69.64774322509766,2022-07-06
68.50421905517578,2022-07-07
68.30874633789062,2022-07-08
67.43888092041016,2022-07-11
67.2824935913086,2022-07-12
66.85245513916016,2022-07-13
67.42910766601562,2022-07-14
67.93734741210938,2022-07-15
67.3997802734375,2022-07-18
70.2146224975586,2022-07-19
71.02584838867188,2022-07-20
71.29950714111328,2022-07-21
70.27326202392578,2022-07-22
70.7521743774414,2022-07-25
71.07471466064453,2022-07-26
74.7105484008789,2022-07-27
75.11127471923828,2022-07-28
76.40141296386719,2022-07-29
76.50891876220703,2022-08-01
75.70748138427734,2022-08-02
77.43743896484375,2022-08-03
77.7013168334961,2022-08-04
77.525390625,2022-08-05
77.48628997802734,2022-08-08
77.07579040527344,2022-08-09
78.09226989746094,2022-08-10
78.77642059326172,2022-08-11
79.90042114257812,2022-08-12
79.70494079589844,2022-08-15
79.48014068603516,2022-08-16
78.75688934326172,2022-08-17
78.87460327148438,2022-08-18
77.89369201660156,2022-08-19
75.85340881347656,2022-08-22
75.43161010742188,2022-08-23
75.89265441894531,2022-08-24
76.68717193603516,2022-08-25
73.79350280761719,2022-08-26
72.65565490722656,2022-08-29
71.46875762939453,2022-08-30
70.84098052978516,2022-08-31
71.33143615722656,2022-09-01
70.35053253173828,2022-09-02
70.70365905761719,2022-09-06
72.00826263427734,2022-09-07
71.5177993774414,2022-09-08
71.99845123291016,2022-09-09
72.39080810546875,2022-09-12
69.76197814941406,2022-09-13
68.51622772216797,2022-09-14
67.61380004882812,2022-09-15
66.50537872314453,2022-09-16
66.94678497314453,2022-09-19
66.32881927490234,2022-09-20
65.75007629394531,2022-09-21
64.20024108886719,2022-09-22
64.5239486694336,2022-09-23
64.12178039550781,2022-09-26
63.88636016845703,2022-09-27
64.5141372680664,2022-09-28
63.26839065551758,2022-09-29
62.581756591796875,2022-09-30
64.19043731689453,2022-10-03
65.76969909667969,2022-10-04
66.1424331665039,2022-10-05
65.52446746826172,2022-10-06
64.01388549804688,2022-10-07
63.768653869628906,2022-10-10
63.513614654541016,2022-10-11
63.346858978271484,2022-10-12
63.768653869628906,2022-10-13
62.895652770996094,2022-10-14
64.12178039550781,2022-10-17
65.43618774414062,2022-10-18
65.014404296875,2022-10-19
63.513614654541016,2022-10-20
65.51465606689453,2022-10-21
65.79912567138672,2022-10-24
67.53533172607422,2022-10-25
67.03506469726562,2022-10-26
68.67317199707031,2022-10-27
70.32109832763672,2022-10-28
69.29115295410156,2022-10-31
70.14453125,2022-11-01
68.86936950683594,2022-11-02
68.86936950683594,2022-11-03
71.82189178466797,2022-11-04
72.33195495605469,2022-11-07
71.76303100585938,2022-11-08
71.2235336303711,2022-11-09
74.15644073486328,2022-11-10
75.89265441894531,2022-11-11
76.28499603271484,2022-11-14
77.2070541381836,2022-11-15
76.9029769897461,2022-11-16
76.15470886230469,2022-11-17
76.55838775634766,2022-11-18
76.98174285888672,2022-11-21
77.04080963134766,2022-11-22
76.89312744140625,2022-11-23
77.4543228149414,2022-11-25
75.16033172607422,2022-11-28
75.69197845458984,2022-11-29
76.8832778930664,2022-11-30
77.61185455322266,2022-12-01
78.51763153076172,2022-12-02
77.26726531982422,2022-12-05
77.9662857055664,2022-12-06
77.77922058105469,2022-12-07
78.5077896118164,2022-12-08
77.24755859375,2022-12-09
79.29542541503906,2022-12-12
79.69908142089844,2022-12-13
79.00990295410156,2022-12-14
77.60200500488281,2022-12-15
77.3853988647461,2022-12-16
76.66668701171875,2022-12-19
76.71590423583984,2022-12-20
77.80875396728516,2022-12-21
76.93251037597656,2022-12-22
77.14910888671875,2022-12-23
77.29679107666016,2022-12-27
76.20394897460938,2022-12-28
77.84814453125,2022-12-29
77.09988403320312,2022-12-30
77.89737701416016,2023-01-03
79.5218734741211,2023-01-04
78.89175415039062,2023-01-05
80.5851821899414,2023-01-06
80.21105194091797,2023-01-09
80.407958984375,2023-01-10
80.63441467285156,2023-01-11
81.61895751953125,2023-01-12
81.96354675292969,2023-01-13
81.6977310180664,2023-01-17
80.52611541748047,2023-01-18
78.41917419433594,2023-01-19
79.56124877929688,2023-01-20
80.09290313720703,2023-01-23
80.84115600585938,2023-01-24
79.70893096923828,2023-01-25
79.82708740234375,2023-01-26
79.94522857666016,2023-01-27
79.70893096923828,2023-01-30
80.95932006835938,2023-01-31
83.25330352783203,2023-02-01
82.56412506103516,2023-02-02
83.4206771850586,2023-02-03
82.3770523071289,2023-02-06
82.3376693725586,2023-02-07
82.23921966552734,2023-02-08
81.53034210205078,2023-02-09
81.93401336669922,2023-02-10
83.07608795166016,2023-02-13
83.02685546875,2023-02-14
83.26315307617188,2023-02-15
82.58147430419922,2023-02-16
83.73735809326172,2023-02-17
82.05786895751953,2023-02-21
82.3641357421875,2023-02-22
82.95689392089844,2023-02-23
82.62098693847656,2023-02-24
82.98653411865234,2023-02-27
83.59905242919922,2023-02-28
84.20169067382812,2023-03-01
84.6363754272461,2023-03-02
85.88117980957031,2023-03-03
85.60455322265625,2023-03-06
84.1127700805664,2023-03-07
84.31035614013672,2023-03-08
83.13471984863281,2023-03-09
81.15885162353516,2023-03-10
80.95138549804688,2023-03-13
82.42340087890625,2023-03-14
80.18079376220703,2023-03-15
80.52657318115234,2023-03-16
79.07431030273438,2023-03-17
80.7933120727539,2023-03-20
81.31690979003906,2023-03-21
79.66706848144531,2023-03-22
79.31140899658203,2023-03-23
79.52874755859375,2023-03-24
80.01283264160156,2023-03-27
80.7340316772461,2023-03-28
81.83064270019531,2023-03-29
82.12702941894531,2023-03-30
83.38170623779297,2023-03-31
83.18411254882812,2023-04-03
79.65718841552734,2023-04-04
78.43214416503906,2023-04-05
77.54300689697266,2023-04-06
78.17528533935547,2023-04-10
78.80755615234375,2023-04-11
79.75598907470703,2023-04-12
80.18079376220703,2023-04-13
80.27959442138672,2023-04-14
81.38607025146484,2023-04-17
81.29716491699219,2023-04-18
81.50462341308594,2023-04-19
81.7516098022461,2023-04-20
81.73185729980469,2023-04-21
82.04798889160156,2023-04-24
81.65281677246094,2023-04-25
80.89210510253906,2023-04-26
84.84384155273438,2023-04-27
84.27084350585938,2023-04-28
84.91300201416016,2023-05-01
85.2192611694336,2023-05-02
84.50794219970703,2023-05-03
84.27084350585938,2023-05-04
84.92288208007812,2023-05-05
84.72529602050781,2023-05-08
84.41902923583984,2023-05-09
84.41902923583984,2023-05-10
83.52001190185547,2023-05-11
83.38170623779297,2023-05-12
83.49037170410156,2023-05-15
81.93931579589844,2023-05-16
82.73954772949219,2023-05-17
83.8207778930664,2023-05-18
83.88029479980469,2023-05-19
83.40415954589844,2023-05-22
81.57894134521484,2023-05-23
80.44810485839844,2023-05-24
80.77545928955078,2023-05-25
81.132568359375,2023-05-26
80.57706451416016,2023-05-30
78.87089538574219,2023-05-31
80.85482025146484,2023-06-01
84.91193389892578,2023-06-02
83.85054016113281,2023-06-05
84.83258056640625,2023-06-06
86.4891586303711,2023-06-07
85.39799499511719,2023-06-08
84.9714584350586,2023-06-09
85.80470275878906,2023-06-12
86.49907684326172,2023-06-13
86.80658721923828,2023-06-14
87.82830810546875,2023-06-15
87.90766906738281,2023-06-16
86.38004302978516,2023-06-20
86.30068969726562,2023-06-21
85.37816619873047,2023-06-22
85.67575073242188,2023-06-23
86.41972351074219,2023-06-26
87.03473663330078,2023-06-27
86.80658721923828,2023-06-28
87.89774322509766,2023-06-29
88.2945327758789,2023-06-30
87.89774322509766,2023-07-03
86.83634185791016,2023-07-05
85.69558715820312,2023-07-06
86.16181182861328,2023-07-07
86.57843017578125,2023-07-10
86.72722625732422,2023-07-11
87.99694061279297,2023-07-12
88.34412384033203,2023-07-13
88.00686645507812,2023-07-14
87.82830810546875,2023-07-17
87.8183822631836,2023-07-18
87.37200164794922,2023-07-19
86.16181182861328,2023-07-20
86.54867553710938,2023-07-21
86.52883911132812,2023-07-24
86.86610412597656,2023-07-25
90.00070190429688,2023-07-26
88.94921875,2023-07-27
89.326171875,2023-07-28
90.22885131835938,2023-07-31
89.50473022460938,2023-08-01
88.67147827148438,2023-08-02
88.89962768554688,2023-08-03
87.79854583740234,2023-08-04
89.47496032714844,2023-08-07
88.22509765625,2023-08-08
87.29264831542969,2023-08-09
87.07441711425781,2023-08-10
86.70738983154297,2023-08-11
86.35028076171875,2023-08-14
85.05081176757812,2023-08-15
84.58458709716797,2023-08-16
83.57869720458984,2023-08-17
83.38947296142578,2023-08-18
83.1803207397461,2023-08-21
82.61264038085938,2023-08-22
83.50897979736328,2023-08-23
82.50308227539062,2023-08-24
83.52890014648438,2023-08-25
84.29576873779297,2023-08-28
85.1622314453125,2023-08-29
85.3116226196289,2023-08-30
85.20207214355469,2023-08-31
85.81954193115234,2023-09-01
84.00695037841797,2023-09-05
84.04678344726562,2023-09-06
82.63256072998047,2023-09-07
82.37361907958984,2023-09-08
82.65247344970703,2023-09-11
82.25410461425781,2023-09-12
80.95939636230469,2023-09-13
81.34780883789062,2023-09-14
80.79008483886719,2023-09-15
81.0589828491211,2023-09-18
81.84577178955078,2023-09-19
81.36772155761719,2023-09-20
80.60086059570312,2023-09-21
80.49130249023438,2023-09-22
80.62077331542969,2023-09-25
78.967529296875,2023-09-26
79.02728271484375,2023-09-27
80.14273071289062,2023-09-28
79.9833755493164,2023-09-29
79.17667388916016,2023-10-02
79.07707977294922,2023-10-03
79.73439025878906,2023-10-04
78.8181381225586,2023-10-05
79.21651458740234,2023-10-06
79.62483978271484,2023-10-09
79.97341918945312,2023-10-10
80.71041107177734,2023-10-11
80.11285400390625,2023-10-12
79.67463684082031,2023-10-13
80.18257141113281,2023-10-16
80.74028778076172,2023-10-17
78.52931213378906,2023-10-18
77.85208129882812,2023-10-19
77.21468353271484,2023-10-20
76.59721374511719,2023-10-23
76.95574188232422,2023-10-24
75.1630630493164,2023-10-25
75.21286010742188,2023-10-26
75.83033752441406,2023-10-27
76.22871398925781,2023-10-30
76.89598846435547,2023-10-31
76.49761199951172,2023-11-01
78.33013153076172,2023-11-02
79.48541259765625,2023-11-03
79.99333953857422,2023-11-06
79.54517364501953,2023-11-07
80.52117919921875,2023-11-08
80.3219985961914,2023-11-09
81.69638061523438,2023-11-10
81.44740295410156,2023-11-13
83.59861755371094,2023-11-14
83.25999450683594,2023-11-15
83.91999816894531,2023-11-16
84.54000091552734,2023-11-17
84.80000305175781,2023-11-20
84.9000015258789,2023-11-21
84.94000244140625,2023-11-22
85.04000091552734,2023-11-24
85.19999694824219,2023-11-27
84.30000305175781,2023-11-28
84.33000183105469,2023-11-29
85.79000091552734,2023-11-30
86.75,2023-12-01
