FCX,Date
6.638503074645996,1995-11-09
6.881801128387451,1995-11-10
6.9513115882873535,1995-11-13
7.0208234786987305,1995-11-14
7.0208234786987305,1995-11-15
7.055578708648682,1995-11-16
6.9513115882873535,1995-11-17
7.055578708648682,1995-11-20
7.125093460083008,1995-11-21
7.2988739013671875,1995-11-22
7.368387699127197,1995-11-24
7.542172431945801,1995-11-27
7.542172431945801,1995-11-28
7.472659587860107,1995-11-29
7.542172431945801,1995-11-30
7.646442413330078,1995-12-01
7.85498046875,1995-12-04
8.20254898071289,1995-12-05
8.306816101074219,1995-12-06
8.133033752441406,1995-12-07
8.098278045654297,1995-12-08
8.063523292541504,1995-12-11
8.237306594848633,1995-12-12
8.341573715209961,1995-12-13
8.306816101074219,1995-12-14
8.20254898071289,1995-12-15
8.028761863708496,1995-12-18
7.785468578338623,1995-12-19
7.576930999755859,1995-12-20
7.611687660217285,1995-12-21
7.750710964202881,1995-12-22
7.750710964202881,1995-12-26
7.646442413330078,1995-12-27
7.611687660217285,1995-12-28
7.820224285125732,1995-12-29
7.750710964202881,1996-01-02
7.7159576416015625,1996-01-03
7.681197643280029,1996-01-04
7.750710964202881,1996-01-05
7.750710964202881,1996-01-08
7.750710964202881,1996-01-09
7.959251403808594,1996-01-10
7.851217746734619,1996-01-11
7.886112213134766,1996-01-12
7.711639881134033,1996-01-15
7.9210076332092285,1996-01-16
7.9210076332092285,1996-01-17
7.816324234008789,1996-01-18
7.9210076332092285,1996-01-19
8.025691986083984,1996-01-22
7.990795612335205,1996-01-23
8.025691986083984,1996-01-24
8.200162887573242,1996-01-25
8.200162887573242,1996-01-26
8.165266036987305,1996-01-29
8.269953727722168,1996-01-30
8.269953727722168,1996-01-31
8.618895530700684,1996-02-01
8.758468627929688,1996-02-02
8.863154411315918,1996-02-05
8.793363571166992,1996-02-06
8.653790473937988,1996-02-07
8.618895530700684,1996-02-08
8.653790473937988,1996-02-09
8.723577499389648,1996-02-12
8.653790473937988,1996-02-13
8.828259468078613,1996-02-14
8.793363571166992,1996-02-15
8.758468627929688,1996-02-16
8.618895530700684,1996-02-20
8.688682556152344,1996-02-21
8.828259468078613,1996-02-22
9.002731323242188,1996-02-23
8.967836380004883,1996-02-26
9.107416152954102,1996-02-27
9.107416152954102,1996-02-28
9.107416152954102,1996-02-29
9.386571884155273,1996-03-01
9.037625312805176,1996-03-04
9.037625312805176,1996-03-05
9.072517395019531,1996-03-06
8.967836380004883,1996-03-07
8.723577499389648,1996-03-08
8.688682556152344,1996-03-11
8.304850578308105,1996-03-12
8.339737892150879,1996-03-13
8.723577499389648,1996-03-14
8.618895530700684,1996-03-15
8.758468627929688,1996-03-18
8.758468627929688,1996-03-19
8.618895530700684,1996-03-20
8.653790473937988,1996-03-21
8.618895530700684,1996-03-22
8.549102783203125,1996-03-25
9.212091445922852,1996-03-26
9.142304420471191,1996-03-27
8.932942390441895,1996-03-28
8.828259468078613,1996-03-29
8.653790473937988,1996-04-01
8.863154411315918,1996-04-02
9.246993064880371,1996-04-03
9.351675033569336,1996-04-04
9.45635986328125,1996-04-08
9.526143074035645,1996-04-09
9.491253852844238,1996-04-10
9.659860610961914,1996-04-11
9.378843307495117,1996-04-12
9.41397476196289,1996-04-15
9.41397476196289,1996-04-16
9.132957458496094,1996-04-17
9.168087005615234,1996-04-18
8.992451667785645,1996-04-19
8.992451667785645,1996-04-22
9.34371566772461,1996-04-23
9.449102401733398,1996-04-24
9.659860610961914,1996-04-25
9.484225273132324,1996-04-26
9.378843307495117,1996-04-29
9.238341331481934,1996-04-30
9.238341331481934,1996-05-01
9.097832679748535,1996-05-02
9.062704086303711,1996-05-03
9.55448055267334,1996-05-06
9.659860610961914,1996-05-07
9.976000785827637,1996-05-08
9.694986343383789,1996-05-09
9.870621681213379,1996-05-10
10.01112174987793,1996-05-13
10.04625129699707,1996-05-14
10.116506576538086,1996-05-15
10.116506576538086,1996-05-16
10.01112174987793,1996-05-17
9.659860610961914,1996-05-20
9.976000785827637,1996-05-21
9.730112075805664,1996-05-22
9.800362586975098,1996-05-23
9.659860610961914,1996-05-24
9.484225273132324,1996-05-28
9.27346134185791,1996-05-29
9.34371566772461,1996-05-30
9.34371566772461,1996-05-31
9.41397476196289,1996-06-03
9.168087005615234,1996-06-04
9.132957458496094,1996-06-05
8.746563911437988,1996-06-06
9.02757740020752,1996-06-07
9.238341331481934,1996-06-10
9.02757740020752,1996-06-11
8.887070655822754,1996-06-12
8.676311492919922,1996-06-13
8.570929527282715,1996-06-14
8.85194206237793,1996-06-17
8.887070655822754,1996-06-18
9.132957458496094,1996-06-19
8.85194206237793,1996-06-20
8.922199249267578,1996-06-21
8.922199249267578,1996-06-24
8.887070655822754,1996-06-25
8.746563911437988,1996-06-26
8.746563911437988,1996-06-27
8.957327842712402,1996-06-28
8.922199249267578,1996-07-01
9.062704086303711,1996-07-02
8.992451667785645,1996-07-03
8.887070655822754,1996-07-05
8.992451667785645,1996-07-08
9.097832679748535,1996-07-09
8.887070655822754,1996-07-10
8.915372848510742,1996-07-11
8.809240341186523,1996-07-12
8.596966743469238,1996-07-15
8.455451965332031,1996-07-16
8.384696006774902,1996-07-17
8.42007827758789,1996-07-18
8.349320411682129,1996-07-19
8.172428131103516,1996-07-22
8.172428131103516,1996-07-23
8.243180274963379,1996-07-24
8.384696006774902,1996-07-25
8.384696006774902,1996-07-26
8.278563499450684,1996-07-29
8.101668357849121,1996-07-30
8.384696006774902,1996-07-31
8.632345199584961,1996-08-01
8.703104019165039,1996-08-02
9.198400497436523,1996-08-05
8.950752258300781,1996-08-06
8.809240341186523,1996-08-07
8.667723655700684,1996-08-08
8.596966743469238,1996-08-09
8.42007827758789,1996-08-12
8.243180274963379,1996-08-13
8.313939094543457,1996-08-14
8.313939094543457,1996-08-15
8.172428131103516,1996-08-16
8.313939094543457,1996-08-19
8.52620792388916,1996-08-20
8.384696006774902,1996-08-21
8.384696006774902,1996-08-22
8.278563499450684,1996-08-23
8.42007827758789,1996-08-26
8.561588287353516,1996-08-27
8.490837097167969,1996-08-28
8.349320411682129,1996-08-29
8.313939094543457,1996-08-30
8.42007827758789,1996-09-03
8.561588287353516,1996-09-04
8.42007827758789,1996-09-05
8.455451965332031,1996-09-06
8.490837097167969,1996-09-09
8.52620792388916,1996-09-10
8.596966743469238,1996-09-11
8.632345199584961,1996-09-12
8.950752258300781,1996-09-13
8.915372848510742,1996-09-16
8.986130714416504,1996-09-17
9.233778953552246,1996-09-18
9.163021087646484,1996-09-19
9.056886672973633,1996-09-20
8.986130714416504,1996-09-23
8.879996299743652,1996-09-24
8.844619750976562,1996-09-25
8.773859977722168,1996-09-26
8.879996299743652,1996-09-27
8.844619750976562,1996-09-30
8.809240341186523,1996-10-01
8.844619750976562,1996-10-02
8.809240341186523,1996-10-03
8.773859977722168,1996-10-04
8.703104019165039,1996-10-07
8.703104019165039,1996-10-08
8.703104019165039,1996-10-09
8.838531494140625,1996-10-10
8.874174118041992,1996-10-11
8.90981388092041,1996-10-14
8.90981388092041,1996-10-15
8.90981388092041,1996-10-16
8.838531494140625,1996-10-17
8.981087684631348,1996-10-18
9.194924354553223,1996-10-21
9.230563163757324,1996-10-22
9.088008880615234,1996-10-23
9.052367210388184,1996-10-24
9.088008880615234,1996-10-25
9.052367210388184,1996-10-28
8.945451736450195,1996-10-29
8.90981388092041,1996-10-30
8.660335540771484,1996-10-31
8.589056015014648,1996-11-01
8.553417205810547,1996-11-04
8.553417205810547,1996-11-05
8.41086483001709,1996-11-06
8.446503639221191,1996-11-07
8.553417205810547,1996-11-08
8.874174118041992,1996-11-11
9.016727447509766,1996-11-12
9.194924354553223,1996-11-13
9.159285545349121,1996-11-14
9.159285545349121,1996-11-15
9.123645782470703,1996-11-18
9.052367210388184,1996-11-19
9.30184268951416,1996-11-20
9.266202926635742,1996-11-21
9.088008880615234,1996-11-22
9.088008880615234,1996-11-25
9.088008880615234,1996-11-26
9.159285545349121,1996-11-27
8.981087684631348,1996-11-29
8.874174118041992,1996-12-02
8.90981388092041,1996-12-03
8.838531494140625,1996-12-04
8.981087684631348,1996-12-05
9.052367210388184,1996-12-06
8.981087684631348,1996-12-09
8.838531494140625,1996-12-10
8.767252922058105,1996-12-11
8.695975303649902,1996-12-12
8.553417205810547,1996-12-13
8.339584350585938,1996-12-16
8.30394172668457,1996-12-17
8.161384582519531,1996-12-18
8.589056015014648,1996-12-19
8.838531494140625,1996-12-20
8.90981388092041,1996-12-23
8.90981388092041,1996-12-24
8.874174118041992,1996-12-26
8.80289363861084,1996-12-27
8.624693870544434,1996-12-30
8.517779350280762,1996-12-31
8.589056015014648,1997-01-02
8.624693870544434,1997-01-03
8.553417205810547,1997-01-06
8.517779350280762,1997-01-07
8.41086483001709,1997-01-08
8.375224113464355,1997-01-09
8.41086483001709,1997-01-10
8.511420249938965,1997-01-13
8.798721313476562,1997-01-14
8.834634780883789,1997-01-15
8.834634780883789,1997-01-16
9.086030006408691,1997-01-17
9.086030006408691,1997-01-20
9.014204978942871,1997-01-21
8.655071258544922,1997-01-22
8.655071258544922,1997-01-23
8.511420249938965,1997-01-24
8.295939445495605,1997-01-27
8.188202857971191,1997-01-28
8.367762565612793,1997-01-29
8.439591407775879,1997-01-30
8.260025024414062,1997-01-31
8.295939445495605,1997-02-03
8.116373062133789,1997-02-04
8.152288436889648,1997-02-05
8.044548988342285,1997-02-06
8.080458641052246,1997-02-07
7.97272253036499,1997-02-10
7.97272253036499,1997-02-11
8.295939445495605,1997-02-12
8.403682708740234,1997-02-13
9.050113677978516,1997-02-14
9.804289817810059,1997-02-18
9.588811874389648,1997-02-19
9.768376350402832,1997-02-20
9.588811874389648,1997-02-21
9.696551322937012,1997-02-24
9.552900314331055,1997-02-25
9.409249305725098,1997-02-26
9.660639762878418,1997-02-27
9.768376350402832,1997-02-28
9.732464790344238,1997-03-03
9.624730110168457,1997-03-04
9.481072425842285,1997-03-05
9.660639762878418,1997-03-06
9.516983032226562,1997-03-07
9.552900314331055,1997-03-10
9.516983032226562,1997-03-11
9.409249305725098,1997-03-12
9.229681968688965,1997-03-13
9.121941566467285,1997-03-14
9.050113677978516,1997-03-17
9.157855987548828,1997-03-18
9.050113677978516,1997-03-19
9.014204978942871,1997-03-20
8.798721313476562,1997-03-21
9.157855987548828,1997-03-24
9.157855987548828,1997-03-25
9.157855987548828,1997-03-26
8.655071258544922,1997-03-27
8.726896286010742,1997-03-31
8.619160652160645,1997-04-01
8.511420249938965,1997-04-02
8.188202857971191,1997-04-03
8.152288436889648,1997-04-04
7.793154716491699,1997-04-07
7.93681001663208,1997-04-08
7.900889873504639,1997-04-09
8.008631706237793,1997-04-10
7.784159183502197,1997-04-11
7.784159183502197,1997-04-14
8.001396179199219,1997-04-15
8.254830360412598,1997-04-16
8.472064018249512,1997-04-17
8.725502014160156,1997-04-18
8.616887092590332,1997-04-21
8.508270263671875,1997-04-22
8.435855865478516,1997-04-23
8.363446235656738,1997-04-24
8.327238082885742,1997-04-25
8.435855865478516,1997-04-28
8.435855865478516,1997-04-29
8.435855865478516,1997-04-30
8.65308952331543,1997-05-01
8.508270263671875,1997-05-02
8.906526565551758,1997-05-05
8.978938102722168,1997-05-06
8.906526565551758,1997-05-07
8.978938102722168,1997-05-08
8.942730903625488,1997-05-09
9.051351547241211,1997-05-12
8.942730903625488,1997-05-13
8.76170539855957,1997-05-14
9.015145301818848,1997-05-15
8.797913551330566,1997-05-16
8.834115028381348,1997-05-19
8.834115028381348,1997-05-20
8.76170539855957,1997-05-21
8.725502014160156,1997-05-22
8.834115028381348,1997-05-23
8.870318412780762,1997-05-27
8.689295768737793,1997-05-28
8.580679893493652,1997-05-29
8.435855865478516,1997-05-30
8.363446235656738,1997-06-02
8.182417869567871,1997-06-03
8.218626976013184,1997-06-04
8.182417869567871,1997-06-05
8.363446235656738,1997-06-06
8.327238082885742,1997-06-09
8.254830360412598,1997-06-10
8.254830360412598,1997-06-11
8.291032791137695,1997-06-12
8.254830360412598,1997-06-13
8.291032791137695,1997-06-16
8.327238082885742,1997-06-17
8.327238082885742,1997-06-18
8.580679893493652,1997-06-19
8.508270263671875,1997-06-20
8.327238082885742,1997-06-23
8.544475555419922,1997-06-24
8.399650573730469,1997-06-25
8.399650573730469,1997-06-26
8.345342636108398,1997-06-27
9.015145301818848,1997-06-30
8.526365280151367,1997-07-01
8.544475555419922,1997-07-02
8.508270263671875,1997-07-03
8.182417869567871,1997-07-07
8.200521469116211,1997-07-08
8.037599563598633,1997-07-09
8.073801040649414,1997-07-10
8.08475399017334,1997-07-11
8.139507293701172,1997-07-14
8.121249198913574,1997-07-15
8.066503524780273,1997-07-16
8.04825210571289,1997-07-17
8.066503524780273,1997-07-18
8.066503524780273,1997-07-21
8.139507293701172,1997-07-22
8.04825210571289,1997-07-23
8.04825210571289,1997-07-24
8.03000259399414,1997-07-25
8.10300064086914,1997-07-28
8.19425106048584,1997-07-29
8.468002319335938,1997-07-30
8.541004180908203,1997-07-31
8.57750415802002,1997-08-01
8.57750415802002,1997-08-04
8.541004180908203,1997-08-05
8.595751762390137,1997-08-06
8.66875171661377,1997-08-07
8.741751670837402,1997-08-08
8.796502113342285,1997-08-11
8.650504112243652,1997-08-12
8.723503112792969,1997-08-13
8.66875171661377,1997-08-14
8.613999366760254,1997-08-15
8.57750415802002,1997-08-18
8.522753715515137,1997-08-19
8.522753715515137,1997-08-20
8.413249015808105,1997-08-21
8.468002319335938,1997-08-22
8.449748992919922,1997-08-25
8.431502342224121,1997-08-26
8.285502433776855,1997-08-27
8.212501525878906,1997-08-28
8.176002502441406,1997-08-29
8.176002502441406,1997-09-02
8.176002502441406,1997-09-03
8.19425106048584,1997-09-04
8.176002502441406,1997-09-05
8.212501525878906,1997-09-08
8.139507293701172,1997-09-09
8.176002502441406,1997-09-10
8.10300064086914,1997-09-11
8.10300064086914,1997-09-12
8.10300064086914,1997-09-15
8.03000259399414,1997-09-16
8.011754035949707,1997-09-17
8.03000259399414,1997-09-18
7.993503093719482,1997-09-19
8.066503524780273,1997-09-22
8.157754898071289,1997-09-23
8.04825210571289,1997-09-24
8.358503341674805,1997-09-25
8.176002502441406,1997-09-26
8.212501525878906,1997-09-29
8.413249015808105,1997-09-30
8.541004180908203,1997-10-01
8.705254554748535,1997-10-02
8.632255554199219,1997-10-03
8.595751762390137,1997-10-06
8.541004180908203,1997-10-07
8.413249015808105,1997-10-08
8.285502433776855,1997-10-09
8.351730346679688,1997-10-10
8.370124816894531,1997-10-13
8.314934730529785,1997-10-14
8.278145790100098,1997-10-15
8.259747505187988,1997-10-16
8.241353034973145,1997-10-17
8.296545028686523,1997-10-20
8.314934730529785,1997-10-21
8.241353034973145,1997-10-22
8.204559326171875,1997-10-23
8.112582206726074,1997-10-24
7.579100608825684,1997-10-27
7.413539409637451,1997-10-28
7.2479753494262695,1997-10-29
7.082413673400879,1997-10-30
7.045621395111084,1997-10-31
7.284768104553223,1997-11-03
7.30316162109375,1997-11-04
7.229581356048584,1997-11-05
7.211180210113525,1997-11-06
7.0640153884887695,1997-11-07
6.990431785583496,1997-11-10
7.0088300704956055,1997-11-11
6.880053520202637,1997-11-12
6.769684314727783,1997-11-13
6.714494705200195,1997-11-14
6.769684314727783,1997-11-17
6.62251615524292,1997-11-18
6.640912055969238,1997-11-19
6.640912055969238,1997-11-20
6.62251615524292,1997-11-21
6.567328453063965,1997-11-24
6.530536651611328,1997-11-25
6.217807292938232,1997-11-26
6.162619590759277,1997-11-28
5.9970574378967285,1997-12-01
6.089034557342529,1997-12-02
5.941870212554932,1997-12-03
5.84989070892334,1997-12-04
5.8866801261901855,1997-12-05
5.9234747886657715,1997-12-08
5.776304721832275,1997-12-09
4.9300947189331055,1997-12-10
4.709343433380127,1997-12-11
4.690948009490967,1997-12-12
4.5621771812438965,1997-12-15
4.543782711029053,1997-12-16
4.506988525390625,1997-12-17
4.45180082321167,1997-12-18
4.433405876159668,1997-12-19
4.45180082321167,1997-12-22
4.45180082321167,1997-12-23
4.506988525390625,1997-12-24
4.488593578338623,1997-12-26
4.543782711029053,1997-12-29
4.59896993637085,1997-12-30
4.635758876800537,1997-12-31
4.690948009490967,1998-01-02
4.635758876800537,1998-01-05
4.5621771812438965,1998-01-06
4.617364406585693,1998-01-07
4.470198154449463,1998-01-08
4.231053352355957,1998-01-09
4.120676517486572,1998-01-12
4.286239147186279,1998-01-13
4.24562931060791,1998-01-14
4.190249443054199,1998-01-15
4.190249443054199,1998-01-16
4.190249443054199,1998-01-20
4.134873867034912,1998-01-21
3.9687387943267822,1998-01-22
4.1164140701293945,1998-01-23
4.134873867034912,1998-01-26
4.24562931060791,1998-01-27
4.2825469970703125,1998-01-28
4.411761283874512,1998-01-29
4.33792781829834,1998-01-30
4.35638427734375,1998-02-02
4.301005840301514,1998-02-03
4.485598087310791,1998-02-04
4.448680877685547,1998-02-05
4.577895164489746,1998-02-06
4.688650608062744,1998-02-09
4.70711088180542,1998-02-10
4.596353530883789,1998-02-11
4.559436798095703,1998-02-12
4.504059314727783,1998-02-13
4.374844074249268,1998-02-17
4.411761283874512,1998-02-18
4.24562931060791,1998-02-19
4.171791076660156,1998-02-20
4.079496383666992,1998-02-23
4.097954273223877,1998-02-24
4.319465637207031,1998-02-25
4.319465637207031,1998-02-26
4.448680877685547,1998-02-27
4.504059314727783,1998-03-02
4.374844074249268,1998-03-03
4.227170944213867,1998-03-04
4.208712100982666,1998-03-05
4.171791076660156,1998-03-06
4.227170944213867,1998-03-09
4.208712100982666,1998-03-10
4.1164140701293945,1998-03-11
4.134873867034912,1998-03-12
4.2825469970703125,1998-03-13
4.577895164489746,1998-03-16
4.873244285583496,1998-03-17
4.817867755889893,1998-03-18
4.9839982986450195,1998-03-19
4.928621768951416,1998-03-20
5.2239670753479,1998-03-23
5.630071640014648,1998-03-24
5.703909397125244,1998-03-25
5.648533821105957,1998-03-26
5.9438796043396,1998-03-27
6.036178112030029,1998-03-30
5.8884992599487305,1998-03-31
5.648533821105957,1998-04-01
5.666991710662842,1998-04-02
5.925422191619873,1998-04-03
6.22076940536499,1998-04-06
6.054635047912598,1998-04-07
5.962343215942383,1998-04-08
5.796205997467041,1998-04-09
6.054635047912598,1998-04-13
6.124952793121338,1998-04-14
6.013927459716797,1998-04-15
6.013927459716797,1998-04-16
5.995420455932617,1998-04-17
5.736359119415283,1998-04-20
5.884395599365234,1998-04-21
5.976916313171387,1998-04-22
5.976916313171387,1998-04-23
5.921402931213379,1998-04-24
5.754864692687988,1998-04-27
5.699350357055664,1998-04-28
5.680849075317383,1998-04-29
5.588323593139648,1998-04-30
5.3847761154174805,1998-05-01
5.366272449493408,1998-05-04
5.3292646408081055,1998-05-05
5.107211112976074,1998-05-06
4.848151683807373,1998-05-07
4.866656303405762,1998-05-08
5.05169677734375,1998-05-11
4.9776811599731445,1998-05-12
4.922167778015137,1998-05-13
4.811141490936279,1998-05-14
4.848151683807373,1998-05-15
4.829646587371826,1998-05-18
4.792637348175049,1998-05-19
4.940670013427734,1998-05-20
5.144221782684326,1998-05-21
5.07020378112793,1998-05-22
4.811141490936279,1998-05-26
5.014688491821289,1998-05-27
4.959176063537598,1998-05-28
4.959176063537598,1998-05-29
4.75562858581543,1998-06-01
4.792637348175049,1998-06-02
4.811141490936279,1998-06-03
4.885159492492676,1998-06-04
5.014688491821289,1998-06-05
5.162723064422607,1998-06-08
5.05169677734375,1998-06-09
4.959176063537598,1998-06-10
4.811141490936279,1998-06-11
4.737123489379883,1998-06-12
4.6446003913879395,1998-06-15
4.75562858581543,1998-06-16
4.940670013427734,1998-06-17
4.570583820343018,1998-06-18
4.515070915222168,1998-06-19
4.404045104980469,1998-06-22
4.441054821014404,1998-06-23
4.441054821014404,1998-06-24
4.478062629699707,1998-06-25
4.58908748626709,1998-06-26
4.4965667724609375,1998-06-29
4.4965667724609375,1998-06-30
4.459558010101318,1998-07-01
4.478062629699707,1998-07-02
4.533573627471924,1998-07-06
4.6446003913879395,1998-07-07
4.570583820343018,1998-07-08
4.459558010101318,1998-07-09
4.422550201416016,1998-07-10
4.478062629699707,1998-07-13
4.60430908203125,1998-07-14
4.641441345214844,1998-07-15
4.7714009284973145,1998-07-16
4.808533191680908,1998-07-17
4.882796764373779,1998-07-20
4.789966583251953,1998-07-21
4.7714009284973145,1998-07-22
4.734270095825195,1998-07-23
4.678572177886963,1998-07-24
4.51147985458374,1998-07-27
4.60430908203125,1998-07-28
4.455784320831299,1998-07-29
4.474350452423096,1998-07-30
4.400085926055908,1998-07-31
4.307257652282715,1998-08-03
4.270127296447754,1998-08-04
4.455784320831299,1998-08-05
4.4372172355651855,1998-08-06
4.400085926055908,1998-08-07
4.362954616546631,1998-08-10
4.158730506896973,1998-08-11
3.9916393756866455,1998-08-12
4.028771877288818,1998-08-13
3.9730734825134277,1998-08-14
3.935941219329834,1998-08-17
3.898810625076294,1998-08-18
3.917376756668091,1998-08-19
4.010202884674072,1998-08-20
3.8059802055358887,1998-08-21
3.8059802055358887,1998-08-24
3.8059802055358887,1998-08-25
3.6574559211730957,1998-08-26
3.6017582416534424,1998-08-27
3.5274956226348877,1998-08-28
3.4532320499420166,1998-08-31
3.4717986583709717,1998-09-01
3.341837167739868,1998-09-02
3.7874155044555664,1998-09-03
3.9916393756866455,1998-09-04
3.9916393756866455,1998-09-08
3.861677646636963,1998-09-09
4.028771877288818,1998-09-10
3.9916393756866455,1998-09-11
3.935941219329834,1998-09-14
3.750284433364868,1998-09-15
3.8059802055358887,1998-09-16
3.768850088119507,1998-09-17
3.6574559211730957,1998-09-18
3.4717986583709717,1998-09-21
3.5831902027130127,1998-09-22
3.731719493865967,1998-09-23
3.898810625076294,1998-09-24
3.861677646636963,1998-09-25
3.861677646636963,1998-09-28
3.5831902027130127,1998-09-29
3.5460612773895264,1998-09-30
3.5831902027130127,1998-10-01
3.6017582416534424,1998-10-02
3.5274956226348877,1998-10-05
3.508929967880249,1998-10-06
3.508929967880249,1998-10-07
3.434666156768799,1998-10-08
3.341837167739868,1998-10-09
3.3604021072387695,1998-10-12
3.3604021072387695,1998-10-13
3.2634315490722656,1998-10-14
3.3007287979125977,1998-10-15
3.7296392917633057,1998-10-16
3.580451488494873,1998-10-19
3.7669332027435303,1998-10-20
3.617748737335205,1998-10-21
3.561803102493286,1998-10-22
3.3566739559173584,1998-10-23
3.4126169681549072,1998-10-26
3.580451488494873,1998-10-27
3.5431549549102783,1998-10-28
3.8415274620056152,1998-10-29
3.6550443172454834,1998-10-30
3.524505853652954,1998-11-02
3.580451488494873,1998-11-03
3.822878837585449,1998-11-04
4.139896392822266,1998-11-05
4.289083957672119,1998-11-06
4.3077311515808105,1998-11-09
4.2331390380859375,1998-11-10
4.270434379577637,1998-11-11
4.475566387176514,1998-11-12
4.251786231994629,1998-11-13
3.9907119274139404,1998-11-16
4.046656131744385,1998-11-17
4.083953380584717,1998-11-18
4.028006076812744,1998-11-19
4.121249675750732,1998-11-20
4.177192687988281,1998-11-23
4.139896392822266,1998-11-24
4.121249675750732,1998-11-25
4.102602005004883,1998-11-27
3.8974697589874268,1998-11-30
3.8974697589874268,1998-12-01
3.580451488494873,1998-12-02
3.580451488494873,1998-12-03
3.6736927032470703,1998-12-04
3.710988759994507,1998-12-07
3.561803102493286,1998-12-08
3.3007287979125977,1998-12-09
3.487211227416992,1998-12-10
3.3566739559173584,1998-12-11
3.1888387203216553,1998-12-14
3.2261366844177246,1998-12-15
3.375321388244629,1998-12-16
3.170191526412964,1998-12-17
3.1328959465026855,1998-12-18
2.965062141418457,1998-12-21
3.021005630493164,1998-12-22
3.021005630493164,1998-12-23
3.0955986976623535,1998-12-24
3.0955986976623535,1998-12-28
3.244783639907837,1998-12-29
3.0955986976623535,1998-12-30
3.114248037338257,1998-12-31
3.2634315490722656,1999-01-04
3.487211227416992,1999-01-05
3.4126169681549072,1999-01-06
3.5058584213256836,1999-01-07
3.5990982055664062,1999-01-08
3.7669332027435303,1999-01-11
3.3007287979125977,1999-01-12
3.3566739559173584,1999-01-13
3.2820801734924316,1999-01-14
3.3380260467529297,1999-01-15
3.3566739559173584,1999-01-19
3.3566739559173584,1999-01-20
3.3566739559173584,1999-01-21
3.3007287979125977,1999-01-22
3.0583035945892334,1999-01-25
3.0396549701690674,1999-01-26
2.853172540664673,1999-01-27
2.983710289001465,1999-01-28
2.9091169834136963,1999-01-29
2.94641375541687,1999-02-01
2.94641375541687,1999-02-02
3.0023574829101562,1999-02-03
3.244783639907837,1999-02-04
3.3193767070770264,1999-02-05
3.4126169681549072,1999-02-08
3.170191526412964,1999-02-09
3.0583035945892334,1999-02-10
3.0023574829101562,1999-02-11
3.0955986976623535,1999-02-12
2.965062141418457,1999-02-16
2.9091169834136963,1999-02-17
2.834524631500244,1999-02-18
2.7412843704223633,1999-02-19
2.834524631500244,1999-02-22
2.7972278594970703,1999-02-23
2.7412843704223633,1999-02-24
2.7972278594970703,1999-02-25
2.815875768661499,1999-02-26
2.7785801887512207,1999-03-01
2.834524631500244,1999-03-02
2.7972278594970703,1999-03-03
2.815875768661499,1999-03-04
2.7972278594970703,1999-03-05
