DISH,Date
1.3137800693511963,1995-11-22
1.2915126085281372,1995-11-24
1.336047649383545,1995-11-27
1.402849793434143,1995-11-28
1.358314871788025,1995-11-29
1.3471812009811401,1995-11-30
1.3805824518203735,1995-12-01
1.3805824518203735,1995-12-04
1.3805824518203735,1995-12-05
1.3805824518203735,1995-12-06
1.3694487810134888,1995-12-07
1.358314871788025,1995-12-08
1.358314871788025,1995-12-11
1.358314871788025,1995-12-12
1.402849793434143,1995-12-13
1.3694487810134888,1995-12-14
1.402849793434143,1995-12-15
1.4251173734664917,1995-12-18
1.5587220191955566,1995-12-19
1.6700594425201416,1995-12-20
1.7034605741500854,1995-12-21
1.803664207458496,1995-12-22
1.803664207458496,1995-12-26
1.83706533908844,1995-12-27
2.1376760005950928,1995-12-28
2.1599435806274414,1995-12-29
2.0931410789489746,1996-01-02
2.1376760005950928,1996-01-03
2.0486061573028564,1996-01-04
2.08200740814209,1996-01-05
2.0486061573028564,1996-01-08
2.026338815689087,1996-01-09
1.9818036556243896,1996-01-10
1.9595363140106201,1996-01-11
2.026338815689087,1996-01-12
1.920568585395813,1996-01-15
1.9595363140106201,1996-01-16
1.9261350631713867,1996-01-17
1.9818036556243896,1996-01-18
2.1599435806274414,1996-01-19
2.3603508472442627,1996-01-22
2.182210922241211,1996-01-23
2.2490131855010986,1996-01-24
2.2044787406921387,1996-01-25
2.2712807655334473,1996-01-26
2.8947696685791016,1996-01-29
3.2733163833618164,1996-01-30
3.3178513050079346,1996-01-31
3.4514565467834473,1996-02-01
3.3846540451049805,1996-02-02
2.9615719318389893,1996-02-05
3.028374433517456,1996-02-06
2.8279671669006348,1996-02-07
2.883635997772217,1996-02-08
3.017240285873413,1996-02-09
3.1174440383911133,1996-02-12
2.9615719318389893,1996-02-13
2.928170680999756,1996-02-14
2.917037010192871,1996-02-15
2.9504382610321045,1996-02-16
2.9615719318389893,1996-02-20
2.8947696685791016,1996-02-21
2.9949734210968018,1996-02-22
2.9615719318389893,1996-02-23
3.028374433517456,1996-02-26
3.084043264389038,1996-02-27
3.2065138816833496,1996-02-28
3.2065138816833496,1996-02-29
3.0061070919036865,1996-03-01
3.028374433517456,1996-03-04
2.8279671669006348,1996-03-05
2.67209529876709,1996-03-06
2.761164903640747,1996-03-07
2.605292558670044,1996-03-08
2.5830252170562744,1996-03-11
2.6275601387023926,1996-03-12
2.605292558670044,1996-03-13
2.7388975620269775,1996-03-14
3.028374433517456,1996-03-15
3.2176475524902344,1996-03-18
3.184246301651001,1996-03-19
3.1619791984558105,1996-03-20
3.1174440383911133,1996-03-21
3.1174440383911133,1996-03-22
2.8947696685791016,1996-03-25
3.028374433517456,1996-03-26
3.0951764583587646,1996-03-27
3.039508104324341,1996-03-28
3.0061070919036865,1996-03-29
3.1619791984558105,1996-04-01
3.184246301651001,1996-04-02
3.1619791984558105,1996-04-03
3.1619791984558105,1996-04-04
3.1619791984558105,1996-04-08
3.1619791984558105,1996-04-09
3.0617756843566895,1996-04-10
3.028374433517456,1996-04-11
3.1174440383911133,1996-04-12
3.072909355163574,1996-04-15
3.0951764583587646,1996-04-16
3.0951764583587646,1996-04-17
3.0951764583587646,1996-04-18
3.0506417751312256,1996-04-19
3.0061070919036865,1996-04-22
2.9393045902252197,1996-04-23
3.139711618423462,1996-04-24
2.9949734210968018,1996-04-25
2.983839273452759,1996-04-26
2.9615719318389893,1996-04-29
2.983839273452759,1996-04-30
2.9393045902252197,1996-05-01
2.9615719318389893,1996-05-02
3.1174440383911133,1996-05-03
3.2065138816833496,1996-05-06
3.1619791984558105,1996-05-07
3.139711618423462,1996-05-08
3.0951764583587646,1996-05-09
3.072909355163574,1996-05-10
3.1174440383911133,1996-05-13
3.184246301651001,1996-05-14
3.0951764583587646,1996-05-15
3.028374433517456,1996-05-16
3.1174440383911133,1996-05-17
3.184246301651001,1996-05-20
3.139711618423462,1996-05-21
3.0951764583587646,1996-05-22
3.1174440383911133,1996-05-23
3.1174440383911133,1996-05-24
3.1619791984558105,1996-05-28
3.0951764583587646,1996-05-29
3.0951764583587646,1996-05-30
3.072909355163574,1996-05-31
3.0061070919036865,1996-06-03
2.983839273452759,1996-06-04
3.028374433517456,1996-06-05
2.9949734210968018,1996-06-06
2.9393045902252197,1996-06-07
2.9393045902252197,1996-06-10
2.917037010192871,1996-06-11
2.872502088546753,1996-06-12
2.872502088546753,1996-06-13
2.872502088546753,1996-06-14
2.9615719318389893,1996-06-17
2.7834322452545166,1996-06-18
2.7889997959136963,1996-06-19
2.761164903640747,1996-06-20
2.761164903640747,1996-06-21
2.6275601387023926,1996-06-24
2.4716880321502686,1996-06-25
2.4716880321502686,1996-06-26
2.4716880321502686,1996-06-27
2.5162229537963867,1996-06-28
2.495347023010254,1996-07-01
2.4271528720855713,1996-07-02
2.449420213699341,1996-07-03
2.449420213699341,1996-07-05
2.449420213699341,1996-07-08
2.3714842796325684,1996-07-09
2.4048855304718018,1996-07-10
2.2712807655334473,1996-07-11
2.2490131855010986,1996-07-12
2.226745843887329,1996-07-15
2.226745843887329,1996-07-16
2.3603508472442627,1996-07-17
2.3158159255981445,1996-07-18
2.4271528720855713,1996-07-19
2.449420213699341,1996-07-22
2.3603508472442627,1996-07-23
2.338083028793335,1996-07-24
2.3826181888580322,1996-07-25
2.377051591873169,1996-07-26
2.4271528720855713,1996-07-29
2.4048855304718018,1996-07-30
2.4271528720855713,1996-07-31
2.377051591873169,1996-08-01
2.393751859664917,1996-08-02
2.3714842796325684,1996-08-05
2.3826181888580322,1996-08-06
2.4048855304718018,1996-08-07
2.377051591873169,1996-08-08
2.3714842796325684,1996-08-09
2.3603508472442627,1996-08-12
2.3603508472442627,1996-08-13
2.3603508472442627,1996-08-14
2.4271528720855713,1996-08-15
2.4271528720855713,1996-08-16
2.4716880321502686,1996-08-19
2.4716880321502686,1996-08-20
2.4716880321502686,1996-08-21
2.449420213699341,1996-08-22
2.4716880321502686,1996-08-23
2.226745843887329,1996-08-26
2.2490131855010986,1996-08-27
2.2712807655334473,1996-08-28
2.2712807655334473,1996-08-29
2.2587554454803467,1996-08-30
2.1488099098205566,1996-09-03
2.1376760005950928,1996-09-04
2.1376760005950928,1996-09-05
2.226745843887329,1996-09-06
2.4716880321502686,1996-09-09
2.482821464538574,1996-09-10
2.5384902954101562,1996-09-11
2.4716880321502686,1996-09-12
2.5384902954101562,1996-09-13
2.5162229537963867,1996-09-16
2.4716880321502686,1996-09-17
2.432720184326172,1996-09-18
2.4048855304718018,1996-09-19
2.4271528720855713,1996-09-20
2.338083028793335,1996-09-23
2.32694935798645,1996-09-24
2.3826181888580322,1996-09-25
2.4271528720855713,1996-09-26
2.482821464538574,1996-09-27
2.4271528720855713,1996-09-30
2.493955373764038,1996-10-01
2.594158887863159,1996-10-02
2.560757637023926,1996-10-03
2.5830252170562744,1996-10-04
2.594158887863159,1996-10-07
2.594158887863159,1996-10-08
2.5997262001037598,1996-10-09
2.649827480316162,1996-10-10
2.6832287311553955,1996-10-11
2.6943624019622803,1996-10-14
2.6275601387023926,1996-10-15
2.6275601387023926,1996-10-16
2.6386938095092773,1996-10-17
2.649827480316162,1996-10-18
2.660961151123047,1996-10-21
2.5718915462493896,1996-10-22
2.5384902954101562,1996-10-23
2.5830252170562744,1996-10-24
2.6943624019622803,1996-10-25
2.67209529876709,1996-10-28
2.67209529876709,1996-10-29
2.67209529876709,1996-10-30
2.6275601387023926,1996-10-31
2.5830252170562744,1996-11-01
2.560757637023926,1996-11-04
2.54962420463562,1996-11-05
2.560757637023926,1996-11-06
2.67209529876709,1996-11-07
2.7388975620269775,1996-11-08
2.7834322452545166,1996-11-11
2.7834322452545166,1996-11-12
2.772298574447632,1996-11-13
2.8502347469329834,1996-11-14
2.872502088546753,1996-11-15
2.6943624019622803,1996-11-18
2.6108598709106445,1996-11-19
2.521789789199829,1996-11-20
2.438286781311035,1996-11-21
2.5273566246032715,1996-11-22
2.4160192012786865,1996-11-25
2.4271528720855713,1996-11-26
2.4048855304718018,1996-11-27
2.3826181888580322,1996-11-29
2.2991154193878174,1996-12-02
2.182210922241211,1996-12-03
2.1599435806274414,1996-12-04
2.2712807655334473,1996-12-05
2.2044787406921387,1996-12-06
2.2044787406921387,1996-12-09
2.226745843887329,1996-12-10
2.2156121730804443,1996-12-11
2.1933445930480957,1996-12-12
2.171077251434326,1996-12-13
2.1154086589813232,1996-12-16
2.1154086589813232,1996-12-17
2.0486061573028564,1996-12-18
2.015204906463623,1996-12-19
1.9818036556243896,1996-12-20
1.9372689723968506,1996-12-23
1.9818036556243896,1996-12-24
1.9595363140106201,1996-12-26
2.026338815689087,1996-12-27
1.9818036556243896,1996-12-30
1.9595363140106201,1996-12-31
1.9818036556243896,1997-01-02
1.9929378032684326,1997-01-03
1.9818036556243896,1997-01-06
2.1376760005950928,1997-01-07
2.210045576095581,1997-01-08
2.310249090194702,1997-01-09
2.3158159255981445,1997-01-10
2.059739828109741,1997-01-13
2.037472724914551,1997-01-14
1.9372689723968506,1997-01-15
1.9595363140106201,1997-01-16
2.026338815689087,1997-01-17
2.0040714740753174,1997-01-20
1.9484026432037354,1997-01-21
1.8704663515090942,1997-01-22
1.7034605741500854,1997-01-23
1.6923270225524902,1997-01-24
1.6143908500671387,1997-01-27
1.5809895992279053,1997-01-28
1.370840311050415,1997-01-29
1.4362510442733765,1997-01-30
1.4585185050964355,1997-01-31
1.4473848342895508,1997-02-03
1.4251173734664917,1997-02-04
1.3471812009811401,1997-02-05
1.3917161226272583,1997-02-06
1.4251173734664917,1997-02-07
1.514187216758728,1997-02-10
1.514187216758728,1997-02-11
1.4807859659194946,1997-02-12
1.4807859659194946,1997-02-13
1.4919196367263794,1997-02-14
1.4919196367263794,1997-02-18
1.4251173734664917,1997-02-19
1.3694487810134888,1997-02-20
1.336047649383545,1997-02-21
1.6032569408416748,1997-02-24
2.3826181888580322,1997-02-25
2.3826181888580322,1997-02-26
2.1599435806274414,1997-02-27
2.026338815689087,1997-02-28
2.0040714740753174,1997-03-03
2.182210922241211,1997-03-04
2.2490131855010986,1997-03-05
2.2044787406921387,1997-03-06
2.1376760005950928,1997-03-07
2.1376760005950928,1997-03-10
2.1154086589813232,1997-03-11
2.1154086589813232,1997-03-12
2.1376760005950928,1997-03-13
2.1376760005950928,1997-03-14
2.0931410789489746,1997-03-17
2.08200740814209,1997-03-18
2.1376760005950928,1997-03-19
2.126542329788208,1997-03-20
2.0486061573028564,1997-03-21
1.9595363140106201,1997-03-24
2.0040714740753174,1997-03-25
1.9484026432037354,1997-03-26
1.9595363140106201,1997-03-27
1.8259316682815552,1997-03-31
1.7257282733917236,1997-04-01
1.6923270225524902,1997-04-02
1.6700594425201416,1997-04-03
1.7368619441986084,1997-04-04
1.7591291666030884,1997-04-07
1.9038678407669067,1997-04-08
1.781396746635437,1997-04-09
1.803664207458496,1997-04-10
1.7591291666030884,1997-04-11
1.7925305366516113,1997-04-14
1.7897471189498901,1997-04-15
1.7368619441986084,1997-04-16
1.6700594425201416,1997-04-17
1.6477919816970825,1997-04-18
1.6032569408416748,1997-04-21
1.5587220191955566,1997-04-22
1.536454677581787,1997-04-23
1.514187216758728,1997-04-24
1.4919196367263794,1997-04-25
1.280378818511963,1997-04-28
1.280378818511963,1997-04-29
1.3471812009811401,1997-04-30
1.336047649383545,1997-05-01
1.4251173734664917,1997-05-02
1.4362510442733765,1997-05-05
1.4139835834503174,1997-05-06
1.3917161226272583,1997-05-07
1.3694487810134888,1997-05-08
1.2135764360427856,1997-05-09
1.1690415143966675,1997-05-12
1.0577043294906616,1997-05-13
1.1356403827667236,1997-05-14
1.1245065927505493,1997-05-15
1.1133729219436646,1997-05-16
1.0799717903137207,1997-05-19
1.0131694078445435,1997-05-20
1.0243030786514282,1997-05-21
1.0799717903137207,1997-05-22
1.1245065927505493,1997-05-23
1.1245065927505493,1997-05-27
1.1245065927505493,1997-05-28
1.1245065927505493,1997-05-29
1.1579079627990723,1997-05-30
1.2247101068496704,1997-06-02
1.3137800693511963,1997-06-03
1.3471812009811401,1997-06-04
1.4139835834503174,1997-06-05
1.5475882291793823,1997-06-06
1.5587220191955566,1997-06-09
1.4473848342895508,1997-06-10
1.336047649383545,1997-06-11
1.336047649383545,1997-06-12
1.4251173734664917,1997-06-13
1.419550895690918,1997-06-16
1.3917161226272583,1997-06-17
1.402849793434143,1997-06-18
1.3917161226272583,1997-06-19
1.5030535459518433,1997-06-20
1.358314871788025,1997-06-23
1.402849793434143,1997-06-24
1.3917161226272583,1997-06-25
1.358314871788025,1997-06-26
1.3805824518203735,1997-06-27
1.3917161226272583,1997-06-30
1.358314871788025,1997-07-01
1.3694487810134888,1997-07-02
1.3694487810134888,1997-07-03
1.3917161226272583,1997-07-07
1.358314871788025,1997-07-08
1.3805824518203735,1997-07-09
1.3137800693511963,1997-07-10
1.402849793434143,1997-07-11
1.3750158548355103,1997-07-14
1.3917161226272583,1997-07-15
1.3805824518203735,1997-07-16
1.358314871788025,1997-07-17
1.336047649383545,1997-07-18
1.2915126085281372,1997-07-21
1.2929041385650635,1997-07-22
1.2915126085281372,1997-07-23
1.302646279335022,1997-07-24
1.2915126085281372,1997-07-25
1.2581114768981934,1997-07-28
1.2915126085281372,1997-07-29
1.2692451477050781,1997-07-30
1.302646279335022,1997-07-31
1.280378818511963,1997-08-01
1.2135764360427856,1997-08-04
1.2024427652359009,1997-08-05
1.246977686882019,1997-08-06
1.246977686882019,1997-08-07
1.2581114768981934,1997-08-08
1.2274935245513916,1997-08-11
1.2915126085281372,1997-08-12
1.2636786699295044,1997-08-13
1.2859461307525635,1997-08-14
1.302646279335022,1997-08-15
1.3137800693511963,1997-08-18
1.3694487810134888,1997-08-19
1.4585185050964355,1997-08-20
1.4362510442733765,1997-08-21
1.419550895690918,1997-08-22
1.4251173734664917,1997-08-25
1.475219488143921,1997-08-26
1.475219488143921,1997-08-27
1.5030535459518433,1997-08-28
1.5253208875656128,1997-08-29
1.5197545289993286,1997-09-02
1.5253208875656128,1997-09-03
1.4919196367263794,1997-09-04
1.5253208875656128,1997-09-05
1.5642894506454468,1997-09-08
1.6366581916809082,1997-09-09
1.5921231508255005,1997-09-10
1.6923270225524902,1997-09-11
1.6477919816970825,1997-09-12
1.6589256525039673,1997-09-15
1.681193232536316,1997-09-16
1.681193232536316,1997-09-17
1.6923270225524902,1997-09-18
1.6923270225524902,1997-09-19
1.7145942449569702,1997-09-22
1.681193232536316,1997-09-23
1.7925305366516113,1997-09-24
1.8259316682815552,1997-09-25
1.9038678407669067,1997-09-26
1.9484026432037354,1997-09-29
2.1599435806274414,1997-09-30
2.310249090194702,1997-10-01
2.1599435806274414,1997-10-02
2.1042747497558594,1997-10-03
2.126542329788208,1997-10-06
2.126542329788208,1997-10-07
2.1154086589813232,1997-10-08
2.059739828109741,1997-10-09
1.998504877090454,1997-10-10
1.9038678407669067,1997-10-13
1.803664207458496,1997-10-14
1.8259316682815552,1997-10-15
1.920568585395813,1997-10-16
1.9150015115737915,1997-10-17
1.9150015115737915,1997-10-20
1.976237177848816,1997-10-21
2.015204906463623,1997-10-22
2.0875744819641113,1997-10-23
2.0486061573028564,1997-10-24
1.8704663515090942,1997-10-27
1.920568585395813,1997-10-28
1.7368619441986084,1997-10-29
1.681193232536316,1997-10-30
1.6923270225524902,1997-10-31
1.6923270225524902,1997-11-03
1.6978939771652222,1997-11-04
1.7034605741500854,1997-11-05
1.681193232536316,1997-11-06
1.6366581916809082,1997-11-07
1.6589256525039673,1997-11-10
1.681193232536316,1997-11-11
1.6895434856414795,1997-11-12
1.6366581916809082,1997-11-13
1.6477919816970825,1997-11-14
1.7145942449569702,1997-11-17
1.6477919816970825,1997-11-18
1.6756266355514526,1997-11-19
1.6477919816970825,1997-11-20
1.6199580430984497,1997-11-21
1.569855809211731,1997-11-24
1.6088242530822754,1997-11-25
1.6088242530822754,1997-11-26
1.5921231508255005,1997-11-28
1.5809895992279053,1997-12-01
1.6143908500671387,1997-12-02
1.597690463066101,1997-12-03
1.6644927263259888,1997-12-04
1.7145942449569702,1997-12-05
1.681193232536316,1997-12-08
1.6477919816970825,1997-12-09
1.6143908500671387,1997-12-10
1.5921231508255005,1997-12-11
1.5921231508255005,1997-12-12
1.5030535459518433,1997-12-15
1.5030535459518433,1997-12-16
1.4696522951126099,1997-12-17
1.4251173734664917,1997-12-18
1.3917161226272583,1997-12-19
1.2915126085281372,1997-12-22
1.358314871788025,1997-12-23
1.3471812009811401,1997-12-24
1.3527485132217407,1997-12-26
1.4139835834503174,1997-12-29
1.514187216758728,1997-12-30
1.4919196367263794,1997-12-31
1.536454677581787,1998-01-02
1.514187216758728,1998-01-05
1.536454677581787,1998-01-06
1.5809895992279053,1998-01-07
1.569855809211731,1998-01-08
1.536454677581787,1998-01-09
1.5030535459518433,1998-01-12
1.5587220191955566,1998-01-13
1.569855809211731,1998-01-14
1.5253208875656128,1998-01-15
1.5587220191955566,1998-01-16
1.6143908500671387,1998-01-20
1.6477919816970825,1998-01-21
1.6032569408416748,1998-01-22
1.5809895992279053,1998-01-23
1.5475882291793823,1998-01-26
1.514187216758728,1998-01-27
1.5253208875656128,1998-01-28
1.514187216758728,1998-01-29
1.4807859659194946,1998-01-30
1.4807859659194946,1998-02-02
1.5030535459518433,1998-02-03
1.49748694896698,1998-02-04
1.5030535459518433,1998-02-05
1.514187216758728,1998-02-06
1.5531554222106934,1998-02-09
1.5587220191955566,1998-02-10
1.5475882291793823,1998-02-11
1.5587220191955566,1998-02-12
1.6366581916809082,1998-02-13
1.6589256525039673,1998-02-17
1.6477919816970825,1998-02-18
1.6700594425201416,1998-02-19
1.7034605741500854,1998-02-20
1.7368619441986084,1998-02-23
1.781396746635437,1998-02-24
1.8481992483139038,1998-02-25
1.83706533908844,1998-02-26
1.8704663515090942,1998-02-27
1.9150015115737915,1998-03-02
1.8481992483139038,1998-03-03
1.8092312812805176,1998-03-04
1.7925305366516113,1998-03-05
1.7925305366516113,1998-03-06
1.8481992483139038,1998-03-09
1.892734169960022,1998-03-10
1.9094349145889282,1998-03-11
1.9484026432037354,1998-03-12
2.037472724914551,1998-03-13
2.015204906463623,1998-03-16
1.8816004991531372,1998-03-17
1.8704663515090942,1998-03-18
1.83706533908844,1998-03-19
2.059739828109741,1998-03-20
1.970670223236084,1998-03-23
2.015204906463623,1998-03-24
2.0096383094787598,1998-03-25
1.9929378032684326,1998-03-26
1.9484026432037354,1998-03-27
1.9595363140106201,1998-03-30
1.9595363140106201,1998-03-31
2.1376760005950928,1998-04-01
2.1376760005950928,1998-04-02
2.059739828109741,1998-04-03
2.0486061573028564,1998-04-06
2.0040714740753174,1998-04-07
2.0486061573028564,1998-04-08
2.070873498916626,1998-04-09
2.1321094036102295,1998-04-13
2.3158159255981445,1998-04-14
2.4160192012786865,1998-04-15
2.4048855304718018,1998-04-16
2.282414436340332,1998-04-17
2.338083028793335,1998-04-20
2.32694935798645,1998-04-21
2.1933445930480957,1998-04-22
2.2156121730804443,1998-04-23
2.2156121730804443,1998-04-24
2.182210922241211,1998-04-27
2.3158159255981445,1998-04-28
2.3603508472442627,1998-04-29
2.3436501026153564,1998-04-30
2.338083028793335,1998-05-01
2.2490131855010986,1998-05-04
2.2044787406921387,1998-05-05
2.293548107147217,1998-05-06
2.32694935798645,1998-05-07
2.4048855304718018,1998-05-08
2.3714842796325684,1998-05-11
2.449420213699341,1998-05-12
2.761164903640747,1998-05-13
2.6553947925567627,1998-05-14
2.660961151123047,1998-05-15
2.4549875259399414,1998-05-18
2.4104528427124023,1998-05-19
2.449420213699341,1998-05-20
2.449420213699341,1998-05-21
2.4048855304718018,1998-05-22
2.2323131561279297,1998-05-26
2.226745843887329,1998-05-27
2.32694935798645,1998-05-28
2.265714406967163,1998-05-29
2.2323131561279297,1998-06-01
2.1488099098205566,1998-06-02
2.126542329788208,1998-06-03
2.2156121730804443,1998-06-04
2.2156121730804443,1998-06-05
2.4160192012786865,1998-06-08
2.377051591873169,1998-06-09
2.293548107147217,1998-06-10
2.226745843887329,1998-06-11
2.2044787406921387,1998-06-12
2.1154086589813232,1998-06-15
2.1933445930480957,1998-06-16
2.2601470947265625,1998-06-17
2.2490131855010986,1998-06-18
2.226745843887329,1998-06-19
2.1488099098205566,1998-06-22
2.182210922241211,1998-06-23
2.1933445930480957,1998-06-24
2.1599435806274414,1998-06-25
2.1599435806274414,1998-06-26
2.2044787406921387,1998-06-29
2.1432430744171143,1998-06-30
2.1488099098205566,1998-07-01
2.1599435806274414,1998-07-02
2.226745843887329,1998-07-06
2.1933445930480957,1998-07-07
2.293548107147217,1998-07-08
2.293548107147217,1998-07-09
2.3158159255981445,1998-07-10
2.3158159255981445,1998-07-13
2.4716880321502686,1998-07-14
2.5273566246032715,1998-07-15
2.482821464538574,1998-07-16
2.5162229537963867,1998-07-17
2.349216938018799,1998-07-20
2.293548107147217,1998-07-21
2.1989119052886963,1998-07-22
2.1989119052886963,1998-07-23
2.1488099098205566,1998-07-24
2.0931410789489746,1998-07-27
2.171077251434326,1998-07-28
2.1766443252563477,1998-07-29
2.226745843887329,1998-07-30
2.1321094036102295,1998-07-31
2.070873498916626,1998-08-03
2.0486061573028564,1998-08-04
2.070873498916626,1998-08-05
2.282414436340332,1998-08-06
2.32694935798645,1998-08-07
2.482821464538574,1998-08-10
2.4048855304718018,1998-08-11
2.393751859664917,1998-08-12
2.4271528720855713,1998-08-13
2.4271528720855713,1998-08-14
2.560757637023926,1998-08-17
2.6386938095092773,1998-08-18
2.5162229537963867,1998-08-19
2.449420213699341,1998-08-20
2.3826181888580322,1998-08-21
2.3603508472442627,1998-08-24
2.4160192012786865,1998-08-25
2.3158159255981445,1998-08-26
2.1488099098205566,1998-08-27
1.9929378032684326,1998-08-28
1.569855809211731,1998-08-31
1.6143908500671387,1998-09-01
1.6533591747283936,1998-09-02
1.6255244016647339,1998-09-03
1.5809895992279053,1998-09-04
1.9261350631713867,1998-09-08
1.8704663515090942,1998-09-09
1.8259316682815552,1998-09-10
1.83706533908844,1998-09-11
1.8259316682815552,1998-09-14
1.8593326807022095,1998-09-15
1.8147979974746704,1998-09-16
1.786963939666748,1998-09-17
1.8092312812805176,1998-09-18
1.781396746635437,1998-09-21
1.8481992483139038,1998-09-22
2.0875744819641113,1998-09-23
2.059739828109741,1998-09-24
2.2601470947265625,1998-09-25
2.2434465885162354,1998-09-28
2.1376760005950928,1998-09-29
2.1376760005950928,1998-09-30
2.0040714740753174,1998-10-01
2.1376760005950928,1998-10-02
2.059739828109741,1998-10-05
2.0486061573028564,1998-10-06
1.9261350631713867,1998-10-07
1.803664207458496,1998-10-08
2.1376760005950928,1998-10-09
2.026338815689087,1998-10-12
1.9484026432037354,1998-10-13
1.9261350631713867,1998-10-14
2.015204906463623,1998-10-15
2.182210922241211,1998-10-16
2.226745843887329,1998-10-19
2.2712807655334473,1998-10-20
2.2712807655334473,1998-10-21
2.32694935798645,1998-10-22
2.3158159255981445,1998-10-23
2.2991154193878174,1998-10-26
2.282414436340332,1998-10-27
2.3158159255981445,1998-10-28
2.3826181888580322,1998-10-29
2.4048855304718018,1998-10-30
2.4549875259399414,1998-11-02
2.421586513519287,1998-11-03
2.482821464538574,1998-11-04
2.594158887863159,1998-11-05
2.6275601387023926,1998-11-06
2.6832287311553955,1998-11-09
2.8502347469329834,1998-11-10
3.028374433517456,1998-11-11
2.9504382610321045,1998-11-12
2.8502347469329834,1998-11-13
2.755598306655884,1998-11-16
2.7388975620269775,1998-11-17
3.072909355163574,1998-11-18
3.067342519760132,1998-11-19
3.028374433517456,1998-11-20
3.195380210876465,1998-11-23
3.123011350631714,1998-11-24
3.150845527648926,1998-11-25
3.1174440383911133,1998-11-27
3.4570229053497314,1998-11-30
3.7632009983062744,1998-12-01
3.6963984966278076,1998-12-02
3.5405259132385254,1998-12-03
3.67413067817688,1998-12-04
3.70196533203125,1998-12-07
3.6852645874023438,1998-12-08
3.785468339920044,1998-12-09
3.7409327030181885,1998-12-10
3.6852645874023438,1998-12-11
3.629595994949341,1998-12-14
3.507124423980713,1998-12-15
3.5182583332061768,1998-12-16
3.473723888397217,1998-12-17
3.5043411254882812,1998-12-18
3.5739269256591797,1998-12-21
3.785468339920044,1998-12-22
3.997009038925171,1998-12-23
4.052677631378174,1998-12-24
4.16401481628418,1998-12-28
4.086078643798828,1998-12-29
4.208549499511719,1998-12-30
