NDX,Date
17613.0390625,2024-02-05
17572.73046875,2024-02-06
17755.0703125,2024-02-07
17783.169921875,2024-02-08
17962.41015625,2024-02-09
17882.66015625,2024-02-12
17600.419921875,2024-02-13
17845.720703125,2024-02-15
17685.98046875,2024-02-16
17546.099609375,2024-02-20
17478.91015625,2024-02-21
18004.69921875,2024-02-22
17937.609375,2024-02-23
17874.5,2024-02-28
18043.849609375,2024-02-29
18302.91015625,2024-03-01
18226.48046875,2024-03-04
18017.5703125,2024-03-06
18297.990234375,2024-03-07
17951.689453125,2024-03-11
18219.109375,2024-03-12
18068.470703125,2024-03-13
18014.810546875,2024-03-14
17985.009765625,2024-03-18
18032.19921875,2024-03-19
18240.109375,2024-03-20
18320.380859375,2024-03-21
18339.439453125,2024-03-22
18277.060546875,2024-03-25
18210.5390625,2024-03-26
18280.83984375,2024-03-27
18254.689453125,2024-03-28
18293.19921875,2024-04-01
18121.779296875,2024-04-02
18160.189453125,2024-04-03
17878.779296875,2024-04-04
18108.4609375,2024-04-05
18100.189453125,2024-04-08
