ABBV,Date
43.58204650878906,2015-01-29
41.669471740722656,2015-01-30
41.911128997802734,2015-02-02
42.56707000732422,2015-02-03
39.294281005859375,2015-02-04
40.039981842041016,2015-02-05
39.28737258911133,2015-02-06
38.30691146850586,2015-02-09
39.28046417236328,2015-02-10
39.142372131347656,2015-02-11
39.39094161987305,2015-02-12
40.08140563964844,2015-02-13
40.544010162353516,2015-02-17
40.903053283691406,2015-02-18
40.737342834472656,2015-02-19
42.32540512084961,2015-02-20
41.821372985839844,2015-02-23
42.02850341796875,2015-02-24
41.855892181396484,2015-02-25
41.78683853149414,2015-02-26
41.77302932739258,2015-02-27
41.74542236328125,2015-03-02
41.165435791015625,2015-03-03
41.614227294921875,2015-03-04
39.25975036621094,2015-03-05
38.41738510131836,2015-03-06
38.34833526611328,2015-03-09
38.55546951293945,2015-03-10
39.09404373168945,2015-03-11
40.04688262939453,2015-03-12
40.04688262939453,2015-03-13
40.8202018737793,2015-03-16
41.241390228271484,2015-03-17
41.35185623168945,2015-03-18
42.24946212768555,2015-03-19
41.7039909362793,2015-03-20
41.75923538208008,2015-03-23
41.17233657836914,2015-03-24
40.19877624511719,2015-03-25
39.5428466796875,2015-03-26
39.805213928222656,2015-03-27
40.21258544921875,2015-03-30
40.419734954833984,2015-03-31
39.425453186035156,2015-04-01
39.36331558227539,2015-04-02
39.7775993347168,2015-04-06
40.336875915527344,2015-04-07
40.60615921020508,2015-04-08
41.648746490478516,2015-04-09
42.80872344970703,2015-04-10
42.606842041015625,2015-04-13
42.968849182128906,2015-04-14
43.184669494628906,2015-04-15
43.57454299926758,2015-04-16
43.365684509277344,2015-04-17
44.235923767089844,2015-04-20
44.28465270996094,2015-04-21
44.91818618774414,2015-04-22
44.7302131652832,2015-04-23
45.997283935546875,2015-04-24
45.26628494262695,2015-04-27
46.2896614074707,2015-04-28
45.69096755981445,2015-04-29
45.015647888183594,2015-04-30
44.77894592285156,2015-05-01
45.029579162597656,2015-05-04
44.458709716796875,2015-05-05
44.514408111572266,2015-05-06
45.04349899291992,2015-05-07
45.41946029663086,2015-05-08
45.391597747802734,2015-05-11
45.120079040527344,2015-05-12
45.46122741699219,2015-05-13
45.92767333984375,2015-05-14
45.94158935546875,2015-05-15
45.677032470703125,2015-05-18
45.76057815551758,2015-05-19
45.8719596862793,2015-05-20
45.704891204833984,2015-05-21
45.5865364074707,2015-05-22
46.018165588378906,2015-05-26
46.9092903137207,2015-05-27
46.97195053100586,2015-05-28
46.35930633544922,2015-05-29
46.59599685668945,2015-06-01
46.38018798828125,2015-06-02
46.651702880859375,2015-06-03
46.9371337890625,2015-06-04
46.9232292175293,2015-06-05
47.194725036621094,2015-06-08
47.111183166503906,2015-06-09
47.50801467895508,2015-06-10
47.368778228759766,2015-06-11
46.67955017089844,2015-06-12
46.58208084106445,2015-06-15
46.48460388183594,2015-06-16
47.18079376220703,2015-06-17
48.02320098876953,2015-06-18
48.37128829956055,2015-06-19
48.81685256958008,2015-06-22
48.74723815917969,2015-06-23
48.19027328491211,2015-06-24
48.60798645019531,2015-06-25
49.05354690551758,2015-06-26
46.770057678222656,2015-06-29
46.77702331542969,2015-06-30
47.695987701416016,2015-07-01
47.487125396728516,2015-07-02
47.494102478027344,2015-07-06
47.73080062866211,2015-07-07
47.104225158691406,2015-07-08
47.32004165649414,2015-07-09
48.1972541809082,2015-07-10
48.79339599609375,2015-07-13
48.95470428466797,2015-07-14
48.919639587402344,2015-07-15
49.087955474853516,2015-07-16
49.087955474853516,2015-07-17
49.65607452392578,2015-07-20
49.47372817993164,2015-07-21
49.48774719238281,2015-07-22
49.45967483520508,2015-07-23
47.74837875366211,2015-07-24
48.63209915161133,2015-07-27
49.95764923095703,2015-07-28
49.635032653808594,2015-07-29
49.20720672607422,2015-07-30
49.10200500488281,2015-07-31
48.90561294555664,2015-08-03
49.05990982055664,2015-08-04
49.30539321899414,2015-08-05
48.561946868896484,2015-08-06
48.12712097167969,2015-08-07
48.54090118408203,2015-08-10
47.867610931396484,2015-08-11
48.21829605102539,2015-08-12
48.07100296020508,2015-08-13
48.148162841796875,2015-08-14
48.65312194824219,2015-08-17
48.295433044433594,2015-08-18
48.106056213378906,2015-08-19
47.32756423950195,2015-08-20
46.219425201416016,2015-08-21
44.50109100341797,2015-08-24
42.579383850097656,2015-08-25
44.28367614746094,2015-08-26
45.24454116821289,2015-08-27
44.872806549072266,2015-08-28
43.77167510986328,2015-08-31
42.43209457397461,2015-09-01
42.768741607666016,2015-09-02
43.189571380615234,2015-09-03
41.92010498046875,2015-09-04
42.4811897277832,2015-09-08
41.56240463256836,2015-09-09
41.786842346191406,2015-09-10
41.62553024291992,2015-09-11
41.337982177734375,2015-09-14
41.52033233642578,2015-09-15
41.73775863647461,2015-09-16
41.98323440551758,2015-09-17
42.937068939208984,2015-09-18
41.65358352661133,2015-09-21
40.4963493347168,2015-09-22
40.2789192199707,2015-09-23
39.67576217651367,2015-09-24
39.0936279296875,2015-09-25
36.82124328613281,2015-09-28
37.02463912963867,2015-09-29
38.16083526611328,2015-09-30
38.66581344604492,2015-10-01
39.149749755859375,2015-10-02
39.752906799316406,2015-10-05
38.630741119384766,2015-10-06
39.0164909362793,2015-10-07
39.304039001464844,2015-10-08
39.02348709106445,2015-10-09
39.11467742919922,2015-10-12
38.08125305175781,2015-10-13
38.180335998535156,2015-10-14
39.73756790161133,2015-10-15
40.01362228393555,2015-10-16
39.75172805786133,2015-10-19
38.8103141784668,2015-10-20
38.102481842041016,2015-10-21
34.166954040527344,2015-10-22
35.63214874267578,2015-10-23
36.71513748168945,2015-10-26
37.21769332885742,2015-10-27
37.69902420043945,2015-10-28
38.293582916259766,2015-10-29
42.15127182006836,2015-10-30
44.86225509643555,2015-11-02
44.1898193359375,2015-11-03
45.1595458984375,2015-11-04
44.430484771728516,2015-11-05
45.393123626708984,2015-11-06
44.756080627441406,2015-11-09
44.09779357910156,2015-11-10
43.078521728515625,2015-11-11
42.63258743286133,2015-11-12
42.370689392089844,2015-11-13
42.476863861083984,2015-11-16
42.738765716552734,2015-11-17
43.17054748535156,2015-11-18
42.85909652709961,2015-11-19
43.25547790527344,2015-11-20
43.28379440307617,2015-11-23
43.26962661743164,2015-11-24
42.675071716308594,2015-11-25
42.46978759765625,2015-11-27
41.160301208496094,2015-11-30
41.776119232177734,2015-12-01
40.8559455871582,2015-12-02
39.72340393066406,2015-12-03
40.473716735839844,2015-12-04
39.82958984375,2015-12-07
40.112709045410156,2015-12-08
39.65970993041992,2015-12-09
39.482749938964844,2015-12-10
38.25111770629883,2015-12-11
39.2420768737793,2015-12-14
39.91452407836914,2015-12-15
40.792236328125,2015-12-16
39.90744400024414,2015-12-17
39.454437255859375,2015-12-18
39.78003692626953,2015-12-21
40.76393127441406,2015-12-22
41.46466064453125,2015-12-23
41.379737854003906,2015-12-24
41.58499526977539,2015-12-28
42.08049011230469,2015-12-29
42.328216552734375,2015-12-30
41.93183517456055,2015-12-31
40.778076171875,2016-01-04
40.60818862915039,2016-01-05
40.615272521972656,2016-01-06
40.49494552612305,2016-01-07
39.39073181152344,2016-01-08
38.13787078857422,2016-01-11
38.8173828125,2016-01-12
36.607215881347656,2016-01-13
39.02482223510742,2016-01-14
41.013240814208984,2016-01-15
39.332374572753906,2016-01-19
40.877342224121094,2016-01-20
41.742820739746094,2016-01-21
42.07898712158203,2016-01-22
41.950252532958984,2016-01-25
41.671302795410156,2016-01-26
40.84874725341797,2016-01-27
39.94750213623047,2016-01-28
39.268001556396484,2016-01-29
38.90321350097656,2016-02-01
38.588504791259766,2016-02-02
40.65562438964844,2016-02-03
40.598388671875,2016-02-04
37.99483108520508,2016-02-05
37.83032989501953,2016-02-08
38.25233459472656,2016-02-09
37.70872497558594,2016-02-10
37.322486877441406,2016-02-11
37.60859298706055,2016-02-12
38.27377700805664,2016-02-16
39.346675872802734,2016-02-17
39.01766586303711,2016-02-18
38.831687927246094,2016-02-19
39.5398063659668,2016-02-22
39.389591217041016,2016-02-23
39.26084518432617,2016-02-24
40.19783401489258,2016-02-25
40.054786682128906,2016-02-26
39.060577392578125,2016-02-29
40.2979850769043,2016-03-01
39.84021759033203,2016-03-02
40.004722595214844,2016-03-03
40.16209030151367,2016-03-04
40.340904235839844,2016-03-07
39.56840515136719,2016-03-08
40.3337516784668,2016-03-09
40.21930694580078,2016-03-10
41.292198181152344,2016-03-11
40.920265197753906,2016-03-14
39.78298568725586,2016-03-15
40.276519775390625,2016-03-16
39.56840515136719,2016-03-17
40.46249771118164,2016-03-18
40.06193923950195,2016-03-21
41.1276969909668,2016-03-22
40.312294006347656,2016-03-23
40.140621185302734,2016-03-24
40.133480072021484,2016-03-28
40.80583190917969,2016-03-29
40.77006149291992,2016-03-30
40.85588455200195,2016-03-31
41.070465087890625,2016-04-01
42.350791931152344,2016-04-04
41.87155532836914,2016-04-05
42.8371696472168,2016-04-06
42.41516876220703,2016-04-07
41.821495056152344,2016-04-08
41.84295654296875,2016-04-11
42.8371696472168,2016-04-12
42.64940643310547,2016-04-13
42.80827713012695,2016-04-14
42.974365234375,2016-04-15
43.24156951904297,2016-04-18
43.45098114013672,2016-04-19
43.67485046386719,2016-04-20
44.317543029785156,2016-04-21
44.35365676879883,2016-04-22
44.028690338134766,2016-04-25
43.99980545043945,2016-04-26
43.83372497558594,2016-04-27
44.194786071777344,2016-04-28
44.05036163330078,2016-04-29
44.36809539794922,2016-05-02
44.606407165527344,2016-05-03
44.382545471191406,2016-05-04
45.01802444458008,2016-05-05
45.140785217285156,2016-05-06
46.0001335144043,2016-05-09
46.02901840209961,2016-05-10
45.27798843383789,2016-05-11
45.126338958740234,2016-05-12
44.77249526977539,2016-05-13
45.09745788574219,2016-05-16
43.50875473022461,2016-05-17
43.66040802001953,2016-05-18
42.80827713012695,2016-05-19
43.1043586730957,2016-05-20
42.82272720336914,2016-05-23
43.83372497558594,2016-05-24
44.209228515625,2016-05-25
44.700279235839844,2016-05-26
45.285213470458984,2016-05-27
45.444095611572266,2016-05-31
45.37187194824219,2016-06-01
47.003883361816406,2016-06-02
46.938907623291016,2016-06-03
45.364646911621094,2016-06-06
45.56684494018555,2016-06-07
44.577518463134766,2016-06-08
43.869815826416016,2016-06-09
44.05036163330078,2016-06-10
43.277671813964844,2016-06-13
43.256011962890625,2016-06-14
43.61707305908203,2016-06-15
43.9781494140625,2016-06-16
43.33544158935547,2016-06-17
43.407657623291016,2016-06-20
43.31378173828125,2016-06-21
43.6098518371582,2016-06-22
44.27423095703125,2016-06-23
43.22712326049805,2016-06-24
42.375,2016-06-27
43.321006774902344,2016-06-28
44.635292053222656,2016-06-29
44.7075080871582,2016-06-30
45.285213470458984,2016-07-01
44.71473693847656,2016-07-05
45.761817932128906,2016-07-06
45.80514907836914,2016-07-07
46.33230972290039,2016-07-08
46.46950912475586,2016-07-11
47.29998016357422,2016-07-12
47.183414459228516,2016-07-13
46.34566116333008,2016-07-14
46.12712478637695,2016-07-15
46.30196762084961,2016-07-18
46.12712478637695,2016-07-19
46.192691802978516,2016-07-20
46.5423583984375,2016-07-21
46.48407745361328,2016-07-22
46.85559844970703,2016-07-25
46.95030975341797,2016-07-26
47.27811813354492,2016-07-27
47.147003173828125,2016-07-28
48.24699401855469,2016-07-29
48.76421356201172,2016-08-01
48.647647857666016,2016-08-02
48.49467849731445,2016-08-03
48.152286529541016,2016-08-04
48.47283172607422,2016-08-05
48.32712936401367,2016-08-08
48.633087158203125,2016-08-09
48.39269256591797,2016-08-10
48.771484375,2016-08-11
48.94634246826172,2016-08-12
49.09203338623047,2016-08-15
48.6185188293457,2016-08-16
48.68408203125,2016-08-17
48.6403694152832,2016-08-18
48.88076400756836,2016-08-19
48.815216064453125,2016-08-22
48.20329284667969,2016-08-23
47.39467239379883,2016-08-24
47.147003173828125,2016-08-25
47.066864013671875,2016-08-26
46.99401092529297,2016-08-29
46.73904800415039,2016-08-30
46.695335388183594,2016-08-31
46.644344329833984,2016-09-01
46.70991134643555,2016-09-02
47.066864013671875,2016-09-06
47.32912063598633,2016-09-07
46.66619873046875,2016-09-08
46.156272888183594,2016-09-09
46.68076705932617,2016-09-12
46.14170837402344,2016-09-13
46.14170837402344,2016-09-14
