ABBV,Date
22.419832229614258,2013-01-02
22.23470115661621,2013-01-03
21.953819274902344,2013-01-04
21.99850082397461,2013-01-07
21.519725799560547,2013-01-08
21.641019821166992,2013-01-09
21.704851150512695,2013-01-10
21.866348266601562,2013-01-11
22.02138328552246,2013-01-14
22.3508243560791,2013-01-15
22.958051681518555,2013-01-16
23.526504516601562,2013-01-17
24.107881546020508,2013-01-18
23.526504516601562,2013-01-22
24.41795539855957,2013-01-23
24.198328018188477,2013-01-24
24.288759231567383,2013-01-25
23.830114364624023,2013-01-28
24.10142707824707,2013-01-29
23.85595703125,2013-01-30
23.700916290283203,2013-01-31
24.01744842529297,2013-02-01
24.082050323486328,2013-02-04
24.03037452697754,2013-02-05
23.991609573364258,2013-02-06
23.526504516601562,2013-02-07
23.416690826416016,2013-02-08
23.158300399780273,2013-02-11
22.88052749633789,2013-02-12
22.78363800048828,2013-02-13
23.623403549194336,2013-02-14
24.275846481323242,2013-02-15
24.669883728027344,2013-02-19
24.941200256347656,2013-02-20
25.051015853881836,2013-02-21
24.844310760498047,2013-02-22
24.14018440246582,2013-02-25
23.959314346313477,2013-02-26
23.72675323486328,2013-02-27
23.849498748779297,2013-02-28
24.424415588378906,2013-03-01
24.702192306518555,2013-03-04
24.230619430541992,2013-03-05
24.379201889038086,2013-03-06
24.21770477294922,2013-03-07
24.120803833007812,2013-03-08
24.333986282348633,2013-03-11
24.0109920501709,2013-03-12
24.0109920501709,2013-03-13
24.26292610168457,2013-03-14
24.870140075683594,2013-03-15
24.650510787963867,2013-03-18
24.779701232910156,2013-03-19
25.231887817382812,2013-03-20
24.863683700561523,2013-03-21
25.173751831054688,2013-03-22
25.399843215942383,2013-03-25
25.974760055541992,2013-03-26
25.936006546020508,2013-03-27
26.342971801757812,2013-03-28
26.562602996826172,2013-04-01
26.297748565673828,2013-04-02
26.207313537597656,2013-04-03
26.87267303466797,2013-04-04
26.68534278869629,2013-04-05
26.982486724853516,2013-04-08
27.486351013183594,2013-04-09
28.177547454833984,2013-04-10
28.164508819580078,2013-04-11
28.09278678894043,2013-04-12
27.017061233520508,2013-04-15
27.675552368164062,2013-04-16
27.53863525390625,2013-04-17
27.59078598022461,2013-04-18
27.636417388916016,2013-04-19
28.81647300720215,2013-04-22
29.42930793762207,2013-04-23
28.89469337463379,2013-04-24
28.84254264831543,2013-04-25
29.885665893554688,2013-04-26
29.48798370361328,2013-04-29
30.022586822509766,2013-04-30
29.696605682373047,2013-05-01
28.67955780029297,2013-05-02
29.129405975341797,2013-05-03
29.07072639465332,2013-05-06
29.279348373413086,2013-05-07
28.35358238220215,2013-05-08
28.84254264831543,2013-05-09
29.34453773498535,2013-05-10
29.038127899169922,2013-05-13
29.566213607788086,2013-05-14
30.009544372558594,2013-05-15
30.12689781188965,2013-05-16
30.752775192260742,2013-05-17
30.159488677978516,2013-05-20
30.342037200927734,2013-05-21
30.485477447509766,2013-05-22
30.3746395111084,2013-05-23
29.624897003173828,2013-05-24
29.5922908782959,2013-05-28
28.607839584350586,2013-05-29
29.04465103149414,2013-05-30
27.83200454711914,2013-05-31
28.268815994262695,2013-06-03
28.444856643676758,2013-06-04
28.060195922851562,2013-06-05
28.360092163085938,2013-06-06
28.686067581176758,2013-06-07
28.63392448425293,2013-06-10
28.418777465820312,2013-06-11
27.884170532226562,2013-06-12
28.131908416748047,2013-06-13
28.1710262298584,2013-06-14
28.040630340576172,2013-06-17
28.386171340942383,2013-06-18
28.060195922851562,2013-06-19
26.769325256347656,2013-06-20
27.7863712310791,2013-06-21
27.310453414916992,2013-06-24
27.79288101196289,2013-06-25
28.281864166259766,2013-06-26
28.11887550354004,2013-06-27
26.951871871948242,2013-06-28
27.127901077270508,2013-07-01
27.51907730102539,2013-07-02
27.532108306884766,2013-07-03
27.85157585144043,2013-07-05
28.477449417114258,2013-07-08
28.242746353149414,2013-07-09
28.627391815185547,2013-07-10
28.8050479888916,2013-07-11
29.64065170288086,2013-07-12
29.357728958129883,2013-07-15
28.824790954589844,2013-07-16
28.9234676361084,2013-07-17
29.160327911376953,2013-07-18
29.291913986206055,2013-07-19
29.588008880615234,2013-07-22
29.153757095336914,2013-07-23
28.712940216064453,2013-07-24
29.107698440551758,2013-07-25
29.46957015991211,2013-07-26
29.647212982177734,2013-07-29
29.410356521606445,2013-07-30
29.923564910888672,2013-07-31
29.77223777770996,2013-08-01
29.818288803100586,2013-08-02
29.416934967041016,2013-08-05
29.528789520263672,2013-08-06
29.32482147216797,2013-08-07
29.647212982177734,2013-08-08
29.416934967041016,2013-08-09
29.634052276611328,2013-08-12
29.56169319152832,2013-08-13
29.33139991760254,2013-08-14
28.430009841918945,2013-08-15
28.29184341430664,2013-08-16
28.535280227661133,2013-08-19
28.272106170654297,2013-08-20
27.83786392211914,2013-08-21
28.23921012878418,2013-08-22
28.574764251708984,2013-08-23
28.587913513183594,2013-08-26
28.04838752746582,2013-08-27
28.00234031677246,2013-08-28
28.04182243347168,2013-08-29
28.035245895385742,2013-08-30
28.022090911865234,2013-09-03
28.37738037109375,2013-09-04
28.627397537231445,2013-09-05
28.877412796020508,2013-09-06
29.23271369934082,2013-09-09
29.46299171447754,2013-09-10
29.574848175048828,2013-09-11
29.410356521606445,2013-09-12
29.53537940979004,2013-09-13
30.147253036499023,2013-09-16
31.318422317504883,2013-09-17
31.528955459594727,2013-09-18
31.186824798583984,2013-09-19
31.476320266723633,2013-09-20
30.989439010620117,2013-09-23
30.252532958984375,2013-09-24
29.82486915588379,2013-09-25
29.607746124267578,2013-09-26
29.166919708251953,2013-09-27
29.430105209350586,2013-09-30
30.13409996032715,2013-10-01
30.23279571533203,2013-10-02
30.272274017333984,2013-10-03
30.79204750061035,2013-10-04
30.324907302856445,2013-10-07
29.291913986206055,2013-10-08
29.482736587524414,2013-10-09
30.325862884521484,2013-10-10
30.30594253540039,2013-10-11
30.75737190246582,2013-10-14
30.591413497924805,2013-10-15
31.24200439453125,2013-10-16
31.978906631469727,2013-10-17
32.08512878417969,2013-10-18
32.09839630126953,2013-10-21
32.52992248535156,2013-10-22
32.08512878417969,2013-10-23
31.819580078125,2013-10-24
32.72908020019531,2013-10-25
32.80875015258789,2013-10-28
33.054378509521484,2013-10-29
32.39714813232422,2013-10-30
32.164791107177734,2013-10-31
32.503360748291016,2013-11-01
32.37059783935547,2013-11-04
31.978906631469727,2013-11-05
31.89924430847168,2013-11-06
31.361507415771484,2013-11-07
31.885953903198242,2013-11-08
32.24445724487305,2013-11-11
31.52083396911621,2013-11-12
31.766460418701172,2013-11-13
31.89260482788086,2013-11-14
32.15814971923828,2013-11-15
32.4436149597168,2013-11-18
32.17142868041992,2013-11-19
31.83285903930664,2013-11-20
32.24445724487305,2013-11-21
32.490081787109375,2013-11-22
32.13823699951172,2013-11-25
32.264373779296875,2013-11-26
32.032012939453125,2013-11-27
32.164791107177734,2013-11-29
32.12495040893555,2013-12-02
33.17388916015625,2013-12-03
32.974727630615234,2013-12-04
33.03447341918945,2013-12-05
34.090023040771484,2013-12-06
33.99707794189453,2013-12-09
34.61449432373047,2013-12-10
34.96635437011719,2013-12-11
34.780460357666016,2013-12-12
34.76717758178711,2013-12-13
35.431053161621094,2013-12-16
35.60368347167969,2013-12-17
36.06174087524414,2013-12-18
34.93979263305664,2013-12-19
34.91323471069336,2013-12-20
34.90660858154297,2013-12-23
34.76054763793945,2013-12-24
35.17879867553711,2013-12-26
34.88668441772461,2013-12-27
35.19206619262695,2013-12-30
35.059288024902344,2013-12-31
34.508270263671875,2014-01-02
34.72071075439453,2014-01-03
33.452720642089844,2014-01-06
33.51909637451172,2014-01-07
33.43279266357422,2014-01-08
34.003726959228516,2014-01-09
33.791290283203125,2014-01-10
33.34297180175781,2014-01-13
33.85819625854492,2014-01-14
33.53032684326172,2014-01-15
33.79129409790039,2014-01-16
33.496883392333984,2014-01-17
33.456722259521484,2014-01-21
32.84112548828125,2014-01-22
32.70059585571289,2014-01-23
31.977930068969727,2014-01-24
31.3355655670166,2014-01-27
31.911022186279297,2014-01-28
31.85750389099121,2014-01-29
32.32588577270508,2014-01-30
32.941490173339844,2014-01-31
31.683517456054688,2014-02-03
32.084991455078125,2014-02-04
31.93778419494629,2014-02-05
32.07160949707031,2014-02-06
32.71397399902344,2014-02-07
33.15562057495117,2014-02-10
33.22921371459961,2014-02-11
33.8314323425293,2014-02-12
33.690921783447266,2014-02-13
33.945194244384766,2014-02-14
34.433658599853516,2014-02-18
34.25298309326172,2014-02-19
34.70131301879883,2014-02-20
34.152610778808594,2014-02-21
34.025489807128906,2014-02-24
33.93849563598633,2014-02-25
33.95188522338867,2014-02-26
34.06564712524414,2014-02-27
34.06564712524414,2014-02-28
33.51694107055664,2014-03-03
34.520633697509766,2014-03-04
34.59425735473633,2014-03-05
34.82175064086914,2014-03-06
34.433658599853516,2014-03-07
34.56747055053711,2014-03-10
34.6276969909668,2014-03-11
34.55411148071289,2014-03-12
34.33998107910156,2014-03-13
34.2663688659668,2014-03-14
34.7816047668457,2014-03-17
35.53104019165039,2014-03-18
35.53773498535156,2014-03-19
35.91913604736328,2014-03-20
35.77193832397461,2014-03-21
34.366737365722656,2014-03-24
34.587562561035156,2014-03-25
34.460418701171875,2014-03-26
34.56747055053711,2014-03-27
34.11246871948242,2014-03-28
34.39350891113281,2014-03-31
34.86189651489258,2014-04-01
35.69163513183594,2014-04-02
35.79869079589844,2014-04-03
34.9288215637207,2014-04-04
33.87158966064453,2014-04-07
32.85448455810547,2014-04-08
33.8782844543457,2014-04-09
31.683517456054688,2014-04-10
31.366207122802734,2014-04-11
31.616010665893555,2014-04-14
32.31138229370117,2014-04-15
32.48691177368164,2014-04-16
32.7772216796875,2014-04-17
33.37133026123047,2014-04-21
33.76289367675781,2014-04-22
33.85066604614258,2014-04-23
33.297061920166016,2014-04-24
33.175540924072266,2014-04-25
34.3434944152832,2014-04-28
34.681060791015625,2014-04-29
35.1603889465332,2014-04-30
34.84309005737305,2014-05-01
34.55278778076172,2014-05-02
34.6743049621582,2014-05-05
34.37049865722656,2014-05-06
35.63973617553711,2014-05-07
35.207664489746094,2014-05-08
35.28191375732422,2014-05-09
35.35618209838867,2014-05-12
35.24140930175781,2014-05-13
35.69374465942383,2014-05-14
35.572227478027344,2014-05-15
35.734256744384766,2014-05-16
36.53089904785156,2014-05-19
36.14607620239258,2014-05-20
35.96379852294922,2014-05-21
36.206844329833984,2014-05-22
36.42288589477539,2014-05-23
36.449886322021484,2014-05-27
36.5038948059082,2014-05-28
36.47687911987305,2014-05-29
36.6794319152832,2014-05-30
36.55789566040039,2014-06-02
36.706424713134766,2014-06-03
36.84819793701172,2014-06-04
37.334293365478516,2014-06-05
37.19926834106445,2014-06-06
36.34861755371094,2014-06-09
36.43638229370117,2014-06-10
36.61192321777344,2014-06-11
36.227088928222656,2014-06-12
36.564659118652344,2014-06-13
36.45663070678711,2014-06-16
36.65916442871094,2014-06-17
36.84144973754883,2014-06-18
36.584896087646484,2014-06-19
35.98405456542969,2014-06-20
36.28785705566406,2014-06-23
36.17982864379883,2014-06-24
37.13175964355469,2014-06-25
38.151187896728516,2014-06-26
38.3402214050293,2014-06-27
38.10392761230469,2014-06-30
38.40773391723633,2014-07-01
39.231388092041016,2014-07-02
39.30564880371094,2014-07-03
38.75204849243164,2014-07-07
37.59759521484375,2014-07-08
37.13850784301758,2014-07-09
37.665103912353516,2014-07-10
37.386207580566406,2014-07-11
37.31138229370117,2014-07-14
36.35224151611328,2014-07-15
36.49509048461914,2014-07-16
36.40666198730469,2014-07-17
37.35218811035156,2014-07-18
36.7331657409668,2014-07-21
36.76718521118164,2014-07-22
37.05968475341797,2014-07-23
36.7875862121582,2014-07-24
36.17536544799805,2014-07-25
36.55631637573242,2014-07-28
36.34543228149414,2014-07-29
36.563106536865234,2014-07-30
35.603965759277344,2014-07-31
35.699195861816406,2014-08-01
36.250186920166016,2014-08-04
35.91007995605469,2014-08-05
35.40669631958008,2014-08-06
35.66518783569336,2014-08-07
35.93048095703125,2014-08-08
36.263797760009766,2014-08-11
35.944091796875,2014-08-12
36.46106719970703,2014-08-13
36.86241149902344,2014-08-14
36.6651496887207,2014-08-15
36.944053649902344,2014-08-18
37.610687255859375,2014-08-19
37.4542350769043,2014-08-20
37.386207580566406,2014-08-21
37.54945373535156,2014-08-22
38.005226135253906,2014-08-25
37.92359924316406,2014-08-26
37.88957977294922,2014-08-27
37.821563720703125,2014-08-28
37.603885650634766,2014-08-29
37.461021423339844,2014-09-02
37.76034164428711,2014-09-03
37.78074264526367,2014-09-04
38.052833557128906,2014-09-05
37.801151275634766,2014-09-08
38.7398796081543,2014-09-09
38.90314483642578,2014-09-10
39.35211181640625,2014-09-11
39.372520446777344,2014-09-12
39.40653610229492,2014-09-15
39.86229705810547,2014-09-16
40.55614471435547,2014-09-17
40.44049835205078,2014-09-18
40.17519760131836,2014-09-19
39.9371223449707,2014-09-22
39.154842376708984,2014-09-23
40.16839599609375,2014-09-24
39.45414733886719,2014-09-25
40.263641357421875,2014-09-26
39.80786895751953,2014-09-29
39.290897369384766,2014-09-30
38.93035125732422,2014-10-01
38.549415588378906,2014-10-02
39.92350387573242,2014-10-03
39.32490158081055,2014-10-06
38.535823822021484,2014-10-07
39.68543243408203,2014-10-08
38.58342742919922,2014-10-09
37.671958923339844,2014-10-10
36.74677658081055,2014-10-13
37.09629821777344,2014-10-14
37.43894577026367,2014-10-15
36.253353118896484,2014-10-16
36.5754508972168,2014-10-17
37.28819274902344,2014-10-20
38.57658386230469,2014-10-21
38.99462890625,2014-10-22
40.790157318115234,2014-10-23
41.31785583496094,2014-10-24
41.454917907714844,2014-10-27
41.75646209716797,2014-10-28
41.10539245605469,2014-10-29
41.92778015136719,2014-10-30
43.49030685424805,2014-10-31
43.34640121459961,2014-11-03
42.94206237792969,2014-11-04
42.85982131958008,2014-11-05
42.97633743286133,2014-11-06
42.147098541259766,2014-11-07
43.71647262573242,2014-11-10
43.75758743286133,2014-11-11
43.6959114074707,2014-11-12
43.6068115234375,2014-11-13
43.86038589477539,2014-11-14
44.5731201171875,2014-11-17
45.26527786254883,2014-11-18
44.88835906982422,2014-11-19
44.6759147644043,2014-11-20
46.163055419921875,2014-11-21
46.45089340209961,2014-11-24
46.64277267456055,2014-11-25
47.08136749267578,2014-11-26
47.424034118652344,2014-11-28
47.36235809326172,2014-12-01
47.47201919555664,2014-12-02
46.94432067871094,2014-12-03
47.67760467529297,2014-12-04
47.773555755615234,2014-12-05
47.574806213378906,2014-12-08
47.382930755615234,2014-12-09
46.3138313293457,2014-12-10
45.93690872192383,2014-12-11
44.730743408203125,2014-12-12
44.97059631347656,2014-12-15
44.717044830322266,2014-12-16
45.62165451049805,2014-12-17
46.546844482421875,2014-12-18
46.402915954589844,2014-12-19
45.89577865600586,2014-12-22
44.100242614746094,2014-12-23
45.374935150146484,2014-12-24
45.90263748168945,2014-12-26
46.01229476928711,2014-12-29
45.436622619628906,2014-12-30
44.84725570678711,2014-12-31
45.155635833740234,2015-01-02
44.30583953857422,2015-01-05
44.08654022216797,2015-01-06
45.86836624145508,2015-01-07
46.34809494018555,2015-01-08
45.08024978637695,2015-01-09
45.06654357910156,2015-01-12
43.76847457885742,2015-01-13
43.98251724243164,2015-01-14
43.42325210571289,2015-01-15
44.5625114440918,2015-01-16
43.809898376464844,2015-01-20
43.29206466674805,2015-01-21
43.485389709472656,2015-01-22
43.105628967285156,2015-01-23
43.38182067871094,2015-01-26
43.5682487487793,2015-01-27
42.70515823364258,2015-01-28
