PFG,Date
16.805089950561523,2002-11-15
16.430503845214844,2002-11-18
16.606443405151367,2002-11-19
16.799409866333008,2002-11-20
17.225074768066406,2002-11-21
17.366966247558594,2002-11-22
16.782390594482422,2002-11-25
16.498613357543945,2002-11-26
16.595096588134766,2002-11-27
16.458887100219727,2002-11-29
16.373756408691406,2002-12-02
16.47024154663086,2002-12-03
16.65752601623535,2002-12-04
16.458887100219727,2002-12-05
16.788066864013672,2002-12-06
16.6291446685791,2002-12-09
16.827787399291992,2002-12-10
16.714282989501953,2002-12-11
16.58942413330078,2002-12-12
16.5723934173584,2002-12-13
17.134267807006836,2002-12-16
17.04345703125,2002-12-17
17.015085220336914,2002-12-18
16.799409866333008,2002-12-19
17.35561180114746,2002-12-20
17.503170013427734,2002-12-23
17.4691219329834,2002-12-24
17.480470657348633,2002-12-26
17.14561653137207,2002-12-27
17.28183364868164,2002-12-30
17.100210189819336,2002-12-31
17.35561180114746,2003-01-02
17.253456115722656,2003-01-03
17.435060501098633,2003-01-06
17.026432037353516,2003-01-07
16.6177978515625,2003-01-08
17.45209312438965,2003-01-09
17.423717498779297,2003-01-10
17.40101432800293,2003-01-13
17.480470657348633,2003-01-14
17.253456115722656,2003-01-15
16.952653884887695,2003-01-16
16.952653884887695,2003-01-17
16.60077476501465,2003-01-21
16.441858291625977,2003-01-22
16.6972599029541,2003-01-23
16.220518112182617,2003-01-24
16.163759231567383,2003-01-27
16.362403869628906,2003-01-28
16.373756408691406,2003-01-29
16.26592254638672,2003-01-30
16.231868743896484,2003-01-31
16.25456428527832,2003-02-03
15.834580421447754,2003-02-04
15.59053897857666,2003-02-05
15.215956687927246,2003-02-06
15.238653182983398,2003-02-07
15.295411109924316,2003-02-10
15.091100692749023,2003-02-11
14.977584838867188,2003-02-12
15.079743385314941,2003-02-13
15.70971965789795,2003-02-14
16.09564971923828,2003-02-18
15.914044380187988,2003-02-19
15.777830123901367,2003-02-20
16.01620101928711,2003-02-21
15.72107219696045,2003-02-24
15.647283554077148,2003-02-25
15.096772193908691,2003-02-26
15.647283554077148,2003-02-27
15.647283554077148,2003-02-28
15.641616821289062,2003-03-03
15.550808906555176,2003-03-04
15.630264282226562,2003-03-05
15.675665855407715,2003-03-06
15.78918170928955,2003-03-07
15.380541801452637,2003-03-10
14.756239891052246,2003-03-11
14.659756660461426,2003-03-12
15.267033576965332,2003-03-13
15.312440872192383,2003-03-14
15.948088645935059,2003-03-17
15.7267427444458,2003-03-18
15.976466178894043,2003-03-19
15.78918170928955,2003-03-20
16.11835289001465,2003-03-21
15.732428550720215,2003-03-24
15.970792770385742,2003-03-25
15.755125999450684,2003-03-26
15.715396881103516,2003-03-27
15.72107219696045,2003-03-28
15.403243064880371,2003-03-31
15.766480445861816,2003-04-01
15.942414283752441,2003-04-02
15.783501625061035,2003-04-03
16.01052474975586,2003-04-04
16.112680435180664,2003-04-07
16.231868743896484,2003-04-08
16.175107955932617,2003-04-09
16.351051330566406,2003-04-10
16.305646896362305,2003-04-11
16.70293617248535,2003-04-14
16.96967887878418,2003-04-15
16.60077476501465,2003-04-16
16.799409866333008,2003-04-17
16.74266242980957,2003-04-21
17.08319091796875,2003-04-22
16.83913803100586,2003-04-23
16.708602905273438,2003-04-24
16.25456428527832,2003-04-25
16.60077476501465,2003-04-28
16.651845932006836,2003-04-29
16.515644073486328,2003-04-30
16.345378875732422,2003-05-01
16.61212158203125,2003-05-02
16.60077476501465,2003-05-05
16.788066864013672,2003-05-06
16.771039962768555,2003-05-07
16.6291446685791,2003-05-08
16.98670768737793,2003-05-09
17.310203552246094,2003-05-12
17.213722229003906,2003-05-13
17.253456115722656,2003-05-14
17.61668586730957,2003-05-15
17.537221908569336,2003-05-16
17.11724281311035,2003-05-19
17.139942169189453,2003-05-20
17.264806747436523,2003-05-21
17.605329513549805,2003-05-22
17.503170013427734,2003-05-23
17.639381408691406,2003-05-27
17.622358322143555,2003-05-28
17.52587127685547,2003-05-29
18.02531623840332,2003-05-30
17.957210540771484,2003-06-02
17.820995330810547,2003-06-03
18.275035858154297,2003-06-04
18.502052307128906,2003-06-05
18.672317504882812,2003-06-06
18.297746658325195,2003-06-09
18.615564346313477,2003-06-10
18.93906593322754,2003-06-11
19.143386840820312,2003-06-12
18.978797912597656,2003-06-13
19.466890335083008,2003-06-16
19.449861526489258,2003-06-17
19.461217880249023,2003-06-18
18.995820999145508,2003-06-19
18.95041275024414,2003-06-20
18.439620971679688,2003-06-23
18.507732391357422,2003-06-24
18.44529914855957,2003-06-25
18.41692352294922,2003-06-26
18.33179473876953,2003-06-27
18.30341911315918,2003-06-30
18.757455825805664,2003-07-01
18.876632690429688,2003-07-02
18.69502067565918,2003-07-03
19.035551071166992,2003-07-07
19.024206161499023,2003-07-08
18.927715301513672,2003-07-09
18.598541259765625,2003-07-10
18.899337768554688,2003-07-11
19.035551071166992,2003-07-14
18.96744728088379,2003-07-15
18.88799476623535,2003-07-16
18.28070831298828,2003-07-17
18.615564346313477,2003-07-18
18.32611846923828,2003-07-21
18.479352951049805,2003-07-22
18.55881118774414,2003-07-23
18.666641235351562,2003-07-24
19.290945053100586,2003-07-25
19.22283935546875,2003-07-28
19.120681762695312,2003-07-29
18.84258460998535,2003-07-30
18.502052307128906,2003-07-31
18.433956146240234,2003-08-01
18.502052307128906,2003-08-04
17.44074058532715,2003-08-05
17.843704223632812,2003-08-06
18.076400756835938,2003-08-07
18.212604522705078,2003-08-08
17.894777297973633,2003-08-11
18.18423080444336,2003-08-12
18.093416213989258,2003-08-13
18.37151527404785,2003-08-14
18.3658447265625,2003-08-15
18.462329864501953,2003-08-18
18.524757385253906,2003-08-19
18.11044692993164,2003-08-20
18.030986785888672,2003-08-21
17.815326690673828,2003-08-22
17.593975067138672,2003-08-25
17.514528274536133,2003-08-26
17.41804313659668,2003-08-27
17.656415939331055,2003-08-28
17.855056762695312,2003-08-29
18.33179473876953,2003-09-02
18.536108016967773,2003-09-03
18.54746437072754,2003-09-04
18.3771915435791,2003-09-05
18.53043556213379,2003-09-08
18.29206657409668,2003-09-09
17.713167190551758,2003-09-10
17.786943435668945,2003-09-11
17.838027954101562,2003-09-12
17.872081756591797,2003-09-15
18.065048217773438,2003-09-16
18.00261116027832,2003-09-17
18.29206657409668,2003-09-18
18.189908981323242,2003-09-19
17.826671600341797,2003-09-22
17.838027954101562,2003-09-23
17.67343521118164,2003-09-24
17.423717498779297,2003-09-25
17.219396591186523,2003-09-26
17.622358322143555,2003-09-29
17.588306427001953,2003-09-30
18.076400756835938,2003-10-01
18.013961791992188,2003-10-02
17.98558807373047,2003-10-03
18.15584945678711,2003-10-06
18.121801376342773,2003-10-07
18.02531623840332,2003-10-08
18.013961791992188,2003-10-09
17.707496643066406,2003-10-10
18.309093475341797,2003-10-13
18.39422607421875,2003-10-14
18.076400756835938,2003-10-15
18.206932067871094,2003-10-16
18.121801376342773,2003-10-17
18.161529541015625,2003-10-20
18.18423080444336,2003-10-21
17.96855926513672,2003-10-22
18.127470016479492,2003-10-23
18.02531623840332,2003-10-24
17.883424758911133,2003-10-27
17.9061279296875,2003-10-28
17.622358322143555,2003-10-29
17.480470657348633,2003-10-30
17.79262351989746,2003-10-31
18.269367218017578,2003-11-03
18.08774757385254,2003-11-04
17.903532028198242,2003-11-05
18.07623291015625,2003-11-06
17.78839111328125,2003-11-07
17.966854095458984,2003-11-10
18.093507766723633,2003-11-11
18.19712257385254,2003-11-12
18.30650520324707,2003-11-13
18.168346405029297,2003-11-14
18.156831741333008,2003-11-17
18.15106964111328,2003-11-18
18.369827270507812,2003-11-19
18.30074691772461,2003-11-20
18.358314514160156,2003-11-21
18.358314514160156,2003-11-24
18.479209899902344,2003-11-25
19.0664005279541,2003-11-26
19.06064224243164,2003-11-28
19.239099502563477,2003-12-01
19.688129425048828,2003-12-02
19.359994888305664,2003-12-03
19.417558670043945,2003-12-04
19.440589904785156,2003-12-05
19.607532501220703,2003-12-08
19.17001724243164,2003-12-09
18.899452209472656,2003-12-10
19.187288284301758,2003-12-11
19.279396057128906,2003-12-12
18.738252639770508,2003-12-15
18.974287033081055,2003-12-16
18.916723251342773,2003-12-17
19.06064224243164,2003-12-18
19.05487632751465,2003-12-19
18.910964965820312,2003-12-22
18.980043411254883,2003-12-23
18.939746856689453,2003-12-24
18.893686294555664,2003-12-26
19.187288284301758,2003-12-29
19.18153190612793,2003-12-30
19.037609100341797,2003-12-31
18.95701789855957,2004-01-02
18.72674560546875,2004-01-05
18.749771118164062,2004-01-06
18.767044067382812,2004-01-07
18.77855682373047,2004-01-08
18.744016647338867,2004-01-09
18.605852127075195,2004-01-12
18.939746856689453,2004-01-13
19.6478271484375,2004-01-14
19.65934944152832,2004-01-15
20.217742919921875,2004-01-16
20.309858322143555,2004-01-20
20.74161148071289,2004-01-21
20.707077026367188,2004-01-22
20.59769630432129,2004-01-23
20.71858787536621,2004-01-26
20.50559425354004,2004-01-27
20.148670196533203,2004-01-28
20.16594123840332,2004-01-29
19.975955963134766,2004-01-30
20.407724380493164,2004-02-02
20.551647186279297,2004-02-03
20.401958465576172,2004-02-04
20.338642120361328,2004-02-05
20.655261993408203,2004-02-06
20.5458927154541,2004-02-09
20.78766632080078,2004-02-10
21.09853744506836,2004-02-11
21.017932891845703,2004-02-12
20.989154815673828,2004-02-13
21.21942710876465,2004-02-17
21.012176513671875,2004-02-18
21.1273193359375,2004-02-19
21.13882827758789,2004-02-20
21.006431579589844,2004-02-23
20.89704704284668,2004-02-24
21.0927734375,2004-02-25
21.012176513671875,2004-02-26
20.83948516845703,2004-02-27
20.92583465576172,2004-03-01
20.86825942993164,2004-03-02
21.06399154663086,2004-03-03
20.92583465576172,2004-03-04
21.15034294128418,2004-03-05
21.029449462890625,2004-03-08
20.89704704284668,2004-03-09
20.528614044189453,2004-03-10
20.217742919921875,2004-03-11
20.160179138183594,2004-03-12
19.67661476135254,2004-03-15
20.137155532836914,2004-03-16
20.292585372924805,2004-03-17
20.482559204101562,2004-03-18
20.13139533996582,2004-03-19
20.027772903442383,2004-03-22
19.88961410522461,2004-03-23
19.820526123046875,2004-03-24
20.004749298095703,2004-03-25
20.160179138183594,2004-03-26
20.459535598754883,2004-03-29
20.482559204101562,2004-03-30
20.51134490966797,2004-03-31
20.695558547973633,2004-04-01
20.56891441345215,2004-04-02
20.609209060668945,2004-04-05
20.71858787536621,2004-04-06
20.724342346191406,2004-04-07
20.68980598449707,2004-04-08
20.87401580810547,2004-04-12
20.36167335510254,2004-04-13
20.137155532836914,2004-04-14
19.981719970703125,2004-04-15
20.27531623840332,2004-04-16
20.13139533996582,2004-04-19
19.751449584960938,2004-04-20
19.762968063354492,2004-04-21
20.194719314575195,2004-04-22
20.246530532836914,2004-04-23
20.26380729675293,2004-04-26
20.482559204101562,2004-04-27
20.194719314575195,2004-04-28
20.20623207092285,2004-04-29
20.321372985839844,2004-04-30
20.609209060668945,2004-05-03
20.1889705657959,2004-05-04
19.993234634399414,2004-05-05
19.670856475830078,2004-05-06
18.997312545776367,2004-05-07
18.69220542907715,2004-05-10
18.61161231994629,2004-05-11
19.993234634399414,2004-05-12
19.860830307006836,2004-05-13
20.10837173461914,2004-05-14
19.63631248474121,2004-05-17
19.768720626831055,2004-05-18
19.901123046875,2004-05-19
19.832040786743164,2004-05-20
19.993234634399414,2004-05-21
19.826284408569336,2004-05-24
20.0105037689209,2004-05-25
20.03929328918457,2004-05-26
20.177444458007812,2004-05-27
20.119884490966797,2004-05-28
20.10837173461914,2004-06-01
20.338642120361328,2004-06-02
20.30409812927246,2004-06-03
20.482559204101562,2004-06-04
20.661022186279297,2004-06-07
20.655261993408203,2004-06-08
20.53437042236328,2004-06-09
20.551647186279297,2004-06-10
20.10837173461914,2004-06-14
20.171689987182617,2004-06-15
20.292585372924805,2004-06-16
20.23502540588379,2004-06-17
20.23502540588379,2004-06-18
20.085344314575195,2004-06-21
19.872339248657227,2004-06-22
19.99898910522461,2004-06-23
19.872339248657227,2004-06-24
19.895376205444336,2004-06-25
19.826284408569336,2004-06-28
20.10837173461914,2004-06-29
20.022014617919922,2004-06-30
20.28106689453125,2004-07-01
20.321372985839844,2004-07-02
20.430744171142578,2004-07-06
20.465288162231445,2004-07-07
20.32712745666504,2004-07-08
20.424983978271484,2004-07-09
20.390451431274414,2004-07-12
20.367427825927734,2004-07-13
20.26380729675293,2004-07-14
20.04505157470703,2004-07-15
19.80325698852539,2004-07-16
19.797502517700195,2004-07-19
19.929916381835938,2004-07-20
19.590259552001953,2004-07-21
19.54421043395996,2004-07-22
19.429073333740234,2004-07-23
19.498153686523438,2004-07-26
19.48664093017578,2004-07-27
19.37725830078125,2004-07-28
19.5384464263916,2004-07-29
19.56723403930664,2004-07-30
19.78023338317871,2004-08-02
18.841880798339844,2004-08-03
18.980043411254883,2004-08-04
18.559810638427734,2004-08-05
18.548288345336914,2004-08-06
18.69796371459961,2004-08-09
18.922468185424805,2004-08-10
18.939746856689453,2004-08-11
18.824609756469727,2004-08-12
18.836122512817383,2004-08-13
19.244857788085938,2004-08-16
19.095178604125977,2004-08-17
19.423311233520508,2004-08-18
19.29667091369629,2004-08-19
19.388776779174805,2004-08-20
19.29667091369629,2004-08-23
19.365741729736328,2004-08-24
19.572994232177734,2004-08-25
19.515422821044922,2004-08-26
19.630556106567383,2004-08-27
19.67661476135254,2004-08-30
19.981719970703125,2004-08-31
20.085344314575195,2004-09-01
20.211997985839844,2004-09-02
20.20623207092285,2004-09-03
20.471046447753906,2004-09-07
20.37894058227539,2004-09-08
20.419235229492188,2004-09-09
20.407724380493164,2004-09-10
20.626480102539062,2004-09-13
20.85674285888672,2004-09-14
20.56891441345215,2004-09-15
20.753128051757812,2004-09-16
20.781906127929688,2004-09-17
20.53437042236328,2004-09-20
20.661022186279297,2004-09-21
20.436506271362305,2004-09-22
20.2983455657959,2004-09-23
20.33289337158203,2004-09-24
20.373186111450195,2004-09-27
20.684043884277344,2004-09-28
21.03520393371582,2004-09-29
20.707077026367188,2004-09-30
21.133073806762695,2004-10-01
21.230941772460938,2004-10-04
21.069753646850586,2004-10-05
21.14459228515625,2004-10-06
20.948862075805664,2004-10-07
20.81645393371582,2004-10-08
20.9085693359375,2004-10-11
21.012176513671875,2004-10-12
20.730098724365234,2004-10-13
20.315616607666016,2004-10-14
20.1889705657959,2004-10-15
20.448017120361328,2004-10-18
19.820526123046875,2004-10-19
20.258041381835938,2004-10-20
20.246530532836914,2004-10-21
20.442262649536133,2004-10-22
20.50559425354004,2004-10-25
21.00066566467285,2004-10-26
21.14459228515625,2004-10-27
21.32880973815918,2004-10-28
21.737533569335938,2004-10-29
21.20215606689453,2004-11-01
21.869943618774414,2004-11-02
21.72026824951172,2004-11-03
21.962045669555664,2004-11-04
22.08869743347168,2004-11-05
22.46863555908203,2004-11-08
22.620458602905273,2004-11-09
22.73724365234375,2004-11-10
23.04670524597168,2004-11-11
22.620458602905273,2004-11-12
22.818981170654297,2004-11-15
22.63213539123535,2004-11-16
22.626298904418945,2004-11-17
22.59709930419922,2004-11-18
22.36937713623047,2004-11-19
22.59709930419922,2004-11-22
22.52703094482422,2004-11-23
22.562068939208984,2004-11-24
22.328510284423828,2004-11-26
22.10077476501465,2004-11-29
22.001527786254883,2004-11-30
22.59126091003418,2004-12-01
22.602933883666992,2004-12-02
22.65548324584961,2004-12-03
22.725566864013672,2004-12-06
22.509517669677734,2004-12-07
22.725566864013672,2004-12-08
22.713886260986328,2004-12-09
22.77227020263672,2004-12-10
22.84234619140625,2004-12-13
22.760591506958008,2004-12-14
23.268590927124023,2004-12-15
23.321144104003906,2004-12-16
23.274433135986328,2004-12-17
23.239391326904297,2004-12-20
23.4204044342041,2004-12-21
23.648130416870117,2004-12-22
23.65397071838379,2004-12-23
23.607254028320312,2004-12-27
24.062702178955078,2004-12-28
23.9459171295166,2004-12-29
23.95176124572754,2004-12-30
23.905048370361328,2004-12-31
23.68316078186035,2005-01-03
23.65981101989746,2005-01-04
23.39121437072754,2005-01-05
23.321144104003906,2005-01-06
23.24523162841797,2005-01-07
23.350343704223633,2005-01-10
23.19852066040039,2005-01-11
23.543033599853516,2005-01-12
23.414566040039062,2005-01-13
23.51382827758789,2005-01-14
24.027667999267578,2005-01-18
23.677324295043945,2005-01-19
23.30946159362793,2005-01-20
23.29194450378418,2005-01-21
23.274433135986328,2005-01-24
23.3153133392334,2005-01-25
23.624784469604492,2005-01-26
23.29194450378418,2005-01-27
23.204357147216797,2005-01-28
23.694835662841797,2005-01-31
24.080217361450195,2005-02-01
24.16779899597168,2005-02-02
24.26706886291504,2005-02-03
24.202842712402344,2005-02-04
24.383853912353516,2005-02-07
23.186843872070312,2005-02-08
22.92992401123047,2005-02-09
23.040870666503906,2005-02-10
23.216045379638672,2005-02-11
23.122608184814453,2005-02-14
23.472963333129883,2005-02-15
23.33282470703125,2005-02-16
23.035036087036133,2005-02-17
22.99999237060547,2005-02-18
22.381061553955078,2005-02-22
22.480321884155273,2005-02-23
22.649656295776367,2005-02-24
23.058395385742188,2005-02-25
22.783945083618164,2005-02-28
22.696365356445312,2005-03-01
22.64381217956543,2005-03-02
22.602933883666992,2005-03-03
22.708045959472656,2005-03-04
22.731395721435547,2005-03-07
22.65548324584961,2005-03-08
22.59709930419922,2005-03-09
22.778108596801758,2005-03-10
22.287630081176758,2005-03-11
22.585418701171875,2005-03-14
22.801467895507812,2005-03-15
22.70221710205078,2005-03-16
22.71971893310547,2005-03-17
22.748918533325195,2005-03-18
22.480321884155273,2005-03-21
22.12998390197754,2005-03-22
22.124135971069336,2005-03-23
21.96064567565918,2005-03-24
22.305145263671875,2005-03-28
22.188365936279297,2005-03-29
22.486162185668945,2005-03-30
22.47447967529297,2005-03-31
22.252599716186523,2005-04-01
22.567913055419922,2005-04-04
22.538711547851562,2005-04-05
22.696365356445312,2005-04-06
22.626298904418945,2005-04-07
22.24675750732422,2005-04-08
22.31682586669922,2005-04-11
22.678842544555664,2005-04-12
22.44527816772461,2005-04-13
21.97232437133789,2005-04-14
21.668689727783203,2005-04-15
21.668689727783203,2005-04-18
21.697891235351562,2005-04-19
21.551908493041992,2005-04-20
22.007360458374023,2005-04-21
21.93145751953125,2005-04-22
22.14165687561035,2005-04-25
21.94312858581543,2005-04-26
22.06574821472168,2005-04-27
22.03655242919922,2005-04-28
22.818981170654297,2005-04-29
22.252599716186523,2005-05-02
22.684690475463867,2005-05-03
23.449602127075195,2005-05-04
23.496320724487305,2005-05-05
23.36785316467285,2005-05-06
23.46128273010254,2005-05-09
23.052549362182617,2005-05-10
23.239391326904297,2005-05-11
22.959121704101562,2005-05-12
22.743070602416992,2005-05-13
22.935766220092773,2005-05-16
23.181001663208008,2005-05-17
23.326974868774414,2005-05-18
23.186843872070312,2005-05-19
23.251079559326172,2005-05-20
23.297788619995117,2005-05-23
23.30946159362793,2005-05-24
23.058395385742188,2005-05-25
23.227720260620117,2005-05-26
23.233558654785156,2005-05-27
23.29194450378418,2005-05-31
23.326974868774414,2005-06-01
23.25691795349121,2005-06-02
23.005840301513672,2005-06-03
23.01751136779785,2005-06-06
22.982486724853516,2005-06-07
22.947446823120117,2005-06-08
23.029191970825195,2005-06-09
23.29194450378418,2005-06-10
23.204357147216797,2005-06-13
23.064212799072266,2005-06-14
23.04670524597168,2005-06-15
23.373699188232422,2005-06-16
24.027667999267578,2005-06-17
24.074377059936523,2005-06-20
24.086057662963867,2005-06-21
24.19699478149414,2005-06-22
24.16779899597168,2005-06-23
24.062702178955078,2005-06-24
24.42471694946289,2005-06-27
24.436397552490234,2005-06-28
24.488956451416016,2005-06-29
24.465595245361328,2005-06-30
24.710840225219727,2005-07-01
25.00278663635254,2005-07-05
24.938560485839844,2005-07-06
