AMC,Date
16.363656997680664,2014-06-04
16.6539249420166,2014-06-05
17.415870666503906,2014-06-06
17.54648780822754,2014-06-09
17.553743362426758,2014-06-10
17.50295066833496,2014-06-11
17.452150344848633,2014-06-12
17.575517654418945,2014-06-13
17.619056701660156,2014-06-16
17.350557327270508,2014-06-17
17.706132888793945,2014-06-18
17.88754653930664,2014-06-19
17.8585262298584,2014-06-20
17.539234161376953,2014-06-23
17.59002685546875,2014-06-24
17.735158920288086,2014-06-25
17.80773162841797,2014-06-26
17.8585262298584,2014-06-27
18.047195434570312,2014-06-30
17.756929397583008,2014-07-01
17.960113525390625,2014-07-02
17.873037338256836,2014-07-03
17.46666717529297,2014-07-07
17.118350982666016,2014-07-08
17.16188621520996,2014-07-09
16.93693733215332,2014-07-10
16.893390655517578,2014-07-11
16.733747482299805,2014-07-14
16.233041763305664,2014-07-15
16.17499351501465,2014-07-16
16.298351287841797,2014-07-17
16.34914779663086,2014-07-18
16.43622398376465,2014-07-21
16.5741024017334,2014-07-22
16.399946212768555,2014-07-23
16.399946212768555,2014-07-24
16.697471618652344,2014-07-25
16.748266220092773,2014-07-28
16.38542938232422,2014-07-29
16.334636688232422,2014-07-30
16.428966522216797,2014-07-31
16.69020652770996,2014-08-01
16.951444625854492,2014-08-04
16.806312561035156,2014-08-05
17.154624938964844,2014-08-06
17.089323043823242,2014-08-07
16.951444625854492,2014-08-08
17.009502410888672,2014-08-11
16.86437225341797,2014-08-12
16.75551414489746,2014-08-13
16.501537322998047,2014-08-14
16.762775421142578,2014-08-15
17.002243041992188,2014-08-18
17.09657859802246,2014-08-19
17.103836059570312,2014-08-20
16.944190979003906,2014-08-21
17.045778274536133,2014-08-22
17.103836059570312,2014-08-25
17.132863998413086,2014-08-26
17.17640495300293,2014-08-27
17.154624938964844,2014-08-28
17.17640495300293,2014-08-29
17.372333526611328,2014-09-02
17.56990623474121,2014-09-03
17.72357749938965,2014-09-04
17.891895294189453,2014-09-05
18.148014068603516,2014-09-08
17.994338989257812,2014-09-09
17.950435638427734,2014-09-10
18.00897216796875,2014-09-11
18.00897216796875,2014-09-12
18.00165367126465,2014-09-15
18.074838638305664,2014-09-16
18.140697479248047,2014-09-17
18.067516326904297,2014-09-18
18.00165367126465,2014-09-19
17.994338989257812,2014-09-22
17.394290924072266,2014-09-23
17.26988410949707,2014-09-24
17.013763427734375,2014-09-25
17.18938446044922,2014-09-26
17.145479202270508,2014-09-29
16.823501586914062,2014-09-30
16.76495933532715,2014-10-01
16.9771728515625,2014-10-02
17.130847930908203,2014-10-03
16.991809844970703,2014-10-06
16.442975997924805,2014-10-07
16.552743911743164,2014-10-08
16.31856918334961,2014-10-09
15.923420906066895,2014-10-10
15.638025283813477,2014-10-13
15.857560157775879,2014-10-14
16.128313064575195,2014-10-15
16.677148818969727,2014-10-16
16.245405197143555,2014-10-17
16.289308547973633,2014-10-20
17.086942672729492,2014-10-21
16.421018600463867,2014-10-22
16.845457077026367,2014-10-23
17.138164520263672,2014-10-24
17.26256561279297,2014-10-27
17.855302810668945,2014-10-28
18.411449432373047,2014-10-29
18.60171127319336,2014-10-30
18.587078094482422,2014-10-31
18.257780075073242,2014-11-03
17.943119049072266,2014-11-04
17.869937896728516,2014-11-05
18.360227584838867,2014-11-06
18.821243286132812,2014-11-07
18.733430862426758,2014-11-10
18.91637420654297,2014-11-11
18.894424438476562,2014-11-12
18.75538444519043,2014-11-13
18.674888610839844,2014-11-14
18.57244110107422,2014-11-17
18.813932418823242,2014-11-18
18.777339935302734,2014-11-19
18.7627010345459,2014-11-20
18.316316604614258,2014-11-21
18.989553451538086,2014-11-24
19.274944305419922,2014-11-25
19.33348846435547,2014-11-26
19.1871280670166,2014-11-28
19.340805053710938,2014-12-01
19.09200096130371,2014-12-02
18.767534255981445,2014-12-03
18.959264755249023,2014-12-04
18.620046615600586,2014-12-05
18.612672805786133,2014-12-08
18.457813262939453,2014-12-09
18.221837997436523,2014-12-10
18.33245086669922,2014-12-11
18.36932373046875,2014-12-12
18.384065628051758,2014-12-15
17.84575080871582,2014-12-16
18.73065948486328,2014-12-17
19.10675048828125,2014-12-18
19.298479080200195,2014-12-19
19.527082443237305,2014-12-22
19.777809143066406,2014-12-23
19.63032341003418,2014-12-24
19.46071434020996,2014-12-26
19.423843383789062,2014-12-29
19.246862411499023,2014-12-30
19.30585479736328,2014-12-31
18.900264739990234,2015-01-02
18.41356658935547,2015-01-05
18.561054229736328,2015-01-06
18.8633975982666,2015-01-07
19.04775619506836,2015-01-08
19.814678192138672,2015-01-09
20.271886825561523,2015-01-12
20.1760196685791,2015-01-13
20.235013961791992,2015-01-14
20.124399185180664,2015-01-15
19.95479393005371,2015-01-16
19.903167724609375,2015-01-20
20.013784408569336,2015-01-21
20.478368759155273,2015-01-22
20.869199752807617,2015-01-23
20.994564056396484,2015-01-26
21.001935958862305,2015-01-27
20.34562873840332,2015-01-28
20.832324981689453,2015-01-29
20.736465454101562,2015-01-30
20.85445785522461,2015-02-02
21.392776489257812,2015-02-03
21.614002227783203,2015-02-04
21.702495574951172,2015-02-05
21.695119857788086,2015-02-06
22.108078002929688,2015-02-09
22.255563735961914,2015-02-10
22.33668327331543,2015-02-11
22.41042709350586,2015-02-12
22.58003044128418,2015-02-13
22.786510467529297,2015-02-17
23.24371910095215,2015-02-18
23.95164680480957,2015-02-19
24.047515869140625,2015-02-20
24.10650634765625,2015-02-23
24.290861129760742,2015-02-24
24.320363998413086,2015-02-25
24.799694061279297,2015-02-26
25.35276222229004,2015-02-27
25.986953735351562,2015-03-02
25.706727981567383,2015-03-03
25.84683609008789,2015-03-04
25.861669540405273,2015-03-05
25.1867618560791,2015-03-06
25.869091033935547,2015-03-09
25.068092346191406,2015-03-10
25.587257385253906,2015-03-11
25.453758239746094,2015-03-12
25.883922576904297,2015-03-13
26.07674789428711,2015-03-16
26.061922073364258,2015-03-17
26.19542694091797,2015-03-18
26.291833877563477,2015-03-19
26.462413787841797,2015-03-20
26.59590721130371,2015-03-23
25.921003341674805,2015-03-24
25.594669342041016,2015-03-25
25.683671951293945,2015-03-26
25.921003341674805,2015-03-27
26.343746185302734,2015-03-30
26.32150650024414,2015-03-31
25.78008270263672,2015-04-01
26.091583251953125,2015-04-02
26.239917755126953,2015-04-06
25.743005752563477,2015-04-07
26.106414794921875,2015-04-08
25.401832580566406,2015-04-09
25.290590286254883,2015-04-10
24.801095962524414,2015-04-13
24.986513137817383,2015-04-14
25.149675369262695,2015-04-15
24.74176597595215,2015-04-16
24.326435089111328,2015-04-17
24.986513137817383,2015-04-20
24.74918556213379,2015-04-21
24.400604248046875,2015-04-22
24.452518463134766,2015-04-23
24.378355026245117,2015-04-24
23.762779235839844,2015-04-27
24.014936447143555,2015-04-28
24.103940963745117,2015-04-29
22.294286727905273,2015-04-30
22.806032180786133,2015-05-01
22.613203048706055,2015-05-04
22.227537155151367,2015-05-05
21.908628463745117,2015-05-06
22.123708724975586,2015-05-07
21.99762725830078,2015-05-08
22.227537155151367,2015-05-11
21.515546798706055,2015-05-12
21.79737663269043,2015-05-13
21.849288940429688,2015-05-14
21.589710235595703,2015-05-15
22.175621032714844,2015-05-18
21.804792404174805,2015-05-19
21.849288940429688,2015-05-20
21.782543182373047,2015-05-21
21.953125,2015-05-22
21.893795013427734,2015-05-26
21.700958251953125,2015-05-27
21.693540573120117,2015-05-28
21.441377639770508,2015-05-29
20.766468048095703,2015-06-01
20.67005729675293,2015-06-02
21.09280014038086,2015-06-03
21.092802047729492,2015-06-04
21.53347396850586,2015-06-05
21.204835891723633,2015-06-08
21.29446792602539,2015-06-09
21.077861785888672,2015-06-10
21.33928108215332,2015-06-11
21.264591217041016,2015-06-12
21.563352584838867,2015-06-15
21.264591217041016,2015-06-16
20.92101287841797,2015-06-17
22.093660354614258,2015-06-18
22.4820613861084,2015-06-19
22.81816291809082,2015-06-22
22.721073150634766,2015-06-23
22.504465103149414,2015-06-24
22.616497039794922,2015-06-25
23.632299423217773,2015-06-26
22.73600959777832,2015-06-29
22.915267944335938,2015-06-30
22.69118881225586,2015-07-01
22.98995590209961,2015-07-02
22.862979888916016,2015-07-06
23.042240142822266,2015-07-07
22.75841522216797,2015-07-08
22.87791633605957,2015-07-09
23.41569709777832,2015-07-10
23.78168487548828,2015-07-13
24.379215240478516,2015-07-14
24.27464485168457,2015-07-15
24.3568058013916,2015-07-16
24.51365852355957,2015-07-17
24.573413848876953,2015-07-20
23.81903076171875,2015-07-21
24.14767074584961,2015-07-22
24.058040618896484,2015-07-23
23.191621780395508,2015-07-24
22.96755027770996,2015-07-27
22.35508155822754,2015-07-28
22.728534698486328,2015-07-29
23.66964340209961,2015-07-30
24.087919235229492,2015-07-31
24.028169631958008,2015-08-03
23.594955444335938,2015-08-04
22.82563591003418,2015-08-05
22.011497497558594,2015-08-06
22.101133346557617,2015-08-07
22.183290481567383,2015-08-10
21.122676849365234,2015-08-11
21.18242835998535,2015-08-12
21.712738037109375,2015-08-13
22.0040283203125,2015-08-14
22.975013732910156,2015-08-17
22.84804344177246,2015-08-18
23.15427589416504,2015-08-19
22.257980346679688,2015-08-20
21.86212158203125,2015-08-21
20.913536071777344,2015-08-24
21.257118225097656,2015-08-25
21.488662719726562,2015-08-26
21.555885314941406,2015-08-27
21.667924880981445,2015-08-28
21.645511627197266,2015-08-31
20.696931838989258,2015-09-01
20.838850021362305,2015-09-02
20.635726928710938,2015-09-03
20.846372604370117,2015-09-04
20.99683380126953,2015-09-08
20.432601928710938,2015-09-09
20.410032272338867,2015-09-10
20.25957489013672,2015-09-11
20.267099380493164,2015-09-14
20.402509689331055,2015-09-15
20.447649002075195,2015-09-16
20.771141052246094,2015-09-17
21.05702018737793,2015-09-18
20.455171585083008,2015-09-21
19.46213150024414,2015-09-22
18.950563430786133,2015-09-23
19.2740535736084,2015-09-24
19.176252365112305,2015-09-25
18.40138053894043,2015-09-28
18.25844383239746,2015-09-29
18.950563430786133,2015-09-30
18.724868774414062,2015-10-01
18.96561050415039,2015-10-02
19.334239959716797,2015-10-05
19.69534683227539,2015-10-06
20.124162673950195,2015-10-07
20.560497283935547,2015-10-08
20.4702205657959,2015-10-09
20.568021774291992,2015-10-12
20.440128326416016,2015-10-13
20.297191619873047,2015-10-14
20.432601928710938,2015-10-15
20.176822662353516,2015-10-16
20.46269416809082,2015-10-19
19.890945434570312,2015-10-20
19.176252365112305,2015-10-21
19.5599308013916,2015-10-22
20.07149887084961,2015-10-23
20.003787994384766,2015-10-26
19.717912673950195,2015-10-27
20.605636596679688,2015-10-28
20.552974700927734,2015-10-29
20.590591430664062,2015-10-30
20.68838882446289,2015-11-02
19.95113182067871,2015-11-03
19.43956184387207,2015-11-04
19.845806121826172,2015-11-05
20.37242317199707,2015-11-06
20.131681442260742,2015-11-09
20.537925720214844,2015-11-10
20.37242317199707,2015-11-11
20.05645179748535,2015-11-12
19.755531311035156,2015-11-13
19.665252685546875,2015-11-16
19.484703063964844,2015-11-17
19.67277717590332,2015-11-18
19.30414390563965,2015-11-19
19.221393585205078,2015-11-20
18.897899627685547,2015-11-23
18.717350006103516,2015-11-24
19.003225326538086,2015-11-25
18.845243453979492,2015-11-27
19.116073608398438,2015-11-30
19.138643264770508,2015-12-01
18.694778442382812,2015-12-02
18.6568603515625,2015-12-03
18.004629135131836,2015-12-04
17.73918342590332,2015-12-07
17.875701904296875,2015-12-08
17.511659622192383,2015-12-09
17.88327980041504,2015-12-10
17.504077911376953,2015-12-11
17.37514877319336,2015-12-14
18.3004093170166,2015-12-15
19.26358985900879,2015-12-16
19.0664005279541,2015-12-17
18.793371200561523,2015-12-18
18.307992935180664,2015-12-21
18.634109497070312,2015-12-22
17.80743980407715,2015-12-23
17.63300895690918,2015-12-24
17.466157913208008,2015-12-28
17.77710723876953,2015-12-29
17.94395637512207,2015-12-30
18.201814651489258,2015-12-31
17.572336196899414,2016-01-04
17.77710723876953,2016-01-05
17.59508514404297,2016-01-06
17.15521240234375,2016-01-07
16.973190307617188,2016-01-08
16.904937744140625,2016-01-11
16.958023071289062,2016-01-12
16.54848289489746,2016-01-13
16.35887908935547,2016-01-14
15.888668060302734,2016-01-15
15.858333587646484,2016-01-19
15.365363121032715,2016-01-20
15.274359703063965,2016-01-21
15.319859504699707,2016-01-22
15.236434936523438,2016-01-25
16.56365394592285,2016-01-26
15.865913391113281,2016-01-27
15.729401588439941,2016-01-28
16.53331184387207,2016-01-29
16.16927719116211,2016-02-01
15.812828063964844,2016-02-02
15.949341773986816,2016-02-03
16.38922119140625,2016-02-04
15.372952461242676,2016-02-05
15.357782363891602,2016-02-08
15.21368408203125,2016-02-09
15.236434936523438,2016-02-10
15.744569778442383,2016-02-11
15.517046928405762,2016-02-12
17.0111141204834,2016-02-16
16.472640991210938,2016-02-17
16.449888229370117,2016-02-18
16.586400985717773,2016-02-19
16.89735221862793,2016-02-22
16.71533203125,2016-02-23
17.102121353149414,2016-02-24
17.041446685791016,2016-02-25
17.670928955078125,2016-02-26
18.224567413330078,2016-02-29
18.869213104248047,2016-03-01
19.225664138793945,2016-03-02
19.64611053466797,2016-03-03
20.655168533325195,2016-03-04
21.92414093017578,2016-03-07
21.70245361328125,2016-03-08
21.74067497253418,2016-03-09
22.130542755126953,2016-03-10
22.581558227539062,2016-03-11
22.466894149780273,2016-03-14
22.077022552490234,2016-03-15
22.168760299682617,2016-03-16
22.15346908569336,2016-03-17
22.4821834564209,2016-03-18
22.054096221923828,2016-03-21
21.671876907348633,2016-03-22
21.381389617919922,2016-03-23
21.4501895904541,2016-03-24
21.96236228942871,2016-03-28
22.130542755126953,2016-03-29
21.67951774597168,2016-03-30
21.39667320251465,2016-03-31
21.893566131591797,2016-04-01
21.27436637878418,2016-04-04
21.037389755249023,2016-04-05
21.496051788330078,2016-04-06
20.86921501159668,2016-04-07
20.915082931518555,2016-04-08
20.601661682128906,2016-04-11
20.938011169433594,2016-04-12
21.526630401611328,2016-04-13
21.29730224609375,2016-04-14
21.07560920715332,2016-04-15
21.572500228881836,2016-04-18
21.213214874267578,2016-04-19
21.228498458862305,2016-04-20
20.991519927978516,2016-04-21
20.991519927978516,2016-04-22
20.63223648071289,2016-04-25
20.96094512939453,2016-04-26
21.411964416503906,2016-04-27
21.58014488220215,2016-04-28
21.541927337646484,2016-04-29
22.084674835205078,2016-05-02
21.80947494506836,2016-05-03
21.98529624938965,2016-05-04
22.069385528564453,2016-05-05
22.28342628479004,2016-05-06
22.28342628479004,2016-05-09
22.87969207763672,2016-05-10
22.665645599365234,2016-05-11
22.344579696655273,2016-05-12
22.405736923217773,2016-05-13
22.4210262298584,2016-05-16
22.405736923217773,2016-05-17
22.092313766479492,2016-05-18
21.427255630493164,2016-05-19
21.58014488220215,2016-05-20
21.518983840942383,2016-05-23
21.90885353088379,2016-05-24
21.771251678466797,2016-05-25
21.80947494506836,2016-05-26
22.260494232177734,2016-05-27
21.970008850097656,2016-05-31
22.115251541137695,2016-06-01
22.31538963317871,2016-06-02
21.999786376953125,2016-06-03
21.6995849609375,2016-06-06
21.484046936035156,2016-06-07
21.476348876953125,2016-06-08
21.414766311645508,2016-06-09
20.737377166748047,2016-06-10
20.421772003173828,2016-06-13
20.460264205932617,2016-06-14
20.675796508789062,2016-06-15
20.960607528686523,2016-06-16
20.822050094604492,2016-06-17
21.09147071838379,2016-06-20
20.860538482666016,2016-06-21
20.729679107666016,2016-06-22
20.968307495117188,2016-06-23
20.737377166748047,2016-06-24
20.029197692871094,2016-06-27
20.40637969970703,2016-06-28
21.106863021850586,2016-06-29
21.25311851501465,2016-06-30
21.6995849609375,2016-07-01
21.099163055419922,2016-07-05
20.868236541748047,2016-07-06
21.237720489501953,2016-07-07
21.237720489501953,2016-07-08
21.37628173828125,2016-07-11
22.93889617919922,2016-07-12
23.577795028686523,2016-07-13
23.554706573486328,2016-07-14
23.577795028686523,2016-07-15
23.523914337158203,2016-07-18
23.470029830932617,2016-07-19
23.1390323638916,2016-07-20
23.154430389404297,2016-07-21
23.554706573486328,2016-07-22
23.031267166137695,2016-07-25
23.04666519165039,2016-07-26
22.523225784301758,2016-07-27
22.731061935424805,2016-07-28
22.646385192871094,2016-07-29
21.90741539001465,2016-08-01
21.422468185424805,2016-08-02
21.730371475219727,2016-08-03
22.061368942260742,2016-08-04
22.34617805480957,2016-08-05
22.261503219604492,2016-08-08
22.223018646240234,2016-08-09
22.630990982055664,2016-08-10
22.82343101501465,2016-08-11
22.93889617919922,2016-08-12
22.869617462158203,2016-08-15
22.900407791137695,2016-08-16
22.83112907409668,2016-08-17
23.162128448486328,2016-08-18
23.023569107055664,2016-08-19
22.83112907409668,2016-08-22
22.900407791137695,2016-08-23
23.16982650756836,2016-08-24
23.21600914001465,2016-08-25
22.808034896850586,2016-08-26
22.931198120117188,2016-08-29
22.954294204711914,2016-08-30
23.408451080322266,2016-08-31
23.640907287597656,2016-09-01
23.63315773010254,2016-09-02
23.656404495239258,2016-09-06
24.01283836364746,2016-09-07
23.88886260986328,2016-09-08
23.478185653686523,2016-09-09
24.020587921142578,2016-09-12
23.981843948364258,2016-09-13
24.020587921142578,2016-09-14
24.49325180053711,2016-09-15
24.725709915161133,2016-09-16
24.671466827392578,2016-09-19
24.617229461669922,2016-09-20
24.408016204833984,2016-09-21
24.531993865966797,2016-09-22
24.276290893554688,2016-09-23
23.733890533447266,2016-09-26
24.26854133605957,2016-09-27
24.26079559326172,2016-09-28
23.865615844726562,2016-09-29
24.0903263092041,2016-09-30
24.965913772583008,2016-10-03
24.508745193481445,2016-10-04
24.74895477294922,2016-10-05
25.151878356933594,2016-10-06
24.981412887573242,2016-10-07
25.027904510498047,2016-10-10
24.408016204833984,2016-10-11
24.717958450317383,2016-10-12
24.291786193847656,2016-10-13
24.601730346679688,2016-10-14
24.446758270263672,2016-10-17
24.485502243041992,2016-10-18
24.446758270263672,2016-10-19
24.485502243041992,2016-10-20
24.640474319458008,2016-10-21
24.8729305267334,2016-10-24
24.485502243041992,2016-10-25
24.562990188598633,2016-10-26
24.369274139404297,2016-10-27
24.291786193847656,2016-10-28
24.369274139404297,2016-10-31
23.788131713867188,2016-11-01
23.710643768310547,2016-11-02
23.865615844726562,2016-11-03
24.2530460357666,2016-11-04
24.8729305267334,2016-11-07
24.98915672302246,2016-11-08
25.8802490234375,2016-11-09
25.8802490234375,2016-11-10
26.73259162902832,2016-11-11
26.73259162902832,2016-11-14
26.771331787109375,2016-11-15
26.73259162902832,2016-11-16
27.5074520111084,2016-11-17
27.158761978149414,2016-11-18
26.92630386352539,2016-11-21
26.887557983398438,2016-11-22
27.042530059814453,2016-11-23
27.08127212524414,2016-11-25
26.267677307128906,2016-11-28
26.771331787109375,2016-11-29
26.30641746520996,2016-11-30
26.111553192138672,2016-12-01
25.13724136352539,2016-12-02
25.799774169921875,2016-12-05
26.34539031982422,2016-12-06
25.449024200439453,2016-12-07
25.02032470703125,2016-12-08
25.410051345825195,2016-12-09
25.215185165405273,2016-12-12
24.942380905151367,2016-12-13
24.747516632080078,2016-12-14
24.942380905151367,2016-12-15
24.86443519592285,2016-12-16
25.877721786499023,2016-12-19
26.072580337524414,2016-12-20
27.046894073486328,2016-12-21
27.358673095703125,2016-12-22
27.514564514160156,2016-12-23
27.631481170654297,2016-12-27
26.929973602294922,2016-12-28
26.65717315673828,2016-12-29
26.228471755981445,2016-12-30
27.085866928100586,2017-01-03
26.65717315673828,2017-01-04
26.501279830932617,2017-01-05
26.34539031982422,2017-01-06
25.955665588378906,2017-01-09
26.618200302124023,2017-01-10
26.735111236572266,2017-01-11
26.501279830932617,2017-01-12
26.696142196655273,2017-01-13
26.4233341217041,2017-01-17
26.34539031982422,2017-01-18
26.4233341217041,2017-01-19
26.735111236572266,2017-01-20
26.5792236328125,2017-01-23
26.735111236572266,2017-01-24
26.618200302124023,2017-01-25
26.696142196655273,2017-01-26
26.501279830932617,2017-01-27
26.618200302124023,2017-01-30
26.306413650512695,2017-01-31
25.721830368041992,2017-02-01
25.76080322265625,2017-02-02
25.643888473510742,2017-02-03
25.449024200439453,2017-02-06
25.332107543945312,2017-02-07
24.201904296875,2017-02-08
24.16292953491211,2017-02-09
24.43573760986328,2017-02-10
24.43573760986328,2017-02-13
24.474714279174805,2017-02-14
24.552656173706055,2017-02-15
24.357791900634766,2017-02-16
24.318822860717773,2017-02-17
24.046016693115234,2017-02-21
24.43573760986328,2017-02-22
24.43573760986328,2017-02-23
24.474714279174805,2017-02-24
24.513683319091797,2017-02-27
24.43573760986328,2017-02-28
23.69525909423828,2017-03-01
23.18861961364746,2017-03-02
22.915815353393555,2017-03-03
22.83786392211914,2017-03-06
22.95478630065918,2017-03-07
23.03272819519043,2017-03-08
23.189682006835938,2017-03-09
23.660533905029297,2017-03-10
23.856725692749023,2017-03-13
23.974445343017578,2017-03-14
23.621299743652344,2017-03-15
23.69977569580078,2017-03-16
24.013681411743164,2017-03-17
24.013681411743164,2017-03-20
23.660533905029297,2017-03-21
23.778249740600586,2017-03-22
23.69977569580078,2017-03-23
24.209875106811523,2017-03-24
24.17063331604004,2017-03-27
23.974445343017578,2017-03-28
24.288349151611328,2017-03-29
24.44529914855957,2017-03-30
24.680728912353516,2017-03-31
24.994632720947266,2017-04-03
24.759201049804688,2017-04-04
24.32758331298828,2017-04-05
24.17063331604004,2017-04-06
23.817489624023438,2017-04-07
24.052921295166016,2017-04-10
24.09215545654297,2017-04-11
23.778249740600586,2017-04-12
23.69977569580078,2017-04-13
24.09215545654297,2017-04-17
23.935205459594727,2017-04-18
23.856725692749023,2017-04-19
24.288349151611328,2017-04-20
24.249109268188477,2017-04-21
24.09215545654297,2017-04-24
24.32758331298828,2017-04-25
24.48453712463379,2017-04-26
24.09215545654297,2017-04-27
23.778249740600586,2017-04-28
23.38587188720703,2017-05-01
23.582061767578125,2017-05-02
23.621299743652344,2017-05-03
23.07196807861328,2017-05-04
22.836538314819336,2017-05-05
22.601110458374023,2017-05-08
22.67958641052246,2017-05-09
21.934064865112305,2017-05-10
21.580923080444336,2017-05-11
21.110069274902344,2017-05-12
20.75692367553711,2017-05-15
20.207592010498047,2017-05-16
19.305118560791016,2017-05-17
19.226640701293945,2017-05-18
19.854446411132812,2017-05-19
19.619022369384766,2017-05-22
19.34435272216797,2017-05-23
18.441879272460938,2017-05-24
18.363401412963867,2017-05-25
19.38359260559082,2017-05-26
18.324167251586914,2017-05-30
17.657119750976562,2017-05-31
18.567686080932617,2017-06-01
19.636615753173828,2017-06-02
19.794979095458984,2017-06-05
19.319896697998047,2017-06-06
18.805225372314453,2017-06-07
18.72604751586914,2017-06-08
18.448917388916016,2017-06-09
18.607276916503906,2017-06-12
19.201128005981445,2017-06-13
19.161535263061523,2017-06-14
19.042762756347656,2017-06-15
19.517845153808594,2017-06-16
19.597028732299805,2017-06-19
18.686458587646484,2017-06-20
18.250965118408203,2017-06-21
18.250965118408203,2017-06-22
18.686458587646484,2017-06-23
18.646865844726562,2017-06-26
18.488508224487305,2017-06-27
18.923995971679688,2017-06-28
18.72604751586914,2017-06-29
18.013427734375,2017-06-30
18.36973762512207,2017-07-03
17.775888442993164,2017-07-05
17.14244842529297,2017-07-06
17.379989624023438,2017-07-07
17.023677825927734,2017-07-10
17.657115936279297,2017-07-11
16.944499969482422,2017-07-12
17.538347244262695,2017-07-13
17.34040069580078,2017-07-14
15.598441123962402,2017-07-17
15.915163040161133,2017-07-18
15.71721076965332,2017-07-19
16.311058044433594,2017-07-20
16.113109588623047,2017-07-21
16.23188018798828,2017-07-24
16.509008407592773,2017-07-25
16.667367935180664,2017-07-26
16.390239715576172,2017-07-27
16.23188018798828,2017-07-28
16.15269660949707,2017-07-31
16.469419479370117,2017-08-01
12.035343170166016,2017-08-02
11.956165313720703,2017-08-03
12.86673355102539,2017-08-04
12.747964859008789,2017-08-07
12.787554740905762,2017-08-08
12.272884368896484,2017-08-09
11.441496849060059,2017-08-10
11.124774932861328,2017-08-11
10.76846694946289,2017-08-14
10.491336822509766,2017-08-15
10.530925750732422,2017-08-16
10.412158012390137,2017-08-17
10.293387413024902,2017-08-18
10.332977294921875,2017-08-21
10.174617767333984,2017-08-22
9.937077522277832,2017-08-23
10.135027885437012,2017-08-24
10.21420669555664,2017-08-25
10.332977294921875,2017-08-28
10.174617767333984,2017-08-29
10.649697303771973,2017-08-30
