DIGI,Date
0.17000000178813934,2011-02-04
0.17000000178813934,2011-02-07
0.17000000178813934,2011-02-08
0.17000000178813934,2011-02-09
0.17000000178813934,2011-02-10
0.17000000178813934,2011-02-11
0.17000000178813934,2011-02-14
0.16500000655651093,2011-02-15
0.1599999964237213,2011-02-16
0.1550000011920929,2011-02-17
0.15000000596046448,2011-02-18
0.14900000393390656,2011-02-22
0.15000000596046448,2011-02-23
0.15000000596046448,2011-02-24
0.15000000596046448,2011-02-25
0.15000000596046448,2011-02-28
0.15000000596046448,2011-03-01
0.15000000596046448,2011-03-02
0.15000000596046448,2011-03-03
0.15000000596046448,2011-03-04
0.12999999523162842,2011-03-07
0.11999999731779099,2011-03-08
0.11999999731779099,2011-03-09
0.11999999731779099,2011-03-10
0.10999999940395355,2011-03-11
0.11999999731779099,2011-03-14
0.11999999731779099,2011-03-15
0.10249999910593033,2011-03-16
0.14000000059604645,2011-03-17
0.14000000059604645,2011-03-18
0.11999999731779099,2011-03-21
0.11999999731779099,2011-03-22
0.10999999940395355,2011-03-23
0.10999999940395355,2011-03-24
0.10999999940395355,2011-03-25
0.10499999672174454,2011-03-28
0.10499999672174454,2011-03-29
0.10499999672174454,2011-03-30
0.12999999523162842,2011-03-31
0.12999999523162842,2011-04-01
0.10000000149011612,2011-04-04
0.10000000149011612,2011-04-05
0.10000000149011612,2011-04-06
0.10000000149011612,2011-04-07
0.07999999821186066,2011-04-08
0.10000000149011612,2011-04-11
0.10000000149011612,2011-04-12
0.11500000208616257,2011-04-13
0.11500000208616257,2011-04-14
0.10999999940395355,2011-04-15
0.11999999731779099,2011-04-18
0.10000000149011612,2011-04-19
0.10000000149011612,2011-04-20
0.10000000149011612,2011-04-21
0.10000000149011612,2011-04-25
0.05000000074505806,2011-04-26
0.05000000074505806,2011-04-27
0.05999999865889549,2011-04-28
0.061000000685453415,2011-04-29
0.06199999898672104,2011-05-02
0.05050000175833702,2011-05-03
0.054499998688697815,2011-05-04
0.019999999552965164,2011-05-05
0.05000000074505806,2011-05-06
0.07999999821186066,2011-05-09
0.07999999821186066,2011-05-10
0.07999999821186066,2011-05-11
0.0560000017285347,2011-05-12
0.0560000017285347,2011-05-13
0.07800000160932541,2011-05-16
0.07800000160932541,2011-05-17
0.07500000298023224,2011-05-18
0.07500000298023224,2011-05-19
0.07500000298023224,2011-05-20
0.07500000298023224,2011-05-23
0.07500000298023224,2011-05-24
0.07500000298023224,2011-05-25
0.054999999701976776,2011-05-26
0.054999999701976776,2011-05-27
0.054999999701976776,2011-05-31
0.07000000029802322,2011-06-01
0.07000000029802322,2011-06-02
0.0689999982714653,2011-06-03
0.0689999982714653,2011-06-06
0.0689999982714653,2011-06-07
0.0689999982714653,2011-06-08
0.0689999982714653,2011-06-09
0.07249999791383743,2011-06-10
0.03999999910593033,2011-06-13
0.03999999910593033,2011-06-14
0.05000000074505806,2011-06-15
0.05000000074505806,2011-06-16
0.05000000074505806,2011-06-17
0.07500000298023224,2011-06-20
0.07500000298023224,2011-06-21
0.0430000014603138,2011-06-22
0.0430000014603138,2011-06-23
0.025299999862909317,2011-06-24
0.07999999821186066,2011-06-27
0.07000000029802322,2011-06-28
0.08500000089406967,2011-06-29
0.05990000069141388,2011-06-30
0.09000000357627869,2011-07-01
0.06499999761581421,2011-07-05
0.08500000089406967,2011-07-06
0.08500000089406967,2011-07-07
0.08500000089406967,2011-07-08
0.07000000029802322,2011-07-11
0.08500000089406967,2011-07-12
0.08500000089406967,2011-07-13
0.06499999761581421,2011-07-14
0.08500000089406967,2011-07-15
0.05999999865889549,2011-07-18
0.08500000089406967,2011-07-19
0.08500000089406967,2011-07-20
0.08500000089406967,2011-07-21
0.09000000357627869,2011-07-22
0.08500000089406967,2011-07-25
0.07999999821186066,2011-07-26
0.07999999821186066,2011-07-27
0.07999999821186066,2011-07-28
0.05999999865889549,2011-07-29
0.07000000029802322,2011-08-01
0.07000000029802322,2011-08-02
0.07999999821186066,2011-08-03
0.07999999821186066,2011-08-04
0.07999999821186066,2011-08-05
0.07999999821186066,2011-08-08
0.07999999821186066,2011-08-09
0.07999999821186066,2011-08-10
0.07999999821186066,2011-08-11
0.07999999821186066,2011-08-12
0.07999999821186066,2011-08-15
0.07500000298023224,2011-08-16
0.05000000074505806,2011-08-17
0.07500000298023224,2011-08-18
0.07500000298023224,2011-08-19
0.07500000298023224,2011-08-22
0.07500000298023224,2011-08-23
0.07500000298023224,2011-08-24
0.07500000298023224,2011-08-25
0.07500000298023224,2011-08-26
0.07000000029802322,2011-08-29
0.07000000029802322,2011-08-30
0.07000000029802322,2011-08-31
0.07000000029802322,2011-09-01
0.07000000029802322,2011-09-02
0.07000000029802322,2011-09-06
0.07000000029802322,2011-09-07
0.07000000029802322,2011-09-08
0.07000000029802322,2011-09-09
0.07000000029802322,2011-09-12
0.07000000029802322,2011-09-13
0.05999999865889549,2011-09-14
0.05999999865889549,2011-09-15
0.05999999865889549,2011-09-16
0.05999999865889549,2011-09-19
0.05999999865889549,2011-09-20
0.05999999865889549,2011-09-21
0.05999999865889549,2011-09-22
0.09000000357627869,2011-09-23
0.09000000357627869,2011-09-26
0.09000000357627869,2011-09-27
0.06499999761581421,2011-09-28
0.07000000029802322,2011-09-29
0.07000000029802322,2011-09-30
0.07699999958276749,2011-10-03
0.07699999958276749,2011-10-04
0.07999999821186066,2011-10-05
0.10999999940395355,2011-10-06
0.05999999865889549,2011-10-07
0.05999999865889549,2011-10-10
0.054999999701976776,2011-10-11
0.054999999701976776,2011-10-12
0.054999999701976776,2011-10-13
0.054999999701976776,2011-10-14
0.09000000357627869,2011-10-17
0.09000000357627869,2011-10-18
0.04500000178813934,2011-10-19
0.05000000074505806,2011-10-20
0.05000000074505806,2011-10-21
0.05000000074505806,2011-10-24
0.05000000074505806,2011-10-25
0.05999999865889549,2011-10-26
0.07000000029802322,2011-10-27
0.05999999865889549,2011-10-28
0.05999999865889549,2011-10-31
0.05999999865889549,2011-11-01
0.05999999865889549,2011-11-02
0.05999999865889549,2011-11-03
0.05999999865889549,2011-11-04
0.05000000074505806,2011-11-07
0.05000000074505806,2011-11-08
0.054999999701976776,2011-11-09
0.05000000074505806,2011-11-10
0.05999999865889549,2011-11-11
0.05000000074505806,2011-11-14
0.05000000074505806,2011-11-15
0.05000000074505806,2011-11-16
0.05000000074505806,2011-11-17
0.05000000074505806,2011-11-18
0.05000000074505806,2011-11-21
0.05000000074505806,2011-11-22
0.05000000074505806,2011-11-23
0.05000000074505806,2011-11-25
0.05249999836087227,2011-11-28
0.05249999836087227,2011-11-29
0.05249999836087227,2011-11-30
0.04500000178813934,2011-12-01
0.04500000178813934,2011-12-02
0.04500000178813934,2011-12-05
0.04500000178813934,2011-12-06
0.04500000178813934,2011-12-07
0.05000000074505806,2011-12-08
0.05000000074505806,2011-12-09
0.05000000074505806,2011-12-12
0.05000000074505806,2011-12-13
0.05000000074505806,2011-12-14
0.05000000074505806,2011-12-15
0.05000000074505806,2011-12-16
0.05000000074505806,2011-12-19
0.05000000074505806,2011-12-20
0.03500000014901161,2011-12-21
0.03999999910593033,2011-12-22
0.03999999910593033,2011-12-23
0.04100000113248825,2011-12-27
0.03999999910593033,2011-12-28
0.03999999910593033,2011-12-29
0.03999999910593033,2011-12-30
0.03999999910593033,2012-01-03
0.05000000074505806,2012-01-04
0.05000000074505806,2012-01-05
0.05000000074505806,2012-01-06
0.05000000074505806,2012-01-09
0.05000000074505806,2012-01-10
0.05000000074505806,2012-01-11
0.05000000074505806,2012-01-12
0.03500000014901161,2012-01-13
0.05999999865889549,2012-01-17
0.05999999865889549,2012-01-18
0.03999999910593033,2012-01-19
0.09000000357627869,2012-01-20
0.09000000357627869,2012-01-23
0.09000000357627869,2012-01-24
0.09000000357627869,2012-01-25
0.10000000149011612,2012-01-26
0.10000000149011612,2012-01-27
0.10000000149011612,2012-01-30
0.035999998450279236,2012-01-31
0.035999998450279236,2012-02-01
0.09000000357627869,2012-02-02
0.09000000357627869,2012-02-03
0.07000000029802322,2012-02-06
0.07000000029802322,2012-02-07
0.07000000029802322,2012-02-08
0.07000000029802322,2012-02-09
0.07000000029802322,2012-02-10
0.07000000029802322,2012-02-13
0.07000000029802322,2012-02-14
0.05000000074505806,2012-02-15
0.05000000074505806,2012-02-16
0.050999999046325684,2012-02-17
0.050999999046325684,2012-02-21
0.09000000357627869,2012-02-22
0.09000000357627869,2012-02-23
0.09000000357627869,2012-02-24
0.054999999701976776,2012-02-27
0.054999999701976776,2012-02-28
0.07800000160932541,2012-02-29
0.07800000160932541,2012-03-01
0.07800000160932541,2012-03-02
0.07800000160932541,2012-03-05
0.07800000160932541,2012-03-06
0.07800000160932541,2012-03-07
0.04500000178813934,2012-03-08
0.07500000298023224,2012-03-09
0.07500000298023224,2012-03-12
0.04500000178813934,2012-03-13
0.04500000178813934,2012-03-14
0.07500000298023224,2012-03-15
0.07500000298023224,2012-03-16
0.07500000298023224,2012-03-19
0.07500000298023224,2012-03-20
0.07000000029802322,2012-03-21
0.04500000178813934,2012-03-22
0.04600000008940697,2012-03-23
0.05000000074505806,2012-03-26
0.05000000074505806,2012-03-27
0.05000000074505806,2012-03-28
0.05000000074505806,2012-03-29
0.05000000074505806,2012-03-30
0.05000000074505806,2012-04-02
0.05000000074505806,2012-04-03
0.05000000074505806,2012-04-04
0.05000000074505806,2012-04-05
0.05000000074505806,2012-04-09
0.05000000074505806,2012-04-10
0.05000000074505806,2012-04-11
0.057999998331069946,2012-04-12
0.057999998331069946,2012-04-13
0.057999998331069946,2012-04-16
0.057999998331069946,2012-04-17
0.057999998331069946,2012-04-18
0.057999998331069946,2012-04-19
0.057999998331069946,2012-04-20
0.057999998331069946,2012-04-23
0.07000000029802322,2012-04-24
0.05000000074505806,2012-04-25
0.05999999865889549,2012-04-26
0.05999999865889549,2012-04-27
0.05999999865889549,2012-04-30
0.05999999865889549,2012-05-01
0.07000000029802322,2012-05-02
0.07000000029802322,2012-05-03
0.07000000029802322,2012-05-04
0.04800000041723251,2012-05-07
0.07500000298023224,2012-05-08
0.07500000298023224,2012-05-09
0.041200000792741776,2012-05-10
0.041200000792741776,2012-05-11
0.041200000792741776,2012-05-14
0.041200000792741776,2012-05-15
0.041200000792741776,2012-05-16
0.041200000792741776,2012-05-17
0.041200000792741776,2012-05-18
0.041200000792741776,2012-05-21
0.041200000792741776,2012-05-22
0.031199999153614044,2012-05-23
0.04800000041723251,2012-05-24
0.04800000041723251,2012-05-25
0.04800000041723251,2012-05-29
0.04800000041723251,2012-05-30
0.04500000178813934,2012-05-31
0.04500000178813934,2012-06-01
0.04800000041723251,2012-06-04
0.04800000041723251,2012-06-05
0.04800000041723251,2012-06-06
0.04699999839067459,2012-06-07
0.04699999839067459,2012-06-08
0.04699999839067459,2012-06-11
0.04699999839067459,2012-06-12
0.04699999839067459,2012-06-13
0.04699999839067459,2012-06-14
0.04699999839067459,2012-06-15
0.05900000035762787,2012-06-18
0.05900000035762787,2012-06-19
0.05900000035762787,2012-06-20
0.05900000035762787,2012-06-21
0.05900000035762787,2012-06-22
0.04699999839067459,2012-06-25
0.05999999865889549,2012-06-26
0.05999999865889549,2012-06-27
0.05999999865889549,2012-06-28
0.05999999865889549,2012-06-29
0.05999999865889549,2012-07-02
0.05999999865889549,2012-07-03
0.05999999865889549,2012-07-05
0.05999999865889549,2012-07-06
0.05999999865889549,2012-07-09
0.05999999865889549,2012-07-10
0.05700000002980232,2012-07-11
0.05700000002980232,2012-07-12
0.05999999865889549,2012-07-13
0.04699999839067459,2012-07-16
0.04699999839067459,2012-07-17
0.04699999839067459,2012-07-18
0.052000001072883606,2012-07-19
0.052000001072883606,2012-07-20
0.04500000178813934,2012-07-23
0.057999998331069946,2012-07-24
0.057999998331069946,2012-07-25
0.05900000035762787,2012-07-26
0.05900000035762787,2012-07-27
0.04600000008940697,2012-07-30
0.04600000008940697,2012-07-31
0.04600000008940697,2012-08-01
0.04600000008940697,2012-08-02
0.04600000008940697,2012-08-03
0.04600000008940697,2012-08-06
0.04600000008940697,2012-08-07
0.04600000008940697,2012-08-08
0.04600000008940697,2012-08-09
0.054999999701976776,2012-08-10
0.04500000178813934,2012-08-13
0.04500000178813934,2012-08-14
0.04500000178813934,2012-08-15
0.03700000047683716,2012-08-16
0.03500000014901161,2012-08-17
0.03400000184774399,2012-08-20
0.03400000184774399,2012-08-21
0.03400000184774399,2012-08-22
0.03400000184774399,2012-08-23
0.03400000184774399,2012-08-24
0.02500000037252903,2012-08-27
0.02500000037252903,2012-08-28
0.02500000037252903,2012-08-29
0.02500000037252903,2012-08-30
0.02800000086426735,2012-08-31
0.02500000037252903,2012-09-04
0.02500000037252903,2012-09-05
0.026000000536441803,2012-09-06
0.02500000037252903,2012-09-07
0.019999999552965164,2012-09-10
0.026000000536441803,2012-09-11
0.026000000536441803,2012-09-12
0.026000000536441803,2012-09-13
0.027499999850988388,2012-09-14
0.027499999850988388,2012-09-17
0.027499999850988388,2012-09-18
0.027499999850988388,2012-09-19
0.027499999850988388,2012-09-20
0.027499999850988388,2012-09-21
0.027499999850988388,2012-09-24
0.02500000037252903,2012-09-25
0.024000000208616257,2012-09-26
0.024000000208616257,2012-09-27
0.024000000208616257,2012-09-28
0.024000000208616257,2012-10-01
0.024000000208616257,2012-10-02
0.024000000208616257,2012-10-03
0.024000000208616257,2012-10-04
0.024000000208616257,2012-10-05
0.03099999949336052,2012-10-08
0.03099999949336052,2012-10-09
0.03099999949336052,2012-10-10
0.03099999949336052,2012-10-11
0.03099999949336052,2012-10-12
0.03099999949336052,2012-10-15
0.03999999910593033,2012-10-16
0.03999999910593033,2012-10-17
0.03099999949336052,2012-10-18
0.03099999949336052,2012-10-19
0.03999999910593033,2012-10-22
0.03999999910593033,2012-10-23
0.03999999910593033,2012-10-24
0.03999999910593033,2012-10-25
0.03999999910593033,2012-10-26
0.03999999910593033,2012-10-31
0.042500000447034836,2012-11-01
0.042500000447034836,2012-11-02
0.029999999329447746,2012-11-05
0.029999999329447746,2012-11-06
0.029999999329447746,2012-11-07
0.029999999329447746,2012-11-08
0.029999999329447746,2012-11-09
0.029999999329447746,2012-11-12
0.029999999329447746,2012-11-13
0.029999999329447746,2012-11-14
0.019999999552965164,2012-11-15
0.019999999552965164,2012-11-16
0.019999999552965164,2012-11-19
0.019999999552965164,2012-11-20
0.019999999552965164,2012-11-21
0.019999999552965164,2012-11-23
0.019999999552965164,2012-11-26
0.02199999988079071,2012-11-27
0.02199999988079071,2012-11-28
0.02199999988079071,2012-11-29
0.02199999988079071,2012-11-30
0.02199999988079071,2012-12-03
0.02199999988079071,2012-12-04
0.028999999165534973,2012-12-05
0.028999999165534973,2012-12-06
0.028999999165534973,2012-12-07
0.028999999165534973,2012-12-10
0.028999999165534973,2012-12-11
0.028999999165534973,2012-12-12
0.028999999165534973,2012-12-13
0.020999999716877937,2012-12-14
0.020999999716877937,2012-12-17
0.019999999552965164,2012-12-18
0.019999999552965164,2012-12-19
0.02800000086426735,2012-12-20
0.02800000086426735,2012-12-21
0.10000000149011612,2012-12-24
0.019999999552965164,2012-12-26
0.019999999552965164,2012-12-27
0.03400000184774399,2012-12-28
0.029999999329447746,2012-12-31
0.035999998450279236,2013-01-02
0.035999998450279236,2013-01-03
0.035999998450279236,2013-01-04
0.03350000083446503,2013-01-07
0.03350000083446503,2013-01-08
0.03350000083446503,2013-01-09
0.03350000083446503,2013-01-10
0.019999999552965164,2013-01-11
0.019999999552965164,2013-01-14
0.014000000432133675,2013-01-15
0.014000000432133675,2013-01-16
0.014000000432133675,2013-01-17
0.014000000432133675,2013-01-18
0.014000000432133675,2013-01-22
0.014000000432133675,2013-01-23
0.014000000432133675,2013-01-24
0.014000000432133675,2013-01-25
0.03350000083446503,2013-01-28
0.03350000083446503,2013-01-29
0.03350000083446503,2013-01-30
0.03350000083446503,2013-01-31
0.03350000083446503,2013-02-01
0.03350000083446503,2013-02-04
0.03350000083446503,2013-02-05
0.03350000083446503,2013-02-06
0.03350000083446503,2013-02-07
0.03350000083446503,2013-02-08
0.03350000083446503,2013-02-11
0.03099999949336052,2013-02-12
0.03099999949336052,2013-02-13
0.03099999949336052,2013-02-14
0.03099999949336052,2013-02-15
0.03099999949336052,2013-02-19
0.03099999949336052,2013-02-20
0.03099999949336052,2013-02-21
0.03099999949336052,2013-02-22
0.03099999949336052,2013-02-25
0.03099999949336052,2013-02-26
0.03099999949336052,2013-02-27
0.03099999949336052,2013-02-28
0.03099999949336052,2013-03-01
0.03099999949336052,2013-03-04
0.03099999949336052,2013-03-05
0.03099999949336052,2013-03-06
0.03099999949336052,2013-03-07
0.03099999949336052,2013-03-08
0.03099999949336052,2013-03-11
0.03099999949336052,2013-03-12
0.03099999949336052,2013-03-13
0.03099999949336052,2013-03-14
0.03099999949336052,2013-03-15
0.03099999949336052,2013-03-18
0.03099999949336052,2013-03-19
0.03099999949336052,2013-03-20
0.03099999949336052,2013-03-21
0.03099999949336052,2013-03-22
0.03099999949336052,2013-03-25
0.032999999821186066,2013-03-26
0.03999999910593033,2013-03-27
0.03999999910593033,2013-03-28
0.03999999910593033,2013-04-01
0.03999999910593033,2013-04-02
0.03999999910593033,2013-04-03
0.028999999165534973,2013-04-04
0.028999999165534973,2013-04-05
0.029999999329447746,2013-04-08
0.029999999329447746,2013-04-09
0.009999999776482582,2013-04-10
0.009999999776482582,2013-04-11
0.009999999776482582,2013-04-12
0.009999999776482582,2013-04-15
0.009999999776482582,2013-04-16
0.009999999776482582,2013-04-17
0.009999999776482582,2013-04-18
0.009999999776482582,2013-04-19
0.009999999776482582,2013-04-22
0.009999999776482582,2013-04-23
0.009999999776482582,2013-04-24
0.009999999776482582,2013-04-25
0.009999999776482582,2013-04-26
0.009999999776482582,2013-04-29
0.009999999776482582,2013-04-30
0.009999999776482582,2013-05-01
0.009999999776482582,2013-05-02
0.009999999776482582,2013-05-03
0.009999999776482582,2013-05-06
0.009999999776482582,2013-05-07
0.009999999776482582,2013-05-08
0.014999999664723873,2013-05-09
0.014999999664723873,2013-05-10
0.014999999664723873,2013-05-13
0.014999999664723873,2013-05-14
0.014999999664723873,2013-05-15
0.028999999165534973,2013-05-16
0.028999999165534973,2013-05-17
0.014999999664723873,2013-05-20
0.014999999664723873,2013-05-21
0.01510000042617321,2013-05-22
0.01510000042617321,2013-05-23
0.01510000042617321,2013-05-24
0.01510000042617321,2013-05-28
0.01510000042617321,2013-05-29
0.01510000042617321,2013-05-30
0.01510000042617321,2013-05-31
0.01510000042617321,2013-06-03
0.01510000042617321,2013-06-04
0.01510000042617321,2013-06-05
0.01510000042617321,2013-06-06
0.01510000042617321,2013-06-07
0.01510000042617321,2013-06-10
0.01510000042617321,2013-06-11
0.01510000042617321,2013-06-12
0.01510000042617321,2013-06-13
0.01510000042617321,2013-06-14
0.01510000042617321,2013-06-17
0.01510000042617321,2013-06-18
0.01510000042617321,2013-06-19
0.01510000042617321,2013-06-20
0.01510000042617321,2013-06-21
0.01510000042617321,2013-06-24
0.01510000042617321,2013-06-25
0.01510000042617321,2013-06-26
0.01510000042617321,2013-06-27
0.01510000042617321,2013-06-28
0.01510000042617321,2013-07-01
0.013000000268220901,2013-07-02
0.013000000268220901,2013-07-03
0.013000000268220901,2013-07-05
0.013000000268220901,2013-07-08
0.013000000268220901,2013-07-09
0.013000000268220901,2013-07-10
0.013000000268220901,2013-07-11
0.013000000268220901,2013-07-12
0.013000000268220901,2013-07-15
0.013000000268220901,2013-07-16
0.013000000268220901,2013-07-17
0.013000000268220901,2013-07-18
0.013000000268220901,2013-07-19
0.013000000268220901,2013-07-22
0.013000000268220901,2013-07-23
0.013000000268220901,2013-07-24
0.013000000268220901,2013-07-25
0.013000000268220901,2013-07-26
0.013000000268220901,2013-07-29
0.013000000268220901,2013-07-30
0.013000000268220901,2013-07-31
0.013000000268220901,2013-08-01
0.013000000268220901,2013-08-02
0.013000000268220901,2013-08-05
0.014999999664723873,2013-08-06
0.014999999664723873,2013-08-07
0.014999999664723873,2013-08-08
0.014999999664723873,2013-08-09
0.014999999664723873,2013-08-12
0.014999999664723873,2013-08-13
0.014999999664723873,2013-08-14
0.0012000000569969416,2013-08-15
0.0012000000569969416,2013-08-16
0.0012000000569969416,2013-08-19
0.0012000000569969416,2013-08-20
0.0012000000569969416,2013-08-21
0.0012000000569969416,2013-08-22
0.0012000000569969416,2013-08-23
0.0012000000569969416,2013-08-26
0.0012000000569969416,2013-08-27
0.0012000000569969416,2013-08-28
0.0012000000569969416,2013-08-29
0.0012000000569969416,2013-08-30
0.0012000000569969416,2013-09-03
0.0012000000569969416,2013-09-04
0.0012000000569969416,2013-09-05
0.002300000051036477,2013-09-06
0.002300000051036477,2013-09-09
0.002300000051036477,2013-09-10
0.002300000051036477,2013-09-11
0.002300000051036477,2013-09-12
0.002400000113993883,2013-09-13
0.002400000113993883,2013-09-16
0.002400000113993883,2013-09-17
0.002400000113993883,2013-09-18
0.002400000113993883,2013-09-19
0.002400000113993883,2013-09-20
0.002400000113993883,2013-09-23
0.002400000113993883,2013-09-24
0.002400000113993883,2013-09-25
0.002400000113993883,2013-09-26
0.002400000113993883,2013-09-27
0.002400000113993883,2013-09-30
0.002400000113993883,2013-10-01
0.002400000113993883,2013-10-02
0.002400000113993883,2013-10-03
0.002400000113993883,2013-10-04
0.002400000113993883,2013-10-07
0.002400000113993883,2013-10-08
0.002400000113993883,2013-10-09
0.002400000113993883,2013-10-10
0.002400000113993883,2013-10-11
0.002400000113993883,2013-10-14
0.002400000113993883,2013-10-15
0.002400000113993883,2013-10-16
0.002400000113993883,2013-10-17
0.002400000113993883,2013-10-18
0.002400000113993883,2013-10-21
0.002400000113993883,2013-10-22
0.002400000113993883,2013-10-23
0.002400000113993883,2013-10-24
0.002400000113993883,2013-10-25
0.002400000113993883,2013-10-28
0.002400000113993883,2013-10-29
