DGX,Date
3.3261656761169434,1997-05-21
3.6285414695739746,1997-05-22
3.488983631134033,1997-05-23
3.488983631134033,1997-05-27
3.5122430324554443,1997-05-28
3.5355031490325928,1997-05-29
3.4424641132354736,1997-05-30
3.465723752975464,1997-06-02
3.488983631134033,1997-06-03
3.5122430324554443,1997-06-04
3.5355031490325928,1997-06-05
3.675062417984009,1997-06-06
3.7215819358825684,1997-06-09
3.7215819358825684,1997-06-10
3.6052818298339844,1997-06-11
3.7215819358825684,1997-06-12
3.6983225345611572,1997-06-13
3.7681009769439697,1997-06-16
3.6983225345611572,1997-06-17
3.7215819358825684,1997-06-18
3.6983225345611572,1997-06-19
3.6983225345611572,1997-06-20
3.6983225345611572,1997-06-23
3.6052818298339844,1997-06-24
3.5355031490325928,1997-06-25
3.5355031490325928,1997-06-26
3.5355031490325928,1997-06-27
3.8262507915496826,1997-06-30
3.6518020629882812,1997-07-01
3.6285414695739746,1997-07-02
3.6169118881225586,1997-07-03
3.6169118881225586,1997-07-07
3.7332119941711426,1997-07-08
3.6518020629882812,1997-07-09
3.5355031490325928,1997-07-10
3.5355031490325928,1997-07-11
3.5471317768096924,1997-07-14
3.582021951675415,1997-07-15
3.7448418140411377,1997-07-16
3.5122430324554443,1997-07-17
3.4075732231140137,1997-07-18
3.372683525085449,1997-07-21
3.3377938270568848,1997-07-22
3.349424123764038,1997-07-23
3.256385087966919,1997-07-24
3.1400840282440186,1997-07-25
3.1517152786254883,1997-07-28
3.2098639011383057,1997-07-29
3.256385087966919,1997-07-30
3.233124256134033,1997-07-31
3.1633448600769043,1997-08-01
3.1633448600769043,1997-08-04
3.1866047382354736,1997-08-05
3.221494436264038,1997-08-06
3.2098639011383057,1997-08-07
3.2098639011383057,1997-08-08
3.2098639011383057,1997-08-11
3.2796430587768555,1997-08-12
3.2796430587768555,1997-08-13
3.3959431648254395,1997-08-14
3.5587635040283203,1997-08-15
3.5587635040283203,1997-08-18
3.5587635040283203,1997-08-19
3.582021951675415,1997-08-20
3.5703933238983154,1997-08-21
3.5471317768096924,1997-08-22
3.488983631134033,1997-08-25
3.5122430324554443,1997-08-26
3.5238733291625977,1997-08-27
3.5122430324554443,1997-08-28
3.4773521423339844,1997-08-29
3.3959431648254395,1997-09-02
3.419203519821167,1997-09-03
3.465723752975464,1997-09-04
3.372683525085449,1997-09-05
3.419203519821167,1997-09-08
3.419203519821167,1997-09-09
3.3843142986297607,1997-09-10
3.3843142986297607,1997-09-11
3.372683525085449,1997-09-12
3.3261656761169434,1997-09-15
3.291273832321167,1997-09-16
3.24475359916687,1997-09-17
3.1749751567840576,1997-09-18
3.1168248653411865,1997-09-19
3.093564748764038,1997-09-22
3.0703048706054688,1997-09-23
3.0703048706054688,1997-09-24
3.081934928894043,1997-09-25
3.1517152786254883,1997-09-26
3.1749751567840576,1997-09-29
3.1517152786254883,1997-09-30
3.12845516204834,1997-10-01
3.12845516204834,1997-10-02
3.1517152786254883,1997-10-03
3.1633448600769043,1997-10-06
3.198235034942627,1997-10-07
3.2098639011383057,1997-10-08
3.1633448600769043,1997-10-09
3.1400840282440186,1997-10-10
3.093564748764038,1997-10-13
3.047045946121216,1997-10-14
3.035414457321167,1997-10-15
3.0703048706054688,1997-10-16
3.047045946121216,1997-10-17
3.035414457321167,1997-10-20
3.12845516204834,1997-10-21
3.1168248653411865,1997-10-22
3.081934928894043,1997-10-23
3.12845516204834,1997-10-24
3.081934928894043,1997-10-27
3.081934928894043,1997-10-28
3.2098639011383057,1997-10-29
3.1633448600769043,1997-10-30
3.105194568634033,1997-10-31
3.1749751567840576,1997-11-03
3.1168248653411865,1997-11-04
3.081934928894043,1997-11-05
3.093564748764038,1997-11-06
3.093564748764038,1997-11-07
3.12845516204834,1997-11-10
3.105194568634033,1997-11-11
3.093564748764038,1997-11-12
3.105194568634033,1997-11-13
3.105194568634033,1997-11-14
3.12845516204834,1997-11-17
3.1400840282440186,1997-11-18
3.1517152786254883,1997-11-19
3.198235034942627,1997-11-20
3.0703048706054688,1997-11-21
3.081934928894043,1997-11-24
3.0586752891540527,1997-11-25
3.0703048706054688,1997-11-26
3.035414457321167,1997-11-28
3.12845516204834,1997-12-01
3.1633448600769043,1997-12-02
3.0586752891540527,1997-12-03
3.023784875869751,1997-12-04
3.0703048706054688,1997-12-05
3.105194568634033,1997-12-08
3.105194568634033,1997-12-09
3.093564748764038,1997-12-10
3.081934928894043,1997-12-11
3.093564748764038,1997-12-12
3.081934928894043,1997-12-15
3.1400840282440186,1997-12-16
3.1400840282440186,1997-12-17
3.12845516204834,1997-12-18
3.1168248653411865,1997-12-19
3.1168248653411865,1997-12-22
3.1633448600769043,1997-12-23
3.1633448600769043,1997-12-24
3.1400840282440186,1997-12-26
3.12845516204834,1997-12-29
3.1400840282440186,1997-12-30
3.1400840282440186,1997-12-31
3.1866047382354736,1998-01-02
3.1517152786254883,1998-01-05
3.093564748764038,1998-01-06
3.047045946121216,1998-01-07
3.047045946121216,1998-01-08
2.977264642715454,1998-01-09
2.9888949394226074,1998-01-12
2.9888949394226074,1998-01-13
3.000525951385498,1998-01-14
3.035414457321167,1998-01-15
3.0586752891540527,1998-01-16
3.035414457321167,1998-01-20
3.000525951385498,1998-01-21
3.035414457321167,1998-01-22
3.000525951385498,1998-01-23
3.012155055999756,1998-01-26
3.105194568634033,1998-01-27
3.1517152786254883,1998-01-28
3.105194568634033,1998-01-29
3.093564748764038,1998-01-30
3.023784875869751,1998-02-02
3.023784875869751,1998-02-03
3.047045946121216,1998-02-04
3.035414457321167,1998-02-05
3.012155055999756,1998-02-06
3.000525951385498,1998-02-09
3.000525951385498,1998-02-10
3.012155055999756,1998-02-11
3.000525951385498,1998-02-12
2.977264642715454,1998-02-13
2.9888949394226074,1998-02-17
2.9656360149383545,1998-02-18
2.977264642715454,1998-02-19
2.9656360149383545,1998-02-20
2.977264642715454,1998-02-23
2.8958559036254883,1998-02-24
2.8725953102111816,1998-02-25
2.860966205596924,1998-02-26
2.860966205596924,1998-02-27
2.9191155433654785,1998-03-02
2.9191155433654785,1998-03-03
2.8725953102111816,1998-03-04
2.8377060890197754,1998-03-05
2.9074854850769043,1998-03-06
2.9656360149383545,1998-03-09
2.9656360149383545,1998-03-10
2.9656360149383545,1998-03-11
2.954005002975464,1998-03-12
2.977264642715454,1998-03-13
2.9656360149383545,1998-03-16
2.9656360149383545,1998-03-17
2.9656360149383545,1998-03-18
2.977264642715454,1998-03-19
2.9423747062683105,1998-03-20
3.081934928894043,1998-03-23
3.0703048706054688,1998-03-24
3.081934928894043,1998-03-25
3.105194568634033,1998-03-26
3.081934928894043,1998-03-27
3.105194568634033,1998-03-30
3.12845516204834,1998-03-31
3.1517152786254883,1998-04-01
3.1400840282440186,1998-04-02
3.1168248653411865,1998-04-03
3.081934928894043,1998-04-06
3.047045946121216,1998-04-07
3.000525951385498,1998-04-08
3.012155055999756,1998-04-09
3.047045946121216,1998-04-13
3.035414457321167,1998-04-14
3.047045946121216,1998-04-15
3.12845516204834,1998-04-16
3.1866047382354736,1998-04-17
3.2680134773254395,1998-04-20
3.3145322799682617,1998-04-21
3.372683525085449,1998-04-22
3.4773521423339844,1998-04-23
3.50061297416687,1998-04-24
3.465723752975464,1998-04-27
3.582021951675415,1998-04-28
3.5703933238983154,1998-04-29
3.582021951675415,1998-04-30
3.6285414695739746,1998-05-01
3.675062417984009,1998-05-04
3.756471872329712,1998-05-05
3.814621686935425,1998-05-06
3.8262507915496826,1998-05-07
3.8262507915496826,1998-05-08
3.8029913902282715,1998-05-11
3.7681009769439697,1998-05-12
3.7681009769439697,1998-05-13
3.709951639175415,1998-05-14
3.6866939067840576,1998-05-15
3.8727710247039795,1998-05-18
4.0007004737854,1998-05-19
3.9890711307525635,1998-05-20
4.070481300354004,1998-05-21
4.035590171813965,1998-05-22
4.04722261428833,1998-05-26
3.9658117294311523,1998-05-27
3.9658117294311523,1998-05-28
4.035590171813965,1998-05-29
3.9890711307525635,1998-06-01
4.0123291015625,1998-06-02
3.9890711307525635,1998-06-03
4.070481300354004,1998-06-04
4.1402587890625,1998-06-05
4.221670627593994,1998-06-08
4.268187999725342,1998-06-09
4.244930267333984,1998-06-10
4.151891231536865,1998-06-11
4.04722261428833,1998-06-12
4.0123291015625,1998-06-15
3.9774420261383057,1998-06-16
4.08211088180542,1998-06-17
4.08211088180542,1998-06-18
4.070481300354004,1998-06-19
4.0123291015625,1998-06-22
4.04722261428833,1998-06-23
4.0937395095825195,1998-06-24
4.08211088180542,1998-06-25
4.0937395095825195,1998-06-26
4.116999626159668,1998-06-29
4.070481300354004,1998-06-30
4.0123291015625,1998-07-01
3.9890711307525635,1998-07-02
4.0007004737854,1998-07-06
3.9890711307525635,1998-07-07
3.954179048538208,1998-07-08
3.942548990249634,1998-07-09
3.9309208393096924,1998-07-10
3.942548990249634,1998-07-13
3.954179048538208,1998-07-14
3.954179048538208,1998-07-15
4.023961067199707,1998-07-16
4.0007004737854,1998-07-17
3.942548990249634,1998-07-20
3.9309208393096924,1998-07-21
4.0007004737854,1998-07-22
3.954179048538208,1998-07-23
3.8960301876068115,1998-07-24
3.8960301876068115,1998-07-27
3.7332119941711426,1998-07-28
3.8262507915496826,1998-07-29
3.814621686935425,1998-07-30
3.814621686935425,1998-07-31
3.814621686935425,1998-08-03
3.5703933238983154,1998-08-04
3.5703933238983154,1998-08-05
3.6169118881225586,1998-08-06
3.675062417984009,1998-08-07
3.5936529636383057,1998-08-10
3.5587635040283203,1998-08-11
3.6634316444396973,1998-08-12
3.6285414695739746,1998-08-13
3.6983225345611572,1998-08-14
3.709951639175415,1998-08-17
3.7215819358825684,1998-08-18
3.7332119941711426,1998-08-19
3.7332119941711426,1998-08-20
3.7215819358825684,1998-08-21
3.709951639175415,1998-08-24
3.709951639175415,1998-08-25
3.675062417984009,1998-08-26
3.5587635040283203,1998-08-27
3.349424123764038,1998-08-28
3.093564748764038,1998-08-31
3.105194568634033,1998-09-01
3.081934928894043,1998-09-02
3.198235034942627,1998-09-03
3.233124256134033,1998-09-04
3.419203519821167,1998-09-08
3.2796430587768555,1998-09-09
3.24475359916687,1998-09-10
3.3145322799682617,1998-09-11
3.2796430587768555,1998-09-14
3.233124256134033,1998-09-15
3.1633448600769043,1998-09-16
3.1168248653411865,1998-09-17
3.2680134773254395,1998-09-18
3.302903175354004,1998-09-21
3.3261656761169434,1998-09-22
3.291273832321167,1998-09-23
3.198235034942627,1998-09-24
3.105194568634033,1998-09-25
3.1168248653411865,1998-09-28
3.035414457321167,1998-09-29
3.0703048706054688,1998-09-30
3.1168248653411865,1998-10-01
3.093564748764038,1998-10-02
3.047045946121216,1998-10-05
2.954005002975464,1998-10-06
2.791186571121216,1998-10-07
2.721407413482666,1998-10-08
2.8144466876983643,1998-10-09
2.7679266929626465,1998-10-12
2.7446656227111816,1998-10-13
2.7330362796783447,1998-10-14
2.791186571121216,1998-10-15
2.7679266929626465,1998-10-16
2.930746078491211,1998-10-19
3.12845516204834,1998-10-20
3.12845516204834,1998-10-21
3.1633448600769043,1998-10-22
3.0703048706054688,1998-10-23
3.081934928894043,1998-10-26
3.093564748764038,1998-10-27
3.0703048706054688,1998-10-28
3.047045946121216,1998-10-29
3.093564748764038,1998-10-30
3.1633448600769043,1998-11-02
3.1866047382354736,1998-11-03
3.2098639011383057,1998-11-04
3.198235034942627,1998-11-05
3.2796430587768555,1998-11-06
3.349424123764038,1998-11-09
3.3377938270568848,1998-11-10
3.3261656761169434,1998-11-11
3.2098639011383057,1998-11-12
3.221494436264038,1998-11-13
3.221494436264038,1998-11-16
3.221494436264038,1998-11-17
3.302903175354004,1998-11-18
3.372683525085449,1998-11-19
3.465723752975464,1998-11-20
3.4424641132354736,1998-11-23
3.3261656761169434,1998-11-24
3.372683525085449,1998-11-25
3.3261656761169434,1998-11-27
3.3261656761169434,1998-11-30
3.3145322799682617,1998-12-01
3.302903175354004,1998-12-02
3.2796430587768555,1998-12-03
3.3145322799682617,1998-12-04
3.302903175354004,1998-12-07
3.2680134773254395,1998-12-08
3.291273832321167,1998-12-09
3.3261656761169434,1998-12-10
3.3145322799682617,1998-12-11
3.2796430587768555,1998-12-14
3.302903175354004,1998-12-15
3.291273832321167,1998-12-16
3.291273832321167,1998-12-17
3.233124256134033,1998-12-18
3.3145322799682617,1998-12-21
3.302903175354004,1998-12-22
3.2680134773254395,1998-12-23
3.256385087966919,1998-12-24
3.2680134773254395,1998-12-28
3.302903175354004,1998-12-29
3.3261656761169434,1998-12-30
3.3145322799682617,1998-12-31
3.3843142986297607,1999-01-04
3.4075732231140137,1999-01-05
3.372683525085449,1999-01-06
3.349424123764038,1999-01-07
3.419203519821167,1999-01-08
3.4424641132354736,1999-01-11
3.465723752975464,1999-01-12
3.430833339691162,1999-01-13
3.488983631134033,1999-01-14
3.6983225345611572,1999-01-15
3.675062417984009,1999-01-19
3.6285414695739746,1999-01-20
3.5587635040283203,1999-01-21
3.5471317768096924,1999-01-22
3.5703933238983154,1999-01-25
3.5703933238983154,1999-01-26
3.5355031490325928,1999-01-27
3.582021951675415,1999-01-28
3.5238733291625977,1999-01-29
3.4773521423339844,1999-02-01
3.5238733291625977,1999-02-02
3.582021951675415,1999-02-03
3.5936529636383057,1999-02-04
3.5936529636383057,1999-02-05
3.6169118881225586,1999-02-08
4.116999626159668,1999-02-09
4.0937395095825195,1999-02-10
4.151891231536865,1999-02-11
4.116999626159668,1999-02-12
4.035590171813965,1999-02-16
3.8262507915496826,1999-02-17
4.0007004737854,1999-02-18
3.9774420261383057,1999-02-19
3.9890711307525635,1999-02-22
4.0123291015625,1999-02-23
3.9890711307525635,1999-02-24
3.9774420261383057,1999-02-25
3.9774420261383057,1999-02-26
4.04722261428833,1999-03-01
4.070481300354004,1999-03-02
4.023961067199707,1999-03-03
3.9774420261383057,1999-03-04
4.0123291015625,1999-03-05
3.9192917346954346,1999-03-08
4.04722261428833,1999-03-09
4.035590171813965,1999-03-10
4.08211088180542,1999-03-11
3.9309208393096924,1999-03-12
3.9192917346954346,1999-03-15
3.8495116233825684,1999-03-16
3.7681009769439697,1999-03-17
3.8378820419311523,1999-03-18
3.7913622856140137,1999-03-19
3.814621686935425,1999-03-22
3.814621686935425,1999-03-23
3.7797300815582275,1999-03-24
3.8029913902282715,1999-03-25
3.8378820419311523,1999-03-26
3.9309208393096924,1999-03-29
4.1867804527282715,1999-03-30
4.1402587890625,1999-03-31
4.08211088180542,1999-04-01
4.128629684448242,1999-04-05
4.128629684448242,1999-04-06
4.023961067199707,1999-04-07
4.0937395095825195,1999-04-08
4.1867804527282715,1999-04-09
4.210041522979736,1999-04-12
4.349597930908203,1999-04-13
4.3263397216796875,1999-04-14
4.1867804527282715,1999-04-15
4.221670627593994,1999-04-16
4.314709663391113,1999-04-19
4.221670627593994,1999-04-20
4.233299255371094,1999-04-21
4.279819011688232,1999-04-22
4.256559371948242,1999-04-23
4.349597930908203,1999-04-26
4.244930267333984,1999-04-27
4.279819011688232,1999-04-28
4.256559371948242,1999-04-29
4.256559371948242,1999-04-30
4.291448593139648,1999-05-03
4.303079605102539,1999-05-04
4.268187999725342,1999-05-05
4.372856616973877,1999-05-06
4.535678386688232,1999-05-07
4.524050712585449,1999-05-10
4.500787258148193,1999-05-11
4.535678386688232,1999-05-12
4.535678386688232,1999-05-13
4.489156723022461,1999-05-14
4.489156723022461,1999-05-17
4.524050712585449,1999-05-18
4.547307014465332,1999-05-19
4.512418270111084,1999-05-20
4.454269886016846,1999-05-21
4.4426398277282715,1999-05-24
4.361229419708252,1999-05-25
4.454269886016846,1999-05-26
4.6054582595825195,1999-05-27
4.75664758682251,1999-05-28
4.954355239868164,1999-06-01
4.989246845245361,1999-06-02
5.082286834716797,1999-06-03
5.070655822753906,1999-06-04
5.012505531311035,1999-06-07
4.838057041168213,1999-06-08
4.803168296813965,1999-06-09
4.768277168273926,1999-06-10
4.721757888793945,1999-06-11
4.721757888793945,1999-06-14
4.721757888793945,1999-06-15
4.733388423919678,1999-06-16
4.826426982879639,1999-06-17
4.779905796051025,1999-06-18
4.768277168273926,1999-06-21
4.721757888793945,1999-06-22
4.721757888793945,1999-06-23
4.745017051696777,1999-06-24
4.931094646453857,1999-06-25
4.919466972351074,1999-06-28
5.012505531311035,1999-06-29
5.09391450881958,1999-06-30
5.059025287628174,1999-07-01
4.465899467468262,1999-07-02
4.593828201293945,1999-07-06
4.489156723022461,1999-07-07
4.547307014465332,1999-07-08
4.558936595916748,1999-07-09
4.512418270111084,1999-07-12
4.547307014465332,1999-07-13
4.570568084716797,1999-07-14
4.849684715270996,1999-07-15
4.849684715270996,1999-07-16
4.931094646453857,1999-07-19
4.919466972351074,1999-07-20
4.919466972351074,1999-07-21
4.931094646453857,1999-07-22
4.907834053039551,1999-07-23
4.838057041168213,1999-07-26
4.884575366973877,1999-07-27
4.907834053039551,1999-07-28
4.884575366973877,1999-07-29
4.791534900665283,1999-07-30
4.733388423919678,1999-08-02
4.651977062225342,1999-08-03
4.686868190765381,1999-08-04
4.651977062225342,1999-08-05
4.558936595916748,1999-08-06
4.75664758682251,1999-08-09
4.803168296813965,1999-08-10
4.826426982879639,1999-08-11
4.814797878265381,1999-08-12
4.86131477355957,1999-08-13
4.919466972351074,1999-08-16
5.024136066436768,1999-08-17
5.070655822753906,1999-08-18
5.024136066436768,1999-08-19
5.024136066436768,1999-08-20
5.070655822753906,1999-08-23
5.000874996185303,1999-08-24
5.059025287628174,1999-08-25
5.082286834716797,1999-08-26
5.035764694213867,1999-08-27
4.896206378936768,1999-08-30
4.919466972351074,1999-08-31
4.826426982879639,1999-09-01
4.919466972351074,1999-09-02
5.000874996185303,1999-09-03
5.035764694213867,1999-09-07
5.047395706176758,1999-09-08
5.024136066436768,1999-09-09
5.035764694213867,1999-09-10
5.1171746253967285,1999-09-13
5.128805637359619,1999-09-14
5.1171746253967285,1999-09-15
5.024136066436768,1999-09-16
5.152066707611084,1999-09-17
5.152066707611084,1999-09-20
5.175325870513916,1999-09-21
5.105544090270996,1999-09-22
4.965986728668213,1999-09-23
4.838057041168213,1999-09-24
4.884575366973877,1999-09-27
4.896206378936768,1999-09-28
4.779905796051025,1999-09-29
4.838057041168213,1999-09-30
4.826426982879639,1999-10-01
4.745017051696777,1999-10-04
4.733388423919678,1999-10-05
4.710127353668213,1999-10-06
4.628716945648193,1999-10-07
4.617086410522461,1999-10-08
4.663606643676758,1999-10-11
4.6054582595825195,1999-10-12
4.535678386688232,1999-10-13
4.524050712585449,1999-10-14
4.407749176025391,1999-10-15
4.431008815765381,1999-10-18
4.431008815765381,1999-10-19
4.6054582595825195,1999-10-20
4.512418270111084,1999-10-21
4.535678386688232,1999-10-22
4.454269886016846,1999-10-25
4.233299255371094,1999-10-26
4.512418270111084,1999-10-27
4.989246845245361,1999-10-28
5.210212707519531,1999-10-29
5.47770357131958,1999-11-01
5.4311842918396,1999-11-02
5.500962257385254,1999-11-03
5.756821155548096,1999-11-04
5.721932411193848,1999-11-05
5.733563423156738,1999-11-08
5.756821155548096,1999-11-09
5.582373142242432,1999-11-10
5.570743083953857,1999-11-11
5.582373142242432,1999-11-12
5.6288933753967285,1999-11-15
5.652152061462402,1999-11-16
5.675412178039551,1999-11-17
5.768454074859619,1999-11-18
5.6870436668396,1999-11-19
5.745190620422363,1999-11-22
5.768454074859619,1999-11-23
5.6288933753967285,1999-11-24
5.652152061462402,1999-11-26
5.652152061462402,1999-11-29
5.663784027099609,1999-11-30
5.814970970153809,1999-12-01
5.756821155548096,1999-12-02
5.721932411193848,1999-12-03
5.791711807250977,1999-12-06
5.826598644256592,1999-12-07
5.780082702636719,1999-12-08
5.791711807250977,1999-12-09
5.745190620422363,1999-12-10
5.803341865539551,1999-12-13
5.733563423156738,1999-12-14
5.652152061462402,1999-12-15
5.6870436668396,1999-12-16
5.489331245422363,1999-12-17
5.524223804473877,1999-12-20
5.535853385925293,1999-12-21
5.4311842918396,1999-12-22
5.442814826965332,1999-12-23
5.594003200531006,1999-12-27
5.559111595153809,1999-12-28
5.617263317108154,1999-12-29
5.652152061462402,1999-12-30
5.6870436668396,1999-12-31
5.582373142242432,2000-01-03
5.570743083953857,2000-01-04
5.524223804473877,2000-01-05
5.547482490539551,2000-01-06
5.768454074859619,2000-01-07
5.873120307922363,2000-01-10
5.861492156982422,2000-01-11
5.838231086730957,2000-01-12
6.059199333190918,2000-01-13
5.791711807250977,2000-01-14
5.896382808685303,2000-01-18
5.861492156982422,2000-01-19
5.896382808685303,2000-01-20
5.896382808685303,2000-01-21
5.908010005950928,2000-01-24
5.966160774230957,2000-01-25
6.698848247528076,2000-01-26
6.1406097412109375,2000-01-27
6.25691032409668,2000-01-28
6.326689720153809,2000-01-31
6.233649730682373,2000-02-01
6.2452802658081055,2000-02-02
6.4080986976623535,2000-02-03
6.547659397125244,2000-02-04
6.594180583953857,2000-02-07
6.652331352233887,2000-02-08
6.722109317779541,2000-02-09
6.7686285972595215,2000-02-10
6.570920944213867,2000-02-11
6.442988872528076,2000-02-14
6.48950719833374,2000-02-15
6.547659397125244,2000-02-16
6.570920944213867,2000-02-17
6.431358337402344,2000-02-18
6.559286117553711,2000-02-22
6.605806350708008,2000-02-23
6.524397850036621,2000-02-24
6.512770175933838,2000-02-25
6.349950313568115,2000-02-28
6.384838104248047,2000-02-29
6.6755876541137695,2000-03-01
6.698848247528076,2000-03-02
6.861666679382324,2000-03-03
7.1756744384765625,2000-03-06
6.861666679382324,2000-03-07
6.919816493988037,2000-03-08
6.989594459533691,2000-03-09
6.850038528442383,2000-03-10
6.826776027679443,2000-03-13
6.652331352233887,2000-03-14
6.733737468719482,2000-03-15
7.3036041259765625,2000-03-16
7.385012149810791,2000-03-17
7.0710062980651855,2000-03-20
6.652331352233887,2000-03-21
6.896554946899414,2000-03-22
6.838407039642334,2000-03-23
6.663956642150879,2000-03-24
6.594180583953857,2000-03-27
7.012856483459473,2000-03-28
6.884928226470947,2000-03-29
6.873295783996582,2000-03-30
7.3966450691223145,2000-03-31
7.408275127410889,2000-04-03
7.140786647796631,2000-04-04
7.466423988342285,2000-04-05
7.710648536682129,2000-04-06
7.815323352813721,2000-04-07
7.722281455993652,2000-04-10
7.8036909103393555,2000-04-11
7.838583469390869,2000-04-12
7.9432501792907715,2000-04-13
8.280517578125,2000-04-14
9.35047435760498,2000-04-17
10.420425415039062,2000-04-18
10.245976448059082,2000-04-19
9.978493690490723,2000-04-20
10.001749992370605,2000-04-24
10.653022766113281,2000-04-25
10.978662490844727,2000-04-26
10.978662490844727,2000-04-27
10.82747745513916,2000-04-28
10.990299224853516,2000-05-01
10.839106559753418,2000-05-02
10.478580474853516,2000-05-03
10.55998706817627,2000-05-04
11.094964981079102,2000-05-05
11.048447608947754,2000-05-08
11.211267471313477,2000-05-09
10.95540714263916,2000-05-10
11.548534393310547,2000-05-11
12.467299461364746,2000-05-12
12.374258995056152,2000-05-15
12.97901439666748,2000-05-16
12.63012409210205,2000-05-17
12.083511352539062,2000-05-18
11.467126846313477,2000-05-19
11.362457275390625,2000-05-22
11.292675971984863,2000-05-23
12.63012409210205,2000-05-24
12.885977745056152,2000-05-25
13.188361167907715,2000-05-26
12.746418952941895,2000-05-30
12.490560531616211,2000-05-31
12.792940139770508,2000-06-01
12.420778274536133,2000-06-02
11.792765617370605,2000-06-05
11.502017974853516,2000-06-06
11.350824356079102,2000-06-07
11.24615478515625,2000-06-08
11.45549488067627,2000-06-09
11.118223190307617,2000-06-12
11.350824356079102,2000-06-13
11.839279174804688,2000-06-14
12.025362014770508,2000-06-15
12.025362014770508,2000-06-16
13.002277374267578,2000-06-19
13.857081413269043,2000-06-20
13.700077056884766,2000-06-21
13.234879493713379,2000-06-22
13.025540351867676,2000-06-23
13.188361167907715,2000-06-26
13.165095329284668,2000-06-27
13.479107856750488,2000-06-28
13.490734100341797,2000-06-29
13.909408569335938,2000-06-30
13.793109893798828,2000-07-03
14.107118606567383,2000-07-05
14.45602035522461,2000-07-06
14.642102241516113,2000-07-07
15.072403907775879,2000-07-10
17.30535888671875,2000-07-11
18.165966033935547,2000-07-12
18.3985652923584,2000-07-13
19.34060287475586,2000-07-14
19.91046142578125,2000-07-17
19.154516220092773,2000-07-18
18.75909996032715,2000-07-19
18.98006820678711,2000-07-20
18.642803192138672,2000-07-21
18.910282135009766,2000-07-24
18.363679885864258,2000-07-25
18.98006820678711,2000-07-26
19.06148338317871,2000-07-27
