UNP,Date
1.4014257192611694,1982-09-13
1.3696647882461548,1982-09-14
1.3220245838165283,1982-09-15
1.3061445951461792,1982-09-16
1.2823246717453003,1982-09-17
1.2743844985961914,1982-09-20
1.3101146221160889,1982-09-21
1.294235110282898,1982-09-22
1.3220245838165283,1982-09-23
1.345845341682434,1982-09-24
1.3498154878616333,1982-09-27
1.3656949996948242,1982-09-28
1.3339351415634155,1982-09-29
1.29026460647583,1982-09-30
1.294235110282898,1982-10-01
1.2743844985961914,1982-10-04
1.2783548831939697,1982-10-05
1.3339351415634155,1982-10-06
1.4292163848876953,1982-10-07
1.437156081199646,1982-10-08
1.4768563508987427,1982-10-11
1.4887665510177612,1982-10-12
1.5522874593734741,1982-10-13
1.5284672975540161,1982-10-14
1.5086164474487305,1982-10-15
1.5165574550628662,1982-10-18
1.548317551612854,1982-10-19
1.5800780057907104,1982-10-20
1.5522874593734741,1982-10-21
1.5681681632995605,1982-10-22
1.4887665510177612,1982-10-25
1.5006771087646484,1982-10-26
1.4927369356155396,1982-10-27
1.4411263465881348,1982-10-28
1.433185338973999,1982-10-29
1.433185338973999,1982-11-01
1.4530364274978638,1982-11-02
1.5403770208358765,1982-11-03
1.5086164474487305,1982-11-04
1.5205273628234863,1982-11-05
1.5046457052230835,1982-11-08
1.5562573671340942,1982-11-09
1.5681681632995605,1982-11-10
1.5681681632995605,1982-11-11
1.4292163848876953,1982-11-12
1.437156081199646,1982-11-15
1.421275019645691,1982-11-16
1.4570071697235107,1982-11-17
1.4490658044815063,1982-11-18
1.4133366346359253,1982-11-19
1.3696647882461548,1982-11-22
1.3299643993377686,1982-11-23
1.3403997421264648,1982-11-24
1.3484259843826294,1982-11-26
1.3725053071975708,1982-11-29
1.4246759414672852,1982-11-30
1.3684911727905273,1982-12-01
1.3725053071975708,1982-12-02
1.380530595779419,1982-12-03
1.4206634759902954,1982-12-06
1.4607937335968018,1982-12-07
1.3965837955474854,1982-12-08
1.3765182495117188,1982-12-09
1.4607937335968018,1982-12-10
1.4527682065963745,1982-12-13
1.4487541913986206,1982-12-14
1.4005964994430542,1982-12-15
1.4005964994430542,1982-12-16
1.4286898374557495,1982-12-17
1.412636637687683,1982-12-20
1.432702660560608,1982-12-21
1.4447420835494995,1982-12-22
1.4447420835494995,1982-12-23
1.5089526176452637,1982-12-27
1.4768476486206055,1982-12-28
1.484873652458191,1982-12-29
1.492899775505066,1982-12-30
1.5089526176452637,1982-12-31
1.4808601140975952,1983-01-03
1.6012561321258545,1983-01-04
1.629347562789917,1983-01-05
1.7336885929107666,1983-01-06
1.7256633043289185,1983-01-07
1.7537564039230347,1983-01-10
1.7617822885513306,1983-01-11
1.72165048122406,1983-01-12
1.6333624124526978,1983-01-13
1.645401120185852,1983-01-14
1.665466070175171,1983-01-17
1.6494134664535522,1983-01-18
1.6132959127426147,1983-01-19
1.6413878202438354,1983-01-20
1.5811899900436401,1983-01-21
1.5250047445297241,1983-01-24
1.5009256601333618,1983-01-25
1.484873652458191,1983-01-26
1.4969125986099243,1983-01-27
1.492899775505066,1983-01-28
1.492899775505066,1983-01-31
1.4527682065963745,1983-02-01
1.4447420835494995,1983-02-02
1.4768476486206055,1983-02-03
1.5250047445297241,1983-02-04
1.5370452404022217,1983-02-07
1.5169788599014282,1983-02-08
1.5330320596694946,1983-02-09
1.589214563369751,1983-02-10
1.6213208436965942,1983-02-11
1.6494134664535522,1983-02-14
1.6132959127426147,1983-02-15
1.629347562789917,1983-02-16
1.637373447418213,1983-02-17
1.6574395895004272,1983-02-18
1.5611236095428467,1983-02-22
1.5811899900436401,1983-02-23
1.6132959127426147,1983-02-24
1.5731631517410278,1983-02-25
1.5089526176452637,1983-02-28
1.492899775505066,1983-03-01
1.5410575866699219,1983-03-02
1.571846842765808,1983-03-03
1.6123584508895874,1983-03-04
1.6366645097732544,1983-03-07
1.6042544841766357,1983-03-08
1.6002057790756226,1983-03-09
1.5556421279907227,1983-03-10
1.547540307044983,1983-03-11
1.547540307044983,1983-03-14
1.5515910387039185,1983-03-15
1.502977728843689,1983-03-16
1.4705681800842285,1983-03-17
1.4827216863632202,1983-03-18
1.531335473060608,1983-03-21
1.502977728843689,1983-03-22
1.507028579711914,1983-03-23
1.502977728843689,1983-03-24
1.4989259243011475,1983-03-25
1.502977728843689,1983-03-28
1.4786696434020996,1983-03-29
1.5232332944869995,1983-03-30
1.6042544841766357,1983-03-31
1.6407172679901123,1983-04-04
1.620460867881775,1983-04-05
1.6002057790756226,1983-04-06
1.6042544841766357,1983-04-07
1.6609729528427124,1983-04-08
1.697433352470398,1983-04-11
1.7055355310440063,1983-04-12
1.6609729528427124,1983-04-13
1.685278058052063,1983-04-14
1.6771775484085083,1983-04-15
1.6771775484085083,1983-04-18
1.6690740585327148,1983-04-19
1.6164101362228394,1983-04-20
1.6366645097732544,1983-04-21
1.6366645097732544,1983-04-22
1.6366645097732544,1983-04-25
1.7095866203308105,1983-04-26
1.681227684020996,1983-04-27
1.7095866203308105,1983-04-28
1.7825067043304443,1983-04-29
1.7582000494003296,1983-05-02
1.7582000494003296,1983-05-03
1.8554272651672363,1983-05-04
1.875684380531311,1983-05-05
1.879734754562378,1983-05-06
1.871632695198059,1983-05-09
1.871632695198059,1983-05-10
1.879734754562378,1983-05-11
1.871632695198059,1983-05-12
1.863528847694397,1983-05-13
1.8473256826400757,1983-05-16
1.8270691633224487,1983-05-17
1.7946609258651733,1983-05-18
1.7663016319274902,1983-05-19
1.7906097173690796,1983-05-20
1.8149150609970093,1983-05-23
1.9161946773529053,1983-05-24
1.904042363166809,1983-05-25
1.8959391117095947,1983-05-26
1.8432741165161133,1983-05-27
1.7987114191055298,1983-05-31
1.8108643293380737,1983-06-01
1.8296513557434082,1983-06-02
1.8214836120605469,1983-06-03
1.8173998594284058,1983-06-06
1.788811206817627,1983-06-07
1.7479705810546875,1983-06-08
1.7847262620925903,1983-06-09
1.805147409439087,1983-06-10
1.8133153915405273,1983-06-13
1.8337359428405762,1983-06-14
1.8745766878128052,1983-06-15
1.9440044164657593,1983-06-16
1.939920425415039,1983-06-17
1.9276684522628784,1983-06-20
2.001180648803711,1983-06-21
1.9848458766937256,1983-06-22
1.960342288017273,1983-06-23
1.9521735906600952,1983-06-24
1.939920425415039,1983-06-27
1.9276684522628784,1983-06-28
1.9154163599014282,1983-06-29
1.8909118175506592,1983-06-30
1.8868285417556763,1983-07-01
1.8337359428405762,1983-07-05
