UNP,Date
1.0454844236373901,1980-01-02
1.0309126377105713,1980-01-03
1.0491262674331665,1980-01-04
1.0436633825302124,1980-01-07
1.0054129362106323,1980-01-08
0.9981276392936707,1980-01-09
0.9908410310745239,1980-01-10
0.9926630854606628,1980-01-11
1.0126981735229492,1980-01-14
1.0454844236373901,1980-01-15
1.0545905828475952,1980-01-16
1.0545905828475952,1980-01-17
1.0691618919372559,1980-01-18
1.0983041524887085,1980-01-21
1.103769302368164,1980-01-22
1.1019471883773804,1980-01-23
1.143839955329895,1980-01-24
1.1347317695617676,1980-01-25
1.1401960849761963,1980-01-28
1.1401960849761963,1980-01-29
1.1401960849761963,1980-01-30
1.1292684078216553,1980-01-31
1.1420179605484009,1980-02-01
1.1401960849761963,1980-02-04
1.1984806060791016,1980-02-05
1.260408878326416,1980-02-06
1.3405499458312988,1980-02-07
1.3988358974456787,1980-02-08
1.3751566410064697,1980-02-11
1.3660497665405273,1980-02-12
1.3696931600570679,1980-02-13
1.318693995475769,1980-02-14
1.336907982826233,1980-02-15
1.3605855703353882,1980-02-19
1.3806205987930298,1980-02-20
1.4024783372879028,1980-02-21
1.4389066696166992,1980-02-22
1.3988358974456787,1980-02-25
1.415228247642517,1980-02-26
1.3769782781600952,1980-02-27
1.3587646484375,1980-02-28
1.3733354806900024,1980-02-29
1.3624070882797241,1980-03-03
1.3733354806900024,1980-03-04
1.3696931600570679,1980-03-05
1.334092378616333,1980-03-06
1.2955567836761475,1980-03-07
1.2845466136932373,1980-03-10
1.251514196395874,1980-03-11
1.2588555812835693,1980-03-12
1.2588555812835693,1980-03-13
1.2405048608779907,1980-03-14
1.185452938079834,1980-03-17
1.196463704109192,1980-03-18
1.238669514656067,1980-03-19
1.2166484594345093,1980-03-20
1.196463704109192,1980-03-21
1.1689369678497314,1980-03-24
1.185452938079834,1980-03-25
1.1799471378326416,1980-03-26
1.1707721948623657,1980-03-27
1.2038030624389648,1980-03-28
1.2313289642333984,1980-03-31
1.2111430168151855,1980-04-01
1.2148133516311646,1980-04-02
1.196463704109192,1980-04-03
1.1707721948623657,1980-04-07
1.1726070642471313,1980-04-08
1.1891229152679443,1980-04-09
1.1781121492385864,1980-04-10
1.1689369678497314,1980-04-11
1.1524218320846558,1980-04-14
1.1560916900634766,1980-04-15
1.1377419233322144,1980-04-16
1.0771838426589966,1980-04-17
1.071678638458252,1980-04-18
1.0459873676300049,1980-04-21
1.1193904876708984,1980-04-22
1.1285655498504639,1980-04-23
1.095534324645996,1980-04-24
1.1267304420471191,1980-04-25
1.095534324645996,1980-04-28
1.095534324645996,1980-04-29
1.097369909286499,1980-04-30
1.086358904838562,1980-05-01
1.112050175666809,1980-05-02
1.1083801984786987,1980-05-05
1.1193904876708984,1980-05-06
1.1432452201843262,1980-05-07
1.1450811624526978,1980-05-08
1.1359057426452637,1980-05-09
1.1414109468460083,1980-05-12
1.1450811624526978,1980-05-13
1.13040030002594,1980-05-14
1.115720510482788,1980-05-15
1.115720510482788,1980-05-16
1.1193904876708984,1980-05-19
1.1230605840682983,1980-05-20
1.13040030002594,1980-05-21
1.1560916900634766,1980-05-22
1.2331644296646118,1980-05-23
1.2808762788772583,1980-05-27
1.2882163524627686,1980-05-28
1.2294938564300537,1980-05-29
1.2551860809326172,1980-05-30
1.247844934463501,1980-06-02
1.2258245944976807,1980-06-03
1.2772053480148315,1980-06-04
1.302365779876709,1980-06-05
1.2875657081604004,1980-06-06
1.2838655710220337,1980-06-09
1.2986661195755005,1980-06-10
1.3171647787094116,1980-06-11
1.3245654106140137,1980-06-12
1.2986661195755005,1980-06-13
1.302365779876709,1980-06-16
1.2727659940719604,1980-06-17
1.2875657081604004,1980-06-18
1.257966160774231,1980-06-19
1.2024677991867065,1980-06-20
1.176567554473877,1980-06-23
1.2135672569274902,1980-06-24
1.220967173576355,1980-06-25
1.2801655530929565,1980-06-26
1.2727659940719604,1980-06-27
1.2653666734695435,1980-06-30
1.2505673170089722,1980-07-01
1.2505673170089722,1980-07-02
1.302365779876709,1980-07-03
1.3356645107269287,1980-07-07
1.3171647787094116,1980-07-08
1.320864200592041,1980-07-09
1.3060649633407593,1980-07-10
1.3282660245895386,1980-07-11
1.405962586402893,1980-07-14
1.3911631107330322,1980-07-15
1.4096617698669434,1980-07-16
1.4688607454299927,1980-07-17
1.4836602210998535,1980-07-18
1.505859375,1980-07-21
1.487361192703247,1980-07-22
1.4355621337890625,1980-07-23
1.4170620441436768,1980-07-24
1.3985633850097656,1980-07-25
1.405962586402893,1980-07-28
1.4096617698669434,1980-07-29
1.4318617582321167,1980-07-30
1.3911631107330322,1980-07-31
1.376362919807434,1980-08-01
1.376362919807434,1980-08-04
1.361564040184021,1980-08-05
1.3689638376235962,1980-08-06
1.3874632120132446,1980-08-07
1.405962586402893,1980-08-08
1.4170620441436768,1980-08-11
1.4429616928100586,1980-08-12
1.4281625747680664,1980-08-13
1.4355621337890625,1980-08-14
1.4577614068984985,1980-08-15
1.4318617582321167,1980-08-18
1.4207621812820435,1980-08-19
1.4281625747680664,1980-08-20
1.450361728668213,1980-08-21
1.4577614068984985,1980-08-22
1.4429616928100586,1980-08-25
1.4577614068984985,1980-08-26
1.4170620441436768,1980-08-27
1.3911631107330322,1980-08-28
1.4207621812820435,1980-08-29
1.4577614068984985,1980-09-02
1.4651598930358887,1980-09-03
1.4495103359222412,1980-09-04
1.4569640159606934,1980-09-05
1.423426628112793,1980-09-08
1.4383325576782227,1980-09-09
1.4457851648330688,1980-09-10
1.423426628112793,1980-09-11
1.423426628112793,1980-09-12
1.4644160270690918,1980-09-15
1.5575721263885498,1980-09-16
1.6619073152542114,1980-09-17
1.6581809520721436,1980-09-18
1.6507291793823242,1980-09-19
1.6842641830444336,1980-09-22
1.7550629377365112,1980-09-23
1.8035054206848145,1980-09-24
1.7513376474380493,1980-09-25
1.6991698741912842,1980-09-26
1.6544544696807861,1980-09-29
1.6619073152542114,1980-09-30
1.7289799451828003,1980-10-01
1.7587896585464478,1980-10-02
1.7811472415924072,1980-10-03
1.8035054206848145,1980-10-06
1.8295884132385254,1980-10-07
1.8035054206848145,1980-10-08
1.8295884132385254,1980-10-09
1.7960505485534668,1980-10-10
1.822135090827942,1980-10-13
1.7811472415924072,1980-10-14
1.8184086084365845,1980-10-15
1.8705765008926392,1980-10-16
1.8929346799850464,1980-10-17
1.974912405014038,1980-10-20
2.041984796524048,1980-10-21
2.116508960723877,1980-10-22
2.075519561767578,1980-10-23
2.068068265914917,1980-10-24
2.027078866958618,1980-10-27
2.0308046340942383,1980-10-28
2.027078866958618,1980-10-29
2.027078866958618,1980-10-30
2.0233516693115234,1980-10-31
2.0494372844696045,1980-11-03
2.135141372680664,1980-11-05
2.1053309440612793,1980-11-06
2.1239612102508545,1980-11-07
2.1090571880340576,1980-11-10
2.202214241027832,1980-11-11
2.3140006065368652,1980-11-12
2.299095392227173,1980-11-13
2.3363568782806396,1980-11-14
2.4891347885131836,1980-11-17
2.6158266067504883,1980-11-18
2.5189452171325684,1980-11-19
2.5673842430114746,1980-11-20
2.638183832168579,1980-11-21
2.627004384994507,1980-11-24
2.5934700965881348,1980-11-25
2.74021315574646,1980-11-26
2.7327258586883545,1980-11-28
2.597961664199829,1980-12-01
2.5380659103393555,1980-12-02
2.5156078338623047,1980-12-03
2.4968881607055664,1980-12-04
2.3883285522460938,1980-12-05
2.2835118770599365,1980-12-08
2.2984840869903564,1980-12-09
2.290997266769409,1980-12-10
2.276024341583252,1980-12-11
2.3583791255950928,1980-12-12
2.365868091583252,1980-12-15
2.3958144187927246,1980-12-16
2.463197946548462,1980-12-17
2.4781715869903564,1980-12-18
2.4107887744903564,1980-12-19
2.3958144187927246,1980-12-22
2.290997266769409,1980-12-23
2.3583791255950928,1980-12-24
2.3883285522460938,1980-12-26
2.3209452629089355,1980-12-29
2.365868091583252,1980-12-30
2.3583791255950928,1980-12-31
2.3359203338623047,1981-01-02
2.3209452629089355,1981-01-05
2.2460758686065674,1981-01-06
2.2048966884613037,1981-01-07
2.1337718963623047,1981-01-08
2.1187989711761475,1981-01-09
2.1262848377227783,1981-01-12
2.156233549118042,1981-01-13
2.21612811088562,1981-01-14
2.276024341583252,1981-01-15
2.3434064388275146,1981-01-16
2.294741153717041,1981-01-19
2.22735857963562,1981-01-20
2.193666696548462,1981-01-21
2.1712050437927246,1981-01-22
2.141258716583252,1981-01-23
2.0514166355133057,1981-01-26
2.0776207447052,1981-01-27
2.0813632011413574,1981-01-28
2.092594861984253,1981-01-29
2.0963377952575684,1981-01-30
2.058903455734253,1981-02-02
2.092594861984253,1981-02-03
2.103825807571411,1981-02-04
2.088850736618042,1981-02-05
2.088850736618042,1981-02-06
1.9578295946121216,1981-02-09
1.9690606594085693,1981-02-10
1.939113974571228,1981-02-11
1.9503437280654907,1981-02-12
1.9465984106063843,1981-02-13
1.9615721702575684,1981-02-17
2.006495714187622,1981-02-18
1.9578295946121216,1981-02-19
1.9465984106063843,1981-02-20
1.9503437280654907,1981-02-23
1.9653162956237793,1981-02-24
1.9802907705307007,1981-02-25
2.006495714187622,1981-02-26
2.021467924118042,1981-02-27
2.043928623199463,1981-03-02
2.0776207447052,1981-03-03
2.148747682571411,1981-03-04
2.1080899238586426,1981-03-05
2.0553884506225586,1981-03-06
2.047858238220215,1981-03-09
2.047858238220215,1981-03-10
2.070446491241455,1981-03-11
2.1532628536224365,1981-03-12
2.2059648036956787,1981-03-13
2.243609666824341,1981-03-16
2.2285525798797607,1981-03-17
2.1607933044433594,1981-03-18
2.047858238220215,1981-03-19
2.017744779586792,1981-03-20
2.081737756729126,1981-03-23
2.138206720352173,1981-03-24
2.2210230827331543,1981-03-25
2.209730386734009,1981-03-26
2.190908670425415,1981-03-27
2.183378219604492,1981-03-30
2.2285525798797607,1981-03-31
2.2285525798797607,1981-04-01
2.2285525798797607,1981-04-02
2.243609666824341,1981-04-03
2.190908670425415,1981-04-06
2.1645569801330566,1981-04-07
2.168321371078491,1981-04-08
2.138206720352173,1981-04-09
2.1231470108032227,1981-04-10
1.9876277446746826,1981-04-13
2.0064492225646973,1981-04-14
2.0064492225646973,1981-04-15
2.032801389694214,1981-04-16
1.9575116634368896,1981-04-20
1.8859875202178955,1981-04-21
1.8671659231185913,1981-04-22
1.8031702041625977,1981-04-23
1.7655256986618042,1981-04-24
1.7692910432815552,1981-04-27
1.7467033863067627,1981-04-28
1.7467033863067627,1981-04-29
1.8144621849060059,1981-04-30
1.8069356679916382,1981-05-01
1.76176118850708,1981-05-04
1.7467033863067627,1981-05-05
1.7692910432815552,1981-05-06
1.7881124019622803,1981-05-07
1.7994060516357422,1981-05-08
1.7467033863067627,1981-05-11
1.76176118850708,1981-05-12
1.7542330026626587,1981-05-13
1.76176118850708,1981-05-14
1.7805832624435425,1981-05-15
1.7956409454345703,1981-05-18
1.7692910432815552,1981-05-19
1.6940016746520996,1981-05-20
1.6902363300323486,1981-05-21
1.6789436340332031,1981-05-22
1.7316455841064453,1981-05-26
1.7165876626968384,1981-05-27
1.6714142560958862,1981-05-28
1.6224771738052368,1981-05-29
1.5885964632034302,1981-06-01
1.5057783126831055,1981-06-02
1.5434236526489258,1981-06-03
1.5935038328170776,1981-06-04
1.6276516914367676,1981-06-05
1.6883569955825806,1981-06-08
1.6959435939788818,1981-06-09
1.711120367050171,1981-06-10
1.6997383832931519,1981-06-11
1.6617975234985352,1981-06-12
1.646620750427246,1981-06-15
1.6276516914367676,1981-06-16
1.6921511888504028,1981-06-17
1.6617975234985352,1981-06-18
1.6921511888504028,1981-06-19
1.6997383832931519,1981-06-22
1.6921511888504028,1981-06-23
1.722502589225769,1981-06-24
1.7300909757614136,1981-06-25
1.722502589225769,1981-06-26
1.752855658531189,1981-06-29
1.752855658531189,1981-06-30
1.714914321899414,1981-07-01
1.6769741773605347,1981-07-02
1.6200636625289917,1981-07-06
1.6769741773605347,1981-07-07
1.6769741773605347,1981-07-08
1.6997383832931519,1981-07-09
1.7300909757614136,1981-07-10
1.7452667951583862,1981-07-13
1.7452667951583862,1981-07-14
1.7604435682296753,1981-07-15
1.7642381191253662,1981-07-16
1.7756195068359375,1981-07-17
1.7604435682296753,1981-07-20
1.8287370204925537,1981-07-21
1.8249415159225464,1981-07-22
1.8666775226593018,1981-07-23
1.878058910369873,1981-07-24
1.8856475353240967,1981-07-27
1.8932363986968994,1981-07-28
1.9122045040130615,1981-07-29
1.9008232355117798,1981-07-30
1.8894407749176025,1981-07-31
1.8552943468093872,1981-08-03
1.8590881824493408,1981-08-04
1.8666775226593018,1981-08-05
1.8439134359359741,1981-08-06
1.8173547983169556,1981-08-07
1.8515008687973022,1981-08-10
1.881853699684143,1981-08-11
1.8704712390899658,1981-08-12
1.881853699684143,1981-08-13
1.8970295190811157,1981-08-14
1.878058910369873,1981-08-17
1.8666775226593018,1981-08-18
1.8211488723754883,1981-08-19
1.8173547983169556,1981-08-20
1.80217707157135,1981-08-21
1.722502589225769,1981-08-24
1.6655919551849365,1981-08-25
1.6580032110214233,1981-08-26
1.6086807250976562,1981-08-27
1.604886770248413,1981-08-28
1.5859172344207764,1981-08-31
1.5707411766052246,1981-09-01
1.5859172344207764,1981-09-02
1.5441828966140747,1981-09-03
1.5327990055084229,1981-09-04
1.4948598146438599,1981-09-08
1.4796828031539917,1981-09-09
1.4948598146438599,1981-09-10
1.5062414407730103,1981-09-11
1.4986534118652344,1981-09-14
1.5138294696807861,1981-09-15
1.5024470090866089,1981-09-16
1.5062414407730103,1981-09-17
1.510035514831543,1981-09-18
1.510035514831543,1981-09-21
1.4948598146438599,1981-09-22
1.4417426586151123,1981-09-23
1.4189777374267578,1981-09-24
1.3734499216079712,1981-09-25
1.4265668392181396,1981-09-28
1.4569185972213745,1981-09-29
1.4341546297073364,1981-09-30
1.4417426586151123,1981-10-01
1.4872721433639526,1981-10-02
1.483477234840393,1981-10-05
1.5327990055084229,1981-10-06
1.574534296989441,1981-10-07
1.510035514831543,1981-10-08
1.5138294696807861,1981-10-09
1.5062414407730103,1981-10-12
1.4872721433639526,1981-10-13
1.4493300914764404,1981-10-14
1.483477234840393,1981-10-15
1.4872721433639526,1981-10-16
1.4683003425598145,1981-10-19
1.5138294696807861,1981-10-20
1.4872721433639526,1981-10-21
1.4758884906768799,1981-10-22
1.4720945358276367,1981-10-23
1.4569185972213745,1981-10-26
1.4455362558364868,1981-10-27
1.4645061492919922,1981-10-28
1.4720945358276367,1981-10-29
1.5327990055084229,1981-10-30
1.6086807250976562,1981-11-02
1.646620750427246,1981-11-03
1.7338836193084717,1981-11-04
1.6883569955825806,1981-11-05
1.6769741773605347,1981-11-06
1.6617975234985352,1981-11-09
1.6504164934158325,1981-11-10
1.6769741773605347,1981-11-11
1.6542104482650757,1981-11-12
1.6010929346084595,1981-11-13
1.5479763746261597,1981-11-16
1.540387511253357,1981-11-17
1.510035514831543,1981-11-18
1.5214173793792725,1981-11-19
1.5707411766052246,1981-11-20
1.5935038328170776,1981-11-23
1.6542104482650757,1981-11-24
1.6832842826843262,1981-11-25
1.6718074083328247,1981-11-27
1.7291922569274902,1981-11-30
1.706238865852356,1981-12-01
1.6756330728530884,1981-12-02
1.6871100664138794,1981-12-03
1.706238865852356,1981-12-04
1.706238865852356,1981-12-07
1.7368435859680176,1981-12-08
1.7406688928604126,1981-12-09
1.744494915008545,1981-12-10
1.7368435859680176,1981-12-11
1.6832842826843262,1981-12-14
1.6488540172576904,1981-12-15
1.6412031650543213,1981-12-16
1.6718074083328247,1981-12-17
1.6756330728530884,1981-12-18
1.6488540172576904,1981-12-21
1.6105973720550537,1981-12-22
1.6067711114883423,1981-12-23
1.614423155784607,1981-12-24
1.6067711114883423,1981-12-28
1.5876435041427612,1981-12-29
1.5952942371368408,1981-12-30
1.591469407081604,1981-12-31
1.5685162544250488,1982-01-04
1.4996542930603027,1982-01-05
1.4690486192703247,1982-01-06
1.4460951089859009,1982-01-07
1.4537463188171387,1982-01-08
1.358105182647705,1982-01-11
1.3695805072784424,1982-01-12
1.3695805072784424,1982-01-13
1.3848847150802612,1982-01-14
1.4154895544052124,1982-01-15
1.4690486192703247,1982-01-18
1.404012680053711,1982-01-19
1.3887104988098145,1982-01-20
1.3734084367752075,1982-01-21
1.3695805072784424,1982-01-22
1.3963618278503418,1982-01-25
1.3542791604995728,1982-01-26
1.358105182647705,1982-01-27
1.4307918548583984,1982-01-28
1.4575715065002441,1982-01-29
1.4116644859313965,1982-02-01
1.404012680053711,1982-02-02
1.3504536151885986,1982-02-03
1.3313249349594116,1982-02-04
1.262463092803955,1982-02-05
1.178298830986023,1982-02-08
1.2012534141540527,1982-02-09
1.2165557146072388,1982-02-10
1.2089048624038696,1982-02-11
1.2127305269241333,1982-02-12
1.189775824546814,1982-02-16
1.185951828956604,1982-02-17
1.185951828956604,1982-02-18
1.1247402429580688,1982-02-19
1.1247402429580688,1982-02-22
1.1247402429580688,1982-02-23
1.170648217201233,1982-02-24
1.1515194177627563,1982-02-25
1.1515194177627563,1982-02-26
1.1400426626205444,1982-03-01
1.1132633686065674,1982-03-02
1.0750075578689575,1982-03-03
1.0540803670883179,1982-03-04
1.0463296175003052,1982-03-05
0.9920756220817566,1982-03-08
1.023078203201294,1982-03-09
1.0502055883407593,1982-03-10
1.069581389427185,1982-03-11
1.0773321390151978,1982-03-12
1.1160849332809448,1982-03-15
1.1005836725234985,1982-03-16
1.0928335189819336,1982-03-17
1.1044588088989258,1982-03-18
1.1083346605300903,1982-03-19
1.1160849332809448,1982-03-22
1.1509631872177124,1982-03-23
1.1432111263275146,1982-03-24
1.1354613304138184,1982-03-25
1.1354613304138184,1982-03-26
1.1509631872177124,1982-03-29
1.1470881700515747,1982-03-30
1.1470881700515747,1982-03-31
1.1587133407592773,1982-04-01
1.2168434858322144,1982-04-02
1.189714789390564,1982-04-05
1.1974666118621826,1982-04-06
1.2168434858322144,1982-04-07
1.2323440313339233,1982-04-08
1.2207176685333252,1982-04-12
1.1935914754867554,1982-04-13
1.1587133407592773,1982-04-14
1.1470881700515747,1982-04-15
1.1780898571014404,1982-04-16
1.1780898571014404,1982-04-19
1.1548378467559814,1982-04-20
1.1277111768722534,1982-04-21
1.1509631872177124,1982-04-22
1.1587133407592773,1982-04-23
1.1625884771347046,1982-04-26
1.1703394651412964,1982-04-27
1.1470881700515747,1982-04-28
1.119960069656372,1982-04-29
1.1315866708755493,1982-04-30
1.1432111263275146,1982-05-03
1.1509631872177124,1982-05-04
1.1587133407592773,1982-05-05
1.1858402490615845,1982-05-06
1.2362197637557983,1982-05-07
1.2207176685333252,1982-05-10
1.2788474559783936,1982-05-11
1.2517207860946655,1982-05-12
1.240094780921936,1982-05-13
1.243970274925232,1982-05-14
1.2090917825698853,1982-05-17
1.1780898571014404,1982-05-18
1.1664637327194214,1982-05-19
1.1703394651412964,1982-05-20
1.189714789390564,1982-05-21
1.1819655895233154,1982-05-24
1.1548378467559814,1982-05-25
1.1238360404968262,1982-05-26
1.1160849332809448,1982-05-27
1.1005836725234985,1982-05-28
1.119960069656372,1982-06-01
1.1393373012542725,1982-06-02
1.1534613370895386,1982-06-03
1.1142271757125854,1982-06-04
1.1220744848251343,1982-06-07
1.1103047132492065,1982-06-08
1.1142271757125854,1982-06-09
1.1416913270950317,1982-06-10
1.1613080501556396,1982-06-11
1.1338446140289307,1982-06-14
1.1063815355300903,1982-06-15
1.1024576425552368,1982-06-16
1.0593006610870361,1982-06-17
1.0593006610870361,1982-06-18
1.0632249116897583,1982-06-21
1.0671476125717163,1982-06-22
1.1024576425552368,1982-06-23
1.0906881093978882,1982-06-24
1.0593006610870361,1982-06-25
1.0710701942443848,1982-06-28
1.0632249116897583,1982-06-29
1.0632249116897583,1982-06-30
1.0357606410980225,1982-07-01
1.0122215747833252,1982-07-02
1.0082980394363403,1982-07-06
0.9886806011199951,1982-07-07
0.9926043152809143,1982-07-08
1.0279145240783691,1982-07-09
0.9729874730110168,1982-07-12
0.9690647125244141,1982-07-13
0.9847585558891296,1982-07-14
0.9769096374511719,1982-07-15
0.9729874730110168,1982-07-16
0.9729874730110168,1982-07-19
0.9926043152809143,1982-07-20
0.9729874730110168,1982-07-21
0.9808344841003418,1982-07-22
0.9769096374511719,1982-07-23
0.9769096374511719,1982-07-26
0.9808344841003418,1982-07-27
0.9690647125244141,1982-07-28
0.9729874730110168,1982-07-29
0.9690647125244141,1982-07-30
1.0043747425079346,1982-08-02
0.9847585558891296,1982-08-03
0.9808344841003418,1982-08-04
0.9847585558891296,1982-08-05
0.9808344841003418,1982-08-06
0.965141236782074,1982-08-09
0.9612172842025757,1982-08-10
0.9494476318359375,1982-08-11
0.9416013956069946,1982-08-12
0.9337546825408936,1982-08-13
0.9376773238182068,1982-08-16
1.0239911079406738,1982-08-17
0.9965277910232544,1982-08-18
0.9926043152809143,1982-08-19
1.0357606410980225,1982-08-20
1.1142271757125854,1982-08-23
1.1377681493759155,1982-08-24
1.1534613370895386,1982-08-25
1.2083873748779297,1982-08-26
1.1848478317260742,1982-08-27
1.1770014762878418,1982-08-30
1.2005409002304077,1982-08-31
1.206894040107727,1982-09-01
1.2465946674346924,1982-09-02
1.2624742984771729,1982-09-03
1.2823246717453003,1982-09-07
1.3299643993377686,1982-09-08
1.4093657732009888,1982-09-09
1.3656949996948242,1982-09-10
