EOG,Date
1.8715155124664307,1992-03-26
1.8279906511306763,1992-03-27
1.8279906511306763,1992-03-30
1.8497529029846191,1992-03-31
1.8171095848083496,1992-04-01
1.8062301874160767,1992-04-02
1.7844674587249756,1992-04-03
1.9041563272476196,1992-04-06
1.8715155124664307,1992-04-07
1.8279906511306763,1992-04-08
1.9196085929870605,1992-04-09
1.908703088760376,1992-04-10
1.9305158853530884,1992-04-13
1.9632370471954346,1992-04-14
1.974143147468567,1992-04-15
1.9632370471954346,1992-04-16
2.0177721977233887,1992-04-20
2.0286784172058105,1992-04-21
2.006863832473755,1992-04-22
2.006863832473755,1992-04-23
2.094119071960449,1992-04-24
2.1268391609191895,1992-04-27
2.1159331798553467,1992-04-28
2.1159331798553467,1992-04-29
2.1268391609191895,1992-04-30
2.1268391609191895,1992-05-01
2.1377463340759277,1992-05-04
2.1486520767211914,1992-05-05
2.1050257682800293,1992-05-06
2.07230544090271,1992-05-07
2.061399459838867,1992-05-08
2.0286784172058105,1992-05-11
1.9523296356201172,1992-05-12
1.9305158853530884,1992-05-13
1.9850506782531738,1992-05-14
2.0177721977233887,1992-05-15
2.094119071960449,1992-05-18
2.1268391609191895,1992-05-19
2.1595613956451416,1992-05-20
2.1595613956451416,1992-05-21
2.1922802925109863,1992-05-22
2.225001335144043,1992-05-26
2.1813743114471436,1992-05-27
2.1813743114471436,1992-05-28
2.1595613956451416,1992-05-29
2.214094877243042,1992-06-01
2.1922802925109863,1992-06-02
2.2031869888305664,1992-06-03
2.1922802925109863,1992-06-04
2.225001335144043,1992-06-05
2.312255859375,1992-06-08
2.312255859375,1992-06-09
2.290443181991577,1992-06-10
2.3776967525482178,1992-06-11
2.3340699672698975,1992-06-12
2.312255859375,1992-06-15
2.30134916305542,1992-06-16
2.257721424102783,1992-06-17
2.257721424102783,1992-06-18
2.257721424102783,1992-06-19
2.2359085083007812,1992-06-22
2.2359085083007812,1992-06-23
2.246814250946045,1992-06-24
2.1813743114471436,1992-06-25
2.1922802925109863,1992-06-26
2.214094877243042,1992-06-29
2.225001335144043,1992-06-30
2.268629550933838,1992-07-01
2.290443181991577,1992-07-02
2.312255859375,1992-07-06
2.3231630325317383,1992-07-07
2.3231630325317383,1992-07-08
2.3493895530700684,1992-07-09
2.3275346755981445,1992-07-10
2.3493895530700684,1992-07-13
2.502371072769165,1992-07-14
2.469589948654175,1992-07-15
2.393099546432495,1992-07-16
2.404026508331299,1992-07-17
2.371244430541992,1992-07-20
2.3821709156036377,1992-07-21
2.4368083477020264,1992-07-22
2.447736978530884,1992-07-23
2.5242273807525635,1992-07-24
2.5132997035980225,1992-07-27
2.4914441108703613,1992-07-28
2.502371072769165,1992-07-29
2.5460822582244873,1992-07-30
2.5460822582244873,1992-07-31
2.5897912979125977,1992-08-03
2.6007189750671387,1992-08-04
2.3821709156036377,1992-08-05
2.272897720336914,1992-08-06
2.45866322517395,1992-08-07
2.480517625808716,1992-08-10
2.480517625808716,1992-08-11
2.5132997035980225,1992-08-12
2.611647367477417,1992-08-13
2.6225738525390625,1992-08-14
2.578864336013794,1992-08-17
2.5132997035980225,1992-08-18
2.4914441108703613,1992-08-19
2.5132997035980225,1992-08-20
2.5132997035980225,1992-08-21
2.502371072769165,1992-08-24
2.567936897277832,1992-08-25
2.6225738525390625,1992-08-26
2.644428014755249,1992-08-27
2.7537026405334473,1992-08-28
2.7099924087524414,1992-08-31
2.731846809387207,1992-09-01
2.7209208011627197,1992-09-02
2.74277400970459,1992-09-03
2.764629364013672,1992-09-04
2.852050542831421,1992-09-08
2.8629775047302246,1992-09-09
2.852050542831421,1992-09-10
2.8739044666290283,1992-09-11
2.884831190109253,1992-09-14
2.8739044666290283,1992-09-15
2.884831190109253,1992-09-16
2.950394630432129,1992-09-17
3.015960454940796,1992-09-18
3.0378150939941406,1992-09-21
3.048741340637207,1992-09-22
3.0596694946289062,1992-09-23
3.125234603881836,1992-09-24
2.9722509384155273,1992-09-25
2.884831190109253,1992-09-28
2.9613230228424072,1992-09-29
2.906687021255493,1992-09-30
2.8192670345306396,1992-10-01
2.8301942348480225,1992-10-02
2.7755565643310547,1992-10-05
2.7537026405334473,1992-10-06
2.7864842414855957,1992-10-07
2.8018062114715576,1992-10-08
2.758028507232666,1992-10-09
2.768975019454956,1992-10-12
2.758028507232666,1992-10-13
2.758028507232666,1992-10-14
2.7361390590667725,1992-10-15
2.8455851078033447,1992-10-16
2.9988086223602295,1992-10-19
2.9550302028656006,1992-10-20
2.911252498626709,1992-10-21
2.768975019454956,1992-10-22
2.768975019454956,1992-10-23
2.8018062114715576,1992-10-26
2.703305721282959,1992-10-27
2.6814165115356445,1992-10-28
2.6923611164093018,1992-10-29
2.670471668243408,1992-10-30
2.714250326156616,1992-11-02
2.6266932487487793,1992-11-03
2.561025857925415,1992-11-04
2.4406354427337646,1992-11-05
2.561025857925415,1992-11-06
2.48441481590271,1992-11-09
2.5391368865966797,1992-11-10
2.49535870552063,1992-11-11
2.506303071975708,1992-11-12
2.5391368865966797,1992-11-13
2.561025857925415,1992-11-16
2.5391368865966797,1992-11-17
2.550081491470337,1992-11-18
2.4515812397003174,1992-11-19
2.5172500610351562,1992-11-20
2.5391368865966797,1992-11-23
2.5172500610351562,1992-11-24
2.5172500610351562,1992-11-25
2.5391368865966797,1992-11-27
2.48441481590271,1992-11-30
2.4734692573547363,1992-12-01
2.506303071975708,1992-12-02
2.4078025817871094,1992-12-03
2.4515812397003174,1992-12-04
2.4515812397003174,1992-12-07
2.4406354427337646,1992-12-08
2.4734692573547363,1992-12-09
2.5281920433044434,1992-12-10
2.5719707012176514,1992-12-11
2.561025857925415,1992-12-14
2.5391368865966797,1992-12-15
2.5172500610351562,1992-12-16
2.49535870552063,1992-12-17
2.5172500610351562,1992-12-18
2.48441481590271,1992-12-21
2.48441481590271,1992-12-22
2.4625258445739746,1992-12-23
2.5172500610351562,1992-12-24
2.48441481590271,1992-12-28
2.49535870552063,1992-12-29
2.48441481590271,1992-12-30
2.5719707012176514,1992-12-31
2.5281920433044434,1993-01-04
2.582916259765625,1993-01-05
2.5281920433044434,1993-01-06
2.506303071975708,1993-01-07
2.4296915531158447,1993-01-08
2.3801140785217285,1993-01-11
2.391082286834717,1993-01-12
2.4349565505981445,1993-01-13
2.347210645675659,1993-01-14
2.3801140785217285,1993-01-15
2.3691458702087402,1993-01-18
2.4239895343780518,1993-01-19
2.4349565505981445,1993-01-20
2.4568936824798584,1993-01-21
2.5227034091949463,1993-01-22
2.588512897491455,1993-01-25
2.6543221473693848,1993-01-26
2.632385492324829,1993-01-27
2.74206805229187,1993-01-28
2.7859413623809814,1993-01-29
2.8517508506774902,1993-02-01
2.8736884593963623,1993-02-02
3.0162734985351562,1993-02-03
3.114990472793579,1993-02-04
3.1588633060455322,1993-02-05
3.1588633060455322,1993-02-08
3.1040210723876953,1993-02-09
3.0711164474487305,1993-02-10
3.1478958129882812,1993-02-11
3.1478958129882812,1993-02-12
3.049180030822754,1993-02-16
3.0820841789245605,1993-02-17
3.114990472793579,1993-02-18
3.1588633060455322,1993-02-19
3.2027361392974854,1993-02-22
3.191767692565918,1993-02-23
3.1478958129882812,1993-02-24
3.0601484775543213,1993-02-25
3.0930521488189697,1993-02-26
3.114990472793579,1993-03-01
3.12595796585083,1993-03-02
3.356290340423584,1993-03-03
3.32338809967041,1993-03-04
3.29048228263855,1993-03-05
3.356290340423584,1993-03-08
3.356290340423584,1993-03-09
3.3782291412353516,1993-03-10
3.4330692291259766,1993-03-11
3.4001641273498535,1993-03-12
3.42210054397583,1993-03-15
3.4111344814300537,1993-03-16
3.4988789558410645,1993-03-17
3.5098483562469482,1993-03-18
3.4879090785980225,1993-03-19
3.4988789558410645,1993-03-22
3.4879090785980225,1993-03-23
3.4879090785980225,1993-03-24
3.4001641273498535,1993-03-25
3.4440360069274902,1993-03-26
3.4988789558410645,1993-03-29
3.5317835807800293,1993-03-30
3.5208137035369873,1993-03-31
3.5098483562469482,1993-04-01
3.4330692291259766,1993-04-02
3.4440360069274902,1993-04-05
3.42210054397583,1993-04-06
3.42210054397583,1993-04-07
3.4273738861083984,1993-04-08
3.493285894393921,1993-04-12
