FOX,Date
29.60607147216797,2019-08-27
29.54989242553711,2019-08-28
30.383209228515625,2019-08-29
30.71091651916504,2019-08-30
30.578908920288086,2019-09-03
31.31438446044922,2019-09-04
31.974430084228516,2019-09-05
31.936716079711914,2019-09-06
32.049861907958984,2019-09-09
32.2667350769043,2019-09-10
32.031005859375,2019-09-11
31.776412963867188,2019-09-12
31.785839080810547,2019-09-13
31.578405380249023,2019-09-16
30.94664764404297,2019-09-17
30.644908905029297,2019-09-18
30.14516258239746,2019-09-19
30.24888801574707,2019-09-20
30.343177795410156,2019-09-23
29.73027801513672,2019-09-24
30.173450469970703,2019-09-25
29.673704147338867,2019-09-26
29.683130264282227,2019-09-27
29.739707946777344,2019-09-30
29.40025520324707,2019-10-01
28.57991600036621,2019-10-02
28.655345916748047,2019-10-03
28.74492645263672,2019-10-04
28.74964141845703,2019-10-07
28.32061195373535,2019-10-08
28.53276824951172,2019-10-09
28.688352584838867,2019-10-10
29.381397247314453,2019-10-11
29.239957809448242,2019-10-14
29.645416259765625,2019-10-15
29.78213882446289,2019-10-16
29.69256019592285,2019-10-17
29.725563049316406,2019-10-18
30.258316040039062,2019-10-21
30.899499893188477,2019-10-22
30.748634338378906,2019-10-23
29.796283721923828,2019-10-24
29.89057731628418,2019-10-25
30.371463775634766,2019-10-28
30.22059440612793,2019-10-29
29.569982528686523,2019-10-30
29.456830978393555,2019-10-31
30.041440963745117,2019-11-01
30.079160690307617,2019-11-04
30.314891815185547,2019-11-05
30.484619140625,2019-11-06
32.29502487182617,2019-11-07
32.46474838256836,2019-11-08
32.2667350769043,2019-11-11
31.88014030456543,2019-11-12
31.65383529663086,2019-11-13
31.54068946838379,2019-11-14
31.67740821838379,2019-11-15
32.4930305480957,2019-11-18
33.40766906738281,2019-11-19
32.997501373291016,2019-11-20
32.794769287109375,2019-11-21
32.88435363769531,2019-11-22
32.86077117919922,2019-11-25
33.18136978149414,2019-11-26
33.03050231933594,2019-11-27
32.983360290527344,2019-11-29
32.82777404785156,2019-12-02
32.389312744140625,2019-12-03
32.662757873535156,2019-12-04
32.65804672241211,2019-12-05
32.62504577636719,2019-12-06
32.804203033447266,2019-12-09
32.92677688598633,2019-12-10
33.275657653808594,2019-12-11
33.90742111206055,2019-12-12
33.81312942504883,2019-12-13
33.84141159057617,2019-12-16
34.17143249511719,2019-12-17
33.945133209228516,2019-12-18
33.99227523803711,2019-12-19
34.1525764465332,2019-12-20
34.53916931152344,2019-12-23
34.416595458984375,2019-12-24
34.69947052001953,2019-12-26
34.62874984741211,2019-12-27
34.360015869140625,2019-12-30
34.32229995727539,2019-12-31
34.378875732421875,2020-01-02
34.039424896240234,2020-01-03
33.95927810668945,2020-01-06
34.3883056640625,2020-01-07
34.34115219116211,2020-01-08
34.416595458984375,2020-01-09
34.0252799987793,2020-01-10
34.22800827026367,2020-01-13
34.45431137084961,2020-01-14
34.69004440307617,2020-01-15
36.04784393310547,2020-01-16
36.37315368652344,2020-01-17
36.21757507324219,2020-01-21
36.20814514160156,2020-01-22
34.79376220703125,2020-01-23
33.982845306396484,2020-01-24
34.294010162353516,2020-01-27
34.52973937988281,2020-01-28
33.935699462890625,2020-01-29
34.378875732421875,2020-01-30
34.25630187988281,2020-01-31
34.727760314941406,2020-02-03
35.265220642089844,2020-02-04
35.76497268676758,2020-02-05
34.416595458984375,2020-02-06
34.294010162353516,2020-02-07
34.68061065673828,2020-02-10
34.52031326293945,2020-02-11
35.038917541503906,2020-02-12
35.37837219238281,2020-02-13
35.180362701416016,2020-02-14
35.09549331665039,2020-02-18
35.387794494628906,2020-02-19
34.45431137084961,2020-02-20
33.473670959472656,2020-02-21
32.31387710571289,2020-02-24
30.95607566833496,2020-02-25
30.550621032714844,2020-02-26
29.22110366821289,2020-02-27
28.71192741394043,2020-02-28
29.975440979003906,2020-03-02
29.168115615844727,2020-03-03
29.130123138427734,2020-03-04
27.657947540283203,2020-03-05
27.088069915771484,2020-03-06
25.767858505249023,2020-03-09
27.316020965576172,2020-03-10
26.138280868530273,2020-03-11
24.27668571472168,2020-03-12
24.10572624206543,2020-03-13
22.025680541992188,2020-03-16
22.595552444458008,2020-03-17
20.33504867553711,2020-03-18
20.83843994140625,2020-03-19
19.043331146240234,2020-03-20
18.815380096435547,2020-03-23
20.562997817993164,2020-03-24
22.16815185546875,2020-03-25
23.364885330200195,2020-03-26
20.93341827392578,2020-03-27
22.576557159423828,2020-03-30
21.73124122619629,2020-03-31
20.48226547241211,2020-04-01
20.743457794189453,2020-04-02
20.506011962890625,2020-04-03
23.222415924072266,2020-04-06
23.71630859375,2020-04-07
24.523630142211914,2020-04-08
24.3526668548584,2020-04-09
24.124717712402344,2020-04-13
24.704092025756836,2020-04-14
23.906269073486328,2020-04-15
23.86827278137207,2020-04-16
24.913047790527344,2020-04-17
24.40015983581543,2020-04-20
23.79229164123535,2020-04-21
23.355384826660156,2020-04-22
23.222415924072266,2020-04-23
23.28890037536621,2020-04-24
24.704092025756836,2020-04-27
25.61589241027832,2020-04-28
26.54668617248535,2020-04-29
24.27668571472168,2020-04-30
23.7637996673584,2020-05-01
23.39337921142578,2020-05-04
22.652542114257812,2020-05-05
23.3743839263916,2020-05-06
23.75429916381836,2020-05-07
24.43815040588379,2020-05-08
24.172208786010742,2020-05-11
23.64032745361328,2020-05-12
22.85199737548828,2020-05-13
23.85877799987793,2020-05-14
24.21969985961914,2020-05-15
25.50666618347168,2020-05-18
25.587398529052734,2020-05-19
25.995811462402344,2020-05-20
25.862836837768555,2020-05-21
25.995811462402344,2020-05-22
27.15455436706543,2020-05-26
27.828907012939453,2020-05-27
27.221040725708008,2020-05-28
27.335018157958984,2020-05-29
27.676942825317383,2020-06-01
27.42049789428711,2020-06-02
28.702716827392578,2020-06-03
28.4415225982666,2020-06-04
28.73120880126953,2020-06-05
30.089414596557617,2020-06-08
28.807193756103516,2020-06-09
28.237316131591797,2020-06-10
26.233257293701172,2020-06-11
26.54668617248535,2020-06-12
27.410999298095703,2020-06-15
26.61317253112793,2020-06-16
26.366228103637695,2020-06-17
27.221040725708008,2020-06-18
26.423213958740234,2020-06-19
26.214263916015625,2020-06-22
26.41371726989746,2020-06-23
25.653884887695312,2020-06-24
25.406938552856445,2020-06-25
24.4571475982666,2020-06-26
25.44493293762207,2020-06-29
25.49241828918457,2020-06-30
25.56365394592285,2020-07-01
25.21697998046875,2020-07-02
25.197986602783203,2020-07-06
24.47614097595215,2020-07-07
24.115219116210938,2020-07-08
23.22336769104004,2020-07-09
24.115219116210938,2020-07-10
23.79229164123535,2020-07-13
23.86827278137207,2020-07-14
24.93204116821289,2020-07-15
25.069765090942383,2020-07-16
23.991750717163086,2020-07-17
23.57383918762207,2020-07-20
24.07723045349121,2020-07-21
24.571123123168945,2020-07-22
24.81806755065918,2020-07-23
25.159990310668945,2020-07-24
24.40015983581543,2020-07-27
24.419153213500977,2020-07-28
24.618610382080078,2020-07-29
24.580615997314453,2020-07-30
24.47614097595215,2020-07-31
24.93204116821289,2020-08-03
25.368947982788086,2020-08-04
23.602333068847656,2020-08-05
23.89676856994629,2020-08-06
23.64032745361328,2020-08-07
23.44087028503418,2020-08-10
23.687814712524414,2020-08-11
23.944255828857422,2020-08-12
24.40015983581543,2020-08-13
24.523630142211914,2020-08-14
24.419153213500977,2020-08-17
24.442901611328125,2020-08-18
24.618610382080078,2020-08-19
24.618610382080078,2020-08-20
24.704092025756836,2020-08-21
25.69187355041504,2020-08-24
25.606393814086914,2020-08-25
25.786853790283203,2020-08-26
26.252254486083984,2020-08-27
26.51819610595703,2020-08-28
26.404218673706055,2020-08-31
26.327600479125977,2020-09-01
26.806459426879883,2020-09-02
26.346757888793945,2020-09-03
26.58618927001953,2020-09-04
26.662803649902344,2020-09-08
27.093774795532227,2020-09-09
26.95969581604004,2020-09-10
26.950115203857422,2020-09-11
27.486440658569336,2020-09-14
27.42897605895996,2020-09-15
28.21430206298828,2020-09-16
27.55348014831543,2020-09-17
26.816038131713867,2020-09-18
25.752971649169922,2020-09-21
25.81043815612793,2020-09-22
24.881452560424805,2020-09-23
25.111305236816406,2020-09-24
25.647624969482422,2020-09-25
26.720264434814453,2020-09-28
26.64365005493164,2020-09-29
26.787307739257812,2020-09-30
27.01715850830078,2020-10-01
26.978851318359375,2020-10-02
27.66840362548828,2020-10-05
26.93096351623535,2020-10-06
27.879100799560547,2020-10-07
28.377113342285156,2020-10-08
27.965295791625977,2020-10-09
27.898256301879883,2020-10-12
26.308446884155273,2020-10-13
25.982824325561523,2020-10-14
26.049867630004883,2020-10-15
25.973249435424805,2020-10-16
25.14003562927246,2020-10-19
25.072994232177734,2020-10-20
25.618892669677734,2020-10-21
26.2509822845459,2020-10-22
25.796070098876953,2020-10-23
25.072994232177734,2020-10-26
24.89581871032715,2020-10-27
23.962045669555664,2020-10-28
24.31639862060547,2020-10-29
25.03468894958496,2020-10-30
25.752971649169922,2020-11-02
25.571008682250977,2020-11-03
24.354707717895508,2020-11-04
25.254962921142578,2020-11-05
24.522306442260742,2020-11-06
25.08257293701172,2020-11-09
25.571008682250977,2020-11-10
26.001977920532227,2020-11-11
24.373863220214844,2020-11-12
25.10172462463379,2020-11-13
25.618892669677734,2020-11-16
26.4808349609375,2020-11-17
25.982824325561523,2020-11-18
26.116905212402344,2020-11-19
26.27971839904785,2020-11-20
26.854345321655273,2020-11-23
27.974872589111328,2020-11-24
27.735443115234375,2020-11-25
27.51517105102539,2020-11-27
27.17996597290039,2020-11-30
28.444154739379883,2020-12-01
28.77935218811035,2020-12-02
28.51119613647461,2020-12-03
28.01797103881836,2020-12-04
28.070642471313477,2020-12-07
27.673192977905273,2020-12-08
27.51517105102539,2020-12-09
27.47207260131836,2020-12-10
27.505590438842773,2020-12-11
27.141658782958984,2020-12-14
27.01715850830078,2020-12-15
26.92138671875,2020-12-16
26.96927261352539,2020-12-17
26.614917755126953,2020-12-18
26.231828689575195,2020-12-21
25.83916664123535,2020-12-22
26.57660675048828,2020-12-23
26.816038131713867,2020-12-24
27.65882682800293,2020-12-28
27.56784439086914,2020-12-29
27.486440658569336,2020-12-30
27.65882682800293,2020-12-31
27.208702087402344,2021-01-04
27.788118362426758,2021-01-05
30.129730224609375,2021-01-06
28.95174217224121,2021-01-07
28.36754035949707,2021-01-08
28.444154739379883,2021-01-11
27.946144104003906,2021-01-12
28.070642471313477,2021-01-13
29.057092666625977,2021-01-14
29.104978561401367,2021-01-15
27.93656349182129,2021-01-19
28.674007415771484,2021-01-20
28.587812423706055,2021-01-21
27.93656349182129,2021-01-22
29.38271713256836,2021-01-25
31.987701416015625,2021-01-26
31.097023010253906,2021-01-27
29.325252532958984,2021-01-28
28.626117706298828,2021-01-29
29.353981018066406,2021-02-01
28.30049705505371,2021-02-02
27.917407989501953,2021-02-03
28.089799880981445,2021-02-04
29.028362274169922,2021-02-05
30.215927124023438,2021-02-08
28.4345760345459,2021-02-09
29.219905853271484,2021-02-10
29.449756622314453,2021-02-11
30.120159149169922,2021-02-12
29.353981018066406,2021-02-16
29.363561630249023,2021-02-17
29.746646881103516,2021-02-18
31.001251220703125,2021-02-19
31.978124618530273,2021-02-22
31.480106353759766,2021-02-23
31.355613708496094,2021-02-24
30.407470703125,2021-02-25
30.579862594604492,2021-02-26
31.978124618530273,2021-03-01
34.52565002441406,2021-03-02
35.52167510986328,2021-03-03
35.15773391723633,2021-03-04
37.389217376708984,2021-03-05
38.327781677246094,2021-03-08
36.83474349975586,2021-03-09
37.528282165527344,2021-03-10
37.96174621582031,2021-03-11
38.530067443847656,2021-03-12
38.62638473510742,2021-03-15
39.917144775390625,2021-03-16
38.963531494140625,2021-03-17
38.91536331176758,2021-03-18
38.8671989440918,2021-03-19
39.6378059387207,2021-03-22
37.76909255981445,2021-03-23
36.555397033691406,2021-03-24
37.008121490478516,2021-03-25
34.8408088684082,2021-03-26
34.50366973876953,2021-03-29
34.52293395996094,2021-03-30
33.6463737487793,2021-03-31
33.71380615234375,2021-04-01
33.839027404785156,2021-04-05
34.455509185791016,2021-04-06
34.590362548828125,2021-04-07
34.32065200805664,2021-04-08
34.754119873046875,2021-04-09
34.773380279541016,2021-04-12
35.01419448852539,2021-04-13
34.8215446472168,2021-04-14
35.41876220703125,2021-04-15
35.370601654052734,2021-04-16
35.2453727722168,2021-04-19
35.30316925048828,2021-04-20
35.98707962036133,2021-04-21
35.73663330078125,2021-04-22
35.967811584472656,2021-04-23
35.70773696899414,2021-04-26
35.88112258911133,2021-04-27
35.52471923828125,2021-04-28
35.476558685302734,2021-04-29
35.043094635009766,2021-04-30
34.465145111083984,2021-05-03
34.484405517578125,2021-05-04
34.23396301269531,2021-05-05
35.3513298034668,2021-05-06
35.80405807495117,2021-05-07
35.88112258911133,2021-05-10
36.01597213745117,2021-05-11
35.1490478515625,2021-05-12
35.70773696899414,2021-05-13
34.937137603759766,2021-05-14
34.52293395996094,2021-05-17
34.985294342041016,2021-05-18
34.888973236083984,2021-05-19
34.811912536621094,2021-05-20
35.043094635009766,2021-05-21
34.97565841674805,2021-05-24
34.58073043823242,2021-05-25
34.831172943115234,2021-05-26
35.4572868347168,2021-05-27
34.94676971435547,2021-05-28
34.667423248291016,2021-06-01
34.28212356567383,2021-06-02
33.867923736572266,2021-06-03
34.35918045043945,2021-06-04
34.29175567626953,2021-06-07
33.867923736572266,2021-06-08
34.705955505371094,2021-06-09
34.542198181152344,2021-06-10
34.86970520019531,2021-06-11
34.63852310180664,2021-06-14
34.65778732299805,2021-06-15
34.6096305847168,2021-06-16
34.137630462646484,2021-06-17
34.465145111083984,2021-06-18
34.455509185791016,2021-06-21
34.42660903930664,2021-06-22
34.388084411621094,2021-06-23
34.94676971435547,2021-06-24
35.05272674560547,2021-06-25
34.86970520019531,2021-06-28
33.75233459472656,2021-06-29
33.906455993652344,2021-06-30
34.25322341918945,2021-07-01
34.07020950317383,2021-07-02
33.4537239074707,2021-07-06
33.232177734375,2021-07-07
32.56753921508789,2021-07-08
33.2418098449707,2021-07-09
33.61748123168945,2021-07-12
32.72166061401367,2021-07-13
33.1165885925293,2021-07-14
32.63496398925781,2021-07-15
32.143707275390625,2021-07-16
31.40199851989746,2021-07-19
31.662073135375977,2021-07-20
32.63496398925781,2021-07-21
32.50973892211914,2021-07-22
32.76018524169922,2021-07-23
33.05879592895508,2021-07-26
32.71202087402344,2021-07-27
32.76982116699219,2021-07-28
32.6927604675293,2021-07-29
32.01848220825195,2021-07-30
32.06664276123047,2021-08-02
31.61391258239746,2021-08-03
31.440532684326172,2021-08-04
33.02989959716797,2021-08-05
32.50010681152344,2021-08-06
32.268924713134766,2021-08-09
32.75055694580078,2021-08-10
33.27070617675781,2021-08-11
32.895042419433594,2021-08-12
32.81797790527344,2021-08-13
32.99135971069336,2021-08-16
32.827613830566406,2021-08-17
32.56753921508789,2021-08-18
32.23039627075195,2021-08-19
32.76018524169922,2021-08-20
33.05879592895508,2021-08-23
32.98173522949219,2021-08-24
33.02989959716797,2021-08-25
32.75055694580078,2021-08-26
33.261070251464844,2021-08-27
33.05879592895508,2021-08-30
33.59231185913086,2021-08-31
33.2140007019043,2021-09-01
33.48561096191406,2021-09-02
33.10729217529297,2021-09-03
33.01999282836914,2021-09-07
32.302162170410156,2021-09-08
32.661075592041016,2021-09-09
32.302162170410156,2021-09-10
32.71928024291992,2021-09-13
31.85594940185547,2021-09-14
33.03939437866211,2021-09-15
33.6505126953125,2021-09-16
34.0482292175293,2021-09-17
33.495304107666016,2021-09-20
33.446807861328125,2021-09-21
34.358638763427734,2021-09-22
34.61084747314453,2021-09-23
35.22196960449219,2021-09-24
35.823394775390625,2021-09-27
35.7554931640625,2021-09-28
36.1338005065918,2021-09-29
36.0077018737793,2021-09-30
36.55092239379883,2021-10-01
37.10383987426758,2021-10-04
37.472450256347656,2021-10-05
37.21054458618164,2021-10-06
37.6761589050293,2021-10-07
37.90896987915039,2021-10-08
37.7343635559082,2021-10-11
37.65675735473633,2021-10-12
37.938072204589844,2021-10-13
38.22908020019531,2021-10-14
37.80226516723633,2021-10-15
37.91866683959961,2021-10-18
38.73349380493164,2021-10-19
38.99541091918945,2021-10-20
38.452186584472656,2021-10-21
38.33578872680664,2021-10-22
37.76346206665039,2021-10-25
37.559757232666016,2021-10-26
36.356910705566406,2021-10-27
36.793426513671875,2021-10-28
35.85249328613281,2021-10-29
37.03593826293945,2021-11-01
37.52095413208008,2021-11-02
37.472450256347656,2021-11-03
37.26874542236328,2021-11-04
37.45305252075195,2021-11-05
36.76432800292969,2021-11-08
36.57032012939453,2021-11-09
36.677024841308594,2021-11-10
37.074737548828125,2021-11-11
37.0068359375,2021-11-12
37.26874542236328,2021-11-15
36.48301696777344,2021-11-16
36.41511535644531,2021-11-17
35.813690185546875,2021-11-18
35.23167419433594,2021-11-19
34.98916244506836,2021-11-22
35.26076889038086,2021-11-23
34.80485916137695,2021-11-24
34.019126892089844,2021-11-26
33.45650863647461,2021-11-29
32.59317398071289,2021-11-30
31.254528045654297,2021-12-01
31.923852920532227,2021-12-02
32.534976959228516,2021-12-03
32.903587341308594,2021-12-06
32.93268585205078,2021-12-07
33.2527961730957,2021-12-08
33.1266975402832,2021-12-09
33.2140007019043,2021-12-10
32.78718185424805,2021-12-13
32.46706771850586,2021-12-14
32.71928024291992,2021-12-15
33.291603088378906,2021-12-16
33.19459915161133,2021-12-17
32.806583404541016,2021-12-20
33.18489456176758,2021-12-21
33.10729217529297,2021-12-22
33.47590255737305,2021-12-23
33.582611083984375,2021-12-27
33.728118896484375,2021-12-28
33.34980773925781,2021-12-29
33.708717346191406,2021-12-30
33.243099212646484,2021-12-31
33.941524505615234,2022-01-03
34.077327728271484,2022-01-04
33.718414306640625,2022-01-05
34.416839599609375,2022-01-06
34.921260833740234,2022-01-07
34.89216232299805,2022-01-10
34.785457611083984,2022-01-11
35.13467025756836,2022-01-12
35.736087799072266,2022-01-13
36.57032012939453,2022-01-14
35.60028839111328,2022-01-18
35.386878967285156,2022-01-19
34.213134765625,2022-01-20
33.77661895751953,2022-01-21
34.785457611083984,2022-01-24
34.80485916137695,2022-01-25
33.82511901855469,2022-01-26
33.96091842651367,2022-01-27
35.609981536865234,2022-01-28
36.0659065246582,2022-01-31
35.881595611572266,2022-02-01
36.153202056884766,2022-02-02
36.32781219482422,2022-02-03
36.1338005065918,2022-02-04
36.0659065246582,2022-02-07
36.23080825805664,2022-02-08
38.72380065917969,2022-02-09
38.84990310668945,2022-02-10
38.267879486083984,2022-02-11
37.5888557434082,2022-02-14
37.938072204589844,2022-02-15
37.74406051635742,2022-02-16
37.501556396484375,2022-02-17
37.385154724121094,2022-02-18
37.03593826293945,2022-02-22
36.30841064453125,2022-02-23
36.14350509643555,2022-02-24
37.08443832397461,2022-02-25
37.11354064941406,2022-02-28
36.74259567260742,2022-03-01
38.38254928588867,2022-03-02
38.5875358581543,2022-03-03
38.13850402832031,2022-03-04
37.12329864501953,2022-03-07
37.28924560546875,2022-03-08
36.53760528564453,2022-03-09
35.73715591430664,2022-03-10
35.31740951538086,2022-03-11
34.86837387084961,2022-03-14
35.746917724609375,2022-03-15
36.52783966064453,2022-03-16
36.166664123535156,2022-03-17
36.781646728515625,2022-03-18
36.64498519897461,2022-03-21
36.859737396240234,2022-03-22
36.2935676574707,2022-03-23
36.67426681518555,2022-03-24
36.918304443359375,2022-03-25
36.38141632080078,2022-03-28
36.66450881958008,2022-03-29
35.95191192626953,2022-03-30
35.41502380371094,2022-03-31
35.30764389038086,2022-04-01
35.54192352294922,2022-04-04
34.702430725097656,2022-04-05
34.770755767822266,2022-04-06
34.4876708984375,2022-04-07
34.90742111206055,2022-04-08
34.66337966918945,2022-04-11
34.7609977722168,2022-04-12
35.073368072509766,2022-04-13
34.99527359008789,2022-04-14
35.11241912841797,2022-04-18
35.33693313598633,2022-04-19
35.61025619506836,2022-04-20
35.02456283569336,2022-04-21
34.4876708984375,2022-04-22
34.34124755859375,2022-04-25
33.19914245605469,2022-04-26
32.97462463378906,2022-04-27
33.11128616333008,2022-04-28
32.447505950927734,2022-04-29
33.05271911621094,2022-05-02
32.82820129394531,2022-05-03
33.550559997558594,2022-05-04
32.91606140136719,2022-05-05
31.295637130737305,2022-05-06
29.84115982055664,2022-05-09
29.187131881713867,2022-05-10
29.831398010253906,2022-05-11
30.12424659729004,2022-05-12
30.49518585205078,2022-05-13
30.368284225463867,2022-05-16
31.207778930664062,2022-05-17
30.153528213500977,2022-05-18
30.0559139251709,2022-05-19
30.20233917236328,2022-05-20
30.866127014160156,2022-05-23
29.28474998474121,2022-05-24
30.036392211914062,2022-05-25
31.05159568786621,2022-05-26
31.910614013671875,2022-05-27
31.930137634277344,2022-05-31
31.38349151611328,2022-06-01
31.100404739379883,2022-06-02
30.895410537719727,2022-06-03
30.836841583251953,2022-06-06
31.276113510131836,2022-06-07
30.739225387573242,2022-06-08
30.241384506225586,2022-06-09
29.314035415649414,2022-06-10
28.513582229614258,2022-06-13
28.943092346191406,2022-06-14
29.714258193969727,2022-06-15
29.08951759338379,2022-06-16
28.982139587402344,2022-06-17
29.421409606933594,2022-06-21
29.011425018310547,2022-06-22
28.962617874145508,2022-06-23
29.62640380859375,2022-06-24
29.7923526763916,2022-06-27
29.49950408935547,2022-06-28
29.421409606933594,2022-06-29
28.991901397705078,2022-06-30
29.860681533813477,2022-07-01
29.89972686767578,2022-07-05
29.84115982055664,2022-07-06
30.0851993560791,2022-07-07
29.89972686767578,2022-07-08
29.558074951171875,2022-07-11
29.88996696472168,2022-07-12
29.64592933654785,2022-07-13
29.30427360534668,2022-07-14
30.290191650390625,2022-07-15
29.997344970703125,2022-07-18
30.895410537719727,2022-07-19
31.40300941467285,2022-07-20
31.647048950195312,2022-07-21
31.793474197387695,2022-07-22
31.87156867980957,2022-07-25
30.817317962646484,2022-07-26
31.334680557250977,2022-07-27
31.598241806030273,2022-07-28
30.163293838500977,2022-07-29
30.358524322509766,2022-08-01
30.192577362060547,2022-08-02
30.543994903564453,2022-08-03
30.44637680053711,2022-08-04
30.260908126831055,2022-08-05
30.387807846069336,2022-08-08
30.602563858032227,2022-08-09
31.598241806030273,2022-08-10
32.85749053955078,2022-08-11
32.945343017578125,2022-08-12
32.769630432128906,2022-08-15
32.935585021972656,2022-08-16
32.632972717285156,2022-08-17
32.43773651123047,2022-08-18
32.125370025634766,2022-08-19
31.227304458618164,2022-08-22
31.061357498168945,2022-08-23
31.315160751342773,2022-08-24
31.520151138305664,2022-08-25
30.9637393951416,2022-08-26
30.97350311279297,2022-08-29
31.13092803955078,2022-08-30
31.111249923706055,2022-08-31
31.02269744873047,2022-09-01
30.737363815307617,2022-09-02
30.05846405029297,2022-09-06
30.37331771850586,2022-09-07
30.442190170288086,2022-09-08
31.455617904663086,2022-09-09
31.78030776977539,2022-09-12
30.59961700439453,2022-09-13
30.530742645263672,2022-09-14
31.514652252197266,2022-09-15
30.688167572021484,2022-09-16
31.435941696166992,2022-09-19
31.189964294433594,2022-09-20
29.910877227783203,2022-09-21
29.40908432006836,2022-09-22
28.995840072631836,2022-09-23
28.494047164916992,2022-09-26
28.248069763183594,2022-09-27
28.71051025390625,2022-09-28
27.913541793823242,2022-09-29
28.04145050048828,2022-09-30
28.57276153564453,2022-10-03
29.497636795043945,2022-10-04
28.779382705688477,2022-10-05
28.543243408203125,2022-10-06
28.641633987426758,2022-10-07
28.46453094482422,2022-10-10
28.070966720581055,2022-10-11
27.834827423095703,2022-10-12
28.907289505004883,2022-10-13
28.69083023071289,2022-10-14
26.36880111694336,2022-10-17
27.13625144958496,2022-10-18
27.2149658203125,2022-10-19
26.919790267944336,2022-10-20
27.165769577026367,2022-10-21
27.283838272094727,2022-10-24
27.54949378967285,2022-10-25
26.81648063659668,2022-10-26
26.142501831054688,2022-10-27
26.77220344543457,2022-10-28
26.762365341186523,2022-10-31
28.14967918395996,2022-11-01
27.716758728027344,2022-11-02
27.569171905517578,2022-11-03
27.38222885131836,2022-11-04
26.998504638671875,2022-11-07
27.175609588623047,2022-11-08
26.23105239868164,2022-11-09
27.25432014465332,2022-11-10
28.297266006469727,2022-11-11
28.326784133911133,2022-11-14
28.5235652923584,2022-11-15
28.39565658569336,2022-11-16
28.375980377197266,2022-11-17
28.671152114868164,2022-11-18
28.375980377197266,2022-11-21
