COO,Date
38.150840759277344,1983-07-07
38.150840759277344,1983-07-08
37.63990783691406,1983-07-11
35.42579650878906,1983-07-12
33.892940521240234,1983-07-13
34.57421875,1983-07-14
33.722633361816406,1983-07-15
33.0413703918457,1983-07-18
32.53042221069336,1983-07-19
32.70071792602539,1983-07-20
33.38200759887695,1983-07-21
33.211673736572266,1983-07-22
33.38200759887695,1983-07-25
33.0413703918457,1983-07-26
32.70071792602539,1983-07-27
31.849145889282227,1983-07-28
30.31629753112793,1983-07-29
30.31629753112793,1983-08-01
30.31629753112793,1983-08-02
30.14598274230957,1983-08-03
29.975671768188477,1983-08-04
30.31629753112793,1983-08-05
30.14598274230957,1983-08-08
32.70071792602539,1983-08-09
34.23358917236328,1983-08-10
35.76643753051758,1983-08-11
36.107059478759766,1983-08-12
35.93674087524414,1983-08-15
34.74454116821289,1983-08-16
34.91482925415039,1983-08-17
32.53042221069336,1983-08-18
32.189788818359375,1983-08-19
32.360111236572266,1983-08-22
31.849145889282227,1983-08-23
31.508502960205078,1983-08-24
31.338193893432617,1983-08-25
30.9975643157959,1983-08-26
31.16789436340332,1983-08-29
31.16789436340332,1983-08-30
31.16789436340332,1983-08-31
31.16789436340332,1983-09-01
32.360111236572266,1983-09-02
32.87104034423828,1983-09-06
33.0413703918457,1983-09-07
33.0413703918457,1983-09-08
34.91482925415039,1983-09-09
34.91482925415039,1983-09-12
34.06326675415039,1983-09-13
33.552303314208984,1983-09-14
30.827260971069336,1983-09-15
30.827260971069336,1983-09-16
30.827260971069336,1983-09-19
31.338193893432617,1983-09-20
31.338193893432617,1983-09-21
33.38200759887695,1983-09-22
33.38200759887695,1983-09-23
30.486623764038086,1983-09-26
29.805355072021484,1983-09-27
28.78346061706543,1983-09-28
29.294404983520508,1983-09-29
29.294404983520508,1983-09-30
28.78346061706543,1983-10-03
28.613143920898438,1983-10-04
28.272504806518555,1983-10-05
27.76156234741211,1983-10-06
28.613143920898438,1983-10-07
28.613143920898438,1983-10-10
28.442821502685547,1983-10-11
27.42092514038086,1983-10-12
26.058391571044922,1983-10-13
25.717761993408203,1983-10-14
26.739662170410156,1983-10-17
26.739662170410156,1983-10-18
25.717761993408203,1983-10-19
25.717761993408203,1983-10-20
25.717761993408203,1983-10-21
25.206809997558594,1983-10-24
25.206809997558594,1983-10-25
25.036497116088867,1983-10-26
24.184919357299805,1983-10-27
22.8223819732666,1983-10-28
24.184919357299805,1983-10-31
23.333332061767578,1983-11-01
23.503650665283203,1983-11-02
23.673973083496094,1983-11-03
23.673973083496094,1983-11-04
22.652070999145508,1983-11-07
21.119213104248047,1983-11-08
21.119213104248047,1983-11-09
21.119213104248047,1983-11-10
22.31143569946289,1983-11-11
22.992708206176758,1983-11-14
23.503650665283203,1983-11-15
22.992708206176758,1983-11-16
23.844287872314453,1983-11-17
23.844287872314453,1983-11-18
24.014596939086914,1983-11-21
24.184919357299805,1983-11-22
23.163009643554688,1983-11-23
23.163009643554688,1983-11-25
24.014596939086914,1983-11-28
25.37712860107422,1983-11-29
25.717761993408203,1983-11-30
25.206809997558594,1983-12-01
24.866180419921875,1983-12-02
25.206809997558594,1983-12-05
24.866180419921875,1983-12-06
23.673973083496094,1983-12-07
22.8223819732666,1983-12-08
22.8223819732666,1983-12-09
21.63016700744629,1983-12-12
20.6082706451416,1983-12-13
20.437957763671875,1983-12-14
21.63016700744629,1983-12-15
21.63016700744629,1983-12-16
20.948909759521484,1983-12-19
20.77858543395996,1983-12-20
20.6082706451416,1983-12-21
20.097326278686523,1983-12-22
20.267641067504883,1983-12-23
20.437957763671875,1983-12-27
21.119213104248047,1983-12-28
21.119213104248047,1983-12-29
20.77858543395996,1983-12-30
20.437957763671875,1984-01-03
20.77858543395996,1984-01-04
19.756689071655273,1984-01-05
19.586374282836914,1984-01-06
20.097326278686523,1984-01-09
19.92700958251953,1984-01-10
19.756689071655273,1984-01-11
20.948909759521484,1984-01-12
21.119213104248047,1984-01-13
21.119213104248047,1984-01-16
23.673973083496094,1984-01-17
23.844287872314453,1984-01-18
23.333332061767578,1984-01-19
23.844287872314453,1984-01-20
23.333332061767578,1984-01-23
24.014596939086914,1984-01-24
24.35523223876953,1984-01-25
24.014596939086914,1984-01-26
23.163009643554688,1984-01-27
21.63016700744629,1984-01-30
21.63016700744629,1984-01-31
21.800477981567383,1984-02-01
21.800477981567383,1984-02-02
21.2895450592041,1984-02-03
20.948909759521484,1984-02-06
21.2895450592041,1984-02-07
21.2895450592041,1984-02-08
20.097326278686523,1984-02-09
19.92700958251953,1984-02-10
19.586374282836914,1984-02-13
20.267641067504883,1984-02-14
20.437957763671875,1984-02-15
19.92700958251953,1984-02-16
19.92700958251953,1984-02-17
19.075420379638672,1984-02-21
19.92700958251953,1984-02-22
19.92700958251953,1984-02-23
20.437957763671875,1984-02-24
20.437957763671875,1984-02-27
19.586374282836914,1984-02-28
19.41606330871582,1984-02-29
19.756689071655273,1984-03-01
20.437957763671875,1984-03-02
19.756689071655273,1984-03-05
20.267641067504883,1984-03-06
19.756689071655273,1984-03-07
19.41606330871582,1984-03-08
18.90511703491211,1984-03-09
18.829788208007812,1984-03-12
19.514516830444336,1984-03-13
19.172143936157227,1984-03-14
19.000972747802734,1984-03-15
19.172143936157227,1984-03-16
18.829788208007812,1984-03-19
18.65860939025879,1984-03-20
18.31625747680664,1984-03-21
17.460350036621094,1984-03-22
17.289169311523438,1984-03-23
18.14507484436035,1984-03-26
17.80271339416504,1984-03-27
17.80271339416504,1984-03-28
17.460350036621094,1984-03-29
17.80271339416504,1984-03-30
17.80271339416504,1984-04-02
17.11798667907715,1984-04-03
18.31625747680664,1984-04-04
19.000972747802734,1984-04-05
19.000972747802734,1984-04-06
18.65860939025879,1984-04-09
21.73985481262207,1984-04-10
22.766925811767578,1984-04-11
22.25339698791504,1984-04-12
21.56866455078125,1984-04-13
21.56866455078125,1984-04-16
21.9110164642334,1984-04-17
23.109296798706055,1984-04-18
23.794010162353516,1984-04-19
30.641206741333008,1984-04-23
30.470022201538086,1984-04-24
33.208900451660156,1984-04-25
33.0377082824707,1984-04-26
33.208900451660156,1984-04-27
33.38007736206055,1984-04-30
33.38007736206055,1984-05-01
33.208900451660156,1984-05-02
33.38007736206055,1984-05-03
33.208900451660156,1984-05-04
33.208900451660156,1984-05-07
33.208900451660156,1984-05-08
33.208900451660156,1984-05-09
33.38007736206055,1984-05-10
33.208900451660156,1984-05-11
33.208900451660156,1984-05-14
32.86653137207031,1984-05-15
33.0377082824707,1984-05-16
32.86653137207031,1984-05-17
33.0377082824707,1984-05-18
33.0377082824707,1984-05-21
32.86653137207031,1984-05-22
32.35301208496094,1984-05-23
32.69536209106445,1984-05-24
32.86653137207031,1984-05-25
32.86653137207031,1984-05-29
32.86653137207031,1984-05-30
32.86653137207031,1984-05-31
32.52421188354492,1984-06-01
32.69536209106445,1984-06-04
32.69536209106445,1984-06-05
32.69536209106445,1984-06-06
32.69536209106445,1984-06-07
32.69536209106445,1984-06-08
32.52421188354492,1984-06-11
32.69536209106445,1984-06-12
32.35301208496094,1984-06-13
32.86653137207031,1984-06-14
32.52421188354492,1984-06-15
32.52421188354492,1984-06-18
32.35301208496094,1984-06-19
32.69536209106445,1984-06-20
32.69536209106445,1984-06-21
32.52421188354492,1984-06-22
32.69536209106445,1984-06-25
33.0377082824707,1984-06-26
31.497100830078125,1984-06-27
30.81239128112793,1984-06-28
31.497100830078125,1984-06-29
32.181819915771484,1984-07-02
32.010658264160156,1984-07-03
32.010658264160156,1984-07-05
31.66827392578125,1984-07-06
31.154747009277344,1984-07-09
31.154747009277344,1984-07-10
31.154747009277344,1984-07-11
31.154747009277344,1984-07-12
31.154747009277344,1984-07-13
31.154747009277344,1984-07-16
30.641206741333008,1984-07-17
30.641206741333008,1984-07-18
30.127676010131836,1984-07-19
30.127676010131836,1984-07-20
28.415861129760742,1984-07-23
27.04642677307129,1984-07-24
28.758228302001953,1984-07-25
26.53289031982422,1984-07-26
24.6499080657959,1984-07-27
23.109296798706055,1984-07-30
24.30754852294922,1984-07-31
24.82109260559082,1984-08-01
24.478723526000977,1984-08-02
24.82109260559082,1984-08-03
23.622821807861328,1984-08-06
24.30754852294922,1984-08-07
26.53289031982422,1984-08-08
28.073511123657227,1984-08-09
27.21760368347168,1984-08-10
27.21760368347168,1984-08-13
26.875242233276367,1984-08-14
26.53289031982422,1984-08-15
25.505809783935547,1984-08-16
25.848163604736328,1984-08-17
25.848163604736328,1984-08-20
27.04642677307129,1984-08-21
27.21760368347168,1984-08-22
27.04642677307129,1984-08-23
27.38878631591797,1984-08-24
27.04642677307129,1984-08-27
27.559965133666992,1984-08-28
27.73114776611328,1984-08-29
27.73114776611328,1984-08-30
27.559965133666992,1984-08-31
28.758228302001953,1984-09-04
27.04642677307129,1984-09-05
27.04642677307129,1984-09-06
27.902324676513672,1984-09-07
27.38878631591797,1984-09-10
27.38878631591797,1984-09-11
27.21760368347168,1984-09-12
26.704057693481445,1984-09-13
26.53289031982422,1984-09-14
27.04642677307129,1984-09-17
27.04642677307129,1984-09-18
26.704057693481445,1984-09-19
27.38878631591797,1984-09-20
27.04642677307129,1984-09-21
26.704057693481445,1984-09-24
26.36170768737793,1984-09-25
26.704057693481445,1984-09-26
26.704057693481445,1984-09-27
26.53289031982422,1984-09-28
25.163448333740234,1984-10-01
25.505809783935547,1984-10-02
26.36170768737793,1984-10-03
26.36170768737793,1984-10-04
27.04642677307129,1984-10-05
27.38878631591797,1984-10-08
26.704057693481445,1984-10-09
26.36170768737793,1984-10-10
26.53289031982422,1984-10-11
26.704057693481445,1984-10-12
26.53289031982422,1984-10-15
26.36170768737793,1984-10-16
26.190528869628906,1984-10-17
25.848163604736328,1984-10-18
24.6499080657959,1984-10-19
25.334619522094727,1984-10-22
25.334619522094727,1984-10-23
24.82109260559082,1984-10-24
24.6499080657959,1984-10-25
24.6499080657959,1984-10-26
23.794010162353516,1984-10-29
23.451642990112305,1984-10-30
23.451642990112305,1984-10-31
23.622821807861328,1984-11-01
23.109296798706055,1984-11-02
22.766925811767578,1984-11-05
22.766925811767578,1984-11-06
24.6499080657959,1984-11-07
24.6499080657959,1984-11-08
24.30754852294922,1984-11-09
23.965192794799805,1984-11-12
23.965192794799805,1984-11-13
23.28046417236328,1984-11-14
22.93810272216797,1984-11-15
22.595752716064453,1984-11-16
23.28046417236328,1984-11-19
22.93810272216797,1984-11-20
23.109296798706055,1984-11-21
23.28046417236328,1984-11-23
22.766925811767578,1984-11-26
22.766925811767578,1984-11-27
22.766925811767578,1984-11-28
22.25339698791504,1984-11-29
22.25339698791504,1984-11-30
21.56866455078125,1984-12-03
21.56866455078125,1984-12-04
21.9110164642334,1984-12-05
21.56866455078125,1984-12-06
21.56866455078125,1984-12-07
21.39749526977539,1984-12-10
21.055133819580078,1984-12-11
21.39749526977539,1984-12-12
21.73985481262207,1984-12-13
22.082212448120117,1984-12-14
22.25339698791504,1984-12-17
22.766925811767578,1984-12-18
23.109296798706055,1984-12-19
22.902650833129883,1984-12-20
22.902650833129883,1984-12-21
22.730445861816406,1984-12-24
22.558250427246094,1984-12-26
22.558250427246094,1984-12-27
22.730445861816406,1984-12-28
22.730445861816406,1984-12-31
22.730445861816406,1985-01-02
22.730445861816406,1985-01-03
22.558250427246094,1985-01-04
22.902650833129883,1985-01-07
23.074853897094727,1985-01-08
23.074853897094727,1985-01-09
24.969058990478516,1985-01-10
25.313451766967773,1985-01-11
25.48565673828125,1985-01-14
26.518856048583984,1985-01-15
27.37986183166504,1985-01-16
27.724260330200195,1985-01-17
27.37986183166504,1985-01-18
26.518856048583984,1985-01-21
27.552064895629883,1985-01-22
27.035465240478516,1985-01-23
26.86325454711914,1985-01-24
26.691057205200195,1985-01-25
26.691057205200195,1985-01-28
26.86325454711914,1985-01-29
26.518856048583984,1985-01-30
26.346656799316406,1985-01-31
26.17445182800293,1985-02-01
26.002248764038086,1985-02-04
26.86325454711914,1985-02-05
29.61847496032715,1985-02-06
31.16826057434082,1985-02-07
29.79065704345703,1985-02-08
30.307275772094727,1985-02-11
31.68487548828125,1985-02-12
31.340463638305664,1985-02-13
30.99608039855957,1985-02-14
28.585268020629883,1985-02-15
29.61847496032715,1985-02-19
30.13506317138672,1985-02-20
29.44626235961914,1985-02-21
28.757471084594727,1985-02-22
28.757471084594727,1985-02-25
29.962858200073242,1985-02-26
30.99608039855957,1985-02-27
30.82387924194336,1985-02-28
31.16826057434082,1985-03-01
30.99608039855957,1985-03-04
31.16826057434082,1985-03-05
31.68487548828125,1985-03-06
31.340463638305664,1985-03-07
30.651662826538086,1985-03-08
30.99608039855957,1985-03-11
30.82387924194336,1985-03-12
29.962858200073242,1985-03-13
29.61847496032715,1985-03-14
29.962858200073242,1985-03-15
29.61847496032715,1985-03-18
30.651662826538086,1985-03-19
30.82387924194336,1985-03-20
30.82387924194336,1985-03-21
30.479473114013672,1985-03-22
30.479473114013672,1985-03-25
30.651662826538086,1985-03-26
30.82387924194336,1985-03-27
30.82387924194336,1985-03-28
30.479473114013672,1985-03-29
30.479473114013672,1985-04-01
30.307275772094727,1985-04-02
29.44626235961914,1985-04-03
29.61847496032715,1985-04-04
29.101865768432617,1985-04-08
28.585268020629883,1985-04-09
29.101865768432617,1985-04-10
30.307275772094727,1985-04-11
31.340463638305664,1985-04-12
32.02927017211914,1985-04-15
31.857053756713867,1985-04-16
32.02927017211914,1985-04-17
32.201480865478516,1985-04-18
31.68487548828125,1985-04-19
31.16826057434082,1985-04-22
30.82387924194336,1985-04-23
30.651662826538086,1985-04-24
30.99608039855957,1985-04-25
32.201480865478516,1985-04-26
31.68487548828125,1985-04-29
31.68487548828125,1985-04-30
31.340463638305664,1985-05-01
31.512666702270508,1985-05-02
31.68487548828125,1985-05-03
31.68487548828125,1985-05-06
33.751285552978516,1985-05-07
34.095672607421875,1985-05-08
33.92346954345703,1985-05-09
34.4400634765625,1985-05-10
34.61225891113281,1985-05-13
34.26786804199219,1985-05-14
34.26786804199219,1985-05-15
34.956661224365234,1985-05-16
35.30107498168945,1985-05-17
36.506473541259766,1985-05-20
36.16206741333008,1985-05-21
35.30107498168945,1985-05-22
35.47327423095703,1985-05-23
35.30107498168945,1985-05-24
35.12888717651367,1985-05-28
35.30107498168945,1985-05-29
35.645484924316406,1985-05-30
36.16206741333008,1985-05-31
36.67867660522461,1985-06-03
37.023067474365234,1985-06-04
36.33427429199219,1985-06-05
36.67867660522461,1985-06-06
36.33427429199219,1985-06-07
35.6082763671875,1985-06-10
35.089717864990234,1985-06-11
33.87973403930664,1985-06-12
33.01544189453125,1985-06-13
33.534027099609375,1985-06-14
33.70685958862305,1985-06-17
34.225440979003906,1985-06-18
33.70685958862305,1985-06-19
32.669734954833984,1985-06-20
32.842594146728516,1985-06-21
33.70685958862305,1985-06-24
34.571144104003906,1985-06-25
34.571144104003906,1985-06-26
34.74400329589844,1985-06-27
34.74400329589844,1985-06-28
34.571144104003906,1985-07-01
34.74400329589844,1985-07-02
34.571144104003906,1985-07-03
34.74400329589844,1985-07-05
34.398284912109375,1985-07-08
33.18830108642578,1985-07-09
34.225440979003906,1985-07-10
34.398284912109375,1985-07-11
34.398284912109375,1985-07-12
34.571144104003906,1985-07-15
35.26255798339844,1985-07-16
35.6082763671875,1985-07-17
35.6082763671875,1985-07-18
36.645423889160156,1985-07-19
36.645423889160156,1985-07-22
35.9539909362793,1985-07-23
35.78114700317383,1985-07-24
35.26255798339844,1985-07-25
34.225440979003906,1985-07-26
33.534027099609375,1985-07-29
33.18830108642578,1985-07-30
33.87973403930664,1985-07-31
33.36115646362305,1985-08-01
32.842594146728516,1985-08-02
32.496883392333984,1985-08-05
32.32402038574219,1985-08-06
32.32402038574219,1985-08-07
32.669734954833984,1985-08-08
32.669734954833984,1985-08-09
32.15117263793945,1985-08-12
31.459760665893555,1985-08-13
31.63260841369629,1985-08-14
31.63260841369629,1985-08-15
31.114032745361328,1985-08-16
30.422605514526367,1985-08-19
30.595462799072266,1985-08-20
30.595462799072266,1985-08-21
30.941179275512695,1985-08-22
31.114032745361328,1985-08-23
31.114032745361328,1985-08-26
30.941179275512695,1985-08-27
31.114032745361328,1985-08-28
31.63260841369629,1985-08-29
32.32402038574219,1985-08-30
32.15117263793945,1985-09-03
32.15117263793945,1985-09-04
32.669734954833984,1985-09-05
33.18830108642578,1985-09-06
33.36115646362305,1985-09-09
32.32402038574219,1985-09-10
32.15117263793945,1985-09-11
31.28688621520996,1985-09-12
30.941179275512695,1985-09-13
29.904029846191406,1985-09-16
29.348344802856445,1985-09-17
30.73760223388672,1985-09-18
31.08492660522461,1985-09-19
31.779565811157227,1985-09-20
32.12687683105469,1985-09-23
32.64785385131836,1985-09-24
31.432235717773438,1985-09-25
30.911270141601562,1985-09-26
30.73760223388672,1985-09-30
30.911270141601562,1985-10-01
31.605915069580078,1985-10-02
31.953222274780273,1985-10-03
31.432235717773438,1985-10-04
30.390283584594727,1985-10-07
30.0429630279541,1985-10-08
30.390283584594727,1985-10-09
30.911270141601562,1985-10-10
31.605915069580078,1985-10-11
32.99518585205078,1985-10-14
33.168827056884766,1985-10-15
34.21078872680664,1985-10-16
34.037132263183594,1985-10-17
35.079071044921875,1985-10-18
34.73175048828125,1985-10-21
33.86345291137695,1985-10-22
34.037132263183594,1985-10-23
33.689815521240234,1985-10-24
33.689815521240234,1985-10-25
32.99518585205078,1985-10-28
33.51613998413086,1985-10-29
34.90541458129883,1985-10-30
36.12102508544922,1985-10-31
36.81568145751953,1985-11-01
35.77371597290039,1985-11-04
36.12102508544922,1985-11-05
35.42638397216797,1985-11-06
35.42638397216797,1985-11-07
34.73175048828125,1985-11-08
36.29469680786133,1985-11-11
37.162986755371094,1985-11-12
36.12102508544922,1985-11-13
36.81568145751953,1985-11-14
36.81568145751953,1985-11-15
36.989322662353516,1985-11-18
37.162986755371094,1985-11-19
37.85761642456055,1985-11-20
38.899559020996094,1985-11-21
39.594215393066406,1985-11-22
38.899559020996094,1985-11-25
38.725921630859375,1985-11-26
38.55225372314453,1985-11-27
38.37859344482422,1985-11-29
37.683963775634766,1985-12-02
39.594215393066406,1985-12-03
38.899559020996094,1985-12-04
38.899559020996094,1985-12-05
37.510292053222656,1985-12-06
37.126827239990234,1985-12-09
36.255313873291016,1985-12-10
38.17264938354492,1985-12-11
39.91570281982422,1985-12-12
39.741397857666016,1985-12-13
38.52125549316406,1985-12-16
37.475440979003906,1985-12-17
37.64973831176758,1985-12-18
37.475440979003906,1985-12-19
37.475440979003906,1985-12-20
36.42961883544922,1985-12-23
35.90669631958008,1985-12-24
36.42961883544922,1985-12-26
36.95252990722656,1985-12-27
37.301143646240234,1985-12-30
37.99834442138672,1985-12-31
38.17264938354492,1986-01-02
37.99834442138672,1986-01-03
37.824066162109375,1986-01-06
38.52125549316406,1986-01-07
36.95252990722656,1986-01-08
35.38380432128906,1986-01-09
36.95252990722656,1986-01-10
37.64973831176758,1986-01-13
37.126827239990234,1986-01-14
37.824066162109375,1986-01-15
37.301143646240234,1986-01-16
36.95252990722656,1986-01-17
36.60393524169922,1986-01-20
35.73239517211914,1986-01-21
34.86085891723633,1986-01-22
33.98934555053711,1986-01-23
34.686553955078125,1986-01-24
34.86085891723633,1986-01-27
34.686553955078125,1986-01-28
34.512271881103516,1986-01-29
34.512271881103516,1986-01-30
34.686553955078125,1986-01-31
35.90669631958008,1986-02-03
35.209476470947266,1986-02-04
35.209476470947266,1986-02-05
35.209476470947266,1986-02-06
34.686553955078125,1986-02-07
34.512271881103516,1986-02-10
34.16366958618164,1986-02-11
33.117835998535156,1986-02-12
32.24631118774414,1986-02-13
31.897703170776367,1986-02-14
32.07200241088867,1986-02-18
30.677568435668945,1986-02-19
30.677568435668945,1986-02-20
32.420616149902344,1986-02-21
33.117835998535156,1986-02-24
32.76923751831055,1986-02-25
32.59490966796875,1986-02-26
32.943519592285156,1986-02-27
34.16366958618164,1986-02-28
35.209476470947266,1986-03-03
34.16366958618164,1986-03-04
34.33796310424805,1986-03-05
33.117835998535156,1986-03-06
32.76923751831055,1986-03-07
33.640743255615234,1986-03-10
35.35602569580078,1986-03-11
35.35602569580078,1986-03-12
36.58123779296875,1986-03-13
38.68159866333008,1986-03-14
38.68159866333008,1986-03-17
38.85663986206055,1986-03-18
37.10633850097656,1986-03-19
37.4564094543457,1986-03-20
37.4564094543457,1986-03-21
38.331539154052734,1986-03-24
37.80644607543945,1986-03-25
38.156524658203125,1986-03-26
38.331539154052734,1986-03-27
38.156524658203125,1986-03-31
36.756282806396484,1986-04-01
36.93130874633789,1986-04-02
38.156524658203125,1986-04-03
37.4564094543457,1986-04-04
37.10633850097656,1986-04-07
38.68159866333008,1986-04-08
39.03166198730469,1986-04-09
39.5567626953125,1986-04-10
37.4564094543457,1986-04-11
36.93130874633789,1986-04-14
37.28135299682617,1986-04-15
37.63142776489258,1986-04-16
37.80644607543945,1986-04-17
38.50656509399414,1986-04-18
38.331539154052734,1986-04-21
38.331539154052734,1986-04-22
37.63142776489258,1986-04-23
36.58123779296875,1986-04-24
37.4564094543457,1986-04-25
37.63142776489258,1986-04-28
37.4564094543457,1986-04-29
36.756282806396484,1986-04-30
36.40620803833008,1986-05-01
36.58123779296875,1986-05-02
37.10633850097656,1986-05-05
35.70610046386719,1986-05-06
34.48090744018555,1986-05-07
34.13081741333008,1986-05-08
33.430702209472656,1986-05-09
32.90562057495117,1986-05-12
34.13081741333008,1986-05-13
34.13081741333008,1986-05-14
33.95579147338867,1986-05-15
33.430702209472656,1986-05-16
33.430702209472656,1986-05-19
32.90562057495117,1986-05-20
32.90562057495117,1986-05-21
33.430702209472656,1986-05-22
33.25568389892578,1986-05-23
32.55556869506836,1986-05-27
32.55556869506836,1986-05-28
32.7306022644043,1986-05-29
33.25568389892578,1986-05-30
32.90562057495117,1986-06-02
32.38052749633789,1986-06-03
32.38052749633789,1986-06-04
31.85543441772461,1986-06-05
33.08065414428711,1986-06-06
33.08065414428711,1986-06-09
32.7306022644043,1986-06-10
32.8712272644043,1986-06-11
34.80481719970703,1986-06-12
35.1563835144043,1986-06-13
34.4532585144043,1986-06-16
35.85951614379883,1986-06-17
34.9805908203125,1986-06-18
34.27745819091797,1986-06-19
33.750118255615234,1986-06-20
34.4532585144043,1986-06-23
34.27745819091797,1986-06-24
33.925907135009766,1986-06-25
33.925907135009766,1986-06-26
34.27745819091797,1986-06-27
33.750118255615234,1986-06-30
33.22278594970703,1986-07-01
31.99230194091797,1986-07-02
32.343875885009766,1986-07-03
31.46495246887207,1986-07-07
30.23448944091797,1986-07-08
30.058704376220703,1986-07-09
29.882917404174805,1986-07-10
29.179792404174805,1986-07-11
27.421977996826172,1986-07-14
26.543062210083008,1986-07-15
26.543062210083008,1986-07-16
26.191495895385742,1986-07-17
25.66415786743164,1986-07-18
24.78525161743164,1986-07-21
24.609460830688477,1986-07-22
24.082117080688477,1986-07-23
23.37899398803711,1986-07-24
22.50008201599121,1986-07-25
21.972742080688477,1986-07-28
21.093833923339844,1986-07-29
21.269611358642578,1986-07-30
23.02742576599121,1986-07-31
23.554773330688477,1986-08-01
23.73055648803711,1986-08-04
23.203208923339844,1986-08-05
22.67586326599121,1986-08-06
22.14851951599121,1986-08-07
21.796955108642578,1986-08-08
22.50008201599121,1986-08-11
24.96102523803711,1986-08-12
24.609460830688477,1986-08-13
24.257904052734375,1986-08-14
24.96102523803711,1986-08-15
26.015724182128906,1986-08-18
25.839942932128906,1986-08-19
26.015724182128906,1986-08-20
25.839942932128906,1986-08-21
25.839942932128906,1986-08-22
26.191495895385742,1986-08-25
27.246191024780273,1986-08-26
27.246191024780273,1986-08-27
26.894628524780273,1986-08-28
26.718843460083008,1986-08-29
26.367292404174805,1986-09-02
26.718843460083008,1986-09-03
28.125112533569336,1986-09-04
28.300888061523438,1986-09-05
27.597755432128906,1986-09-08
27.421977996826172,1986-09-09
27.246191024780273,1986-09-10
25.09052848815918,1986-09-11
26.327383041381836,1986-09-12
25.6206111907959,1986-09-15
25.974008560180664,1986-09-16
26.504091262817383,1986-09-17
26.327383041381836,1986-09-18
29.507877349853516,1986-09-19
28.62440299987793,1986-09-22
29.3311767578125,1986-09-23
30.037952423095703,1986-09-24
31.804906845092773,1986-09-25
32.15827941894531,1986-09-26
31.451505661010742,1986-09-29
