DOW,Date
40.80580520629883,2020-01-23
39.37660217285156,2020-01-24
38.31280517578125,2020-01-27
38.29656982421875,2020-01-28
40.33481979370117,2020-01-29
39.360347747802734,2020-01-30
37.411415100097656,2020-01-31
37.95550537109375,2020-02-03
39.019283294677734,2020-02-04
40.286102294921875,2020-02-05
39.953155517578125,2020-02-06
39.0030517578125,2020-02-07
39.13297653198242,2020-02-10
39.620208740234375,2020-02-11
40.09933090209961,2020-02-12
39.2223014831543,2020-02-13
39.49028015136719,2020-02-14
38.76755905151367,2020-02-18
38.62138366699219,2020-02-19
39.595855712890625,2020-02-20
39.2223014831543,2020-02-21
37.549468994140625,2020-02-24
35.689857482910156,2020-02-25
34.959007263183594,2020-02-26
32.64766311645508,2020-02-27
33.357574462890625,2020-02-28
34.19131088256836,2020-03-02
33.481407165527344,2020-03-03
34.59579849243164,2020-03-04
33.101680755615234,2020-03-05
32.16889572143555,2020-03-06
25.201854705810547,2020-03-09
25.920019149780273,2020-03-10
23.105138778686523,2020-03-11
19.539073944091797,2020-03-12
21.2065372467041,2020-03-13
18.160526275634766,2020-03-16
21.95772361755371,2020-03-17
21.82564926147461,2020-03-18
23.212453842163086,2020-03-19
22.651124954223633,2020-03-20
21.94121742248535,2020-03-23
23.501367568969727,2020-03-24
25.078031539916992,2020-03-25
24.500200271606445,2020-03-26
23.575658798217773,2020-03-27
23.64995574951172,2020-03-30
24.13698959350586,2020-03-31
22.320934295654297,2020-04-01
23.138158798217773,2020-04-02
23.08863067626953,2020-04-03
25.210111618041992,2020-04-06
26.687715530395508,2020-04-07
28.718395233154297,2020-04-08
30.17949104309082,2020-04-09
29.08160400390625,2020-04-13
29.197166442871094,2020-04-14
26.605165481567383,2020-04-15
26.10988426208496,2020-04-16
27.587486267089844,2020-04-17
26.027334213256836,2020-04-20
25.490774154663086,2020-04-21
26.283231735229492,2020-04-22
26.877580642700195,2020-04-23
27.33984375,2020-04-24
28.429473876953125,2020-04-27
29.609905242919922,2020-04-28
30.93067741394043,2020-04-29
30.28679656982422,2020-04-30
28.00848388671875,2020-05-01
27.29031753540039,2020-05-04
27.54620933532715,2020-05-05
26.382287979125977,2020-05-06
27.116962432861328,2020-05-07
28.338672637939453,2020-05-08
27.98371696472168,2020-05-11
27.892915725708008,2020-05-12
26.704225540161133,2020-05-13
27.66177749633789,2020-05-14
27.703052520751953,2020-05-15
30.328075408935547,2020-05-18
29.42005157470703,2020-05-19
29.865802764892578,2020-05-20
29.568639755249023,2020-05-21
29.816286087036133,2020-05-22
32.02029800415039,2020-05-26
32.87055206298828,2020-05-27
32.52604675292969,2020-05-28
32.43361282348633,2020-05-29
32.44202423095703,2020-06-01
34.11410903930664,2020-06-02
34.97956848144531,2020-06-03
35.88703918457031,2020-06-04
36.94575881958008,2020-06-05
38.56743621826172,2020-06-08
37.31547164916992,2020-06-09
36.618064880371094,2020-06-10
32.98818588256836,2020-06-11
34.643470764160156,2020-06-12
35.273651123046875,2020-06-15
35.500526428222656,2020-06-16
34.593055725097656,2020-06-17
34.93756866455078,2020-06-18
34.99638748168945,2020-06-19
35.0720100402832,2020-06-22
34.74430465698242,2020-06-23
32.307586669921875,2020-06-24
33.593162536621094,2020-06-25
33.44191360473633,2020-06-26
34.433406829833984,2020-06-29
34.248558044433594,2020-06-30
34.24015426635742,2020-07-01
34.94596481323242,2020-07-02
35.6685791015625,2020-07-06
35.02998352050781,2020-07-07
33.90406036376953,2020-07-08
33.13942337036133,2020-07-09
34.248558044433594,2020-07-10
34.651878356933594,2020-07-13
35.66017150878906,2020-07-14
36.407997131347656,2020-07-15
36.828121185302734,2020-07-16
36.69367980957031,2020-07-17
35.542537689208984,2020-07-20
36.1643180847168,2020-07-21
37.25664138793945,2020-07-22
35.97947311401367,2020-07-23
35.803016662597656,2020-07-24
36.97096633911133,2020-07-27
35.81141662597656,2020-07-28
36.5676383972168,2020-07-29
35.063602447509766,2020-07-30
34.50062942504883,2020-07-31
33.68558883666992,2020-08-03
34.71909713745117,2020-08-04
35.282066345214844,2020-08-05
35.33247375488281,2020-08-06
35.819828033447266,2020-08-07
37.643165588378906,2020-08-10
37.391090393066406,2020-08-11
37.20623016357422,2020-08-12
37.3322639465332,2020-08-13
37.70198440551758,2020-08-14
37.357486724853516,2020-08-17
37.56753921508789,2020-08-18
37.50872039794922,2020-08-19
36.710487365722656,2020-08-20
36.626461029052734,2020-08-21
38.75229263305664,2020-08-24
38.30696105957031,2020-08-25
38.93715286254883,2020-08-26
38.7859001159668,2020-08-27
39.28928756713867,2020-08-28
38.49581527709961,2020-08-31
40.33017349243164,2020-09-01
41.99388885498047,2020-09-02
41.285743713378906,2020-09-03
41.46491622924805,2020-09-04
40.89327621459961,2020-09-08
42.002418518066406,2020-09-09
41.550235748291016,2020-09-10
42.53139114379883,2020-09-11
42.73616027832031,2020-09-14
43.57228469848633,2020-09-15
42.40341567993164,2020-09-16
43.486968994140625,2020-09-17
42.97505187988281,2020-09-18
40.8762092590332,2020-09-21
40.7823600769043,2020-09-22
39.877986907958984,2020-09-23
39.596431732177734,2020-09-24
39.280757904052734,2020-09-25
40.50934600830078,2020-09-28
39.732948303222656,2020-09-29
40.14247512817383,2020-09-30
39.34048080444336,2020-10-01
40.364295959472656,2020-10-02
41.44784927368164,2020-10-05
40.850616455078125,2020-10-06
41.208953857421875,2020-10-07
42.13040542602539,2020-10-08
42.113338470458984,2020-10-09
41.44784927368164,2020-10-12
40.850616455078125,2020-10-13
41.66114807128906,2020-10-14
41.814720153808594,2020-10-15
42.0621452331543,2020-10-16
41.669673919677734,2020-10-19
42.09626770019531,2020-10-20
41.42225646972656,2020-10-21
41.65260696411133,2020-10-22
41.405181884765625,2020-10-23
40.2277946472168,2020-10-26
39.732948303222656,2020-10-27
38.5470085144043,2020-10-28
39.459922790527344,2020-10-29
38.81149673461914,2020-10-30
40.7994270324707,2020-11-02
41.57582473754883,2020-11-03
39.63056182861328,2020-11-04
41.78059387207031,2020-11-05
41.14923095703125,2020-11-06
44.46813201904297,2020-11-09
45.61140441894531,2020-11-10
44.54492950439453,2020-11-11
43.546688079833984,2020-11-12
44.340152740478516,2020-11-13
46.01239776611328,2020-11-16
46.481651306152344,2020-11-17
47.1812629699707,2020-11-18
47.21539306640625,2020-11-19
46.694950103759766,2020-11-20
47.72731399536133,2020-11-23
49.254512786865234,2020-11-24
48.14536666870117,2020-11-25
47.860286712646484,2020-11-27
45.79555130004883,2020-11-30
46.24478530883789,2020-12-01
45.959686279296875,2020-12-02
46.30525588989258,2020-12-03
47.55791473388672,2020-12-04
45.96833801269531,2020-12-07
47.12596130371094,2020-12-08
47.22099685668945,2020-12-09
47.02229690551758,2020-12-10
46.650814056396484,2020-12-11
45.83875274658203,2020-12-14
46.763126373291016,2020-12-15
46.50395202636719,2020-12-16
46.50395202636719,2020-12-17
48.08489990234375,2020-12-18
47.583831787109375,2020-12-21
47.229637145996094,2020-12-22
47.298744201660156,2020-12-23
47.33329772949219,2020-12-24
46.901344299316406,2020-12-28
46.935909271240234,2020-12-29
47.92075729370117,2020-12-30
47.94667053222656,2020-12-31
46.68537139892578,2021-01-04
48.205841064453125,2021-01-05
50.477909088134766,2021-01-06
50.547019958496094,2021-01-07
50.2878532409668,2021-01-08
50.84938430786133,2021-01-11
52.732704162597656,2021-01-12
51.86015701293945,2021-01-13
51.5318717956543,2021-01-14
49.51034164428711,2021-01-15
49.71767044067383,2021-01-19
50.59885787963867,2021-01-20
49.726318359375,2021-01-21
49.67448806762695,2021-01-22
49.441226959228516,2021-01-25
48.15401077270508,2021-01-26
46.98774337768555,2021-01-27
46.97910690307617,2021-01-28
44.83662033081055,2021-01-29
45.5709342956543,2021-02-01
47.17780303955078,2021-02-02
47.817081451416016,2021-02-03
48.672359466552734,2021-02-04
49.449867248535156,2021-02-05
49.544891357421875,2021-02-08
48.896968841552734,2021-02-09
49.821346282958984,2021-02-10
49.821346282958984,2021-02-11
50.236019134521484,2021-02-12
50.75436782836914,2021-02-16
50.57294464111328,2021-02-17
49.726318359375,2021-02-18
52.17116165161133,2021-02-19
53.976722717285156,2021-02-22
53.665714263916016,2021-02-23
55.02204132080078,2021-02-24
53.58949661254883,2021-02-25
51.807552337646484,2021-02-26
53.75546646118164,2021-03-01
54.7949333190918,2021-03-02
54.37565231323242,2021-03-03
53.458473205566406,2021-03-04
54.95216751098633,2021-03-05
55.41512680053711,2021-03-08
54.3843879699707,2021-03-09
55.98290252685547,2021-03-10
56.18380355834961,2021-03-11
56.20127487182617,2021-03-12
54.94342803955078,2021-03-15
55.18801498413086,2021-03-16
57.660030364990234,2021-03-17
56.53321075439453,2021-03-18
55.82566833496094,2021-03-19
55.47626495361328,2021-03-22
53.06539535522461,2021-03-23
54.19221878051758,2021-03-24
55.24042510986328,2021-03-25
55.89554977416992,2021-03-26
55.81693649291992,2021-03-29
56.437129974365234,2021-03-30
55.85186767578125,2021-03-31
56.42839431762695,2021-04-01
56.419647216796875,2021-04-05
56.42839431762695,2021-04-06
55.89554977416992,2021-04-07
55.196746826171875,2021-04-08
55.153072357177734,2021-04-09
55.72085189819336,2021-04-12
55.301570892333984,2021-04-13
56.113929748535156,2021-04-14
56.40217971801758,2021-04-15
56.49827194213867,2021-04-16
56.38471603393555,2021-04-19
54.576560974121094,2021-04-20
56.62055969238281,2021-04-21
53.222625732421875,2021-04-22
54.253360748291016,2021-04-23
54.33197784423828,2021-04-26
54.725059509277344,2021-04-27
55.301570892333984,2021-04-28
55.956687927246094,2021-04-29
54.594032287597656,2021-04-30
56.38471603393555,2021-05-03
57.84346389770508,2021-05-04
59.45945358276367,2021-05-05
60.30674743652344,2021-05-06
60.30674743652344,2021-05-07
60.035972595214844,2021-05-10
59.89619827270508,2021-05-11
59.04890060424805,2021-05-12
59.46818923950195,2021-05-13
60.99681854248047,2021-05-14
61.94020080566406,2021-05-17
60.734764099121094,2021-05-18
59.87874221801758,2021-05-19
59.62541198730469,2021-05-20
60.123321533203125,2021-05-21
60.75224304199219,2021-05-24
60.30674743652344,2021-05-25
60.76971435546875,2021-05-26
60.584415435791016,2021-05-27
60.37263870239258,2021-05-28
62.128578186035156,2021-06-01
60.840293884277344,2021-06-02
62.30504608154297,2021-06-03
62.093284606933594,2021-06-04
61.096187591552734,2021-06-07
61.21971130371094,2021-06-08
60.74323654174805,2021-06-09
59.99320983886719,2021-06-10
60.00202941894531,2021-06-11
59.08435821533203,2021-06-14
59.313777923583984,2021-06-15
57.875484466552734,2021-06-16
56.06660842895508,2021-06-17
54.690086364746094,2021-06-18
55.68717956542969,2021-06-21
56.03131103515625,2021-06-22
55.722476959228516,2021-06-23
55.68717956542969,2021-06-24
55.84600830078125,2021-06-25
55.50188064575195,2021-06-28
55.572471618652344,2021-06-29
55.83718490600586,2021-06-30
56.03131103515625,2021-07-01
56.040130615234375,2021-07-02
54.64596939086914,2021-07-06
54.92832946777344,2021-07-07
54.187129974365234,2021-07-08
55.660709381103516,2021-07-09
55.784244537353516,2021-07-12
55.32539749145508,2021-07-13
54.99009704589844,2021-07-14
54.628318786621094,2021-07-15
52.95178985595703,2021-07-16
50.99290466308594,2021-07-19
51.725276947021484,2021-07-20
52.7047233581543,2021-07-21
53.36651611328125,2021-07-22
53.04003143310547,2021-07-23
54.716556549072266,2021-07-26
54.66361999511719,2021-07-27
54.5930290222168,2021-07-28
55.23716735839844,2021-07-29
54.84891891479492,2021-07-30
54.01948165893555,2021-08-02
54.91067886352539,2021-08-03
53.816532135009766,2021-08-04
53.82535171508789,2021-08-05
54.70773696899414,2021-08-06
54.54890441894531,2021-08-09
55.696006774902344,2021-08-10
56.68427276611328,2021-08-11
56.481327056884766,2021-08-12
56.1989631652832,2021-08-13
55.87248229980469,2021-08-16
54.98127365112305,2021-08-17
54.60184097290039,2021-08-18
53.42827224731445,2021-08-19
53.72829055786133,2021-08-20
54.76067352294922,2021-08-23
55.81953430175781,2021-08-24
56.35779571533203,2021-08-25
56.163673400878906,2021-08-26
57.690189361572266,2021-08-27
57.065834045410156,2021-08-30
56.1025505065918,2021-08-31
55.781455993652344,2021-09-01
55.852806091308594,2021-09-02
55.406837463378906,2021-09-03
55.183860778808594,2021-09-07
54.131385803222656,2021-09-08
53.76568603515625,2021-09-09
53.88163757324219,2021-09-10
54.158138275146484,2021-09-13
53.20376968383789,2021-09-14
53.694339752197266,2021-09-15
53.0432243347168,2021-09-16
51.50910186767578,2021-09-17
50.108768463134766,2021-09-20
49.52900695800781,2021-09-21
50.215797424316406,2021-09-22
51.22368240356445,2021-09-23
50.67068099975586,2021-09-24
53.23944854736328,2021-09-27
53.03430938720703,2021-09-28
52.46346664428711,2021-09-29
51.339630126953125,2021-09-30
52.24940490722656,2021-10-01
51.94615173339844,2021-10-04
52.71320343017578,2021-10-05
50.98286056518555,2021-10-06
52.18696594238281,2021-10-07
52.365352630615234,2021-10-08
51.93722915649414,2021-10-11
51.500179290771484,2021-10-12
50.75988006591797,2021-10-13
52.39211654663086,2021-10-14
52.58833312988281,2021-10-15
52.57941436767578,2021-10-18
52.793479919433594,2021-10-19
53.4178352355957,2021-10-20
52.855918884277344,2021-10-21
52.0888557434082,2021-10-22
52.365352630615234,2021-10-25
52.365352630615234,2021-10-26
49.948211669921875,2021-10-27
50.456626892089844,2021-10-28
49.92145919799805,2021-10-29
51.23259735107422,2021-11-01
52.15128707885742,2021-11-02
52.66860580444336,2021-11-03
50.99177551269531,2021-11-04
52.008583068847656,2021-11-05
52.24048614501953,2021-11-08
52.436710357666016,2021-11-09
52.409950256347656,2021-11-10
53.23052215576172,2021-11-11
53.56946563720703,2021-11-12
53.44458770751953,2021-11-15
52.499141693115234,2021-11-16
52.03533935546875,2021-11-17
51.714237213134766,2021-11-18
51.143409729003906,2021-11-19
52.436710357666016,2021-11-22
52.78455352783203,2021-11-23
52.294002532958984,2021-11-24
51.375308990478516,2021-11-26
51.339195251464844,2021-11-29
49.596580505371094,2021-11-30
47.63728332519531,2021-12-01
48.01650619506836,2021-12-02
47.91718292236328,2021-12-03
48.64853286743164,2021-12-06
49.53338623046875,2021-12-07
49.578529357910156,2021-12-08
49.1090202331543,2021-12-09
49.3708610534668,2021-12-10
48.142906188964844,2021-12-13
48.64853286743164,2021-12-14
48.792999267578125,2021-12-15
49.29862976074219,2021-12-16
48.8471794128418,2021-12-17
48.314456939697266,2021-12-20
48.93746566772461,2021-12-21
48.96455383300781,2021-12-22
49.78619384765625,2021-12-23
50.445316314697266,2021-12-27
51.131526947021484,2021-12-28
51.519775390625,2021-12-29
51.26696014404297,2021-12-30
51.2127799987793,2021-12-31
51.34822082519531,2022-01-03
52.73869323730469,2022-01-04
52.68452072143555,2022-01-05
52.585208892822266,2022-01-06
53.361698150634766,2022-01-07
52.72966766357422,2022-01-10
53.43392562866211,2022-01-11
53.506168365478516,2022-01-12
54.120140075683594,2022-01-13
54.842464447021484,2022-01-14
54.35490417480469,2022-01-18
54.02984619140625,2022-01-19
52.196956634521484,2022-01-20
51.2127799987793,2022-01-21
51.122493743896484,2022-01-24
51.62812042236328,2022-01-25
51.664241790771484,2022-01-26
54.33683776855469,2022-01-27
54.21043395996094,2022-01-28
53.93052673339844,2022-01-31
55.80857467651367,2022-02-01
55.67314147949219,2022-02-02
55.26682662963867,2022-02-03
54.71605682373047,2022-02-04
54.093055725097656,2022-02-07
55.15848922729492,2022-02-08
55.971099853515625,2022-02-09
55.03207778930664,2022-02-10
55.15848922729492,2022-02-11
54.923728942871094,2022-02-14
55.853721618652344,2022-02-15
56.052364349365234,2022-02-16
55.230712890625,2022-02-17
54.70703125,2022-02-18
54.4451904296875,2022-02-22
54.14723205566406,2022-02-23
53.018592834472656,2022-02-24
54.50809097290039,2022-02-25
53.8775634765625,2022-02-28
52.205318450927734,2022-03-01
54.09688186645508,2022-03-02
54.526363372802734,2022-03-03
53.7587776184082,2022-03-04
52.9820442199707,2022-03-07
52.85411071777344,2022-03-08
54.645164489746094,2022-03-09
55.40361404418945,2022-03-10
55.659481048583984,2022-03-11
55.083778381347656,2022-03-14
53.79532241821289,2022-03-15
54.49894714355469,2022-03-16
57.4231071472168,2022-03-17
57.01189422607422,2022-03-18
57.880008697509766,2022-03-21
58.071903228759766,2022-03-22
57.843448638916016,2022-03-23
58.56535339355469,2022-03-24
59.12277603149414,2022-03-25
58.58363723754883,2022-03-28
58.656734466552734,2022-03-29
58.720706939697266,2022-03-30
58.22725296020508,2022-03-31
58.64759826660156,2022-04-01
58.492252349853516,2022-04-04
58.0170783996582,2022-04-05
56.35395812988281,2022-04-06
55.97016906738281,2022-04-07
56.36309814453125,2022-04-08
56.60982894897461,2022-04-11
57.80690383911133,2022-04-12
58.62932205200195,2022-04-13
59.84467315673828,2022-04-14
60.201045989990234,2022-04-18
61.27019500732422,2022-04-19
61.717952728271484,2022-04-20
63.518150329589844,2022-04-21
62.59520721435547,2022-04-22
62.202274322509766,2022-04-25
61.562618255615234,2022-04-26
61.63572311401367,2022-04-27
61.964683532714844,2022-04-28
60.767608642578125,2022-04-29
61.27933883666992,2022-05-02
62.27537155151367,2022-05-03
64.5233154296875,2022-05-04
62.56780242919922,2022-05-05
62.0743522644043,2022-05-06
60.88640594482422,2022-05-09
60.137088775634766,2022-05-10
61.032615661621094,2022-05-11
61.26106262207031,2022-05-12
61.736236572265625,2022-05-13
62.120033264160156,2022-05-16
63.93850326538086,2022-05-17
62.969871520996094,2022-05-18
62.83279800415039,2022-05-19
62.23883056640625,2022-05-20
61.672264099121094,2022-05-23
61.28847885131836,2022-05-24
61.4986572265625,2022-05-25
61.992103576660156,2022-05-26
63.76488494873047,2022-05-27
62.767696380615234,2022-05-31
62.88772964477539,2022-06-01
62.87849044799805,2022-06-02
61.890533447265625,2022-06-03
61.92747116088867,2022-06-06
62.204471588134766,2022-06-07
62.084434509277344,2022-06-08
60.81024932861328,2022-06-09
57.12617492675781,2022-06-10
54.18075942993164,2022-06-13
54.06996536254883,2022-06-14
53.008140563964844,2022-06-15
51.170719146728516,2022-06-16
50.570560455322266,2022-06-17
50.73675537109375,2022-06-21
48.32687759399414,2022-06-22
47.14502716064453,2022-06-23
49.0655403137207,2022-06-24
48.21607971191406,2022-06-27
48.50231170654297,2022-06-28
47.99448013305664,2022-06-29
47.65285110473633,2022-06-30
47.726715087890625,2022-07-01
46.8403205871582,2022-07-05
47.25581359863281,2022-07-06
48.2714729309082,2022-07-07
47.44048309326172,2022-07-08
47.098854064941406,2022-07-11
46.5540885925293,2022-07-12
45.86159133911133,2022-07-13
45.150638580322266,2022-07-14
45.75079345703125,2022-07-15
46.60026168823242,2022-07-18
48.42844772338867,2022-07-19
48.520774841308594,2022-07-20
47.458953857421875,2022-07-21
46.95112228393555,2022-07-22
47.625152587890625,2022-07-25
47.36661911010742,2022-07-26
48.23454284667969,2022-07-27
48.28994369506836,2022-07-28
49.13017272949219,2022-07-29
48.43767166137695,2022-08-01
47.59744644165039,2022-08-02
47.54205322265625,2022-08-03
47.080387115478516,2022-08-04
47.54205322265625,2022-08-05
48.15144729614258,2022-08-08
48.67774200439453,2022-08-09
49.89653396606445,2022-08-10
51.022987365722656,2022-08-11
51.64161682128906,2022-08-12
51.09684753417969,2022-08-15
51.80781555175781,2022-08-16
51.2076530456543,2022-08-17
51.7247200012207,2022-08-18
51.235355377197266,2022-08-19
50.238162994384766,2022-08-22
51.355384826660156,2022-08-23
50.081199645996094,2022-08-24
51.484649658203125,2022-08-25
50.28432846069336,2022-08-26
49.46257019042969,2022-08-29
48.068599700927734,2022-08-30
47.71308135986328,2022-08-31
46.7401123046875,2022-09-01
46.13201141357422,2022-09-02
45.458412170410156,2022-09-06
45.81392288208008,2022-09-07
46.21620559692383,2022-09-08
47.25466537475586,2022-09-09
47.64759826660156,2022-09-12
44.784812927246094,2022-09-13
44.03636932373047,2022-09-14
43.886688232421875,2022-09-15
43.42826461791992,2022-09-16
43.72764587402344,2022-09-19
43.119537353515625,2022-09-20
42.08107376098633,2022-09-21
41.88460922241211,2022-09-22
41.070682525634766,2022-09-23
40.593544006347656,2022-09-26
40.967769622802734,2022-09-27
42.14655685424805,2022-09-28
41.31391525268555,2022-09-29
41.09874725341797,2022-09-30
42.36173629760742,2022-10-03
43.61537551879883,2022-10-04
43.09146499633789,2022-10-05
42.58626937866211,2022-10-06
41.54780960083008,2022-10-07
41.98751449584961,2022-10-10
41.117454528808594,2022-10-11
40.986480712890625,2022-10-12
42.96049118041992,2022-10-13
42.2120475769043,2022-10-14
42.34302520751953,2022-10-17
43.390838623046875,2022-10-18
42.22140884399414,2022-10-19
42.0342903137207,2022-10-20
43.84926223754883,2022-10-21
44.008304595947266,2022-10-24
44.76609802246094,2022-10-25
44.89707946777344,2022-10-26
44.55092239379883,2022-10-27
44.41994857788086,2022-10-28
43.72764587402344,2022-10-31
43.9053955078125,2022-11-01
43.9053955078125,2022-11-02
43.493751525878906,2022-11-03
45.87004852294922,2022-11-04
46.30976104736328,2022-11-07
46.45009994506836,2022-11-08
44.60706329345703,2022-11-09
46.7401123046875,2022-11-10
49.71516799926758,2022-11-11
48.60186767578125,2022-11-14
48.274417877197266,2022-11-15
47.25466537475586,2022-11-16
46.8991584777832,2022-11-17
46.84302520751953,2022-11-18
46.93657684326172,2022-11-21
48.2463493347168,2022-11-22
48.227638244628906,2022-11-23
48.23699188232422,2022-11-25
46.96465301513672,2022-11-28
