KO,Date
0.048144761472940445,1962-01-02
0.04707207903265953,1962-01-03
0.04742981493473053,1962-01-04
0.04635712876915932,1962-01-05
0.045880503952503204,1962-01-08
0.04671461507678032,1962-01-09
0.046952929347753525,1962-01-10
0.04742981493473053,1962-01-11
0.04707207903265953,1962-01-12
0.04659544676542282,1962-01-15
0.04576130583882332,1962-01-16
0.04433140531182289,1962-01-17
0.04343756288290024,1962-01-18
0.0448080375790596,1962-01-19
0.04516550153493881,1962-01-22
0.044212035834789276,1962-01-23
0.04373535141348839,1962-01-24
0.04337788373231888,1962-01-25
0.04290124401450157,1962-01-26
0.04290124401450157,1962-01-29
0.042722396552562714,1962-01-30
0.04445051774382591,1962-01-31
0.0448080375790596,1962-02-01
0.04528467729687691,1962-02-02
0.04528467729687691,1962-02-05
0.044688884168863297,1962-02-06
0.04492717981338501,1962-02-07
0.045046377927064896,1962-02-08
0.04528467729687691,1962-02-09
0.04492717981338501,1962-02-12
0.04492717981338501,1962-02-13
0.044092852622270584,1962-02-14
0.043854523450136185,1962-02-15
0.043854523450136185,1962-02-16
0.0445697084069252,1962-02-19
0.04433140531182289,1962-02-20
0.044092852622270584,1962-02-21
0.04361623525619507,1962-02-23
0.04433140531182289,1962-02-26
0.0445697084069252,1962-02-27
0.04373535141348839,1962-02-28
0.04349707439541817,1962-03-01
0.04397370293736458,1962-03-02
0.04337788373231888,1962-03-05
0.04433140531182289,1962-03-06
0.04373535141348839,1962-03-07
0.043854523450136185,1962-03-08
0.04337788373231888,1962-03-09
0.04433140531182289,1962-03-12
0.04503900557756424,1962-03-13
0.04509910196065903,1962-03-14
0.04485921934247017,1962-03-15
0.04485921934247017,1962-03-16
0.04509910196065903,1962-03-19
0.04557881876826286,1962-03-20
0.04617853835225105,1962-03-21
0.04665825515985489,1962-03-22
0.047497957944869995,1962-03-23
0.04689810797572136,1962-03-26
0.04653831571340561,1962-03-27
0.04617853835225105,1962-03-28
0.04629843309521675,1962-03-29
0.04557881876826286,1962-03-30
0.04617853835225105,1962-04-02
0.0447392575442791,1962-04-03
0.04527891054749489,1962-04-04
0.04533897340297699,1962-04-05
0.046058569103479385,1962-04-06
0.04617853835225105,1962-04-09
0.04617853835225105,1962-04-10
0.04509910196065903,1962-04-11
0.04425933584570885,1962-04-12
0.04557881876826286,1962-04-13
0.04569877311587334,1962-04-16
0.0459386445581913,1962-04-17
0.04617853835225105,1962-04-18
0.046238552778959274,1962-04-19
0.04629843309521675,1962-04-23
0.04653831571340561,1962-04-24
0.0459386445581913,1962-04-25
0.04569877311587334,1962-04-26
0.04617853835225105,1962-04-27
0.04437926411628723,1962-04-30
0.04497915506362915,1962-05-01
0.04551876336336136,1962-05-02
0.046058569103479385,1962-05-03
0.04569877311587334,1962-05-04
0.045218996703624725,1962-05-07
0.0446791872382164,1962-05-08
0.04377960413694382,1962-05-09
0.04341975226998329,1962-05-10
0.041980545967817307,1962-05-11
0.041260726749897,1962-05-14
0.04329986125230789,1962-05-15
0.04341975226998329,1962-05-16
0.04294002056121826,1962-05-17
0.04305998608469963,1962-05-18
0.04299990087747574,1962-05-21
0.041740696877241135,1962-05-22
0.041260726749897,1962-05-23
0.040421195328235626,1962-05-24
0.03994142636656761,1962-05-25
0.037842486053705215,1962-05-28
0.03874189779162407,1962-05-29
0.04030124098062515,1962-05-31
0.03982153162360191,1962-06-01
0.03670298308134079,1962-06-04
0.03814220800995827,1962-06-05
0.038621917366981506,1962-06-06
0.03874189779162407,1962-06-07
0.039581600576639175,1962-06-08
0.03963005170226097,1962-06-11
0.03799896314740181,1962-06-12
0.03751551732420921,1962-06-13
0.036971911787986755,1962-06-14
0.03854254633188248,1962-06-15
0.038361404091119766,1962-06-18
0.03781765699386597,1962-06-19
0.03727389872074127,1962-06-20
0.0367906428873539,1962-06-21
0.03624705597758293,1962-06-22
0.03588443994522095,1962-06-25
0.035763587802648544,1962-06-26
0.035642802715301514,1962-06-27
0.03733440861105919,1962-06-28
0.036971911787986755,1962-06-29
0.03793846070766449,1962-07-02
0.038180120289325714,1962-07-03
0.038361404091119766,1962-07-05
0.03781765699386597,1962-07-06
0.03854254633188248,1962-07-09
0.0386633537709713,1962-07-10
0.03890498727560043,1962-07-11
0.03926762565970421,1962-07-12
0.03908630087971687,1962-07-13
0.03914683312177658,1962-07-16
0.03890498727560043,1962-07-17
0.03860302269458771,1962-07-18
0.038965485990047455,1962-07-19
0.0392071008682251,1962-07-20
0.03938842937350273,1962-07-23
0.03890498727560043,1962-07-24
0.03963005170226097,1962-07-25
0.0398716926574707,1962-07-26
0.04017366096377373,1962-07-27
0.0405966080725193,1962-07-30
0.04144231230020523,1962-07-31
0.04071742668747902,1962-08-01
0.041563089936971664,1962-08-02
0.041804783046245575,1962-08-03
0.041079871356487274,1962-08-06
0.0405966080725193,1962-08-07
0.04047577083110809,1962-08-08
0.0399925522506237,1962-08-09
0.040234144777059555,1962-08-10
0.0399925522506237,1962-08-13
0.04095907136797905,1962-08-14
0.041563089936971664,1962-08-15
0.04132148250937462,1962-08-16
0.04132148250937462,1962-08-17
0.041804783046245575,1962-08-20
0.041804783046245575,1962-08-21
0.04168390855193138,1962-08-22
0.04186524078249931,1962-08-23
0.04186524078249931,1962-08-24
0.041563089936971664,1962-08-27
0.04095907136797905,1962-08-28
0.0405966080725193,1962-08-29
0.041079871356487274,1962-08-30
0.0411403514444828,1962-08-31
0.040838245302438736,1962-09-04
0.040838245302438736,1962-09-05
0.04053609073162079,1962-09-06
0.04071742668747902,1962-09-07
0.041019540280103683,1962-09-10
0.04112909734249115,1962-09-11
0.04125076159834862,1962-09-12
0.04088573530316353,1962-09-13
0.04088573530316353,1962-09-14
0.04088573530316353,1962-09-17
0.04027737304568291,1962-09-18
0.040155645459890366,1962-09-19
0.039668936282396317,1962-09-20
0.038817040622234344,1962-09-21
0.03875628858804703,1962-09-24
0.03845202550292015,1962-09-25
0.0379653126001358,1962-09-26
0.0379653126001358,1962-09-27
0.03820864483714104,1962-09-28
0.0377827063202858,1962-10-01
0.03808699548244476,1962-10-02
0.03899963200092316,1962-10-03
0.039060402661561966,1962-10-04
0.03954728692770004,1962-10-05
0.03948633372783661,1962-10-08
0.03991229832172394,1962-10-09
0.039668936282396317,1962-10-10
0.039668936282396317,1962-10-11
0.03942563012242317,1962-10-12
0.03942563012242317,1962-10-15
0.03942563012242317,1962-10-16
0.03936467692255974,1962-10-17
0.03893870860338211,1962-10-18
0.03766101598739624,1962-10-19
0.03741767629981041,1962-10-22
0.0362616628408432,1962-10-23
0.03723522275686264,1962-10-24
0.03723522275686264,1962-10-25
0.036930978298187256,1962-10-26
0.037843622267246246,1962-10-29
0.03814790025353432,1962-10-30
0.03869535028934479,1962-10-31
0.039060402661561966,1962-11-01
0.039790619164705276,1962-11-02
0.03972971439361572,1962-11-05
0.03954728692770004,1962-11-07
0.0393037311732769,1962-11-08
0.03954728692770004,1962-11-09
0.0393037311732769,1962-11-12
0.03942563012242317,1962-11-13
0.03942563012242317,1962-11-14
0.03954728692770004,1962-11-15
0.0393037311732769,1962-11-16
0.03845202550292015,1962-11-19
0.03857368975877762,1962-11-20
0.038817040622234344,1962-11-21
0.03972971439361572,1962-11-23
0.040033988654613495,1962-11-26
0.040155645459890366,1962-11-27
0.0403885543346405,1962-11-28
0.04069509729743004,1962-11-29
0.04228845611214638,1962-11-30
0.04143048822879791,1962-12-03
0.04228845611214638,1962-12-04
0.04259498417377472,1962-12-05
0.04204330965876579,1962-12-06
0.042165856808423996,1962-12-07
0.04075628146529198,1962-12-10
0.04124670848250389,1962-12-11
0.04143048822879791,1962-12-12
0.041920751333236694,1962-12-13
0.043269217014312744,1962-12-14
0.04290146753191948,1962-12-17
0.042411044239997864,1962-12-18
0.042411044239997864,1962-12-19
0.04228845611214638,1962-12-20
0.04204330965876579,1962-12-21
0.04143048822879791,1962-12-24
0.0416756197810173,1962-12-26
0.041920751333236694,1962-12-27
0.04179815202951431,1962-12-28
0.04179815202951431,1962-12-31
0.04179815202951431,1963-01-02
0.04185955598950386,1963-01-03
0.04290146753191948,1963-01-04
0.04284012317657471,1963-01-07
0.043269217014312744,1963-01-08
0.042778898030519485,1963-01-09
0.042656343430280685,1963-01-10
0.04363685101270676,1963-01-11
0.043882016092538834,1963-01-14
0.044004593044519424,1963-01-15
0.04314662888646126,1963-01-16
0.04339171200990677,1963-01-17
0.04351429268717766,1963-01-18
0.04363685101270676,1963-01-21
0.04363685101270676,1963-01-22
0.04351429268717766,1963-01-23
0.04412716627120972,1963-01-24
0.04418854042887688,1963-01-25
0.04412716627120972,1963-01-28
0.044372279196977615,1963-01-29
0.04431109130382538,1963-01-30
0.044249728322029114,1963-01-31
0.04461740702390671,1963-02-01
0.04480138421058655,1963-02-04
0.04449484497308731,1963-02-05
0.04529162868857384,1963-02-06
0.04486256092786789,1963-02-07
0.04498513415455818,1963-02-08
0.045781925320625305,1963-02-11
0.04523026570677757,1963-02-12
0.04559813812375069,1963-02-13
0.04572069272398949,1963-02-14
0.04584328830242157,1963-02-15
0.0461496040225029,1963-02-18
0.0461496040225029,1963-02-19
0.045904491096735,1963-02-20
0.046088460832834244,1963-02-21
0.04584328830242157,1963-02-25
0.04584328830242157,1963-02-26
0.04535279795527458,1963-02-27
0.04412716627120972,1963-02-28
0.04498513415455818,1963-03-01
0.04572069272398949,1963-03-04
0.045536771416664124,1963-03-05
0.045536771416664124,1963-03-06
0.04572069272398949,1963-03-07
0.04559813812375069,1963-03-08
0.04593156278133392,1963-03-11
0.04605500027537346,1963-03-12
0.045807916671037674,1963-03-13
0.04586973786354065,1963-03-14
0.04593156278133392,1963-03-15
0.04574626684188843,1963-03-18
0.04574626684188843,1963-03-19
0.0461166650056839,1963-03-20
0.04605500027537346,1963-03-21
0.04605500027537346,1963-03-22
0.04593156278133392,1963-03-25
0.04586973786354065,1963-03-26
0.04617847874760628,1963-03-27
0.04593156278133392,1963-03-28
0.04617847874760628,1963-03-29
0.04667237028479576,1963-04-01
0.04642542451620102,1963-04-02
0.04648704454302788,1963-04-03
0.04667237028479576,1963-04-04
0.04648704454302788,1963-04-05
0.04648704454302788,1963-04-08
0.04642542451620102,1963-04-09
0.04642542451620102,1963-04-10
0.04667237028479576,1963-04-11
0.046795811504125595,1963-04-15
0.046795811504125595,1963-04-16
0.04654887318611145,1963-04-17
0.04667237028479576,1963-04-18
0.04667237028479576,1963-04-19
0.046795811504125595,1963-04-22
0.046919260174036026,1963-04-23
0.04667237028479576,1963-04-24
0.04636358842253685,1963-04-25
0.04568442329764366,1963-04-26
0.04568442329764366,1963-04-29
0.04568442329764366,1963-04-30
0.04605500027537346,1963-05-01
0.04617847874760628,1963-05-02
0.04648704454302788,1963-05-03
0.04685743898153305,1963-05-06
0.04710434004664421,1963-05-07
0.04728967323899269,1963-05-08
0.04704274237155914,1963-05-09
0.04698089137673378,1963-05-10
0.04716617241501808,1963-05-13
0.04716617241501808,1963-05-14
0.04728967323899269,1963-05-15
0.04728967323899269,1963-05-16
0.04710434004664421,1963-05-17
0.0466105081140995,1963-05-20
0.04673396050930023,1963-05-21
0.04617847874760628,1963-05-22
0.045190587639808655,1963-05-23
0.045314036309719086,1963-05-24
0.04556100443005562,1963-05-27
0.04642542451620102,1963-05-28
0.04568442329764366,1963-05-29
0.04593156278133392,1963-05-31
0.04568442329764366,1963-06-03
0.04617847874760628,1963-06-04
0.04654887318611145,1963-06-05
0.046795811504125595,1963-06-06
0.046795811504125595,1963-06-07
0.04673396050930023,1963-06-10
0.04657238721847534,1963-06-11
0.04700770974159241,1963-06-12
0.04750509560108185,1963-06-13
0.0467589907348156,1963-06-14
0.04651029035449028,1963-06-17
0.046634651720523834,1963-06-18
0.0467589907348156,1963-06-19
0.04651029035449028,1963-06-20
0.04626160487532616,1963-06-21
0.04651029035449028,1963-06-24
0.04632371664047241,1963-06-25
0.04651029035449028,1963-06-26
0.04700770974159241,1963-06-27
0.046634651720523834,1963-06-28
0.04812684655189514,1963-07-01
0.04638594388961792,1963-07-02
0.04651029035449028,1963-07-03
0.04669676348567009,1963-07-05
0.0467589907348156,1963-07-08
0.04725640267133713,1963-07-09
0.0473184660077095,1963-07-10
0.04725640267133713,1963-07-11
0.04725640267133713,1963-07-12
0.04700770974159241,1963-07-15
0.04651029035449028,1963-07-16
0.04713202267885208,1963-07-17
0.04688337445259094,1963-07-18
0.0467589907348156,1963-07-19
0.04700770974159241,1963-07-22
0.04725640267133713,1963-07-23
0.0467589907348156,1963-07-24
0.046634651720523834,1963-07-25
0.04700770974159241,1963-07-26
0.0467589907348156,1963-07-29
0.04725640267133713,1963-07-30
0.04750509560108185,1963-07-31
0.047691501677036285,1963-08-01
0.047629453241825104,1963-08-02
0.047878164798021317,1963-08-05
0.04874863103032112,1963-08-06
0.04924621433019638,1963-08-07
0.04955703392624855,1963-08-08
0.04993004724383354,1963-08-09
0.049992308020591736,1963-08-12
0.04974362254142761,1963-08-13
0.049494922161102295,1963-08-14
0.04974362254142761,1963-08-15
0.049867983907461166,1963-08-16
0.05017875134944916,1963-08-19
0.05048973485827446,1963-08-20
0.05073840916156769,1963-08-21
0.05073840916156769,1963-08-22
0.050862766802310944,1963-08-23
0.05073840916156769,1963-08-26
0.05073840916156769,1963-08-27
0.05111150071024895,1963-08-28
0.05098716542124748,1963-08-29
0.050862766802310944,1963-08-30
0.05080071836709976,1963-09-03
0.051049403846263885,1963-09-04
0.05117373540997505,1963-09-05
0.050862766802310944,1963-09-06
0.05073840916156769,1963-09-09
0.05098716542124748,1963-09-10
0.05107484012842178,1963-09-11
0.05107484012842178,1963-09-12
0.05119997262954712,1963-09-13
0.05107484012842178,1963-09-16
0.05138782411813736,1963-09-17
0.05157547816634178,1963-09-18
0.05232655256986618,1963-09-19
0.05257708951830864,1963-09-20
0.05220141261816025,1963-09-23
0.05220141261816025,1963-09-24
0.05157547816634178,1963-09-25
0.05132516473531723,1963-09-26
0.05132516473531723,1963-09-27
0.05132516473531723,1963-09-30
0.05220141261816025,1963-10-01
0.05232655256986618,1963-10-02
0.05220141261816025,1963-10-03
0.05257708951830864,1963-10-04
0.05195100978016853,1963-10-07
0.05195100978016853,1963-10-08
0.05157547816634178,1963-10-09
0.05138782411813736,1963-10-10
0.05170068517327309,1963-10-11
0.05157547816634178,1963-10-14
0.05188852921128273,1963-10-15
0.05220141261816025,1963-10-16
0.05245168134570122,1963-10-17
0.05220141261816025,1963-10-18
0.05257708951830864,1963-10-21
0.05245168134570122,1963-10-22
0.05195100978016853,1963-10-23
0.05232655256986618,1963-10-24
0.05232655256986618,1963-10-25
0.0530778206884861,1963-10-28
0.053015127778053284,1963-10-29
0.05232655256986618,1963-10-30
0.05182584375143051,1963-10-31
0.052076201885938644,1963-11-01
0.05195100978016853,1963-11-04
0.05157547816634178,1963-11-06
0.052076201885938644,1963-11-07
0.05220141261816025,1963-11-08
0.052389226853847504,1963-11-11
0.05257708951830864,1963-11-12
0.05288994312286377,1963-11-13
0.05320296809077263,1963-11-14
0.05314028635621071,1963-11-15
0.05314028635621071,1963-11-18
0.052827466279268265,1963-11-19
0.05270228907465935,1963-11-20
0.052076201885938644,1963-11-21
0.05145036056637764,1963-11-22
0.052546657621860504,1963-11-26
0.052609723061323166,1963-11-27
0.052861716598272324,1963-11-29
0.05330285429954529,1963-12-02
0.05361773446202278,1963-12-03
0.053428832441568375,1963-12-04
0.053491752594709396,1963-12-05
0.053554851561784744,1963-12-06
0.05330285429954529,1963-12-09
0.05368085578083992,1963-12-10
0.05393286794424057,1963-12-11
0.05393286794424057,1963-12-12
0.05380681902170181,1963-12-13
0.05418487265706062,1963-12-16
0.05468885973095894,1963-12-17
0.05557088926434517,1963-12-18
0.05746108666062355,1963-12-19
0.0560750849545002,1963-12-20
0.056453123688697815,1963-12-23
0.0560750849545002,1963-12-24
0.05746108666062355,1963-12-26
0.057965174317359924,1963-12-27
0.05771312117576599,1963-12-30
0.058280281722545624,1963-12-31
0.05752425640821457,1964-01-02
0.05695713683962822,1964-01-03
0.05657904967665672,1964-01-06
0.05657904967665672,1964-01-07
0.05746108666062355,1964-01-08
0.05777622014284134,1964-01-09
0.057902220636606216,1964-01-10
0.058217138051986694,1964-01-13
0.058280281722545624,1964-01-14
0.058280281722545624,1964-01-15
0.05758712813258171,1964-01-16
0.05771312117576599,1964-01-17
0.056705161929130554,1964-01-20
0.05657904967665672,1964-01-21
0.057209089398384094,1964-01-22
0.05758712813258171,1964-01-23
0.057209089398384094,1964-01-24
0.05771312117576599,1964-01-27
0.0580911710858345,1964-01-28
0.05802824720740318,1964-01-29
0.0580911710858345,1964-01-30
0.0595402792096138,1964-01-31
0.05960341542959213,1964-02-03
0.059855375438928604,1964-02-04
0.05998137965798378,1964-02-05
0.05998137965798378,1964-02-06
0.059855375438928604,1964-02-07
0.05960341542959213,1964-02-10
0.05941426008939743,1964-02-11
0.059099406003952026,1964-02-12
0.059477418661117554,1964-02-13
0.05998137965798378,1964-02-14
0.05998137965798378,1964-02-17
0.06073744222521782,1964-02-18
0.06073744222521782,1964-02-19
0.060233402997255325,1964-02-20
0.059855375438928604,1964-02-24
0.05960341542959213,1964-02-25
0.059477418661117554,1964-02-26
0.05979226902127266,1964-02-27
0.059729356318712234,1964-02-28
0.060233402997255325,1964-03-02
0.06042230874300003,1964-03-03
0.06054849922657013,1964-03-04
0.06073744222521782,1964-03-05
0.06098939850926399,1964-03-06
0.06350968033075333,1964-03-09
0.06401671469211578,1964-03-10
0.06528423726558685,1964-03-11
0.06718577444553375,1964-03-12
0.06522100418806076,1964-03-13
0.06388995796442032,1964-03-16
0.0632561594247818,1964-03-17
0.06287586688995361,1964-03-18
0.0621151439845562,1964-03-19
0.06186159327626228,1964-03-20
0.0621151439845562,1964-03-23
0.06224184110760689,1964-03-24
0.06236885115504265,1964-03-25
0.06186159327626228,1964-03-26
0.06312940269708633,1964-03-30
0.06376323103904724,1964-03-31
0.06427021324634552,1964-04-01
0.06503080576658249,1964-04-02
0.06490397453308105,1964-04-03
0.06496749073266983,1964-04-06
0.06388995796442032,1964-04-07
0.06458719819784164,1964-04-08
0.06427021324634552,1964-04-09
0.06414347887039185,1964-04-10
0.0647772029042244,1964-04-13
0.06439695507287979,1964-04-14
0.0647772029042244,1964-04-15
0.06490397453308105,1964-04-16
0.06465047597885132,1964-04-17
0.06503080576658249,1964-04-20
0.06490397453308105,1964-04-21
0.06439695507287979,1964-04-22
0.0647772029042244,1964-04-23
0.06439695507287979,1964-04-24
0.06433369964361191,1964-04-27
0.06452371180057526,1964-04-28
0.06452371180057526,1964-04-29
0.06414347887039185,1964-04-30
0.06439695507287979,1964-05-01
0.06414347887039185,1964-05-04
0.06395343691110611,1964-05-05
0.06388995796442032,1964-05-06
0.06439695507287979,1964-05-07
0.0647772029042244,1964-05-08
0.06553798913955688,1964-05-11
0.06629851460456848,1964-05-12
0.06642527878284454,1964-05-13
0.06629851460456848,1964-05-14
0.06604497879743576,1964-05-15
0.06655209511518478,1964-05-18
0.06642527878284454,1964-05-19
0.06566472351551056,1964-05-20
0.06591825187206268,1964-05-21
0.06604497879743576,1964-05-22
0.06515750288963318,1964-05-25
