Date,CTXS
2007-08-30,28.7102
2007-08-31,28.9411
2007-09-04,29.3392
2007-09-05,29.0764
2007-09-06,29.2038
2007-09-07,28.1608
2007-09-10,28.6704
2007-09-11,29.8328
2007-09-12,29.9443
2007-09-13,29.8647
2007-09-14,30.1911
2007-09-17,29.992
2007-09-18,31.0589
2007-09-19,31.0908
2007-09-20,31.1067
2007-09-21,30.9076
2007-09-24,30.828
2007-09-25,31.3296
2007-09-26,31.8312
2007-09-27,32.3885
2007-09-28,32.1019
2007-10-01,31.7357
2007-10-02,31.8312
2007-10-03,32.1258
2007-10-04,31.8869
2007-10-05,32.1576
2007-10-08,32.2691
2007-10-09,32.7866
2007-10-10,32.9777
2007-10-11,32.6115
2007-10-12,33.5191
2007-10-15,33.7261
2007-10-16,33.3599
2007-10-17,33.2564
2007-10-18,32.285
2007-10-19,31.5685
2007-10-22,32.5955
2007-10-23,33.1369
2007-10-24,33.2484
2007-10-25,33.2325
2007-10-26,33.4873
2007-10-29,33.7102
2007-10-30,33.7182
2007-10-31,34.2277
2007-11-01,33.9331
2007-11-02,34.3233
2007-11-05,34.4108
2007-11-06,34.9204
2007-11-07,34.3312
2007-11-08,33.1688
2007-11-09,33.2723
2007-11-12,31.4252
2007-11-13,31.4331
2007-11-14,30.8519
2007-11-15,30.1115
2007-11-16,30.1115
2007-11-19,29.7611
2007-11-20,29.6178
2007-11-21,29.0924
2007-11-23,29.2118
2007-11-26,28.7819
2007-11-27,28.758
2007-11-28,29.9761
2007-11-29,29.9602
2007-11-30,29.4427
2007-12-03,29.3233
2007-12-04,29.5382
2007-12-05,30.2229
2007-12-06,30.6847
2007-12-07,30.8121
2007-12-10,31.0032
2007-12-11,29.793
2007-12-12,30.207
2007-12-13,30.3264
2007-12-14,30.3742
2007-12-17,29.9283
2007-12-18,29.4029
2007-12-19,29.6019
2007-12-20,29.8965
2007-12-21,30.1354
2007-12-24,30.2548
2007-12-26,30.5892
2007-12-27,30.0796
2007-12-28,30.1752
2007-12-31,30.2627
2008-01-02,30.2946
2008-01-03,30.629
2008-01-04,29.7611
2008-01-07,28.965
2008-01-08,28.742
2008-01-09,27.7866
2008-01-10,28.4873
2008-01-11,27.5398
2008-01-14,27.699
2008-01-15,27.0223
2008-01-16,26.9268
2008-01-17,26.1704
2008-01-18,26.8232
2008-01-22,26.1704
2008-01-23,25.4777
2008-01-24,27.301
2008-01-25,26.7596
2008-01-28,27.1497
2008-01-29,27.1417
2008-01-30,27.4283
2008-01-31,27.5637
2008-02-01,27.6354
2008-02-04,27.914
2008-02-05,27.4363
2008-02-06,26.9904
2008-02-07,26.8471
2008-02-08,27.4682
2008-02-11,27.8424
2008-02-12,28.0573
2008-02-13,29.2834
2008-02-14,28.8455
2008-02-15,28.5589
2008-02-19,28.4554
2008-02-20,29.0685
2008-02-21,28.5828
2008-02-22,27.5239
2008-02-25,27.3089
2008-02-26,26.7675
2008-02-27,27.3965
2008-02-28,26.9904
2008-02-29,26.2182
2008-03-03,25.9634
2008-03-04,26.3694
2008-03-05,26.9108
2008-03-06,26.5048
2008-03-07,26.0589
2008-03-10,25.008
2008-03-11,25.621
2008-03-12,25.4697
2008-03-13,25.5494
2008-03-14,24.5223
2008-03-17,24.6815
2008-03-18,25.3901
2008-03-19,25.5016
2008-03-20,25.4299
2008-03-24,25.7245
2008-03-25,25.9713
2008-03-26,25.4777
2008-03-27,24.7611
2008-03-28,24.3312
2008-03-31,23.3519
2008-04-01,24.1003
2008-04-02,25.1274
2008-04-03,25.1274
2008-04-04,25.2787
2008-04-07,24.5541
2008-04-08,26.3854
2008-04-09,25.7404
2008-04-10,26.1943
2008-04-11,25.3901
2008-04-14,24.8806
2008-04-15,24.6258
2008-04-16,25.1513
2008-04-17,25.0398
2008-04-18,25.6927
2008-04-21,25.3583
2008-04-22,25.5971
2008-04-23,25.7882
2008-04-24,26.1943
2008-04-25,25.6608
2008-04-28,25.7086
2008-04-29,25.828
2008-04-30,26.0748
2008-05-01,27.2532
2008-05-02,26.9506
2008-05-05,26.457
2008-05-06,27.1019
2008-05-07,27.0701
2008-05-08,27.3726
2008-05-09,27.0064
2008-05-12,27.1338
2008-05-13,27.301
2008-05-14,27.715
2008-05-15,28.8137
2008-05-16,28.4793
2008-05-19,27.6831
2008-05-20,28.2245
2008-05-21,27.8822
2008-05-22,27.4283
2008-05-23,26.8471
2008-05-27,27.1417
2008-05-28,26.8073
2008-05-29,27.4204
2008-05-30,27.2532
2008-06-02,27.2134
2008-06-03,27.3806
2008-06-04,27.8105
2008-06-05,28.3997
2008-06-06,27.6115
2008-06-09,27.301
2008-06-10,26.9108
2008-06-11,25.9634
2008-06-12,26.0828
2008-06-13,26.4331
2008-06-16,26.7516
2008-06-17,25.2548
2008-06-18,25.0478
2008-06-19,25.3981
2008-06-20,24.6178
2008-06-23,24.2914
2008-06-24,24.6019
2008-06-25,24.8806
2008-06-26,23.9889
2008-06-27,23.7261
2008-06-30,23.4156
2008-07-01,23.0812
2008-07-02,23.0255
2008-07-03,22.7627
2008-07-07,22.699
2008-07-08,22.5717
2008-07-09,22.2134
2008-07-10,22.707
2008-07-11,22.2611
2008-07-14,21.2978
2008-07-15,21.3694
2008-07-16,21.664
2008-07-17,22.3965
2008-07-18,22.1497
2008-07-21,22.1178
2008-07-22,22.1497
2008-07-23,21.871
2008-07-24,20.8917
2008-07-25,20.4538
2008-07-28,20.3981
2008-07-29,21.2739
2008-07-30,21.1465
2008-07-31,21.2102
2008-08-01,21.5207
2008-08-04,21.5605
2008-08-05,22.508
2008-08-06,23.3121
2008-08-07,23.4156
2008-08-08,24.4268
2008-08-11,25.2468
2008-08-12,25.4857
2008-08-13,24.7134
2008-08-14,25.1513
2008-08-15,25.008
2008-08-18,24.6178
2008-08-19,24.1879
2008-08-20,24.3949
2008-08-21,24.4506
2008-08-22,24.6815
2008-08-25,23.9411
2008-08-26,23.2723
2008-08-27,23.8535
2008-08-28,24.2596
2008-08-29,24.1003
2008-09-02,23.9092
2008-09-03,24.0287
2008-09-04,22.699
2008-09-05,22.8105
2008-09-08,22.4761
2008-09-09,21.5525
2008-09-10,21.9904
2008-09-11,22.4124
2008-09-12,23.0971
2008-09-15,21.879
2008-09-16,22.0064
2008-09-17,21.0748
2008-09-18,21.8631
2008-09-19,22.6831
2008-09-22,21.242
2008-09-23,21.3774
2008-09-24,22.4363
2008-09-25,22.6274
2008-09-26,22.3089
2008-09-29,18.7898
2008-09-30,20.1115
2008-10-01,18.965
2008-10-02,17.9936
2008-10-03,16.7197
2008-10-06,16.2898
2008-10-07,15.5573
2008-10-08,16.3854
2008-10-09,16.0191
2008-10-10,16.0828
2008-10-13,18.2006
2008-10-14,17.8583
2008-10-15,16.4889
2008-10-16,17.2373
2008-10-17,16.9427
2008-10-20,17.4283
2008-10-21,16.2978
2008-10-22,15.8997
2008-10-23,17.6115
2008-10-24,17.2213
2008-10-27,17.3567
2008-10-28,19.6975
2008-10-29,19.6895
2008-10-30,19.6736
2008-10-31,20.5175
2008-11-03,21.0111
2008-11-04,21.5844
2008-11-05,19.594
2008-11-06,18.8057
2008-11-07,19.2038
2008-11-10,19.3312
2008-11-11,18.8376
2008-11-12,17.9697
2008-11-13,18.758
2008-11-14,18.2723
2008-11-17,17.7548
2008-11-18,17.9857
2008-11-19,17.3487
2008-11-20,17.0939
2008-11-21,18.2245
2008-11-24,20.414
2008-11-25,20.3025
2008-11-26,21.5366
2008-11-28,21.2261
2008-12-01,18.5032
2008-12-02,20.1752
2008-12-03,20.3822
2008-12-04,18.7978
2008-12-05,20.0
2008-12-08,20.0876
2008-12-09,19.2038
2008-12-10,19.1481
2008-12-11,17.9538
2008-12-12,18.336
2008-12-15,18.3121
2008-12-16,19.6019
2008-12-17,19.6975
2008-12-18,18.4554
2008-12-19,18.1529
2008-12-22,18.2962
2008-12-23,18.2086
2008-12-24,18.2404
2008-12-26,18.2166
2008-12-29,18.5748
2008-12-30,18.6783
2008-12-31,18.7659
2009-01-02,19.3949
2009-01-05,18.8535
2009-01-06,19.0764
2009-01-07,18.344
2009-01-08,18.5032
2009-01-09,17.9618
2009-01-12,17.7866
2009-01-13,17.7707
2009-01-14,17.8503
2009-01-15,18.0971
2009-01-16,18.4952
2009-01-20,17.8105
2009-01-21,18.5589
2009-01-22,18.2245
2009-01-23,18.3041
2009-01-26,18.75
2009-01-27,18.6306
2009-01-28,19.2596
2009-01-29,17.5955
2009-01-30,16.7516
2009-02-02,17.2373
2009-02-03,17.5637
2009-02-04,17.6752
2009-02-05,18.0653
2009-02-06,18.9968
2009-02-09,18.9092
2009-02-10,18.2166
2009-02-11,18.5987
2009-02-12,18.6783
2009-02-13,18.535
2009-02-17,17.9936
2009-02-18,17.8583
2009-02-19,17.293
2009-02-20,17.6592
2009-02-23,16.7436
2009-02-24,17.2691
2009-02-25,16.9586
2009-02-26,16.5287
2009-02-27,16.3854
2009-03-02,15.9952
2009-03-03,16.3933
2009-03-04,17.4761
2009-03-05,16.9586
2009-03-06,17.3248
2009-03-09,16.8232
2009-03-10,18.1051
2009-03-11,18.7341
2009-03-12,19.2994
2009-03-13,18.3838
2009-03-16,18.1449
2009-03-17,18.8376
2009-03-18,18.8774
2009-03-19,19.0048
2009-03-20,17.914
2009-03-23,19.1481
2009-03-24,17.914
2009-03-25,18.1927
2009-03-26,18.6306
2009-03-27,18.0812
2009-03-30,17.5318
2009-03-31,18.0255
2009-04-01,18.8057
2009-04-02,19.2675
2009-04-03,19.3869
2009-04-06,19.2357
2009-04-07,18.6863
2009-04-08,20.1433
2009-04-09,20.414
2009-04-13,20.6449
2009-04-14,20.414
2009-04-15,20.4538
2009-04-16,21.449
2009-04-17,21.2261
2009-04-20,20.7325
2009-04-21,21.1545
2009-04-22,20.7245
2009-04-23,19.9682
2009-04-24,20.5732
2009-04-27,20.422
2009-04-28,20.5732
2009-04-29,20.422
2009-04-30,22.715
2009-05-01,21.9029
2009-05-04,22.5796
2009-05-05,22.3726
2009-05-06,22.1338
2009-05-07,21.7834
2009-05-08,21.8551
2009-05-11,22.1576
2009-05-12,22.0939
2009-05-13,21.3774
2009-05-14,21.7357
2009-05-15,21.9904
2009-05-18,22.4124
2009-05-19,22.5398
2009-05-20,22.5
2009-05-21,23.8774
2009-05-22,23.6704
2009-05-26,25.4299
2009-05-27,24.0685
2009-05-28,24.1799
2009-05-29,25.008
2009-06-01,25.1354
2009-06-02,25.3742
2009-06-03,25.6768
2009-06-04,25.5573
2009-06-05,25.4538
2009-06-08,25.1911
2009-06-09,26.051
2009-06-10,26.4729
2009-06-11,26.5844
2009-06-12,27.1497
2009-06-15,26.6879
2009-06-16,26.3455
2009-06-17,26.8471
2009-06-18,26.0908
2009-06-19,25.8201
2009-06-22,24.6019
2009-06-23,24.6975
2009-06-24,24.9841
2009-06-25,25.5016
2009-06-26,25.4299
2009-06-29,25.5096
2009-06-30,25.3901
2009-07-01,25.6847
2009-07-02,24.8089
2009-07-06,24.2596
2009-07-07,24.0924
2009-07-08,24.4984
2009-07-09,25.0159
2009-07-10,25.6369
2009-07-13,25.7166
2009-07-14,25.7404
2009-07-15,26.9029
2009-07-16,27.5876
2009-07-17,27.8583
2009-07-20,28.3041
2009-07-21,27.7627
2009-07-22,27.6274
2009-07-23,29.1401
2009-07-24,28.2882
2009-07-27,27.9459
2009-07-28,28.5589
2009-07-29,28.3041
2009-07-30,28.2564
2009-07-31,28.3439
2009-08-03,29.0924
2009-08-04,28.9252
2009-08-05,28.7261
2009-08-06,28.5589
2009-08-07,28.9172
2009-08-10,28.1768
2009-08-11,27.7468
2009-08-12,28.6067
2009-08-13,28.7022
2009-08-14,28.3439
2009-08-17,27.1099
2009-08-18,27.4682
2009-08-19,27.699
2009-08-20,27.6672
2009-08-21,28.1688
2009-08-24,28.0096
2009-08-25,28.3121
2009-08-26,28.5908
2009-08-27,28.8854
2009-08-28,28.5908
2009-08-31,28.3917
2009-09-01,27.6672
2009-09-02,27.5637
2009-09-03,27.7866
2009-09-04,28.6783
2009-09-08,28.4793
2009-09-09,28.6226
2009-09-10,28.9331
2009-09-11,28.7659
2009-09-14,29.3392
2009-09-15,29.164
2009-09-16,29.8806
2009-09-17,30.2548
2009-09-18,29.6338
2009-09-21,29.4427
2009-09-22,29.4745
2009-09-23,28.7739
2009-09-24,29.9761
2009-09-25,29.7771
2009-09-28,30.7245
2009-09-29,30.629
2009-09-30,31.2341
2009-10-01,30.3185
2009-10-02,30.215
2009-10-05,31.2182
2009-10-06,31.9108
2009-10-07,31.5048
2009-10-08,32.8344
2009-10-09,33.2404
2009-10-12,33.9809
2009-10-13,34.0287
2009-10-14,33.5828
2009-10-15,33.8615
2009-10-16,33.4076
2009-10-19,33.7102
2009-10-20,33.129
2009-10-21,32.9299
2009-10-22,31.6561
2009-10-23,31.3217
2009-10-26,30.9634
2009-10-27,30.5812
2009-10-28,29.8567
2009-10-29,30.5414
2009-10-30,29.2675
2009-11-02,29.7293
2009-11-03,30.3344
2009-11-04,29.6815
2009-11-05,30.5255
2009-11-06,30.9554
2009-11-09,31.3933
2009-11-10,31.051
2009-11-11,31.2022
2009-11-12,30.7962
2009-11-13,31.3774
2009-11-16,31.258
2009-11-17,31.5605
2009-11-18,31.1067
2009-11-19,30.3424
2009-11-20,30.1274
2009-11-23,30.7564
2009-11-24,30.3583
2009-11-25,30.8201
2009-11-27,30.1592
2009-11-30,30.3981
2009-12-01,30.9236
2009-12-02,30.9793
2009-12-03,30.6688
2009-12-04,31.4252
2009-12-07,31.051
2009-12-08,30.4618
2009-12-09,30.621
2009-12-10,30.844
2009-12-11,30.4777
2009-12-14,30.8121
2009-12-15,30.844
2009-12-16,31.5287
2009-12-17,30.9236
2009-12-18,31.4013
2009-12-21,32.0382
2009-12-22,32.6354
2009-12-23,33.4952
2009-12-24,33.5589
2009-12-28,33.6943
2009-12-29,33.6067
2009-12-30,33.5828
2009-12-31,33.129
2010-01-04,34.1083
2010-01-05,34.1322
2010-01-06,33.9968
2010-01-07,33.965
2010-01-08,34.8885
2010-01-11,33.8296
2010-01-12,33.4395
2010-01-13,33.8296
2010-01-14,34.2914
2010-01-15,34.4108
2010-01-19,34.9682
2010-01-20,34.164
2010-01-21,34.0844
2010-01-22,32.9618
2010-01-25,32.7627
2010-01-26,33.5032
2010-01-27,33.4236
2010-01-28,34.0048
2010-01-29,33.0812
2010-02-01,33.6863
2010-02-02,33.7182
2010-02-03,33.8057
2010-02-04,32.9459
2010-02-05,33.2723
2010-02-08,33.5271
2010-02-09,34.3869
2010-02-10,34.1561
2010-02-11,34.2914
2010-02-12,34.3631
2010-02-16,34.7293
2010-02-17,34.9443
2010-02-18,35.9554
2010-02-19,35.621
2010-02-22,35.1194
2010-02-23,34.9602
2010-02-24,34.8328
2010-02-25,34.0924
2010-02-26,34.2436
2010-03-01,34.8328
2010-03-02,34.4904
2010-03-03,34.9204
2010-03-04,35.0239
2010-03-05,35.5175
2010-03-08,35.8201
2010-03-09,36.6083
2010-03-10,37.1178
2010-03-11,37.6274
2010-03-12,38.2803
2010-03-15,39.0127
2010-03-16,38.9729
2010-03-17,37.7627
2010-03-18,38.2643
2010-03-19,38.4873
2010-03-22,38.3678
2010-03-23,38.2166
2010-03-24,38.6385
2010-03-25,38.2484
2010-03-26,38.2882
2010-03-29,38.2006
2010-03-30,38.2086
2010-03-31,37.7946
2010-04-01,37.3408
2010-04-05,37.6752
2010-04-06,37.6194
2010-04-07,37.5876
2010-04-08,37.4363
2010-04-09,38.4156
2010-04-12,38.8296
2010-04-13,38.2643
2010-04-14,38.2564
2010-04-15,38.7182
2010-04-16,38.5908
2010-04-19,37.9936
2010-04-20,39.3631
2010-04-21,39.6736
2010-04-22,38.4554
2010-04-23,38.5748
2010-04-26,38.9172
2010-04-27,37.8264
2010-04-28,38.0016
2010-04-29,38.0414
2010-04-30,37.4443
2010-05-03,38.1369
2010-05-04,37.2373
2010-05-05,36.6162
2010-05-06,35.3901
2010-05-07,34.7293
2010-05-10,37.3885
2010-05-11,37.1417
2010-05-12,37.9299
2010-05-13,38.2404
2010-05-14,37.0303
2010-05-17,36.8631
2010-05-18,36.043
2010-05-19,35.629
2010-05-20,35.0318
2010-05-21,35.5653
2010-05-24,35.1354
2010-05-25,34.3631
2010-05-26,34.1083
2010-05-27,35.0717
2010-05-28,34.7213
2010-06-01,34.3631
2010-06-02,35.3583
2010-06-03,35.7166
2010-06-04,34.4745
2010-06-07,33.9252
2010-06-08,33.3758
2010-06-09,33.9809
2010-06-10,34.8567
2010-06-11,35.008
2010-06-14,34.9283
2010-06-15,35.8439
2010-06-16,35.8917
2010-06-17,36.4172
2010-06-18,36.6959
2010-06-21,36.7914
2010-06-22,36.242
2010-06-23,36.242
2010-06-24,35.3185
2010-06-25,35.9236
2010-06-28,35.5334
2010-06-29,34.1162
2010-06-30,33.6226
2010-07-01,34.0685
2010-07-02,33.5271
2010-07-06,34.3631
2010-07-07,35.422
2010-07-08,35.5892
2010-07-09,35.5255
2010-07-12,35.8599
2010-07-13,36.3694
2010-07-14,36.6083
2010-07-15,37.1258
2010-07-16,36.1147
2010-07-19,36.8631
2010-07-20,37.0382
2010-07-21,35.836
2010-07-22,37.1178
2010-07-23,38.0971
2010-07-26,38.1369
2010-07-27,38.2245
2010-07-28,37.6831
2010-07-29,45.1194
2010-07-30,43.8057
2010-08-02,44.4506
2010-08-03,45.008
2010-08-04,46.1783
2010-08-05,45.9156
2010-08-06,46.4331
2010-08-09,46.449
2010-08-10,46.0828
2010-08-11,44.4586
2010-08-12,44.7611
2010-08-13,45.1911
2010-08-16,45.3742
2010-08-17,46.6003
2010-08-18,46.7516
2010-08-19,46.1306
2010-08-20,47.1417
2010-08-23,46.4252
2010-08-24,46.5207
2010-08-25,46.0908
2010-08-26,46.3376
2010-08-27,46.7197
2010-08-30,46.2261
2010-08-31,46.1306
2010-09-01,48.0733
2010-09-02,48.9809
2010-09-03,49.3153
2010-09-07,49.0924
2010-09-08,50.5733
2010-09-09,49.992
2010-09-10,50.7086
2010-09-13,52.293
2010-09-14,53.6624
2010-09-15,53.3121
2010-09-16,53.3678
2010-09-17,54.3073
2010-09-20,55.8041
2010-09-21,55.1035
2010-09-22,53.5669
2010-09-23,54.4825
2010-09-24,56.1704
2010-09-27,55.3185
2010-09-28,56.5764
2010-09-29,55.8997
2010-09-30,54.3312
2010-10-01,54.0924
2010-10-04,53.6704
2010-10-05,55.7325
2010-10-06,47.8901
2010-10-07,48.1369
2010-10-08,47.5
2010-10-11,44.3392
2010-10-12,45.7325
2010-10-13,46.7436
2010-10-14,46.9108
2010-10-15,47.1258
2010-10-18,46.6003
2010-10-19,45.1911
2010-10-20,45.1592
2010-10-21,46.5127
2010-10-22,48.4076
2010-10-25,48.8694
2010-10-26,50.2866
2010-10-27,51.9984
2010-10-28,51.5605
2010-10-29,51.0589
2010-11-01,51.1226
2010-11-02,52.1019
2010-11-03,52.0462
2010-11-04,52.4841
2010-11-05,51.9984
2010-11-08,52.0541
2010-11-09,51.449
2010-11-10,52.8583
2010-11-11,53.1847
2010-11-12,51.5844
2010-11-15,50.8917
2010-11-16,49.5701
2010-11-17,50.4857
2010-11-18,51.7038
2010-11-19,52.492
2010-11-22,54.1561
2010-11-23,52.7866
2010-11-24,54.6417
2010-11-26,54.7293
2010-11-29,53.6465
2010-11-30,52.8901
2010-12-01,54.8567
2010-12-02,55.4299
2010-12-03,55.9395
2010-12-06,55.3822
2010-12-07,56.4331
2010-12-08,55.9634
2010-12-09,55.8917
2010-12-10,56.4331
2010-12-13,55.0
2010-12-14,54.5701
2010-12-15,53.8854
2010-12-16,55.0717
2010-12-17,55.1035
2010-12-20,54.8408
2010-12-21,55.5334
2010-12-22,54.4984
2010-12-23,54.6736
2010-12-27,55.0
2010-12-28,54.5382
2010-12-29,54.6975
2010-12-30,54.4427
2010-12-31,54.4666
2011-01-03,54.1083
2011-01-04,53.3997
2011-01-05,54.1083
2011-01-06,54.8567
2011-01-07,54.4745
2011-01-10,55.5255
2011-01-11,54.1242
2011-01-12,54.2118
2011-01-13,53.8774
2011-01-14,54.1799
2011-01-18,54.0526
2011-01-19,53.9729
2011-01-20,52.0382
2011-01-21,51.9347
2011-01-24,51.5127
2011-01-25,49.3233
2011-01-26,50.5653
2011-01-27,51.6162
2011-01-28,50.7643
2011-01-31,50.3025
2011-02-01,51.7994
2011-02-02,52.3726
2011-02-03,51.8949
2011-02-04,52.8662
2011-02-07,52.8105
2011-02-08,52.285
2011-02-09,51.8869
2011-02-10,54.6417
2011-02-11,55.5812
2011-02-14,57.9379
2011-02-15,57.2452
2011-02-16,57.6592
2011-02-17,57.6433
2011-02-18,57.8264
2011-02-22,55.2548
2011-02-23,53.6943
2011-02-24,54.3312
2011-02-25,56.4729
2011-02-28,55.8599
2011-03-01,54.6178
2011-03-02,55.6529
2011-03-03,56.1306
2011-03-04,57.2293
2011-03-07,56.6879
2011-03-08,57.715
2011-03-09,57.9618
2011-03-10,56.051
2011-03-11,57.1178
2011-03-14,56.5764
2011-03-15,55.207
2011-03-16,53.9331
2011-03-17,53.9491
2011-03-18,53.0573
2011-03-21,54.4029
2011-03-22,53.2166
2011-03-23,54.0764
2011-03-24,55.9952
2011-03-25,55.844
2011-03-28,55.422
2011-03-29,55.7643
2011-03-30,57.5159
2011-03-31,58.4873
2011-04-01,59.9204
2011-04-04,60.0398
2011-04-05,60.2309
2011-04-06,58.2643
2011-04-07,59.0048
2011-04-08,58.4554
2011-04-11,59.6019
2011-04-12,58.6385
2011-04-13,59.5621
2011-04-14,58.9729
2011-04-15,59.2834
2011-04-18,57.914
2011-04-19,57.7946
2011-04-20,60.414
2011-04-21,60.8041
2011-04-25,61.9984
2011-04-26,61.457
2011-04-27,61.9666
2011-04-28,67.9698
2011-04-29,67.1497
2011-05-02,65.7325
2011-05-03,64.8169
2011-05-04,64.164
2011-05-05,64.5701
2011-05-06,65.0955
2011-05-09,65.0
2011-05-10,66.7914
2011-05-11,65.5573
2011-05-12,66.8631
2011-05-13,66.664
2011-05-16,64.6019
2011-05-17,64.9363
2011-05-18,65.9315
2011-05-19,66.1147
2011-05-20,67.1019
2011-05-23,65.3662
2011-05-24,65.008
2011-05-25,65.637
2011-05-26,68.7818
2011-05-27,69.3949
2011-05-31,69.7611
2011-06-01,67.5398
2011-06-02,68.551
2011-06-03,66.5287
2011-06-06,65.4061
2011-06-07,65.2707
2011-06-08,63.9411
2011-06-09,64.8806
2011-06-10,63.7022
2011-06-13,63.535
2011-06-14,64.9204
2011-06-15,61.6401
2011-06-16,60.3583
2011-06-17,59.0685
2011-06-20,59.5462
2011-06-21,61.4729
2011-06-22,60.5892
2011-06-23,61.4252
2011-06-24,60.7006
2011-06-27,62.8503
2011-06-28,63.1369
2011-06-29,62.3408
2011-06-30,63.6943
2011-07-01,64.3153
2011-07-05,64.5382
2011-07-06,65.4618
2011-07-07,65.836
2011-07-08,66.0669
2011-07-11,63.0494
2011-07-12,60.8041
2011-07-13,60.414
2011-07-14,59.2357
2011-07-15,60.8838
2011-07-18,59.8567
2011-07-19,61.6481
2011-07-20,59.9443
2011-07-21,58.8217
2011-07-22,59.9283
2011-07-25,59.2994
2011-07-26,59.3233
2011-07-27,56.4809
2011-07-28,57.9777
2011-07-29,57.3567
2011-08-01,56.4252
2011-08-02,55.1911
2011-08-03,56.3933
2011-08-04,52.0223
2011-08-05,51.2819
2011-08-08,46.3217
2011-08-09,49.2834
2011-08-10,47.1895
2011-08-11,49.1561
2011-08-12,48.3678
2011-08-15,49.371
2011-08-16,47.5
2011-08-17,46.7357
2011-08-18,41.3694
2011-08-19,40.0557
2011-08-22,41.2182
2011-08-23,43.3599
2011-08-24,43.8535
2011-08-25,42.8424
2011-08-26,43.957
2011-08-29,45.9634
2011-08-30,46.4252
2011-08-31,48.1131
2011-09-01,47.2691
2011-09-02,45.6608
2011-09-06,44.6975
2011-09-07,46.1465
2011-09-08,44.8328
2011-09-09,42.6592
2011-09-12,43.5669
2011-09-13,43.9013
2011-09-14,45.0557
2011-09-15,45.9793
2011-09-16,46.3694
2011-09-19,44.6258
2011-09-20,43.6624
2011-09-21,43.7898
2011-09-22,41.5525
2011-09-23,42.293
2011-09-26,44.2516
2011-09-27,46.1385
2011-09-28,45.8678
2011-09-29,45.2707
2011-09-30,43.4156
2011-10-03,42.1576
2011-10-04,44.5541
2011-10-05,44.5541
2011-10-06,44.2994
2011-10-07,43.742
2011-10-10,46.1783
2011-10-11,48.7182
2011-10-12,49.4586
2011-10-13,49.6338
2011-10-14,50.1752
2011-10-17,49.5303
2011-10-18,51.3535
2011-10-19,51.0987
2011-10-20,50.9634
2011-10-21,51.3057
2011-10-24,52.6433
2011-10-25,51.9825
2011-10-26,51.1306
2011-10-27,59.992
2011-10-28,58.4156
2011-10-31,57.9857
2011-11-01,55.8201
2011-11-02,56.9745
2011-11-03,59.3392
2011-11-04,59.1003
2011-11-07,58.5908
2011-11-08,59.1401
2011-11-09,56.3535
2011-11-10,56.6003
2011-11-11,58.9092
2011-11-14,59.379
2011-11-15,60.4697
2011-11-16,59.9443
2011-11-17,57.6831
2011-11-18,56.1624
2011-11-21,54.8806
2011-11-22,54.2755
2011-11-23,52.1338
2011-11-25,51.3296
2011-11-28,54.4506
2011-11-29,52.7946
2011-11-30,56.8392
2011-12-01,56.8073
2011-12-02,56.3535
2011-12-05,58.129
2011-12-06,58.3041
2011-12-07,57.4363
2011-12-08,55.5892
2011-12-09,56.7357
2011-12-12,54.7771
2011-12-13,52.8424
2011-12-14,50.8997
2011-12-15,50.8678
2011-12-16,51.0191
2011-12-19,48.9809
2011-12-20,50.4618
2011-12-21,46.5446
2011-12-22,48.8217
2011-12-23,49.3949
2011-12-27,49.3471
2011-12-28,48.3917
2011-12-29,48.8376
2011-12-30,48.3439
2012-01-03,49.3312
2012-01-04,49.2596
2012-01-05,50.6768
2012-01-06,49.379
2012-01-09,49.6019
2012-01-10,51.043
2012-01-11,51.8073
2012-01-12,52.1019
2012-01-13,51.6322
2012-01-17,52.285
2012-01-18,53.7898
2012-01-19,55.2389
2012-01-20,54.2357
2012-01-23,54.2357
2012-01-24,54.0127
2012-01-25,53.8296
2012-01-26,51.7516
2012-01-27,51.8631
2012-01-30,51.7834
2012-01-31,51.9108
2012-02-01,52.9697
2012-02-02,53.5669
2012-02-03,54.7611
2012-02-06,55.2866
2012-02-07,56.2819
2012-02-08,56.7755
2012-02-09,57.3089
2012-02-10,56.8949
2012-02-13,58.6147
2012-02-14,58.8137
2012-02-15,59.0446
2012-02-16,60.1513
2012-02-17,59.5303
2012-02-21,58.6147
2012-02-22,58.3838
2012-02-23,58.742
2012-02-24,59.8408
2012-02-27,59.9045
2012-02-28,59.594
2012-02-29,59.5064
2012-03-01,60.7166
2012-03-02,60.0557
2012-03-05,58.5271
2012-03-06,57.1815
2012-03-07,57.1815
2012-03-08,59.9124
2012-03-09,60.7245
2012-03-12,61.4809
2012-03-13,63.4634
2012-03-14,62.293
2012-03-15,63.0494
2012-03-16,62.2611
2012-03-19,62.2611
2012-03-20,61.1545
2012-03-21,62.4761
2012-03-22,62.4682
2012-03-23,61.8471
2012-03-26,64.0924
2012-03-27,63.1847
2012-03-28,62.4204
2012-03-29,62.4045
2012-03-30,62.8264
2012-04-02,63.6545
2012-04-03,63.2803
2012-04-04,62.1178
2012-04-05,62.3248
2012-04-09,60.3264
2012-04-10,58.6863
2012-04-11,58.957
2012-04-12,59.6019
2012-04-13,59.8089
2012-04-16,60.1592
2012-04-17,62.078
2012-04-18,62.2452
2012-04-19,62.2611
2012-04-20,61.9268
2012-04-23,61.1863
2012-04-24,59.3312
2012-04-25,61.4411
2012-04-26,69.0764
2012-04-27,68.2962
