CTAS,Date
0.6677544713020325,1983-08-19
0.6726282238960266,1983-08-22
0.6726282238960266,1983-08-23
0.6775028109550476,1983-08-24
0.6872508525848389,1983-08-25
0.6969993710517883,1983-08-26
0.7116214632987976,1983-08-29
0.7457405924797058,1983-08-30
0.7457405924797058,1983-08-31
0.740866482257843,1983-09-01
0.740866482257843,1983-09-02
0.740866482257843,1983-09-06
0.7359921336174011,1983-09-07
0.7359921336174011,1983-09-08
0.740866482257843,1983-09-09
0.740866482257843,1983-09-12
0.740866482257843,1983-09-13
0.740866482257843,1983-09-14
0.7311180233955383,1983-09-15
0.7311180233955383,1983-09-16
0.7311180233955383,1983-09-19
0.7311180233955383,1983-09-20
0.740866482257843,1983-09-21
0.740866482257843,1983-09-22
0.740866482257843,1983-09-23
0.740866482257843,1983-09-26
0.740866482257843,1983-09-27
0.740866482257843,1983-09-28
0.7603622674942017,1983-09-29
0.7701104879379272,1983-09-30
0.779859185218811,1983-10-03
0.779859185218811,1983-10-04
0.7847337126731873,1983-10-05
0.7847337126731873,1983-10-06
0.7847337126731873,1983-10-07
0.7847337126731873,1983-10-10
0.7847337126731873,1983-10-11
0.779859185218811,1983-10-12
0.779859185218811,1983-10-13
0.7749853134155273,1983-10-14
0.7944811582565308,1983-10-17
0.8529708385467529,1983-10-18
0.8870900273323059,1983-10-19
0.8870900273323059,1983-10-20
0.8773412704467773,1983-10-21
0.857844889163971,1983-10-24
0.8675934672355652,1983-10-25
0.8480964303016663,1983-10-26
0.7993558645248413,1983-10-27
0.7944811582565308,1983-10-28
0.7944811582565308,1983-10-31
0.7944811582565308,1983-11-01
0.7896074056625366,1983-11-02
0.7896074056625366,1983-11-03
0.7896074056625366,1983-11-04
0.7896074056625366,1983-11-07
0.7896074056625366,1983-11-08
0.7944811582565308,1983-11-09
0.8188526034355164,1983-11-10
0.8188526034355164,1983-11-11
0.8188526034355164,1983-11-14
0.8188526034355164,1983-11-15
0.8334742188453674,1983-11-16
0.8432224988937378,1983-11-17
0.8432224988937378,1983-11-18
0.8529708385467529,1983-11-21
0.8529708385467529,1983-11-22
0.8529708385467529,1983-11-23
0.857844889163971,1983-11-25
0.857844889163971,1983-11-28
0.9017119407653809,1983-11-29
0.9065862894058228,1983-11-30
0.9114602208137512,1983-12-01
0.9065862894058228,1983-12-02
0.9017119407653809,1983-12-05
0.8968381285667419,1983-12-06
0.8968381285667419,1983-12-07
0.8773412704467773,1983-12-08
0.8773412704467773,1983-12-09
0.8822152614593506,1983-12-12
0.8773412704467773,1983-12-13
0.8724676370620728,1983-12-14
0.8724676370620728,1983-12-15
0.8724676370620728,1983-12-16
0.8675934672355652,1983-12-19
0.8675934672355652,1983-12-20
0.8675934672355652,1983-12-21
0.8675934672355652,1983-12-22
0.8675934672355652,1983-12-23
0.8627195358276367,1983-12-27
0.8480964303016663,1983-12-28
0.8334742188453674,1983-12-29
0.8334742188453674,1983-12-30
0.8334742188453674,1984-01-03
0.8334742188453674,1984-01-04
0.8383481502532959,1984-01-05
0.8383481502532959,1984-01-06
0.8383481502532959,1984-01-09
0.8480964303016663,1984-01-10
0.8773412704467773,1984-01-11
0.8773412704467773,1984-01-12
0.8773412704467773,1984-01-13
0.8919639587402344,1984-01-16
0.8919639587402344,1984-01-17
0.8968381285667419,1984-01-18
0.8968381285667419,1984-01-19
0.8968381285667419,1984-01-20
0.8968381285667419,1984-01-23
0.8968381285667419,1984-01-24
0.9017119407653809,1984-01-25
0.8968381285667419,1984-01-26
0.8968381285667419,1984-01-27
0.8968381285667419,1984-01-30
0.8968381285667419,1984-01-31
0.8968381285667419,1984-02-01
0.8968381285667419,1984-02-02
0.8773412704467773,1984-02-03
0.8675934672355652,1984-02-06
0.8627195358276367,1984-02-07
0.8383481502532959,1984-02-08
0.7993558645248413,1984-02-09
0.8091042041778564,1984-02-10
0.8091042041778564,1984-02-13
0.8188526034355164,1984-02-14
0.8188526034355164,1984-02-15
0.8188526034355164,1984-02-16
0.8188526034355164,1984-02-17
0.8188526034355164,1984-02-21
0.8188526034355164,1984-02-22
0.7896074056625366,1984-02-23
0.7847337126731873,1984-02-24
0.7993558645248413,1984-02-27
0.7749853134155273,1984-02-28
0.7749853134155273,1984-02-29
0.7749853134155273,1984-03-01
0.7749853134155273,1984-03-02
0.7847337126731873,1984-03-05
0.7847337126731873,1984-03-06
0.7701104879379272,1984-03-07
0.7701104879379272,1984-03-08
0.7701104879379272,1984-03-09
0.7847337126731873,1984-03-12
0.7701104879379272,1984-03-13
0.7847337126731873,1984-03-14
0.779859185218811,1984-03-15
0.8091042041778564,1984-03-16
0.8091042041778564,1984-03-19
0.8383481502532959,1984-03-20
0.8432224988937378,1984-03-21
0.8286004066467285,1984-03-22
0.8286004066467285,1984-03-23
0.804229736328125,1984-03-26
0.7993558645248413,1984-03-27
0.7993558645248413,1984-03-28
0.7993558645248413,1984-03-29
0.7944811582565308,1984-03-30
0.7944811582565308,1984-04-02
0.804229736328125,1984-04-03
0.8237260580062866,1984-04-04
0.8139776587486267,1984-04-05
0.8091042041778564,1984-04-06
0.7993558645248413,1984-04-09
0.7993558645248413,1984-04-10
0.7993558645248413,1984-04-11
0.8091042041778564,1984-04-12
0.8091042041778564,1984-04-13
0.7993558645248413,1984-04-16
0.7896074056625366,1984-04-17
0.7993558645248413,1984-04-18
0.7993558645248413,1984-04-19
0.7896074056625366,1984-04-23
0.7993558645248413,1984-04-24
0.8139776587486267,1984-04-25
0.8091042041778564,1984-04-26
0.8091042041778564,1984-04-27
0.8188526034355164,1984-04-30
0.8432224988937378,1984-05-01
0.8968381285667419,1984-05-02
0.8675934672355652,1984-05-03
0.8675934672355652,1984-05-04
0.8724676370620728,1984-05-07
0.8675934672355652,1984-05-08
0.8773412704467773,1984-05-09
0.8724676370620728,1984-05-10
0.8724676370620728,1984-05-11
0.8724676370620728,1984-05-14
0.8724676370620728,1984-05-15
0.8724676370620728,1984-05-16
0.8724676370620728,1984-05-17
0.8675934672355652,1984-05-18
0.8627195358276367,1984-05-21
0.8627195358276367,1984-05-22
0.8627195358276367,1984-05-23
0.8675934672355652,1984-05-24
0.8627195358276367,1984-05-25
0.8724676370620728,1984-05-29
0.857844889163971,1984-05-30
0.857844889163971,1984-05-31
0.8480964303016663,1984-06-01
0.8529708385467529,1984-06-04
0.8529708385467529,1984-06-05
0.8480964303016663,1984-06-06
0.8383481502532959,1984-06-07
0.8432224988937378,1984-06-08
0.8383481502532959,1984-06-11
0.8383481502532959,1984-06-12
0.8383481502532959,1984-06-13
0.8383481502532959,1984-06-14
0.8286004066467285,1984-06-15
0.8286004066467285,1984-06-18
0.8286004066467285,1984-06-19
0.8383481502532959,1984-06-20
0.8286004066467285,1984-06-21
0.8188526034355164,1984-06-22
0.8091042041778564,1984-06-25
0.8091042041778564,1984-06-26
0.8188526034355164,1984-06-27
0.8237260580062866,1984-06-28
0.857844889163971,1984-06-29
0.857844889163971,1984-07-02
0.857844889163971,1984-07-03
0.8432224988937378,1984-07-05
0.8480964303016663,1984-07-06
0.8480964303016663,1984-07-09
0.8480964303016663,1984-07-10
0.8383481502532959,1984-07-11
0.8480964303016663,1984-07-12
0.8480964303016663,1984-07-13
0.8383481502532959,1984-07-16
0.8480964303016663,1984-07-17
0.8627195358276367,1984-07-18
0.8480964303016663,1984-07-19
0.8480964303016663,1984-07-20
0.8480964303016663,1984-07-23
0.8480964303016663,1984-07-24
0.857844889163971,1984-07-25
0.8480964303016663,1984-07-26
0.8529708385467529,1984-07-27
0.857844889163971,1984-07-30
0.8675934672355652,1984-07-31
0.8627195358276367,1984-08-01
0.8675934672355652,1984-08-02
0.8724676370620728,1984-08-03
0.8968381285667419,1984-08-06
0.9017119407653809,1984-08-07
0.9212085604667664,1984-08-08
0.9212085604667664,1984-08-09
0.9407050609588623,1984-08-10
0.9504537582397461,1984-08-13
0.9358307719230652,1984-08-14
0.9358307719230652,1984-08-15
0.9407050609588623,1984-08-16
0.9553277492523193,1984-08-17
0.9407050609588623,1984-08-20
0.9407050609588623,1984-08-21
0.9602019190788269,1984-08-22
0.9553277492523193,1984-08-23
0.9553277492523193,1984-08-24
0.9455786347389221,1984-08-27
0.9553277492523193,1984-08-28
0.9455786347389221,1984-08-29
0.9455786347389221,1984-08-30
0.9455786347389221,1984-08-31
0.9455786347389221,1984-09-04
0.9553277492523193,1984-09-05
0.9553277492523193,1984-09-06
0.9553277492523193,1984-09-07
0.9553277492523193,1984-09-10
0.9553277492523193,1984-09-11
0.9553277492523193,1984-09-12
0.9553277492523193,1984-09-13
0.9455786347389221,1984-09-14
0.9650755524635315,1984-09-17
0.9602019190788269,1984-09-18
0.9602019190788269,1984-09-19
0.9602019190788269,1984-09-20
0.9602019190788269,1984-09-21
0.9602019190788269,1984-09-24
0.9455786347389221,1984-09-25
0.9650755524635315,1984-09-26
0.9796976447105408,1984-09-27
0.984572172164917,1984-09-28
0.9943205714225769,1984-10-01
1.0040688514709473,1984-10-02
0.9943205714225769,1984-10-03
0.9943205714225769,1984-10-04
0.9943205714225769,1984-10-05
0.9943205714225769,1984-10-08
1.0089424848556519,1984-10-09
0.9943205714225769,1984-10-10
1.0089424848556519,1984-10-11
1.0089424848556519,1984-10-12
1.0089424848556519,1984-10-15
0.9943205714225769,1984-10-16
0.9943205714225769,1984-10-17
1.0040688514709473,1984-10-18
1.013816475868225,1984-10-19
1.0235650539398193,1984-10-22
1.0235650539398193,1984-10-23
1.0040688514709473,1984-10-24
1.013816475868225,1984-10-25
1.0089424848556519,1984-10-26
1.0089424848556519,1984-10-29
1.0089424848556519,1984-10-30
1.0089424848556519,1984-10-31
1.0089424848556519,1984-11-01
1.0089424848556519,1984-11-02
1.0089424848556519,1984-11-05
1.0284397602081299,1984-11-06
1.0284397602081299,1984-11-07
1.0235650539398193,1984-11-08
1.0284397602081299,1984-11-09
1.033313512802124,1984-11-12
1.013816475868225,1984-11-13
1.0186909437179565,1984-11-14
1.013816475868225,1984-11-15
1.013816475868225,1984-11-16
1.013816475868225,1984-11-19
1.013816475868225,1984-11-20
1.0186909437179565,1984-11-21
1.0430617332458496,1984-11-23
1.047936201095581,1984-11-26
1.047936201095581,1984-11-27
1.0430617332458496,1984-11-28
1.0430617332458496,1984-11-29
1.0430617332458496,1984-11-30
1.047936201095581,1984-12-03
1.0430617332458496,1984-12-04
1.033313512802124,1984-12-05
1.0430617332458496,1984-12-06
1.0284397602081299,1984-12-07
1.0284397602081299,1984-12-10
1.0186909437179565,1984-12-11
1.033313512802124,1984-12-12
1.033313512802124,1984-12-13
1.033313512802124,1984-12-14
1.0284397602081299,1984-12-17
1.0186909437179565,1984-12-18
1.0186909437179565,1984-12-19
1.0235650539398193,1984-12-20
1.0089424848556519,1984-12-21
1.0284397602081299,1984-12-24
1.0284397602081299,1984-12-26
1.0284397602081299,1984-12-27
1.0284397602081299,1984-12-28
1.0186909437179565,1984-12-31
1.0186909437179565,1985-01-02
1.013816475868225,1985-01-03
1.013816475868225,1985-01-04
1.0089424848556519,1985-01-07
1.013816475868225,1985-01-08
1.0089424848556519,1985-01-09
1.0089424848556519,1985-01-10
1.0089424848556519,1985-01-11
1.0186909437179565,1985-01-14
1.0186909437179565,1985-01-15
1.013816475868225,1985-01-16
1.013816475868225,1985-01-17
1.0089424848556519,1985-01-18
1.013816475868225,1985-01-21
0.9943205714225769,1985-01-22
0.9943205714225769,1985-01-23
0.9943205714225769,1985-01-24
1.0235650539398193,1985-01-25
1.0235650539398193,1985-01-28
1.0430617332458496,1985-01-29
1.0528098344802856,1985-01-30
1.0723061561584473,1985-01-31
1.0723061561584473,1985-02-01
1.0625580549240112,1985-02-04
1.0723061561584473,1985-02-05
1.0723061561584473,1985-02-06
1.1112991571426392,1985-02-07
1.1307957172393799,1985-02-08
1.1210476160049438,1985-02-11
1.1405436992645264,1985-02-12
1.1307957172393799,1985-02-13
1.1697887182235718,1985-02-14
1.1600408554077148,1985-02-15
1.1600408554077148,1985-02-19
1.179537296295166,1985-02-20
1.179537296295166,1985-02-21
1.1697887182235718,1985-02-22
1.179537296295166,1985-02-25
1.179537296295166,1985-02-26
1.189285159111023,1985-02-27
1.189285159111023,1985-02-28
1.208781361579895,1985-03-01
1.2282782793045044,1985-03-04
1.2282782793045044,1985-03-05
1.2282782793045044,1985-03-06
1.2282782793045044,1985-03-07
1.2282782793045044,1985-03-08
1.2282782793045044,1985-03-11
1.2282782793045044,1985-03-12
1.2477749586105347,1985-03-13
1.2282782793045044,1985-03-14
1.2477749586105347,1985-03-15
1.2185295820236206,1985-03-18
1.233151912689209,1985-03-19
1.2185295820236206,1985-03-20
1.2380263805389404,1985-03-21
1.2185295820236206,1985-03-22
1.2185295820236206,1985-03-25
1.2477749586105347,1985-03-26
1.2477749586105347,1985-03-27
1.2477749586105347,1985-03-28
1.2282782793045044,1985-03-29
1.2282782793045044,1985-04-01
1.2380263805389404,1985-04-02
1.2380263805389404,1985-04-03
1.2429002523422241,1985-04-04
1.2282782793045044,1985-04-08
1.2282782793045044,1985-04-09
1.2282782793045044,1985-04-10
1.2575232982635498,1985-04-11
1.2575232982635498,1985-04-12
1.2575232982635498,1985-04-15
1.2575232982635498,1985-04-16
1.2672717571258545,1985-04-17
1.2770190238952637,1985-04-18
1.2770190238952637,1985-04-19
1.2575232982635498,1985-04-22
1.2575232982635498,1985-04-23
1.2867670059204102,1985-04-24
1.2867670059204102,1985-04-25
1.2770190238952637,1985-04-26
1.2770190238952637,1985-04-29
1.2672717571258545,1985-04-30
1.2672717571258545,1985-05-01
1.2672717571258545,1985-05-02
1.2672717571258545,1985-05-03
1.2867670059204102,1985-05-06
1.2867670059204102,1985-05-07
1.2867670059204102,1985-05-08
1.2867670059204102,1985-05-09
1.2867670059204102,1985-05-10
1.296515703201294,1985-05-13
1.296515703201294,1985-05-14
1.3257602453231812,1985-05-15
1.296515703201294,1985-05-16
1.3257602453231812,1985-05-17
1.30626380443573,1985-05-20
1.335508942604065,1985-05-21
1.335508942604065,1985-05-22
1.30626380443573,1985-05-23
1.335508942604065,1985-05-24
1.3160125017166138,1985-05-28
1.3160125017166138,1985-05-29
1.3160125017166138,1985-05-30
1.3257602453231812,1985-05-31
1.3257602453231812,1985-06-03
1.3257602453231812,1985-06-04
1.3257602453231812,1985-06-05
1.3550056219100952,1985-06-06
