MDB,Date
295.5899963378906,2022-06-07
299.010009765625,2022-06-08
290.3800048828125,2022-06-09
268.7099914550781,2022-06-10
239.0,2022-06-13
241.0,2022-06-14
254.32000732421875,2022-06-15
235.00999450683594,2022-06-16
249.75,2022-06-17
269.54998779296875,2022-06-21
267.2300109863281,2022-06-22
290.6099853515625,2022-06-23
303.0899963378906,2022-06-24
298.8900146484375,2022-06-27
278.3500061035156,2022-06-28
276.7699890136719,2022-06-29
259.5,2022-06-30
269.010009765625,2022-07-01
304.42999267578125,2022-07-05
304.29998779296875,2022-07-06
315.4800109863281,2022-07-07
314.1600036621094,2022-07-08
310.8599853515625,2022-07-11
291.239990234375,2022-07-12
295.260009765625,2022-07-13
278.9100036621094,2022-07-14
277.4700012207031,2022-07-15
281.1700134277344,2022-07-18
284.32000732421875,2022-07-19
307.57000732421875,2022-07-20
317.92999267578125,2022-07-21
301.6099853515625,2022-07-22
289.42999267578125,2022-07-25
266.70001220703125,2022-07-26
289.9200134277344,2022-07-27
297.010009765625,2022-07-28
312.4700012207031,2022-07-29
318.0199890136719,2022-08-01
323.79998779296875,2022-08-02
339.30999755859375,2022-08-03
340.8800048828125,2022-08-04
356.8399963378906,2022-08-05
363.7099914550781,2022-08-08
358.17999267578125,2022-08-09
380.30999755859375,2022-08-10
368.760009765625,2022-08-11
379.1000061035156,2022-08-12
375.9200134277344,2022-08-15
374.4200134277344,2022-08-16
361.67999267578125,2022-08-17
353.5299987792969,2022-08-18
337.07000732421875,2022-08-19
329.760009765625,2022-08-22
326.260009765625,2022-08-23
338.6000061035156,2022-08-24
363.739990234375,2022-08-25
353.57000732421875,2022-08-26
332.07000732421875,2022-08-29
330.7200012207031,2022-08-30
322.8599853515625,2022-08-31
241.11000061035156,2022-09-01
244.8699951171875,2022-09-02
238.0,2022-09-06
246.7100067138672,2022-09-07
247.50999450683594,2022-09-08
268.6400146484375,2022-09-09
278.510009765625,2022-09-12
251.9199981689453,2022-09-13
