EL,Date
8.96734619140625,1997-07-18
8.788949966430664,1997-07-21
8.812739372253418,1997-07-22
8.82463264465332,1997-07-23
8.991129875183105,1997-07-24
8.943562507629395,1997-07-25
9.01491641998291,1997-07-28
8.717595100402832,1997-07-29
8.729487419128418,1997-07-30
8.765164375305176,1997-07-31
8.955452919006348,1997-08-01
8.91977310180664,1997-08-04
9.003021240234375,1997-08-05
9.074383735656738,1997-08-06
9.240884780883789,1997-08-07
9.145740509033203,1997-08-08
8.943562507629395,1997-08-11
9.336029052734375,1997-08-12
9.4668550491333,1997-08-13
9.49063777923584,1997-08-14
9.300349235534668,1997-08-15
9.324137687683105,1997-08-18
9.086275100708008,1997-08-19
9.110061645507812,1997-08-20
9.133842468261719,1997-08-21
9.038701057434082,1997-08-22
9.133842468261719,1997-08-25
9.086275100708008,1997-08-26
9.06248950958252,1997-08-27
9.038701057434082,1997-08-28
9.038701057434082,1997-08-29
9.240884780883789,1997-09-02
9.49063777923584,1997-09-03
9.37170696258545,1997-09-04
9.431171417236328,1997-09-05
9.66903305053711,1997-09-08
9.597678184509277,1997-09-09
9.423270225524902,1997-09-10
9.268400192260742,1997-09-11
9.053960800170898,1997-09-12
9.173091888427734,1997-09-15
8.911006927490234,1997-09-16
8.899093627929688,1997-09-17
8.744218826293945,1997-09-18
8.887181282043457,1997-09-19
8.934831619262695,1997-09-22
8.81570053100586,1997-09-23
8.851435661315918,1997-09-24
8.803787231445312,1997-09-25
8.851435661315918,1997-09-26
8.779964447021484,1997-09-29
8.81570053100586,1997-09-30
8.875266075134277,1997-10-01
8.851435661315918,1997-10-02
8.887181282043457,1997-10-03
8.946746826171875,1997-10-06
9.030136108398438,1997-10-07
8.887181282043457,1997-10-08
8.756133079528809,1997-10-09
8.756133079528809,1997-10-10
8.648914337158203,1997-10-13
8.601263999938965,1997-10-14
8.768047332763672,1997-10-15
8.672744750976562,1997-10-16
8.625089645385742,1997-10-17
8.696566581726074,1997-10-20
8.768047332763672,1997-10-21
8.51787281036377,1997-10-22
8.196216583251953,1997-10-23
8.077092170715332,1997-10-24
7.588649749755859,1997-10-27
8.577434539794922,1997-10-28
8.41065788269043,1997-10-29
8.25578498840332,1997-10-30
8.470222473144531,1997-10-31
8.494046211242676,1997-11-03
8.708481788635254,1997-11-04
8.648914337158203,1997-11-05
8.708481788635254,1997-11-06
8.613180160522461,1997-11-07
8.696566581726074,1997-11-10
8.73231029510498,1997-11-11
8.66082763671875,1997-11-12
8.637004852294922,1997-11-13
8.934831619262695,1997-11-14
9.280311584472656,1997-11-17
9.065876960754395,1997-11-18
9.304136276245117,1997-11-19
9.78066635131836,1997-11-20
10.257190704345703,1997-11-21
10.0189208984375,1997-11-24
10.114232063293457,1997-11-25
10.16187858581543,1997-11-26
10.209532737731934,1997-11-28
10.376317977905273,1997-12-01
10.423968315124512,1997-12-02
10.447794914245605,1997-12-03
10.221442222595215,1997-12-04
10.257190704345703,1997-12-05
10.233363151550293,1997-12-08
10.257190704345703,1997-12-09
10.36440372467041,1997-12-10
10.352493286132812,1997-12-11
10.309060096740723,1997-12-12
10.4164457321167,1997-12-15
10.320992469787598,1997-12-16
10.34485912322998,1997-12-17
10.034626960754395,1997-12-18
9.736331939697266,1997-12-19
9.52155876159668,1997-12-22
9.438041687011719,1997-12-23
9.390312194824219,1997-12-24
9.354517936706543,1997-12-26
9.795997619628906,1997-12-29
9.748261451721191,1997-12-30
9.819854736328125,1997-12-31
9.795997619628906,1998-01-02
9.939175605773926,1998-01-05
9.927242279052734,1998-01-06
9.664740562438965,1998-01-07
9.712469100952148,1998-01-08
9.557357788085938,1998-01-09
9.449970245361328,1998-01-12
9.640881538391113,1998-01-13
9.700541496276855,1998-01-14
9.59315013885498,1998-01-15
9.640881538391113,1998-01-16
10.046561241149902,1998-01-20
9.915308952331543,1998-01-21
9.652811050415039,1998-01-22
9.497699737548828,1998-01-23
9.52155876159668,1998-01-26
9.927242279052734,1998-01-27
10.499967575073242,1998-01-28
10.440305709838867,1998-01-29
10.488037109375,1998-01-30
11.168144226074219,1998-02-02
11.382920265197754,1998-02-03
11.239737510681152,1998-02-04
11.239737510681152,1998-02-05
11.215877532958984,1998-02-06
11.144282341003418,1998-02-09
11.239737510681152,1998-02-10
11.144282341003418,1998-02-11
11.156214714050293,1998-02-12
11.156214714050293,1998-02-13
11.215877532958984,1998-02-17
11.299397468566895,1998-02-18
11.406782150268555,1998-02-19
11.35905647277832,1998-02-20
11.20394229888916,1998-02-23
10.977237701416016,1998-02-24
10.893714904785156,1998-02-25
11.108487129211426,1998-02-26
11.168144226074219,1998-02-27
11.430646896362305,1998-03-02
11.538028717041016,1998-03-03
11.669283866882324,1998-03-04
11.633488655090332,1998-03-05
11.693148612976074,1998-03-06
11.895986557006836,1998-03-09
12.218144416809082,1998-03-10
12.063031196594238,1998-03-11
12.115126609802246,1998-03-12
12.377972602844238,1998-03-13
12.389925003051758,1998-03-16
12.449661254882812,1998-03-17
12.52134895324707,1998-03-18
12.557193756103516,1998-03-19
12.497455596923828,1998-03-20
12.485504150390625,1998-03-23
12.485504150390625,1998-03-24
12.808099746704102,1998-03-25
13.0470609664917,1998-03-26
12.867841720581055,1998-03-27
12.93952465057373,1998-03-30
12.975369453430176,1998-03-31
13.166537284851074,1998-04-01
13.644451141357422,1998-04-02
13.716132164001465,1998-04-03
13.692237854003906,1998-04-06
13.429387092590332,1998-04-07
13.369647026062012,1998-04-08
13.548863410949707,1998-04-09
13.596657752990723,1998-04-13
13.357702255249023,1998-04-14
13.501072883605957,1998-04-15
14.038728713989258,1998-04-16
13.967040061950684,1998-04-17
13.955099105834961,1998-04-20
13.978994369506836,1998-04-21
13.66834831237793,1998-04-22
13.763925552368164,1998-04-23
13.53691291809082,1998-04-24
13.214323997497559,1998-04-27
12.784201622009277,1998-04-28
12.52134895324707,1998-04-29
12.700571060180664,1998-04-30
13.178483009338379,1998-05-01
13.20237922668457,1998-05-04
12.951475143432617,1998-05-05
12.712515830993652,1998-05-06
12.604982376098633,1998-05-07
12.485504150390625,1998-05-08
12.616928100585938,1998-05-11
12.461609840393066,1998-05-12
12.389925003051758,1998-05-13
12.210704803466797,1998-05-14
12.10317611694336,1998-05-15
12.198759078979492,1998-05-18
12.091228485107422,1998-05-19
12.091228485107422,1998-05-20
12.234601974487305,1998-05-21
12.222655296325684,1998-05-22
11.983699798583984,1998-05-26
11.828374862670898,1998-05-27
12.10317611694336,1998-05-28
12.210704803466797,1998-05-29
11.900059700012207,1998-06-01
11.63720989227295,1998-06-02
11.720845222473145,1998-06-03
11.828374862670898,1998-06-04
12.01954174041748,1998-06-05
12.377972602844238,1998-06-08
12.425768852233887,1998-06-09
12.29433822631836,1998-06-10
12.179012298583984,1998-06-11
12.478105545043945,1998-06-12
12.454176902770996,1998-06-15
12.39435863494873,1998-06-16
12.238828659057617,1998-06-17
12.179012298583984,1998-06-18
12.011518478393555,1998-06-19
12.143122673034668,1998-06-22
12.549885749816895,1998-06-23
13.040392875671387,1998-06-24
12.980579376220703,1998-06-25
12.932723999023438,1998-06-26
13.088250160217285,1998-06-29
13.33948802947998,1998-06-30
13.33948802947998,1998-07-01
13.399304389953613,1998-07-02
13.279664993286133,1998-07-06
13.243775367736816,1998-07-07
12.94469165802002,1998-07-08
12.82504653930664,1998-07-09
12.753266334533691,1998-07-10
12.765231132507324,1998-07-13
13.016470909118652,1998-07-14
12.896832466125488,1998-07-15
12.908798217773438,1998-07-16
13.064325332641602,1998-07-17
12.980579376220703,1998-07-20
12.932723999023438,1998-07-21
12.657556533813477,1998-07-22
12.502028465270996,1998-07-23
12.406319618225098,1998-07-24
12.226865768432617,1998-07-27
12.274720191955566,1998-07-28
12.513997077941895,1998-07-29
12.502028465270996,1998-07-30
12.298650741577148,1998-07-31
12.155086517333984,1998-08-03
12.490068435668945,1998-08-04
12.05937671661377,1998-08-05
11.796174049377441,1998-08-06
11.640646934509277,1998-08-07
11.556904792785645,1998-08-10
11.353519439697266,1998-08-11
11.772244453430176,1998-08-12
11.736355781555176,1998-08-13
11.52100944519043,1998-08-14
11.68850326538086,1998-08-17
12.346505165100098,1998-08-18
12.20294189453125,1998-08-19
12.155086517333984,1998-08-20
12.023486137390137,1998-08-21
11.915806770324707,1998-08-24
11.963666915893555,1998-08-25
11.867955207824707,1998-08-26
11.676539421081543,1998-08-27
11.461191177368164,1998-08-28
11.269773483276367,1998-08-31
11.760282516479492,1998-09-01
11.341554641723633,1998-09-02
10.922826766967773,1998-09-03
10.56391716003418,1998-09-04
10.922826766967773,1998-09-08
10.396427154541016,1998-09-09
10.085371971130371,1998-09-10
10.137617111206055,1998-09-11
10.604955673217773,1998-09-14
10.305377006530762,1998-09-15
10.197532653808594,1998-09-16
9.742182731628418,1998-09-17
10.49710464477539,1998-09-18
10.16158390045166,1998-09-21
10.101668357849121,1998-09-22
10.545037269592285,1998-09-23
10.700815200805664,1998-09-24
10.72478199005127,1998-09-25
10.712799072265625,1998-09-28
10.49710464477539,1998-09-29
9.826055526733398,1998-09-30
9.981839179992676,1998-10-01
9.826055526733398,1998-10-02
9.622342109680176,1998-10-05
9.622342109680176,1998-10-06
9.406656265258789,1998-10-07
9.430619239807129,1998-10-08
9.658296585083008,1998-10-09
10.185551643371582,1998-10-12
10.24545955657959,1998-10-13
10.521072387695312,1998-10-14
11.371865272521973,1998-10-15
11.575575828552246,1998-10-16
11.599542617797852,1998-10-19
11.875151634216309,1998-10-20
11.791271209716797,1998-10-21
11.635491371154785,1998-10-22
11.611526489257812,1998-10-23
12.078862190246582,1998-10-26
12.462318420410156,1998-10-27
12.306538581848145,1998-10-28
12.378435134887695,1998-10-29
12.570167541503906,1998-10-30
12.594133377075195,1998-11-02
12.73792552947998,1998-11-03
12.80982494354248,1998-11-04
13.253195762634277,1998-11-05
12.989570617675781,1998-11-06
12.917670249938965,1998-11-09
13.612685203552246,1998-11-10
13.612685203552246,1998-11-11
14.12795352935791,1998-11-12
14.295722007751465,1998-11-13
14.163900375366211,1998-11-16
14.247783660888672,1998-11-17
14.523390769958496,1998-11-18
14.834945678710938,1998-11-19
14.727108001708984,1998-11-20
14.679167747497559,1998-11-23
14.607271194458008,1998-11-24
14.523390769958496,1998-11-25
14.427522659301758,1998-11-27
14.415545463562012,1998-11-30
14.271746635437012,1998-12-01
14.04407024383545,1998-12-02
13.876311302185059,1998-12-03
13.82838249206543,1998-12-04
14.235800743103027,1998-12-07
13.98415470123291,1998-12-08
14.10399055480957,1998-12-09
14.235800743103027,1998-12-10
13.8643217086792,1998-12-11
13.868645668029785,1998-12-14
14.048608779907227,1998-12-15
13.748676300048828,1998-12-16
13.988617897033691,1998-12-17
14.432511329650879,1998-12-18
14.684443473815918,1998-12-21
14.876405715942383,1998-12-22
15.260299682617188,1998-12-23
15.47625732421875,1998-12-24
15.692206382751465,1998-12-28
16.31605339050293,1998-12-29
16.172096252441406,1998-12-30
16.412033081054688,1998-12-31
16.028120040893555,1999-01-04
16.220073699951172,1999-01-05
15.956149101257324,1999-01-06
15.752193450927734,1999-01-07
15.776192665100098,1999-01-08
15.428269386291504,1999-01-11
15.64422607421875,1999-01-12
14.78042984008789,1999-01-13
15.080350875854492,1999-01-14
15.47625732421875,1999-01-15
15.63222599029541,1999-01-19
15.596227645874023,1999-01-20
15.428269386291504,1999-01-21
15.392276763916016,1999-01-22
15.272306442260742,1999-01-25
15.080350875854492,1999-01-26
15.428269386291504,1999-01-27
15.764190673828125,1999-01-28
15.752193450927734,1999-01-29
16.088111877441406,1999-02-01
16.184085845947266,1999-02-02
16.124099731445312,1999-02-03
15.944146156311035,1999-02-04
16.028120040893555,1999-02-05
15.980138778686523,1999-02-08
15.884157180786133,1999-02-09
15.944146156311035,1999-02-10
16.232074737548828,1999-02-11
16.220073699951172,1999-02-12
16.591991424560547,1999-02-16
16.627971649169922,1999-02-17
16.879924774169922,1999-02-18
17.035877227783203,1999-02-19
17.119857788085938,1999-02-22
16.735952377319336,1999-02-23
16.699962615966797,1999-02-24
16.747947692871094,1999-02-25
16.663978576660156,1999-02-26
17.02388572692871,1999-03-01
17.27582359313965,1999-03-02
17.1678466796875,1999-03-03
17.27582359313965,1999-03-04
17.647733688354492,1999-03-05
18.091629028320312,1999-03-08
17.88767433166504,1999-03-09
17.91167449951172,1999-03-10
18.05563735961914,1999-03-11
17.795787811279297,1999-03-12
17.51959800720215,1999-03-15
17.45956039428711,1999-03-16
17.471569061279297,1999-03-17
17.147357940673828,1999-03-18
17.231409072875977,1999-03-19
17.939878463745117,1999-03-22
17.72372817993164,1999-03-23
17.48357391357422,1999-03-24
17.843814849853516,1999-03-25
17.72372817993164,1999-03-26
17.495586395263672,1999-03-29
17.183372497558594,1999-03-30
18.156021118164062,1999-03-31
18.107990264892578,1999-04-01
18.011930465698242,1999-04-05
17.843814849853516,1999-04-06
18.20404815673828,1999-04-07
18.20404815673828,1999-04-08
18.035940170288086,1999-04-09
18.059955596923828,1999-04-12
18.083980560302734,1999-04-13
18.240074157714844,1999-04-14
17.651689529418945,1999-04-15
17.35149574279785,1999-04-16
16.619009017944336,1999-04-19
17.67570686340332,1999-04-20
18.071969985961914,1999-04-21
17.987903594970703,1999-04-22
18.25208282470703,1999-04-23
18.300119400024414,1999-04-26
18.840473175048828,1999-04-27
18.732397079467773,1999-04-28
18.948545455932617,1999-04-29
19.236730575561523,1999-04-30
19.224729537963867,1999-05-03
18.588300704956055,1999-05-04
18.62432861328125,1999-05-05
19.116662979125977,1999-05-06
18.31212615966797,1999-05-07
17.80778694152832,1999-05-10
17.735742568969727,1999-05-11
17.80778694152832,1999-05-12
18.456214904785156,1999-05-13
18.300119400024414,1999-05-14
17.843814849853516,1999-05-17
17.86783218383789,1999-05-18
17.819793701171875,1999-05-19
17.915864944458008,1999-05-20
17.62767791748047,1999-05-21
17.687715530395508,1999-05-24
17.615657806396484,1999-05-25
17.75975799560547,1999-05-26
17.603654861450195,1999-05-27
17.5316104888916,1999-05-28
17.579639434814453,1999-06-01
17.651689529418945,1999-06-02
17.74775505065918,1999-06-03
17.987903594970703,1999-06-04
17.795787811279297,1999-06-07
17.74775505065918,1999-06-08
17.435544967651367,1999-06-09
17.435544967651367,1999-06-10
17.507591247558594,1999-06-11
17.502782821655273,1999-06-14
17.59895133972168,1999-06-15
17.95958709716797,1999-06-16
17.839378356933594,1999-06-17
17.81532859802246,1999-06-18
17.71916389465332,1999-06-21
17.64704132080078,1999-06-22
17.935548782348633,1999-06-23
18.031715393066406,1999-06-24
18.22405242919922,1999-06-25
18.27212905883789,1999-06-28
18.248098373413086,1999-06-29
19.28191375732422,1999-06-30
19.137657165527344,1999-07-01
19.233829498291016,1999-07-02
19.69062614440918,1999-07-06
20.219552993774414,1999-07-07
19.714675903320312,1999-07-08
19.931055068969727,1999-07-09
20.14743995666504,1999-07-12
20.219552993774414,1999-07-13
21.18125343322754,1999-07-14
21.37359046936035,1999-07-15
21.541889190673828,1999-07-16
21.27742576599121,1999-07-19
20.58019256591797,1999-07-20
20.099349975585938,1999-07-21
19.786808013916016,1999-07-22
19.594463348388672,1999-07-23
19.28191375732422,1999-07-26
18.849157333374023,1999-07-27
