ANET,Date
19.174999237060547,2014-11-17
19.200000762939453,2014-11-18
19.25,2014-11-19
18.795000076293945,2014-11-20
18.537500381469727,2014-11-21
18.235000610351562,2014-11-24
18.434999465942383,2014-11-25
19.037500381469727,2014-11-26
18.967500686645508,2014-11-28
17.895000457763672,2014-12-01
17.354999542236328,2014-12-02
18.157499313354492,2014-12-03
18.38249969482422,2014-12-04
17.059999465942383,2014-12-05
16.204999923706055,2014-12-08
16.547500610351562,2014-12-09
16.292499542236328,2014-12-10
16.975000381469727,2014-12-11
16.987499237060547,2014-12-12
16.84749984741211,2014-12-15
17.084999084472656,2014-12-16
16.81999969482422,2014-12-17
16.6924991607666,2014-12-18
16.63249969482422,2014-12-19
16.3174991607666,2014-12-22
16.174999237060547,2014-12-23
16.25,2014-12-24
16.3125,2014-12-26
15.392499923706055,2014-12-29
15.15999984741211,2014-12-30
15.1899995803833,2014-12-31
15.670000076293945,2015-01-02
15.949999809265137,2015-01-05
15.952500343322754,2015-01-06
16.28499984741211,2015-01-07
16.530000686645508,2015-01-08
16.604999542236328,2015-01-09
16.517499923706055,2015-01-12
16.3174991607666,2015-01-13
16.264999389648438,2015-01-14
15.802499771118164,2015-01-15
16.135000228881836,2015-01-16
16.36750030517578,2015-01-20
16.06999969482422,2015-01-21
15.875,2015-01-22
15.852499961853027,2015-01-23
16.087499618530273,2015-01-26
15.904999732971191,2015-01-27
16.357500076293945,2015-01-28
15.864999771118164,2015-01-29
15.779999732971191,2015-01-30
15.664999961853027,2015-02-02
15.677499771118164,2015-02-03
15.21500015258789,2015-02-04
15.125,2015-02-05
14.177499771118164,2015-02-06
15.0,2015-02-09
15.767499923706055,2015-02-10
15.3774995803833,2015-02-11
15.2475004196167,2015-02-12
15.732500076293945,2015-02-13
15.9975004196167,2015-02-17
16.295000076293945,2015-02-18
16.997499465942383,2015-02-19
17.125,2015-02-20
17.262500762939453,2015-02-23
16.587499618530273,2015-02-24
16.75749969482422,2015-02-25
17.1924991607666,2015-02-26
17.302499771118164,2015-02-27
17.267499923706055,2015-03-02
17.34749984741211,2015-03-03
16.854999542236328,2015-03-04
17.31999969482422,2015-03-05
16.97249984741211,2015-03-06
17.122499465942383,2015-03-09
17.0049991607666,2015-03-10
17.197500228881836,2015-03-11
17.232500076293945,2015-03-12
17.262500762939453,2015-03-13
17.88249969482422,2015-03-16
18.412500381469727,2015-03-17
18.5575008392334,2015-03-18
18.3125,2015-03-19
17.975000381469727,2015-03-20
18.162500381469727,2015-03-23
17.530000686645508,2015-03-24
17.18000030517578,2015-03-25
17.207500457763672,2015-03-26
16.969999313354492,2015-03-27
17.1299991607666,2015-03-30
17.63249969482422,2015-03-31
17.405000686645508,2015-04-01
16.502500534057617,2015-04-02
16.447500228881836,2015-04-06
16.540000915527344,2015-04-07
16.52750015258789,2015-04-08
16.407499313354492,2015-04-09
16.3125,2015-04-10
16.53499984741211,2015-04-13
16.579999923706055,2015-04-14
16.947500228881836,2015-04-15
16.417499542236328,2015-04-16
16.24250030517578,2015-04-17
16.267499923706055,2015-04-20
16.467500686645508,2015-04-21
16.5674991607666,2015-04-22
16.537500381469727,2015-04-23
16.59749984741211,2015-04-24
16.149999618530273,2015-04-27
16.427499771118164,2015-04-28
16.190000534057617,2015-04-29
16.002500534057617,2015-04-30
16.177499771118164,2015-05-01
16.162500381469727,2015-05-04
15.954999923706055,2015-05-05
15.882499694824219,2015-05-06
16.237499237060547,2015-05-07
16.450000762939453,2015-05-08
16.912500381469727,2015-05-11
16.462499618530273,2015-05-12
16.577499389648438,2015-05-13
17.227500915527344,2015-05-14
16.354999542236328,2015-05-15
16.9325008392334,2015-05-18
16.887500762939453,2015-05-19
16.8700008392334,2015-05-20
16.977500915527344,2015-05-21
17.217500686645508,2015-05-22
17.1875,2015-05-26
17.042499542236328,2015-05-27
17.262500762939453,2015-05-28
17.477500915527344,2015-05-29
17.452499389648438,2015-06-01
17.90250015258789,2015-06-02
18.712499618530273,2015-06-03
18.497499465942383,2015-06-04
19.272499084472656,2015-06-05
19.6825008392334,2015-06-08
19.94499969482422,2015-06-09
20.252500534057617,2015-06-10
20.084999084472656,2015-06-11
20.290000915527344,2015-06-12
20.809999465942383,2015-06-15
21.24250030517578,2015-06-16
21.43000030517578,2015-06-17
21.767499923706055,2015-06-18
21.677499771118164,2015-06-19
21.920000076293945,2015-06-22
21.864999771118164,2015-06-23
21.802499771118164,2015-06-24
21.34000015258789,2015-06-25
20.559999465942383,2015-06-26
20.239999771118164,2015-06-29
20.434999465942383,2015-06-30
20.459999084472656,2015-07-01
20.46500015258789,2015-07-02
20.204999923706055,2015-07-06
19.962499618530273,2015-07-07
19.372499465942383,2015-07-08
19.572500228881836,2015-07-09
20.13249969482422,2015-07-10
19.86750030517578,2015-07-13
20.387500762939453,2015-07-14
20.469999313354492,2015-07-15
20.982500076293945,2015-07-16
21.174999237060547,2015-07-17
21.014999389648438,2015-07-20
20.895000457763672,2015-07-21
21.299999237060547,2015-07-22
21.047500610351562,2015-07-23
21.18000030517578,2015-07-24
20.684999465942383,2015-07-27
20.1875,2015-07-28
20.102500915527344,2015-07-29
21.24250030517578,2015-07-30
21.11750030517578,2015-07-31
21.157499313354492,2015-08-03
20.735000610351562,2015-08-04
21.147499084472656,2015-08-05
20.395000457763672,2015-08-06
21.020000457763672,2015-08-07
20.8799991607666,2015-08-10
19.8799991607666,2015-08-11
20.087499618530273,2015-08-12
20.34749984741211,2015-08-13
20.200000762939453,2015-08-14
20.4950008392334,2015-08-17
19.969999313354492,2015-08-18
19.885000228881836,2015-08-19
18.522499084472656,2015-08-20
18.49250030517578,2015-08-21
17.905000686645508,2015-08-24
18.012500762939453,2015-08-25
18.667499542236328,2015-08-26
18.809999465942383,2015-08-27
19.092500686645508,2015-08-28
18.697500228881836,2015-08-31
17.977500915527344,2015-09-01
18.299999237060547,2015-09-02
18.489999771118164,2015-09-03
18.717500686645508,2015-09-04
19.565000534057617,2015-09-08
18.50749969482422,2015-09-09
17.469999313354492,2015-09-10
16.114999771118164,2015-09-11
15.797499656677246,2015-09-14
15.875,2015-09-15
15.8774995803833,2015-09-16
16.1825008392334,2015-09-17
16.719999313354492,2015-09-18
16.667499542236328,2015-09-21
16.59000015258789,2015-09-22
16.3799991607666,2015-09-23
16.25,2015-09-24
15.875,2015-09-25
15.5600004196167,2015-09-28
15.217499732971191,2015-09-29
15.297499656677246,2015-09-30
15.25,2015-10-01
15.699999809265137,2015-10-02
15.977499961853027,2015-10-05
16.844999313354492,2015-10-06
16.74250030517578,2015-10-07
16.6875,2015-10-08
16.802499771118164,2015-10-09
16.649999618530273,2015-10-12
16.417499542236328,2015-10-13
16.232500076293945,2015-10-14
16.825000762939453,2015-10-15
16.899999618530273,2015-10-16
16.487499237060547,2015-10-19
16.165000915527344,2015-10-20
16.11750030517578,2015-10-21
16.782499313354492,2015-10-22
17.100000381469727,2015-10-23
16.99250030517578,2015-10-26
16.475000381469727,2015-10-27
16.502500534057617,2015-10-28
16.290000915527344,2015-10-29
16.127500534057617,2015-10-30
15.475000381469727,2015-11-02
15.557499885559082,2015-11-03
15.75,2015-11-04
15.489999771118164,2015-11-05
17.614999771118164,2015-11-06
17.225000381469727,2015-11-09
17.225000381469727,2015-11-10
16.8125,2015-11-11
16.469999313354492,2015-11-12
16.297500610351562,2015-11-13
16.969999313354492,2015-11-16
17.287500381469727,2015-11-17
17.422500610351562,2015-11-18
17.857500076293945,2015-11-19
17.854999542236328,2015-11-20
18.49250030517578,2015-11-23
18.670000076293945,2015-11-24
18.440000534057617,2015-11-25
18.25,2015-11-27
18.3799991607666,2015-11-30
18.575000762939453,2015-12-01
18.829999923706055,2015-12-02
18.80500030517578,2015-12-03
18.549999237060547,2015-12-04
18.55500030517578,2015-12-07
18.299999237060547,2015-12-08
17.959999084472656,2015-12-09
17.625,2015-12-10
16.885000228881836,2015-12-11
17.594999313354492,2015-12-14
17.952499389648438,2015-12-15
17.899999618530273,2015-12-16
18.21500015258789,2015-12-17
17.5674991607666,2015-12-18
17.889999389648438,2015-12-21
18.1875,2015-12-22
18.6875,2015-12-23
18.752500534057617,2015-12-24
19.510000228881836,2015-12-28
19.674999237060547,2015-12-29
19.6875,2015-12-30
19.459999084472656,2015-12-31
19.350000381469727,2016-01-04
19.56999969482422,2016-01-05
18.38249969482422,2016-01-06
17.1875,2016-01-07
17.217500686645508,2016-01-08
17.002500534057617,2016-01-11
16.6200008392334,2016-01-12
16.177499771118164,2016-01-13
16.34749984741211,2016-01-14
16.212499618530273,2016-01-15
15.649999618530273,2016-01-19
15.84000015258789,2016-01-20
15.635000228881836,2016-01-21
16.082500457763672,2016-01-22
14.975000381469727,2016-01-25
15.0024995803833,2016-01-26
15.212499618530273,2016-01-27
14.862500190734863,2016-01-28
15.007499694824219,2016-01-29
14.8149995803833,2016-02-01
14.40999984741211,2016-02-02
15.487500190734863,2016-02-03
15.592499732971191,2016-02-04
14.805000305175781,2016-02-05
13.489999771118164,2016-02-08
13.25,2016-02-09
13.392499923706055,2016-02-10
13.592499732971191,2016-02-11
14.0600004196167,2016-02-12
14.787500381469727,2016-02-16
14.96500015258789,2016-02-17
14.537500381469727,2016-02-18
16.25,2016-02-19
16.350000381469727,2016-02-22
16.489999771118164,2016-02-23
16.857500076293945,2016-02-24
16.915000915527344,2016-02-25
17.2549991607666,2016-02-26
17.135000228881836,2016-02-29
17.309999465942383,2016-03-01
16.674999237060547,2016-03-02
16.774999618530273,2016-03-03
16.0625,2016-03-04
16.100000381469727,2016-03-07
15.470000267028809,2016-03-08
15.9350004196167,2016-03-09
15.27750015258789,2016-03-10
15.702500343322754,2016-03-11
14.132499694824219,2016-03-14
14.024999618530273,2016-03-15
14.4399995803833,2016-03-16
14.6274995803833,2016-03-17
14.592499732971191,2016-03-18
15.199999809265137,2016-03-21
14.8774995803833,2016-03-22
14.867500305175781,2016-03-23
14.7524995803833,2016-03-24
14.770000457763672,2016-03-28
15.47249984741211,2016-03-29
15.602499961853027,2016-03-30
15.774999618530273,2016-03-31
15.53499984741211,2016-04-01
15.842499732971191,2016-04-04
15.654999732971191,2016-04-05
16.235000610351562,2016-04-06
16.030000686645508,2016-04-07
16.252500534057617,2016-04-08
15.890000343322754,2016-04-11
15.467499732971191,2016-04-12
16.167499542236328,2016-04-13
16.122499465942383,2016-04-14
15.84749984741211,2016-04-15
15.970000267028809,2016-04-18
15.762499809265137,2016-04-19
15.987500190734863,2016-04-20
15.805000305175781,2016-04-21
16.412500381469727,2016-04-22
16.477500915527344,2016-04-25
16.5,2016-04-26
16.6825008392334,2016-04-27
16.440000534057617,2016-04-28
16.655000686645508,2016-04-29
16.767499923706055,2016-05-02
16.0674991607666,2016-05-03
15.637499809265137,2016-05-04
15.895000457763672,2016-05-05
16.707500457763672,2016-05-06
16.315000534057617,2016-05-09
16.88249969482422,2016-05-10
16.827499389648438,2016-05-11
16.642499923706055,2016-05-12
16.864999771118164,2016-05-13
17.002500534057617,2016-05-16
16.725000381469727,2016-05-17
17.00749969482422,2016-05-18
17.049999237060547,2016-05-19
17.530000686645508,2016-05-20
17.897499084472656,2016-05-23
18.079999923706055,2016-05-24
17.989999771118164,2016-05-25
18.0049991607666,2016-05-26
18.21500015258789,2016-05-27
18.322500228881836,2016-05-31
18.520000457763672,2016-06-01
18.725000381469727,2016-06-02
18.770000457763672,2016-06-03
18.665000915527344,2016-06-06
18.645000457763672,2016-06-07
18.704999923706055,2016-06-08
18.780000686645508,2016-06-09
18.270000457763672,2016-06-10
18.052499771118164,2016-06-13
18.112499237060547,2016-06-14
18.270000457763672,2016-06-15
18.127500534057617,2016-06-16
18.014999389648438,2016-06-17
18.125,2016-06-20
18.155000686645508,2016-06-21
17.84000015258789,2016-06-22
18.454999923706055,2016-06-23
16.662500381469727,2016-06-24
15.232500076293945,2016-06-27
15.5,2016-06-28
15.9399995803833,2016-06-29
16.094999313354492,2016-06-30
15.914999961853027,2016-07-01
15.862500190734863,2016-07-05
16.157499313354492,2016-07-06
16.5,2016-07-07
16.9325008392334,2016-07-08
17.450000762939453,2016-07-11
17.522499084472656,2016-07-12
17.565000534057617,2016-07-13
17.5,2016-07-14
17.497499465942383,2016-07-15
17.844999313354492,2016-07-18
17.739999771118164,2016-07-19
17.822500228881836,2016-07-20
17.592500686645508,2016-07-21
17.614999771118164,2016-07-22
17.792499542236328,2016-07-25
17.747499465942383,2016-07-26
17.674999237060547,2016-07-27
17.405000686645508,2016-07-28
17.8174991607666,2016-07-29
18.030000686645508,2016-08-01
17.547500610351562,2016-08-02
17.825000762939453,2016-08-03
17.997499465942383,2016-08-04
17.9375,2016-08-05
18.017499923706055,2016-08-08
18.514999389648438,2016-08-09
18.5,2016-08-10
18.864999771118164,2016-08-11
18.94499969482422,2016-08-12
19.5625,2016-08-15
19.399999618530273,2016-08-16
19.334999084472656,2016-08-17
19.75749969482422,2016-08-18
19.780000686645508,2016-08-19
19.3700008392334,2016-08-22
19.510000228881836,2016-08-23
19.38249969482422,2016-08-24
19.697500228881836,2016-08-25
19.747499465942383,2016-08-26
19.9424991607666,2016-08-29
19.922500610351562,2016-08-30
19.920000076293945,2016-08-31
19.917499542236328,2016-09-01
20.237499237060547,2016-09-02
20.297500610351562,2016-09-06
20.337499618530273,2016-09-07
20.337499618530273,2016-09-08
19.940000534057617,2016-09-09
20.225000381469727,2016-09-12
20.1825008392334,2016-09-13
20.782499313354492,2016-09-14
21.107500076293945,2016-09-15
21.25749969482422,2016-09-16
20.50749969482422,2016-09-19
20.454999923706055,2016-09-20
20.9424991607666,2016-09-21
21.332500457763672,2016-09-22
21.43000030517578,2016-09-23
21.272499084472656,2016-09-26
21.579999923706055,2016-09-27
21.440000534057617,2016-09-28
21.30500030517578,2016-09-29
21.270000457763672,2016-09-30
21.262500762939453,2016-10-03
21.3125,2016-10-04
21.24250030517578,2016-10-05
21.36750030517578,2016-10-06
21.28499984741211,2016-10-07
21.63249969482422,2016-10-10
20.752500534057617,2016-10-11
20.522499084472656,2016-10-12
20.190000534057617,2016-10-13
20.112499237060547,2016-10-14
20.18000030517578,2016-10-17
20.21500015258789,2016-10-18
20.475000381469727,2016-10-19
20.46500015258789,2016-10-20
20.895000457763672,2016-10-21
21.00749969482422,2016-10-24
21.079999923706055,2016-10-25
21.05500030517578,2016-10-26
21.15250015258789,2016-10-27
21.274999618530273,2016-10-28
21.1875,2016-10-31
21.042499542236328,2016-11-01
20.727500915527344,2016-11-02
20.520000457763672,2016-11-03
20.827499389648438,2016-11-04
21.459999084472656,2016-11-07
21.517499923706055,2016-11-08
21.350000381469727,2016-11-09
21.477500915527344,2016-11-10
21.537500381469727,2016-11-11
21.957500457763672,2016-11-14
21.947500228881836,2016-11-15
22.017499923706055,2016-11-16
22.010000228881836,2016-11-17
21.9950008392334,2016-11-18
23.6200008392334,2016-11-21
23.69499969482422,2016-11-22
23.797500610351562,2016-11-23
23.665000915527344,2016-11-25
23.99250030517578,2016-11-28
23.88249969482422,2016-11-29
23.702499389648438,2016-11-30
23.325000762939453,2016-12-01
23.292499542236328,2016-12-02
23.1875,2016-12-05
23.46500015258789,2016-12-06
24.467500686645508,2016-12-07
23.940000534057617,2016-12-08
23.602500915527344,2016-12-09
23.28499984741211,2016-12-12
23.75749969482422,2016-12-13
24.469999313354492,2016-12-14
24.197500228881836,2016-12-15
24.170000076293945,2016-12-16
24.485000610351562,2016-12-19
24.5,2016-12-20
24.487499237060547,2016-12-21
24.21500015258789,2016-12-22
24.232500076293945,2016-12-23
24.454999923706055,2016-12-27
24.3125,2016-12-28
24.1825008392334,2016-12-29
24.1924991607666,2016-12-30
24.264999389648438,2017-01-03
25.4325008392334,2017-01-04
25.485000610351562,2017-01-05
25.31999969482422,2017-01-06
24.8799991607666,2017-01-09
25.104999542236328,2017-01-10
24.86750030517578,2017-01-11
24.75,2017-01-12
25.0674991607666,2017-01-13
22.0575008392334,2017-01-17
22.177499771118164,2017-01-18
22.43000030517578,2017-01-19
22.450000762939453,2017-01-20
22.417499542236328,2017-01-23
23.11750030517578,2017-01-24
23.270000457763672,2017-01-25
23.227500915527344,2017-01-26
23.44499969482422,2017-01-27
23.417499542236328,2017-01-30
23.5,2017-01-31
23.56999969482422,2017-02-01
23.719999313354492,2017-02-02
23.8799991607666,2017-02-03
23.877500534057617,2017-02-06
23.997499465942383,2017-02-07
24.364999771118164,2017-02-08
24.452499389648438,2017-02-09
24.69499969482422,2017-02-10
24.975000381469727,2017-02-13
25.18000030517578,2017-02-14
25.167499542236328,2017-02-15
25.042499542236328,2017-02-16
29.764999389648438,2017-02-17
30.655000686645508,2017-02-21
30.450000762939453,2017-02-22
29.462499618530273,2017-02-23
30.147499084472656,2017-02-24
30.09749984741211,2017-02-27
29.747499465942383,2017-02-28
30.15999984741211,2017-03-01
29.872499465942383,2017-03-02
29.99250030517578,2017-03-03
29.857500076293945,2017-03-06
30.270000457763672,2017-03-07
30.88249969482422,2017-03-08
30.772499084472656,2017-03-09
31.042499542236328,2017-03-10
31.86750030517578,2017-03-13
31.75,2017-03-14
32.06999969482422,2017-03-15
31.78499984741211,2017-03-16
32.025001525878906,2017-03-17
32.58250045776367,2017-03-20
31.99250030517578,2017-03-21
32.6349983215332,2017-03-22
32.52000045776367,2017-03-23
32.942501068115234,2017-03-24
33.04499816894531,2017-03-27
33.49250030517578,2017-03-28
33.32500076293945,2017-03-29
33.20249938964844,2017-03-30
33.067501068115234,2017-03-31
32.92499923706055,2017-04-03
33.29999923706055,2017-04-04
33.5,2017-04-05
33.599998474121094,2017-04-06
33.11249923706055,2017-04-07
33.317501068115234,2017-04-10
33.33250045776367,2017-04-11
32.86750030517578,2017-04-12
32.84000015258789,2017-04-13
33.1875,2017-04-17
33.2400016784668,2017-04-18
33.45750045776367,2017-04-19
34.11750030517578,2017-04-20
34.165000915527344,2017-04-21
34.75,2017-04-24
34.85499954223633,2017-04-25
34.84000015258789,2017-04-26
34.912498474121094,2017-04-27
34.90999984741211,2017-04-28
35.275001525878906,2017-05-01
35.29750061035156,2017-05-02
35.16999816894531,2017-05-03
35.04999923706055,2017-05-04
36.18000030517578,2017-05-05
35.6875,2017-05-08
36.23249816894531,2017-05-09
36.35749816894531,2017-05-10
36.505001068115234,2017-05-11
36.70500183105469,2017-05-12
36.85499954223633,2017-05-15
36.86249923706055,2017-05-16
35.59000015258789,2017-05-17
35.869998931884766,2017-05-18
36.01750183105469,2017-05-19
35.787498474121094,2017-05-22
35.79999923706055,2017-05-23
36.06999969482422,2017-05-24
37.01499938964844,2017-05-25
36.61249923706055,2017-05-26
36.80500030517578,2017-05-30
36.845001220703125,2017-05-31
37.130001068115234,2017-06-01
38.064998626708984,2017-06-02
38.58250045776367,2017-06-05
38.837501525878906,2017-06-06
39.01250076293945,2017-06-07
39.317501068115234,2017-06-08
37.3650016784668,2017-06-09
37.439998626708984,2017-06-12
37.94499969482422,2017-06-13
37.76250076293945,2017-06-14
37.807498931884766,2017-06-15
37.89500045776367,2017-06-16
39.165000915527344,2017-06-19
38.75749969482422,2017-06-20
39.540000915527344,2017-06-21
39.69499969482422,2017-06-22
40.404998779296875,2017-06-23
39.44499969482422,2017-06-26
38.20500183105469,2017-06-27
38.817501068115234,2017-06-28
37.48749923706055,2017-06-29
37.4474983215332,2017-06-30
36.72249984741211,2017-07-03
37.154998779296875,2017-07-05
36.35749816894531,2017-07-06
37.192501068115234,2017-07-07
37.337501525878906,2017-07-10
38.290000915527344,2017-07-11
38.845001220703125,2017-07-12
38.692501068115234,2017-07-13
38.77750015258789,2017-07-14
38.80500030517578,2017-07-17
38.997501373291016,2017-07-18
39.407501220703125,2017-07-19
39.20000076293945,2017-07-20
38.22999954223633,2017-07-21
38.80500030517578,2017-07-24
39.5,2017-07-25
39.29999923706055,2017-07-26
38.0099983215332,2017-07-27
37.599998474121094,2017-07-28
37.3224983215332,2017-07-31
36.95000076293945,2017-08-01
35.8650016784668,2017-08-02
36.01250076293945,2017-08-03
43.01250076293945,2017-08-04
43.4375,2017-08-07
42.48500061035156,2017-08-08
41.8650016784668,2017-08-09
41.17499923706055,2017-08-10
41.42250061035156,2017-08-11
42.45000076293945,2017-08-14
42.647499084472656,2017-08-15
43.41749954223633,2017-08-16
42.76499938964844,2017-08-17
43.002498626708984,2017-08-18
43.002498626708984,2017-08-21
43.8125,2017-08-22
43.377498626708984,2017-08-23
43.77750015258789,2017-08-24
43.432498931884766,2017-08-25
43.52750015258789,2017-08-28
43.31999969482422,2017-08-29
44.48749923706055,2017-08-30
44.037498474121094,2017-08-31
44.372501373291016,2017-09-01
43.807498931884766,2017-09-05
43.182498931884766,2017-09-06
43.412498474121094,2017-09-07
43.16999816894531,2017-09-08
43.82749938964844,2017-09-11
43.45500183105469,2017-09-12
43.72249984741211,2017-09-13
43.73500061035156,2017-09-14
44.2400016784668,2017-09-15
45.66999816894531,2017-09-18
45.43000030517578,2017-09-19
47.122501373291016,2017-09-20
46.807498931884766,2017-09-21
47.76250076293945,2017-09-22
45.20750045776367,2017-09-25
45.665000915527344,2017-09-26
46.63750076293945,2017-09-27
46.88750076293945,2017-09-28
47.40250015258789,2017-09-29
47.60749816894531,2017-10-02
47.35499954223633,2017-10-03
47.66999816894531,2017-10-04
47.59000015258789,2017-10-05
48.23249816894531,2017-10-06
48.342498779296875,2017-10-09
48.20500183105469,2017-10-10
48.23749923706055,2017-10-11
47.8025016784668,2017-10-12
47.78499984741211,2017-10-13
47.1974983215332,2017-10-16
47.65250015258789,2017-10-17
47.48500061035156,2017-10-18
47.532501220703125,2017-10-19
47.91999816894531,2017-10-20
47.89250183105469,2017-10-23
48.275001525878906,2017-10-24
47.40250015258789,2017-10-25
47.95750045776367,2017-10-26
48.912498474121094,2017-10-27
49.040000915527344,2017-10-30
49.97249984741211,2017-10-31
49.314998626708984,2017-11-01
45.29249954223633,2017-11-02
50.372501373291016,2017-11-03
51.66999816894531,2017-11-06
52.38999938964844,2017-11-07
53.54750061035156,2017-11-08
53.38750076293945,2017-11-09
55.26250076293945,2017-11-10
56.287498474121094,2017-11-13
56.775001525878906,2017-11-14
56.224998474121094,2017-11-15
57.942501068115234,2017-11-16
58.45500183105469,2017-11-17
60.45750045776367,2017-11-20
60.35749816894531,2017-11-21
59.752498626708984,2017-11-22
60.51499938964844,2017-11-24
59.65999984741211,2017-11-27
60.88750076293945,2017-11-28
58.5525016784668,2017-11-29
58.279998779296875,2017-11-30
57.162498474121094,2017-12-01
52.369998931884766,2017-12-04
52.76250076293945,2017-12-05
53.21500015258789,2017-12-06
54.96500015258789,2017-12-07
55.6974983215332,2017-12-08
55.92250061035156,2017-12-11
54.5625,2017-12-12
56.282501220703125,2017-12-13
56.68000030517578,2017-12-14
57.75749969482422,2017-12-15
58.84749984741211,2017-12-18
59.0,2017-12-19
58.537498474121094,2017-12-20
58.9900016784668,2017-12-21
59.13750076293945,2017-12-22
58.915000915527344,2017-12-26
59.875,2017-12-27
60.15999984741211,2017-12-28
58.89500045776367,2017-12-29
57.75749969482422,2018-01-02
58.900001525878906,2018-01-03
58.17250061035156,2018-01-04
59.192501068115234,2018-01-05
62.76499938964844,2018-01-08
62.494998931884766,2018-01-09
63.06999969482422,2018-01-10
65.19750213623047,2018-01-11
64.75749969482422,2018-01-12
63.192501068115234,2018-01-16
65.70249938964844,2018-01-17
66.29750061035156,2018-01-18
67.70999908447266,2018-01-19
68.91999816894531,2018-01-22
68.28500366210938,2018-01-23
68.28500366210938,2018-01-24
69.19000244140625,2018-01-25
70.875,2018-01-26
69.49749755859375,2018-01-29
68.80750274658203,2018-01-30
68.95500183105469,2018-01-31
68.75,2018-02-01
68.37000274658203,2018-02-02
66.34249877929688,2018-02-05
68.09500122070312,2018-02-06
70.40499877929688,2018-02-07
66.12999725341797,2018-02-08
68.13749694824219,2018-02-09
71.13500213623047,2018-02-12
73.1449966430664,2018-02-13
75.52999877929688,2018-02-14
76.98999786376953,2018-02-15
62.372501373291016,2018-02-16
62.412498474121094,2018-02-20
59.50749969482422,2018-02-21
61.165000915527344,2018-02-22
61.47999954223633,2018-02-23
64.9625015258789,2018-02-26
64.78500366210938,2018-02-27
67.43499755859375,2018-02-28
65.94999694824219,2018-03-01
67.875,2018-03-02
70.46499633789062,2018-03-05
72.1500015258789,2018-03-06
72.8949966430664,2018-03-07
73.44249725341797,2018-03-08
73.7874984741211,2018-03-09
74.3499984741211,2018-03-12
72.41999816894531,2018-03-13
