WM,Date
1.2897796630859375,1989-06-06
1.2897796630859375,1989-06-07
1.2897796630859375,1989-06-08
1.2181249856948853,1989-06-09
1.2181249856948853,1989-06-12
1.2181249856948853,1989-06-13
1.2181249856948853,1989-06-14
1.2181249856948853,1989-06-15
1.2181249856948853,1989-06-16
1.2181249856948853,1989-06-19
1.2181249856948853,1989-06-20
1.0748164653778076,1989-06-21
1.0748164653778076,1989-06-22
1.0748164653778076,1989-06-23
1.0748164653778076,1989-06-26
1.0748164653778076,1989-06-27
1.0748164653778076,1989-06-28
1.0748164653778076,1989-06-29
1.0748164653778076,1989-06-30
1.0748164653778076,1989-07-03
1.0748164653778076,1989-07-05
1.0748164653778076,1989-07-06
1.0748164653778076,1989-07-07
1.0748164653778076,1989-07-10
1.0748164653778076,1989-07-11
1.0748164653778076,1989-07-12
1.1464704275131226,1989-07-13
1.1464704275131226,1989-07-14
1.1464704275131226,1989-07-17
1.1464704275131226,1989-07-18
1.0748164653778076,1989-07-19
1.0748164653778076,1989-07-20
1.0031616687774658,1989-07-21
1.0031616687774658,1989-07-24
1.0031616687774658,1989-07-25
1.0748164653778076,1989-07-26
1.0748164653778076,1989-07-27
1.0748164653778076,1989-07-28
1.0748164653778076,1989-07-31
1.0748164653778076,1989-08-01
1.0748164653778076,1989-08-02
1.0748164653778076,1989-08-03
1.0748164653778076,1989-08-04
1.0748164653778076,1989-08-07
1.1464704275131226,1989-08-08
1.0748164653778076,1989-08-09
1.0748164653778076,1989-08-10
1.0748164653778076,1989-08-11
1.0748164653778076,1989-08-14
1.0748164653778076,1989-08-15
1.0031616687774658,1989-08-16
1.0031616687774658,1989-08-17
0.9315075874328613,1989-08-18
1.0031616687774658,1989-08-21
1.0031616687774658,1989-08-22
1.0031616687774658,1989-08-23
0.9315075874328613,1989-08-24
1.0031616687774658,1989-08-25
1.0031616687774658,1989-08-28
1.0031616687774658,1989-08-29
1.0031616687774658,1989-08-30
1.0031616687774658,1989-08-31
1.0031616687774658,1989-09-01
1.0031616687774658,1989-09-05
1.0031616687774658,1989-09-06
1.0031616687774658,1989-09-07
1.0748164653778076,1989-09-08
1.0748164653778076,1989-09-11
1.0748164653778076,1989-09-12
1.0031616687774658,1989-09-13
1.0031616687774658,1989-09-14
1.0031616687774658,1989-09-15
1.0031616687774658,1989-09-18
0.9315075874328613,1989-09-19
0.9315075874328613,1989-09-20
0.85985267162323,1989-09-21
0.85985267162323,1989-09-22
0.9315075874328613,1989-09-25
0.9315075874328613,1989-09-26
0.9315075874328613,1989-09-27
0.9315075874328613,1989-09-28
1.1464704275131226,1989-09-29
1.3614336252212524,1989-10-02
1.4330880641937256,1989-10-03
1.2897796630859375,1989-10-04
1.2897796630859375,1989-10-05
1.4330880641937256,1989-10-06
1.3614336252212524,1989-10-09
1.2181249856948853,1989-10-10
1.2181249856948853,1989-10-11
1.2181249856948853,1989-10-12
1.1464704275131226,1989-10-13
1.0748164653778076,1989-10-16
1.1464704275131226,1989-10-17
1.1464704275131226,1989-10-18
1.2181249856948853,1989-10-19
1.1464704275131226,1989-10-20
1.1464704275131226,1989-10-23
1.1464704275131226,1989-10-24
1.1464704275131226,1989-10-25
1.1464704275131226,1989-10-26
1.0748164653778076,1989-10-27
1.0748164653778076,1989-10-30
1.0748164653778076,1989-10-31
1.0748164653778076,1989-11-01
1.0748164653778076,1989-11-02
1.0748164653778076,1989-11-03
1.0748164653778076,1989-11-06
1.0748164653778076,1989-11-07
1.0748164653778076,1989-11-08
1.0031616687774658,1989-11-09
1.0031616687774658,1989-11-10
1.0031616687774658,1989-11-13
1.0031616687774658,1989-11-14
1.0031616687774658,1989-11-15
1.0031616687774658,1989-11-16
1.0031616687774658,1989-11-17
1.0748164653778076,1989-11-20
1.0748164653778076,1989-11-21
1.0748164653778076,1989-11-22
1.0748164653778076,1989-11-24
1.0748164653778076,1989-11-27
1.0748164653778076,1989-11-28
1.1464704275131226,1989-11-29
1.1464704275131226,1989-11-30
1.1464704275131226,1989-12-01
1.1464704275131226,1989-12-04
1.1464704275131226,1989-12-05
1.1464704275131226,1989-12-06
1.1464704275131226,1989-12-07
1.1464704275131226,1989-12-08
1.1464704275131226,1989-12-11
1.1464704275131226,1989-12-12
1.1464704275131226,1989-12-13
1.1464704275131226,1989-12-14
1.0748164653778076,1989-12-15
1.0031616687774658,1989-12-18
1.0748164653778076,1989-12-19
1.0031616687774658,1989-12-20
0.9315075874328613,1989-12-21
0.85985267162323,1989-12-22
0.85985267162323,1989-12-26
0.85985267162323,1989-12-27
0.85985267162323,1989-12-28
0.85985267162323,1989-12-29
0.85985267162323,1990-01-02
0.85985267162323,1990-01-03
0.85985267162323,1990-01-04
0.9315075874328613,1990-01-05
0.9315075874328613,1990-01-08
0.85985267162323,1990-01-09
0.85985267162323,1990-01-10
0.85985267162323,1990-01-11
0.85985267162323,1990-01-12
0.9315075874328613,1990-01-15
0.85985267162323,1990-01-16
0.9315075874328613,1990-01-17
0.9315075874328613,1990-01-18
0.9315075874328613,1990-01-19
0.9315075874328613,1990-01-22
0.9315075874328613,1990-01-23
0.85985267162323,1990-01-24
0.85985267162323,1990-01-25
0.85985267162323,1990-01-26
0.85985267162323,1990-01-29
0.7881982922554016,1990-01-30
0.7881982922554016,1990-01-31
0.7881982922554016,1990-02-01
0.7881982922554016,1990-02-02
0.85985267162323,1990-02-05
0.7881982922554016,1990-02-06
0.7881982922554016,1990-02-07
0.7881982922554016,1990-02-08
0.7881982922554016,1990-02-09
0.7881982922554016,1990-02-12
0.7881982922554016,1990-02-13
0.7881982922554016,1990-02-14
0.7881982922554016,1990-02-15
0.7881982922554016,1990-02-16
0.7881982922554016,1990-02-20
0.7881982922554016,1990-02-21
0.7881982922554016,1990-02-22
0.7881982922554016,1990-02-23
0.7881982922554016,1990-02-26
0.85985267162323,1990-02-27
0.85985267162323,1990-02-28
0.85985267162323,1990-03-01
0.85985267162323,1990-03-02
0.85985267162323,1990-03-05
0.85985267162323,1990-03-06
0.85985267162323,1990-03-07
0.85985267162323,1990-03-08
0.85985267162323,1990-03-09
0.9315075874328613,1990-03-12
1.0031616687774658,1990-03-13
1.1464704275131226,1990-03-14
1.1464704275131226,1990-03-15
1.1464704275131226,1990-03-16
1.2181249856948853,1990-03-19
1.2181249856948853,1990-03-20
1.2181249856948853,1990-03-21
1.1464704275131226,1990-03-22
1.0748164653778076,1990-03-23
1.1464704275131226,1990-03-26
1.1464704275131226,1990-03-27
1.1464704275131226,1990-03-28
1.2181249856948853,1990-03-29
1.2897796630859375,1990-03-30
1.2897796630859375,1990-04-02
1.3614336252212524,1990-04-03
1.3614336252212524,1990-04-04
1.5047428607940674,1990-04-05
1.4330880641937256,1990-04-06
1.3614336252212524,1990-04-09
1.3614336252212524,1990-04-10
1.3614336252212524,1990-04-11
1.2897796630859375,1990-04-12
1.2181249856948853,1990-04-16
1.2181249856948853,1990-04-17
1.1464704275131226,1990-04-18
1.1464704275131226,1990-04-19
1.1464704275131226,1990-04-20
1.0748164653778076,1990-04-23
1.0748164653778076,1990-04-24
1.0748164653778076,1990-04-25
1.0748164653778076,1990-04-26
1.0748164653778076,1990-04-27
1.0748164653778076,1990-04-30
1.0031616687774658,1990-05-01
1.0031616687774658,1990-05-02
1.0031616687774658,1990-05-03
1.0031616687774658,1990-05-04
1.0748164653778076,1990-05-07
1.0748164653778076,1990-05-08
1.0748164653778076,1990-05-09
1.0748164653778076,1990-05-10
1.0748164653778076,1990-05-11
1.0748164653778076,1990-05-14
1.1464704275131226,1990-05-15
1.0748164653778076,1990-05-16
1.0748164653778076,1990-05-17
1.0748164653778076,1990-05-18
1.0748164653778076,1990-05-21
1.0748164653778076,1990-05-22
1.0748164653778076,1990-05-23
1.1464704275131226,1990-05-24
1.1464704275131226,1990-05-25
1.0748164653778076,1990-05-29
1.0748164653778076,1990-05-30
1.0748164653778076,1990-05-31
1.1464704275131226,1990-06-01
1.2181249856948853,1990-06-04
1.3614336252212524,1990-06-05
1.71970534324646,1990-06-06
1.648051381111145,1990-06-07
1.648051381111145,1990-06-08
1.71970534324646,1990-06-11
1.8630151748657227,1990-06-12
1.9346683025360107,1990-06-13
2.0063233375549316,1990-06-14
2.0063233375549316,1990-06-15
2.077977180480957,1990-06-18
1.8630151748657227,1990-06-19
1.8630151748657227,1990-06-20
1.7913609743118286,1990-06-21
1.7913609743118286,1990-06-22
1.8630151748657227,1990-06-25
1.8630151748657227,1990-06-26
2.0063233375549316,1990-06-27
2.077977180480957,1990-06-28
2.2212862968444824,1990-06-29
2.1496329307556152,1990-07-02
2.1496329307556152,1990-07-03
2.077977180480957,1990-07-05
2.077977180480957,1990-07-06
2.2212862968444824,1990-07-09
2.1496329307556152,1990-07-10
2.2212862968444824,1990-07-11
2.292940855026245,1990-07-12
3.08113956451416,1990-07-13
2.9378299713134766,1990-07-16
2.6512138843536377,1990-07-17
2.579559326171875,1990-07-18
2.507903814315796,1990-07-19
2.579559326171875,1990-07-20
2.6512138843536377,1990-07-23
3.08113956451416,1990-07-24
3.29610276222229,1990-07-25
3.29610276222229,1990-07-26
3.43941068649292,1990-07-27
3.43941068649292,1990-07-30
3.43941068649292,1990-07-31
3.3677570819854736,1990-08-01
2.9378299713134766,1990-08-02
2.866176128387451,1990-08-03
2.794522285461426,1990-08-06
2.794522285461426,1990-08-07
2.794522285461426,1990-08-08
2.9378299713134766,1990-08-09
3.08113956451416,1990-08-10
3.08113956451416,1990-08-13
3.1527931690216064,1990-08-14
3.1527931690216064,1990-08-15
3.0094857215881348,1990-08-16
2.794522285461426,1990-08-17
2.794522285461426,1990-08-20
2.722867250442505,1990-08-21
2.6512138843536377,1990-08-22
2.4362499713897705,1990-08-23
2.364595413208008,1990-08-24
2.4362499713897705,1990-08-27
2.507903814315796,1990-08-28
2.579559326171875,1990-08-29
2.579559326171875,1990-08-30
2.6512138843536377,1990-08-31
2.507903814315796,1990-09-04
2.579559326171875,1990-09-05
2.507903814315796,1990-09-06
2.507903814315796,1990-09-07
2.507903814315796,1990-09-10
2.507903814315796,1990-09-11
2.579559326171875,1990-09-12
2.507903814315796,1990-09-13
2.507903814315796,1990-09-14
2.507903814315796,1990-09-17
2.579559326171875,1990-09-18
2.579559326171875,1990-09-19
2.579559326171875,1990-09-20
2.722867250442505,1990-09-21
2.722867250442505,1990-09-24
2.9378299713134766,1990-09-25
2.866176128387451,1990-09-26
2.722867250442505,1990-09-27
2.722867250442505,1990-09-28
3.0094857215881348,1990-10-01
2.866176128387451,1990-10-02
2.722867250442505,1990-10-03
2.794522285461426,1990-10-04
2.9378299713134766,1990-10-05
2.866176128387451,1990-10-08
2.794522285461426,1990-10-09
2.794522285461426,1990-10-10
2.722867250442505,1990-10-11
2.722867250442505,1990-10-12
2.6512138843536377,1990-10-15
2.6512138843536377,1990-10-16
2.722867250442505,1990-10-17
2.722867250442505,1990-10-18
2.722867250442505,1990-10-19
2.722867250442505,1990-10-22
3.0094857215881348,1990-10-23
2.9378299713134766,1990-10-24
2.9378299713134766,1990-10-25
2.9378299713134766,1990-10-26
2.9378299713134766,1990-10-29
2.9378299713134766,1990-10-30
3.22445011138916,1990-10-31
3.22445011138916,1990-11-01
3.22445011138916,1990-11-02
3.22445011138916,1990-11-05
3.22445011138916,1990-11-06
3.22445011138916,1990-11-07
3.1527931690216064,1990-11-08
3.1527931690216064,1990-11-09
3.08113956451416,1990-11-12
3.08113956451416,1990-11-13
3.08113956451416,1990-11-14
3.08113956451416,1990-11-15
3.0094857215881348,1990-11-16
3.0094857215881348,1990-11-19
3.0094857215881348,1990-11-20
3.0094857215881348,1990-11-21
3.0094857215881348,1990-11-23
3.0094857215881348,1990-11-26
2.9378299713134766,1990-11-27
2.9378299713134766,1990-11-28
2.866176128387451,1990-11-29
3.0094857215881348,1990-11-30
3.0094857215881348,1990-12-03
3.0094857215881348,1990-12-04
3.08113956451416,1990-12-05
3.08113956451416,1990-12-06
3.08113956451416,1990-12-07
3.08113956451416,1990-12-10
3.08113956451416,1990-12-11
3.08113956451416,1990-12-12
3.08113956451416,1990-12-13
3.08113956451416,1990-12-14
3.08113956451416,1990-12-17
3.08113956451416,1990-12-18
3.08113956451416,1990-12-19
3.08113956451416,1990-12-20
3.08113956451416,1990-12-21
3.08113956451416,1990-12-24
3.08113956451416,1990-12-26
3.08113956451416,1990-12-27
3.08113956451416,1990-12-28
3.29610276222229,1990-12-31
3.22445011138916,1991-01-02
3.22445011138916,1991-01-03
3.22445011138916,1991-01-04
3.1527931690216064,1991-01-07
3.1527931690216064,1991-01-08
3.1527931690216064,1991-01-09
3.1527931690216064,1991-01-10
3.1527931690216064,1991-01-11
3.1527931690216064,1991-01-14
3.08113956451416,1991-01-15
3.08113956451416,1991-01-16
3.08113956451416,1991-01-17
3.08113956451416,1991-01-18
3.08113956451416,1991-01-21
3.08113956451416,1991-01-22
3.08113956451416,1991-01-23
3.08113956451416,1991-01-24
3.1527931690216064,1991-01-25
3.22445011138916,1991-01-28
3.22445011138916,1991-01-29
3.29610276222229,1991-01-30
3.29610276222229,1991-01-31
3.22445011138916,1991-02-01
3.5110673904418945,1991-02-04
3.5110673904418945,1991-02-05
3.43941068649292,1991-02-06
3.43941068649292,1991-02-07
3.3677570819854736,1991-02-08
3.3677570819854736,1991-02-11
3.3677570819854736,1991-02-12
3.3677570819854736,1991-02-13
3.3677570819854736,1991-02-14
3.3677570819854736,1991-02-15
3.3677570819854736,1991-02-19
3.3677570819854736,1991-02-20
3.3677570819854736,1991-02-21
3.3677570819854736,1991-02-22
3.3677570819854736,1991-02-25
3.3677570819854736,1991-02-26
3.3677570819854736,1991-02-27
3.3677570819854736,1991-02-28
3.3677570819854736,1991-03-01
3.5110673904418945,1991-03-04
3.7260303497314453,1991-03-05
4.012646675109863,1991-03-06
4.08430290222168,1991-03-07
4.012646675109863,1991-03-08
4.08430290222168,1991-03-11
4.2992658615112305,1991-03-12
5.087463855743408,1991-03-13
4.729190826416016,1991-03-14
4.729190826416016,1991-03-15
4.944154262542725,1991-03-18
5.087463855743408,1991-03-19
5.230773448944092,1991-03-20
5.230773448944092,1991-03-21
5.087463855743408,1991-03-22
5.15911865234375,1991-03-25
5.087463855743408,1991-03-26
5.230773448944092,1991-03-27
5.230773448944092,1991-03-28
5.15911865234375,1991-04-01
5.15911865234375,1991-04-02
4.872499942779541,1991-04-03
4.872499942779541,1991-04-04
4.800845146179199,1991-04-05
4.872499942779541,1991-04-08
4.872499942779541,1991-04-09
4.944154262542725,1991-04-10
4.872499942779541,1991-04-11
4.872499942779541,1991-04-12
4.800845146179199,1991-04-15
4.65753698348999,1991-04-16
4.58588171005249,1991-04-17
4.58588171005249,1991-04-18
4.58588171005249,1991-04-19
4.58588171005249,1991-04-22
4.729190826416016,1991-04-23
4.729190826416016,1991-04-24
4.729190826416016,1991-04-25
4.800845146179199,1991-04-26
5.087463855743408,1991-04-29
5.015807628631592,1991-04-30
4.944154262542725,1991-05-01
4.944154262542725,1991-05-02
5.230773448944092,1991-05-03
5.015807628631592,1991-05-06
5.015807628631592,1991-05-07
5.015807628631592,1991-05-08
5.015807628631592,1991-05-09
5.015807628631592,1991-05-10
5.015807628631592,1991-05-13
4.944154262542725,1991-05-14
4.944154262542725,1991-05-15
4.944154262542725,1991-05-16
4.944154262542725,1991-05-17
4.944154262542725,1991-05-20
4.944154262542725,1991-05-21
4.944154262542725,1991-05-22
4.944154262542725,1991-05-23
4.944154262542725,1991-05-24
4.944154262542725,1991-05-28
5.087463855743408,1991-05-29
5.374080181121826,1991-05-30
5.302427768707275,1991-05-31
5.660702228546143,1991-06-03
5.732352256774902,1991-06-04
6.305586338043213,1991-06-05
6.44890022277832,1991-06-06
6.305586338043213,1991-06-07
6.305586338043213,1991-06-10
6.305586338043213,1991-06-11
6.305586338043213,1991-06-12
6.305586338043213,1991-06-13
6.59220552444458,1991-06-14
6.59220552444458,1991-06-17
6.6638617515563965,1991-06-18
6.6638617515563965,1991-06-19
6.6638617515563965,1991-06-20
6.6638617515563965,1991-06-21
6.6638617515563965,1991-06-24
7.308745861053467,1991-06-25
7.308745861053467,1991-06-26
8.311908721923828,1991-06-27
8.09694766998291,1991-06-28
8.311908721923828,1991-07-01
8.598531723022461,1991-07-02
8.598531723022461,1991-07-03
8.598531723022461,1991-07-05
8.240257263183594,1991-07-08
7.738673210144043,1991-07-09
7.738673210144043,1991-07-10
7.738673210144043,1991-07-11
7.738673210144043,1991-07-12
7.738673210144043,1991-07-15
7.953639984130859,1991-07-16
7.953639984130859,1991-07-17
7.953639984130859,1991-07-18
8.025293350219727,1991-07-19
8.025293350219727,1991-07-22
8.025293350219727,1991-07-23
8.025293350219727,1991-07-24
8.025293350219727,1991-07-25
8.025293350219727,1991-07-26
8.16860580444336,1991-07-29
8.311908721923828,1991-07-30
8.311908721923828,1991-07-31
8.311908721923828,1991-08-01
8.311908721923828,1991-08-02
8.311908721923828,1991-08-05
8.025293350219727,1991-08-06
8.025293350219727,1991-08-07
8.16860580444336,1991-08-08
8.16860580444336,1991-08-09
8.16860580444336,1991-08-12
8.16860580444336,1991-08-13
8.16860580444336,1991-08-14
8.16860580444336,1991-08-15
8.16860580444336,1991-08-16
8.16860580444336,1991-08-19
8.16860580444336,1991-08-20
8.16860580444336,1991-08-21
8.16860580444336,1991-08-22
8.16860580444336,1991-08-23
8.16860580444336,1991-08-26
8.16860580444336,1991-08-27
8.16860580444336,1991-08-28
8.16860580444336,1991-08-29
8.16860580444336,1991-08-30
8.16860580444336,1991-09-03
8.16860580444336,1991-09-04
8.311908721923828,1991-09-05
9.17176342010498,1991-09-06
9.744999885559082,1991-09-09
9.744999885559082,1991-09-10
9.744999885559082,1991-09-11
9.601690292358398,1991-09-12
9.601690292358398,1991-09-13
9.601690292358398,1991-09-16
9.601690292358398,1991-09-17
9.601690292358398,1991-09-18
9.601690292358398,1991-09-19
9.601690292358398,1991-09-20
9.601690292358398,1991-09-23
9.601690292358398,1991-09-24
9.744999885559082,1991-09-25
9.744999885559082,1991-09-26
9.744999885559082,1991-09-27
9.744999885559082,1991-09-30
10.031615257263184,1991-10-01
9.744999885559082,1991-10-02
10.174927711486816,1991-10-03
9.744999885559082,1991-10-04
9.744999885559082,1991-10-07
10.3182373046875,1991-10-08
9.88830852508545,1991-10-09
9.816655158996582,1991-10-10
9.744999885559082,1991-10-11
9.744999885559082,1991-10-14
9.31507396697998,1991-10-15
9.31507396697998,1991-10-16
9.744999885559082,1991-10-17
9.88830852508545,1991-10-18
9.744999885559082,1991-10-21
9.458381652832031,1991-10-22
9.88830852508545,1991-10-23
9.31507396697998,1991-10-24
9.31507396697998,1991-10-25
9.744999885559082,1991-10-28
9.31507396697998,1991-10-29
9.24341869354248,1991-10-30
9.601690292358398,1991-10-31
9.17176342010498,1991-11-01
9.601690292358398,1991-11-04
9.028454780578613,1991-11-05
8.88514518737793,1991-11-06
8.88514518737793,1991-11-07
8.88514518737793,1991-11-08
9.31507396697998,1991-11-11
9.028454780578613,1991-11-12
9.028454780578613,1991-11-13
9.028454780578613,1991-11-14
9.028454780578613,1991-11-15
9.028454780578613,1991-11-18
8.88514518737793,1991-11-19
9.601690292358398,1991-11-20
9.530036926269531,1991-11-21
9.17176342010498,1991-11-22
8.88514518737793,1991-11-25
9.31507396697998,1991-11-26
9.31507396697998,1991-11-27
9.17176342010498,1991-11-29
9.028454780578613,1991-12-02
9.24341869354248,1991-12-03
9.458381652832031,1991-12-04
9.744999885559082,1991-12-05
9.744999885559082,1991-12-06
10.031615257263184,1991-12-09
10.103273391723633,1991-12-10
10.3182373046875,1991-12-11
9.88830852508545,1991-12-12
10.246582984924316,1991-12-13
10.031615257263184,1991-12-16
10.031615257263184,1991-12-17
10.174927711486816,1991-12-18
10.3182373046875,1991-12-19
9.744999885559082,1991-12-20
9.88830852508545,1991-12-23
9.601690292358398,1991-12-24
10.174927711486816,1991-12-26
10.174927711486816,1991-12-27
10.174927711486816,1991-12-30
10.031615257263184,1991-12-31
10.3182373046875,1992-01-02
10.3182373046875,1992-01-03
10.103273391723633,1992-01-06
9.88830852508545,1992-01-07
10.174927711486816,1992-01-08
9.744999885559082,1992-01-09
9.744999885559082,1992-01-10
